,A,NagC,Crp
DDB2__PD-004_del-qseB_Batch_6h__1,0.0937137434125958,0.038550059508597016,-0.12791638658763738
DDB2__PD-004_del-qseB_Fed-batch_6h__1,5.609901886195722,-0.22268202562994954,0.0070327348853478355
DDB2__PD-004_del-qseB_Fed-batch_6h__2,5.1050066085026735,-0.26875499269992004,0.14395110458813146
DDB2__PD-004_del-qseB_Fed-batch_15h__1,5.993110842654377,-0.2878168943963351,0.14349024146300948
DDB2__PD-004_del-qseB_Fed-batch_15h__2,4.89667425585038,-0.4992810067995706,0.3342680715119659
DDB2__PD-004_del-qseC_Batch_6h__1,0.1834975838230459,0.15045477467591262,-0.1054807241193494
DDB2__PD-004_del-qseC_Batch_6h__2,-0.3242894079409428,0.08310048372250378,-0.1890055363379357
DDB2__PD-004_del-qseC_Fed-batch_6h__1,5.496805760536573,-0.266716677214097,-0.20126649289716705
DDB2__PD-004_del-qseC_Fed-batch_6h__2,4.574917563408899,-0.3399429587677867,0.007007073388662022
DDB2__PD-004_del-qseC_Fed-batch_15h__1,6.254134350031881,-0.3159147357562482,0.24433059166856094
DDB2__PD-004_del-qseC_Fed-batch_15h__2,6.008047937051183,-0.26810826163911194,0.41673648908845706
DDB2__PD-005_del-qseF_Batch_6h__1,1.6329912893031109,0.11652964226640795,-0.14804630641666705
DDB2__PD-005_del-qseF_Batch_6h__2,-0.4005686725397924,-0.08241898895206035,-0.2472769860054029
DDB2__PD-003_del-qseF_Batch_6h__1,0.76457498787931,0.3687887341712939,-0.04129063094139518
DDB2__PD-003_del-qseF_Batch_6h__2,0.0981515523783053,0.3897919298880961,-0.07120032371772211
DDB2__PD-003_del-qseF_Fed-batch_6h__1,5.163812928835866,-0.018490044620912197,0.07928259588675246
DDB2__PD-003_del-qseF_Fed-batch_6h__2,5.578358964022443,-0.16018187472290624,0.09988668006863577
DDB2__PD-005_del-qseF_Fed-batch_6h__1,4.348884775484187,-0.31410435798620817,-0.054992720518960425
DDB2__PD-005_del-qseF_Fed-batch_6h__2,4.953480438011641,-0.5261242203417469,0.10723371376415967
DDB2__PD-005_del-qseF_Fed-batch_6h__3,5.3011187006347855,-0.1878192117274322,0.06774821772418349
DDB2__PD-005_del-qseF_Fed-batch_15h__1,5.393620118999468,-0.5356016856059016,0.1807957685003956
DDB2__PD-005_del-qseF_Fed-batch_15h__2,5.693862452661977,-0.5417698457267308,0.18100851105295668
DDB2__PD-003_del-qseF_Fed-batch_21h__1,5.740080528787093,-0.035647438656726926,0.3843825596880919
DDB2__PD-003_del-qseF_Fed-batch_21h__2,5.806749662593951,0.05708124444688777,0.3283143161117117
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,0.5784140128245103,0.14325437270017538,-0.2055466339490284
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,0.6153664205455048,0.13086173736387074,-0.12038482798851112
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,0.8417572672401387,0.3735986247160188,-0.24527694177792905
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,3.616869909536416,-0.24688039542682996,0.06456324456686602
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,4.488898724971064,-0.10486090490337753,0.04318616195255665
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,4.4208701023568775,-0.23942193157938266,0.28437816260421656
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,4.62461894503436,-0.4222122775614024,0.18788840247316507
DDB3__PD-009_del-arcA_Batch_6h__1,-0.2048061947774749,0.06931147914714407,-0.15520693678349495
DDB3__PD-009_del-arcA_Batch_6h__2,0.1878044771482717,-0.053233576205095716,-0.11927548503423502
DDB3__PD-009_del-arcA_Fed-batch_6h__1,3.572948338566137,-0.4818695241803672,0.3211525795468209
DDB3__PD-009_del-arcA_Fed-batch_6h__2,3.1886034580799456,-0.043725224911078435,-0.17422284096607574
DDB3__PD-009_del-arcA_Fed-batch_15h__1,3.446291925402191,0.10426131164446506,0.3068175092463843
DDB3__PD-009_del-arcA_Fed-batch_15h__2,3.656370809726511,-0.26957747458403336,0.3089395842630438
DDB3__PD-006_del-baeR_Batch_12h__1,0.4929244321948032,-0.3642726777482066,-0.07288080968497113
DDB3__PD-006_del-baeR_Batch_12h__2,1.478390075490091,-0.061154523049611775,-0.1470714378044189
DDB3__PD-009_del-baeR_Batch_12h__1,-0.377983973438856,-0.15872917676205225,0.0075413674833608715
DDB3__PD-009_del-baeR_Batch_12h__2,0.786218675564395,-0.055414400538416515,0.11000079547650364
DDB3__PD-006_del-baeR_Fed-batch_12h__1,0.0676880562287488,-0.1498756072819818,-0.44075017642119896
DDB3__PD-006_del-baeR_Fed-batch_12h__2,0.0740029918519946,-0.391578613053472,-0.3079824279256762
DDB3__PD-009_del-baeR_Fed-batch_12h__1,7.1101019680358615,-0.7613351864134499,0.17096182082460487
DDB3__PD-009_del-baeR_Fed-batch_12h__2,7.242469910555932,-0.3915958339745389,0.19735620347242036
DDB3__PD-009_del-baeR_Fed-batch_18h__1,6.122813715841442,-0.11122121335263736,0.17038086081004875
DDB3__PD-006_del-lsrB_Batch_6h__1,1.2829181138208925,0.1409064500124435,-0.08679694138112204
DDB3__PD-006_del-lsrB_Batch_6h__2,1.1402715230003269,0.02461542317610288,-0.10651403429150186
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,3.863084121469256,-0.12891904810837485,0.3346811913157435
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,5.277121686496863,-0.25737683474382056,0.12320570534873987
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,5.264293321179373,-0.2961445440878769,0.1671224798447568
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,5.359408679782796,-0.3200645944847977,0.3507109925052916
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,4.749386288434699,-0.2520826117548633,0.3958492591492941
DDB3__PD-009_del-lsrK_Batch_6h__1,0.4440272633688462,0.13570397743357002,-0.009831828811623922
DDB3__PD-009_del-lsrK_Batch_6h__2,0.0930823880667997,0.07680922858425633,-0.14523400895794936
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,4.523718354194581,-0.2661015088161154,0.1244005654382363
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,2.3671693838709964,-0.4360603662020264,0.0012933420484664284
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,5.6441106566944015,-0.17595579254670835,-0.04582048053983101
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,5.049359538866895,-0.1883425018800509,0.2938071439648517
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,5.450900917457897,-0.08635418946704831,0.18925140721970912
DDB3__PD-006_del-lsrR_Batch_6h__1,0.5975884987037415,0.0510927547304032,-0.07682126355774699
DDB3__PD-006_del-lsrR_Batch_6h__2,0.3178020647835803,-0.2417670422306397,0.04568553531896491
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,5.182635722387273,-0.3005609940284142,0.0695840261226941
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,4.599635815615692,-0.272660909834455,0.0951190132944717
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,5.349237826865484,-0.2104975972310568,0.2481661791660663
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,5.094877616182862,-0.3052292116748569,0.26532788482238345
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,5.231897837745963,-0.3251363796202833,0.2652297453274688
DDB3__PD-009_del-luxS_Batch_6h__1,0.2590090716969113,0.13711209060019236,0.0936775819929636
DDB3__PD-009_del-luxS_Batch_6h__2,0.8734702992532984,0.2646037512732473,0.05667317704538455
DDB3__PD-009_del-luxS_Fed-batch_6h__1,3.187765463415393,-0.4322528283644855,0.0986771612261439
DDB3__PD-009_del-luxS_Fed-batch_6h__2,4.628471825469504,-0.3479290589341817,-0.035116893204003574
DDB3__PD-009_del-luxS_Fed-batch_15h__1,3.871633945544149,-0.426794098483227,0.1404617131644894
DDB3__PD-009_del-luxS_Fed-batch_15h__2,3.507282156848287,-0.15973949833995693,-0.03093854772714621
DDB3__PD-006_del-rpoS_Batch_9h__1,1.4664069517942862,0.19606382038709305,0.3819945803438571
DDB3__PD-006_del-rpoS_Batch_9h__2,1.1005678347054073,0.37276927612697897,0.44523928747676855
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,2.902403341214626,-0.10511772401728514,0.510032299376153
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,3.3087412644047145,-0.018429837537766502,0.6186371495562994
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,2.215534102223759,-0.3814540630456564,0.5649106237720964
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,3.525408069958313,-0.32229399908338685,0.3973577297010369
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,2.647922547726973,-0.003517174080016616,0.4309841373011185
DDB3__PD-009_del-tnaA_Batch_6h__1,0.300638500909472,-0.005740425094966639,-0.1565078145665204
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,5.232204415416704,-0.4904201417047842,-0.03326316906695581
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,5.735937181799247,-0.006816590552056745,0.2480537405512209
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,4.991290652324664,-0.21215672830583104,0.2778554544661009
