,A,ZntR,Zur
acid_tale__acid_ale1_pH5__2,2.3545180445,1.010724624,-0.1326096135
acid_tale__acid_ale2_pH7__1,1.5826765857,0.840310796,-1.5374509285
acid_tale__acid_ale2_pH7__2,1.7043849217,0.8132205950000001,-1.4581049435
acid_tale__acid_ale2_pH5__1,1.8355164126,1.092169526,-1.2520047675
acid_tale__acid_ale2_pH5__2,2.8823094090000003,0.896366902,-0.1577198645
acid_tale__low_Mg_ale_pH7__1,1.7129553344000001,0.5789941630000001,-1.2463948075
acid_tale__low_Mg_ale_pH7__2,1.6314600251,0.33854852100000005,-1.6650548035
acid_tale__low_Mg_ale_pH5__1,1.6435663138,1.195120953,-1.0798308975
acid_tale__low_Mg_ale_pH5__2,1.8734937118000001,1.130363905,-1.1548041115
acid_tale__MES_ale_pH7__1,1.1814113204,0.70444867,-1.4672971225
acid_tale__MES_ale_pH7__2,1.4136437222,0.6305712680000001,-1.4801819385
acid_tale__MES_ale_pH5__1,1.2629841340999999,1.225159999,-1.1547701175
acid_tale__MES_ale_pH5__2,1.9969978811,1.372245489,-0.6444450635
acid_tale__gmos_pH7__1,1.5251390328,0.536265644,-1.4384867905
acid_tale__gmos_pH7__2,1.3627226827,0.5670094520000001,-1.4325612505
acid_tale__gmos_pH5__1,1.0033117718,1.227037805,-1.1942901915
acid_tale__gmos_pH5__2,1.6793091127,1.1447420990000001,-0.9588106215000001
adnB__wt_adn__1,1.5353697749,0.643272841,-0.7706546275
adnB__wt_adn__2,-1.4183950271,0.338729392,-1.1487963445
adnB__delydhB_adn__1,1.7131202677,0.983158862,-1.7594690625
adnB__delydhB_adn__2,1.141640505,0.970012482,-0.9470876295
ytf2__wt_glc__1,-1.0770947145,0.8776987580000001,-0.7303008545
ytf2__wt_glc__2,-1.2626932138,0.59194785,-0.5854796805
ytf2__ybcM_glc__1,0.7190977118,0.734841535,0.0873819145
ytf2__ybcM_glc__2,0.2758468632,0.8623668010000001,0.13265751750000002
ytf2__ydhB_glc__1,0.6623683532,0.47617816900000004,-0.8892520415
ytf2__ydhB_glc__2,0.0820208498,0.240823159,-1.0522337295
ytf2__yfeC_glc__1,-0.2141284816,0.5433332820000001,-0.7796646785
ytf2__yfeC_glc__2,0.329781099,0.576448364,-0.8740623295000001
ytf2__yciT_glc__1,-1.4306998479,0.524058251,-0.7367212555
ytf2__yciT_glc__2,-1.3832271603000001,0.435021564,-0.7185457245
ytf2__ydiZ_glc__1,-1.2587259071,0.49763856700000003,-0.6654544215
ytf2__ydiZ_glc__2,-1.529255126,0.47852770800000005,-0.48810467550000003
ytf2__ynfL_glc__1,-0.8724881706000001,0.622768822,-0.4148337865
ytf2__ynfL_glc__2,-0.8182102376,0.718725126,-0.5147673715000001
misc2__dellon_glc__1,0.6187045116000001,1.036670963,1.2753580945
misc2__dellon_glc__2,0.8816629422000001,0.872899418,1.7260901035
ytf3__wt_glc2__1,-1.1974587652,0.561087065,-0.9680338785
ytf3__wt_glc2__2,-1.5047588549,0.589820086,-0.7578894785
ytf3__wt_pH7_lactate__1,-1.4833319263,0.31921294,-0.9636877805
ytf3__wt_pH7_lactate__2,-1.9199400046,0.5400555810000001,-0.9477966125
ytf3__wt_pH55_lactate__1,-0.9010974538000001,0.806232436,-0.9017853455
ytf3__wt_pH55_lactate__2,-0.1960389462,0.7648485690000001,-0.9490958605
ytf3__wt_pH55_HCl__1,-1.5551642037,0.873121476,-0.5118747335
ytf3__wt_pH55_HCl__2,-0.9840983431,0.759649989,-0.4494746685
ytf3__dyieP_pH7__1,-1.6605086464,0.45867332800000005,-0.7918721215000001
ytf3__dyieP_pH7__2,-1.6999373436,0.529100539,-0.6714814605
ytf3__dyieP_pH55__1,-1.4549836431,0.324925008,-0.9515237765000001
ytf3__dyieP_pH55__2,-1.7337198462,0.663388588,-1.0368801985
