,A,Fnr,Fur,NagC
abx_mega__flavo_dmso__4,-0.9806782752000001,0.14097936390000002,-0.3464823681,0.2938750915
abx_mega__novo_dmso__3,-4.4697739169,0.7008066596,1.2105217473,-0.0157648417
abx_mega__polmyx_h2o__7,-0.7313794148,-0.2315847967,-0.41186003530000004,0.33890603610000003
abx_mega__teix_dmso__17,-2.1134770144,0.0029379619,-0.4174099093,0.3443444097
abx_mega__doxo_dmso__3,-3.7964516593,0.2023907492,-0.3730734275,0.8440434018
abx_mega__mem_dmso__6,-1.0230203133,0.1023474546,0.19588775360000002,0.8258332941000001
abx_mega__h2o-1a__3,-0.2412820296,0.09042078,-0.0031541915,0.1342316551
abx_mega__bacit_dmso__3,-0.21529158080000002,-0.36047292010000004,0.41762297540000004,-0.34684179800000003
abx_mega__dox_dmso__8,0.9430100903,-0.15851963700000002,-2.2622171398,1.2268875929
abx_mega__teix_dmso__18,-0.6275313868,-0.47527159550000003,0.232968534,0.0180843806
abx_mega__h2o-6__3,0.7033340008000001,0.1865548514,0.3302543835,0.260872518
abx_mega__pen_h2o__5,1.5053249902,-0.3567155809,-0.3594998783,0.2041167701
abx_mega__lzd_dmso__4,-1.3944107286,0.4367343567,0.06828788670000001,-0.12924936480000002
abx_mega__daro__1,-8.1244833273,0.6625246456,-0.3091293717,-0.3296501754
abx_mega__solv__1,-7.190040009,0.7880810208,-0.2476867748,-0.3974229933
abx_mega__daro__2,-8.2518859797,0.6348490171,-0.1375804635,-0.1677226885
abx_mega__daro__3,-6.5435666379,0.5130885568,-0.1394691808,0.1322989424
abx_mega__solv__2,-8.9583040572,0.7836153299,-0.4256180175,-0.6507720247000001
abx_mega__solv__3,-7.6436646563,0.5666938681,-0.08270790700000001,0.0096532302
abx_mega__dmso-4__1,-0.7823522159,-0.2069186369,0.9332064710000001,0.470782189
abx_mega__kirr_dmso__1,-5.2218226958,0.30096120800000004,0.5635600347,-1.5818826889
abx_mega__kirr_dmso__2,-5.8567940361,0.2233268874,0.3239852952,-1.7664914859
abx_mega__kirr_dmso__3,-5.9558289033000005,0.36914748480000004,0.5102443348,-1.6133526084
abx_mega__dmso-4__2,-2.6129918433,-0.38116480880000003,0.40426799890000004,0.3812141308
abx_mega__dmso-4__3,-1.3941666274,-0.179866355,0.6526482373,0.3125811008
ackA_pta__dnaA46_del_ackA__1,0.3612890057,0.3573392885,0.3778135936,0.6026021385
ackA_pta__dnaA46_del_ackA__2,-0.0305027166,0.5215083736,0.14134090870000002,1.0268318401
ackA_pta__dnaA46_del_ackA__3,0.1420161856,0.4033689451,-0.6251469007,0.4229660927
ackA_pta__dnaA46_del_pta__1,1.5057249042,0.10380176390000001,0.6218376215,1.4675621065
ackA_pta__dnaA46_del_pta__2,1.4206854428,0.4097892231,0.0857543283,0.30331988190000003
ackA_pta__dnaA46_del_pta__3,-0.1861886009,0.5224825499,0.24758132100000002,0.5655988338
ackA_pta__dnaA46__1,-0.0848582202,0.1528474884,0.0461481408,0.2551529611
ackA_pta__dnaA46__2,0.0011242624000000001,0.3481605142,-1.2705249067,-0.4719108241
ackA_pta__dnaA46__3,0.1613592929,-0.0266460084,0.1361474618,0.1397465145
ackA_pta__del_ackA__1,1.3995763270000001,0.1774931888,0.2687656366,0.8771623346
ackA_pta__del_ackA__2,1.7936503100999999,-0.1232001154,0.4617807902,1.3396833729
ackA_pta__del_ackA__3,1.5245650154,0.190084841,0.28188172170000003,0.5784910796
ackA_pta__del_pta__1,1.1741304995,0.2671184528,0.054636685500000004,0.009883672500000001
ackA_pta__del_pta__2,3.2279435326,0.2566617834,0.15496246200000002,0.4534740102
ackA_pta__del_pta__3,1.631408554,0.1341478918,0.3121187138,0.3876995485
ackA_pta__wt__1,0.048331388,-0.0535312287,0.0138035004,0.0734507119
ackA_pta__wt__2,-0.0440472422,0.0033558917,-0.0782284993,-0.10931303560000001
ackA_pta__wt__3,-0.0042841458,0.050175337,0.0644249989,0.035862323700000004
anticancer__5fu__1,-1.9646594935000001,0.0681602907,-0.019950289700000002,-0.7572015743
anticancer__5fu__2,-1.5056468696,-0.1688407481,-0.1267881105,-0.5871623576
anticancer__cap__1,0.9651401847000001,0.44868520630000003,0.1021867115,0.7531326936
anticancer__cap__2,0.6340542901,0.41306374030000004,0.0980585441,0.8676936182
anticancer__cap__3,0.9588951675,0.3264594677,0.0754202181,0.7008664609
anticancer__wt__1,0.7163326436,0.28664804520000003,0.2583894056,-0.4050306145
anticancer__wt__2,0.6358688685,-0.0931429685,-0.0691244917,-0.1199603831
anticancer__wt__3,-1.3522015121,-0.1935050767,-0.1892649139,0.5249909975
anticancer__5fu__3,-2.1454367817,-0.101350492,-0.20818591,-0.5856190402
bio_pln__aero_pln__1,0.22745430530000002,-0.0045074173,-0.0316871123,0.025343671300000002
bio_pln__aero_pln__2,-0.22745430530000002,0.0045074173,0.0316871123,-0.025343671300000002
bio_pln__anaero_pln__1,0.3885237574,0.0400032595,0.0453055736,0.1294729788
bio_pln__anaero_pln__2,-0.5917810054,0.3296413226,0.0911147029,0.0651774293
biocide__bzcl_12h__1,-2.5637890808,0.2247859218,0.2520540591,-0.25007072080000003
biocide__bzcl_12h__2,0.5384771849000001,0.1810715899,0.34208968700000003,0.12993324950000001
biocide__bzcl_12h__3,-2.0543708274,0.1722943406,0.2858465444,-0.3399033705
biocide__etoh_12h__1,1.2612452163,0.4185490194,0.5780864528,0.3657080233
biocide__etoh_12h__2,1.1246097996,0.4755510751,0.5017651118,0.30091005870000004
biocide__etoh_12h__3,1.1133546037,0.5168922582000001,0.5290245021000001,0.45636289420000004
biocide__gluald_12h__1,1.8801596934,0.422114445,0.596460589,0.1636221606
biocide__gluald_12h__2,1.81313794,0.285798337,0.4463801021,0.32455968100000004
biocide__gluald_12h__3,0.3504802115,0.2501234208,0.4820870835,0.053563257100000004
biocide__h2o2_12h__1,0.8733716076,0.316269336,0.40486032110000003,0.056757479000000007
biocide__h2o2_12h__2,1.0737830048,0.2082039373,0.34088286760000003,-0.15501985170000002
biocide__h2o2_12h__3,2.8842741783,0.1760932673,0.1943758722,0.09507661860000001
biocide__2ppoh_12h__1,-0.0394214519,0.5466445614000001,0.6256298539,0.269357874
biocide__2ppoh_12h__2,0.0518800907,0.5152025342000001,0.6327614567000001,0.2584385833
biocide__2ppoh_12h__3,-0.132100075,0.400732146,0.6377359451,0.1712076696
biocide__paa_12h__1,4.4648545386,0.1717214819,0.2619931942,0.1495589018
biocide__paa_12h__2,4.2000286526,0.0191047924,0.2474442312,0.0197274285
biocide__paa_12h__3,5.0621033596,0.3088587501,0.1590140583,0.1512518567
biocide__phe_12h__1,3.3035289604,0.2009671556,0.38594499200000004,0.139751667
biocide__phe_12h__2,2.4028153333,0.0443876464,0.2343658496,0.1263668118
biocide__phe_12h__3,3.318756607,0.2179832945,0.39014394490000004,0.2689040045
biocide__pvp-i_12h__1,3.2378445864,0.332161076,0.18811319880000002,-0.0798497468
biocide__pvp-i_12h__2,2.0187910825,-0.0487828519,0.2124506794,0.010531830300000001
biocide__pvp-i_12h__3,3.6117456358,0.22229229550000001,0.2109134925,-0.011919891
biocide__bleach_12h__1,2.2692440893,-0.13260173050000001,0.0761853915,-0.2277978492
biocide__bleach_12h__2,2.4524304136,0.0773141388,0.0919281359,0.0649392527
biocide__bleach_12h__3,3.3168120119,-0.0241015952,0.0834800963,0.0636521925
biocide__chx_12h__1,2.231423362,0.5893290409,0.5144330075,0.35554444900000004
biocide__chx_12h__2,1.9916439871,0.3070388345,0.3199411115,0.09092419560000001
biocide__chx_12h__3,2.1990490467,0.2197501316,0.3218606906,-0.0335046972
biocide__bzcl_30m__1,-2.3598817013,0.287546719,0.2981018311,0.3262342217
biocide__bzcl_30m__2,-2.1570573189,0.40118421330000004,0.1894557258,0.1312950018
biocide__bzcl_30m__3,-1.9067448702,0.388749069,0.24615529830000002,0.2400888495
biocide__phe_30m__1,-2.5585938284000003,0.20197490540000002,0.2373091123,0.0197825547
biocide__phe_30m__2,-1.8591566018,0.17172482890000001,0.3829640727,0.1044141108
biocide__phe_30m__3,-2.6596429602000002,0.2927978321,0.2842929629,0.1027609158
biocide__pvp-i_30m__1,-2.7585055917,0.2198247872,0.3008923362,-0.0397742835
biocide__pvp-i_30m__2,-1.0311883017,0.0283784921,0.1605794644,-0.0158966928
biocide__pvp-i_30m__3,-1.8498283328,0.1787224295,0.09660391060000001,0.2762972641
biocide__ctrl_12h__1,-1.5830422665000001,0.35757155150000003,0.5089992433,0.09757365250000001
biocide__ctrl_12h__2,-0.9670504541,0.32179454960000003,0.4420170532,0.1533285104
biocide__ctrl_12h__3,0.3221613902,0.2417419562,0.4537280715,0.021606768300000002
biocide__ctrl_30m__1,-0.0003624352,0.014165511200000001,0.11793971110000001,0.08898068640000001
biocide__ctrl_30m__2,0.3162586664,0.052952773200000004,-0.17206519210000001,-0.0683388957
biocide__ctrl_30m__3,-0.3158962312,-0.0671182844,0.054125481,-0.0206417907
clpP__wt__1,-0.09940328050000001,-0.0865634136,-0.0486247704,-0.0131791731
clpP__wt_DPTA__1,6.6270969950000005,1.4925420012,0.0863759311,0.8193363367000001
clpP__wt__2,-0.8988396533,0.0187624909,0.06502803530000001,-0.10605427690000001
clpP__wt_DPTA__2,7.5288582054,1.3185055078,-0.3930604082,0.7827974737000001
clpP__wt__3,0.9982429338000001,0.0678009227,-0.0164032649,0.11923345
clpP__wt_DPTA__3,6.2738221045,1.2534834047,-0.1930249903,0.7978917896000001
clpP__delclpP__1,1.6813374680000002,0.0170366385,-0.21200383960000002,-0.030079665800000002
clpP__delclpP_DPTA__1,5.0934419269,1.3079558571,-0.5035215756,0.4124535479
clpP__delclpP__2,-0.0874501339,-0.0336556815,-0.2831256741,-0.172205051
clpP__delclpP_DPTA__2,6.7014470932,1.0205551288,-0.40118780330000003,0.1719413155
clpP__delclpP__3,-0.3021689989,0.0949490676,-0.28666178810000004,-0.1212933904
clpP__delclpP_DPTA__3,6.298062359,1.441513244,-0.3067578717,0.3675894918
colombos2__delydcR__1,-0.2130740858,-0.1323695671,-0.30128122220000003,-0.1131686056
colombos2__delydcR__2,0.5129824078,-0.2324718932,-0.47141993120000003,0.1156372999
colombos2__delydcR__3,-0.2701928289,-0.10928785190000001,-0.3329440299,0.1408081122
colombos2__delyjiR__1,-1.6823916602,-0.32368347410000003,-0.0386088765,-0.3368869151
colombos2__delyjiR__2,0.0788799548,-0.11529488510000001,-0.037388450600000005,-0.040645616
colombos2__delyjiR__3,-1.0656980412000001,-0.22967213860000002,0.0415518493,0.308678438
colombos2__wt__1,-0.2515676995,0.2338020884,0.4150982022,-0.1624891013
colombos2__wt__2,-0.1955975435,-0.3037351931,-0.29530520400000004,0.11472722540000001
colombos2__wt__3,0.44716524300000005,0.0699331047,-0.1197929981,0.047761876
crp_k100__ar1_ar2__1,0.3957114296,1.1604539591,-0.3056682926,0.7707916578
crp_k100__ar1_ar2__2,2.2384038667,0.4299474667,-0.8601750464,0.5744002344
crp_k100__ar1_ar2__3,3.130730079,0.3209733046,-0.1221941395,0.7202104132
crp_k100__wt__1,-1.3991832882000002,0.3724001926,-0.1301458119,-0.1717941581
crp_k100__wt__2,0.8382032171,-0.1817715842,0.056128073800000004,-0.013683776000000002
crp_k100__wt__3,0.5609800711,-0.1906286084,0.07401773810000001,0.18547793410000002
crp_k100__K100Q__1,2.0617039673,-0.37520259570000003,-0.8608175296,-0.15920572530000002
crp_k100__K100Q__2,0.9181689669,0.0849805542,-0.3904483173,-0.2426002203
crp_k100__K100R__1,-4.0010927421,0.2663450693,0.23874563000000001,-0.2977834225
crp_k100__K100R__2,-3.3600379657,-0.4927120686,-0.7989603254000001,-0.1620444017
crp_k100__K100R__3,-1.0244649543,-0.0509766252,0.1526927294,-0.0879281305
csrA__wt_t00__1,0.0064118317000000005,-0.0513239485,-0.1408672877,0.2947018404
csrA__wt_t02_30__1,0.9134824934,-2.3506769454,-1.1689133452,-2.2259402566
csrA__wt_t05__1,0.1439305662,-5.1327364186,-2.9631861775,-4.0870834582
csrA__wt_t10__1,1.2080024674,-5.1188929344,-3.5297433569,-4.0178820409
csrA__wt_t15__1,0.47221293900000005,-4.3981483095,-2.5668577838,-3.1548597006
csrA__delcsrA_t00__1,-0.10160179350000001,-0.1353633723,0.0678783641,0.6860684059000001
csrA__delcsrA_t02_30__1,0.40634547790000003,-3.5406721412,-1.8762897558,-2.0868461459
csrA__delcsrA_t05__1,-0.9857903579,-5.2387007732,-3.7489709361,-3.8770384556
csrA__delcsrA_t10__1,0.9398573515,-4.5451895689,-3.3741618451,-4.0618278722
csrA__delcsrA_t15__1,1.9843801075,-4.1218901623,-2.7276941132,-3.0998055131
csrA__wt_t00__2,-0.0064118317000000005,0.0513239485,0.1408672877,-0.2947018404
csrA__wt_t02_30__2,0.2010874098,-2.7297899689,-1.3181453672,-1.9465663178
csrA__wt_t05__2,0.1036194859,-5.6583522764000005,-3.2146543061,-4.111981838
csrA__wt_t10__2,0.2540169169,-5.0748165103,-3.4136311076,-3.7568931452000003
csrA__wt_t15__2,0.130222744,-3.9025083213,-2.6486914409,-2.9840681647
csrA__delcsrA_t00__2,-0.47140777,-0.0606556909,0.0521193676,0.5010560884
csrA__delcsrA_t02_30__2,-0.324389855,-3.6474522219,-2.2745786592,-2.7843105391
csrA__delcsrA_t05__2,-0.5717696804,-5.2328087462,-3.4177434893,-4.0383341246
csrA__delcsrA_t10__2,-0.7841459793000001,-4.6032559245,-3.2793318816,-3.278481602
csrA__delcsrA_t15__2,-2.1865511001,-3.272672501,-2.2444235523,-2.4242865819
cstr_pfr__str_0005m__1,1.2338919651,0.2888071605,0.1468104123,0.0003591743
cstr_pfr__str_0010m__1,0.25131793080000003,0.1720216361,0.030636091100000002,-0.0952887864
cstr_pfr__str_0025m__1,0.39245434370000004,0.2293302324,0.2165533086,0.07000311050000001
cstr_pfr__str_0045m__1,0.481532634,0.21523521,0.1687751177,0.1234105379
cstr_pfr__str_0075m__1,-0.0766167913,0.11560876120000001,0.1222283651,0.0996935456
cstr_pfr__str_0120m__1,0.17403048200000001,0.1209232236,-0.0269889912,0.038059775500000004
cstr_pfr__str_0210m__1,0.271859544,0.19522726210000002,0.17495970360000002,0.1330514139
cstr_pfr__str_0330m__1,-0.39809724560000004,0.1179972345,0.0993374357,0.19105852040000001
cstr_pfr__str_1500m__1,-0.6023741982,0.1502372341,0.1582959447,0.1305550475
cstr_pfr__str_1560m__1,0.16053558610000002,0.14022645620000002,0.1678443773,0.1205545366
cstr_pfr__str_1680m__1,0.0207100503,0.11782350750000001,0.0527811919,0.0294759007
cstr_pfr__str_ref1__1,-0.1424923517,-0.014069373100000001,0.018146145500000002,0.0526074237
cstr_pfr__str_ref2__1,0.992955361,-0.0315630531,0.00389881,-0.0419785869
cstr_pfr__str_ref3__1,0.2350077161,-0.0141549879,0.021110902100000002,-0.0137304599
cstr_pfr__pfr_P5_0005m__1,1.0597750278,-0.1106713146,-0.0329334666,-0.07912799150000001
cstr_pfr__pfr_P5_0010m__1,0.869225235,-0.2344536919,-0.2486604023,-0.3061680526
cstr_pfr__pfr_P5_0025m__1,1.2914491955,-0.0826404376,-0.11457500350000001,-0.219827876
cstr_pfr__pfr_P3_0025m__1,0.4157745807,-0.0256008087,-0.0458174613,-0.1952337698
cstr_pfr__pfr_P1_0025m__1,0.2216683146,0.0782023473,0.09232908270000001,-0.0358245925
cstr_pfr__pfr_P5_0045m__1,0.9437182955000001,-0.061452792000000006,-0.17086565550000002,-0.2570792447
cstr_pfr__pfr_P5_0120m__1,0.8261503335,-0.1692250595,-0.1208336022,-0.2726426236
cstr_pfr__pfr_P3_0120m__1,1.0042551249,-0.041461468200000004,0.06861392670000001,-0.2389646018
cstr_pfr__pfr_P1_0120m__1,3.6062620727,-0.1137485844,-0.0178754799,-0.18996534650000002
cstr_pfr__pfr_P5_0210m__1,0.23811262,-0.0317671671,-0.019448353,-0.2877166611
cstr_pfr__pfr_P5_1500m__1,1.0554452316,0.1322023543,0.24549681710000001,-0.5222758318
cstr_pfr__pfr_P3_1680m__1,1.155256233,0.1073992975,0.36888590790000003,-0.2210881515
cstr_pfr__pfr_P5_1680m__1,1.3810897832,0.1209936897,0.13851083520000002,-0.4736646581
cstr_pfr__pfr_P1_1680m__1,0.4036009719,0.0865760295,0.2624664266,-0.020904408200000002
cstr_pfr__str_0005m__2,1.2402857292,0.0869610324,0.079099133,-0.1095289423
cstr_pfr__str_0010m__2,0.6688607626,0.14327588460000001,0.023143631,-0.1186680256
cstr_pfr__str_0025m__2,0.3852441126,0.2261574416,0.164960736,-0.011679687000000001
cstr_pfr__str_0045m__2,0.1496904078,0.20080978970000002,0.116726939,0.0115984846
cstr_pfr__str_0075m__2,-0.0263211027,0.16720264440000002,0.1187253585,0.0146001724
cstr_pfr__str_0120m__2,-0.0290980926,0.105850789,0.137283824,-0.0053977611000000005
cstr_pfr__str_0210m__2,-0.21792500580000002,0.09419939840000001,0.159658195,0.041406933800000004
cstr_pfr__str_0330m__2,0.7618631179,0.1618353592,0.1877111361,0.056314696600000005
cstr_pfr__str_1500m__2,0.21019255180000002,0.16753480240000002,0.41677936600000004,0.1311332851
cstr_pfr__str_1560m__2,0.4272166181,0.2065221516,0.22187878290000002,0.15534539120000002
cstr_pfr__str_1680m__2,-0.2418294216,0.16651981030000002,0.16941765820000002,0.1211828952
cstr_pfr__str_ref1__2,0.1424923517,0.014069373100000001,-0.018146145500000002,-0.0526074237
cstr_pfr__str_ref2__2,-0.19539668640000002,0.0089584777,0.0256086016,0.055969354900000004
cstr_pfr__str_ref3__2,-0.0784729106,-0.0235427967,0.0545085134,0.0054150233
cstr_pfr__pfr_P5_0005m__2,0.3504261365,-0.2587817019,-0.2637159273,-0.4940065893
cstr_pfr__pfr_P5_0010m__2,1.2868127515,-0.24644766410000002,-0.3128043541,-0.18734016050000002
cstr_pfr__pfr_P5_0025m__2,1.1493241109,-0.09211287180000001,-0.0960139128,-0.267485739
cstr_pfr__pfr_P3_0025m__2,0.5617450890000001,0.017315400800000002,-0.030184756700000002,-0.29260946660000003
cstr_pfr__pfr_P1_0025m__2,-0.10671574780000001,0.10647242130000001,-0.0086357016,-0.0413991172
cstr_pfr__pfr_P5_0045m__2,0.6248882552,-0.0916118039,-0.0662582299,-0.2060614435
cstr_pfr__pfr_P5_0120m__2,1.1660922514,-0.0331110313,-0.077451278,-0.3699416287
cstr_pfr__pfr_P3_0120m__2,0.5980214207,-0.0461462572,-0.0488578203,-0.220752572
cstr_pfr__pfr_P1_0120m__2,1.1388670519,0.1472780603,0.0932557873,-0.07758589610000001
cstr_pfr__pfr_P5_0210m__2,0.2835399914,-0.0815733439,0.3717047229,-0.21403517030000002
cstr_pfr__pfr_P5_1500m__2,1.0822216061,0.1628644928,0.09190021520000001,-0.4315232613
cstr_pfr__pfr_P3_1680m__2,1.5889629759,0.0778987927,0.000697295,-0.4574301944
cstr_pfr__pfr_P5_1680m__2,0.6455792308,0.0352389719,0.17676420680000002,-0.301995687
cstr_pfr__pfr_P1_1680m__2,0.0119859374,0.0666002566,0.1282323599,0.0801877585
darobactin__daro_30m__1,2.5191842575,-0.21927705500000003,0.07258940650000001,0.2089259399
darobactin__daro_30m__2,2.1095266226,0.0068389657000000005,0.4103080046,0.0155402976
darobactin__solv_1h__1,3.0939842267,-0.39919583750000004,-0.17874328250000002,0.5500391021000001
darobactin__solv_1h__2,4.28016934,-0.15292812990000001,-0.1385735763,0.4564919676
darobactin__daro_1h__1,4.4127103895,-0.5413516662,-0.1226744044,0.3388604478
darobactin__solv_1h__3,5.2081961634,-0.5255719177,-0.6662322459000001,0.5104920953000001
darobactin__daro_1h__2,4.4265424953,-0.4380107324,-0.0046208559,0.5811266392000001
darobactin__daro_1h__3,4.049680054,-0.6924116879000001,-0.0251060456,0.4894638136
darobactin__daro_30m__3,2.4991656141,-0.023623925,0.1893534413,0.0385000571
darobactin__solv_30m__1,0.43433831030000003,-0.2769247087,0.2590510636,0.0442479848
darobactin__solv_15m__1,-0.3327716103,0.022569228400000002,0.0789821896,-0.0279323193
darobactin__solv_15m__2,-0.4356422775,-0.0149231714,-0.0016186808,0.047065069200000004
darobactin__daro_15m__1,2.4616601904,-0.059067987700000005,0.1755329642,-0.0847726026
darobactin__solv_15m__3,0.7684138878,-0.007646057,-0.0773635087,-0.01913275
darobactin__daro_15m__2,2.0287357919,-0.3998425611,-0.10648117600000001,-0.1863952842
darobactin__daro_15m__3,2.6070260029,-0.2961707172,0.5172701398,0.301351025
darobactin__solv_30m__2,0.2936849132,-0.0197029371,0.0536596393,-0.22876952620000002
darobactin__solv_30m__3,-0.9399140397,-0.2057315476,-0.0324711059,-0.0051859986
ddp__pNT3_aroP__1,-1.6017251238,0.0648785776,0.26010932810000004,-0.4614677814
ddp__pNT3_aroP__2,-1.8899954383000002,0.1318960147,0.4181962946,-0.5186593139
ddp__pNT3_bamC__1,-0.45995794640000004,-0.18930506100000002,-0.48680264710000004,-0.1136841236
ddp__pNT3_bamC__2,0.8685500460000001,0.048734282000000004,-0.6152974599000001,0.0604217207
ddp__pNT3_cusA__1,-1.5904519357,-0.1222527779,-0.34778200340000004,-0.1261796532
ddp__pNT3_cusA__2,0.0276955436,0.2651479138,-0.6004339821,-0.12387354510000001
ddp__pNT3_hemX__1,0.2613517583,-0.18178306500000002,0.1724568417,-0.8163070443
ddp__pNT3_hemX__2,-0.23585669520000002,-0.0481881923,0.07557156150000001,-0.6693875066
ddp__pNT3_empty__1,-0.1729337993,0.0035004484000000003,0.011735173100000001,-0.2622983228
ddp__pNT3_empty__2,0.1729337993,-0.0035004484000000003,-0.011735173100000001,0.2622983228
ddp__pNT3_topA__1,-1.9642501549,0.2884841145,0.1315853546,0.1283490302
ddp__pNT3_topA__2,-1.8830339878000002,0.6061379563,0.1547747162,0.2496380433
ddp__pNT3_yicR__1,-0.09677703400000001,-0.6059054221,0.0580574898,-0.46092185630000004
ddp__pNT3_yicR__2,-0.5295357994000001,-0.4301566023,0.051789814100000005,-0.3052513302
ddp__pNT3_yqjD__1,0.4141023762,-0.2255559323,0.25839990900000004,-0.6401767972
ddp__pNT3_yqjD__2,0.6480325261000001,-0.1661942998,0.1349579705,-0.4537552172
ecomics__del_gabT__1,-0.1595820587,0.0654297724,0.0393142537,-0.049298515700000003
ecomics__del_gabT__2,0.1595820587,-0.0654297724,-0.0393142537,0.049298515700000003
ecomics__del_putP__1,0.3977734687,0.0394489063,0.0915854056,-0.1706204631
ecomics__del_putP__2,0.7837844070000001,0.2651847274,-0.008811188000000001,-0.346828796
ecomics__del_entF__1,-3.0906812075,-0.1274267449,0.1343913328,-0.3454946593
ecomics__del_entF__2,-0.8281589011,-0.0156335277,0.4597863586,-0.2320734485
ecomics__del_entF__3,-0.2108031212,-0.0681908374,0.40568499350000004,-0.3374426695
ecomics__del_cysA__1,-0.9390505453,-0.3039509496,0.2817989522,-0.1077910311
ecomics__del_cysA__2,-3.2630157771,-0.18626809560000002,0.0914551214,-0.21810029920000001
