,A,Fnr,Fur,NagC
elyC__wt_21C__2,-1.2051983249,0.0184901467,0.2376566812,-0.4802449145
elyC__wt_21C__3,-1.7460051489000001,0.0880267361,0.1667943564,-0.4758891792
elyC__wt_37C__1,0.2169071766,0.0063945471,-0.0644728675,-0.0806946466
elyC__wt_37C__2,0.0965417112,-0.0357761938,0.032936301,0.0962485102
elyC__wt_37C__3,-0.3134488877,0.0293816467,0.0315365666,-0.0155538636
elyC__delelyC_21C__1,-1.6008656452,0.0098731567,0.1668143819,-0.4799490939
elyC__delelyC_21C__2,-1.0765818431,-0.1897870955,0.1181870208,-0.46032880340000004
elyC__delelyC_21C__3,-1.0634472293,-0.0409235603,0.119857581,-0.5684496784
elyC__delelyC_37C__1,0.460238005,-0.0254851513,-0.0026810853000000003,-0.0455243875
elyC__delelyC_37C__2,0.18292614370000002,0.0355440585,-0.002438743,-0.0290182275
elyC__delelyC_37C__3,0.5909385553000001,0.0057575253,-0.0086765052,-0.0873604766
evo_acid_w__F9_2__1,3.6697637909000003,-7.3552758056,0.5403496389,-0.0336627051
evo_acid_w__F11_1__1,-2.8601408034,0.7139563072,0.5186811073,0.7245908224000001
evo_acid_w__F11_1__2,-3.6708015392,0.9185294265,0.7201567743,0.8464630962
evo_acid_w__F11_1__3,-3.0034851633,0.7798311562,0.6408318881,0.8577575938
evo_acid_w__wt__1,-2.1241226238,0.0845328856,0.47459131990000003,0.37329672620000004
evo_acid_w__F11_2__1,0.1741219322,0.196271321,0.25822078190000003,0.1190346654
evo_acid_w__B11_2__1,-1.9553800918,-0.21254939720000002,0.6176420572,0.9414496318000001
evo_acid_w__F11_2__2,1.1213541314,0.45666608210000004,0.3675384074,0.4464384095
evo_acid_w__wt__2,-1.7233095073,0.0023046192,-0.0214305121,0.3230751162
evo_acid_w__B11_1__1,-2.0518096022,0.030882746500000002,0.5623234531,0.3898253964
evo_acid_w__H9_1__1,-1.6585868067,0.9365946801,0.9679511212,-1.1060796115
evo_acid_w__H9_2__1,-0.0102150881,0.39447972600000003,0.3938777195,0.020361174000000003
evo_acid_w__B11_2__2,-1.8024527902,-0.2747681118,0.4481141065,1.0027269489
evo_acid_w__wt__3,-1.431737945,0.1197434681,0.1153031922,0.2644876727
evo_acid_w__H9_2__2,-0.14089402680000002,0.4314267907,0.4525539635,0.0005867416
evo_acid_w__B11_2__3,-2.3402794885000002,-0.2345901954,0.5540256392,1.0182667553
evo_acid_w__F11_2__3,0.6892389034,0.456708999,0.5076285818,0.5020649165000001
evo_acid_w__F9_2__2,3.9767988079,-7.8525940196,0.4800509871,0.056946643000000005
evo_acid_w__wt__4,1.8119768168000001,0.2973060844,0.1843789778,-0.1031379447
evo_acid_w__wt__5,1.5486224022,0.3124097697,0.1278718037,0.000119796
evo_acid_w__wt__6,-0.1314249324,-0.1751172912,-0.3530012879,-0.10318436560000001
evo_acid_w__H9_1__2,-2.1335442172,0.9036193136,0.9166136458,-0.8267715971
evo_acid_w__F9_1__1,-1.1921158305,-7.5369515417,0.410631464,0.5936995358
evo_acid_w__F9_1__2,-1.9309543547999999,-7.0361766568,0.41348417270000004,0.5090129706000001
evo_acid_w__B11_1__2,-1.8561583548,-0.0131986588,0.28405116280000003,0.1419032175
evo_acid_w__H9_2__3,-0.5362418886,0.1964461357,0.3691065887,0.1013846568
evo_acid_w__wt__7,0.939702451,0.1707039968,0.290989885,-0.1065901404
evo_acid_w__F9_1__3,-1.7841334078000002,-7.7499151628,0.4310912055,0.5272168730000001
evo_acid_w__F9_2__3,3.3077633297,-7.0926670476,0.4021933099,-0.0060809588
evo_acid_w__wt__8,0.022043771400000002,-0.22741367480000002,-0.3827079396,-0.166680399
evo_acid_w__B11_1__3,-1.8476474732,-0.0619256138,0.3152315525,0.34611100780000004
evo_acid_w__wt__9,1.0882495671,-0.5844698577,-0.43599543900000004,-0.4813864613
evo_bz__c3_1_bz__1,-1.231852998,1.2617788521,0.4694388149,-0.2436687022
evo_bz__c3_1_bz__2,1.3049192514,0.013602002200000001,-0.0941499191,-0.7868668856000001
evo_bz__c3_1_bz__3,1.0834805207,-0.011886655900000001,-0.26304170590000003,-0.602122102
evo_bz__c3_1_bz__4,0.9288057776,0.0928465604,-0.18363961650000002,-0.5575778383000001
evo_bz__g5_1_bz__1,-0.9431178294,1.4522089644,0.7096232135,-0.26592276740000004
evo_bz__g5_1_bz__2,1.0422543967,1.4799556311,0.5552329476,-0.1837115699
evo_bz__g5_1_bz__3,-0.726249055,1.2878835212,0.5439586384,-0.4470846914
evo_bz__g5_1_bz__4,1.1224917226,0.5038059594000001,-0.07298422930000001,-0.7020956768000001
evo_bz__g5_1_bz__5,1.117085574,0.360903352,-0.179781336,-0.6989865362000001
evo_bz__g5_1_bz__6,1.4551649024,0.5015165093,-0.180740966,-0.5895255349
evo_bz__w3110d13__1,-0.2074317569,-0.2848580515,-0.050569065,0.3640106078
evo_bz__w3110d13__2,0.1985617651,-0.061697307900000005,0.1397230596,0.4962312655
evo_bz__w3110d13__3,0.1794316152,0.1678169173,0.1608827655,-0.2776493474
evo_bz__w3110d13__4,-0.2601611713,-0.3500729039,-0.1064310143,0.3259976814
evo_bz__w3110d13__5,-0.0552519143,0.2581440398,-0.0402689696,-0.5239656915
evo_bz__w3110d13__6,0.1448514623,0.2706673062,-0.10333677620000001,-0.3846245158
evo_bz__w3110d13_bz__1,0.4600422859,0.4075951256,0.31447323450000003,0.21895280220000002
evo_bz__w3110d13_bz__2,0.6097663442,0.4723477928,0.3780366961,0.4167498631
evo_bz__w3110d13_bz__3,2.6189087699,0.0966315491,-0.6390700282,-0.7915088875
evo_bz__w3110d13_bz__4,0.6021609442,0.4559032226,0.35302206350000004,0.2617127016
evo_bz__c3_1_bz__5,-1.2460072615,1.3849591353,0.33391987570000004,-0.3252885385
evo_bz__c3_1_bz__6,-0.9756420831,1.4019401177,0.46354302020000004,-0.4018571486
evo_bz__g5_2_bz__1,0.3697826642,0.032233089300000003,-0.2983361497,-0.9498330166000001
evo_bz__g5_2_bz__2,0.1614304189,-0.0453090219,-0.45809034120000003,-0.9517561611
evo_bz__g5_2_bz__3,0.11434955000000001,0.0014162464,-0.6086281939,-1.0081526366
evo_bz__g5_2_bz__4,-0.4571821359,0.2852736966,0.0809931681,-0.26518420930000003
evo_bz__g5_2_bz__5,-0.4788496599,0.2818975743,0.195475054,-0.254743176
evo_bz__g5_2_bz__6,-0.3350518414,0.9043918405,0.324221285,-0.1206743358
evo_bz__w3110d13_bz__5,2.177173813,0.2892210988,-0.5392665046,-0.7654653810000001
evo_bz__w3110d13_bz__6,2.2759156158,0.2841031,-0.5472059457,-0.8209885163
evo_bz__a1_1_bz__1,0.38024016190000004,-0.4692650607,0.1186170037,-0.0918633216
evo_bz__a1_1_bz__2,-0.1857325148,0.359532976,0.5381271416,0.1507380543
evo_bz__a1_1_bz__3,0.301264013,1.0300605526,-0.22477094990000002,-0.9245518928
evo_bz__a1_1_bz__4,0.5416171200000001,0.06453909170000001,0.4763750539,0.2734011125
evo_bz__a1_1_bz__5,0.11630919990000001,1.0883072748,0.1416854967,-1.0140304528
evo_bz__a1_1_bz__6,0.1584423912,0.9656259972000001,-0.3013027219,-0.9084577521
evo_metab__wt__1,-1.3876764853,0.1288576417,-0.0808053912,0.0980757847
evo_metab__del_zwf__1,1.3317506431,-0.0383819357,-0.030471969,0.0814096903
evo_metab__zwf_ale1__1,-0.8824367717,0.1318576497,0.3936756668,-0.0015999659000000002
evo_metab__zwf_ale2__1,1.0344184308,0.019056687000000003,0.0785678147,-0.6214535053
evo_metab__del_ppk__1,1.1707451031,-0.0419896674,-0.14993682860000002,-0.4343137039
evo_metab__ppk_ale1__1,-1.1732567987,0.23862317660000001,-0.0417552753,-0.3463695222
evo_metab__ppk_ale2__1,0.6655885523,0.1611058857,-0.0817228009,-0.45085112390000004
evo_metab__ppk_ale3__1,0.8703184202,0.4581252995,0.164586916,-1.2504094099
evo_metab__del_dapF__1,-2.7835720278,0.3172238424,-0.3233142576,-0.1888778399
evo_metab__dapF_ale1__1,-2.7121970575,0.1383090976,-0.1445297842,-0.5313163351
evo_metab__dapF_ale3__1,-2.9129117826,-0.3716839181,0.3858319247,-0.1600429693
evo_metab__del_entC__1,-2.7075670491,-0.2415756215,-0.2261538763,-0.0191638987
evo_metab__entC_ale1__1,-2.5391719253,-0.15906388330000001,-0.100454388,-0.2234364516
evo_metab__entC_ale2__1,0.2882067164,0.007812727200000001,0.0273524957,-0.3145067384
evo_metab__del_dgk__1,1.8464942585,-0.12566082550000002,-0.4649925136,-0.1917854034
evo_metab__dgk_ale1__1,1.5089541122,0.0504878854,0.2776962183,-0.1698142604
evo_metab__dgk_ale2__1,3.2706709671,0.5392612067,0.5366751984,-0.016866141600000002
evo_metab__dgk_ale3__1,-0.45805811830000004,-0.1771450645,-0.3363553795,-0.17622947860000002
evo_metab__wt__2,-0.6394638306,-0.0641102801,-0.048444904000000004,-0.2599185201
evo_metab__del_zwf__2,-0.9790135346000001,0.4335230942,0.1825570551,0.3484342091
evo_metab__zwf_ale1__2,1.1030866249,-0.1511554798,0.4108268839,-1.2360531968
evo_metab__zwf_ale2__2,1.7410790666,-0.0774772219,0.1301080586,-0.7644505840000001
evo_metab__del_ppk__2,0.3392304775,-0.1502114202,0.1097098237,-0.33679136130000004
evo_metab__ppk_ale1__2,0.8641050487,0.1315080696,0.28369724150000003,-0.3362358344
evo_metab__ppk_ale2__2,1.3769693634,-0.0719380109,0.4059858525,0.2396673951
evo_metab__ppk_ale3__2,-1.3545119373,0.12563758,0.2548741107,-0.4816370246
evo_metab__del_dapF__2,-3.172862417,0.9592729955,0.6250953256,0.1065953558
evo_metab__dapF_ale1__2,-3.4795465418,0.8334966567000001,1.0805477316,-0.9855779253
evo_metab__dapF_ale3__2,-3.4930000225,1.0963381317,0.9983321263,0.0611519644
evo_metab__del_entC__2,-1.3662744843999999,-0.09922067500000001,0.0249776546,-0.2001060455
evo_metab__entC_ale1__2,0.19635702,-0.1683037611,-0.6137496839000001,-0.2241348119
evo_metab__entC_ale2__2,2.160377776,0.12045115120000001,0.29850811380000003,-0.3855496202
evo_metab__entC_ale3__1,1.0955866755,-0.10618114270000001,0.323222503,-0.3035566092
evo_metab__del_dgk__2,2.0236360255,-0.4606796238,-0.32890767660000003,-0.12016577660000001
evo_metab__dgk_ale1__2,1.993438666,-0.2463820843,0.14747623070000002,-0.6637304453
evo_metab__dgk_ale2__2,2.8107537383,0.3616560525,0.1773238103,-0.2130404601
evo_metab__dgk_ale3__2,3.4063717057,-1.0284903831,-0.37552548290000004,-0.1591644766
evo_metab__wt__3,2.0271403159,-0.0647473615,0.1292502951,0.1618427355
evo_metab__del_zwf__3,-1.5013550476000002,-0.0761053958,-0.0270492016,-0.4057033719
evo_metab__zwf_ale1__3,0.3027708438,-0.09697300660000001,0.3978166642,-0.9853064532
evo_metab__zwf_ale2__3,1.7617541858,-0.2615945059,0.3733949405,-0.49336177330000003
evo_metab__del_ppk__3,2.7782570213,-0.162388314,0.2780555948,0.13620841820000001
evo_metab__ppk_ale1__3,2.3529482371,0.06995235600000001,0.5366768649,0.1241172425
evo_metab__ppk_ale2__3,-0.23752985040000002,0.16927389210000002,0.192302089,0.2300621729
evo_metab__ppk_ale3__3,1.556098273,-0.21989089520000002,0.15740059580000001,-0.1118865831
evo_metab__del_dapF__3,-4.4480282078,0.8976741623000001,0.5556626443,0.1812656746
evo_metab__dapF_ale1__3,-3.7179321574,0.7015805322,0.6782472587,-0.8444283674
evo_metab__dapF_ale3__3,-4.6558285741,0.8552512050000001,0.7247875401,0.22777365260000002
evo_metab__del_entC__3,-1.9940564465000001,-0.3455777802,-0.4999240291,-0.2928597119
evo_metab__entC_ale1__3,1.0286536315,-0.3496650475,-0.3746433631,0.0355684999
evo_metab__entC_ale2__3,1.6372901009,-0.3209950742,0.0508982274,-0.0833048219
evo_metab__entC_ale3__2,-2.4115648946,0.10337487640000001,0.0565852462,-0.08179098800000001
evo_metab__del_dgk__3,1.359930018,-0.1810282464,0.15614727420000002,0.1274008958
evo_metab__dgk_ale1__3,1.1710300135,-0.1042635281,0.37332794750000003,-0.0034344432
evo_metab__dgk_ale2__3,2.2604517225,0.17177478340000002,0.5844151276,-0.0987272044
evo_metab__dgk_ale3__3,1.5245324391000001,-0.3989806461,-0.1303245034,-0.10835424540000001
flag_reg__wt__1,-0.0799567908,0.0,-0.0460442795,0.0019316718
flag_reg__del_fliA__1,-0.40845697010000004,0.1430180401,0.20107097070000002,-0.2204117083
flag_reg__del_flhC__1,-1.5453095017,0.0,-0.0029571292000000002,-0.3319588342
flag_reg__del_flhD__1,-0.4617500701,0.0,-0.0501478224,-0.3681693002
flag_reg__wt__2,0.0799567908,0.0,0.0460442795,-0.0019316718
flag_reg__del_fliA__2,-0.5543696344,0.1810243454,-0.1391004119,-0.1999607318
flag_reg__del_flhC__2,-0.0408363741,0.0,-0.0207873536,-0.0550223669
flag_reg__del_flhD__2,-0.6347686918000001,0.3016847958,0.1119405796,-0.40850109570000004
flgM__27C__1,-0.0119247096,-0.5190136381,-0.32986265340000004,-0.5868424478
flgM__27C__2,-0.7570708387,-0.3222420219,-0.20650807270000002,-0.5888564734
flgM__27C__3,-0.5429024439,-0.4530709885,-0.2900434693,-0.5984570312
flgM__32C__1,-0.1619027713,-0.2782649171,-0.3300916799,-0.0943728053
flgM__32C__2,-0.2929084248,-0.2806686959,-0.1550689274,-0.2078609664
flgM__32C__3,0.3279845629,-0.4037237883,-0.1446488622,-0.2187781207
flgM__37C__1,-0.2664079323,-0.0037651177,-0.008448329400000001,0.0183510768
flgM__37C__2,-0.1799213677,-0.0090358951,0.002697222,-0.025649073
flgM__37C__3,0.4463293,0.0128010128,0.0057511075,0.0072979962
flgM__42C__1,0.35506178320000004,-0.093188196,0.0413811111,0.0977330688
flgM__42C__2,0.48463380980000004,-0.0238553789,0.1478136572,0.19774868550000002
flgM__42C__3,-0.3834416554,-0.0313487078,0.2007585932,0.6018420532000001
histone__untreated__1,0.1907720324,0.0095465275,-0.0074764875,0.0427216042
histone__untreated__2,-1.2317512721,0.0232059397,-0.0293525631,-0.0144486613
histone__untreated__3,1.0409792398,-0.032752467300000004,0.0368290506,-0.028272943000000002
histone__10ug_H2A__1,0.6108088889000001,-0.15256787230000002,0.0428716045,-0.045094341100000004
histone__10ug_H2A__2,-0.1616609902,-0.12441594560000001,-0.032592327500000004,-0.1114149589
histone__10ug_H2A__3,0.9016801341,-0.10435943240000001,0.0171011061,-0.1807437909
histone__50ug_H2A__1,1.6879633647999999,-0.4254753164,0.1048113514,-0.12242286270000001
histone__50ug_H2A__2,1.6115191384,-0.3196076483,0.20364000340000002,-0.016961775000000002
histone__50ug_H2A__3,1.0699807123,-0.3156598178,0.1358521438,-0.1009383214
histone__100ug_H2A__1,1.7176544163,-0.5449668212000001,0.1185759022,0.0646444453
histone__100ug_H2A__2,1.8524819524,-0.523218044,0.1782069187,0.019353030900000002
histone__100ug_H2A__3,1.3719766127,-0.5631612565,0.044950157500000004,0.0664362461
hns__del_hns_spike__1,1.6918261981,-1.8529613086,0.1404052184,0.169167011
hns__del_hns_spike__2,2.9541083053,4.4171410107,0.1140555328,0.24241215970000002
hns__del_hns__1,1.7689435047000002,-1.9114182228,0.27572792020000003,0.113422988
hns__del_hns__2,2.145400748,4.1511978614,0.0639204496,0.1958123668
hns__wt_spike__1,-0.24949238480000002,-1.9114182228,0.2406369358,0.2713006828
hns__wt_spike__2,-0.6516604792,1.5058805974,-0.1730402861,0.3646643996
hns__wt__1,0.2996524331,-1.8065297164,0.1353291332,0.2073031504
hns__wt__2,-0.2996524331,1.8065297164,-0.1353291332,-0.2073031504
hns_stpA__evo100G4_delhns_delstpA__1,1.3806813381,-1.6696986845000001,-2.3676523257,-1.1712554808
hns_stpA__evo100G4_delhns_delstpA__2,0.4647742984,-1.4652493593,-2.6985097557,-1.2618430099
hns_stpA__evo100G12_delhns_delstpA__1,0.3611532924,-0.35889479760000004,-1.4264505544000001,-0.656283473
hns_stpA__evo100G12_delhns_delstpA__2,0.47719308860000004,-0.8014556473000001,-1.218604638,-0.9949048507
hns_stpA__delhns_delstpA_delrpoS__1,-0.3270109735,-0.8388314320000001,-2.1688563838,-0.8103561024
hns_stpA__delhns_delstpA_delrpoS__2,-1.574991286,-0.4152274681,-2.1413370437,-0.8851718249
hns_stpA__wt__1,0.1492918108,0.1043733763,-0.0582970358,0.37158050800000003
hns_stpA__wt__2,-0.1492918108,-0.1043733763,0.0582970358,-0.37158050800000003
hns_stpA__delhns_delstpA__1,-0.8078607844,-1.5472205910999999,-1.6736561473,-1.7637572004000002
hns_stpA__delhns_delstpA__2,-0.4612846626,-1.5531352302,-1.7555930605,-1.2987293378
hu__wt_log_pH7__1,-4.9130464648,-0.19100837710000002,-0.9115378236,-1.2055543137
hu__wt_log_pH7__2,-4.2353007657,0.7087330881,-0.2580436855,-0.6861041676
hu__wt_log_pH7__3,-4.4868934313,0.34349852080000004,-1.02250917,-0.5371722665
hu__wt_lag_pH7__1,-0.5253496999,0.1536742525,-0.24403307000000002,0.060869861100000006
hu__wt_lag_pH7__2,-1.0345152928,-0.0322767413,0.0798409894,-0.5398805007
hu__wt_lag_pH7__3,1.5598649927000001,-0.1213975112,0.1641920806,0.4790106396
hu__delhupA_lag_pH7__1,0.1936784322,0.21202446060000002,-0.3689808449,0.27025744630000004
hu__delhupA_lag_pH7__2,-2.9513609644,0.5987173526,0.2344585089,-0.6821291415
hu__delhupA_lag_pH7__3,1.8123312064000001,-0.1807484194,0.10097655280000001,0.5443475296
hu__delhupB_lag_pH7__1,-0.6620866769,0.1036303247,-0.1534541807,-0.2665512612
hu__delhupB_lag_pH7__2,-1.6892400602,0.0875729346,-0.0532551646,-0.3532859568
hu__delhupB_lag_pH7__3,1.8565676265,-0.3900321698,0.0691677905,0.3950778069
hu__delhupAhupB_lag_pH7__1,-2.7289733928,-0.5681724135,-0.31744868670000004,0.031543736600000004
hu__delhupAhupB_lag_pH7__2,-2.8540324988,0.019754427,-0.2394480867,-0.5218464884
hu__delhupAhupB_lag_pH7__3,-2.7702826964,0.27332833030000003,0.10754280540000001,0.3641231488
hu__hupAE34K_hupB_lag_pH7__1,-0.5030670772,-0.0690832475,-0.2810842715,-0.0030731565000000002
hu__hupAE34K_hupB_lag_pH7__2,-2.3775239072,0.6704954660000001,-0.0082761073,-0.3351142117
hu__hupAE34K_hupB_lag_pH7__3,1.6528714847,-0.2908193112,-0.07918558590000001,0.5068465347000001
hu__hupAE34K_delhupB_lag_pH7__1,-0.3075140276,-0.2406689964,-0.33155715750000003,0.32561566880000004
hu__hupAE34K_delhupB_lag_pH7__2,-1.313696523,0.14526903260000001,-0.12485215720000001,-0.18839357710000001
hu__hupAE34K_delhupB_lag_pH7__3,2.1802623249,-0.21581755660000002,-0.0223585547,0.45599398820000003
hu__wt_lag_pH5__1,2.3190265698,0.5535835338,0.7245276277,-0.4844326231
hu__wt_lag_pH5__2,-2.0849589615,1.2081234349,0.8410420091,0.0769374714
hu__wt_lag_pH5__3,-2.4923077226,0.8957372423000001,1.0823588866,0.4566119684
hu__delhupA_lag_pH5__1,0.0259654185,0.6569229851,1.0275965739,-0.4533051724
hu__delhupA_lag_pH5__2,0.41769953,0.6167569178,0.7291919042,0.1472896933
hu__delhupA_lag_pH5__3,-1.7030692603,0.8316677062000001,0.9344706794000001,0.39488091880000004
hu__delhupAhupB_lag_pH5__1,-2.7863844159,0.1999734554,0.9312164244000001,-0.7249352946000001
hu__delhupAhupB_lag_pH5__2,-3.66568057,0.2197027038,0.7530177831,-0.0134715966
hu__delhupAhupB_lag_pH5__3,-2.7841285557,0.25218964180000003,0.8246008812000001,0.4952716358
hu__hupAE34K_hupB_lag_pH5__1,1.9573935619,0.5340236142,0.7217329095,-0.3539559503
hu__hupAE34K_hupB_lag_pH5__2,-1.0812476964,1.0834013949,0.6543532768,0.33126749050000004
hu__hupAE34K_hupB_lag_pH5__3,-1.4621570814,1.0978565866,0.8137446198,0.5625905124
hu__hupAE34K_delhupB_lag_pH5__1,-0.7989679223,0.9741019127,0.7740127393,-0.18536132330000002
hu__hupAE34K_delhupB_lag_pH5__2,-0.5202374531,0.6802497518,0.4608277951,0.2932038099
hu__hupAE34K_delhupB_lag_pH5__3,-1.6819818685999999,0.9403858490000001,0.7469678868,0.6253574228000001
hyperpersistence__low_GFP__1,-1.4956806259,-0.20978116330000002,1.8615568492999999,-1.9476525423000002
hyperpersistence__wt__1,0.09349150910000001,-0.0744435516,-0.10712518830000001,-0.1434268045
hyperpersistence__high_GFP__1,-1.3139129775,0.4468453882,1.6392132286,-2.1107872505
hyperpersistence__pth_mut__1,-0.0818325726,-0.1340233916,0.2721089276,-0.2857514672
hyperpersistence__pth_mut__2,1.0507638619,-0.0619563058,0.0705747897,-0.49678964300000006
hyperpersistence__metG_mut__1,1.2521500308,0.0976427973,0.1466161913,-0.013584063700000001
hyperpersistence__metG_mut__2,1.0889317719,-0.21477502510000002,0.0176224465,-0.15835417770000002
hyperpersistence__high_GFP__2,-0.19129553870000002,0.3342765871,1.9233492607,-1.5771391453999999
hyperpersistence__wt__2,-0.09349150910000001,0.0744435516,0.10712518830000001,0.1434268045
hyperpersistence__low_GFP__2,-1.7831377569,0.0047005741,2.0820633202,-1.6304697742
kan_efg__cpxAF218Y__1,4.1698192881,-0.7086893064,0.026463041700000002,0.9298788405
kan_efg__cpxAF218Y__2,4.4995193143,-0.6762833235,0.033372871000000005,0.9060206254000001
kan_efg__cyaAN600Y__1,3.0653995597,-0.5961064718,-0.0337902004,0.6521994884
kan_efg__cyaAN600Y__2,5.9158372278,-0.9389203311000001,0.2024669902,1.638104392
kan_efg__fusAA608E__1,-1.2618811373,0.3523185716,0.2158799466,0.2453672752
kan_efg__fusAA608E__2,0.015901539200000002,0.2347033211,0.1992968078,0.1175515376
kan_efg__fusAA608E_cpxAF218Y__1,0.78383802,-0.0167791524,0.0323728839,0.8299364381000001
kan_efg__fusAA608E_cpxAF218Y__2,0.4677909384,0.1179135661,0.013162587000000002,0.6966739697000001
kan_efg__fusAA608E_cyaAN600Y__1,2.2036273831,-0.13920940210000002,0.0041014501,0.8075254487
kan_efg__fusAA608E_cyaAN600Y__2,3.0091331504,-0.3839734456,0.0913324435,0.9777988678
kan_efg__fusAA608E_rpoDL261Q__1,0.09241925620000001,-0.0986806617,0.27367191890000003,0.6384343154000001
kan_efg__fusAA608E_rpoDL261Q__2,-1.0419347368,0.1994489292,0.315410998,0.0927333347
kan_efg__fusAA608E_topAS180L__1,-0.6918336947,-0.4435333853,0.1785410381,0.5317609412000001
kan_efg__fusAA608E_topAS180L__2,-0.7871294296,-0.4244188257,0.2752560249,0.4384527292
kan_efg__rpoDL261Q__1,-0.5521876028,-0.1329093335,0.0743848023,0.1483914977
kan_efg__rpoDL261Q__2,0.8377034965,-0.4127689734,0.1002215707,0.5298728201
kan_efg__wt__1,0.08418191180000001,0.0866657269,-0.0053174854,-0.13162123480000001
kan_efg__wt__2,-0.08418191180000001,-0.0866657269,0.0053174854,0.13162123480000001
lrp__wt_min_log__1,0.0779302202,-0.011919778300000001,-0.0784752661,-0.06857450030000001
lrp__wt_min_log__2,-0.0779302202,0.011919778300000001,0.0784752661,0.06857450030000001
lrp__wt_min_trans__1,-0.9660785747,-0.20470735180000002,1.187734939,-1.1352388943
lrp__wt_min_trans__2,1.651316271,0.1806692184,1.1156438843,-0.9343998703
lrp__wt_min_stat__1,0.7834737703,0.1726251009,0.8074376243,0.2693211593
lrp__wt_min_stat__2,0.7421968014,0.0196643383,0.5877822155,-0.1047138747
lrp__wt_liv_log__1,-1.5028612008,0.2249489489,0.4281927179,0.2636070239
lrp__wt_liv_log__2,-1.0940473597,0.1194383926,0.3735058995,0.1073945137
lrp__wt_liv_trans__1,-0.0720588072,-0.6919210905000001,-0.7072287185,0.2461714082
lrp__wt_liv_trans__2,-0.24361856070000001,-0.5639088368,-0.8652001224,0.0616282854
lrp__wt_liv_stat__1,3.4528223165,-0.0544059229,0.734263294,-0.011691130000000001
lrp__wt_liv_stat__2,2.4244244740000003,-0.014093932000000002,1.2301974003,0.1012863822
lrp__wt_rich_log__1,-3.7964127827,-0.4503003694,-0.0180479967,-0.6536618547
lrp__wt_rich_log__2,-4.3927435181,-0.4641175329,-0.029972901000000003,-0.7230452463
lrp__wt_rich_trans__1,0.1571689443,-1.0025144526,-0.8189999964,0.1125199951
lrp__wt_rich_trans__2,0.8537036433,-1.1404914458,-1.1488426997,-0.1156308884
lrp__wt_rich_stat__1,1.9616354341000002,-0.8909438317,0.23930651100000003,-0.104354031
lrp__wt_rich_stat__2,0.5267678816,-0.5318614534,0.4079951721,0.3877619667
lrp__dellrp_min_log__1,-0.7286362113,0.0033368332,0.4153692806,0.1017692979
lrp__dellrp_min_log__2,-1.2695311882,0.0118921209,0.4596494756,0.0817666296
lrp__dellrp_min_trans__1,-1.3185902434,-0.5675203342,0.2605619091,0.39321597080000004
lrp__dellrp_min_trans__2,0.7470833164,-0.5965645774,-0.16008412800000002,0.4533076863
lrp__dellrp_min_stat__1,2.8321575391,-0.09172600310000001,0.5906995485000001,-0.1790554393
lrp__dellrp_min_stat__2,1.8377502782000001,-0.2604633833,0.8546677018000001,0.061112838200000005
lrp__dellrp_liv_log__1,-2.2211504563,0.0257724632,0.1941818484,0.3727389507
lrp__dellrp_liv_log__2,-0.8454792771,-0.0743060465,0.1572405824,0.3633938778
lrp__dellrp_liv_trans__1,-0.5965649551000001,-0.7908679979000001,-0.8732080883000001,0.19121726460000002
lrp__dellrp_liv_trans__2,-0.7279984372,-0.5605540760000001,-0.7014118549,0.0761156492
lrp__dellrp_liv_stat__1,2.5903120708,0.1988388559,0.756008674,-0.12504265380000001
lrp__dellrp_liv_stat__2,1.6782877335,0.2155505949,0.8730452320000001,-0.1703403994
lrp__dellrp_rich_log__1,-4.5051391802000005,-0.4247212359,0.1247411529,-0.5806633567
lrp__dellrp_rich_log__2,-3.9423475851000003,-0.4265440585,-0.0887814595,-0.34125658000000003
lrp__dellrp_rich_trans__1,0.9277866402,-0.8679103318,-0.7709664976,0.1586803487
lrp__dellrp_rich_trans__2,0.964319432,-0.8983829466000001,-0.7116900836000001,0.3059063038
lrp__dellrp_rich_stat__1,3.9496043668,-0.3971189492,0.3350353263,0.6533628411
lrp__dellrp_rich_stat__2,5.0925989111,-0.24081092610000002,0.6163416135,0.6396781947
mazF_circuit__t0__1,0.3429461724,0.08827390900000001,0.17515888170000002,0.1177316125
mazF_circuit__t2__1,3.4140047768,-0.23167562300000002,-0.033189188700000004,-0.2029773514
mazF_circuit__t4__1,0.3245898099,0.2629024821,-0.22579296670000001,-0.2864206353
mazF_circuit__t6__1,-0.044759354700000004,0.43528731260000003,-0.2141629928,-0.3896446799
mazF_circuit__t8__1,0.4774817128,0.3820487614,-0.6173992979,-0.2715475576
mazF_circuit__t0__2,-0.3429461724,-0.08827390900000001,-0.17515888170000002,-0.1177316125
mazF_circuit__t2__2,2.7538298283,-0.2043366113,-0.023259199999999997,-0.3849372525
mazF_circuit__t4__2,-0.16477895820000002,-0.32261156550000003,-0.1548865781,-0.2350940508
mazF_circuit__t6__2,-0.9076792370000001,0.5355032213,-0.23823985090000002,-0.4963570014
mazF_circuit__t8__2,0.2239043138,0.39596403090000004,-0.3202395494,-0.3025062355
mazF_ribo__emptyvec_mrna_5m__1,-0.0038501602,-0.0188473862,-0.0089371651,-0.0227853028
mazF_ribo__emptyvec_mrna_5m__2,0.0038501602,0.0188473862,0.0089371651,0.0227853028
mazF_ribo__mazF_mrna_5m__1,-0.0169068985,0.8768952831,0.3641159752,0.5059307590000001
