,A,CytR,Crp
DDB2__PD-005_del-phoB_Fed-batch_15h__2,0.0673501342574882,0.622533044711826,0.2134181153241954
DDB2__PD-003_del-phoB_Fed-batch_21h__1,0.2892234254924438,0.7647056210363941,0.33369608246568383
DDB2__PD-003_del-phoB_Fed-batch_21h__2,0.3030203953887646,1.418693419185337,0.2847021347030569
DDB2__PD-004_del-qseB_Batch_6h__1,2.350259980858197,-0.7415454489240947,-0.12791638658763738
DDB2__PD-004_del-qseB_Fed-batch_6h__1,3.5434293507154213,0.11757856063214688,0.0070327348853478355
DDB2__PD-004_del-qseB_Fed-batch_6h__2,3.514524212345287,0.3537986709639567,0.14395110458813146
DDB2__PD-004_del-qseB_Fed-batch_15h__1,1.6847909255120503,0.53977279389877,0.14349024146300948
DDB2__PD-004_del-qseB_Fed-batch_15h__2,1.7990110077514354,0.7254685161406238,0.3342680715119659
DDB2__PD-004_del-qseC_Batch_6h__1,2.3350286094319856,-0.4297919319057471,-0.1054807241193494
DDB2__PD-004_del-qseC_Batch_6h__2,1.4948377318192627,-0.6772769374314631,-0.1890055363379357
DDB2__PD-004_del-qseC_Fed-batch_6h__1,4.074824199741371,-0.17874431333248708,-0.20126649289716705
DDB2__PD-004_del-qseC_Fed-batch_6h__2,4.366109169708952,-0.06681054395815966,0.007007073388662022
DDB2__PD-004_del-qseC_Fed-batch_15h__1,1.8698063151156987,0.8255038587560506,0.24433059166856094
DDB2__PD-004_del-qseC_Fed-batch_15h__2,1.5178111229112856,0.7696551080281706,0.41673648908845706
DDB2__PD-005_del-qseF_Batch_6h__1,2.7800071538807174,-0.23545163821460235,-0.14804630641666705
DDB2__PD-005_del-qseF_Batch_6h__2,2.336751855631052,-0.4390109279652332,-0.2472769860054029
DDB2__PD-003_del-qseF_Batch_6h__1,2.546811908242769,0.21376953892270745,-0.04129063094139518
DDB2__PD-003_del-qseF_Batch_6h__2,2.180206599131161,-0.3743609398845882,-0.07120032371772211
DDB2__PD-003_del-qseF_Fed-batch_6h__1,3.061634680903736,0.5724168350894869,0.07928259588675246
DDB2__PD-003_del-qseF_Fed-batch_6h__2,3.0962427993546613,0.4667238738524366,0.09988668006863577
DDB2__PD-005_del-qseF_Fed-batch_6h__1,2.4180770891873062,0.35694398873343225,-0.054992720518960425
DDB2__PD-005_del-qseF_Fed-batch_6h__2,4.051024417028879,0.5359285371352689,0.10723371376415967
DDB2__PD-005_del-qseF_Fed-batch_6h__3,1.2112308167335468,0.4656354811203265,0.06774821772418349
DDB2__PD-005_del-qseF_Fed-batch_15h__1,0.1558968257439078,0.5824086954365972,0.1807957685003956
DDB2__PD-005_del-qseF_Fed-batch_15h__2,0.3277867544853571,0.7436778129100263,0.18100851105295668
DDB2__PD-003_del-qseF_Fed-batch_21h__1,0.4181414582049769,0.8680924472903673,0.3843825596880919
DDB2__PD-003_del-qseF_Fed-batch_21h__2,0.0428655709989116,1.0559212101209905,0.3283143161117117
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__1,3.751051231962147,-0.42758506569594257,-0.2055466339490284
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__2,1.9244851400495195,-0.3812489725824557,-0.12038482798851112
DDB2__PD-005_MG1655-del-fhuA_Batch_6h__3,1.877992434699009,-0.02008511017831172,-0.24527694177792905
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__1,3.6035151126884735,0.6800774586867933,0.06456324456686602
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_6h__2,3.291511879708093,0.5757235242441778,0.04318616195255665
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__1,1.0924802251717165,0.9608279189704724,0.28437816260421656
DDB2__PD-005_MG1655-del-fhuA_Fed-batch_15h__2,0.4833168788671734,0.5711923586344456,0.18788840247316507
DDB3__PD-009_del-arcA_Batch_6h__1,2.306839935525497,-0.9069665854603324,-0.15520693678349495
DDB3__PD-009_del-arcA_Batch_6h__2,2.233272548953013,-0.5194721926055097,-0.11927548503423502
DDB3__PD-009_del-arcA_Fed-batch_6h__1,1.5438938463045755,0.2797256835739033,0.3211525795468209
DDB3__PD-009_del-arcA_Fed-batch_6h__2,2.138195782619292,0.6125368306372803,-0.17422284096607574
DDB3__PD-009_del-arcA_Fed-batch_15h__1,-0.6462560999357077,0.7772389142618872,0.3068175092463843
DDB3__PD-009_del-arcA_Fed-batch_15h__2,-0.5929855885867203,0.4906805693912775,0.3089395842630438
DDB3__PD-006_del-baeR_Batch_12h__1,2.4988033802006804,-0.6163584062639469,-0.07288080968497113
DDB3__PD-006_del-baeR_Batch_12h__2,2.307136254489891,-0.6802094014729017,-0.1470714378044189
DDB3__PD-009_del-baeR_Batch_12h__1,2.628929580625948,-0.9098977804892314,0.0075413674833608715
DDB3__PD-009_del-baeR_Batch_12h__2,2.3470451945504607,-0.7461499547176764,0.11000079547650364
DDB3__PD-006_del-baeR_Fed-batch_12h__1,-0.37324372162763,-1.3107140412268985,-0.44075017642119896
DDB3__PD-006_del-baeR_Fed-batch_12h__2,0.198208330432424,-1.1778575875067263,-0.3079824279256762
DDB3__PD-009_del-baeR_Fed-batch_12h__1,1.5150705776368978,0.9073028464515032,0.17096182082460487
DDB3__PD-009_del-baeR_Fed-batch_12h__2,2.5506754929477147,0.8510038112963167,0.19735620347242036
DDB3__PD-009_del-baeR_Fed-batch_18h__1,0.9152695747821262,0.4338832244707227,0.17038086081004875
DDB3__PD-006_del-lsrB_Batch_6h__1,2.436825024219579,-0.2861289922998269,-0.08679694138112204
DDB3__PD-006_del-lsrB_Batch_6h__2,2.2852338165028985,-0.10421294837012153,-0.10651403429150186
DDB3__PD-006_del-lsrB_Fed-batch_6h__1,1.7258487506606508,0.5630521963953479,0.3346811913157435
DDB3__PD-006_del-lsrB_Fed-batch_6h__2,2.8338254311199047,0.6719246269988446,0.12320570534873987
DDB3__PD-006_del-lsrB_Fed-batch_6h__3,2.928232486205626,0.7115682470222141,0.1671224798447568
DDB3__PD-006_del-lsrB_Fed-batch_15h__1,0.2980832382516403,1.0150788229495715,0.3507109925052916
DDB3__PD-006_del-lsrB_Fed-batch_15h__2,1.9197242863878197,1.1474517855959885,0.3958492591492941
DDB3__PD-009_del-lsrK_Batch_6h__1,2.57132933929088,-0.19077190909819208,-0.009831828811623922
DDB3__PD-009_del-lsrK_Batch_6h__2,2.5004975704631005,-0.6363044122424101,-0.14523400895794936
DDB3__PD-009_del-lsrK_Fed-batch_6h__1,2.989795289481566,0.5968081752927041,0.1244005654382363
DDB3__PD-009_del-lsrK_Fed-batch_6h__2,1.961012173618153,0.28417230582583475,0.0012933420484664284
DDB3__PD-009_del-lsrK_Fed-batch_15h__1,1.8122841683011812,0.9533304197485322,-0.04582048053983101
DDB3__PD-009_del-lsrK_Fed-batch_15h__2,1.329362840361932,0.5930663741113715,0.2938071439648517
DDB3__PD-009_del-lsrK_Fed-batch_15h__3,1.135580746944576,1.0068819984435855,0.18925140721970912
DDB3__PD-006_del-lsrR_Batch_6h__1,2.0005815615384304,-0.15970621491984804,-0.07682126355774699
DDB3__PD-006_del-lsrR_Batch_6h__2,2.221664942281295,-0.08330811102715696,0.04568553531896491
DDB3__PD-006_del-lsrR_Fed-batch_6h__1,3.7048821177769353,0.3882934614379519,0.0695840261226941
DDB3__PD-006_del-lsrR_Fed-batch_6h__2,4.484545139328722,0.3892174022616208,0.0951190132944717
DDB3__PD-006_del-lsrR_Fed-batch_15h__1,0.3707944574652894,0.5554537828834905,0.2481661791660663
DDB3__PD-006_del-lsrR_Fed-batch_15h__2,0.7030468666079038,0.9649289574213356,0.26532788482238345
DDB3__PD-006_del-lsrR_Fed-batch_15h__3,1.2212060518749837,0.9977874680591424,0.2652297453274688
DDB3__PD-009_del-luxS_Batch_6h__1,2.705084578217112,-0.2339650786005549,0.0936775819929636
DDB3__PD-009_del-luxS_Batch_6h__2,2.48000344578863,-0.247144078999912,0.05667317704538455
DDB3__PD-009_del-luxS_Fed-batch_6h__1,2.2131312361420417,0.02338076497854047,0.0986771612261439
DDB3__PD-009_del-luxS_Fed-batch_6h__2,3.388657196552141,0.13670407809489316,-0.035116893204003574
DDB3__PD-009_del-luxS_Fed-batch_15h__1,1.0287662084976654,0.7502151043811107,0.1404617131644894
DDB3__PD-009_del-luxS_Fed-batch_15h__2,-0.581562433980851,0.7122545937179545,-0.03093854772714621
DDB3__PD-006_del-rpoS_Batch_9h__1,1.0719069473859353,-0.2884619742193637,0.3819945803438571
DDB3__PD-006_del-rpoS_Batch_9h__2,1.1746819023291435,-0.04660493268052335,0.44523928747676855
DDB3__PD-006_del-rpoS_Fed-batch_6h__1,-1.3810015974605605,0.4712345917800773,0.510032299376153
DDB3__PD-006_del-rpoS_Fed-batch_6h__2,-1.1474659290964262,0.7355199264313175,0.6186371495562994
DDB3__PD-006_del-rpoS_Fed-batch_6h__3,-1.528662878494657,0.4602192640127862,0.5649106237720964
DDB3__PD-006_del-rpoS_Fed-batch_15h__1,-2.244133063729216,0.7556901235539,0.3973577297010369
DDB3__PD-006_del-rpoS_Fed-batch_15h__2,-4.362077410717933,0.7518569612819972,0.4309841373011185
DDB3__PD-009_del-tnaA_Batch_6h__1,3.215181271072057,-0.4159322463017929,-0.1565078145665204
DDB3__PD-009_del-tnaA_Fed-batch_6h__1,4.043708786986518,0.16282397009157726,-0.03326316906695581
DDB3__PD-009_del-tnaA_Fed-batch_15h__1,1.471565355735913,1.1309248358750337,0.2480537405512209
DDB3__PD-009_del-tnaA_Fed-batch_15h__2,0.753961087571055,0.7041006744350486,0.2778554544661009
