,A,Fnr,NsrR,NarP,Fis,flhD,NarL,ihfB
SRX2436970,-0.8229641659,0.4314267907,0.7674001576,1.2060458719,0.8914924555,0.1312931761,0.5051565148,0.861613673
SRX2436971,3.0007758128,-0.2345901954,0.0526044036,1.540690969,-1.0738210716,-0.0524150519,0.6962143766000001,0.0989163598
SRX2437029,4.6902109463,0.456708999,0.9155406418,1.9729553553999999,-0.2266908223,-0.2824768998,1.6755633808,0.1265679443
SRX2437030,-4.6646641195,-7.8525940196,-0.48623510950000004,-0.8518439793,-0.6093413027,-0.9371368422,0.1400424825,1.226954437
SRX2437031,1.3367632972,0.2973060844,-0.6348230281,-0.5677582922000001,0.40157637690000003,-0.1596406363,0.6123452586,0.9211761875000001
SRX2437032,1.2417219526,0.3124097697,-0.39634687550000003,-0.3705456193,0.3272748216,-0.10359187060000001,0.7063927401,0.9600903644000001
SRX2437033,0.8163719340000001,-0.1751172912,-0.0243333793,-0.9231565988,-1.0786827828,-0.3854854623,-0.4659502613,-0.823212393
SRX2437034,1.0835516746,0.9036193136,2.1109008771,-0.2842164529,1.9312242163,-1.0508038201,-0.38384030410000003,-0.6308114248000001
SRX2437035,-2.8081687131,-7.5369515417,0.6276319538,0.3603594959,0.3365615109,0.0422786748,-0.1033873485,-0.1923440525
SRX2437036,-3.0218217794,-7.0361766568,0.6713501013000001,0.1681802355,-0.0320332964,-0.1660793317,-0.010538875100000001,-6.0176e-05
SRX2437037,6.0248470161,-0.0131986588,0.8523983725000001,1.5041161454,-0.2880409691,0.6921049122,0.5218018408,0.1408796672
SRX2437038,1.6969854619,0.1964461357,0.34039324060000004,1.1560854842000001,0.7264883133000001,0.3344350427,0.6081714487000001,0.8741056694
SRX2437039,-1.4253246761,0.1707039968,-0.7414122944,-0.7069637105000001,0.39649041,-0.1058811254,0.0180629813,0.7605394983
SRX2437040,-2.9388613785,-7.7499151628,0.5710750695,0.1820430585,0.1565363276,0.1196475684,0.046942355500000005,-0.0228632045
SRX2437041,-4.3939317439,-7.0926670476,-0.2991907797,-0.4959411768,-0.47432717080000003,-1.1842234076,-0.0829499602,1.3315944608999999
SRX2437042,0.1331627815,-0.22741367480000002,-0.3047897093,-1.0391004758,-0.5565783599,-0.2773088009,-0.2819431939,-0.4763504617
SRX2437043,6.3239193846,-0.0619256138,-0.0124013403,1.2074997116,-0.3943179129,0.7093827666,0.5324068082,0.2004499127
SRX2437044,0.5944879355,-0.5844698577,0.5608108149000001,-0.0700531412,-0.9951385649000001,-0.9686774018000001,-0.16892495270000002,0.0672969808
SRX4705203,-2.6978315488,1.2617788521,0.5942359564,-1.636535397,0.1932521797,-0.0284297661,0.5762343186000001,0.2288210901
SRX4705204,-1.8358690637000001,0.013602002200000001,-0.1245315766,-1.8972790812,-0.11367726040000001,-1.3660976772,1.2983206766,0.6101915694
SRX4705205,-4.1613338151,-0.011886655900000001,-0.030172697300000002,-1.1837751168,-0.055300474200000005,-1.4339984764,0.7465112118,0.576618225
SRX4705206,-3.946892008,0.0928465604,-0.1644923222,-1.4006546721,-0.050601478500000005,-1.4205533402000001,0.8942923287000001,0.6110947582
SRX4705207,-6.4923659214,1.4522089644,-0.0460913751,-1.0994469099,1.0977452562,0.9551103385,0.25686588790000003,0.5652189377
SRX4705208,-2.0838490974,1.4799556311,0.33003308470000003,-0.7153965995,1.6067169379,0.1613517479,0.5486288687,-0.2131127912
SRX4705209,-5.6285580299,1.2878835212,0.36457337360000003,-0.3340174602,1.2337849475,0.7458477271,0.3260326055,0.46224616560000004
SRX4705210,-1.410380272,0.5038059594000001,0.8098357931,-0.5475833447,0.6487535925,-0.7308477366,0.7897283174,0.5648670378
SRX4705211,-4.5054889938,0.360903352,0.7305692998000001,-0.6943970726,0.4313845094,-0.84253698,0.49558195120000004,0.2495908246
SRX4705212,-4.7697185263,0.5015165093,0.7761694088000001,-0.36254436760000003,0.5314377797000001,-0.6061290140000001,0.4566782632,0.25883636260000004
SRX4705213,3.2116023429,-0.2848580515,-0.846044458,-0.5125855479,-0.090826216,0.9044393439,0.1724557368,-0.3371452922
SRX4705214,3.5886063063,-0.061697307900000005,-0.372385242,-0.2738784492,-0.2275090176,0.4122239176,-0.030635029900000003,-0.4144919876
SRX4705215,-3.2411270378,0.1678169173,0.31248325730000004,0.1632059475,0.1507807058,-0.6486220786,-0.0722359716,0.0859386959
SRX4705216,3.0169358757999998,-0.3500729039,-0.5445018444,-0.0999277088,0.26904184870000003,0.6113660652,0.0013491506000000001,-0.5315682872
SRX4705217,-4.1530763042,0.2581440398,0.7902117197,0.38275978590000004,-0.3688713026,-0.9110849409,-0.26139924600000003,0.6184017657
SRX4705218,-2.4229411829,0.2706673062,0.6602365674,0.3404259725,0.2673839818,-0.36832230720000003,0.19046536020000002,0.5788651053
SRX4705219,-1.9308731033000002,0.4075951256,-0.4581856702,-1.4657015157,0.0702495348,0.4554868322,0.7234735221,-0.5625498558
SRX4705220,-2.1878225398,0.4723477928,-0.9147130480000001,-2.0010544501,0.4987004956,0.6281405172,0.8461263958,-0.31589760570000003
SRX4705221,-3.0877841762,0.0966315491,0.3016565095,-1.3832379776,-0.31829052350000003,-1.2418591064,0.9141561881,1.1900981018
SRX4705222,-2.1087510818,0.4559032226,-0.4771605546,-1.532095044,0.1930835283,0.4261007157,0.664258193,-0.2427241886
SRX4705223,-2.5842480958,1.3849591353,0.6670545027,-1.8024552306000001,-0.0603150774,-0.153884866,0.7452993698,0.9276404627
SRX4705224,-2.7320281692,1.4019401177,0.5258201787,-1.9927816739000002,0.030817823100000002,0.1976208807,0.5785401985,0.0796417516
SRX4705225,-4.3901833354,0.032233089300000003,0.0404710001,-1.007265906,0.0996390431,-2.2101255307,0.4802957195,0.2109846849
SRX4705226,-5.8659292882,-0.0453090219,0.4809443243,-0.5476771832,-0.2768246876,-1.9840241203,0.49381386400000005,0.23533751830000002
SRX4705227,-4.9803751633,0.0014162464,0.5929344308,-0.7514221903,-0.6500033339,-1.9105304851,0.5898432175,0.21035469750000002
SRX4705228,-1.0841612043,0.2852736966,0.2205234492,-1.7137459561,-0.3410497646,-0.4391662283,0.9554701996,0.351986183
SRX4705229,-0.48491137440000004,0.2818975743,0.19868631080000002,-1.6212636189,-0.4108510732,-0.36651836800000004,0.7713469477,0.13782204180000002
SRX4705230,-1.4518489482999999,0.9043918405,0.3460095168,-1.4145132440000001,-0.0331066877,-0.1654303665,0.657317507,0.2137416066
SRX4705231,-4.3661484631,0.2892210988,0.6801877376000001,-1.3674921518,-0.5176073027,-1.1208830578,0.8135768659,1.1509351128
SRX4705232,-4.4316222292,0.2841031,0.256258072,-1.4677593481,0.0390048894,-1.15724639,0.8840772914,1.210246552
SRX4705233,-8.0708384829,-0.4692650607,0.9574061164000001,-2.0805516963,-1.8786517409,-0.8672609489,0.2345764287,0.9463787208000001
SRX4705234,-3.9143030371,0.359532976,0.41967742750000003,-1.0165328679,0.5361451732,0.1372676591,0.6899307175,0.6894988855
SRX4705235,-7.5439639619,1.0300605526,0.7450621015000001,0.4137341713,1.3088622026,0.10684434370000001,0.4485482959,1.0535282181
SRX4705236,-3.7533836435,0.06453909170000001,0.6690197444,-0.228545607,0.2024257022,0.208842662,0.478671245,-0.1420939679
SRX4705237,-8.5982143866,1.0883072748,0.6068164872,0.7617366428,1.8037451479,0.3652264556,0.1767654194,0.9057751446000001
SRX4705238,-7.1709656253,0.9656259972000001,0.9646037935,0.5905102694000001,1.2205659637,0.0654738448,0.4141056352,1.1254304514
SRX2038319,-0.0541966373,0.1288576417,0.24788255050000002,-0.022696146400000002,-1.6493450053,-1.2299549302,0.3706986647,1.4426827544
SRX2038320,-1.9896070497,-0.0383819357,0.5065051705,-0.197169858,-0.7442162344000001,-1.1008956354,0.39092617890000003,0.6087812218
SRX2038321,-0.3889284055,0.1318576497,0.4339218985,0.1097569092,-0.6383483829000001,-0.6571667330000001,0.5842403459000001,1.453697321
SRX2038322,-0.033165520500000004,0.019056687000000003,-0.1210040971,0.037858136800000004,0.28114724700000004,-0.1505723588,0.5959497501000001,1.5126676941000001
SRX2038323,-0.6051221244,-0.0419896674,-1.0880271917,-0.7772977034,0.2732446559,0.2212068878,-0.8026795525,1.1758653763
SRX2038324,-1.176227547,0.23862317660000001,-0.35129095860000004,-0.5276708831,1.0259451355,-0.23085766130000002,-1.1079643948,0.7068659902000001
SRX2038325,1.2856713786,0.1611058857,0.15466836650000002,0.35358751250000003,-0.9024142098,-0.059246150600000005,0.7774519143,2.7404168595
SRX2038326,0.5048656194,0.4581252995,0.2143145273,0.4980028863,-0.652088098,-0.7637277876,0.3939165264,1.4055007212000001
SRX2038327,0.2160805866,0.3172238424,-0.1941829478,-0.1618089996,-2.1722072706,-1.2146256916,0.243656734,1.5731943474999999
SRX2038328,0.05919883,0.1383090976,0.0311051354,0.022543798900000002,-1.6052180138,-1.4020761947,0.5492736877000001,1.3286870738
SRX2038329,-0.37610041310000003,-0.3716839181,-0.2017862401,-0.7717061212,0.3620233339,-0.3125109274,-0.7256898118,-0.5334557359000001
SRX2038330,-0.39692673430000003,-0.2415756215,-0.9620841701,-0.6368249217,-0.49893765240000004,1.5700668,-0.1402465632,1.0691534304
SRX2038331,-1.0859389043,-0.15906388330000001,-0.2567550563,-0.9245576052000001,0.5466123304,1.8096862433,-0.3618465671,-0.2272644741
SRX2038332,-1.0732240887,0.007812727200000001,0.9167437927000001,0.1568959154,-1.2977643723,-0.11740627020000001,0.6184222671,1.2407535673
SRX2038334,1.0595393417,-0.12566082550000002,-0.6328866646,-0.6383199969000001,0.1951553286,2.761183717,-0.6088164535,-0.2811494248
SRX2038335,-1.068789728,0.0504878854,0.2292743505,-0.6980053877,0.4056362652,1.9337296151,-0.4372946351,0.3734034026
SRX2038336,-0.2941692414,0.5392612067,0.10447316470000001,-0.7518052764,-1.1910265089,0.39678279520000004,0.21005723110000002,1.0406558945
SRX2038337,-1.0755811619,-0.1771450645,-0.7730269515,-0.6385251476,-0.1072731442,0.8293638741,0.3298116539,1.5872047917
SRX2038338,-0.5263389121000001,-0.0641102801,-0.46301471400000005,-0.3770133507,0.83271207,0.5499474830000001,-0.147708369,-0.5988409250000001
SRX2038339,-0.9730139216,0.4335230942,0.0262514251,0.5574255159,-0.2743643188,-0.2587099189,0.1776874777,1.4638075866
SRX2038340,-1.7141768743,-0.1511554798,0.442181023,0.0023126014,0.7857869584,0.4424755991,-0.6758762535,-0.065066414
SRX2038341,-0.316868627,-0.0774772219,0.1792923035,-0.3415925085,0.39781253320000004,1.3217322903,-0.3830104012,-0.3694768094
SRX2038342,-1.2272163255,-0.1502114202,-0.0375100525,-0.48444085080000004,0.9618331763,1.1374367239,-0.6258374279000001,-1.3381919271
SRX2038343,-1.2332758656,0.1315080696,0.8183289659,-0.19891322050000002,0.37364485550000004,0.5193444085,-0.8211100075000001,-0.3357301543
SRX2038344,-0.7981144108,-0.0719380109,0.22469471670000002,-0.4049088349,0.6290338879,0.5062309017000001,-1.323253442,-0.4951080302
SRX2038345,-1.183852947,0.12563758,-0.0295298449,-0.8527262456,1.5166701272,1.2686471164,-0.9410560172,-0.4177804027
SRX2038346,-0.7279024460000001,0.9592729955,-0.43217025950000004,-0.0481223942,-0.5625280567000001,-0.007919646800000001,0.0507837041,0.8912843678
SRX2038347,-0.8642784493000001,0.8334966567000001,0.200182244,0.10384389840000001,-0.6907673522000001,-0.130729483,-0.36151505040000004,0.7457290625
SRX2038348,-1.6332368277,1.0963381317,-0.0759466691,0.0738779786,-0.5231355216,-1.0299245211,0.015682493000000002,0.4106332983
SRX2038349,-0.3720230571,-0.09922067500000001,-0.2240542117,-0.26137277670000003,0.8212813583,3.0183380648,-0.8430240657,-1.5295929048999999
SRX2038350,-1.035470763,-0.1683037611,-0.11915530440000001,-0.1833071832,0.3088496385,1.381495502,-0.7095500967,-0.42164055240000003
SRX2038351,0.31319991350000004,0.12045115120000001,0.029960486,-0.44253011280000004,-0.0104370819,1.4348586015,-0.9011111180000001,-1.8189793688
SRX2038352,-0.5196146209,-0.10618114270000001,0.6855568582,-0.446762853,0.5082582503,1.4770178291,-0.9978276163,-0.6449885269
SRX2038353,1.1643742322,-0.4606796238,-0.0762659867,-0.6754981247,0.18013646660000002,2.9674845575,-0.5477391271000001,-1.0202695171
SRX2038354,0.9157904525,-0.2463820843,0.5497377008000001,-0.07145826150000001,0.6615309996000001,2.5226452173,-0.3795001022,-0.4636976262
SRX2038355,0.0585876949,0.3616560525,0.30806763330000003,-0.4823670472,-0.21710432870000002,2.3594985365,-0.8229495654000001,-0.0876755152
SRX2038356,2.1179750374,-1.0284903831,0.040879341900000005,-0.43409591340000003,-0.0723385831,1.4088817426,-0.49900804390000003,0.2687374822
SRX2038357,0.5805355495,-0.0647473615,0.2151321635,0.39970949710000003,0.8166329353,0.6800074471,-0.2229902957,-0.8438418294000001
SRX2038358,-0.8867425219,-0.0761053958,-0.4557070568,-0.17887231280000002,1.4229401458,1.302203381,-1.050438918,-0.8046802190000001
SRX2038359,-1.0299354074,-0.09697300660000001,0.4262639039,0.010444783800000001,0.680223743,0.6358060963000001,-0.9253455741000001,-0.1292274729
SRX2038360,-0.0301981167,-0.2615945059,-0.3237409941,-0.4122120703,0.8789431159000001,0.670490683,-1.143631335,-1.3119733839
SRX2038361,-0.9385987658,-0.162388314,-0.1789970784,0.022754137600000002,0.9800089392,0.8191737104,-0.6899662739,-1.1567435402
SRX2038362,-2.9975561112999998,0.06995235600000001,0.24458331300000002,-0.3917278658,1.6211682894,1.258924046,-0.431709809,-0.5962353548
SRX2038363,-1.6244693962999999,0.16927389210000002,0.3239525515,-0.1225056204,0.4227996136,1.2090729272,-0.8646589433,-0.42237850050000003
SRX2038364,-1.2887469143999999,-0.21989089520000002,0.4459143665,-0.3997059032,0.6111533806,0.2788592821,-0.45853898340000004,-0.2330364484
SRX2038365,-0.7911295215,0.8976741623000001,0.2356969076,0.0834395968,-0.6977877481,-0.10877078230000001,-0.2640806834,0.7267281071
SRX2038366,0.18887324830000002,0.7015805322,-0.10828211330000001,0.3608213022,-0.6402862152000001,0.33176344150000003,-0.5786324041,1.633609074
SRX2038367,-0.521362305,0.8552512050000001,0.2362392532,0.3834445456,-0.058366774,-0.0039158159,-0.680639905,0.5375879140000001
SRX2038368,-0.8466453501000001,-0.3455777802,-0.052448439900000005,-0.45927943400000004,0.4816537571,2.2042308666,-0.9313440660000001,-1.2151198529
SRX2038369,0.15226835060000002,-0.3496650475,0.6187871959,-0.198315561,0.3647950216,1.2175477618000001,-0.8045448596,-0.9595485512
SRX2038370,-1.1566315067,-0.3209950742,0.3985994148,-0.3073502466,1.2040757313000001,2.2409832459,-0.9736267228000001,-0.9363784741000001
SRX2038371,-1.3799296156,0.10337487640000001,0.5320604129000001,-0.4179557645,1.1202764922,2.398065418,-1.7514730810999999,-1.1393529857
SRX2038372,-0.9490467323,-0.1810282464,0.630731626,-0.8890720193,1.0180106172,3.5625693591000003,-0.9426322646,-1.6868286117
SRX2038373,-0.7604838196,-0.1042635281,0.6165331108000001,-0.6502022962,1.2066855321,3.0342402103,-0.9324803580000001,-1.0194093062
SRX2038374,-1.8176227213,0.17177478340000002,0.3899798151,-1.1263124784,0.6882293386,2.7927278505,-1.1485021186,-2.0533163881
SRX2038375,-0.9470517983000001,-0.3989806461,0.3861344011,-0.7791888210000001,0.13935533020000002,1.3287890051,-0.5130261229,0.1201491622
ERX530520,0.0115565771,0.0,0.1399367847,0.19980019170000002,0.0730248436,0.0022990941000000003,0.027978306,0.16429681270000002
ERX530521,1.4446636565,0.1430180401,0.0160050285,0.07267635900000001,0.0643501076,-0.1514060224,-0.28426126290000003,-0.015058738600000001
ERX530522,1.5176746387,0.0,0.20888672330000002,-0.3433674795,1.0720314628,0.42546073710000004,-0.40835610370000003,0.1129815054
ERX530523,0.42290120200000003,0.0,-0.8130742400000001,-0.8564162667,0.9546770033,-6.0090446105,-0.18742537580000002,0.1308799863
ERX530524,-0.0115565771,0.0,-0.1399367847,-0.19980019170000002,-0.0730248436,-0.0022990941000000003,-0.027978306,-0.16429681270000002
ERX530525,0.9543143884,0.1810243454,0.2973885684,0.0701416252,0.2858839488,-6.1787483795,-0.12312843670000001,0.10135033510000001
ERX530526,-0.1775058753,0.0,0.20747302920000002,0.30835879850000003,-0.3191639852,-0.2656098327,-0.2665569219,-0.0248447382
ERX530527,1.2995342977,0.3016847958,0.0902071198,0.0877401889,0.7770957466,0.2675413797,-0.3419932559,0.021092889
ERX3212443,-0.146164669,-0.5190136381,-1.5516898515,-0.1796496621,0.6023896792,-1.3114061791,0.4951291902,0.24784995
ERX3212444,0.7031197060000001,-0.3222420219,-1.05576917,-0.168072726,0.9399468184,-0.9384294336000001,0.5282612775000001,0.1064565189
ERX3212445,0.5953681321000001,-0.4530709885,-1.3089360815,-0.0347154799,0.9580009028,-0.8553780524,0.5388327452,0.005539048
ERX3212446,2.0397950473,-0.2782649171,-0.0964146589,-0.17133669340000002,0.5457587479,-0.43148571750000003,0.0733341685,-0.0982544908
ERX3212447,0.009937315700000001,-0.2806686959,-0.0618128324,0.0541334511,0.5130037107000001,-0.5646329653000001,0.23331332970000002,-0.15643323380000002
ERX3212448,-0.6008337491,-0.4037237883,-0.3315715877,0.0559414447,0.6993471295,-0.4466742638,0.2936524889,0.0867734718
ERX3212449,-0.1795718623,-0.0037651177,-0.0324648393,0.0844621906,0.019990185,0.014229118700000001,0.0053444871,-0.033570588000000005
ERX3212450,0.3307915382,-0.0090358951,0.0664368521,-0.082302913,0.013572340300000001,-0.0405651074,-0.0380483048,-0.057117415000000005
ERX3212451,-0.15121967590000002,0.0128010128,-0.0339720129,-0.0021592776,-0.0335625254,0.0263359887,0.0327038177,0.090688003
ERX3212452,0.4268376211,-0.093188196,0.035895943300000004,0.0238383271,0.0142478612,0.0090260527,-0.1505166587,0.1092855969
ERX3212453,-0.0313788216,-0.0238553789,0.07707910920000001,0.0554037542,-0.2213432794,-0.1966501867,-0.1406825428,0.1973599473
ERX3212454,0.5001169889,-0.0313487078,0.6128021437,0.33822658240000003,-0.5866124358,0.2027180117,0.19901135550000001,0.0520428904
SRX7478973,-0.5241120020000001,0.0095465275,-0.3475869696,-0.2806123235,0.0883832858,-0.0980060932,-0.0307052643,0.0126545278
SRX7478974,0.7223392537000001,0.0232059397,0.6581669747000001,0.048528958500000004,-0.222208977,0.2234373654,-0.29837836030000003,-0.0106326912
SRX7478975,-0.1982272517,-0.032752467300000004,-0.3105800051,0.232083365,0.1338256911,-0.1254312722,0.3290836246,-0.0020218365
SRX7478976,-0.0687454044,-0.15256787230000002,-0.1425936107,0.31486008600000004,0.2707169634,-0.0635723716,0.1228972319,-0.129348762
SRX7478977,-0.0059998931000000005,-0.12441594560000001,0.3478894513,0.27084092530000003,-0.0203041477,-0.1949145787,-0.1692551499,-0.0711125526
SRX7478978,-0.08609914710000001,-0.10435943240000001,-0.5834951661000001,0.3590626414,0.2616089287,-0.4946290473,0.3676494218,-0.0494529187
SRX7478979,-0.2232757203,-0.4254753164,-0.641808495,0.4329661447,0.401276157,-1.4555044618,0.3538193458,-0.0136252659
SRX7478980,-0.4453446388,-0.3196076483,-0.8017131486,0.6052419305,0.5326771554,-1.2349260254,0.41197237610000004,0.040501495900000004
SRX7478981,-0.3371762511,-0.3156598178,-0.5875976195,0.5899694939,0.3627152817,-1.4011506998,0.27205525880000003,0.0660673569
SRX7478982,-0.7387833224,-0.5449668212000001,-0.7418026364,0.4296274499,0.2758458686,-2.1082884616,0.1546633298,0.0680506139
SRX7478983,-0.9322303421,-0.523218044,-0.6829843005,0.4769412975,0.3746823043,-2.0259129241,0.181779925,0.1463277796
SRX7478984,-0.388478861,-0.5631612565,-0.5650903567000001,0.6113668889,0.22114017330000002,-1.9886176616000002,0.241015746,0.058645976
ERX1521038,-1.370194388,-1.8529613086,0.47650053330000003,-0.39397574090000004,0.0544761327,-0.5776622043,0.1025900143,0.8947661931
ERX1521039,-1.7403974118,4.4171410107,1.3787814458,-0.036025850400000003,-0.2892167136,-1.0401679773,0.0325783359,0.8245761367000001
ERX1521040,-1.2396141437,-1.9114182228,0.5237255552,-0.2373554327,0.0579722669,-0.44296944520000003,0.2102891741,0.9172620950000001
ERX1521041,-1.1006069840000001,4.1511978614,1.0587072573,-0.0268183548,-0.4665531661,-1.2432488577,0.1220451763,0.4369839626
ERX1521042,0.35022902650000004,-1.9114182228,0.3342252618,-0.3524756605,0.44239441760000003,0.7413075978,0.4081639314,0.7686354297
ERX1521043,-0.3706457235,1.5058805974,0.1730432664,0.2757242386,-1.3861222248,-1.8651168603000001,-0.4645212761,-0.7693821899000001
ERX1521044,0.2459597234,-1.8065297164,0.33273427250000004,-0.49580533200000004,-0.0160536305,0.5925970952,0.18506455360000001,0.5138647472
ERX1521045,-0.2459597234,1.8065297164,-0.33273427250000004,0.49580533200000004,0.0160536305,-0.5925970952,-0.18506455360000001,-0.5138647472
SRX621182,-9.3536524218,-1.6696986845000001,-0.31795450140000003,-1.0936344842,0.4686909125,-2.9402163159,-1.1222129359,-2.0371496979
SRX621183,-8.9875598168,-1.4652493593,-0.5505409642,-1.2615444251,0.1449711787,-3.1450521333,-1.0371567741,-2.2684730482
SRX621184,-4.4922093086,-0.35889479760000004,-1.6395133685,-0.0404046418,1.3782961321,-1.8579145807000002,-1.1150671133,-1.3068979798
SRX621185,-4.8913827156,-0.8014556473000001,-2.0552039252,-0.11821539730000001,1.4721652701,-1.8031976149000002,-1.2359529551,-1.0530082661
SRX621188,-2.0206433996,-0.8388314320000001,-1.4884683986,-1.1955337236,-0.058826803100000005,-2.8949622407,-1.1514785621,-1.886946245
SRX621189,-2.8600579552000003,-0.4152274681,-1.9888476517,-0.2859263353,2.003139303,-1.9480776964,-0.9487566627,-2.0984424845
SRX621190,0.3149842853,0.1043733763,-0.044610406400000004,0.2491958775,0.2868207166,0.0848961508,0.0560385855,-0.2592372978
SRX621191,-0.3149842853,-0.1043733763,0.044610406400000004,-0.2491958775,-0.2868207166,-0.0848961508,-0.0560385855,0.2592372978
SRX621192,-2.5515800444,-1.5472205910999999,-1.8871041238,-1.0139647237,1.3011462374,-2.619610956,0.5119362405,-1.4481975116
SRX621193,-2.2112510889,-1.5531352302,-1.8474141748,-0.7930615849,1.5140560712,-2.4251921516,0.8331544412,-1.5487593325
SRX6489436,-5.6532259937,-0.19100837710000002,-1.5955163286,0.21761410850000001,0.9224140444000001,-1.1819943889,-0.5857785061,0.5725168552000001
SRX6489437,-6.0535479286,0.7087330881,-0.7133700037,0.5224830125000001,1.2645704017,-0.5229154131,-0.1325261094,0.5767602426
SRX6489438,-6.223749539,0.34349852080000004,-0.9091177674,0.5304003047,0.6514656069,-0.8724672687,-0.2807598049,0.5408314315
SRX6489439,0.31677657730000003,0.1536742525,0.2166776125,-0.2564166598,0.2599690871,0.21979922130000001,-0.1085302749,-0.3724250743
SRX6489440,-1.1788053643,-0.0322767413,0.2142641499,-0.4341405017,-0.0199836324,-0.6952356577000001,-0.7430338169,-0.5506885260000001
SRX6489441,0.8620287870000001,-0.1213975112,-0.43094176240000004,0.6905571616,-0.23998545470000002,0.4754364364,0.8515640918,0.9231136003
SRX6489442,-3.2256247502,0.21202446060000002,0.47505832340000004,0.0289087636,0.1187457385,-0.022033430700000002,-0.4063618183,-0.015400114400000001
SRX6489443,-4.9252591429,0.5987173526,0.6445714214,-0.47021134670000003,0.9327793190000001,-0.5547325118,-1.4274961940000002,-0.1280760356
SRX6489444,-1.3011466405,-0.1807484194,-0.6882563951,0.1487430159,-0.2498376408,-0.4900724437,0.6691944452,0.8585979411
SRX6489445,-1.4071286171000001,0.1036303247,0.303824621,-0.19820863060000002,0.7348410063,-1.2136287645000001,-0.3338674667,-0.1118771202
SRX6489446,-2.7087504539,0.0875729346,0.4199546837,-0.2149857141,0.5334120243,-1.1676149252,-0.736156319,-0.3732720155
SRX6489447,-1.1499245655,-0.3900321698,-0.7918112459000001,0.3511439227,-0.7344683120000001,-0.23512805990000002,0.4992284853,0.8058659089
SRX6489448,-6.4975654404,-0.5681724135,-0.2064785294,-0.5901460105,-0.3699780399,-0.44741105340000004,-1.053754119,0.4054833875
SRX6489449,-4.9177231187,0.019754427,0.19875444020000002,-0.6560632526,0.9189064052,-1.4624820453,-1.0941416626,-0.02338005
SRX6489450,-7.0794658618,0.27332833030000003,-0.7986501170000001,-0.146897896,-0.5182375265,-0.0200109656,-0.2991678736,0.9979107099000001
SRX6489451,1.9918442742,-0.0690832475,0.1856045502,0.23444943810000002,-0.0689418056,-0.0102414563,0.5698469427,-0.5737993512
SRX6489452,-2.3828582748000002,0.6704954660000001,0.42060773020000003,0.1139770155,0.3746936563,-0.7325154026,-0.6646076642000001,-0.3996532846
SRX6489453,0.5082161492,-0.2908193112,-0.4483052094,0.38319485200000003,-0.7608564287,0.3475821951,0.6551848883,0.6080325268
SRX6489454,1.5038373405,-0.2406689964,-0.0025819788000000002,-0.0960327134,-0.0869920052,0.1672108737,0.0231489962,-0.1255185965
SRX6489455,0.3066411783,0.14526903260000001,0.1807043012,-0.0124360522,0.022969023,-1.1127612654,-0.1375288171,-0.7386780321
SRX6489456,0.126224,-0.21581755660000002,-0.4413990944,0.5598028837,-0.7389180066000001,-0.1382982508,0.6588762081,0.6323031777
SRX6489457,-6.6753593588,0.5535835338,-0.8071034476000001,-0.6444970978,0.4791797057,-0.41978833330000004,-0.4082138135,0.41266472940000004
SRX6489458,-6.6128523322,1.2081234349,-0.2587073086,-0.321038733,0.2768522707,-1.3937462206,-0.52645941,0.5379466454
SRX6489459,-7.3639283923,0.8957372423000001,-0.47935783540000004,-0.1040356721,0.4107719428,-0.6449183039,-0.1553081325,0.917368182
SRX6489460,-6.7252578387,0.6569229851,-0.3853689131,-0.8271854177,0.2936627287,-0.9361769584,-0.6733790077,0.714406406
SRX6489461,-6.9443499783,0.6167569178,-0.25607189750000003,-0.5062810738,0.3069653719,-1.0116091574,-0.2355483518,0.48906684650000004
SRX6489462,-7.927161681,0.8316677062000001,-0.8612122763000001,-0.24889549530000002,0.8933818621,-0.3388951368,0.18508565870000002,1.106647775
SRX6489463,-6.3529134484,0.1999734554,-0.1316322674,-1.0537984379,0.0821911966,-1.5782986386,-0.8351352551000001,0.8958872998
SRX6489464,-6.3204191993,0.2197027038,-0.0849951064,-0.863906838,0.2544607079,-2.0155911956,-0.6537333584,0.7264677902000001
SRX6489465,-7.5451616836,0.25218964180000003,-0.9203780720000001,-0.4520016392,0.5337478762,-0.5626800374,0.2899388066,1.4966062456
SRX6489466,-6.727728868,0.5340236142,-0.8879512583,-0.5529074145,0.392014586,-0.8450540688,-0.6891596525,0.4676500039
SRX6489467,-7.5490311548,1.0834013949,-1.9395953923,0.006460764700000001,0.7716121418,-0.3496166391,0.31635242010000003,0.9145932295
SRX6489468,-7.3136509392,1.0978565866,-0.853103362,-0.0027521438,0.574429488,-0.24195349130000002,0.3645427518,0.8961990470000001
SRX6489469,-6.8575488498,0.9741019127,-2.0750664672,-0.37022402530000004,0.6561657774,-0.5466840748,0.0826919113,0.9549122993
SRX6489470,-6.0202578622,0.6802497518,-0.4959014168,-0.2997911392,0.10918116800000001,-1.2856622574,-0.34104628670000003,-0.0356378772
SRX6489471,-7.1008229381,0.9403858490000001,-0.9154666490000001,-0.1258176092,0.5678315908,-0.1950597813,0.3577856265,0.7947546427000001
SRX6452027,2.7083805472,-0.20978116330000002,2.4974621586,-0.3688367804,-1.2296048182,-3.2304824495,-1.4476102875999999,0.6483579828
SRX6452029,0.1008449835,-0.0744435516,0.056783838600000004,-0.0721279809,-0.0819279125,-0.1814182389,-0.0238770435,0.1013773724
