,A,CpxR
tcs__del_btsR_pyruvate__1,1.7054759107000002,-0.511601777
tcs__del_btsR_pyruvate__2,1.9277223491000002,-0.520522367
tcs__del_cpxR_etoh__1,-4.2801005908,-8.11516967
tcs__del_cpxR_etoh__2,-4.3859465241,-8.11516967
tcs__del_cpxR_lb__1,-5.0418339365,-8.11516967
tcs__del_cpxR_lb__2,-5.220689219,-8.11516967
tcs__del_cusR_CuSO4__1,12.2800662046,1.103145075
tcs__del_cusR_CuSO4__2,11.9236134073,1.091872449
tcs__del_cusR_lb__1,0.11265131290000001,-0.18894312900000002
tcs__del_cusR_lb__2,-0.1445650319,-0.304411663
tcs__del_kdpE_01-kcl__1,4.8588617833,0.5676237390000001
tcs__del_kdpE_01-kcl__2,4.8294200102,0.508117634
tcs__del_kdpE_115-kcl__1,1.2832850615,-0.128502266
tcs__del_kdpE_115-kcl__2,1.3749448953,-0.20955395400000001
tcs__del_phoB_m9__1,7.8422821632,0.0004925880000000001
tcs__del_phoB_m9__2,7.7325867057,0.058835446000000007
tcs__del_phoB_m9p__1,18.1105496586,-0.035153815000000005
tcs__del_phoB_m9p__2,18.2765129177,-0.007822717
tcs__del_rcsB_etoh__1,5.1512395258,-0.7620316890000001
tcs__del_rcsB_etoh__2,5.4618546627,-0.673679388
tcs__del_rcsB_lb__1,0.486146487,0.09179587800000001
tcs__del_rcsB_lb__2,0.8282499639,0.15456856700000002
tcs__del_zraR_lb__1,0.48553583800000005,-0.098349246
tcs__del_zraR_lb__2,0.2911359423,-0.111370168
tcs__del_zraR_zncl2__1,5.9209381166,0.539533901
tcs__del_zraR_zncl2__2,5.8671733049,0.5818603840000001
tcs__wt_01-kcl__1,5.0076321018,0.255113911
tcs__wt_01-kcl__2,5.0423213259,0.256362835
tcs__wt_01xlb__1,2.0125988916,-0.609923591
tcs__wt_01xlb__2,1.961271529,-0.609566355
tcs__wt_115-kcl__1,1.7786446772,-0.14207666200000002
tcs__wt_115-kcl__2,1.6634459058000002,-0.19695695700000002
tcs__wt_CuSO4__1,1.9475192619000001,-0.34910445900000003
tcs__wt_CuSO4__2,2.4641525833,-0.298658627
tcs__wt_etoh__1,5.7105460326,-0.445978906
tcs__wt_etoh__2,5.9591271063,-0.35864126700000004
tcs__wt_lb__1,1.0409271114,0.109667686
tcs__wt_lb__2,0.5244363523,0.13041708600000002
tcs__wt_LiAcet__1,12.278705869,0.19330223700000002
tcs__wt_LiAcet__2,12.2180290195,0.13087804
tcs__wt_LiCl__1,12.2113097041,0.127768762
tcs__wt_LiCl__2,11.8737702058,0.137277629
tcs__wt_m9p__1,16.6245517629,0.140371291
tcs__wt_m9p__2,16.5051895258,0.19542098800000002
tcs__wt_pyr__1,2.2245110633,-0.5108778540000001
tcs__wt_pyr__2,2.0859910222,-0.518242018
tcs__wt_zncl2__1,7.6072519741,0.5655976180000001
tcs__wt_zncl2__2,7.3813017826,0.5700599940000001
ros_tale__0_0_0pq__1,-1.1528575662,-0.906338717
ros_tale__0_0_0pq__2,-0.9456028378,-0.8610538630000001
ros_tale__0_0_250pq__1,1.3153257896000001,0.21075892000000002
ros_tale__0_0_250pq__2,0.8341381706000001,0.140560822
ros_tale__1_mid_250pq__1,1.5150226707,-0.6644265690000001
ros_tale__1_mid_250pq__2,1.0823361933,-0.640859821
ros_tale__1_0_0pq__1,10.4705452616,-0.65691224
ros_tale__1_0_0pq__2,12.7153929465,-0.6743788380000001
ros_tale__1_0_0pq__3,-0.4582749815,-0.7224240620000001
ros_tale__1_0_0pq__4,-0.2656431353,-0.652691148
ros_tale__1_0_250pq__1,1.1033529916,-0.8244349660000001
ros_tale__1_0_250pq__2,1.1818913804,-0.8788530720000001
ros_tale__1_0_750pq__1,4.5098204709,-1.1990032
ros_tale__1_0_750pq__2,6.9289106752,-1.097997181
ros_tale__1_1_0pq__1,6.3407741478,-0.9518913410000001
ros_tale__1_1_0pq__2,6.6252775691,-0.802893461
ros_tale__1_1_250pq__1,3.8791516449000003,-1.357043704
ros_tale__1_1_250pq__2,3.3566125456,-1.347713062
ros_tale__1_1_750pq__1,-0.4658227051,-1.527095863
ros_tale__1_1_750pq__2,2.0940714365,-1.193046502
ros_tale__1_2_0pq__1,-2.3807666604,-1.47771221
ros_tale__1_2_0pq__2,11.2974468115,-0.785425479
ros_tale__1_2_250pq__1,-1.5766148574,-1.466998817
ros_tale__1_2_250pq__2,-0.5219298571000001,-1.449036113
ros_tale__1_2_750pq__1,0.2308578627,-1.324579038
ros_tale__1_2_750pq__2,1.0202812054,-1.23478113
ros_tale__1_3_0pq__1,0.1296387789,-0.7984064270000001
ros_tale__1_3_0pq__2,-0.9641772112,-0.9186238860000001
ros_tale__1_3_250pq__1,-2.6075748432,-1.338775762
ros_tale__1_3_250pq__2,-2.8474728395,-0.9996017170000001
ros_tale__1_3_250pq__3,-2.6001119682000002,-1.028504869
ros_tale__1_3_250pq__4,-2.5450428992000003,-0.7094920060000001
ros_tale__1_3_750pq__1,-1.9232995349,-1.2147598880000001
ros_tale__1_3_750pq__2,-2.3687324652,-1.203290671
ros_tale__1_4_0pq__1,2.410826913,-0.5579585380000001
ros_tale__1_4_0pq__2,-0.5589831334,-0.7329360370000001
ros_tale__1_4_250pq__1,-2.8715530419,-1.144182265
ros_tale__1_4_250pq__2,-3.5151500792,-0.96293492
ros_tale__1_4_750pq__1,-3.3929434042,-1.134663958
ros_tale__1_4_750pq__2,-3.3743500489000002,-1.354651705
ros_tale__1_4_750pq__3,-4.4118117746,-0.8615780380000001
ros_tale__1_4_750pq__4,-4.0186581251,-1.275977136
ros_tale__2_mid_250pq__1,0.5932176874,-0.265056086
ros_tale__2_mid_250pq__2,0.22703522310000002,-0.42669073700000004
ros_tale__2_0_0pq__1,7.6962487077,-0.270121655
ros_tale__2_0_0pq__2,7.2345259921,-0.29327224100000004
ros_tale__2_0_0pq__3,-1.1523061489,-0.794605279
ros_tale__2_0_0pq__4,-2.3666013614,-0.813783963
ros_tale__2_0_250pq__1,0.1717915295,-1.006842825
ros_tale__2_0_250pq__2,-0.1021821208,-1.146121334
ros_tale__2_0_750pq__1,-1.4118000676,-0.24209886
ros_tale__2_0_750pq__2,-1.2749334998,-0.09444603300000001
ros_tale__2_1_0pq__1,-2.032599522,-1.202115174
ros_tale__2_1_0pq__2,-2.6888782839000003,-1.167897117
ros_tale__2_1_250pq__1,-1.7841309214,-0.8814448220000001
ros_tale__2_1_250pq__2,1.7439667479,-0.891367157
ros_tale__2_1_750pq__1,8.1565816793,-0.9051123940000001
ros_tale__2_1_750pq__2,8.8623149013,-0.7879700420000001
ros_tale__2_1_750pq__3,9.0573174687,-0.899996746
ros_tale__2_2_0pq__1,-1.5588617991,-1.49600563
ros_tale__2_2_0pq__2,-1.3630713156,-1.145333644
ros_tale__2_2_250pq__1,2.176703494,-1.353561545
ros_tale__2_2_250pq__2,3.8438263901000003,-1.1329084
ros_tale__2_2_750pq__1,-0.8334317762000001,-1.149695115
ros_tale__2_2_750pq__2,-2.6309544386,-1.003542282
ros_tale__2_3_0pq__1,-1.5054895798999999,-1.49752867
ros_tale__2_3_0pq__2,-1.8550767266000001,-1.27602948
ros_tale__2_3_250pq__1,-2.1700265802,-1.7579131810000002
ros_tale__2_3_250pq__2,-1.274491075,-2.123097154
ros_tale__2_3_750pq__1,-0.9003479065000001,-1.5191010249999999
ros_tale__2_3_750pq__2,-1.3092864073000001,-1.744400763
ros_tale__3_0_0pq__1,1.900938849,-0.40278552
ros_tale__3_0_0pq__2,2.6942762678000003,-0.345819074
ros_tale__3_0_250pq__1,0.9253909902,-0.34413902
ros_tale__3_0_250pq__2,-0.18568315470000002,-0.444044886
ros_tale__3_0_750pq__1,0.2614244029,1.440088068
ros_tale__3_0_750pq__2,0.10919539310000001,1.489093841
ros_tale__3_1_0pq__1,0.840875103,-0.42611916800000005
ros_tale__3_1_0pq__2,0.300648271,-0.425439143
ros_tale__3_1_250pq__1,5.296034265,-0.48462598700000004
ros_tale__3_1_250pq__2,0.3674270757,-0.8339006470000001
ros_tale__3_1_750pq__1,3.1309596976,-0.38330796300000003
ros_tale__3_1_750pq__2,0.0662479027,-0.7242027750000001
ros_tale__3_2_0pq__1,-0.8320705180000001,0.42800838700000005
ros_tale__3_2_0pq__2,-0.7745215202,0.47617093400000005
ros_tale__3_2_0pq__3,-0.6340941575,0.47473693200000006
ros_tale__3_2_0pq__4,-0.3987019727,0.48404715000000004
ros_tale__3_2_250pq__1,4.1008112031,-0.479813417
ros_tale__3_2_250pq__2,5.2594961271,-0.495651649
ros_tale__3_2_750pq__1,2.2767881981,-0.9239944550000001
ros_tale__3_2_750pq__2,1.6156137807,-1.206890846
ros_tale__3_3_0pq__1,11.2621850501,0.67650786
ros_tale__3_3_0pq__2,14.7232031046,0.598707027
ros_tale__3_3_0pq__3,11.3141720953,0.707362979
ros_tale__3_3_0pq__4,14.6712762098,0.5394957330000001
ros_tale__3_3_250pq__1,5.4555388424,-0.26115176900000003
ros_tale__3_3_250pq__2,5.0389904841,0.062697457
ros_tale__3_3_750pq__1,5.6520258203000004,-0.21611416700000002
ros_tale__3_3_750pq__2,6.0123711561,-0.082546558
ros_tale__3_4_0pq__1,6.4709847059,-0.09830068
ros_tale__3_4_0pq__2,7.0447360254,0.074741134
ros_tale__3_4_250pq__1,11.5214784706,0.36930657
ros_tale__3_4_250pq__2,10.8764958004,0.064022961
ros_tale__3_4_750pq__1,7.1042798449,-0.280740789
ros_tale__3_4_750pq__2,9.2108297283,-0.08532294
pcoli__atASMT_325G__1,1.0359694831,-0.56443328
pcoli__atASMT_325G__2,0.9343439506000001,-0.613418824
pcoli__bpTDC__1,5.2968552455,-0.925438898
pcoli__bpTDC__2,5.2239441126,-0.94485324
pcoli__BRCA__1,-0.9126721491,-0.9751513390000001
pcoli__BRCA__2,-0.901439447,-1.09951525
pcoli__BRCActrl__1,1.4177017503,-0.8596859800000001
pcoli__BRCActrl__2,1.4496899206,-0.9113082570000001
pcoli__BRCAswap__1,-2.1442805955,-0.751286923
pcoli__BRCAswap__2,-2.1417951062,-0.778530169
pcoli__btAANAT__1,-0.5800621099000001,-0.806418877
pcoli__btAANAT__2,-0.3954765589,-0.7578245210000001
pcoli__btASMT__1,-1.157742788,-1.030277194
pcoli__btASMT__2,-0.9611399362,-0.9329740430000001
pcoli__CC1__1,1.6417036775,-0.28620348
pcoli__CC1__2,2.3226227248,-0.304313266
pcoli__ccCOMT__1,-1.402869741,-0.7992336050000001
pcoli__ccCOMT__2,-1.1436053854,-0.798929301
pcoli__ckDDC__1,3.1382869866,-0.47100303400000004
pcoli__ckDDC__2,3.6608629767,-0.355907737
pcoli__CNTF_belt__1,-1.1644445095,-0.6871489380000001
pcoli__CNTF_belt__2,-0.6949718413,-0.735527229
pcoli__cobPNMT__1,-1.0422332452,-0.7034452280000001
pcoli__cobPNMT__2,-0.9643108494,-0.6607070220000001
pcoli__cvPhhB__1,0.6350636056,-0.538389373
pcoli__cvPhhB__2,1.3216155689,-0.5396617930000001
pcoli__ggAANAT__1,-2.0845560128,-0.874878813
pcoli__ggAANAT__2,-2.2292518347,-0.9443709680000001
pcoli__ggTPH__1,-0.025951640300000002,-0.656485269
pcoli__ggTPH__2,2.059902122,-0.6502151150000001
pcoli__hsAANAT__1,1.5619591873,-0.051196321
pcoli__hsAANAT__2,1.0104695087,-0.11709514300000001
pcoli__hsASMT__1,0.64360806,-0.8769752780000001
pcoli__hsASMT__2,1.7314034584,-0.930013838
pcoli__hsPNMT_mb__1,-0.482727656,-0.6597496650000001
pcoli__hsPNMT_mb__2,-0.5520610068,-0.561625848
pcoli__hsTPH__1,-0.17511970370000002,-1.031707194
pcoli__hsTPH__2,0.7236716825,-0.9930566630000001
pcoli__hsTPH_E2K__1,1.8426612109,-0.603316399
pcoli__hsTPH_E2K__2,3.1421898459,-0.6767883690000001
pcoli__hsTPH_E2K_N91I_P99C__1,-0.2641435499,-0.9519543920000001
pcoli__hsTPH_E2K_N91I_P99C__2,-0.2598618847,-1.001633031
pcoli__hsTPH_N158trunc__1,2.4187781801,-0.7343660240000001
pcoli__hsTPH_N158trunc__2,2.9963958214,-0.7440339220000001
pcoli__hsTPH_N174trunc__1,0.4256867104,-0.6503933670000001
pcoli__hsTPH_N174trunc__2,2.6212446729,-0.683517832
pcoli__hsTPH_Ntermtrunc__1,1.5807773996,-0.41424029900000003
pcoli__hsTPH_Ntermtrunc__2,-0.5196663976,-0.39282706100000003
pcoli__hsTPH1__1,-0.7321524848000001,-0.565087404
pcoli__hsTPH1__2,-0.7428085023000001,-0.653241485
pcoli__MBP__1,0.9586498587000001,-1.129022146
pcoli__MBP__2,2.8376334693,-0.7798633140000001
pcoli__msCOMT__1,-0.42758026190000004,-0.99654473
pcoli__msCOMT__2,-0.6881364819,-0.9988061920000001
pcoli__ocAANAT__1,-2.0956878483,-0.97579028
pcoli__ocAANAT__2,-1.7662716044,-1.019713194
pcoli__osTDC_K374H__1,-2.7075093366000003,-0.36431494600000003
pcoli__osTDC_K374H__2,-2.3324257154,-0.27457942300000004
pcoli__osTDC_K374L__1,1.8542716010000002,-0.8205802050000001
pcoli__osTDC_K374L__2,3.0243238169,-0.7272556840000001
pcoli__osTDC_K374Q__1,-1.547270502,-0.6822556710000001
pcoli__osTDC_K374Q__2,-1.1861775556,-0.69920028
pcoli__osTDC_L360V__1,-1.212170049,-0.9896972420000001
pcoli__osTDC_L360V__2,-0.5704439245,-0.96335198
pcoli__pmTPH__1,-0.20011448510000002,-1.039286974
pcoli__pmTPH__2,1.2365473306,-1.008548684
pcoli__RFC__1,1.2489485191,-0.708155846
pcoli__RFC__2,1.4581533043000001,-0.7294685550000001
pcoli__RFCctrl__1,0.3069154722,-0.015211897
pcoli__RFCctrl__2,0.2698359354,-0.060799382000000006
pcoli__RFCnopause__1,1.3624221241,-0.041506
pcoli__RFCnopause__2,2.2942771792,-0.11553060200000001
pcoli__RFCpluspause__1,0.3605777029,-0.278313939
pcoli__RFCpluspause__2,0.33736122490000003,-0.37823869
pcoli__rnCOMT_sol__1,1.2416468187,0.006054255000000001
pcoli__rnCOMT_sol__2,0.9845527321,-0.017737728
pcoli__rnPNMT__1,-0.19350570290000002,-1.152709086
pcoli__rnPNMT__2,0.40166827520000004,-1.154532951
pcoli__rnTDC__1,0.3945395446,-1.066463564
pcoli__rnTDC__2,0.4073523612,-0.9739135040000001
pcoli__rnTDC_trunc__1,2.3596161843,-0.535432134
pcoli__rnTDC_trunc__2,3.5650604987,-0.47222792900000005
pcoli__saCOMT_T2A__1,-0.49426000750000004,-0.505980218
pcoli__saCOMT_T2A__2,-0.14099825800000002,-0.618961556
pcoli__sfCOMT__1,-1.8245104354000001,-1.175137484
pcoli__sfCOMT__2,-1.8223851107,-1.2386025
pcoli__sgAANAT_D63G__1,0.5099188135,-0.645930109
pcoli__sgAANAT_D63G__2,1.0965959109,-0.7551897820000001
pcoli__ssDDC__1,0.9437258327,-0.8346730360000001
pcoli__ssDDC__2,1.9529083504,-0.811642178
pcoli__TP53B__1,1.5803926222,-0.492893189
pcoli__TP53B__2,1.3152078015,-0.5093344160000001
pcoli__WT__1,0.4453222898,-0.255685641
pcoli__WT__2,-0.3056753068,-0.23374973400000001
cck__glu_ale4__1,-4.9773514784,-0.807082233
cck__glu_ale4__2,-5.3176710852,-1.399566679
cck__cck_ale1__1,-5.1110433844,-1.338304529
cck__cck_ale1__2,-5.0061446614,-1.271300965
cck__cck_ale2__1,-4.0135268651,-1.25330869
cck__cck_ale2__2,-4.0262384681,-1.2698372390000001
cck_pgi__gmos_delpgi__1,0.3434632777,-0.423489559
cck_pgi__gmos_delpgi__2,1.2406724261,-0.140367652
cck_pgi__pgi_ale1__1,-1.1334556622,-0.490680031
cck_pgi__pgi_ale1__2,-1.1238117719,-0.7342471190000001
cck_pgi__pgi_ale2__2,-1.1486443716,-0.48200847900000005
cck_pgi__pgi_ale3__1,-1.9396934786000002,-0.483164272
cck_pgi__pgi_ale3__2,-1.7439833689,-0.9506666960000001
cck_pgi__pgi_ale4__1,-2.1917059058,-0.44578877600000005
cck_pgi__pgi_ale4__2,-1.7591121128,-1.123385442
cck_pgi__pgi_ale4__3,-0.9802650089,-1.045617718
cck_pgi__pgi_ale5__1,-3.9739737376,-0.6427065070000001
cck_pgi__pgi_ale5__2,-3.4176347225,-1.055830967
cck_pgi__pgi_ale6__1,-2.6131786833,-0.67583512
cck_pgi__pgi_ale6__2,-1.9950341011,-0.761549004
cck_pgi__pgi_ale7__1,-2.9294393845,-0.6978717090000001
cck_pgi__pgi_ale7__2,-2.6040949579,-1.013546488
cck_pgi__pgi_ale8__1,-3.4899507006,-1.027852515
cck_pgi__pgi_ale8__2,-2.8870706396,-1.397184975
cck_sdh__gmos_delsdhCB__1,-3.0474102451,-0.18896767
cck_sdh__gmos_delsdhCB__2,0.3753728868,-0.233331702
cck_sdh__sdh_ale1__1,-5.0486093388,-0.6771656410000001
cck_sdh__sdh_ale1__2,-5.4166490602,-0.844213175
cck_sdh__sdh_ale2__1,-5.6899105066,-0.920110925
cck_sdh__sdh_ale3__2,-5.8001434195,-0.6561694920000001
cck_sdh__sdh_ale3__1,-4.9136444412,-0.8321430320000001
cck_sdh__sdh_ale3__3,-5.4530539523,-0.9318479970000001
cck_pts__gmos_delptsHIcrr__2,6.2491146791,-0.9089337810000001
cck_pts__gmos_delptsHIcrr__1,5.1737965033,-0.9301416100000001
cck_pts__pts_ale1__2,4.5584284245,-0.32920739200000004
cck_pts__pts_ale1__1,3.7456996250000003,-0.515445697
cck_pts__pts_ale2__2,-3.9358217028,-1.616884244
cck_pts__pts_ale2__1,-3.6263142284,-1.598490272
cck_pts__pts_ale3__2,-5.1586532728,-1.862734912
cck_pts__pts_ale3__1,-4.702951972,-1.410243719
cck_pts__pts_ale4__2,-3.8838846022,-1.394325268
cck_pts__pts_ale4__1,-4.0876615052,-1.4944749800000001
cck_gnd__gmos_delgnd__1,-3.6652436286,-0.39317149700000004
cck_gnd__gmos_delgnd__2,-4.3682931522,-0.34091631
cck_gnd__gnd_ale1__1,-4.2703558207,-1.3174720930000001
cck_gnd__gnd_ale1__2,-4.7775642798,-1.247648001
cck_gnd__gnd_ale2__1,-5.0484388312,-1.369053762
cck_gnd__gnd_ale2__2,-4.0223543596,-1.249122561
cck_gnd__gnd_ale3__1,-4.8256447751,-1.225168906
cck_gnd__gnd_ale3__2,-4.6521345505,-1.448353575
cck_tpiA__gmos_deltpiA__1,1.4918189333,-0.549941095
cck_tpiA__gmos_deltpiA__2,0.3049169449,-0.819637771
cck_tpiA__tpiA_ale1__1,-3.5830208653,-0.81881974
cck_tpiA__tpiA_ale1__2,-3.8524040722,-0.615263613
cck_tpiA__tpiA_ale2__1,1.7007760992,-0.618771931
cck_tpiA__tpiA_ale2__2,1.4558386546,-0.667208149
cck_tpiA__tpiA_ale3__1,-4.3107394187,-0.7112136960000001
cck_tpiA__tpiA_ale3__2,-4.0970963898,-0.840223142
cck_tpiA__tpiA_ale4__1,-4.5785981079999996,-0.811052785
cck_tpiA__tpiA_ale4__2,-4.6797185482,-0.866710944
acid_tale__acid_ale1_pH7__1,-0.052978997400000005,-0.994614477
acid_tale__acid_ale1_pH7__2,-0.18344152330000002,-1.023891623
acid_tale__acid_ale1_pH5__1,-6.2066381299,-0.732899305
acid_tale__acid_ale1_pH5__2,-6.4195752413000005,-0.6827414390000001
acid_tale__acid_ale2_pH7__1,-0.3692600682,-0.8973209870000001
acid_tale__acid_ale2_pH7__2,-0.5227572793,-0.8682182220000001
acid_tale__acid_ale2_pH5__1,-2.9747113099,-0.949179184
acid_tale__acid_ale2_pH5__2,-2.3026370351,-0.8661939420000001
acid_tale__low_Mg_ale_pH7__1,-0.9936376361,-0.949186665
acid_tale__low_Mg_ale_pH7__2,-0.8244048881,-0.837800846
acid_tale__low_Mg_ale_pH5__1,-4.1180481325,-0.7709386250000001
acid_tale__low_Mg_ale_pH5__2,-4.538999207,-0.841551041
acid_tale__MES_ale_pH7__1,-0.5192546639,-0.7540278840000001
acid_tale__MES_ale_pH7__2,0.1219625136,-0.8148888320000001
acid_tale__MES_ale_pH5__1,-7.0272929453,-0.5394806010000001
acid_tale__MES_ale_pH5__2,-6.7650679665,-0.354698448
acid_tale__gmos_pH7__1,-0.2823014964,-0.706185387
acid_tale__gmos_pH7__2,-0.37868893330000003,-0.774095257
acid_tale__gmos_pH5__1,-6.7272427605,-0.7234331380000001
acid_tale__gmos_pH5__2,-6.4728726068,-0.7654556250000001
adnB__wt_adn__1,2.347099208,-1.019356598
adnB__wt_adn__2,2.0258653618,-0.552720538
adnB__delydhB_adn__1,2.9272638858,-1.488277432
adnB__delydhB_adn__2,2.4282741969,-0.573251727
ytf2__wt_glc__1,-1.9577658338,-0.16569815400000001
ytf2__wt_glc__2,-1.6397602351,-0.126092811
ytf2__ybcM_glc__1,2.4063988796,-0.077552984
ytf2__ybcM_glc__2,2.5026982693,0.046579551000000004
ytf2__ydhB_glc__1,-2.3665447952,-0.17791384100000002
ytf2__ydhB_glc__2,-2.4530566068,-0.12174398500000001
ytf2__yfeC_glc__1,-2.9550934881,-0.16168137200000002
ytf2__yfeC_glc__2,-2.0247059131,-0.146315246
ytf2__yciT_glc__1,-1.7913287452,-0.136403981
ytf2__yciT_glc__2,-1.5634102871,-0.16270836
ytf2__ydiZ_glc__1,-1.0148153704,-0.30059193700000003
ytf2__ydiZ_glc__2,-1.54030258,-0.347544938
ytf2__ynfL_glc__1,-1.5752152039,-0.027396886000000002
ytf2__ynfL_glc__2,-1.7307888517999999,-0.032477141
misc2__dellon_glc__1,-3.3025785604,0.15563279600000002
misc2__dellon_glc__2,-3.0839545029,0.125462914
ytf3__wt_glc2__1,-0.0653505772,-0.055816216
ytf3__wt_glc2__2,0.2470240358,0.063869849
ytf3__wt_pH7_lactate__1,0.7677807163,0.20764949200000002
ytf3__wt_pH7_lactate__2,0.7002810363,0.07324340700000001
ytf3__wt_pH55_lactate__1,-4.2855608587,-0.028083327
ytf3__wt_pH55_lactate__2,-4.1591231433,0.052249656000000005
ytf3__wt_pH55_HCl__1,-3.7154369165,0.080185748
ytf3__wt_pH55_HCl__2,-3.4612225265,-0.042223853000000006
ytf3__dyieP_pH7__1,0.5155363667,0.019978848
ytf3__dyieP_pH7__2,0.4499025387,0.061545379000000004
ytf3__dyieP_pH55__1,0.5218247114,0.10182000000000001
ytf3__dyieP_pH55__2,1.0048516828,0.268491507
