,A,TrpR,TyrR
oxyR__oxyR_ale20__2,2.690422955978625,0.118877071,-0.039974271499999325
oxyR__oxyR_ale20_h2o2__1,1.6921433835120507,-0.04187050400000025,0.003917995500001048
oxyR__oxyR_ale20_h2o2__2,1.7395976240471904,-0.1676025750000001,0.04853420050000068
svns_pgi__BmePgi24_15__1,0.0320709537266995,0.15806113499999966,-0.02737232249999977
svns_pgi__BmePgi24_15__2,0.0247719021515843,0.1324122170000006,-0.04780001249999977
svns_pgi__BmePgi24_26__1,0.4068471611161777,0.3251101690000002,-0.10168561449999912
svns_pgi__BmePgi24_26__2,0.3476299731036267,0.33804204600000004,-0.13863780549999927
svns_pgi__BmePgi24_41__1,-1.7983634952698744,0.33266528500000003,0.34881967850000084
svns_pgi__BmePgi24_41__2,0.3210566600676523,0.12088148999999948,-0.08730803749999971
svns_pgi__BmePgi24_52__1,0.997523266294366,-0.044729048999999854,-0.010072423499998706
svns_pgi__BmePgi24_52__2,0.5811892006168342,0.11808719700000035,-0.17648785749999973
svns_pgi__PaePgi2_34__1,-1.9019841959314,0.6233376740000001,0.20184759350000012
svns_pgi__PaePgi2_34__2,-1.71678584924203,0.3672415129999997,0.11734539349999995
svns_pgi__PaePgi2_63__1,-2.404453543732939,0.5579839420000008,0.2694432275000009
svns_pgi__PaePgi2_63__2,-2.4189227492359184,0.3529342489999996,0.24529130950000064
svns_pgi__PaePgi24_54__1,-0.4421010421855049,0.5682873700000002,0.13353886050000074
svns_pgi__PaePgi24_54__2,-0.628018374876811,0.4857793739999998,0.08782855850000093
svns_pgi__PaePgi24_90__1,0.0605676464399263,0.6499659060000003,0.19032787850000066
svns_pgi__PaePgi24_90__2,-0.587580112842365,0.5829830060000001,0.18966713550000056
abx_media__m9_ctrl__1,-1.6248923262175077,-0.6982330090000001,0.009638584500000212
abx_media__m9_ctrl__2,-0.7906680426262735,-1.2840849790000002,0.14825311350000092
abx_media__rpmi_ctrl__1,-5.84702107963553,-1.0979646229999993,-0.18209122449999796
abx_media__rpmi_ctrl__2,-5.095630429964532,-1.4178891240000002,0.2029744495000001
abx_media__camhb_ctrl__1,-5.016017468503325,-2.3655142300000005,-0.5455479734999988
abx_media__camhb_ctrl__2,-5.8002177552597365,-3.0251937950000003,-0.6385058354999993
abx_media__m9_mero__1,-1.4680623738864569,-1.046461569,-0.1343648214999993
abx_media__m9_mero__2,-1.4761805843359048,-1.4285502230000002,-0.16004899150000007
abx_media__rpmi_mero__1,-6.130060958609431,-1.5357914570000002,-0.3303919974999996
abx_media__rpmi_mero__2,-6.060611334246967,-1.8618089410000005,-0.06475076449999939
abx_media__camhb_mero__1,-5.3624608758467085,-3.71345713,-1.0091651075000003
abx_media__camhb_mero__2,-5.204369916408495,-3.923043916000001,-0.9203391424999996
abx_media__m9_trisulf__1,-4.144237634661628,-1.2856449740000002,-0.015714782499999913
abx_media__m9_trisulf__2,-3.690300846508781,-1.5491439590000002,0.051639723500000116
abx_media__rpmi_trisulf__1,-4.332859901904133,-1.1487422450000002,-0.5295442764999994
abx_media__rpmi_trisulf__2,-4.3914823309220425,-1.219704515,-0.5068848584999994
abx_media__camhb_trisulf__1,-5.537919187758556,-2.217996755,-0.2672574724999999
abx_media__camhb_trisulf__2,-5.338127491370443,-1.7056100880000002,-0.3775183704999998
abx_media__m9_cef__1,-2.994341663151498,-1.602115811,-0.008117470499999335
abx_media__m9_cef__2,-2.4720670417068624,-1.5028911339999995,0.013219104500000078
abx_media__rpmi_cef__1,-2.6080343095855807,-0.9726665619999996,0.2830157845000008
abx_media__rpmi_cef__2,-2.5223856452288644,-0.8687525870000004,0.2963090005000009
abx_media__camhb_cef__1,-4.856233521333492,-2.1544306069999997,-0.2433472234999989
abx_media__camhb_cef__2,-4.697530559873329,-1.979023843,-0.2493751384999987
abx_media__m9_cipro__1,-2.896438693577413,-1.07699956,-0.18874390650000009
abx_media__m9_cipro__2,-2.8901421517207377,-1.1316015579999998,-0.2099662244999996
abx_media__rpmi_cipro__1,-3.7237651151652553,-1.354689553,-0.4821898544999996
abx_media__rpmi_cipro__2,-4.36366243043737,-0.9519742510000002,-0.5204770474999991
abx_media__camhb_cipro__1,-6.045072544206379,-2.3394160710000005,-0.537083824499998
abx_media__camhb_cipro__2,-6.136619162146143,-2.5037850010000007,-0.4516269375000004
hot_tale__42c_ale3_30c__1,1.5030679890473055,-0.2731387249999999,-0.3249688554999999
hot_tale__42c_ale3_30c__2,1.2949030591783584,-0.10072160899999982,-0.3795756394999996
hot_tale__42c_ale3_37c__1,1.191071487902071,0.6883139789999984,-0.30828850949999964
hot_tale__42c_ale3_37c__2,1.5440757095709627,0.11842840600000135,-0.29418638649999984
hot_tale__42c_ale3_44c__1,-0.2776115994646664,0.5337090589999995,0.5488233024999998
hot_tale__42c_ale3_44c__2,-0.2907922449386095,0.4268801389999997,0.4516306295000003
hot_tale__hot_ale3_mid_30c__1,-1.0784201037472316,-0.12982265200000054,0.11383092250000093
hot_tale__hot_ale3_mid_30c__2,-0.9757540719751492,0.2522686009999999,0.0621070235000003
hot_tale__hot_ale3_mid_37c__1,0.1229652767077935,0.3138143170000003,-0.3070936575000003
hot_tale__hot_ale3_mid_37c__2,0.0610617118455282,0.2627541029999998,-0.15959407849999874
hot_tale__hot_ale3_mid_44c__1,0.2225511581657003,0.5593301400000001,0.02930726050000043
hot_tale__hot_ale3_mid_44c__2,0.7161115733387706,0.5850542229999993,0.2443419735000001
hot_tale__hot_ale3_30c__1,-1.1318194422565426,-0.01184183100000169,-0.0635110464999995
hot_tale__hot_ale3_30c__2,-0.5209500213191106,-0.061993552999999764,-0.1947191704999991
hot_tale__hot_ale3_37c__1,-0.0529525608952928,0.10379506700000007,-0.4305963284999992
hot_tale__hot_ale3_37c__2,-0.1244908575668368,0.07729124200000026,-0.35445955249999983
hot_tale__hot_ale3_44c__1,-0.0530821523443746,0.8483554479999995,-0.17384205649999984
hot_tale__hot_ale3_44c__2,0.8172685040793265,0.2211458779999997,-0.05052296949999935
hot_tale__hot_ale4_30c__1,1.6763851547230268,-0.018326461000000016,-0.3119748784999992
hot_tale__hot_ale4_30c__2,1.848150799013221,-0.002294140000000056,-0.3825624325000003
hot_tale__hot_ale4_37c__1,1.422046962043945,0.05010151799999907,-0.4684274934999992
hot_tale__hot_ale4_37c__2,1.4527981171081612,0.24683010600000002,-0.3443794374999998
hot_tale__hot_ale4_44c__1,1.5119629576377154,0.7849450139999998,0.2692837755000008
hot_tale__hot_ale4_44c__2,0.8832940913228606,0.7311630849999995,0.26317655950000063
hot_tale__hot_ale8_30c__1,1.1961622012330944,-0.2495672769999997,-0.1575936164999998
hot_tale__hot_ale8_30c__2,1.3669660085883613,-0.3626628370000001,-0.2661097134999988
hot_tale__hot_ale8_37c__1,0.5126848695651636,-0.0873413989999996,-0.2372451104999991
hot_tale__hot_ale8_37c__2,0.3041649822378671,-0.1163439989999997,-0.2488959074999997
hot_tale__hot_ale8_44c__1,-0.0573361579547488,0.7880802170000001,0.6890013535000001
hot_tale__hot_ale8_44c__2,0.0277444238889064,0.8822008099999996,0.5105992175000003
hot_tale__hot_ale9_mid_30c__1,-0.343436993517479,-0.196029267000001,-0.2508406204999991
hot_tale__hot_ale9_mid_30c__2,-0.1337630374648664,0.035950476000000016,-0.31365199449999803
hot_tale__hot_ale9_30c__1,2.2864042155643816,-0.20949117600000025,-0.4741836764999992
hot_tale__hot_ale9_30c__2,2.534172518964847,-0.12095082999999995,-0.5080223284999992
hot_tale__hot_ale9_mid_37c__1,1.1072777022092368,0.023633742000000343,-0.24856439749999915
hot_tale__hot_ale9_mid_37c__2,0.7566756722017464,0.23043426799999975,-0.30823468549999955
hot_tale__hot_ale9_37c__1,1.460191566604822,0.21116755099999995,-0.4123048704999999
hot_tale__hot_ale9_37c__2,1.591542728270246,0.08904066200000038,-0.3829633264999997
hot_tale__hot_ale9_mid_44c__1,-0.0329708902226343,0.6630639239999985,0.34863191850000064
hot_tale__hot_ale9_mid_44c__2,1.0372021296299356,0.5964743089999995,0.4653047365000012
hot_tale__hot_ale9_44c__1,2.329980291764384,0.8964597670000005,0.19854093849999987
hot_tale__hot_ale9_44c__2,1.7649110726035848,0.802707066,0.16124646950000088
hot_tale__hot_ale10_30c__1,0.5393533335627605,-0.08686122800000008,-0.13006518149999913
hot_tale__hot_ale10_30c__2,0.4801648080690788,-0.4684699969999997,-0.254749638499999
hot_tale__hot_ale10_37c__1,1.3135102517896846,-0.05008566500000011,-0.4034446714999991
hot_tale__hot_ale10_37c__2,1.1980407705271003,0.14676746900000026,-0.4633705694999994
hot_tale__hot_ale10_44c__1,0.7688148106043294,1.1920374869999997,0.27588284050000045
hot_tale__hot_ale10_44c__2,-0.2160305577855636,1.1281632179999992,0.23076354450000025
hot_tale__hot_ale16_30c__1,-0.108369805945675,-0.3403995740000001,-0.3366500844999996
hot_tale__hot_ale16_30c__2,0.2806388346853894,-0.2617969629999992,-0.2285800984999993
hot_tale__hot_ale16_37c__1,0.0368138237542639,0.032885095000000135,-0.5441485664999997
hot_tale__hot_ale16_37c__2,0.0689935475058003,0.10422522899999986,-0.5946061675000003
hot_tale__hot_ale16_44c__1,-0.2395980651425194,1.1542405479999998,0.19116616950000065
hot_tale__hot_ale16_44c__2,-0.7688826526225241,1.1378368629999995,0.2011261815000012
pdhr_ale__pdhR-13_51__1,-1.9740461125288404,-0.2503174939999999,-0.1832230604999996
pdhr_ale__pdhR-13_51__2,-1.871197179665564,-0.23835412599999994,-0.1498962904999992
pdhr_ale__pdhR-14_46__1,-2.9849352924754,-0.1921326489999986,0.1746852575000002
pdhr_ale__pdhR-14_46__2,-3.0288413443428883,-0.060454306000000464,0.3906057905000005
pdhr_ale__pdhR-15_51__1,-1.5457436576110144,-0.33231244200000104,0.1101380135000003
pdhr_ale__pdhR-15_51__2,-2.0616032613038544,-0.3254820700000005,0.08578223249999972
pdhr_ale__pdhR-16_49__1,-3.458490616775959,-0.3005498419999997,0.3103857005000004
pdhr_ale__pdhR-16_49__2,-4.007704560691909,0.11435849799999966,0.1912344465000011
tcs__del_atoC_LiAcet__1,-2.5330300431941675,-0.5725931839999996,0.3891515424999996
tcs__del_atoC_LiAcet__2,-2.6173980271590103,-0.4772444240000002,0.5097199635000003
tcs__del_atoC_LiCl__1,-3.6690949592548345,-0.5360336590000001,0.602135531500001
tcs__del_atoC_LiCl__2,-3.704530045969365,-0.6317747389999999,0.5831505945000002
tcs__del_atoC_m9__1,-3.2211447440426224,-0.5210375750000003,0.6474667495000004
tcs__del_atoC_m9__2,-3.131458008799118,-0.5512964340000002,0.7039626024999999
tcs__del_baeR_etoh__1,-8.502729524276527,-1.3174041020000002,0.5678975895000002
tcs__del_baeR_etoh__2,-7.983734608849331,-1.6473649730000002,0.6364931475000004
tcs__del_baeR_lb__1,-8.520857071980613,-1.5007077010000005,0.2957524015000006
tcs__del_baeR_lb__2,-7.922451035964436,-1.5663911240000001,0.3143950655000021
tcs__del_btsR_01xlb__1,-8.244564073349181,-1.4345461439999996,0.19078338250000024
tcs__del_btsR_01xlb__2,-8.08237756708144,-1.7750794680000004,0.14581387950000035
tcs__del_btsR_lb__1,-6.6826280065851815,-1.1554983649999997,0.8279705174999998
tcs__del_btsR_lb__2,-6.546300789365023,-1.2608023299999995,0.7948751645000005
tcs__del_btsR_pyruvate__1,-8.02130157459926,-1.4779064519999998,0.2938680535000007
tcs__del_btsR_pyruvate__2,-8.026483252923505,-1.6356506189999998,0.2717787825000002
tcs__del_cpxR_etoh__1,-8.343159507109503,-1.6573770799999998,1.0228838925000003
tcs__del_cpxR_etoh__2,-8.68397569414767,-1.5191379290000002,0.9261073624999998
tcs__del_cpxR_lb__1,-8.622101732397986,-1.16306404,0.27284426550000074
tcs__del_cpxR_lb__2,-8.587345493664595,-1.487254827,0.27390638350000085
tcs__del_cusR_CuSO4__1,-7.215615580752507,-0.6159071079999999,0.18264440650000055
tcs__del_cusR_CuSO4__2,-7.376544824665237,-0.24054856299999994,0.20613942650000092
tcs__del_cusR_lb__1,-7.294976389466695,-1.583825513,0.7838180335000002
tcs__del_cusR_lb__2,-7.099618909488189,-1.4637450799999998,0.8135654275000004
tcs__del_kdpE_01-kcl__1,-7.990960410808286,0.10205394699999992,0.18430621250000007
tcs__del_kdpE_01-kcl__2,-7.705177563579565,-0.03942553999999987,0.1531091335000001
tcs__del_kdpE_115-kcl__1,5.148898200600604,0.5884204889999998,0.35525349350000024
tcs__del_kdpE_115-kcl__2,4.905801460357502,0.4927251370000008,0.3341423624999997
tcs__del_phoB_m9__1,-2.268806733888536,-0.6945140409999997,0.4711027385
tcs__del_phoB_m9__2,-2.513661060287159,-0.6498266600000004,0.4164746405000006
tcs__del_phoB_m9p__1,-4.267357842702428,-1.7753494339999998,-1.2726248804999996
tcs__del_phoB_m9p__2,-4.273322373854791,-1.7008991939999998,-1.2883983204999998
tcs__del_rcsB_etoh__1,-8.352662045955626,-1.518044294,0.1602983515000007
tcs__del_rcsB_etoh__2,-7.923937864169436,-1.3929846220000002,0.33433032050000033
tcs__del_rcsB_lb__1,-8.461866519282255,-0.8912954559999999,0.4369813185000009
tcs__del_rcsB_lb__2,-8.159557470295411,-0.974985074,0.3965974325000001
tcs__del_zraR_lb__1,-7.42119207469195,-1.5472706689999995,0.14945635249999967
tcs__del_zraR_lb__2,-7.058174079296053,-1.560862653,0.04741235650000064
tcs__del_zraR_zncl2__1,-5.744889343133867,-0.8363800699999997,0.3722812424999997
tcs__del_zraR_zncl2__2,-5.999957587189487,-0.967175816,0.4514641085000006
tcs__wt_01-kcl__1,-8.870887278866139,-0.23716101499999984,0.4055757595000005
tcs__wt_01-kcl__2,-8.471485059761621,-0.9027599120000004,0.451911475500002
tcs__wt_01xlb__1,-8.303445246594134,-1.564684486,0.3382187265000001
tcs__wt_01xlb__2,-8.178998916071125,-1.5607226169999997,0.3586515345000008
tcs__wt_115-kcl__1,6.35881697225684,0.5670515460000001,0.2479375125000001
tcs__wt_115-kcl__2,6.399523080123374,0.7611231929999995,0.3258509985000009
tcs__wt_CuSO4__1,-7.973447816531055,-1.0789793490000001,-0.02886447849999918
tcs__wt_CuSO4__2,-8.299571132857995,-1.141733521,0.041262900500000484
tcs__wt_etoh__1,-7.618234813281572,-1.4695079939999998,0.031018745500000836
tcs__wt_etoh__2,-8.07908675347808,-1.0226179129999995,0.057958436500000765
tcs__wt_lb__1,-8.32291185822387,-1.322262972,0.25132698550000043
tcs__wt_lb__2,-7.825532912615155,-1.2221823379999996,0.19600348749999966
tcs__wt_LiAcet__1,-2.812945944886103,-0.7504005039999999,0.4387788745000005
tcs__wt_LiAcet__2,-3.4908525275724025,-0.3680478029999996,0.4275426655000008
tcs__wt_LiCl__1,-3.84290261262681,-0.42548905700000095,0.5068465675000002
tcs__wt_LiCl__2,-4.023784814771421,-0.2811236260000003,0.5050926155000006
tcs__wt_m9p__1,-3.600214866882792,-1.531961902,-1.1474459025000003
tcs__wt_m9p__2,-3.396012082066199,-1.6937918180000002,-1.065443583499999
tcs__wt_pyr__1,-8.254981200041788,-1.0463871200000003,0.3816146175000004
tcs__wt_pyr__2,-8.060337884759392,-1.1515774270000003,0.36930554150000106
tcs__wt_zncl2__1,-4.67600988910348,-1.3535360840000001,0.21945374150000066
tcs__wt_zncl2__2,-4.668279299853319,-1.2766849989999989,0.20117644750000085
ros_tale__0_0_0pq__1,0.6403871178589209,0.1795895870000006,-0.24770264949999896
ros_tale__0_0_0pq__2,0.5623537856892754,0.1828211399999997,-0.11861810150000007
ros_tale__0_0_250pq__1,-1.904177214859355,0.5148229730000002,0.5825775435000002
ros_tale__0_0_250pq__2,-1.85579297205706,0.4870493309999997,0.6346486315000011
ros_tale__1_mid_250pq__1,0.1049805854072412,0.04525793600000138,0.17233210450000058
ros_tale__1_mid_250pq__2,0.3915483882783582,0.246312917,0.19588935250000092
ros_tale__1_0_0pq__3,-1.0708868688721926,0.31153900299999915,-0.3024377994999989
ros_tale__1_0_0pq__4,-1.120766479210318,0.2857501149999999,-0.3570680924999996
ros_tale__1_0_250pq__1,-0.0620876813919968,0.2398164339999997,-0.3570319884999993
ros_tale__1_0_250pq__2,-0.0977007564559683,0.390637999,-0.4358178354999991
ros_tale__1_0_750pq__1,0.2647320063534044,-0.9035644650000004,-0.14208889250000034
ros_tale__1_0_750pq__2,-1.1805589028767016,-1.1199006750000002,0.09415816450000047
ros_tale__1_1_0pq__1,-3.001140945744388,-1.137221821000001,0.5503108735000009
ros_tale__1_1_0pq__2,-2.453736796851385,-0.7572102560000005,0.5194396885000003
ros_tale__1_1_250pq__1,-3.105778011602084,-1.037866944,0.2560915374999997
ros_tale__1_1_250pq__2,-2.8817937261245685,-1.0911995460000004,0.3044177235000003
ros_tale__1_1_750pq__1,-4.782808356931848,-0.6523740990000002,0.2624412574999999
ros_tale__1_1_750pq__2,-4.760997840839525,-0.8663983960000001,0.2598867995000003
ros_tale__1_2_0pq__1,-2.8162490290918623,-0.5923228779999999,0.22313603150000105
ros_tale__1_2_0pq__2,-2.619608248084976,-0.1675647370000002,0.16271332749999967
ros_tale__1_2_250pq__1,-3.947071770658338,-0.7150798610000004,0.43331473050000197
ros_tale__1_2_250pq__2,-3.867573012093844,-0.4020364839999999,0.4952033745000009
ros_tale__1_2_750pq__1,-5.316808348384614,-0.8268236069999997,0.5411377165000006
ros_tale__1_2_750pq__2,-5.806037483151953,-0.44423504799999947,0.5023806935000001
ros_tale__1_3_0pq__1,-4.994195790146156,-0.490120396,0.6941930165000008
ros_tale__1_3_0pq__2,-5.585848304019648,-0.5415245370000008,0.7608342955000005
ros_tale__1_3_250pq__1,-4.243369512598894,-1.0657453939999986,0.6648540875000002
ros_tale__1_3_250pq__2,-6.325526626476017,-0.6889153070000003,0.9163908705000008
ros_tale__1_3_250pq__3,-6.037845715020609,-0.3180278870000004,1.0180742795000004
ros_tale__1_3_250pq__4,-3.988573248783244,-0.5146686879999995,1.1088731145000006
ros_tale__1_3_750pq__1,-5.615599928904983,-0.6109810429999998,0.7506122745000008
ros_tale__1_3_750pq__2,-5.192238045128977,-0.9509816079999992,0.6135733405000003
ros_tale__1_4_0pq__1,-0.0110645904563198,-0.3744990589999997,1.0960024295000004
ros_tale__1_4_0pq__2,-0.2671020657367826,-0.24292596,1.0813047515000012
ros_tale__1_4_250pq__1,-2.390625225426892,-0.6654633299999997,0.9106749325
ros_tale__1_4_250pq__2,-1.0813167375831152,-0.31118433799999945,1.1899631005000009
ros_tale__1_4_750pq__1,-0.8892463509451253,-0.8631507760000003,0.803983593499999
ros_tale__1_4_750pq__2,-4.310682822621101,-0.10352797399999858,0.7627201875000003
ros_tale__1_4_750pq__3,-0.6940624973818883,-0.8454973560000001,1.3603575015000011
ros_tale__1_4_750pq__4,-3.2474803169826463,-0.5273411329999993,1.301485563499999
ros_tale__2_mid_250pq__1,-0.1859582090212133,0.12770948399999948,0.5528827305000004
ros_tale__2_mid_250pq__2,0.1668796309959898,0.10991937100000017,0.33137194450000074
ros_tale__2_0_0pq__1,-5.109227560381254,-0.9318976,0.6760918295000007
ros_tale__2_0_0pq__2,-5.090940490922004,-0.910550185,0.7311475155000009
ros_tale__2_0_250pq__1,-0.0515922640438114,0.2294625470000007,-0.470490708499999
ros_tale__2_0_250pq__2,-0.222491336304787,0.2600934649999997,-0.4292617254999991
ros_tale__2_0_750pq__1,6.030959133494019,0.02141569299999979,0.4431987695000004
ros_tale__2_0_750pq__2,6.924945151721984,0.18413060200000064,0.508437980500001
ros_tale__2_1_0pq__1,-1.251076471799967,-1.0942990320000003,0.25282287350000043
ros_tale__2_1_0pq__2,-1.4945002105428162,-1.0294033060000007,0.4598360015000012
ros_tale__2_1_250pq__1,-4.923556453197456,-1.3893717470000002,0.9232969374999992
ros_tale__2_1_250pq__2,-3.735584042402452,-1.6155741400000003,0.6108848805000004
ros_tale__2_1_750pq__1,-5.378804715064425,-0.811084245,0.4980868735000002
ros_tale__2_1_750pq__2,-4.976398058200732,-0.7870844520000002,0.5113861284999999
ros_tale__2_1_750pq__3,-4.800351887710904,-0.6734533770000004,0.6010929825000009
ros_tale__2_2_0pq__1,-0.9576784860312868,-1.1582675350000002,0.19700304950000014
ros_tale__2_2_0pq__2,-1.1986618456883176,-0.9562369120000004,0.9820524505000005
ros_tale__2_2_250pq__1,-2.0056734320056315,-0.4129746839999999,0.10567774450000034
ros_tale__2_2_250pq__2,-2.062730811017418,-0.4809455329999999,0.7201937685000006
ros_tale__2_2_750pq__1,-2.322023926040325,-0.3510292370000005,0.7052045855000006
ros_tale__2_2_750pq__2,-0.8081883658294648,0.0014489320000006245,0.742119903499999
ros_tale__2_3_0pq__1,-2.1682775228210334,-0.34278033699999977,1.0081037225000005
ros_tale__2_3_0pq__2,-3.955411534776184,-0.4081723420000003,1.0179162734999991
ros_tale__2_3_250pq__1,-3.922285424639128,0.2886688580000003,0.7654281365000006
ros_tale__2_3_250pq__2,-3.875209446408537,0.006750492999999302,0.5587540535000004
ros_tale__2_3_750pq__1,-4.318285683029734,0.11700212799999933,0.8090393335000003
ros_tale__2_3_750pq__2,-4.570807251873296,-0.053992618999999735,0.6556505295000008
ros_tale__3_0_0pq__1,-2.241115285109222,-1.2007169829999995,0.3927013615000012
ros_tale__3_0_0pq__2,-2.687479011058705,-0.8081215100000003,0.4171635615000007
ros_tale__3_0_250pq__1,-0.9306494374073264,-0.5745576020000005,0.9479705815000008
ros_tale__3_0_250pq__2,-1.028263779852857,-0.5941992389999999,0.7572289305000002
ros_tale__3_0_750pq__1,8.775704133529581,0.5127236820000007,0.9945231415000012
ros_tale__3_0_750pq__2,10.00926790036932,0.5741282189999994,1.2973892974999996
ros_tale__3_1_0pq__1,-2.3755613918866825,-0.970177296,0.35264044950000084
ros_tale__3_1_0pq__2,-1.6315332271468943,-1.358198744,0.4366632605000005
ros_tale__3_1_250pq__1,-3.226612760903065,-0.8655991710000004,0.4596247585000004
ros_tale__3_1_250pq__2,-4.144224268742386,-1.0799704510000003,0.4015548935000002
ros_tale__3_1_750pq__1,-4.055231501948303,-0.884206314,0.3525457655000004
ros_tale__3_1_750pq__2,-4.842356193603196,-1.0314288970000005,0.2794360865000014
ros_tale__3_2_0pq__1,-4.669071390532367,0.21645080399999994,-0.0042348794999993436
ros_tale__3_2_0pq__2,-4.353985290314796,-0.005920476000000008,0.15252754850000014
ros_tale__3_2_0pq__3,-4.952097490351833,0.2526910779999998,0.0563044485000006
ros_tale__3_2_0pq__4,-4.933736436467164,0.3950749620000007,0.14353849550000053
ros_tale__3_2_250pq__1,-6.085005886927666,-0.8297123270000002,0.07553829350000019
ros_tale__3_2_250pq__2,-5.301606901556328,-0.7497818050000005,-0.035638302499999774
ros_tale__3_2_750pq__1,-1.304481926386898,-1.419680264,0.2142126124999999
ros_tale__3_2_750pq__2,-0.3232322851493104,-1.7199294820000004,-0.3781699915000001
ros_tale__3_3_0pq__1,-5.894746640549923,-1.0069942039999995,0.7078838674999997
ros_tale__3_3_0pq__2,-6.742432417077306,-0.643963276,0.8280620435000001
ros_tale__3_3_0pq__3,-5.598517967858236,-0.6536382179999993,0.8669354155000004
ros_tale__3_3_0pq__4,-6.475872033730502,-0.3637286800000004,1.0005230545000003
ros_tale__3_3_250pq__1,-3.931265668742961,-0.7959323779999998,-0.19787152049999968
ros_tale__3_3_250pq__2,-3.387813893091321,-0.5733282279999994,0.17192576750000033
ros_tale__3_3_750pq__1,-3.386164303267117,-0.6463744849999999,-0.11793079549999952
ros_tale__3_3_750pq__2,-3.36979141930023,-0.8867590759999997,-0.07441315149999905
ros_tale__3_4_0pq__1,-6.790675675631999,-1.2731869610000004,0.0010529305000019915
ros_tale__3_4_0pq__2,-6.920627007160501,-1.3322148609999998,0.1411316755000005
ros_tale__3_4_250pq__1,-6.77632014475012,-1.2343902520000007,0.03696059150000064
ros_tale__3_4_250pq__2,-5.994147758843132,-0.9635953539999996,0.1321471995000003
ros_tale__3_4_750pq__1,-5.257643123576935,-0.7134931629999999,0.03668759450000092
ros_tale__3_4_750pq__2,-5.6817199230659305,-0.3259418210000007,-0.11926139449999963
pcoli__atASMT_325G__1,-0.3492096604781553,0.7530401260000001,0.2873024145000009
pcoli__atASMT_325G__2,-0.3160714292160762,0.7662113260000014,0.3370525245000007
pcoli__bpTDC__1,-0.6176810064845538,0.6360276320000002,0.3892760874999999
pcoli__bpTDC__2,-0.410085727148835,0.6614257610000003,0.3863678495000009
pcoli__BRCA__1,-1.8942569497519293,0.5717177199999997,0.3514051545000001
pcoli__BRCA__2,-1.815182743210891,0.6134434859999995,0.39134175550000094
pcoli__BRCActrl__1,-0.0182750914883901,0.993768415,0.8118157365000007
pcoli__BRCActrl__2,-0.5727403835728906,0.783357917,0.9752056205000006
pcoli__BRCAswap__1,-2.971075812504683,0.5370829310000014,0.3887345185000006
pcoli__BRCAswap__2,-3.121042239163313,0.5470867539999995,0.35686478150000056
pcoli__btAANAT__1,-2.765771425127531,0.5664229539999983,0.1977986095000004
pcoli__btAANAT__2,-2.187383733590701,0.4233178549999996,0.2781764435000005
pcoli__btASMT__1,-2.927950529327694,0.5810088550000003,0.2785205724999997
pcoli__btASMT__2,-2.7558952679647577,0.5841095410000001,0.2698817405000007
pcoli__CC1__1,-0.6076491367224091,0.8693639389999985,0.3483533945000001
pcoli__CC1__2,-0.9886809126647548,1.0024234320000005,0.4789580865000014
pcoli__ccCOMT__1,0.3791068808683973,0.878490019,0.2492927685000001
pcoli__ccCOMT__2,0.4502180264621174,0.8049199779999991,0.2630622085000009
pcoli__ckDDC__1,0.0558060726974479,0.6268015849999999,0.4071532295000005
pcoli__ckDDC__2,0.5568826222682829,0.5190972279999997,0.5399266885000005
pcoli__CNTF_belt__1,0.8532461055588173,0.9209595670000006,0.3106809645000004
pcoli__CNTF_belt__2,0.0426957954498216,0.8063222219999995,0.4180722724999999
pcoli__cobPNMT__1,0.4540288290333202,0.8302699699999998,0.25232184450000084
pcoli__cobPNMT__2,0.1652994896111714,0.7965006079999997,0.2171105745000004
pcoli__cvPhhB__1,0.3310683072086777,0.7591803399999995,0.2618400274999999
pcoli__cvPhhB__2,0.2448469843131659,0.7649568329999985,0.2492479545000004
pcoli__ggAANAT__1,-1.1820765981841463,0.6672748959999995,0.06852334450000086
pcoli__ggAANAT__2,-0.995987011346481,0.6251152370000002,0.06656713350000043
pcoli__ggTPH__1,-2.8484463956988115,0.5697678100000001,0.23119310650000105
pcoli__ggTPH__2,-2.2360931694396124,0.3254549120000005,0.2285124955000004
pcoli__hsAANAT__1,-1.395734569282638,0.5126147939999983,0.6463023085000001
pcoli__hsAANAT__2,-1.987535994767759,0.7525994729999992,0.5749544045000006
pcoli__hsASMT__1,-1.949022851981479,0.5115211420000003,0.3250576084999999
pcoli__hsASMT__2,-1.2197238831258206,0.42451798100000016,0.2710822815000009
pcoli__hsPNMT_mb__1,0.1534379827161822,0.7831161460000002,0.16487369750000092
pcoli__hsPNMT_mb__2,0.0137491222806516,0.7554473389999998,0.17652757350000048
pcoli__hsTPH__1,-0.7181059776857717,0.7502073679999991,0.0615875835000006
pcoli__hsTPH__2,-0.5750242241223613,0.6133210710000014,0.053652697500000464
pcoli__hsTPH_E2K__1,-1.3658430717899974,0.6499813200000002,0.4691171285000007
pcoli__hsTPH_E2K__2,-0.7352754783699311,0.6860735439999983,0.5039653025000002
pcoli__hsTPH_E2K_N91I_P99C__1,-1.293001060660346,0.5617743589999984,0.2876371805000009
pcoli__hsTPH_E2K_N91I_P99C__2,-1.3662636094714329,0.5316656729999991,0.13518139850000033
pcoli__hsTPH_N158trunc__1,-1.4643429237275938,0.4478399589999995,0.6398686165000012
