,A,Rv3066,Rv3249c,mbcA
kinase:DMSO_0h_F:1,-4.3475299966,-1.1079822025,0.2930719754,0.9820125752000001
kinase:DMSO_0h_F:2,-4.0763457486,-1.0444151883,0.1556732717,0.9686105458000001
kinase:DMSO_0h_F:3,-4.2511131858,-1.0001413385,0.4448527836,1.0951573163
kinase:DMSO_0h_H:1,0.41174407430000004,0.4940951288,-0.2008907494,0.11630566960000001
kinase:DMSO_0h_H:2,0.22761135770000002,0.3770677672,-0.1970046916,0.2033206987
kinase:DMSO_0h_H:3,0.8104297131,0.2389946977,-0.1754187367,0.35220389550000003
kinase:DMSO_0h_H:4,0.9948557461,0.3312375542,-0.25985542040000004,0.4082287079
kinase:DMSO_0h_H:5,0.15970866320000002,0.3401209838,-0.1807144664,0.21962841560000002
kinase:DMSO_0h_H:6,0.3683102771,0.3856611092,-0.0638684813,0.1973279832
kinase:DMSO_0h_I:1,-0.6535426798,-0.3308728098,0.0876482573,0.2717317618
kinase:DMSO_0h_I:2,-0.5149963126,0.0840660483,0.028312081200000002,-0.1639582494
kinase:DMSO_0h_I:3,0.5313662036,-0.1722251787,0.1994793743,-0.3231130498
kinase:DMSO_0h_I:4,0.7797407638,0.6489273214,-0.0444631273,-0.0407086034
kinase:DMSO_0h_I:5,-0.0852705599,-0.23911529780000002,-0.0173444991,0.0070861711
kinase:DMSO_0h_I:6,-0.0572974152,0.0092199167,-0.2536320865,0.2489619697
kinase:pknD_T10_48h:1,-2.7225900364,-0.8496660563,0.0934371796,0.8929210868
kinase:pknD_T10_48h:2,-2.6887051311,-0.9106602934,0.212304126,0.7512471299
kinase:pknD_T10_48h:3,-2.6703855269,-0.6874421097,0.0484267212,0.7942853946
kinase:pknL_T10_48h:1,-5.0272118663,-1.5870916187000002,0.41540069620000003,-0.2653909702
kinase:pknL_T10_48h:2,-4.9121284664000004,-1.8748258552000001,0.4282009138,-0.24234365060000002
kinase:pknL_T10_48h:3,-5.2486197444,-1.8924476607,0.6291228109,-0.23747139700000003
kinase:pknL_T4_48h:1,-2.1593897141,-1.2815923465,1.2556463387,1.2517992381
kinase:pknL_T4_48h:2,-2.0476958075,-0.9254090877000001,1.115717243,1.0334599684
kinase:pknL_T4_48h:3,-1.9260684112000002,-1.0559479833,1.4809096725,1.3008868135
kinase:T10_12h_F:1,-4.1678500338,-1.2714256036,0.5061623159,1.3012813522
kinase:T10_12h_F:2,-4.0203200292,-1.096718637,0.6023158753,1.2746966786
kinase:T10_12h_F:3,-3.9955954333,-1.105541975,0.4763686386,1.3591153291
kinase:T10_12h_H:1,-4.4266509611,-1.3026362974,0.7680864305,1.492600946
kinase:T10_12h_H:2,-3.7917263935000003,-1.5270692385,0.8292944199000001,1.6681065612000001
kinase:T10_12h_H:3,-3.799217424,-1.0084196181,0.8269507469,1.4677296480000002
kinase:T10_12h_I:1,-3.0463055301,-1.5320104393,-0.4877026243,0.6556278351
kinase:T10_12h_I:2,-2.1423024613,-0.3001223656,-0.2505959922,0.5422056937
kinase:T10_24h_F:1,-4.2251942763,-1.3997543691,0.6398971793,1.286833207
kinase:T10_24h_F:2,-3.7767399892,-1.3611825734,0.5682153528,1.2878876266
kinase:T10_24h_F:3,-4.0127926795,-1.4330157828,0.5480492611000001,1.2611387946
kinase:T10_24h_H:1,-4.6178922051,-1.1400514739,0.2912386214,1.0748694439
kinase:T10_24h_H:2,-4.5577589063,-1.0955206017,0.5791299633,1.2012892502999999
kinase:T10_24h_H:3,-4.4092672736,-1.0726390798,0.6703386135,1.4547104993
kinase:T10_24h_I:1,-2.387860389,-0.4364586247,-0.2242017993,0.5361362366
kinase:T10_24h_I:2,-2.2945750688,-0.3865055719,-0.2405904113,0.44518642610000003
kinase:T10_48h_F:1,-3.3119095874,-1.1211519642,0.2330764056,1.4645377852
kinase:T10_48h_F:2,-3.9649047790000003,-1.2925038447000001,0.39554939640000003,1.0742474596
kinase:T10_48h_F:3,-3.9467663969,-1.3096730796,0.4162907684,1.241698058
kinase:T10_48h_H:1,-4.721578355,-0.9202591084,0.36182912030000003,1.30004293
kinase:T10_48h_H:2,-4.388841015,-1.0456740893,0.6523352578,1.5833834828
kinase:T10_48h_H:3,-4.3080740034,-1.2895515803,0.7725267899,1.6003549972000002
kinase:T10_48h_I:1,-1.8957969215000001,-0.1214478214,-0.27058385220000003,0.3748760537
kinase:T10_48h_I:2,-2.3012966073,-0.1840421924,-0.0245359638,0.6689150460000001
kinase:T10_48h_I:3,-2.3717286671,-0.2933682023,-0.21799955140000002,0.6166030246
kinase:T4 _48h_H:1,-1.8370368469,-0.4549012136,-0.1750046851,2.1831393463
kinase:T4 _48h_H:2,-2.4386831175,-0.4805473357,0.0084221007,2.1826877532
kinase:T4 _48h_H:3,-2.4423303742,-0.5860442838000001,-0.0698767673,2.3139963362
kinase:T4 20 _12h_I:1,-0.8962767313000001,-0.1074870494,-0.5548866252,0.9925498077
kinase:T4 20 _12h_I:2,-1.199817991,-0.28163019640000003,-0.3347584598,0.8944572653
kinase:T4 20 _12h_I:3,-0.8708109603,-0.0894595014,-0.3721726547,0.9600376911
kinase:T4_12h_F:1,-3.560403655,-1.267147142,0.3040444788,1.4082882176
kinase:T4_12h_F:2,-3.652247764,-1.1505798331000001,0.3167750626,1.3716033526
kinase:T4_12h_F:3,-3.5190897913,-1.0866200784,0.4043273129,1.5718241658
kinase:T4_12h_H:1,-3.2599422205,-1.0920493063,0.37316478470000003,1.6545786122
kinase:T4_12h_H:2,-3.0894139112,-1.1392583241,0.3792536698,1.5781528633000002
kinase:T4_12h_H:3,-2.8872379018,-0.8124264074,0.1009265523,1.4968550778
kinase:T4_24h_F:1,-2.8728651066,-0.8859721565,0.10721079010000001,1.9467699577
kinase:T4_24h_F:2,-3.2415193628,-0.9112638068000001,0.0783084847,1.8967740997
kinase:T4_24h_F:3,-3.1044544323,-0.8526686802000001,0.132708987,1.9344784760000002
kinase:T4_24h_H:1,-2.6456756158,-0.5334378876,-0.1739923762,1.7395698358
kinase:T4_24h_H:2,-2.5481842035,-0.7622980014,-0.19990549270000002,1.9034540606
kinase:T4_24h_H:3,-2.5462814174,-0.5687144966000001,-0.2974385768,1.7381247011
kinase:T4_24h_I:1,-0.3779930882,0.2815838006,-0.2915607784,1.5579564737
kinase:T4_24h_I:2,-0.9491864849,0.1097837743,-0.0954758792,1.4733943289
kinase:T4_48h_F:1,-2.0490165177,-0.6250771893,-0.12080813680000001,2.9807242067
kinase:T4_48h_F:2,-1.9237664890000001,-0.5130076627,-0.1233658522,2.8210587065
kinase:T4_48h_F:3,-1.8953552992,-0.5671768089,-0.26178026790000003,2.8053988288
kinase:T4_48h_I:1,-0.5755457486000001,0.0731599203,1.1040365446,1.9969725473
kinase:T4_48h_I:2,-0.18232295240000002,0.2525469133,0.3479063328,2.1351195962
kinase:T4_48h_I:3,-0.1436552589,0.3026021485,0.4409239318,2.0719327828
kinase:WT_T10_48h:1,-5.0526017112,-1.5922470652,0.4608508059,1.4398045480000001
kinase:WT_T10_48h:2,-1.5156412617,-0.8000991418000001,1.7318004658000001,1.6590430065000001
kinase:WT_T10_48h:3,-1.3834300234999999,-1.0005138429,1.4507769352,1.5983345654
kinase:WT_T10_48h:4,-5.0407060296,-1.3233003752,0.1059439129,1.1518344591
kinase:WT_T10_48h:5,-4.2357175295,-1.0930320026,-0.1336977962,0.9479324579
kinase:WT_T4_48h:1,-1.6817707551,-0.5873289754000001,-0.31750920800000004,2.4643167859
kinase:WT_T4_48h:2,-1.0278668133,-0.3772666941,1.0017084013,2.5612744265
kinase:WT_T4_48h:3,-1.3196046975,-0.6092795294000001,0.91020022,2.4547882312000002
levofloxacin:control:1,0.1218836353,0.2514602154,-0.2476766357,0.0130177898
levofloxacin:control:2,0.3197386047,-0.3915885016,0.0579778665,-0.0078550404
levofloxacin:control:3,-0.4416222399,0.1401282862,0.18969876930000001,-0.0051627494000000005
levofloxacin:treated:1,-2.6322285692,0.5186138056,-0.1088787761,-0.8771299263000001
levofloxacin:treated:2,-1.6166167723,0.5627027268,0.2026206717,-1.4643368227
levofloxacin:treated:3,-1.5677618782,0.6758926455,0.167185938,-1.2817445585
linez:0_days_4:1,-0.123521768,-0.4126113925,-0.2184825924,0.5506778511
linez:0_days_4:2,-0.0558174892,-0.2033166201,-0.0675983527,0.600798803
linez:0_days_4:3,0.27884847290000003,-0.3447172591,-0.2102141442,0.6303939914000001
linez:0_days_4:4,0.4425542153,-0.21353729470000002,-0.2095819348,0.5091065473
linez:0_days_control:1,-0.0886957859,0.0960096914,-0.1179311121,0.0391919419
linez:0_days_control:2,0.0718756656,-0.0137500148,0.0428898161,-0.0509012145
linez:0_days_control:3,0.47765598530000003,-0.1159413688,-0.0262777595,0.0113854534
linez:0_days_control:4,-0.4608358649,0.0336816921,0.1013190556,0.0003238192
linez:1_days_4:1,1.9758726964000002,0.6849646567000001,-0.3265699977,0.8114404138
linez:1_days_4:2,1.5135688042000002,0.5541799821,-0.17389478790000001,0.8009217732
linez:1_days_4:3,1.8542018624,0.756180324,-0.3699594195,0.5011591755
linez:1_days_4:4,1.5429123115999999,0.7198010281,-0.2581008157,0.6268483164
linez:1_days_control:1,-2.601388821,-0.9787144278000001,0.2221599292,0.0872830945
linez:1_days_control:2,-2.6866402811,-0.6667391766,0.2754902724,-0.061427572900000005
linez:1_days_control:3,-2.5183984054,-0.7175720015,0.3083108364,-0.057793851
lipid:dextrose_exp:1,0.0868954653,0.028600027,0.0212293377,-0.0753537301
lipid:dextrose_exp:2,-0.0868954653,-0.028600027,-0.0212293377,0.0753537301
lipid:dextrose_hypo:1,1.0755703547,0.6213033262000001,1.5642138332000002,1.9935716639
lipid:dextrose_hypo:2,0.1636677387,-0.0298001368,2.2058710037,2.0464143828
lipid:dextrose_stat:1,5.0940742355,1.9405855313,1.8258322423000002,2.3224622236
lipid:dextrose_stat:2,5.3656450655,2.1770974302,2.0298813434,2.1708825208
lipid:lipid_exp:1,0.6059151904,-0.6994202015000001,-0.7294251802,1.1575717432000001
lipid:lipid_exp:2,1.376328522,-0.8081556655000001,-0.5184764028000001,1.462633863
lipid:lipid_stat:1,2.5494729275,0.4557686811,0.4531552052,1.2805758039000001
lipid:lipid_stat:2,2.6678512833,0.4384191948,-0.9097322179,1.3501196272
mcr11:mcr11_mutant:1,0.15906951530000002,0.11368522980000001,0.1421145305,0.2130419251
mcr11:mcr11_mutant:2,0.6872776584,0.6648443322,-0.1807311815,0.122199846
mcr11:mcr11_mutant:3,0.34814837930000003,0.4178511608,-0.1522730542,-0.0069281711
mcr11:wt:1,0.1828706599,-0.1182969472,-0.0569936085,-0.1263709141
mcr11:wt:2,-0.2718731077,-0.1219109771,0.12619175700000002,0.2089627591
mcr11:wt:3,0.08900244780000001,0.24020792430000001,-0.0691981485,-0.08259184500000001
miceAV_macro:24h_control:1,-0.1008373659,0.0731348195,0.0627403311,-0.0166800746
miceAV_macro:24h_control:2,-0.0365916051,-0.0884749115,0.0350760594,-0.0473193306
miceAV_macro:24h_control:3,0.1374289711,0.015340092000000001,-0.0978163905,0.0639994051
miceBMDM:inf02:1,-1.4328858635000001,0.11059455380000001,-0.7776315073000001,-0.2839720792
miceBMDM:inf02:2,-0.4868485509,-0.17618316280000001,-0.4989664675,-0.5198493558
miceBMDM:inf02:3,-0.5780492599,-0.2063730118,-0.6259030968,0.008389570800000001
miceBMDM:inf24:1,2.0219790409,0.5008687613,-0.8175848183000001,0.4727752099
miceBMDM:inf24:2,1.6843069338999999,1.114126209,-0.5984230833,0.4048413724
miceBMDM:inf24:3,2.0123588072,0.9429593626,-0.9964927517000001,0.1936522542
miceBMDM:inf08:1,1.4254777526,0.7089999541,-0.7122264620000001,0.5674339079
miceBMDM:inf08:2,-0.0527352513,-0.08887512010000001,-0.585943265,0.40916221220000004
miceBMDM:inf08:3,0.7412219581,-0.0307487515,-0.6303982309,0.619910843
miceBMDM:no_inf02:1,-0.39144002990000004,0.1792296704,0.0283754023,-0.15692668880000002
miceBMDM:no_inf02:2,-0.0239798113,-0.5234129017,-0.016407758,0.0659802928
miceBMDM:no_inf02:3,0.4154198411,0.3441832314,-0.0119676443,0.090946396
miceBMDM:no_inf24:1,1.9631086499000001,0.9632384613,-0.1428050088,0.06547427830000001
miceBMDM:no_inf24:2,2.1494118391,1.0671061766,-0.2756436289,0.17684680700000002
miceBMDM:no_inf24:3,1.9065213982,1.1249182362,-0.11506925650000001,0.096184956
miceBMDM:no_inf08:1,1.4415772759,0.5412747027,-0.1692294085,0.1321775709
miceBMDM:no_inf08:2,1.4632732244,0.41515913460000003,-0.09678923040000001,0.013704046800000001
miceBMDM:no_inf08:3,1.2393756944,0.4894470004,-0.11740061560000001,-0.0009748729
miceNF:control:1,-0.2819143489,0.0498907272,0.1635774399,-0.0304264386
miceNF:control:2,0.2819143489,-0.0498907272,-0.1635774399,0.0304264386
miceNF:invivo:1,5.6001189389,1.7864457055,0.6355378873,-0.1874551473
miceNF:invivo:2,6.3599686244,1.9866250395,-0.13478556190000002,-0.2219499145
miceNF:invivo:3,5.8731886809,1.9988744381,0.7364763908,-0.3156607198
mihF:mihF_mutant_atc:1,0.995526027,0.8947212974000001,-1.3066040256,-0.6622011546000001
mihF:mihF_mutant_atc:2,0.5898677895000001,0.1461834269,-1.3494725618,-1.0535400054
mihF:mihF_mutant_no_atc:1,-1.338505996,-2.2761232772,-1.6967134905,-2.4581452912
mihF:mihF_mutant_no_atc:2,-0.049213912900000004,-0.684268757,-0.9132238134,-0.5409021313
mihF:wt_atc:1,0.6198173964,0.035744426100000004,-0.46172297910000004,0.0231762186
mihF:wt_atc:2,-0.4592358445,-1.5452794786,-1.3332935402000001,-1.8489438325
mihF:wt_no_atc:1,-0.394204088,-0.5029772392,-0.2557809397,-0.125171635
mihF:wt_no_atc:2,0.394204088,0.5029772392,0.2557809397,0.125171635
mmpl3:mutant_no_ATC:1,-0.0705855183,-0.06717848530000001,0.1020398619,-0.2504260271
mmpl3:mutant_no_ATC:2,0.0705855183,0.06717848530000001,-0.1020398619,0.2504260271
mmpl3:mutant_with_ATC:1,2.4439821,1.3520377042,-1.1733721166,0.9184374779000001
mmpl3:mutant_with_ATC:2,2.014565645,0.9606981512,-1.1259187765,0.8094586064
mrsI:ko_iron_atc:1,0.8013065157,0.1832617939,-0.2083300066,-0.19033670290000002
mrsI:ko_iron_atc:2,1.2292668333,0.5883872315,-0.2954697267,-0.1339362342
mrsI:ko_iron_no_atc:1,-2.3419311745,-1.1318270722000001,-0.3789814761,-0.5494893585
mrsI:ko_iron_no_atc:2,-1.8533958985,-1.0377281737,-0.24977169740000002,-0.47815540510000004
mrsI:ko_ox_atc:1,-2.0719651214,-0.7908433272000001,0.0060512763,-0.6283115188
mrsI:ko_ox_atc:2,-1.8029161636,-0.5321457403000001,-0.26328697,-0.5032252363
mrsI:ko_ox_no_atc:1,7.7412370903,2.5735116269000002,-0.7863830369,0.7428319023000001
mrsI:ko_ox_no_atc:2,7.9104479709,2.5435782269000002,-1.1255833258,0.8230249446
mrsI:ko_sds_atc:1,8.1772076582,2.5338433329,-1.0144835046,0.8230625375
mrsI:ko_sds_atc:2,7.4736313141,2.5106900208000003,-0.8855975105,0.6941164847
mrsI:ko_sds_no_atc:1,0.6767920759,0.20877598,-0.1500431297,-0.0951065702
mrsI:ko_sds_no_atc:2,1.2806508757000001,0.5539541455,-0.1857733651,-0.0272733811
mrsI:wt_iron_atc:1,0.1432377413,0.2516046493,0.0743046783,-0.027172973700000002
mrsI:wt_iron_atc:2,-0.0905463578,0.0313340698,0.0688925606,0.0423446234
mrsI:wt_iron_no_atc:1,-2.9193521639,-1.5414764167000001,-0.0096242781,-0.3344858727
mrsI:wt_iron_no_atc:2,-2.4222094215,-1.4838921026,0.2178461858,-0.4220875415
mrsI:wt_ox_atc:1,-2.9568137225,-1.5280684421,0.0916465222,-0.2720703813
mrsI:wt_ox_atc:2,-2.6388110082000003,-1.3983356599,0.2114531556,-0.5213993652
mrsI:wt_ox_noatc:1,6.5316302375,2.3501010249,-1.0015934176,0.5077598771
mrsI:wt_ox_noatc:2,7.1070080223,2.2283215488,-0.9844890222,0.4895178536
mrsI:wt_sds_atc:1,6.6862471008,2.2640647804,-1.2007942727,0.41863753670000003
mrsI:wt_sds_atc:2,6.7050678176,2.2509983132,-0.8191674438000001,0.4984084233
mrsI:wt_sds_no_atc:1,0.1587888324,0.057464355700000004,-0.022262205400000002,-0.06549014090000001
mrsI:wt_sds_no_atc:2,-0.1587888324,-0.057464355700000004,0.022262205400000002,0.06549014090000001
nitrate:control:1,-0.232784911,0.06932367810000001,-0.0175339249,0.0134908683
nitrate:control:2,0.232784911,-0.06932367810000001,0.0175339249,-0.0134908683
p218:0_days_.1:1,-2.6492037518,-0.8864843881000001,2.0712899492,0.3239686918
p218:0_days_.1:2,-1.8886607482,-1.2185589734,0.5341005950000001,0.007434650300000001
p218:0_days_.1:3,-2.2447502293,-0.9702031278000001,1.8952151926,0.2235189556
p218:0_days_.1:4,-2.284442701,-0.7711200261000001,1.9452563536,0.34780565960000004
p218:0_days_control:1,0.0580898689,-0.0082518751,0.0802519548,-0.056625439900000005
p218:0_days_control:2,-0.13272638180000002,0.0014398849,-0.2118650617,-0.0296092589
p218:0_days_control:3,0.2012075364,-0.1319544451,-0.1954787144,0.19307343970000002
p218:0_days_control:4,-0.12657102350000002,0.13876643530000002,0.32709182130000003,-0.1068387409
p218:1_days_.1:1,-4.2869437371,-0.8994845083,-0.4136715724,0.0005295652
p218:1_days_.1:2,-4.0468846192,-0.9670662076000001,-0.3767271796,0.3530985969
p218:1_days_.1:3,-3.9818488893,-1.053353599,-0.45439148960000003,0.3057460677
p218:1_days_.1:4,-3.9766473492000003,-1.2554890093,-0.3916588473,0.318418256
p218:1_days_control:1,-2.4464586321,-0.8869536359,-0.30493574030000004,0.8010165624000001
p218:1_days_control:2,-2.2845621444,-0.612033202,-0.1648766988,0.8601414274
p218:1_days_control:3,-2.6035702779000003,-0.5311159511,-0.1424877193,0.6051795615000001
p218:1_days_control:4,-2.8301557157,-0.4983818185,-0.4010649099,0.7624855957000001
patH-Cap:post_path_ctrl:1,-0.20027966960000002,-1.7018541593,-0.1208342975,0.6491139021
patH-Cap:post_path_ctrl:2,0.6832667682,-0.59646104,0.2414762473,-0.0688903266
patH-Cap:post_path_inh:1,1.1703289824,0.007169041300000001,0.8318196295,0.8490166487
patH-Cap:post_path_inh:2,1.4787432576000001,-0.027387948800000003,0.8782301696,0.5369532039
patH-Cap:pre_path_ctrl:1,0.10245494640000001,-0.0731161154,0.0552549639,-0.2737336269
patH-Cap:pre_path_ctrl:2,-0.10245494640000001,0.0731161154,-0.0552549639,0.2737336269
patH-Cap:pre_path_inh:1,0.0527577495,0.6894163863,0.6779728114,0.2531203032
patH-Cap:pre_path_inh:2,0.4283436578,0.4407455081,0.7208186427000001,0.8620612583
ppxx:double_mutant:1,-0.0149179779,-0.07361344780000001,0.1193451113,0.0813572265
ppxx:double_mutant:2,0.0149179779,0.07361344780000001,-0.1193451113,-0.0813572265
reactivation:day_1_reactivation:1,-0.1570868305,0.6790114709,-0.1197529583,-0.33110216800000003
reactivation:day_1_reactivation:2,-0.0039575,0.6645158807,-0.23144149560000002,-0.3118284847
reactivation:day_1_reactivation:3,-0.0675878834,0.6993823073000001,-0.13483269920000002,-0.30802641410000003
reactivation:day_2_reactivation:1,0.8334381315,1.1194777341,0.15289046350000002,-0.4688284452
reactivation:day_2_reactivation:2,0.9060051082,1.1398999935,0.1685975736,-0.6181340116
reactivation:day_2_reactivation:3,0.9870363936000001,1.10693473,0.1862853129,-0.5179513035000001
reactivation:day_3_reactivation:1,2.3148205593,1.6763816045,0.1958354068,-0.33215061690000003
reactivation:day_3_reactivation:2,2.2147137955,1.6940486243000001,0.0791183966,-0.7251932053
reactivation:day_3_reactivation:3,1.9791294461,1.6716430851,0.2189728202,-0.5071870713000001
reactivation:day_4_reactivation:1,1.8641915009,1.4595364847,1.026841793,-0.5258794993
reactivation:day_4_reactivation:2,1.9213463522,1.3097546126,0.9099730058000001,-0.4986787016
reactivation:day_4_reactivation:3,1.532781151,1.3014903150000001,0.8903882361000001,-0.7287469674
reactivation:days_0_persistence:1,0.1786020134,-0.011927954800000001,0.0083571459,0.0717451157
reactivation:days_0_persistence:2,0.014418962300000001,-0.0380664617,0.028351432000000003,0.0122502019
reactivation:days_0_persistence:3,-0.1930209757,0.0499944165,-0.036708577900000004,-0.08399531760000001
redox:intra_basal:1,4.7671135176,2.2478458489,0.3635032674,0.0941446693
redox:intra_basal:2,6.8545069674,1.9478313006999999,0.7873945165,1.6966230305
redox:whib3_comp_4.5:1,1.3175026888999999,0.08946039360000001,-1.0819091776,3.1840023603
redox:whib3_comp_4.5:2,2.1617366,0.4343596756,-1.9406378342,3.0700736778
redox:whib3_comp_6.6:1,-0.306745096,0.35077929700000005,0.0891188852,-0.052959840200000004
redox:whib3_comp_6.6:2,-0.9653159199,0.4862612961,-0.0137222221,-0.0772287124
redox:whib3_ko_4.5:1,2.7553565601,0.2545893812,-1.6688806621,3.088640868
redox:whib3_ko_4.5:2,1.5058185581,-0.0283835693,-1.3588823363,2.4098553733
redox:wt_4.5:1,0.7024396133,-0.6325890323000001,0.5272556509,1.1429865506999999
redox:wt_4.5:2,0.2473892607,-0.147063891,0.5174591379,1.1483918684
redox:wt_6.6:1,0.0329968768,-0.1124571864,0.038153740400000004,-0.0460091226
redox:wt_6.6:2,-0.0329968768,0.1124571864,-0.038153740400000004,0.0460091226
resus:day_1_run_1:1,-0.017512032,-0.0783303799,0.0157629379,0.0228480787
resus:day_1_run_1:2,0.017512032,0.0783303799,-0.0157629379,-0.0228480787
resus:day_4_run_1:1,0.1761137586,-0.2873973818,-0.2600113357,0.0217289828
resus:day_4_run_1:2,-1.0026392097,-0.4317565217,-0.573884201,0.2763162701
rho:00h_DUC:1,0.0833661344,0.0023223818,-0.18230037170000002,0.1571835116
rho:00h_DUC:2,-0.0833661344,-0.0023223818,0.18230037170000002,-0.1571835116
rho:00h_DUC_1:1,3.6125361635,0.8643491817000001,0.2819006617,1.1702734569
rho:00h_DUC_1:2,3.8233600593,0.8591142086,0.27683045500000003,1.1788313286
rho:01.5_DUC:1,3.9893427233,0.3229005995,0.3705753073,0.8988434798
rho:01.5_DUC:2,3.3338035499,0.4056269121,0.09597357720000001,1.0967743223
rho:01.5h_DUC_ATC:1,2.1440502788,-0.0387550995,-0.0010528217,0.7579581829
rho:01.5h_DUC_ATC:2,1.757194427,-0.0386494653,0.1000999194,0.8113532391
rho:03_DUC:1,4.0457890008,-0.025204388600000002,0.2332604455,1.273672395
rho:03_DUC:2,2.1979894856,0.39897911680000003,0.18493291620000002,1.307472805
rho:03h_DUC_ATC:1,2.0842933473,-0.0781315837,0.2205169214,1.2646905698
rho:03h_DUC_ATC:2,1.5551617212000002,0.0195196851,0.0834265439,0.9383359718000001
rho:06h_DUC_ATC:1,2.1936156754000002,-0.053811005,0.2749543835,0.2984524081
rho:06h_DUC_ATC:2,1.6897676133,0.5454349651,0.15175703640000002,-0.09681318300000001
rho:06h_WT_ATC:1,1.7440369395,0.3241512056,0.22470006280000002,1.0058604261
rho:06h_WT_ATC:2,1.4230970360000001,0.06345996100000001,0.056152842,0.8075648063
rho:09_DUC:1,5.5597743091,0.587901172,0.4157913877,0.5331861910000001
rho:09_DUC:2,5.3773170087,0.4818381993,0.6397388982000001,0.9404297285000001
rho:09h_DUC_ATC:1,3.8453899258,0.8464354044,0.2410699727,-0.1293814736
smx:0_days_12.5:1,2.2698249946,1.3170976364,0.238617335,-0.18476377930000001
smx:0_days_12.5:2,2.4357074234000002,1.2765805217000001,0.38604106320000003,-0.143576491
smx:0_days_12.5:3,2.3734535414,1.3680303065000001,0.4910915058,-0.1744024236
smx:0_days_control:1,-0.1941761675,0.0025996883000000003,0.0595804991,-0.1080191601
smx:0_days_control:2,0.2092522922,-0.0177064208,-0.0520896233,0.1040942869
smx:0_days_control:3,-0.0150761246,0.0151067326,-0.0074908758,0.0039248732
smx:1_days_12.5:1,0.9249824776000001,0.29362500280000003,-1.6862174771,0.6021733212
smx:1_days_12.5:2,0.8008480410000001,0.42130611900000003,-1.7613463356999999,0.38646090050000004
smx:1_days_12.5:3,0.7054515036,0.21278896400000002,-1.7188894054000001,0.42104860780000003
smx:1_days_control:1,-0.8622852306000001,-0.28066483870000003,-1.9225148616,0.5879252621000001
smx:1_days_control:2,-0.6372984425,-0.2650768804,-1.8903747646,0.7028834025
smx:1_days_control:3,-0.5563597323,-0.1779585571,-1.9769723725000001,0.4643141194
sq109:0_days_3:1,3.203004458,0.6615253236,2.0405136682,-0.43813987190000003
sq109:0_days_3:2,1.1435915252,0.5643982458,-1.8662392486,0.22919152410000002
sq109:0_days_3:3,1.2950833833,0.2799591755,-1.8878233843,-0.0430945456
sq109:0_days_3:4,2.7274051713,0.6681561312000001,1.9887311576000002,-0.3515580991
sq109:0_days_control:1,0.6784009996,-0.1132605581,2.0067043671,-0.21384992500000002
sq109:0_days_control:2,-0.8319721839,-0.0059342668,-1.99712051,0.3273143046
sq109:0_days_control:3,-0.2399953732,0.1555196765,-1.9419085154,0.2958708371
sq109:0_days_control:4,0.3935665575,-0.0363248516,1.9323246583,-0.4093352166
sq109:1_days_3:1,3.1694688229,0.6112479003,2.0461434677,-0.24856987860000002
sq109:1_days_3:2,1.113175544,0.4226397747,-2.001472066,0.0486788453
sq109:1_days_3:3,1.1479230318,0.4198891294,-1.8444366207,0.2634514435
sq109:1_days_3:4,3.2804085274,0.7799460917000001,2.0563828861,-0.34753573720000003
sq109:1_days_control:1,0.9210691701,-0.1780772776,1.9800129972,-0.0958877405
sq109:1_days_control:2,-0.8735124355,0.0011707944,-1.947639096,0.09641171200000001
sq109:1_days_control:3,1.1140491744,-0.16211487730000002,1.9333444161000002,-0.4133935648
sq109:1_days_control:4,-0.5662313793,-0.22232426530000002,-1.9561558073,0.29742891
stress:.1_butyrate:1,0.7908860921,0.5576049489,0.7862887238,0.6466351406
stress:.1_butyrate:2,0.280291177,-0.6116606238,0.12700570020000002,0.7061823191000001
stress:.1_butyrate:3,0.8599279885000001,-0.4351835651,0.5559091567000001,0.8786792223000001
stress:.4_gluc:1,0.0507537915,0.1236212939,0.2017516476,-0.0928995727
stress:.4_gluc:2,-0.1487377889,0.1312031928,-0.21203775100000002,-0.2730983944
stress:.4_gluc:3,0.09798399740000001,-0.2548244867,0.0102861034,0.3659979672
stress:1_days_low_iron:1,-0.0923870609,0.3612293479,2.7286072862,-1.1931255964
stress:1_days_low_iron:2,-0.30366677610000004,0.6659339021,2.0259455354,-1.2865479332
stress:1_days_low_iron:3,-0.7577559843,0.135598178,2.0998828608,-0.8606266901
stress:7_days_low_iron:1,2.3224619794,1.8664377772,1.0426332122,-0.1691114753
stress:7_days_low_iron:2,2.6155141586,2.053160648,1.0770666832,-0.5290073119
stress:7_days_low_iron:3,2.6639933688,1.815226323,1.2836838044,-0.336672707
stress:gluc_butyrate:1,0.59818162,0.6167499448,-0.3045509018,-0.6382652698
stress:gluc_butyrate:2,-0.4369528172,0.4390062201,0.2769572407,-0.4491010355
stress:gluc_butyrate:3,0.7006484631000001,0.7958309679000001,-0.048958555300000005,-0.8518111352000001
stress:high_iron:1,-0.7297506612,0.2641397583,0.3004895755,-1.7320874223
stress:high_iron:2,-0.11758453960000001,0.044125025500000005,0.5551048301,-1.5810224571
stress:high_iron:3,-0.40930310880000004,-0.06921297530000001,0.6617337526,-1.5639159978000001
stress:tolox_ph_7:1,0.7596757475,0.3012823002,1.5629736178,-0.7424686847
stress:tolox_ph_7:2,0.0785780505,0.3613944059,1.6450683244,-0.958241772
