,A,ArgP,BasR,SlyA
SRX5204056,-2.4958867654,0.103603836,0.5384862896,0.4176416866
SRX5204057,-2.6414385045,-0.0476126211,0.2441864255,0.5569360868000001
SRX5204058,-2.6522491389000002,0.11883532420000001,0.5329873317,0.3992045986
SRX5204059,-0.3681030464,0.1700507544,0.7773309242,0.5270143027
SRX5204060,-0.8395730192,0.403452177,0.8616925391,0.5903747418
SRX5204061,-1.1065005529,0.15737043520000002,0.9339453372000001,0.4156258345
SRX5204062,-0.10243380120000001,0.1051892252,0.21234821310000002,0.4961306643
SRX5204063,-0.6834957121,0.0686212628,0.1355292673,0.2437356525
SRX5204064,-1.1974403246,0.0575700606,0.08616308900000001,0.5110600113
SRX5204065,-2.4213539912,0.1476449143,0.8717830628000001,0.6137263823
SRX5204066,-2.0984663625,0.2190151531,0.5869848138,0.5085918401
SRX5204067,-2.9356732484,0.0456527773,0.45280787910000003,0.650635631
SRX5204068,0.8529961618,0.080901101,0.6390476791,0.7326034698
SRX5204069,0.9455550096,-0.052184398900000005,0.3331811457,0.5283292743
SRX5204070,0.8857238194,-0.1926425873,0.8721408037,0.7442899912000001
SRX5204071,-0.9682178370000001,0.235722856,0.7387226377,0.6123915897000001
SRX5204072,-1.7013404974,0.2860285251,0.1421389078,0.2917374143
SRX5204073,-1.1889040466,0.222763329,0.4695075575,0.3973186179
SRX5204074,2.1597215706,-0.2665863331,0.5301081965000001,0.6390046075
SRX5204075,1.3469132686,-0.1742361103,0.0603213378,0.1486386486
SRX5204076,1.3428569985,-0.17057294850000002,0.061948164300000004,0.2966739798
SRX5204077,-0.3678539977,0.137990454,0.0235630563,0.3225209857
SRX5204078,-0.6737424342,-0.1173120272,0.2457661555,0.3160198248
SRX5204079,-0.8008298738,0.0067980094,0.2016013076,0.1864754177
SRX5204080,-2.0681631862,0.3213881132,0.6572270728,0.5681127801
SRX5204081,-1.1321112916,0.17535624530000002,0.4455823692,0.6124689614000001
SRX5204082,-1.4339951044,0.22860246420000002,0.5322956710000001,0.6275414123
SRX5204083,1.8186145335,0.4123083731,0.2717334544,-0.4353663477
SRX5204084,1.7799535406,0.5081523863,0.1989048135,-0.48648479380000004
SRX5204085,1.9705594674,0.247197467,0.1070486861,-0.2766550114
SRX5204086,1.5854429772,-0.1855083481,-0.3944235112,-0.0848453641
SRX5204087,1.4740630315,-0.0310246692,-0.1159731859,0.2601661228
SRX5204088,1.5777466372,-0.3634395442,-0.6260770728,-0.0941973074
SRX5204089,1.0676624602,0.2047313278,-0.0056738330000000005,-0.0660411915
SRX5204090,0.2711981697,0.3145335613,0.32677836390000004,-0.0393946689
SRX5204091,1.0301822838,0.2225208041,0.3857569153,-0.146392874
SRX5204092,-0.2023114725,-0.059593976900000005,0.3323685822,0.1874967914
SRX5204093,0.6844772319,-0.3063984289,0.296981847,0.1478258248
SRX5204094,-0.053509129600000004,0.0069351121,0.3643182279,0.3539775533
SRX5204095,0.4439192011,0.11519687590000001,0.1112797216,0.16326956080000002
SRX5204096,-0.2228904005,-0.0458730512,-0.0099217987,-0.3858539942
SRX5204097,-0.22102880060000002,-0.0693238246,-0.101357923,0.2225844334
SRX683459,0.2882044995,-0.2103984992,0.1731452053,-0.1186457123
SRX683460,0.048758396700000005,0.519586293,-0.38552649510000003,1.5550576899
SRX683461,-0.2988328655,-0.0082772924,-0.1846494343,-0.0376608488
SRX683462,-0.6393051098,0.5029660254,-0.5297175715,1.5453497781999999
SRX683463,0.010628366,0.2186757915,0.0115042289,0.15630656110000002
SRX683464,-1.2528689351,0.7174190744000001,-0.2351002788,1.9195667552
SRX683465,0.015261573700000001,-0.3090678297,-0.12346626320000001,-0.114803975
SRX683466,-0.6627796375,0.5864754722000001,0.628044762,1.3119167365
SRX683467,0.0953576867,-0.1015497836,-0.21965142780000002,0.011881297800000001
SRX683468,-0.7775189735,0.9250750373000001,0.5662210981,1.0335397191
SRX683469,-0.2077020574,-0.3129003768,-0.1849132044,-0.20064009700000002
SRX683470,-2.5551824909,0.9258025533,0.3648337931,1.0016458634
SRX322077,9.5617479233,-0.16864697550000002,0.1971311472,-0.026525346
SRX322078,3.9096490482,0.0066109764,0.5234779161,-0.0158976544
SRX322079,4.6163211367,-0.0051227754000000006,0.3220733897,-0.3341766278
SRX322080,-1.6019765902,0.5777719337,-0.26480633870000003,-0.053299209
SRX322081,-1.2368889071,0.17734514240000002,0.3066333491,-0.0642081813
SRX322082,-2.9230826196,0.6595156838,0.518709539,0.030692082500000002
SRX322083,-2.8525712128,-0.19724459630000002,-0.23091317090000002,0.19495592620000002
SRX322084,4.1548404413,-0.0386644172,-0.2072309145,-0.036863906700000004
SRX322085,-1.3022692285,0.23590901350000001,0.4381440854,-0.15809201950000001
SRX2708592,-3.6978367424,0.2191337479,-1.7758968081000002,-1.0778623747
SRX2708593,-4.8326420233,0.6870461057,-1.3116795126,-1.0423124673
SRX2708594,-5.3505771386,0.7509459039,-1.4991173077,-0.1812326141
SRX2708595,-1.2050341114,-0.0054009586,0.1392783448,0.1855878585
SRX2708596,1.1011101513,-0.29972039370000003,-0.0771133777,-0.15066887710000001
SRX2708597,0.1039239601,0.30512135230000004,-0.0621649671,-0.0349189815
SRX2708598,-0.20412828400000002,-0.4588630715,-0.1148801264,0.696246019
SRX2708600,-0.2149586339,0.1844015476,-0.1996613221,0.3780119034
SRX2708601,-0.4565924025,0.1891701785,-0.23855133590000002,-0.0019849713
SRX2708602,-2.3628658519,1.0825567633,0.1027686094,-0.6402825567
SRX2708603,-1.8766200441,0.2713892282,-0.1591141129,-0.34995725980000003
SRX3073814,0.2067373959,-0.26592048620000003,-0.1522535294,-0.1619843386
SRX3073815,0.5831069155,-2.2108740646,-0.8292859349,-0.1049260146
SRX3073816,1.7594404848,-4.1535853248,-2.0243435061,-0.4190419711
SRX3073817,0.8228981718,-4.1985059235,-2.3833885689,-1.5900246634
SRX3073818,0.2750213855,-3.1106778024,-1.5197146656,-1.3720225997
SRX3073819,1.4594350272,0.4389373623,0.0288911637,0.7365644654
SRX3073820,2.1512392288,-2.6893126554,-1.0425902006,0.8644961374000001
SRX3073821,3.6009101955,-3.7707848268,-1.9308924883,-0.13942014020000001
SRX3073822,2.6404386630000003,-3.3983612632,-1.6120421351,-1.5273467719
SRX3073823,2.8321165128,-3.0932954684,-2.116217859,-1.340740635
SRX3073824,-0.2067373959,0.26592048620000003,0.1522535294,0.1619843386
SRX3073825,1.077359808,-2.0610884136,-0.4104959576,-0.1910080975
SRX3073826,2.2111980225,-4.1842217608,-1.7670796791,-0.48421541230000004
SRX3073827,0.5020562435,-3.9112489582,-1.4519287975,-1.6431165609
SRX3073828,-0.25413812010000003,-2.8080210129000003,-1.0401818366,-1.1616572216
SRX3073829,1.2172579959,-0.0274247218,0.039338526000000006,0.5277402050000001
SRX3073830,2.2341926698,-3.2313605099,-1.7714968288000001,0.22662766310000002
SRX3073831,2.8678634995000003,-4.1629192079,-2.188047809,-0.2692668821
SRX3073832,2.9208925907000003,-3.6464236594,-2.0108381728,-1.2904844716000001
SRX3073833,2.7514383612,-2.8616104383,-1.2500393874,-1.5449734216
SRX2391456,-1.4990733379,-0.1166192758,0.09285139760000001,0.0673818278
SRX2391457,-2.6762780608,-0.3896189219,-0.3492259777,-0.1191609123
SRX2391458,-2.6787050577000002,-0.17468152250000002,-0.1861434872,0.1123534526
SRX2391459,-3.1867136335,-0.0588117721,-0.3205469973,0.0834812845
SRX2391460,-3.5388367208,-0.0552199492,-0.3356500269,-0.0024568273
SRX2391461,-3.4747841360000002,-0.056846030400000004,-0.45578167280000004,0.023863031700000002
SRX2391462,-3.8613714467999998,-0.0587181575,-0.5051073377,0.0810891183
SRX2391463,-3.9858109086,0.0829320652,-0.3357943747,0.0648625862
SRX2391464,-3.9989405373,0.0936898402,-0.19293701200000002,0.0379812903
SRX2391465,-4.0121653846,0.06364582440000001,-0.5798964022,0.15014373350000002
SRX2391466,-3.8447196679,0.0031001364,-0.6889110403,0.0530891688
SRX2391467,0.1009703165,-0.041171622000000005,-0.0229205644,0.035363335100000004
SRX2391468,0.164664634,-0.10690835010000001,-0.1020014904,0.2574957098
SRX2391469,-0.0357203244,-0.0113621458,0.0137677196,0.0486019743
SRX2391470,-1.3925523978,0.3949235628,0.0519507361,0.1636101921
SRX2391471,-2.8668044931,0.2927789742,-0.31683712810000003,0.0036809485
SRX2391472,-3.228914112,0.40484494660000003,-0.0924913385,0.278349122
SRX2391473,-3.0494401346,0.1971189321,-0.3236830821,0.0802828312
SRX2391474,-2.4646797951,-0.2022627592,-0.29267713230000003,0.055714561100000004
SRX2391475,-3.2907111108000002,0.4562756545,-0.21822861170000002,0.21148462480000002
SRX2391476,-3.8144296703,0.39977190100000004,-0.2989144796,0.21433932590000002
SRX2391477,-4.5572434959,0.0323707009,-0.8850493465,0.0914584908
SRX2391478,-2.7517594404,-0.1805264046,-0.650197248,0.5261090429
SRX2391479,-4.1729206934,0.4698011809,-0.3205626643,0.3275459674
SRX2391480,-4.3355486607,0.5100500218,-0.7249774317000001,0.2893000928
SRX2391481,-4.1130706545,0.23320330500000003,-0.656782239,0.266888287
SRX2391482,-4.3388329678,0.4552059076,-0.5255321372,0.2911477764
SRX2391483,-3.8412993102,0.0467757294,-0.7883384784,0.0798123131
SRX2391484,-2.7058786755,-0.46256723380000003,-0.2904467253,-0.023349924
SRX2391485,-3.6403701409,-0.4726478408,-0.3740802044,-0.1526509899
SRX2391486,-4.5434340486,-0.2581888404,-0.4671912011,-0.056257560500000005
SRX2391487,-4.5727802821,-0.21000091780000002,-0.4057954997,0.0881172664
SRX2391488,-4.7502078515,-0.0807532901,-0.6466127612,-0.0243297317
SRX2391489,-4.6817565996,-0.113113451,-0.5828826490000001,0.0424505997
SRX2391490,-4.5479195518,-0.14305577020000002,-0.5603416264000001,-0.0032388272
SRX2391491,-4.3567286249,0.0229305017,-0.5561377842,0.0657394831
SRX2391492,-4.4325362695,0.0794621986,-0.8517186796,0.20455695540000002
SRX2391493,-3.7381776177,0.11484896280000001,-0.5711674185,0.176338333
SRX2391494,-3.8635070247,0.0108039836,-0.5988934321,0.0261531877
SRX2391495,-0.1009703165,0.041171622000000005,0.0229205644,-0.035363335100000004
SRX2391496,-1.1777268331,-0.0374318333,-0.15070206590000002,-0.0428984127
SRX2391497,-0.5708742768,-0.0856410801,-0.0889639135,0.0337472439
SRX2391498,-3.0009530561,0.3524520909,-0.0009987436,-0.0692110232
SRX2391499,-3.7589884299,0.2179771081,-0.2565561126,0.1429160664
SRX2391500,-4.7339704099999995,0.3615412058,-0.4712419457,0.2385323792
SRX2391501,-4.2666126457,-0.1220472142,-0.658098485,0.07171600210000001
SRX2391502,-4.3731928306,-0.41742873880000003,-0.4715552897,-0.1390737295
SRX2391503,-4.552724452,0.477959789,-0.4771657385,0.2090990134
SRX2391505,-4.5982862667,0.3960197415,-0.6158625208,0.1744386812
SRX2391506,-4.6074648063,0.0979358436,-0.7994687859,0.1814326577
SRX2391507,-4.526122555,-0.0958437773,-0.6971103424,-0.0477136356
SRX2391508,-4.7354721638,0.4528282789,-0.8774249443000001,0.3511777432
SRX2391510,-4.4729450619,0.49774774600000005,-0.6644736605,0.2070468447
SRX2391512,-3.8691456803,0.5074915846,-0.6313600831,0.19940066
SRX2391513,-4.1020733231,0.201375079,-0.7956206148,0.1192160174
SRX2391514,-3.8790614714,0.029374725400000003,-0.5995038611,-0.073056154
SRX5632598,-0.0033012759,1.0258834508,1.040983267,0.8569208748
SRX5632599,-1.4277650846,0.4131795207,0.2622295711,0.24644960300000002
SRX5632600,1.6655533181000002,1.7246073785,1.592712454,-0.053171639400000005
SRX5632601,0.9189210128,0.9941356411000001,1.2673547615,0.5498670493
SRX5632602,0.6824743978000001,1.3609913403,1.9594540551000001,0.8944562041
SRX5632603,1.3297046673000001,1.4772655239,1.7721319226999999,0.39370229830000003
SRX5632604,2.220764417,1.2722030687,1.9044186999,0.3651341563
SRX5632605,1.4445204729,1.6048120578,1.8369940918,0.3900354928
SRX5632606,-0.1769174463,0.7376835435,1.2200017424,0.7596460229
SRX5632607,-1.2129498712,0.2263147996,0.1391790423,0.5623303478
SRX5632608,-0.0449651773,-0.1411270351,-0.3174568975,0.1437418476
SRX5632609,0.6768473103,0.224515812,-0.17124606480000001,0.12662784900000001
SRX5632610,0.3197083942,0.252812713,0.315976025,-0.9459395321
SRX5632611,-0.6318821330000001,-0.08338877680000001,0.48870296230000004,-0.2703696966
SRX5632612,-0.0809144534,0.23545604650000002,0.18450624670000002,-0.3709506889
SRX5632613,-0.06767601050000001,0.3010187337,0.3984326043,1.9130699199999999
SRX5632614,-1.5809550661,0.0299190303,0.1575660681,-0.7239954337000001
SRX5632615,-0.7544638530000001,0.2803011717,0.3269707913,-0.3580160354
ERX2874132,-1.3760447463,1.145481517,0.6640911804,0.42010677690000003
ERX2874133,-0.6116456253,1.3211838805,0.18361842220000002,0.3545729761
ERX2874134,7.4047012687,2.0668176988,-1.1518874327,0.6258509419
ERX2874135,6.0566117176,1.8931685962,-0.9887575831000001,0.5526972185
ERX2874136,3.7094446266,2.1479488709,-1.1548705830000001,0.5850444225
ERX2874137,2.6728357928,1.8278669161,-0.6312737205,0.5374325112
ERX2874138,0.4225494712,0.9981282824000001,-0.23612336860000002,0.10192965670000001
ERX2874139,0.19029649540000002,1.1236246113,-0.2559851868,0.0733879279
ERX2874140,-0.5927286654,0.030863851100000003,0.24849693020000002,0.1077409098
ERX2874141,0.5927286654,-0.030863851100000003,-0.24849693020000002,-0.1077409098
ERX2874142,4.3564862313,1.4950468954,-0.6489935805,0.1850107286
ERX2874143,4.5321659909,1.8386264048,-0.5014636598000001,0.2452803742
ERX2874144,0.9423052532,0.5572514725000001,-0.1843039461,-0.0712631162
ERX2874145,1.2086976028,0.9282614052,-0.0812994721,-0.1924409802
ERX2874146,-0.6845704036,0.3098056396,0.7662903621,0.1869602169
ERX2874147,-0.5300236332,0.2464182778,0.2805635365,0.0365818513
SRX1300292,-0.16608407890000002,-0.1409877175,-0.355469262,-0.0558722735
SRX1300293,0.16608407890000002,0.1409877175,0.355469262,0.0558722735
SRX1300299,-1.7789599095000002,0.1664747057,-0.08483288180000001,0.3059617931
SRX1300300,0.0740374891,0.0412697223,0.4039723302,-0.19899528660000002
SRX1300304,0.7560899858,-0.1705830347,0.0695708508,0.0458650735
SRX1300305,-1.4435944747,0.0870583045,0.2034284539,0.2789139436
SRX1300306,-0.6566704215,-0.0102347572,-0.4089707369,0.0964984668
SRX1300310,0.0701552784,-0.0621865297,0.6960968324,-0.0658397803
SRX1300311,-1.1065385556,0.0823514199,0.2345665368,-0.0264265884
SRX7291195,-0.3141705038,0.3773442644,-0.9827098368,0.9282447265
SRX7291196,-0.3199231366,0.3510557265,-1.041471468,0.9800696244
SRX7291197,-0.34501611130000004,0.282081384,-1.1186547301,1.0300437085
SRX7291198,-0.44749354090000004,-0.169577209,-0.0333125586,0.0061668735
SRX7291199,0.4974924002,0.1070185237,0.1439584734,-0.0076177148000000005
SRX7291200,-0.0499988592,0.0625586853,-0.11064591480000001,0.0014508413000000001
SRX7291201,0.3400742952,0.35323319950000004,-1.6596552172,1.0020261837
SRX7291202,0.6937669926000001,0.42436960970000004,-2.1175373808,0.8755524678000001
SRX7291203,0.09478903600000001,0.311370064,-1.4429028449,0.9784855198
SRX7291204,0.20786946220000002,0.0267283531,-0.5799946614,0.1203341203
SRX7291205,-0.4015874072,-0.007728545000000001,0.062195035,0.1512473893
SRX7291206,-0.1994400993,-0.0698318145,-0.0441639715,0.2096810291
SRX2436955,3.1764749209,0.4745357511,0.2278572148,0.001200623
SRX2436956,-3.6963329849,-0.0155079065,0.0617435691,-0.9893718526
SRX2436957,-3.7791967638,-0.08028596190000001,0.1476912384,-1.1621853186
SRX2436958,-3.228576648,0.1734521976,0.5328200674,-0.7935867204
SRX2436959,-1.3754720233,0.46684570410000004,0.3206204147,-0.4350136395
SRX2436960,-3.1476447522,-0.35644335800000004,0.4741393571,-0.8526824215000001
SRX2436961,-3.7346471752,0.5578884087,1.104768722,-0.7149103249000001
SRX2436962,-4.0635974187,-0.5257042120000001,1.6427585498,-0.4716899621
SRX2436963,-1.7296875107,0.1545962079,0.028785428000000002,-0.15079946300000002
SRX2436964,-3.9075854049,0.14868957200000002,0.9454122939,0.1040071905
SRX2436965,-4.9600658685,-1.0618143935,-1.4578077686,-1.9238203407
SRX2436966,-3.5798805203,0.1880207852,0.3047953259,-0.5019831521
SRX2436967,-3.5456933345,0.6635210833,1.26369863,-0.5490265294000001
SRX2436969,-1.5425503872,-0.1114987249,-0.0311136693,-0.1551951544
SRX2436970,-3.6167156197,0.2139587986,0.3194996101,-0.6767971177000001
SRX2436971,-3.2856316637000003,0.5253369447,1.4578305239,-0.6166188159
SRX2437029,-3.849471832,-0.4457267212,1.5836280405,-0.5877930022
SRX2437030,3.2419796602,0.7429401459,0.3168163755,0.030923938300000002
SRX2437031,0.7458554484000001,0.1710448215,-0.1789633638,0.23997556690000002
SRX2437032,1.1522891152999999,0.2654133622,-0.0692273404,0.2301253955
SRX2437033,0.8740826055,-0.44233316100000003,0.31565514110000004,0.09585146010000001
SRX2437034,-5.1016552526,-1.0025067422,-1.6271730989000002,-2.1084181508
SRX2437035,1.6971380005,0.8116545504,0.2511709831,-0.5757510968
SRX2437036,1.9103333192,0.9707648523,0.5424651625,-0.4899407927
SRX2437037,-3.7531722674,-0.0457469978,0.9393461159000001,-0.29041766890000004
SRX2437038,-3.6688145153000002,0.1673223935,0.45627167430000004,-0.5403108863
SRX2437039,0.1615981361,0.1121715284,-0.3527974069,-0.0584283499
SRX2437040,1.5630134411,0.8590401795,0.49685251890000004,-0.6437865868
SRX2437041,3.2888414373,0.6602925963,0.0870500755,-0.0236294275
SRX2437042,0.9610812035,-0.5215071794,-0.084556555,0.2322025278
SRX2437043,-3.8472984692,0.1231566991,0.9478517099,-0.0332291004
SRX2437044,0.7528034124,-0.0947325588,0.0515973515,0.0012816565000000001
SRX4705203,1.4176329056,-0.2353596681,-0.3077411762,-0.0419608213
SRX4705204,0.6718196323,-0.4350295162,-0.26946541500000004,-0.7460424542
SRX4705205,0.5043624292000001,-0.49021305800000003,-0.15801591850000002,-0.5025345574
SRX4705206,0.3203100746,-0.4293864989,-0.2002258654,-0.51367166
SRX4705207,0.3927248488,0.1364079151,-0.1632837537,-0.41498375800000004
SRX4705208,0.4869586978,-0.7833463682,-0.9060081229,-0.393597431
SRX4705209,0.11432771550000001,0.0028703769000000003,-0.40238086310000004,-0.37302663890000004
SRX4705210,1.4363784682,0.1533940474,-0.4836810697,-0.6197419043
SRX4705211,1.2428493659,0.1713627458,-0.3892993435,-0.3568550171
SRX4705212,1.3148218369,0.1555464293,-0.5785552700000001,-0.5550906059
SRX4705213,-0.0185886923,0.0803592197,0.1076669594,-0.0200484512
SRX4705214,-0.23236856420000002,0.2428031253,0.2551610858,0.2512212069
SRX4705215,-0.0238451371,-0.14470174560000001,-0.2438408199,0.1000028361
SRX4705216,-0.040995213600000004,0.16673325360000002,0.1694939866,-0.1069230885
SRX4705217,0.2195587116,-0.2790404584,-0.1197195409,-0.1319205954
SRX4705218,0.09623889570000001,-0.0661533946,-0.1687616711,-0.092331908
SRX4705219,1.0519203503,-0.26799076380000003,0.18857931390000002,-0.0539997396
SRX4705220,0.6835089390000001,-0.19995598620000002,-0.1824407753,-0.2277967871
SRX4705221,0.7994304525,-0.7626165643,0.1378500875,-0.7860426343
SRX4705222,0.7867144894,-0.3434714937,0.0611171947,-0.06287646200000001
SRX4705223,1.5711707122,-0.2929530644,0.0064821973,-0.0050303719
SRX4705224,1.315724187,-0.17521041,-0.6931920404,-0.19679579660000002
SRX4705225,0.6208808444,-0.7049244644,-0.8965089212,-0.8468877111
SRX4705226,0.5527986001,-0.6566088058,-0.6323374471000001,-0.8387077171
SRX4705227,-0.0743385502,-0.6950088379,-0.6793285906000001,-0.7711917770000001
SRX4705228,1.1825834274,-0.630052373,0.251094145,0.43711339330000004
SRX4705229,1.3733776434,-0.5728757216,0.0342539878,0.3141958749
SRX4705230,1.7033603776000001,-0.4577096846,-0.1642334886,0.15543119300000002
SRX4705231,0.7892963103,-0.8761258463,0.2590910953,-0.2998123707
SRX4705232,0.6003354979000001,-0.7356715731,-0.0567118779,-0.7548138612
SRX4705233,2.6334222556,-0.7811934935,1.1215238623000001,0.1071324371
SRX4705234,2.7050402501,-0.39257667350000003,0.0157935811,0.33001946190000003
SRX4705235,-0.301822566,-0.9472178111,-0.5823590526,-0.5594455065
SRX4705236,2.8774078056,-0.3350218856,0.2682410894,0.4991503498
SRX4705237,-0.6056715215,-1.3050534542,-0.7238716039,-0.41240623660000003
SRX4705238,-0.0174740925,-0.8998263184,-0.426147708,-0.46738558290000004
SRX2038319,-1.7764786196,-0.3798571953,0.8053747975000001,-0.20183218220000002
SRX2038320,-2.1736299683,-0.1662273882,0.5487620813,-0.19786121610000001
SRX2038321,-0.4592842629,0.1266635907,0.8448358376,-0.0604027587
SRX2038322,-0.9975846791,-0.013989984700000001,0.4339730236,-0.4184282798
SRX2038323,-2.2248746145,-0.12251204600000001,-0.44293963280000004,-0.1291602132
SRX2038324,6.0931689713,0.0708256237,-0.2171304108,-0.5448387581
SRX2038325,-1.3338015409000001,-0.3193599049,0.8629596287,0.1551912134
SRX2038326,-0.26985499100000004,-0.3141502715,0.6296411588,0.0427094701
SRX2038327,-2.179304101,-0.7492452979,0.76934796,0.2022598136
SRX2038328,-1.6527070782000002,-0.585540061,0.7746992405,-0.2601297405
SRX2038329,-1.9884235737,-0.4559140652,0.047528997600000004,0.0476552795
SRX2038330,1.8929654367,-0.068248901,-0.2464361051,-0.1870489079
SRX2038331,-0.6764467192,-0.2899404807,-0.40361551760000003,-0.5960587259
SRX2038332,-1.1025473803,0.1238689352,0.8767956099,-0.5204238534
SRX2038334,1.2853514418,-0.0445205969,-0.6358979235000001,-0.4250999636
SRX2038335,2.5623192694,0.41870078050000004,-0.2105163018,-0.1818363114
SRX2038336,0.5042857110000001,0.4214667763,-0.1203265862,-0.1232539175
SRX2038337,1.015519053,-0.08277333840000001,0.0751850323,-0.49954797580000004
SRX2038338,1.4473198009,0.08539576830000001,-0.480407837,-0.299226826
SRX2038339,-4.1051106926,0.0400158157,-0.1173965725,0.3355993162
SRX2038340,1.3652721501,0.5095319429,-0.4015887909,0.19618674100000003
SRX2038341,4.0758911905,0.2344525161,-0.4080962832,-0.46839093660000003
SRX2038342,1.5929271912,0.0266893177,-0.6611842996,-0.2058788953
SRX2038343,0.03743938,0.5170309185,-0.1455499851,0.37296186410000004
SRX2038344,0.6401712948,0.4574706462,-0.138108679,0.6605347909
SRX2038345,-0.0858606111,0.35023519280000004,-0.5769154726,-0.0405639827
SRX2038346,-4.4420789205,0.1194784706,-0.4969343505,0.8812649602
SRX2038347,-4.49292953,-0.11545505700000001,-0.4568751689,1.2329440147
SRX2038348,-4.7325009481,0.2635922429,-0.3015765364,0.8190439817
SRX2038349,1.2937275012,0.07392024200000001,-0.9535696610000001,0.047702039700000004
SRX2038350,0.018949898200000002,-0.1514023148,-0.6676966886,0.1999132501
SRX2038351,0.5551660192,0.2878380524,-0.7868597729,0.49642810060000003
SRX2038352,0.09993982600000001,0.3794322404,-0.27402062380000003,0.28175834850000003
SRX2038353,1.1414404707,-0.0009932935,-0.7315888073,-0.2036651407
SRX2038354,1.2178945095,-0.0309890986,-0.5677713825,0.1936878642
SRX2038355,1.746554187,0.133703746,-0.7352349039,0.2837689816
SRX2038356,2.7135416109,0.0275176108,-0.5897432974,0.023352589400000002
SRX2038357,0.3291588187,0.294461427,-0.3249669606,0.5010590082
SRX2038358,3.4557461432,-0.19098580780000002,-0.9080890353000001,0.015634676
SRX2038359,1.416348999,0.6522360384,-0.32266800970000004,0.688964582
SRX2038360,3.6083088125,0.1533639147,-0.6134922025,-0.2602179864
SRX2038361,-0.606222414,0.42057877590000003,-0.2052865527,0.6855725188
SRX2038362,0.11727621710000001,0.24527307550000002,-0.0292431725,0.5709029366
SRX2038363,0.9769109638000001,0.6022545378,-0.10519093360000001,0.2689364669
SRX2038364,0.5765234312,0.1984872113,0.1429301326,-0.0870657848
SRX2038365,-4.0992383783,0.0653871791,-0.48193395860000005,0.8995572719
SRX2038366,-4.3161761682,-0.0682946564,-0.5616161828,0.8537948143
SRX2038367,-4.9977526407,0.4220989483,-0.43841529700000004,0.9391036053
SRX2038368,1.4348774377,-0.1567323792,-0.8321292616,-0.3008532378
SRX2038369,-0.7393031536,-0.053001542500000005,-0.57492433,0.2518977234
SRX2038370,0.4457462229,0.2002226658,-0.39971976870000003,-0.0527271582
SRX2038371,0.6572804781,0.1224415689,-0.7443828993,-0.1086041782
SRX2038372,0.0592945218,-0.2273726143,-0.7313665643,-0.3218925051
SRX2038373,1.718202309,0.2650948031,-0.5910156101,0.2626015464
SRX2038374,2.1993692293000002,0.39755262410000003,-0.8622088382,0.2547755554
SRX2038375,0.6187719861000001,0.2384598601,-0.4937715858,0.27702609570000003
ERX530520,-0.046708689500000004,-0.09526272200000001,0.0247131729,-0.0991574663
ERX530521,-0.6076830078000001,0.0657556137,-0.0414875284,0.0081773504
ERX530522,-0.5340491778,0.10501716700000001,-0.0101914306,0.23599963670000002
ERX530523,-0.7150162891,0.28488643810000003,0.1819779013,0.4787709426
ERX530524,0.046708689500000004,0.09526272200000001,-0.0247131729,0.0991574663
ERX530525,-0.6039643311,0.1693081797,0.22973529180000002,0.35717565970000004
ERX530526,0.1430715343,-0.2574295015,-0.0774362374,-0.08128529999999999
ERX530527,-0.6680371068000001,-0.1013745962,0.0636186645,0.1184887342
ERX3212443,-0.5522252087,-0.2234380162,0.4280857756,0.352253327
ERX3212444,-0.4048053931,-0.44435892400000004,0.260024134,0.427604062
ERX3212445,-0.2737328502,-0.5104004950000001,0.3000126026,0.1735222978
ERX3212446,-0.12820967760000002,-0.5335060144,0.2935199766,0.4357322598
ERX3212447,-0.742581703,-0.2893824854,0.20967815150000002,0.0322010882
ERX3212448,-0.6848251135,-0.32595984170000003,0.1985076529,0.2265302069
ERX3212449,0.1235755491,-0.0707088393,-0.0517499305,-0.0128482093
ERX3212450,-0.0507859432,-0.0264946734,0.004961494800000001,0.0203984577
ERX3212451,-0.0727896059,0.0972035128,0.0467884357,-0.0075502483
ERX3212452,0.6461126156,0.4604803517,0.3309734573,-0.24910743970000002
ERX3212453,0.8394531309000001,0.4742668195,0.4651735656,-0.0985193797
ERX3212454,0.5593511025,0.6031381615,0.17734576100000002,-0.4145524179
SRX7478973,-0.06342402200000001,-0.1852838988,-0.2646404564,0.1484299123
SRX7478974,0.5432690213,0.1657910993,0.1722610989,-0.1591537213
SRX7478975,-0.4798449994,0.0194927994,0.09237935750000001,0.010723809
SRX7478976,-0.5242707461,-0.3313337267,-0.1124717402,-0.1373427811
SRX7478977,0.3355359485,-0.0917878525,0.3191902312,-0.10457736620000001
SRX7478978,-0.43802690660000004,-0.1702793119,0.2231316093,0.20602419060000002
SRX7478979,-0.8434263156,-0.9324586924,-0.39142017230000004,-0.25718416980000003
SRX7478980,-0.9205636855,-0.9150795763,-0.2718625347,-0.2732331147
SRX7478981,-0.8463721616000001,-0.758108232,-0.0926120951,-0.18691750270000002
SRX7478982,-0.9163251506000001,-0.8485045615,-0.10039868910000001,-0.4472498219
SRX7478983,-0.7840763144,-0.7809302727,-0.3132036213,-0.46330702970000004
SRX7478984,-0.9084097485,-0.8118063361000001,-0.2261055056,-0.7499956600000001
ERX1521038,4.6555818495,0.394414064,0.2241449027,0.6870653209
ERX1521039,5.3477892444,0.3974048913,0.6577721470000001,0.6181407729
ERX1521040,4.5080418017,0.2065306119,0.0997930104,0.778399947
