,A,GadE,GadX,GadW,FliZ,RpoS
csrA__delcsrA_t15__1,5.5551268436,-0.7975749642000001,0.3431327073,-0.8592625256,-3.9446515065,0.1848873779
csrA__wt_t00__2,-0.438436741,0.424962734,0.35957618080000003,0.0678340224,-0.0066324504,-0.3844655105
csrA__wt_t02_30__2,1.8839561696,-0.28542585530000003,-2.1695024945,-2.0654528022,-3.1274036034,0.3142790124
csrA__wt_t05__2,2.8647702177000003,0.30088139340000003,-2.5829410727,-2.9593054061,-3.1468971627,0.44154563750000003
csrA__wt_t10__2,2.6841783649,0.5716849584,-1.2529752099,-2.0752897705,-3.2620636037,0.2787898697
csrA__wt_t15__2,2.7945045802,0.7361435521,-0.48312588710000004,-0.8490524028,-2.6212305193,-0.8792811828
csrA__delcsrA_t00__2,1.6218375009,-0.047792886900000005,0.8812616014,0.2473125542,-1.0766068281,-0.24691737160000002
csrA__delcsrA_t02_30__2,3.5274859236,0.2400974952,-1.8007893214,-2.5416739854,-4.5119706465,0.7670260286
csrA__delcsrA_t05__2,4.9429493461,-0.0963558327,-1.5801086884000002,-2.4908476009,-5.4416060966,0.2563131363
csrA__delcsrA_t10__2,5.8477132589,0.8563080411,-0.9154466125,-1.1311791740000001,-4.5240099325,0.59706098
csrA__delcsrA_t15__2,7.5532218483,0.2557679532,-0.3303494382,-0.23231770100000002,-3.4223748942,0.3531091729
cstr_pfr__str_0005m__1,-0.0893368,0.0094113693,0.0400658844,0.0895270464,0.3619076808,0.213414118
cstr_pfr__str_0010m__1,-1.1998777418,-0.6492221462000001,-0.3313828574,-0.3300876401,0.6712123264000001,-0.22549421890000002
cstr_pfr__str_0025m__1,-1.6540041374999999,-0.7562740535,-0.1599173801,-0.0874050051,1.8899564856,-0.058439903700000004
cstr_pfr__str_0045m__1,-1.7592811396,-0.9832148063,-0.3437254957,-0.1256262155,2.3564685795,-0.16247405180000002
cstr_pfr__str_0075m__1,-2.162593201,-1.2077120288,-0.4288098986,-0.1562966647,2.7300441991,-0.1317305358
cstr_pfr__str_0120m__1,-2.0673633701,-1.2803425296,-0.4955612941,-0.021212419200000002,2.7694172875,-0.028977580200000002
cstr_pfr__str_0210m__1,-1.9805548220000002,-1.1874244798,-0.340153919,0.15706253280000002,2.6550363758,-0.0269183526
cstr_pfr__str_0330m__1,-2.0486882846,-0.6959144775,-0.040822919,0.5681215158,2.3718101502,0.0030864833
cstr_pfr__str_1500m__1,-1.4518790946,-0.12634761,0.2941864996,0.7965540474,1.8994037378000002,-0.1260736549
cstr_pfr__str_1560m__1,-0.9031085172000001,-0.014148613800000001,0.33513919680000004,0.7341493657,1.8721904136,-0.0071009044
cstr_pfr__str_1680m__1,-1.1194376474,-0.41594282650000003,0.1767976466,0.7625521868,2.1871920767,-0.07065822220000001
cstr_pfr__str_ref1__1,-0.0571361985,0.08145991450000001,0.0206640589,0.057760784,0.0311120575,-0.0439860596
cstr_pfr__str_ref2__1,-0.5899016914,0.4044014466,0.2406642997,0.1407460595,0.31137537400000004,0.0331372216
cstr_pfr__str_ref3__1,-0.0322989544,0.0936755702,0.1449878888,0.0166025986,0.1049921028,-0.0420898373
cstr_pfr__pfr_P5_0005m__1,-0.17427394740000002,0.2328864472,-0.2336689374,0.08465626970000001,0.044807685300000004,0.6090305182
cstr_pfr__pfr_P5_0010m__1,-1.0761347393,-0.5577566638,-0.4840753005,-0.28189342910000004,0.4396048366,0.16230046850000002
cstr_pfr__pfr_P5_0025m__1,-1.9841111037,-0.7148885322,-0.48371619990000003,-0.1979145004,1.665229703,0.2343889959
cstr_pfr__pfr_P3_0025m__1,-2.0864775493,-0.7304850396,-0.409395685,-0.2747436065,1.6501139412999999,0.0016003146
cstr_pfr__pfr_P1_0025m__1,-1.7019242699000001,-0.8057846684000001,-0.1335113198,-0.039254222400000004,1.706276237,-0.10262556490000001
cstr_pfr__pfr_P5_0045m__1,-2.4384142498,-0.7450406346,-0.5855353578,-0.22131598360000002,2.1326776409,0.263338674
cstr_pfr__pfr_P5_0120m__1,-2.490977562,-0.9728226079000001,-0.9384938576,-0.2160327709,2.6006662211,0.3080094476
cstr_pfr__pfr_P3_0120m__1,-2.6813582583,-1.8318584318000002,-1.094203223,-0.1147326905,3.0184881367,-0.053261284000000006
cstr_pfr__pfr_P1_0120m__1,-2.9767397291,-0.12408761830000001,-0.7731278384,-0.29176456970000003,2.5455667952,-0.0478062818
cstr_pfr__pfr_P5_0210m__1,-2.7658403,-0.9147340787,-0.7930715948,0.0106784636,2.5582149998,0.24986148560000002
cstr_pfr__pfr_P5_1500m__1,-2.2858519256,-0.7534198247,-0.6466746290000001,0.4648494723,2.2955389535,0.2597858686
cstr_pfr__pfr_P3_1680m__1,-1.4865338882999999,0.07873636240000001,-0.0779146584,0.730628515,1.7895639932,0.1956587998
cstr_pfr__pfr_P5_1680m__1,-1.2036289117,0.1156413951,-0.35753743120000003,0.581453765,1.6714425198,0.3444429299
cstr_pfr__pfr_P1_1680m__1,-0.9663401198,-0.0683071472,0.19514824800000002,0.8060134834,1.8831795929,-0.0919173263
cstr_pfr__str_0005m__2,-1.3851493672,-0.6704557776,-0.3409397234,-0.15712279070000001,1.2262814749,-0.1559284193
cstr_pfr__str_0010m__2,-1.6379587136,-1.0042060893,-0.4770286696,-0.265789477,1.4253422241,-0.3117323329
cstr_pfr__str_0025m__2,-2.0788664163,-1.3064586079,-0.4335282099,-0.23288875590000002,2.3510457822,-0.3549788984
cstr_pfr__str_0045m__2,-2.4300695289,-1.3176218522,-0.4466409342,-0.0551459138,2.7138455233,-0.2191486229
cstr_pfr__str_0075m__2,-2.3978083503,-1.7028298783,-0.5818770817000001,-0.26107715530000003,2.8543396608,-0.2554337699
cstr_pfr__str_0120m__2,-2.6756165237,-2.0474881727,-0.7107021686,-0.10869552710000001,2.9825104427999998,-0.15975841840000002
cstr_pfr__str_0210m__2,-2.3506587418000002,-1.8547302784,-0.5422782198,0.1939429832,2.9513320538,-0.15243856690000002
cstr_pfr__str_0330m__2,-2.1453326283,-1.3233939343,-0.2578495106,0.5150779626,2.7966428457,-0.14854090690000002
cstr_pfr__str_1500m__2,-2.262385251,-0.8456166669,0.1468066066,0.8367396952,2.7391868598,0.0533523106
cstr_pfr__str_1560m__2,-1.4001595754,-0.7095276052,0.0731814709,0.7246296073,2.5696410085,-0.0942249879
cstr_pfr__str_1680m__2,-1.2882676037,-0.4413314441,0.1536951872,0.7605790578,2.1994893581,-0.06799396270000001
cstr_pfr__str_ref1__2,0.0571361985,-0.08145991450000001,-0.0206640589,-0.057760784,-0.0311120575,0.0439860596
cstr_pfr__str_ref2__2,-0.7541066847,-0.5242384257,-0.19081942500000001,0.0736215355,1.366095038,-0.0276449604
cstr_pfr__str_ref3__2,-0.7393589565,-0.5466043725,-0.1906274678,0.054290198500000005,1.0651846236,-0.1012084702
cstr_pfr__pfr_P5_0005m__2,-1.5060385777,-0.5908411129000001,-0.6519704479,-0.0794621182,0.8497629435,0.30589295710000003
cstr_pfr__pfr_P5_0010m__2,-1.7835864469,-0.49803816910000004,-0.406523391,-0.0434504714,1.4237097457,0.0795924583
cstr_pfr__pfr_P5_0025m__2,-2.8073121205,-1.1591184284,-0.6489360034,-0.0754068391,2.2538714267,0.0206000678
cstr_pfr__pfr_P3_0025m__2,-2.3794803358,-0.8534690561,-0.5031394925,-0.011767695600000001,2.2561945569,-0.3247070877
cstr_pfr__pfr_P1_0025m__2,-2.3720048901,-1.2040499296,-0.41187053700000004,-0.1255593911,2.3247811087,-0.39807763690000003
cstr_pfr__pfr_P5_0045m__2,-2.4094899913,-1.2815085671,-0.7139092909,0.0685713171,2.3915163615,0.045134451900000004
cstr_pfr__pfr_P5_0120m__2,-3.1204368309,-1.4593467425,-1.2373191983,-0.2154514693,3.0165228392,0.1301877645
cstr_pfr__pfr_P3_0120m__2,-2.9643701421,-1.5629417669999999,-0.774186236,-0.0280753025,3.0417841261,-0.13219797960000002
cstr_pfr__pfr_P1_0120m__2,-2.4977963873,-1.7926957206,-0.9928822389,-0.1299215604,2.9616137476,-0.2535108333
cstr_pfr__pfr_P5_0210m__2,-4.2417666142,-1.7323825516,-1.1074783109,-0.024808677300000002,2.8510173329,0.48425317040000004
cstr_pfr__pfr_P5_1500m__2,-1.8357720025000002,-0.7418953307,-0.730009478,0.38347286750000004,2.1725548461,0.2794221789
cstr_pfr__pfr_P3_1680m__2,-1.6580343635,-0.1927391966,-0.6592327816,0.39594306770000004,1.8199002801000002,0.3854533687
cstr_pfr__pfr_P5_1680m__2,-1.3475557664,-0.5406270463,-0.3517542234,0.5410047684,1.9558035733999999,0.1738750254
cstr_pfr__pfr_P1_1680m__2,-0.8543540764,-0.6050916647,-0.0318406079,0.616500037,2.063310708,0.019325781900000002
darobactin__daro_30m__1,0.0268405756,1.095972189,2.0435927853,0.2602940029,-1.2130424763,0.9622415594
darobactin__daro_30m__2,0.0043049921,0.6906965007,1.1654932395,0.5592031788,-1.3530274167,0.7550729143
darobactin__solv_1h__1,2.2379267575,2.4237649444000002,4.0811358027,3.4453231044,-0.7882906685000001,1.8153011222000002
darobactin__solv_1h__2,1.6395216748,3.2693324141,3.4846583053,3.1610447345,-0.1931140751,1.6305390598
darobactin__daro_1h__1,3.2805044839,3.4301409274,4.1985020222,3.4319410746,-0.7909878972000001,2.66022843
darobactin__solv_1h__3,3.2968648558,1.8489138374,3.2297315308,2.9517503830000003,-1.3674056358,2.0770640183
darobactin__daro_1h__2,3.2644969122,4.3391409759,4.1901105271,3.9259027137,-0.7515094694000001,2.5665020116
darobactin__daro_1h__3,3.4435112093,3.6794179874,4.1096972445,3.5522623806,0.7257280832,2.8456212339
darobactin__daro_30m__3,0.7990986082,0.6752032008000001,1.7075047085000001,1.0833536328,-1.2820649928,1.1736554388
darobactin__solv_30m__1,-0.0946890918,-0.06526119100000001,0.9963822506000001,0.5923432861,0.4492811634,0.2661366081
darobactin__solv_15m__1,0.1992997787,0.5613235115,-0.33774419370000003,-0.2747016204,-0.9552779948000001,-0.0111502136
darobactin__solv_15m__2,0.0847374007,-0.4791752292,0.5288074108,0.3544916578,0.5792629848,0.2054542597
darobactin__daro_15m__1,0.6491241232,-0.4791752292,0.6030699253,1.0789283943,-0.7785162297,0.7391266073
darobactin__solv_15m__3,-0.2840371795,-0.0821482823,-0.1910632172,-0.0797900374,0.37601500990000003,-0.19430404610000002
darobactin__daro_15m__2,0.1668558354,-0.4791752292,0.3938025643,0.0316045592,-0.39493948700000003,0.7199340907
darobactin__daro_15m__3,-0.3807093079,0.46277098240000003,0.1472484179,-0.09671293410000001,-0.1576558441,1.2277820302
darobactin__solv_30m__2,-0.0455776262,0.13136694640000002,0.38377573930000003,0.8404024210000001,-0.7606200937,0.0215407991
darobactin__solv_30m__3,0.3948363273,-0.4791752292,0.4976287722,0.7447671141000001,-1.8369326716,-0.0150692206
ddp__pNT3_aroP__1,-2.5534555602999998,-1.2358041752,-0.8500093,-1.2479857521,0.0886227323,0.0663741888
ddp__pNT3_aroP__2,-2.414593491,-4.3957402535,-1.8051407042,-2.2343902975,-0.7160332327000001,0.4506381236
ddp__pNT3_bamC__1,-3.6519291883,-2.0878233993,-2.14355379,-1.8285855027,0.329809986,0.28768228490000003
ddp__pNT3_bamC__2,-3.5121043638,-2.7500514233,-2.6298016274,-2.7694822984,-0.0477825079,0.1535386401
ddp__pNT3_cusA__1,-3.596516636,-2.7049599385,-2.737268486,-2.7591269787,0.20530782860000002,0.15565523180000002
ddp__pNT3_cusA__2,-3.2963622937,-3.0438907971,-2.9963326357,-3.5651952309,0.3693330447,0.131350726
ddp__pNT3_hemX__1,-0.8089267726,-3.9596223632000003,-2.0413855269,-2.3655407983,-0.1577617261,0.7917607625
ddp__pNT3_hemX__2,-0.8893342345,-3.6768557853,-1.9815198588,-2.3404701189,-0.1145936085,0.6527340802
ddp__pNT3_empty__1,-0.3701410391,0.2616635762,0.25676847280000004,0.1432780382,-0.25528889180000003,-0.0220604303
ddp__pNT3_empty__2,0.3701410391,-0.2616635762,-0.25676847280000004,-0.1432780382,0.25528889180000003,0.0220604303
ddp__pNT3_topA__1,-2.8746005134,-1.1525116639,-1.493985596,-1.844031529,-0.0554978194,1.0835072224
ddp__pNT3_topA__2,-4.1361063849,-1.9711630800000002,-2.2547625774,-2.4513546462,0.2654994015,0.9596565713
ddp__pNT3_yicR__1,-1.4429822156,-1.8440452788,-0.9940279930000001,-1.1931613593,0.5319829524,0.5855899905
ddp__pNT3_yicR__2,-1.9964699843,-2.4386419427,-1.6560644384,-1.7462024629,0.41474829430000004,0.5974975256
ddp__pNT3_yqjD__1,-0.5987358432000001,-1.7040302673,-0.26802663200000004,-0.1903411545,0.4454836656,0.3973549986
ddp__pNT3_yqjD__2,-0.6338304241,-2.3237739287,-0.8238409283,-0.6316629718,0.1604524262,0.3463440169
ecomics__del_gabT__1,0.4003643776,0.18488697540000001,0.0742050375,0.0745532543,-0.1075518095,0.0319115236
ecomics__del_gabT__2,-0.4003643776,-0.18488697540000001,-0.0742050375,-0.0745532543,0.1075518095,-0.0319115236
ecomics__del_putP__1,0.5056727787,0.4385623361,0.3685019289,0.1067400726,1.0652469944,0.1755425277
ecomics__del_putP__2,1.096474748,-0.07231401130000001,-0.025053715100000002,-0.1979470274,-0.3363844234,0.024489941100000003
ecomics__del_entF__1,-4.0795806525,-2.0716982976,-1.0540784303,-1.1177191773,4.4955254074,-0.2854373702
ecomics__del_entF__2,1.5619229438,0.6250483434,0.42494356450000004,0.2286393682,2.2614484678,0.3764522019
ecomics__del_entF__3,0.2719088143,-0.22044376240000002,0.0412956342,-0.2234946743,2.3754519259,0.2949215998
ecomics__del_cysA__1,-6.6556083999,-2.2621826222,-1.5900318668,-1.1805115925,2.6157946167,-0.0268914219
ecomics__del_cysA__2,-4.3253100248,-1.5852860557000001,-0.9241711126000001,-0.9068038754000001,1.8067875868,0.056630553900000005
elyC__wt_21C__1,0.5182781586,0.9492725579,1.0423785865,0.996390658,1.1819340693,0.8425441532
elyC__wt_21C__2,0.7034696942,0.8373598711,0.8943996289,0.9618817342,1.0792994915,0.6879051231000001
elyC__wt_21C__3,0.7079124906,0.83415471,0.7789661007,0.8095193057000001,0.8468715256,0.6686345142
elyC__wt_37C__1,-0.24813164010000002,-0.046072299600000005,-0.0252161142,-0.0426183746,-0.493303217,-0.5242501190000001
elyC__wt_37C__2,0.0829013739,0.07540432200000001,0.12246827660000001,0.0638008972,0.3568550921,0.3029605819
elyC__wt_37C__3,0.1652302662,-0.0293320224,-0.0972521623,-0.0211825226,0.1364481249,0.22128953710000002
elyC__delelyC_21C__1,0.8459071848,0.4926931136,0.9388821947,0.6963405488000001,0.5305231278,0.5729494946
elyC__delelyC_21C__2,0.9877173123,1.2298390381,1.4744423305,1.3331778944,0.4956764838,0.8031390428
elyC__delelyC_21C__3,0.5272364806000001,1.358358146,1.2464761898,1.0185232784,0.9819170813,0.5992687779
elyC__delelyC_37C__1,-0.18821398690000002,0.17881830910000002,0.0038701254,-0.15226168950000002,-0.3302070966,-0.2291631891
elyC__delelyC_37C__2,0.0777335,0.45531151480000004,0.3139929227,-0.0712232964,-0.3687230309,-0.18907728040000002
elyC__delelyC_37C__3,-0.22371543,0.0848438656,0.2654716236,0.1351825347,-0.19103660700000002,-0.1244349435
evo_acid_w__F9_2__1,-4.6653075227,-10.3191542454,-0.3220439896,-7.983339262,-0.295803914,1.097039597
evo_acid_w__F11_1__1,-5.4709683178,-10.6456861873,-9.8758005074,-7.983339262,-0.5531853274,-0.9273947829
evo_acid_w__F11_1__2,-6.4840758489,-10.1477866088,-9.454487685,-7.7561147723,-0.753315144,-1.0439189205
evo_acid_w__F11_1__3,-5.8373551439,-10.0907904654,-9.3394492016,-7.7055534784,-0.4590799051,-0.8374599219000001
evo_acid_w__wt__1,0.5752590996,-0.0606603389,0.10856943640000001,0.7282533577,0.8473907621000001,-0.0241568321
evo_acid_w__F11_2__1,-4.7414077606,-10.4680136629,-7.7392758931,-7.983339262,-0.4386079671,-0.0860494442
evo_acid_w__B11_2__1,-6.373497134,-3.3837683751,-0.7458632826,-0.7741003474,-0.020919271700000002,-0.2103483814
evo_acid_w__F11_2__2,-3.9681873324,-10.4780210745,-8.4034980314,-7.9203474806,-0.5572363475000001,-0.7525754931
evo_acid_w__wt__2,-2.7027105491,-0.9042029784000001,-0.376780479,-0.12405676040000001,0.15794882100000002,-0.0423046222
evo_acid_w__B11_1__1,-5.6933011035,-2.3351485115,-0.49734399440000004,-0.8535061559,-0.7508171130000001,-2.0566938058
evo_acid_w__H9_1__1,-6.8533786128,-8.9931450991,-5.558594086,-3.8277860687,0.5517961570000001,-0.9828317065000001
evo_acid_w__H9_2__1,-8.4456878943,-3.487329876,-1.5004944395000002,-1.9961356302,-0.5123174580000001,-0.5097708088
evo_acid_w__B11_2__2,-7.2283408638,-3.786996326,-0.8922951483,-0.9342169745000001,0.2826445862,-0.2337895701
evo_acid_w__wt__3,-3.2521408018,-1.1772502082,-0.5044675253,-0.0985167121,0.5876515511,0.5081283672
evo_acid_w__H9_2__2,-8.6855230671,-3.7532743899,-1.3381789616,-1.9462646802,-0.3692194454,-0.47408949180000004
evo_acid_w__B11_2__3,-5.8418933282,-3.1037810414,-0.5056103457,-0.4246359645,0.3851869899,-0.6043009345
evo_acid_w__F11_2__3,-5.2213197165,-8.2612550168,-7.1866897604,-7.4829747662,-0.24411679520000001,-0.6240025128000001
evo_acid_w__F9_2__2,-4.0922859708,-10.333107873,-0.19900593900000002,-7.983339262,0.1977745836,0.9201684831
evo_acid_w__wt__4,0.0396449695,0.9246605210000001,0.4710223147,-0.0023402089,-0.17938201010000002,0.4262621594
evo_acid_w__wt__5,0.21949087960000002,0.7917812134000001,0.4855260384,0.0813342344,0.2115309397,-0.0907873793
evo_acid_w__wt__6,1.7148579367,-0.4898230642,-0.36712429090000004,-0.4289592438,-0.3137195984,-0.6271696783
evo_acid_w__H9_1__2,-6.5514504627,-8.7909341488,-5.6846699906,-3.7661227712,0.5025097043,-0.9878038137
evo_acid_w__F9_1__1,-4.8257914356,-10.6456861873,-1.8600842366,-7.983339262,-0.7009801223000001,0.1061579939
evo_acid_w__F9_1__2,-5.8775962448,-7.9438482649,-1.7578987962000001,-6.7183694825,-0.5480988904,0.0811030881
evo_acid_w__B11_1__2,-3.5165361425,-1.9667500264000002,-0.6206539345000001,-0.9635933411000001,-0.7470529235000001,-1.4706241186
evo_acid_w__H9_2__3,-8.5758079355,-3.4172078207,-1.0312536301,-1.82277779,-0.4627646667,-0.4671100716
evo_acid_w__wt__7,0.7931601694,0.6786720246,0.7517375774,0.36850026480000003,0.0650061706,0.291305217
evo_acid_w__F9_1__3,-6.1705617343,-10.5488634039,-2.0408356488,-7.9125702074,-0.1084536911,0.0806200884
evo_acid_w__F9_2__3,-5.2151906592,-10.3141865645,-0.2794974947,-7.735902104,-0.1497223667,1.2349298928
evo_acid_w__wt__8,0.40752442790000004,-0.3570849197,-0.17939048500000002,-0.1687820861,-0.8315867184,-0.5168503485
evo_acid_w__B11_1__3,-3.7019118698,-2.0461469939,-0.7480785665,-0.9510154794000001,-0.9936574976,-1.5198680512
evo_acid_w__wt__9,2.2049138682000002,0.5939077504,-0.38909258680000003,-0.3554328458,-0.5448399176000001,0.0755731168
evo_bz__c3_1_bz__1,3.7063458367,2.3362380322,0.1315774957,0.3528460617,-0.2153406649,0.6045900864
evo_bz__c3_1_bz__2,1.2222147105,-0.9057195052,0.0697563328,-1.4176699698,-1.5032004312,0.6665521292000001
evo_bz__c3_1_bz__3,2.2313914262,1.0100723473,0.554049303,-0.9485549268000001,-1.3267624117999999,0.5463657323000001
evo_bz__c3_1_bz__4,2.7310299028,1.5896810198,0.8373188606,-0.5452434208,-0.9605861108,0.6278999625
evo_bz__g5_1_bz__1,-0.7861793233000001,-1.8785032513000002,-1.109915956,-0.9721166732000001,-0.9027302304,1.5070312818
evo_bz__g5_1_bz__2,-0.8977273879000001,0.39718258500000003,-0.9103902651,-0.5573724638,-1.3601892147,0.8280153045
evo_bz__g5_1_bz__3,-1.203539401,-1.5917521324,-1.8425299546,-1.3453073873,-1.6448931915,1.5406839391
evo_bz__g5_1_bz__4,-0.0565589509,-0.3086045632,-0.7715059626,-1.3360238679,-1.5874470718,2.2125833362
evo_bz__g5_1_bz__5,-0.8791156116000001,-0.9124063273,-0.9134966838,-1.79205624,-1.4104344099000001,1.7876219128000002
evo_bz__g5_1_bz__6,-0.7743321525,-0.7848960107,-0.8231604171,-1.3809029873,-1.4428590194,1.9715246501
evo_bz__w3110d13__1,0.8281738699000001,0.43506496850000004,-0.47587371030000003,-0.0115785776,0.34634068570000004,-0.2027626566
evo_bz__w3110d13__2,-0.2848722542,0.2202494525,-0.2192822143,0.2643503669,-0.3097676878,-0.1722772558
evo_bz__w3110d13__3,0.0698342017,0.0291432168,0.3491979779,0.0462997234,-0.3486497792,-0.0238262804
evo_bz__w3110d13__4,-0.11475077800000001,0.007255528000000001,-0.4482340085,0.0128409083,0.6240553447,-0.3323414589
evo_bz__w3110d13__5,-0.4598133303,-0.2327537231,0.3617842556,-0.19600256940000002,-0.5561264704000001,0.09276473390000001
evo_bz__w3110d13__6,-0.038571709100000004,-0.4589594428,0.43240769960000003,-0.11590985170000001,0.2441479071,0.6384429179000001
evo_bz__w3110d13_bz__1,8.2409840257,3.6560702359,1.4388144902,1.3455143423,-0.09680426880000001,1.0306032465
evo_bz__w3110d13_bz__2,8.7041919565,3.7578276032,1.4822941105,1.494805028,-0.5590898835,1.0620790756
evo_bz__w3110d13_bz__3,4.8358522405,1.9701178217000002,1.1647807872,-0.2280239467,-1.2730290603,1.1761166277
evo_bz__w3110d13_bz__4,9.2793167694,3.7975953776,1.2704916582,1.3550493743,-1.045640876,1.0781661632
evo_bz__c3_1_bz__5,3.3173822545,2.2400872431,0.18353300120000002,0.2194184656,-0.8861009359,0.5970242542
evo_bz__c3_1_bz__6,3.2967196285,2.1948003384,0.2730073368,0.29646830820000003,-0.1915548078,0.41313108940000004
evo_bz__g5_2_bz__1,-0.0830924245,-3.5227618753,0.4388982658,-0.43798814900000005,-1.9445984731000001,0.6560503050000001
evo_bz__g5_2_bz__2,-0.572817,-3.526846673,0.3391830247,-0.7401161175000001,-1.8853511427,0.5163063446
evo_bz__g5_2_bz__3,-0.46562335790000003,-3.0085562516,0.512148016,-0.6117125319,-1.9520287492000001,0.5921911449
evo_bz__g5_2_bz__4,5.2956710526,2.6042831637,2.4644411226000003,2.3366807523,-1.6271429073,0.4145018807
evo_bz__g5_2_bz__5,5.6410148567,2.6916772758,2.6115763972,2.6654831112,-0.5371189956,0.3385546109
evo_bz__g5_2_bz__6,7.2072027745,3.1102064821,2.786839205,3.0380283803,-0.3141703055,0.6707933292
evo_bz__w3110d13_bz__5,5.5830064138,2.5472782739,1.6840199022,0.0786403487,-1.235924856,1.0105470486
evo_bz__w3110d13_bz__6,5.4015040323,2.3015406414,1.2409427823,-0.1223139933,-1.2297296564,1.2598023969
evo_bz__a1_1_bz__1,6.2555820452,-4.5982621841,3.0552930362,1.5888680729,1.0580166145,1.8700815334
evo_bz__a1_1_bz__2,4.0821813245,-5.7461388797,0.7118935667,-0.4586989305,-1.0698440502,1.2053437335
evo_bz__a1_1_bz__3,1.6309634031,-6.1751159546,-1.3363152808,-2.9427254733,-1.1081031,0.8512096507
evo_bz__a1_1_bz__4,3.4615831754,-5.6748091107,0.7030296889000001,-0.2070599942,-1.180015321,1.0336142905
evo_bz__a1_1_bz__5,1.5943143596,-6.346387135,-1.6633560898000002,-2.4681804261,-0.9157446361,0.8297124726
evo_bz__a1_1_bz__6,1.3798934369,-5.5938838749,-0.9713639908,-2.7178639243,-1.3785852999000001,0.9577840338
evo_metab__wt__1,1.0944177873,0.0139797876,0.6157377047,1.0596568894,0.2585307803,0.6428626927000001
evo_metab__del_zwf__1,4.0418867918,2.2319154896,1.1122063436,1.6630150353,0.4532447316,0.5569332490000001
evo_metab__zwf_ale1__1,-0.4991558782,-3.3504926222,0.8433717628,1.9968064777,0.6147218659,0.45583812900000004
evo_metab__zwf_ale2__1,-1.9088432498,-3.2339529342,1.4254230940000001,1.0980510913,0.6525531374,-0.0059625017
evo_metab__del_ppk__1,0.2842313155,0.5226293499,-0.2005793117,0.4036717338,0.7829335568,-0.7958093834000001
evo_metab__ppk_ale1__1,-4.5498037854,-4.1579925567,-1.6299030935,-0.7005748886000001,-0.128032174,-0.9913625079
evo_metab__ppk_ale2__1,-0.7603935804,-3.3381135148,0.4972415068,2.2652401056,0.6858575338,0.8636873724
evo_metab__ppk_ale3__1,-1.2454192022,-2.3078005239,0.8698127504000001,0.900683556,0.5512592059,0.9692145481000001
evo_metab__del_dapF__1,0.8828192347,-0.0058409704,0.3887205452,1.2726474871,0.1026297433,0.5484635499
evo_metab__dapF_ale1__1,-0.09089134160000001,-1.3263821227,0.6481500712,0.7753889515,0.2043123697,0.47975582850000004
evo_metab__dapF_ale3__1,-0.4416804137,-1.0781355394,-0.2944254633,0.1426560579,-0.25115736110000003,0.0560243226
evo_metab__del_entC__1,1.2746658213,-0.43432279490000003,-1.2407576638,-0.3604792116,5.0878557943,-0.4189636936
evo_metab__entC_ale1__1,0.027736656800000002,-1.0025609797,-2.1301683097,-0.2450091002,5.7822864125,-0.9782229419
evo_metab__entC_ale2__1,-0.245333663,-1.5193476558999999,0.5823923612,0.41516250180000003,3.9057156925000003,0.5822594640000001
evo_metab__del_dgk__1,-3.2302356398,-2.3310213741,-3.4635241338,-2.4271980725,7.4908694885,-1.0677223828
evo_metab__dgk_ale1__1,-4.1633549906,-3.8113830649000002,-1.9699868450000002,-1.8477135740000001,3.8938132606,-0.6452112251000001
evo_metab__dgk_ale2__1,-4.1499913278000005,-4.723710063,-2.3669817871,-1.6166878714,5.2636315987,0.1060509201
evo_metab__dgk_ale3__1,-0.5151120782,-2.93492297,-1.8704187436000002,-0.5492875857,4.1915628667,-0.601614632
evo_metab__wt__2,-0.4548866984,0.15505544940000002,-0.1124218074,-0.2140639764,-0.13368290260000001,-0.7106380433
evo_metab__del_zwf__2,-0.36702423160000003,0.7088664608,0.1956904767,0.4835806388,0.1297898918,0.48744292520000004
evo_metab__zwf_ale1__2,-3.8988190592,-2.1475670845,-1.5441800312,-1.1566581592,-0.3065796938,-0.1201034834
evo_metab__zwf_ale2__2,-3.4009769501,-1.8520559228,-0.3453191248,-0.48004320380000004,-0.4024346495,-0.49547265960000003
evo_metab__del_ppk__2,-2.5097677861000003,-0.2935311929,-0.4104208794,-0.9410297958,0.3421402867,-0.7485561418000001
evo_metab__ppk_ale1__2,-4.9652108046,-3.3664794786,-1.3283772674,-1.3556802996,0.11697437570000001,-0.1073952073
evo_metab__ppk_ale2__2,-4.310715768,-2.0380439122,-0.9935913919,-1.0772681604,-0.30249706590000003,-0.5009317645
evo_metab__ppk_ale3__2,-2.9115917649,-2.9224326977,-0.5052825244,-0.7781230134,0.2477576068,-0.8764053693
evo_metab__del_dapF__2,-1.3195913256,-0.6133815045000001,-0.189121058,-1.2971975864,0.14643304710000002,0.2653966235
evo_metab__dapF_ale1__2,-1.2066578555,-1.4430711628,-0.1654436139,-2.1593162468,0.33710863690000004,0.8576571565000001
evo_metab__dapF_ale3__2,-1.8643223825000002,-1.1562290388,-0.44167636250000003,-1.9222929237000002,-0.009752463500000001,0.5060509845
evo_metab__del_entC__2,-3.5237969619,-1.9169421875000001,-2.0345941137,-1.9979490054000002,5.7368799051,-0.7526508004
evo_metab__entC_ale1__2,-0.9224039099,-0.1506871668,-1.5632921842,-0.9775914492000001,5.3475927597,-0.6745435179
