,A,CsgD,ihfB,MlrA,MqsA,CpxR,RstA,hns,BtsR,FliZ,Cra,rcsB,OmpR,BasR,Crp,RcdA
ecoli_00194,-0.7792956301,-0.538414275,-0.016725155000000002,-1.4271975000000001,0.1372184095,-0.47036250700000004,0.0354982345,0.10903987,-0.1883448465,5.9373745735,0.0250361385,0.132257085,-0.1524206045,-0.44144269,0.33765284300000004,-0.1305999395
ecoli_00195,-4.5795428374,-1.715865875,-0.756265837,-2.357194931,-0.052334267500000003,-0.797113362,-0.0661218145,-0.24890779000000002,0.0160492035,5.8886808855,0.0205400925,-0.08583211,-0.6139403795,-0.779958084,-0.141785767,-0.37062355950000003
ecoli_00196,-3.3527822721,-1.181653757,-0.246303875,-1.740382367,0.7486167635000001,-0.805689948,0.15604011950000002,0.27960287,0.2724366985,5.4677361905,-0.1574850455,0.315922751,-0.24845833950000001,-0.9836299020000001,0.255483463,-0.2719949665
ecoli_00197,-3.0705834541,-1.260721841,-0.308254705,-1.956744132,0.7918660605000001,-0.663226345,0.2143504035,0.22180329999999998,-0.1800826515,5.5311636645,-0.1759677155,0.292914448,-0.1773282895,-1.101981196,0.27079068300000003,-0.4561380405
ecoli_00198,-5.2863510437,-1.713013616,-0.753961313,-2.645796701,-0.07955748750000001,-1.020004102,-0.0017891935,-0.23934728,0.1989535895,5.9166740625,-0.0996171145,0.107386676,-0.5733076125000001,-0.49227184900000004,-0.10748262700000001,-0.9133682085
ecoli_00199,2.3148259392,0.5024858010000001,0.048335155000000005,-0.043543489000000005,0.5947108305000001,0.116039626,-0.5157488235000001,0.01989655,-0.1782411385,0.7988317645,-0.6737077895,0.051857334000000005,0.2640988795,0.13178572800000002,0.340002173,-0.32208165050000004
ecoli_00200,2.6636511418,0.589856738,0.008906585,0.164096132,1.0293813185,0.36610711100000004,-0.2089688725,0.09547226,-0.0690962395,1.1603687675,-0.6055927765,0.18116453600000001,0.4311563225,0.5176655520000001,0.487174103,-0.00039540850000000004
ecoli_00201,-0.2248209442,-0.5257996460000001,0.9312559250000001,0.9882695210000001,0.8795695375,0.11510076100000001,0.1860618245,0.16531805,0.8709713515,0.7678407195,0.13054956950000002,-0.05139805200000001,0.9298128945,0.6516199490000001,0.518280163,0.0052448835
ecoli_00202,-0.6718457865,-0.6921840220000001,0.8762793350000001,1.03351602,1.2546392775,0.122157185,0.1927228085,0.22712904,0.7630248895,0.7913504125,-0.0921015085,-0.108624759,0.9491845245,0.8163568720000001,0.5586262230000001,-0.1371983975
ecoli_00203,1.2523797804,0.200117766,0.374492025,0.120588547,0.3484067435,-0.016444439,0.33926392650000003,0.28680958,0.5444553465,0.5775477475,0.14207658950000002,0.322823789,0.2320704945,0.176028988,0.452821843,-0.2311001085
ecoli_00204,2.9175434318,0.6847568310000001,0.10842385500000001,-0.490861325,0.2529366635,-0.10683157900000001,0.3590436965,0.2889651,-0.0055801505000000005,0.0422208065,0.0901582025,0.30236347900000005,-0.0558314925,-0.112657243,0.36938018300000003,-0.45084447450000004
ecoli_00205,1.7877169756,0.155732077,0.8927779450000001,1.001042549,0.9802045195,0.252587279,0.3516961825,0.1994165,0.5785845405,0.47606283850000003,-0.2099125755,0.227402755,0.7782365865,0.645318323,0.49007886300000003,-0.2969574545
ecoli_00206,2.5547610027000003,0.381908283,0.9751252050000001,1.46960631,1.2373321085,0.32036507000000003,0.1364148675,0.42849138000000003,0.5453803455,0.9899565295,-0.4627617465,0.292790777,0.6983893195,0.5261419540000001,0.474334523,-0.0359437005
ecoli_00207,-0.6045258788,-0.772091065,0.41649266500000004,0.32077801300000003,1.1666759295,0.21932071,0.3815493265,0.19385859,0.2368365835,0.23222274750000002,0.15975073850000002,0.274612124,0.8498789715,0.360922548,0.830611623,0.0749049425
ecoli_00208,0.202723863,-0.6295913550000001,0.42112533500000005,0.245867251,1.1148481495,0.631185269,0.3087586845,0.30122833,0.0064921055,0.6627407065,0.0252895325,0.267896234,0.7778399315000001,0.428317924,0.7498248230000001,-0.0319169205
ecoli_00209,0.9916600072,0.005986811000000001,0.077391735,0.674555015,0.2303830355,-0.123235641,0.3031678425,-0.04215271,-0.1532433665,-0.2041692475,-0.2569162325,0.250091585,0.5767738695,0.42231347300000005,0.39857596300000003,-0.4245725805
ecoli_00210,1.4115228188,0.15931240700000002,0.130486615,0.554807558,0.29156368050000003,-0.106662001,0.2705033885,0.02936957,-0.1350352495,0.5288535345,-0.2472585465,0.391835113,0.6041079215,0.40307444200000003,0.474739703,-0.3086033265
ecoli_00211,2.0969502044,0.28428896200000003,0.172641955,0.061954886,-0.0554407675,-0.11077808,0.7162081105,0.02575863,0.0931556765,0.3008049315,-0.46788135750000004,0.13686278100000002,-0.0261215715,0.017791678000000002,0.27564292300000004,-0.4992745465
ecoli_00212,1.7500906309,0.28885020100000003,0.207431095,0.168549615,0.1569898415,-0.0071240140000000006,0.8556955605000001,0.03968198,-0.0169177155,0.3060866135,-0.3931881025,0.23090354000000002,0.0038572145,0.019303795000000002,0.268154863,-0.8331827785
ecoli_00213,-0.15787676350000002,-0.72654719,0.7855035850000001,0.840167627,0.7950469515,0.169711745,0.2788241755,0.09406905,0.8465871505,0.6732942185,0.3487492755,0.013097473,1.0375331665,0.5863209060000001,0.582376183,-0.0211445585
ecoli_00214,0.0414398627,-0.397921132,0.670479245,0.730106141,0.9360734855,0.303379874,0.5581483085,0.07805088,0.9479252405,1.0762725795,0.3502586885,0.112459691,1.0568289035,0.579978232,0.636744023,-0.0059229025000000005
ecoli_00215,1.6165417774000002,0.731525477,-0.104676025,-0.140690373,0.0003387445,-0.282013889,-0.35854680450000004,0.00406018,-0.2310782775,-0.2133145655,-0.1179309295,0.09142707700000001,0.0465688795,-0.38295752,0.332940493,-0.1567969565
ecoli_00216,2.2199490439,0.691359037,-0.139979205,-0.115736325,0.1430142195,-0.31118823100000004,-0.3939581185,0.05017509,-0.1822491065,0.6280631875,-0.15625389750000002,0.122734701,0.1620935255,-0.36583502900000003,0.32368551300000004,-0.23074658750000002
ecoli_00217,2.1232411112,0.569385942,0.183526605,-0.036182722,1.1476584425,0.224712497,-0.24830514750000002,0.37663584,-0.1356102805,0.3570985225,-1.0921259985,0.21183204100000003,0.6209862325000001,0.47694185800000005,0.636331983,0.0375481925
ecoli_00218,0.1825558375,-0.13636140700000002,0.5048975450000001,0.49003797600000004,1.4836756085,0.42364796,0.1361734665,0.39817674000000003,0.18194978950000001,0.7845605785,-0.7620028185000001,0.18947059100000002,0.8640807665,0.733992894,0.554671843,-0.0673412485
ecoli_00219,-0.7392367846,-0.5863582740000001,-0.133531365,0.15910753400000002,0.0322051785,-0.38991506800000003,0.2994900635,-0.09853427000000001,-0.1236476185,0.43794695250000004,-0.1672907085,0.284202426,0.46385045350000004,-0.037233007000000005,0.36809995300000004,-0.5653351495
ecoli_00220,-0.0886868995,-0.449717856,-0.094717825,-0.019476282,0.1130215725,-0.36446154000000003,0.18374676850000002,-0.02743988,-0.0215017515,0.6827042565,-0.1853617155,0.28862287000000003,0.46943057450000003,0.11016900900000001,0.422601483,-0.3152026925
ecoli_00221,2.5231640531,0.7700963820000001,0.292940975,0.011081893,0.3675934535,-0.032813702,0.5393890305,0.15940042000000001,-0.3141348125,-0.08064576350000001,-0.4265538595,0.213308506,0.10752017950000001,-0.19105402700000002,0.363195763,-0.0843239385
ecoli_00222,0.2748661237,-0.07891893100000001,-0.073970795,-0.5421805110000001,0.2625259585,-0.14693393100000002,0.6765963625,0.03568397,0.0166718455,-0.28944254750000004,-0.4108135465,0.045815265,-0.1269164965,-0.120038454,0.30711134300000004,-0.3493156565
ecoli_00223,4.9587071788,1.788693853,0.5608763050000001,0.36260034300000005,0.6325360675,-0.002849813,-0.0766745885,0.36379797,-0.5646310345000001,0.7817710325,0.1275209545,0.46125338800000004,0.5256240845,0.33656407200000005,0.8218948030000001,-0.0320084675
ecoli_00224,4.3448476967000005,1.583701144,0.493183935,0.284887995,0.6928378265,-0.093258622,-0.1393534505,0.30074286,-0.4932275915,0.25511239550000003,0.1606258955,0.387992604,0.4465441485,0.080407954,0.832054603,-0.7484090575
ecoli_00225,0.3833234702,-0.38527748,0.7981991850000001,0.7095514350000001,0.7443592155000001,-0.03267713,0.0182648885,0.10183973,0.6101252075,0.5790166855000001,0.2242853965,-0.09492146500000001,1.0228912525,0.42647738500000004,0.596168643,0.0545294705
ecoli_00226,-0.1754212111,-0.5094807690000001,0.797997595,0.451819099,1.1274886065,0.018513902000000002,0.1092488815,0.09501646,0.8126532625,0.5211449105,0.3255009585,-0.06490021900000001,1.1447802055,0.44538008300000004,0.633656513,-0.1349358675
ecoli_00227,1.514855048,0.37501758700000004,-0.593982416,-0.735654557,0.5076555625,-0.53724556,0.053938109500000005,0.11158181,0.4799976945,-0.0958973545,-0.24882681750000002,0.033824412000000005,-0.17007321150000002,-0.612771307,0.23073483300000003,-0.3904965935
ecoli_00228,1.9861508831,0.596536072,-0.46387607100000006,-0.9821892660000001,0.8267957945000001,-0.416188661,-0.2654215875,-0.00186133,0.19635040550000002,-0.1903235925,-0.2915858915,0.01020461,-0.1009076765,-0.590250673,0.160408733,-0.6175583175
ecoli_00229,3.9173607189,1.386353077,0.250692175,-0.23432389,1.1018674195,-0.34650182,-0.1086395425,0.32387251,-0.14912426750000002,2.2640574355,-0.0612522275,0.18579162,-0.0162395045,-0.283341404,0.33273120300000003,-0.2930639215
ecoli_00230,3.5544440215,1.380320073,0.117195875,-0.37242797,0.9084902365,-0.347086326,-0.2274697795,0.19151242000000002,-0.3583103935,2.3120933845,-0.1153842045,0.19884617500000001,0.0172096035,-0.42312098400000003,0.351625083,-0.4075238145
ecoli_00231,2.6940825849000003,0.866355655,-0.056704485000000006,-0.681027216,1.1725381505,-0.523967072,-0.061023535500000003,0.08330283000000001,-0.1248964325,2.2611567085,-0.1519660425,0.159044396,-0.2865864875,-0.764955416,0.22966762300000002,-0.5650249625
ecoli_00232,2.0431856892,0.619689251,-0.07788523500000001,-0.37408678900000003,0.9669747635,-0.466316538,-0.0567525695,0.028688480000000002,-0.2127146885,1.8655424905,-0.1983438985,0.177534362,-0.2871816635,-0.695363615,0.288967533,-0.6321262895
ecoli_00233,4.5673266418,1.8405581180000001,-0.053282165000000006,0.09359299800000001,0.9430062995,-0.239625307,-0.09414386350000001,-0.34505653000000003,-0.40946077150000004,3.8519919155,0.0069847105000000005,0.063130878,0.0110048245,-0.5728971260000001,0.263027813,-0.35286112750000004
ecoli_00234,4.2187250419,1.78629902,-0.17460455500000002,0.177082061,0.7659612175,-0.10360308900000001,0.0175624245,-0.16205876,-0.4260311055,3.8830305645000003,0.0829141155,0.113812674,0.1495056615,-0.64757355,0.38965776300000005,-0.1263653625
ecoli_00235,3.2553021513,2.033230617,0.330804415,1.047902416,1.9874940305000002,-0.392390057,0.1324871305,-0.65360257,-0.45887697850000003,0.7855278475,-0.3300999335,0.008345692,-0.1683661595,-0.538515533,0.20591431300000002,-0.1327951415
ecoli_00236,4.031580772,2.304844076,0.34874165500000004,1.184171758,1.6436500325,-0.071870155,0.38338270750000003,-0.58392917,-0.27759582450000003,0.7598067245,-0.2279361055,0.082973079,0.0330456765,-0.285981988,0.360213693,-0.0136276695
ecoli_00237,2.4959792195,1.02140304,0.18153876500000002,0.053900658000000004,1.1138253745,-0.6175540620000001,-0.2260796615,0.27096116,0.8269054885,0.5763950335,-0.029749650500000002,-0.31381894600000004,0.1812037095,-0.453863055,0.045779202000000005,-0.2704816225
ecoli_00238,2.4959388486,1.0631523,0.07463568500000001,0.36998851200000005,0.8535585275,-0.499324617,-0.0111604875,0.30555157,0.9400353415,0.6848065915,0.1353121075,-0.200130981,0.2508458825,-0.39053114800000005,0.144864783,-0.2507125445
ecoli_00239,2.4966273932,0.852645588,-0.048072745,-0.24121266500000002,0.9024358505000001,-0.613920035,-0.1878391495,0.30606739,1.0557382135,1.3938343935,0.1697747235,-0.33651358400000003,0.14110844250000001,-0.581513377,0.252590313,-0.3395835135
ecoli_00240,2.051912447,0.803090301,-0.084592575,-0.24431824700000002,0.7968478525,-0.693045884,-0.2731238505,0.2925336,0.9829920375000001,1.0886149975,0.1375632705,-0.35404791700000005,0.020709849500000002,-0.668786438,0.223236343,-0.1961872765
ecoli_00241,-0.9624141554000001,0.22851681000000001,0.168173235,1.64242381,-0.0045952415000000005,-0.429527796,0.5254608355,0.19869952,1.0975988225,1.6855815875,0.44014802150000004,-0.20818097600000002,0.6762378865,0.24681261200000001,0.33342218300000004,0.3408492115
ecoli_00242,-5.7249085793,-2.627128376,0.40226726500000004,0.058208806,-0.2365444015,-0.5245636220000001,0.2295403275,0.51625692,0.7855680255,2.1058150695,0.4296669475,-0.09930234,0.8531000965000001,0.37362853500000004,0.264908103,0.3899424125
ecoli_00243,-6.3938647315,-2.545921958,0.31857179500000005,-0.09527776800000001,-0.0895743855,-0.6098771350000001,0.3825831295,0.5810062,1.0625522705,2.2599248285,0.5236768855,-0.055380955,0.8359308615000001,0.289082632,0.307141653,0.3936127405
ecoli_00244,-6.479765124,-3.752375964,-0.18964956500000002,-1.160607392,-0.42463149450000004,-0.6885535930000001,0.1675404215,0.61983432,0.9643760595,2.4294127195,0.1788567995,-0.598408597,0.0225383545,-0.448488679,-0.057655873,0.2479397555
ecoli_00245,-8.4035483015,-3.154584498,-0.254357585,-0.679024144,-1.0805742985,-0.7844064260000001,0.1124904515,0.49785502000000004,0.8081555605,2.2573404335,0.2502945185,-0.6819317180000001,0.1819986585,-0.474289685,-0.070605865,-0.0938730185
ecoli_00246,-6.1344797277,-0.6160095520000001,-0.26528265500000003,0.43742842200000004,0.4826739915,-0.40131418700000004,0.7448799985,0.048606750000000004,1.4239991495,1.0812759225,0.8401702095,-0.65852365,1.1556675415,-0.16004774100000002,-0.069139537,0.8002636355
ecoli_00247,-5.2254464011,-0.8842768080000001,-0.279414645,0.36814113600000004,0.0938248215,-0.423448716,0.6793211085,0.050707470000000004,1.5618253825,0.5012196925,0.9115120555,-0.5372133570000001,1.1736813975,-0.11842511100000001,-0.022394787000000003,0.7166325815
ecoli_00248,0.0806583091,0.70023557,-0.027787695,-0.263710849,-0.0517262475,-0.256978309,0.8319133635,0.52019294,1.5800628295,1.7409516535,0.9093576335,-0.289009349,1.2207963045,0.682819049,0.401836273,1.0556156835
ecoli_00249,-0.6828563785,-0.514646815,0.353868815,0.48918890800000003,0.2723995275,-0.49861995800000003,-0.0851676455,0.17950374,0.5851251905,0.6156035355,-0.4265461505,-0.14002446500000001,0.3493634235,-0.25085440400000003,0.24554710300000002,-0.0922362385
ecoli_00250,-0.8188590727,-0.612176382,0.41974093500000004,0.48672497000000003,0.3503081735,-0.405896132,0.1817105475,0.30547714,0.5259530875,0.6611020605,-0.35549306950000004,-0.16411446400000002,0.1867653735,0.165300581,0.412722073,-0.3225240125
ecoli_00251,-4.9742546397,-1.743153224,-0.073725045,-0.963058034,-0.4614859095,-0.9685474340000001,0.0994271605,0.08149295000000001,0.6632668385,0.6534282695,-0.2417858225,-0.276328287,-0.10864736450000001,-1.0679599770000001,0.376783933,-0.0758596965
ecoli_00252,-5.6084692883,-2.048316238,-0.208171285,-1.128151454,-0.4695097365,-0.8057507380000001,0.009719130500000001,0.07819712,0.8848659795,0.8501143885,-0.2578451895,-0.279999704,-0.11662639550000001,-0.6040180030000001,0.375609213,0.29210143450000003
ecoli_00253,-2.5691688772,-0.54333398,-0.6507081960000001,-1.161024225,-0.3091606535,-0.32719115400000004,0.24616540450000002,0.12701641,1.2002760515,-0.11077237350000001,0.1964395635,-0.31099897400000004,0.31397902050000004,-0.429634406,0.029854537,0.2269915535
ecoli_00254,-2.5216082073,-0.32664654800000004,-0.478276798,-0.142629594,0.0192952715,0.048285281000000006,0.43650740050000003,0.18988008,1.1336301655,0.0186982105,0.0568622445,-0.318843456,0.4788819295,0.32548229,0.109766425,0.1344620495
ecoli_00255,-5.7704448921000004,-1.200803106,0.186856515,0.879102228,1.0215254245,-0.419396278,2.9813391815,-0.43513029000000003,2.0008179335,0.2596342695,0.2225531285,-0.151949355,0.8145226035,0.456571021,0.311947293,0.1821697655
ecoli_00256,-5.7317103227,-0.934992197,0.250459455,1.404251275,0.8863775715000001,-0.44130673400000003,3.0867212215,-0.40269031,2.0253531205,0.1052120765,0.3151548185,-0.12736345100000002,0.9109845645,0.45512606600000005,0.19927317300000003,0.6614029085
ecoli_00257,-6.7971953166,-1.866010352,0.135640005,0.385496877,0.7689661785,-0.11999543500000001,2.9929782745,-0.48947408000000003,1.9284213655,-0.1787837645,0.2784140225,-0.236391012,0.8570262295000001,0.967861693,0.385079333,0.2520050755
ecoli_00258,-8.2132159646,-2.407320456,-0.011190665,0.337958181,0.6504227965,-0.057376083,2.9696466875,-0.484848,2.0057900785,0.3887927275,0.3857143545,-0.226593345,0.7227934615,0.929231095,0.334463263,0.5225936295
ecoli_00259,-0.4683178744,0.8899923750000001,0.428030885,2.146842756,0.6254632835,-0.08875432200000001,0.0334062145,0.07345819,0.5808478375,1.2474067245,-0.10273533850000001,-0.5307150190000001,0.9441000305,0.327148782,-0.0037122770000000004,0.4664089105
ecoli_00260,-0.6862980755,0.512797402,0.205704095,2.097398343,0.7521506905,-0.19730430100000002,0.6889520835,-0.21992352,0.8853438895,1.1124499045,-0.15649287150000002,-0.49641425200000006,0.7351556995,0.970897898,-0.098690551,0.6161670315000001
ecoli_00261,-5.8173559071,-1.8118169590000002,-0.166460525,0.203668538,0.2886405045,-0.445814649,0.2299935355,-0.02049633,1.0703965045,1.2805806125,-0.0567533215,-0.48560983100000005,0.1379151865,-0.129767673,0.272968543,0.1986786495
ecoli_00262,-6.2773947708,-1.790981621,-0.06146080500000001,0.38586502500000003,0.4992699285,-0.588253279,0.5879009415,0.25204557,1.2518358895000001,1.5867704665,0.1348526165,-0.34785414200000003,0.1504051385,-0.485674207,0.268494893,0.5764430985
ecoli_00263,2.3040771856,0.69832203,-0.145626785,-0.36577916,0.4262135635,-0.158205861,0.13981962350000002,-0.22828669000000001,-0.29938067150000003,-0.1030315455,-0.4299608375,0.037721897000000004,0.20456820650000002,-0.495057956,0.422197943,-0.5006736195
ecoli_00264,1.8137587555999999,0.200410532,-0.116302715,-0.72610502,0.6647674745000001,-0.09016438900000001,0.0503714175,-0.24107552000000002,-0.32191192550000003,-0.1084960385,-0.4640288495,-0.010764519,0.3618875945,-0.26998972600000004,0.567725263,-0.3220681185
ecoli_00265,7.8167353994,2.882543928,0.549578395,1.055602501,0.9081086225,0.326195609,0.0780041895,0.43064452000000003,-0.3090562805,0.8222710335000001,-0.8467870275,0.427345427,0.20838861050000002,0.26651736800000003,0.6961985230000001,-0.42423243650000003
ecoli_00266,7.7149645646,2.948483645,0.43058213500000003,1.119504977,0.7729698795000001,0.28714727100000004,0.1486184035,0.43061774,-0.3823078985,1.0797173555,-0.7631983415,0.49436651200000004,0.1382694435,0.160545766,0.736210653,-0.4852623635
ecoli_00267,-4.7548630086,-2.023184826,0.190655385,-1.9131613070000002,0.7158495095,-0.128349826,0.0493806875,-0.1228372,0.10735262150000001,-1.0798524585,-0.2556837565,-0.165875191,1.1952653725,0.26008014900000004,0.5420487930000001,-1.0564393525
ecoli_00268,-4.4622997558,-1.676213187,0.252124195,-1.5958647140000002,0.6460154395000001,-0.137553585,0.1617769145,-0.14411113,0.43513684150000004,-0.9257474685,-0.1915773315,-0.086127668,1.2052664855,0.21201987200000003,0.5730386230000001,-0.5549450265
ecoli_00269,-5.8695156758,-2.294547399,0.5006850850000001,-2.984831826,1.0291824475,-0.46567196400000005,0.7731489425,-0.33168704,-0.5747177815,-1.6650749815,-0.039705712500000004,-0.101960669,1.2441848525,-0.017836634,0.911502773,-0.8760395095
ecoli_00270,-5.6540690835,-2.323988133,0.521677585,-2.903139531,1.0428317115,-0.373473608,0.8163079785,-0.32224971,-0.5823451495,-1.2324915165,0.058085645500000005,-0.060432093000000006,1.2591264835,-0.22001503900000002,0.943276293,-1.0700629955
ecoli_00271,-3.0992487066,-1.11608327,-0.189715765,-2.566094725,0.0922260065,-0.951872891,-0.0486791165,-0.14761467,0.1269442505,-0.1571433805,0.1319201785,-0.11670873200000001,-0.1630690575,-0.711444677,0.106685208,-0.6037487545
ecoli_00272,-2.251116315,-0.952536224,-0.220002785,-2.6999573960000003,0.0029443915,-0.7746585380000001,0.6905281675,-0.25834116,0.1368358035,-0.8643585145,0.1403792365,-0.069827575,-0.0562550765,-0.66059386,0.063971556,-0.7204238545
ecoli_00273,0.18761143,0.21009137900000002,0.28719155500000004,-0.072926593,0.6936400785,-0.198018793,0.6986320645,-0.24344014,-0.06960912250000001,-0.2532979065,0.13333991350000002,0.46294748500000005,0.5471814165000001,0.267790468,0.821857583,-0.6473081955000001
ecoli_00274,-0.0225473272,0.137296428,0.25688472500000004,0.040959754,0.8647083715,-0.17437232800000002,0.7499653575,-0.30493191000000003,0.1353379365,-0.1707348445,0.0445382865,0.520303815,0.5382064895,0.23211420700000002,0.648169773,-0.7993513845
ecoli_00275,3.2269375031,1.320384887,0.346392305,0.08227445200000001,1.3166419464999999,-0.10043742500000001,0.44127639350000003,0.09664759,-0.0200638955,0.0183436885,0.1334626515,0.47262139999999997,0.4853898625,-0.113710475,0.843077653,-0.3061530575
ecoli_00276,3.3542973118,1.335475926,0.490369765,-0.081612371,1.2491521335,-0.021144741,0.5001271225,0.11471069,-0.1077626665,0.2127772695,0.1367576495,0.507409024,0.5159286605,-0.148150485,0.8884085730000001,-0.20454764250000002
ecoli_00277,2.5259901669,0.489243195,-0.32222528500000003,-2.08636603,0.7596222695,-0.217485272,0.3296260165,0.38368973,-0.26191861450000004,0.1232133225,-0.2789833975,0.43562931800000004,0.1172726915,-0.481794302,0.348438943,-0.37599965750000003
ecoli_00278,1.599960322,0.220587062,-0.262492545,-2.188403768,0.9534884885,-0.175807121,0.1314579335,0.19188632,-0.4389564835,-0.6002400345000001,-0.2123298265,0.41561118500000005,0.1159139825,-0.630683832,0.309908293,-0.33418787050000004
ecoli_00279,1.946872197,0.7386828470000001,-0.24330995500000002,-0.6753238880000001,1.0734175025,-0.196995852,-0.5559493605,-0.2405829,-0.5709454055000001,0.1597609095,-0.36501655450000003,0.41598212100000004,1.2190688785,-0.24091487700000003,-0.030941686000000003,-0.6264612985
ecoli_00280,-1.0238381624,0.163978372,-0.073045625,-0.015757905000000003,0.7516825685,-0.15578172,-0.4443043595,-0.24703219,-0.7753160765,-1.1666232135,-0.053028755500000004,0.201298943,1.5151573704999999,-0.026249619000000002,-0.041858422,-0.36159732650000004
ecoli_00281,-8.7957821418,-3.629036074,-1.271892759,-2.919700399,-0.9354795115000001,-0.8264479180000001,-0.025104558500000002,-0.28858347,-0.2405688145,4.0670201895,-0.2567029305,-0.506600383,0.052348989500000005,-1.204917804,-0.41418928400000005,0.0465595305
ecoli_00282,-6.3158613544,-2.5060637310000002,-0.634524159,-1.122833995,-0.5384229165000001,-0.620765676,0.2170034545,-0.13067377,-0.7052271385000001,3.5944672015,-0.2695548895,-0.449422951,0.3041644625,-1.091665843,-0.322180379,-0.4630374915
ecoli_00283,-3.272878942,-1.092501149,0.254435625,-1.014734932,0.2849127735,-0.38935691800000005,0.5497146015000001,0.37821133,-0.4185111925,5.9305867175,-0.2503051805,0.27434384300000003,0.12071277050000001,-0.31009812600000003,0.482338413,-0.22469520650000002
ecoli_00284,-3.0186632619,-0.9758769840000001,0.410888815,-0.9537060270000001,0.36029164750000003,-0.313100223,0.4510376005,0.46753616000000003,-0.1284812015,5.8534148245,-0.2997001745,0.33443702200000003,0.1044953225,-0.14410989200000002,0.519726133,-0.21697699550000002
ecoli_00285,-3.338430926,-1.570532337,-0.48980773,-2.449700749,-0.14319866650000002,-0.704435087,-0.12198191750000001,-0.17973696,-0.0499508965,4.9802919745,-0.1083011905,-0.077107955,-0.2819720395,-0.713405599,0.10509646700000001,-0.5810546115
ecoli_00286,-3.266422467,-1.63367744,-0.5114058730000001,-2.033611501,-0.0105600955,-0.5782908010000001,-0.0130155075,-0.1649194,0.29635091150000004,4.8174383925,-0.1827847635,-0.06313379,-0.23817619350000002,-0.913684822,0.09710128400000001,-0.7776965775
ecoli_00287,0.38660062970000003,-0.001776591,0.115925255,-0.430844428,0.7472743935,-0.189932339,-0.3756914655,0.26459004,1.2906502364999999,0.8853773765,0.4023999695,0.085268019,0.3424477345,-0.09838611600000001,1.000412783,-0.5999577235
ecoli_00288,-0.2286613429,-0.195058044,0.059341995,-0.40505425700000003,0.7575200625,-0.23367484,-0.5716340325,0.21013319,1.4567694025,0.9107658145,0.27791473850000004,0.003338409,0.1364367745,-0.43990217800000003,1.013481493,0.1098658555
ecoli_00289,-0.7196847258,-0.531538352,-0.316502855,-1.8441964400000002,0.6053221475,-0.49008445700000003,0.2758634045,-0.13487912,-0.2228007715,5.3733907815,-0.21470511750000001,0.11625088400000001,-0.2305626985,-0.5433383890000001,0.44647993300000005,-0.5666382375
ecoli_00290,1.0555182017,0.03741777,-0.027274305000000002,-1.409074862,0.6733688195,-0.38917122800000004,0.4783279105,0.26804332000000003,-0.2294207215,5.2681515545,-0.3306261005,0.29940419100000004,-0.0842745335,-0.6326274590000001,0.618285233,-0.5254217015
ecoli_00291,3.9667724534,1.353876541,0.21852216500000002,-0.050030452,0.24258666350000002,-0.267989593,0.24100503850000002,-0.016185830000000002,-0.1632126405,3.7068586535,0.0790396755,0.278471823,0.16385721150000002,-0.001791112,0.46214110300000005,-0.5758251555
ecoli_00292,5.360549756,1.704125096,0.089544445,-0.125080983,0.5776171265,-0.012295714000000001,0.2902368765,0.20783508,-0.18648543650000002,3.9684186735,-0.0734280155,0.355380167,0.1173224385,-0.07011765,0.518639853,-0.1089745295
ecoli_00293,6.3884271463,2.330042491,0.25115724500000003,-0.18431118100000002,0.7327963845000001,-0.11274742600000001,0.0067964095,0.03883352,-0.0961213425,2.4915319645,0.0353346505,0.17645096700000001,0.1477686945,-0.17105119,0.47472340300000004,-0.3840597475
ecoli_00294,5.9806559522,2.0878615050000002,0.231592915,-0.153093068,0.7855386505,-0.11974617400000001,-0.0256502545,-0.11833546,-0.7286901785000001,2.3297723825,-0.0018049525,0.092330321,0.1549137295,-0.014402917000000001,0.429799533,-0.5138199015
ecoli_00295,-3.3842471387,-1.575782232,-0.39827128500000003,-2.375814268,-0.1701083555,-0.839216921,0.3689999815,-0.10067609,-0.9447020845,5.6864006545,-0.6794247415,-0.195357789,-0.3074573845,-0.9826863790000001,0.026469302,-0.7706379995
ecoli_00296,-3.0127397902,-1.531035416,-0.361897055,-2.42569938,0.0126631545,-0.933420039,0.4060049215,-0.15854421,-1.0187343165,5.6596834175,-0.6278564055,-0.20839960600000002,-0.38878406050000003,-0.8025545230000001,0.09906102300000001,-0.6901671835000001
ecoli_00297,6.6132253766,2.243031407,0.234477855,-0.19040040200000002,1.0194431685,-0.077850266,-0.0417054305,0.08615909000000001,-0.6031657315,2.4304437795,-0.0891983695,0.26897453400000004,0.22705753550000002,-0.047402464000000005,0.49321258300000004,-0.40831847050000003
ecoli_00298,6.2775326161,2.3542893400000002,0.152283425,0.174988631,0.7412513545,0.051826929,0.3005653165,0.17780839,-0.1384331945,2.6035764765,-0.0803739825,0.35289098300000005,0.2462655775,0.061338,0.508607923,-0.5418932075
ecoli_00299,-1.489000375,-1.007515503,-0.068099535,-1.7066039110000002,0.2437399375,-0.8176568030000001,-1.0590638185,-0.03505131,0.0672013665,6.0094581295,-0.2769369845,0.000960302,-0.5097989345,-0.866168119,0.38566819300000005,-0.6953991275
