,A,CsgD,ihfB,MlrA,MqsA,CpxR,RstA,hns,BtsR,FliZ,Cra,rcsB,OmpR,BasR,Crp,RcdA
ecoli_00105,-3.9748777609,-1.346186511,-0.120886425,-0.448908819,-0.5953940605,-0.321701088,-0.1814067965,-0.03152985,1.2133425615,3.0828900655,0.2989213585,-0.097269569,0.1579742805,-0.24584704300000002,-0.134837475,0.4866961185
ecoli_00106,-5.0556632261,-1.848632227,-0.235195225,-0.8732883010000001,-0.5303175315,-0.46519456600000003,-0.0583715405,-0.040884830000000004,1.1866154445000001,4.1592213895,0.4175891165,-0.14039817100000002,0.1433048495,-0.518070013,-0.06971342200000001,0.5277273185
ecoli_00107,-4.1554388388,-1.754289047,-0.226979175,-0.857010896,-0.6017034425000001,-0.6120343730000001,0.0331056385,-0.03488165,1.2558234095,4.2036952715,0.48395879950000004,-0.22646961100000002,0.3126312545,-0.30226377,0.000271048,0.4570624755
ecoli_00108,-1.2519748956,-0.551910211,0.817711665,0.97915244,0.7520460585000001,0.49123089700000006,0.0443029335,0.34118742,-0.5929306125,-0.21203657550000002,-0.47260369550000003,0.236997052,1.0442103235,1.143289065,0.768482663,0.0931184885
ecoli_00109,-3.3205142297,-0.8503923790000001,0.8890342950000001,1.134774032,1.0163973965,0.671828634,0.0365062475,0.31353834,-0.4582642315,-0.0167642825,-0.1598414535,0.22326224400000003,1.2135667065,1.198302207,0.980974663,0.3653952775
ecoli_00110,2.2446126056,0.705814629,0.427391075,0.747807275,-0.31343843650000003,0.21348961300000002,-0.013773015500000001,0.31966295,-0.9652364135,0.0396532525,0.0721372145,0.25556795800000004,0.32616224850000003,0.286143969,0.29165508300000004,-0.2777092615
ecoli_00111,1.7457770612,0.858862122,0.49290713500000005,0.943292266,-0.3273651905,0.26250089800000004,0.0391650965,0.27001649,-1.1123398735,-0.3215081725,0.09626005650000001,0.21727863600000002,0.2664844015,0.598467704,0.25672264300000003,-0.0435196455
ecoli_00112,2.8019013677,1.095917521,0.45579148500000005,0.7949874250000001,-0.1432875025,0.262762467,-0.033373413500000004,0.29785214,-0.9171026865,0.007580906500000001,0.1420857595,0.228705561,0.2742602575,0.35391393,0.37124749300000004,-0.3053616695
ecoli_00113,3.6279238628,1.233259928,1.075854265,0.34497642100000003,0.12073473350000001,0.23584839999999999,-0.6544732385,0.69388617,-0.0649130825,4.7976695775,1.5884455014999999,-0.235567623,1.9403082005,0.610899147,1.429825303,0.5387817215
ecoli_00114,4.4428896318,1.3343725260000001,0.8624663450000001,0.30221294200000004,-0.1206737415,0.251450198,-0.4411048635,0.6681157600000001,-0.1151864185,4.7755386925,1.5380338865,-0.06949463,1.8111272405,0.43805148800000004,1.300445483,0.8250221495000001
ecoli_00115,3.1925844484,0.931601749,0.782298315,0.491357327,-0.2506546485,0.231613232,-0.1429559515,0.75800825,0.1565030635,4.6683172545,1.7052313895,-0.03537821,1.8476113404999999,0.42368033200000005,1.236903523,0.9558286455
ecoli_00116,1.430218225,1.22197551,0.7741806250000001,1.618014918,-0.0360543035,0.470387712,-0.6404374645,-0.15127237,-0.8444706505,0.3131223325,-0.1714309155,0.006549569000000001,0.7401427215,0.30683012,-9.852476477,-0.3683593315
ecoli_00117,0.9655890383,0.94295651,0.780515025,1.435700324,-0.1157051325,0.5585201160000001,-0.6761196915000001,-0.32019692,-1.5259258865,0.8349664615,-0.1182234695,-0.002231182,0.8927814425,0.435185327,-9.107951936,-0.4058436405
ecoli_00118,2.0596013834,1.218921689,0.668204965,1.527888911,-0.1392786085,0.43093641200000005,-0.4565039865,-0.17097684,-0.7401474195000001,0.6571297525,-0.0551217295,0.072468399,0.7223680045,0.07021247500000001,-9.852476477,-0.3588688175
ecoli_00119,0.804593636,1.090391747,0.9036337950000001,1.754451596,-0.5601241935,0.47738438200000005,-0.3911673275,-0.32083217,-1.2638495925,0.1476371255,0.07036556050000001,-0.041410263,0.8523272275,0.22239661,-9.025871704,-0.4352921945
ecoli_00120,0.4866763686,1.147760619,0.880205215,1.635146328,-0.3878547985,0.497850243,-0.4447908215,-0.3134747,-0.9971175795,0.027734276500000002,-0.0425951975,0.035776085,0.8443206395,0.296886637,-9.566616581,-0.1876311705
ecoli_00121,0.9714913103,0.98474081,0.9120195050000001,1.725134834,-0.29957071350000003,0.528216152,-0.43277742350000004,-0.21876864000000001,-1.3583613045,-0.1393927705,-0.042914679500000004,0.026237818000000003,0.7503653915,0.328333039,-9.852476477,-0.0917962685
ecoli_00122,2.5879097271,1.4000046290000001,0.895131325,1.174993219,-0.5078123205,0.396219023,-0.2866367125,0.02966842,-1.2575624225,-0.4216021445,-0.3392304345,0.11833454900000001,0.7844405665,0.13410525,-9.852476477,-0.3668379395
ecoli_00123,3.1036065477,1.402112603,0.8307353350000001,1.527389769,-0.3910210135,0.45777799999999996,-0.2615917545,0.02537553,-1.1100478935,0.3144922115,-0.3827568625,0.119919732,0.7645441005,0.138996802,-9.852476477,-0.3377870335
ecoli_00124,2.3419092902,1.600968876,0.894754805,1.450593937,0.0090685145,0.360808571,-0.40640946650000004,0.04325833,-1.2891182895,0.4606783615,-0.42265333850000003,0.19561546,0.6764062985,0.295236271,-9.852476477,-0.3167488395
ecoli_00125,-8.696522336,-3.217924393,0.6064907850000001,-3.006377746,-0.0048251845,-0.377345046,-0.9490210755,1.3683247600000001,-1.5996277294999999,2.5352766335,-0.7402779055,-0.189767171,1.5386959225,0.258040845,1.438555163,-0.0642809825
ecoli_00126,-8.7828613958,-3.448866246,-0.26191363500000003,-2.6843209359999998,-1.1954188625,-0.665005668,-0.0916549455,0.77320914,-0.4926388605,3.9573553185,-0.3293785065,-0.47285240300000003,0.1585621965,-0.6996863630000001,0.12370463300000001,-0.06370368750000001
ecoli_00127,-8.4541740888,-3.239905408,-0.846024697,-3.027404246,-0.8643966115,-0.739201989,-0.5883926715000001,-0.10871099999999999,0.2342417215,5.1222717875,0.0947587235,-0.370753123,0.0746911075,-0.9303790270000001,0.23737495300000003,-0.1170986195
ecoli_00128,-7.5902571104,-3.877876282,-0.775242359,-3.467105295,-1.2075400005,-1.228548538,-0.7219362605,0.65606547,-0.8971973705,2.4543408625,-0.4482474515,-0.568732337,-0.40016895950000003,-1.081301426,-0.266972174,-0.2362627175
ecoli_00129,-8.0539025729,-2.795961061,0.6607472950000001,-2.474811148,-0.0241062355,-0.07749206,0.6574664985,1.92126842,-0.7515890785,4.7468457785,-0.4052344865,-0.0030164,1.3250495545,0.32178997,1.5517659030000002,0.1921761675
ecoli_00130,-9.3584186026,-3.478045273,-0.066971575,-2.759200349,0.0815848025,-0.31869361,-0.0712267525,1.12685818,-0.5005635395,2.0248335165,-0.5522943725,-0.128570389,1.0152214275,0.154116221,0.736260553,-0.2214313115
ecoli_00131,-7.5740101384,-2.970738664,0.21387256500000001,-3.059975922,-0.1705167675,-0.507891577,-1.0662860905,0.12353771000000001,-1.3820435655,4.2520938505,-0.8425052495,-0.23952594100000002,1.2223461875,0.013765431000000002,1.248499963,-0.1554055865
ecoli_00132,-4.0607709647,-0.837260698,-0.314610025,-0.728147046,-0.5945435715,0.042350504000000004,-0.3009855855,-0.67670802,0.25585010950000003,-0.8665179695,-0.0454717345,-0.049772468,0.2020179695,-0.19290604700000002,-0.022893763,0.1641993635
ecoli_00133,-7.0779722958,-2.269441705,0.116353545,-2.093488162,-0.3301068225,-0.08140993,0.4309612565,-0.68423688,1.5124655654999999,5.8174084575,0.5311776705,-0.41264938,1.1616171545,0.35235599700000003,0.578078713,-0.1232057695
ecoli_00134,-5.2351107936,-2.192958238,-0.254239745,-2.247196892,0.3145812355,-0.29933009600000005,-0.2287200315,-0.10393026,-0.1191177655,5.3387393125,-0.7342239275,-0.459838075,-0.0819881385,-0.423778311,-0.001157444,0.1774175925
ecoli_00135,-4.8997023173,-1.750792372,-0.295363645,-2.233516408,-0.9800418125,-0.16394340200000002,0.1826935925,-0.38124682,-0.1687762325,4.9630866115,0.1280321895,-0.28980298600000004,0.1981331415,-0.312209566,-0.163650862,-0.11903332250000001
ecoli_00136,-8.7932807249,-3.247309057,-0.598037926,-2.293994892,0.6101321485,0.37917283100000004,-0.2594258465,0.01100023,0.0526770275,3.9972084685000002,-1.0645376205,-0.25088004,0.6359511065,0.086001978,0.18829674300000002,1.0118981875
ecoli_00137,-5.0427176007,-1.7950855790000002,-0.42064137500000004,-1.898117459,-0.40416177750000004,-0.572718395,-0.1130227585,-0.12419577,-0.0992252695,4.6761670575,-0.5135051465,-0.16614488200000002,-0.1397982535,-0.567116531,-0.255090408,0.10318284350000001
ecoli_00138,-12.0964288981,-5.798302105,-0.051506065000000004,-1.964724622,-0.9735398465,0.350159749,0.4399010085,-1.13007257,0.0172851825,0.6404688255000001,0.21068480650000002,-0.8017140580000001,1.7403572455,1.095475471,0.584709813,-0.11338983750000001
ecoli_00139,-10.314428067,-3.673409818,0.068028155,-1.933503332,1.1245691915,0.550315646,-0.34761012150000004,0.012841430000000001,0.3179956795,0.3683441955,-0.6217082495,-0.236550633,1.1931687115,1.035293492,0.898060053,0.7026964815000001
ecoli_00140,-5.7063229889,-2.239743463,-0.241751655,-2.105607288,-0.5357318305000001,-0.21709989500000001,0.08070052350000001,1.16128745,0.48495342550000003,5.6739275225,-0.3956042765,-0.47574914500000004,-0.1196441345,-0.24086917,0.234450913,0.1964194195
ecoli_00141,-9.2105875324,-3.76022385,-0.179127275,-2.190476964,0.8686552505,0.508499483,0.0627717675,0.21495588000000002,0.2982023985,4.6544471845,-0.6379388755000001,-0.429093253,0.9856576675000001,0.5927002140000001,0.5824345430000001,0.1634574805
ecoli_00142,1.7931657621000001,1.256747924,-0.346710805,1.502291092,0.2494929625,-0.100011322,-0.38514509350000004,-0.40042136,0.8788910865,0.3666304515,-0.2413961185,-0.45022876300000003,0.0617314575,-0.53131922,0.155824183,0.5520704375000001
ecoli_00143,6.051945414,2.2604569039999998,-0.342105245,-0.326843013,0.5867811835,-0.363180771,-0.16336538850000001,0.25344146,-0.6717551725,3.7256334435,0.1827105745,0.239917344,-0.06629241450000001,-0.7552303260000001,0.08995910700000001,0.0503185325
ecoli_00144,-6.5668366005,-1.843085265,-0.589388949,0.635621728,0.0445845375,-0.7199506880000001,-0.3827759865,-0.60755293,1.2541738325,0.9330735595,1.1715215855,-0.15467734400000002,0.3359882575,0.40188273100000005,0.264629563,0.6845941795
ecoli_00145,-0.5761758301000001,-0.211248614,-0.050211675000000004,-0.6233564140000001,-0.1337283615,-1.174384379,0.2957693475,0.28186954000000003,1.0909405965,-0.1599917485,-0.3577239085,0.110010199,-0.2871250405,-0.279767221,0.615108903,-0.7242720165000001
ecoli_00146,-3.5652816052,-1.4291808860000002,0.112337685,-2.000559709,0.6323918595,-0.672707339,-0.43359349350000004,0.22923629,0.2268996815,-0.5656171795,0.2224382355,-0.164193587,0.8278158195,-0.397375258,0.311997713,0.12427803750000001
ecoli_00147,-1.8015265164,-1.085206185,0.8555401050000001,-1.8408529599999999,0.4115272425,-0.5744744890000001,0.0478334385,0.33127166,-0.5880107595,-0.8554596885,0.015246928500000001,0.063675517,1.0597460425,0.026037316,0.5353218630000001,0.08951938250000001
ecoli_00148,-6.5690839547,-2.498394855,0.353007465,-2.235857427,-0.8431215535000001,-0.6221487130000001,0.9100521625,0.4004929,0.9706694365,-2.1896761165,0.5553166585,-0.063925137,0.6340339725,0.038443428,0.445484003,-0.1695982195
ecoli_00149,-3.6104735346,-1.588076081,0.5749310550000001,-1.737688731,0.4780027485,-0.339340058,-0.8092352425,0.13415038,0.5297178195,-0.5797748995,0.4629098115,-0.430986499,0.7557271205,-0.064237046,0.29887890300000003,0.1827219705
ecoli_00150,-4.6075008232,-1.4019930760000001,0.20948735500000001,-1.727796235,-0.5908056255,-0.6629369270000001,0.9377388595,0.2516189,0.7650633885,-0.5692611895,0.5725965515,-0.050641425000000004,0.5685847465,0.103089731,0.302115623,-0.4064078465
ecoli_00151,-3.8084154557,-1.723834227,0.125166975,-1.865079507,0.0705016675,-1.056847999,0.37684362650000003,-0.18116071,-0.2677057895,4.6835979645,0.0756614555,-0.6550095650000001,0.4500466865,-0.970055752,-0.214788422,0.5915932445000001
ecoli_00152,-5.6024971351,-2.7343368420000003,-0.22523246500000002,-2.575851822,0.3606697505,-0.6113435970000001,0.5283048065,0.09598591000000001,0.1030372585,5.5511705805,-0.0253439305,-0.353180857,0.32596986450000004,-0.26611287100000003,0.026451149,0.7315571485
ecoli_00153,-5.1379028149,-1.5540003850000002,-0.522299721,-1.146012178,0.1915944655,-0.541917344,-0.6253238035,0.12971208,0.042894626500000005,1.1594914845,-0.3214053655,-0.33781426400000003,0.0390312305,-0.6818082670000001,-0.313835929,0.34174841850000004
ecoli_00154,-5.7765399742,-2.229738135,0.171467045,-1.5622928740000002,-0.7135107395,-0.993955875,0.6137753875,0.01525645,0.9126131965000001,-0.2741816015,0.2500812255,-0.34727343800000005,0.6140211565,0.038227524000000006,0.506935123,-0.0114854775
ecoli_00155,-2.8415230944000003,-1.27742953,0.336416765,-1.4922646290000001,0.2118890055,-1.419592047,0.3226385355,0.06730452,-0.37949885850000004,1.3787361165,-0.5140878895000001,-0.6073014790000001,-0.1833150215,-0.573470661,-0.42053636400000005,0.2696816155
ecoli_00157,-3.1454846582,-1.313263128,0.527257035,-1.9355015500000001,0.4217002615,-0.5577164370000001,0.1286809965,0.13046633,-0.6795947265000001,-0.3218014195,-0.7389535915000001,-0.35522369400000003,0.7515869615,0.087453787,0.565682133,-0.1971098345
ecoli_00158,-4.74648801,-2.155862158,0.27466824500000003,-1.528762784,0.2528650355,-0.767649707,0.1531964335,0.17749527,0.0343702615,0.8967422385,-0.3282083195,-0.543292003,0.9172736175,-0.093187857,0.307042493,0.8279175895
ecoli_00159,-8.4865928946,-3.447092378,-0.35453504500000005,-2.745135474,0.1894146645,-0.588613519,-0.0263495475,-0.47130745,-0.2045153795,-0.5950591705,-0.48230233450000004,-0.591930409,0.032809515500000004,-1.0667274820000001,0.029020072,-0.016922133500000002
ecoli_00160,-6.1445018145,-2.917697679,-0.20853702500000001,-1.661186775,-0.4470497015,-0.9350712320000001,0.1257093875,-0.31135607,0.4431746375,-1.0817489105,-0.3761572855,-0.48425168100000004,-0.1642545155,-1.142743686,-0.24384744700000002,-0.6450004675000001
ecoli_00169,-2.5677767448,-1.345917659,-1.114766093,-2.227446937,-0.4834825445,-0.768803356,-0.0870453805,-0.08233707,0.44882679350000004,6.1669126775,-0.3288401735,-0.05051075,-0.5073074755,-0.8295364230000001,-0.021205165,-0.6698448045000001
ecoli_00170,-2.5743780535000003,-1.526149019,-1.198454692,-2.3591183190000002,-0.4844383735,-0.7857402710000001,-0.0423348325,-0.07183076000000001,0.3405093685,6.2651916915,-0.2298459905,-0.102474301,-0.5158819645,-1.046142765,-0.013075078,-0.6421692985
ecoli_00171,-3.727975172,-1.219000516,-0.531726669,-1.2078325030000001,-0.6492258735,-0.47962126,0.19875724050000002,-0.019951299999999998,-0.2107992725,5.6536483915,-0.1335046945,-0.12957521,0.1114720265,-0.967515035,0.093050269,-0.1374514625
ecoli_00172,0.4737357609,0.121991925,-0.262344285,-1.5081993790000001,0.3056996435,-0.5672737640000001,0.058004955500000004,0.21698171,-0.3014883165,6.0562814365,-0.3478971115,0.134788251,-0.1755786215,-0.570778906,0.39985849300000004,-0.46594162250000004
ecoli_00173,-3.5743132465,-1.60929909,-0.713059603,-1.546725963,0.6907565645,-0.314297804,-0.9251800725,0.11541416,1.0260161025,5.9665554385,-0.11815284250000001,-0.220012688,0.0904854705,-0.320026176,0.172960833,0.0469226915
ecoli_00174,-3.1672485992,-1.229287758,-0.552746132,-1.48792641,0.7087132255,-0.361462801,-0.6721844545,0.21647351,0.9953518115000001,6.0066817355,-0.0305277525,-0.025558222000000002,-0.0974523795,-0.37345390100000003,0.493173503,0.19997491050000002
ecoli_00175,-4.992453473,-1.33008602,0.8413076650000001,1.201477692,0.8776658105,-0.15751878500000002,-0.0823533525,0.81053766,0.5528845005,7.1670466815000005,0.47457973550000004,-0.140445176,2.0233978575,0.918120912,0.503238653,0.3468624025
ecoli_00176,-4.2364637888,-0.8111334880000001,0.716887895,1.331516466,0.8881427335000001,-0.175180402,0.0712056895,0.9543906999999999,0.5937951825000001,7.0568887815,0.36735209150000003,-0.136855268,2.0407535565,1.030184442,0.486485123,0.5080632335
ecoli_00177,1.7098748396999999,0.986820346,0.23464762500000003,2.080343943,3.4520734315,0.144295204,-1.0578377575,-1.22130921,-0.9550871905,1.5501604155000002,-0.8516950065000001,-0.40240627500000004,0.8924363805000001,0.262083025,-0.34473195700000003,-0.4001426795
ecoli_00178,0.4345057531,0.404627654,0.036029945,2.078037673,2.9775723935,0.128436887,-1.0553841325,-1.31632128,-1.3816337355,1.1826361005,-0.7889611225000001,-0.592585963,1.0228144765,-0.010775011000000001,-0.550939686,-0.42650179850000003
ecoli_00179,-1.4289493856,-0.604480667,-0.38924391500000005,-2.062322317,0.20465589050000002,-0.6865956830000001,0.6756375725,0.57166761,0.8409880445,6.6074693865,-0.5439973285,0.44312430700000005,-0.4129551515,-0.88906682,1.026079293,-0.5365556935
ecoli_00180,-1.9690508978999999,-0.7029001760000001,-0.49012625,-2.056830907,0.1263129905,-0.690760484,0.6626014535,0.53828122,0.9995847175,6.5862655585,-0.42771834150000004,0.426235654,-0.4866076775,-1.046315889,0.9645909530000001,-0.4449113435
ecoli_00181,-5.3283219037,-2.333871567,-1.2518318019999999,-2.486868288,-0.3723899055,-1.049996104,-0.3286591835,-0.045095090000000004,0.0843331305,5.6087098955,-0.5987970785,-0.19533429400000002,-0.3203518065,-1.058484541,-0.0020434050000000003,-0.5298227175
ecoli_00182,-5.9935763609,-2.680452217,-1.190588725,-2.563683835,-0.4357803125,-1.096009357,-0.3390460745,-0.11313505,0.0081649045,5.6014180065,-0.5193976305,-0.22606954,-0.5359465865,-1.145789409,-0.06998529,-0.7384730225
ecoli_00183,-1.7915905723,-0.941228704,-0.11737177500000001,-0.184722364,0.1378797755,-0.334290405,0.5151570955,0.05643903,-0.8607018515,3.0703254155,-0.3146283825,0.107122306,0.08337723650000001,-0.45068163400000005,0.166015523,-0.3018324495
ecoli_00184,-1.2649153527,-0.961127614,-0.23463296500000003,-0.08772869900000001,0.3446595455,-0.269943176,0.5167526505,0.09295959000000001,-0.6444788895,2.8770384125,-0.3560574165,0.17953339100000001,0.0305029025,-0.334183114,0.165936663,-0.3683739875
ecoli_00185,-3.7511907574,-1.545886087,-0.88716264,-1.722340489,-0.39196040050000003,-0.823042151,-0.1530137115,-0.29743363,0.1880132015,5.5731782925,-0.1434673985,0.01257411,-0.2422127415,-0.8470305290000001,0.08710832,-0.8238837925
ecoli_00186,-4.3662819088,-1.906594347,-1.056596459,-1.949468611,-0.5121308775,-0.934398103,-0.2612423745,-0.30489725,0.23544608150000002,5.5986298525,-0.0791374365,-0.053387359,-0.3475195595,-0.9186824,0.073714532,-0.5953893325
ecoli_00187,0.6624101914,0.6538108880000001,-0.164828625,0.0009591850000000001,0.0603702755,-0.214442015,0.1409323795,-0.17966607,0.9190443545,6.2784109005,0.22811886750000002,-0.046416037,0.37079099050000003,-0.167121883,0.419092283,-0.2768194735
ecoli_00188,-0.4647600904,0.45437724900000004,-0.156698685,-0.0052923200000000005,-0.2644719305,-0.177717747,0.0856358905,-0.27952053,1.0038869755,6.2026037275,0.2597582215,-0.10526816,0.3823012505,-0.158596537,0.41257850300000004,-0.3561040615
