,A,NikR,Fnr,NarL,RpoN
pal__lyx_ale2__1,-0.1428748928250374,-0.1949547040000006,-0.5389567430000017,-0.5212098915000007,-0.5214724065000009
pal__lyx_ale2__2,0.2226232628106207,-0.24557916699999985,-0.5235788160000006,-0.43257182249999904,-0.4881702405000006
pal__lyx_ale4__1,0.8879187150214072,-0.3597636099999999,-0.7789653710000017,-1.2860029674999989,-1.0848582725000018
pal__lyx_ale4__2,0.7097169385151144,-0.8418952679999999,-0.7546695460000006,-0.9581307365000002,-1.003826912500002
pal__5drib_ale10_f18__1,-0.240545735946311,-0.21299103499999994,-0.8584368649999998,-0.7201649965000003,0.6129173254999998
pal__5drib_ale10_f18__2,1.1259885780733785,-0.6205458200000002,-0.7536076010000006,-0.6814127944999999,0.6364002815000003
pal__5drib_ale10__1,0.2141037799685578,-0.18027395400000049,-0.6081119500000014,-0.1758722205000005,0.013956801499999116
pal__arab_ale14_f9__1,0.118763858057861,-0.1377343040000003,-0.6507291250000016,-0.07170880249999902,-0.35927174050000144
pal__arab_ale14_f9__2,1.7816212945434713,-0.05818988900000033,-0.5790906580000019,0.05077463449999975,-0.23632465250000226
pal__arab_ale14__1,0.3063767219714333,0.0047634460000001155,-0.5612669600000011,-0.31848850949999985,-0.6221584905000013
pal__arab_ale14__2,1.1749495902847924,-0.1712804910000001,-0.6327277780000014,-0.6615002365000002,-0.6037325335000014
pal__arab_ale16__1,1.6874865886497667,0.15495911099999926,-0.6648468970000003,0.5829491044999999,-0.34194277950000096
pal__arab_ale16__2,1.6044466695761233,0.023667142999999943,-0.6864830750000017,0.5586155835000001,-0.20152948750000196
pal__tartr_ale26_f10__1,-0.0031828043032063,-0.32635667300000026,-0.703734273000002,-0.8698164945000002,-0.3747926055000006
pal__tartr_ale26_f10__2,0.1946722677296917,-0.9632859519999996,-0.6609027810000008,-0.6115317274999992,-0.3527489215000008
pal__tartr_ale26__1,0.889150700716444,-0.2594625859999997,-0.7898414690000024,-0.7410600384999997,-0.4501007115000011
pal__tartr_ale26__2,0.9901918927700124,0.129121209,-0.7943045050000013,-0.7062647344999995,-0.30575810850000096
pal__tartr_ale28_f10__1,-0.4595971935751046,-0.9028133490000004,-0.6169361680000005,-0.7938215304999998,-0.4779141955000013
pal__tartr_ale28_f10__2,-0.4875619765609242,-0.5930029010000002,-0.6927632880000019,-0.9818579145,-0.4824835405000014
pal__tartr_ale28__1,0.5648846227364577,-0.6820843019999998,-0.7137339220000012,-0.7693066324999993,-0.5465418105000008
pal__tartr_ale28__2,0.1566758899658064,-0.15165401800000033,-0.6521569950000004,-0.8011193074999996,-0.6007871505000013
efeU__delmenFentC_citr__1,5.0361633631254765,-0.906924924,-1.164833993000002,-0.0938442644999995,-0.3912163105000008
efeU__delmenFentC_citr__2,4.766776422631532,-0.7319959430000003,-1.2848913940000024,-0.2117927454999995,-0.5284220465000011
efeU__delmenFentC__1,1.4913425389667827,-0.6996414199999998,-0.5161069770000015,0.19650876050000046,0.08356590649999872
efeU__delmenFentC__2,1.8244924345157167,-0.6019479180000005,-0.5080433480000011,0.1538504965000005,0.053814073499998116
efeU__menFentC_ale39__1,6.33034614309735,0.5616973629999995,-2.109849670000001,0.1517904105000003,-0.3340089294999995
efeU__menFentC_ale39__2,6.812762207209055,0.06615208900000003,-2.0968477890000026,0.3921516294999998,-0.2956222475000008
efeU__menFentC_ale29__1,9.159406234448326,-0.06432808500000052,-2.366996998000001,-0.4200080484999997,-0.037837395500000426
efeU__menFentC_ale29__2,9.092754895480564,0.12146403900000012,-2.3954243040000014,-0.5188053044999998,-0.04123273150000095
efeU__menFentC_ale30__1,5.692983606662231,-0.21914233700000008,-0.5423336000000011,-0.7710836915000003,-0.7487878285000003
efeU__menFentC_ale30__2,5.94573894511184,-0.20235816799999995,-0.4112517400000009,-0.6546561955000003,-0.7009630315000024
efeU__menFentCubiC_ale36__1,1.4170961895661236,0.1543160969999997,-0.4590538350000006,0.10485902650000156,-0.18203062050000085
efeU__menFentCubiC_ale36__2,1.5973905220463684,0.19802088500000006,-0.5276504510000013,-0.2659715915000005,-0.21511456450000035
efeU__menFentCubiC_ale37__1,1.7470004636586929,0.18244809999999934,-0.4292119980000013,-0.3369691674999995,-0.07373560450000127
efeU__menFentCubiC_ale37__2,1.5015509687007065,0.13595521500000007,-0.37967822400000095,-0.21318631050000025,-0.043030666500001764
efeU__menFentCubiC_ale38__1,2.89915693796808,0.13374532199999933,-0.4036745170000007,-0.1927905494999997,-0.07680217150000067
efeU__menFentCubiC_ale38__2,2.624287241951871,0.16074852699999995,-0.3732575010000012,-0.1314762604999995,-0.23556970550000145
misc2__salc_glc__1,1.7690620342858745,-1.568819595,-0.22932395800000194,0.04884142349999987,0.1359028114999994
misc2__salc_glc__2,2.7673639022355023,-0.6344347900000002,-0.03345726400000082,-0.05881932949999946,0.4439292154999989
misc2__dbcn_glc__1,4.684823017310944,-0.23959758200000006,-0.7301900130000014,-1.3161856565,-0.6235655355000009
misc2__dbcn_glc__2,1.8729926617511077,0.6059000489999997,-0.8092735110000007,-0.9762902215000002,-0.4320346105000006
misc2__tyr_glc__1,1.664624938990993,0.12886509099999974,-0.5575643070000016,-0.29137660349999983,-0.2007496575000012
misc2__tyr_glc__2,1.7457482142363587,0.4042214829999997,-0.5539005700000015,-0.2493271774999997,-0.10417547050000132
misc2__arg_cytd__1,9.36002000732173,0.07999623799999966,-1.1034638080000008,-0.7299638994999995,-0.621898400500001
misc2__arg_cytd__2,6.195789267124975,-0.2423463040000007,-0.7432087820000017,-0.7226907684999997,-0.5839646795000011
misc2__delyheO_pyr__1,6.109448619201601,-0.10564781700000037,-0.7526202150000003,-0.16499258649999948,-0.4530000325000012
misc2__delyheO_pyr__2,1.9534698486966544,-0.43148340900000015,-0.4191611070000008,-0.3955289274999991,-0.5385766335000008
misc2__dellon_glc__1,-0.1997873278647353,-0.5075713249999998,0.3493916779999981,-0.4105492865000002,-0.04236340650000159
misc2__dellon_glc__2,-0.3745741582585757,-1.1426942710000008,0.5194171779999994,-0.7020863384999999,-0.6271038335000014
nquinone__delubiC__1,1.688873885746028,0.039516346999999286,-0.6095067330000017,-0.4614789295000001,-0.3668799975000017
nquinone__delubiC__2,1.1420412515203304,-0.3654085819999997,-0.6044100700000019,-0.25647179449999946,-0.31556793350000056
nquinone__ubiC_ale1__1,2.1753353339104624,0.14766314699999938,-0.4323583200000005,-0.05616607949999963,-0.10093417950000116
nquinone__ubiC_ale1__2,1.6115657186155508,-0.10175908900000064,-0.6067025980000018,-0.09777098249999927,-0.2546691535000001
nquinone__ubiC_ale2__1,1.6504475075804752,-0.31378194500000056,-0.5499352390000016,0.043204039499999965,-0.40340550750000137
nquinone__ubiC_ale2__2,1.3400984938274842,-0.21735359899999995,-0.5028724020000013,-0.025497963499999443,-0.3678198875000014
nquinone__ubiC_ale3__1,1.888823708379233,-0.3944521090000004,-0.5823368140000014,-0.8959829054999995,-0.8875475355000013
nquinone__ubiC_ale3__2,1.6321840751846954,-0.16495706500000118,-0.5599778960000013,-0.9659653554999998,-0.7537812915000011
nquinone__ubiC_ale4__1,0.9763230860672076,-0.5890660360000002,-0.6001517920000019,0.006563358499999339,-0.3293262404999995
nquinone__ubiC_ale4__2,2.1416029388132305,-0.214740956,-0.5363889490000009,0.20412599849999946,-0.15806085850000073
nquinone__delpdhR__1,4.326261577229302,-0.2537546959999997,-0.8817682130000009,-1.1638198045,-0.6353274335000014
nquinone__delpdhR__2,4.064822709174806,-0.2320389909999996,-0.8676659450000006,-1.2477763024999993,-0.7252746255000009
quinone__glu_ale4__1,5.146131021170175,-0.15379022900000014,-0.7937296570000019,-0.6137973695000003,-0.597905356500001
quinone__glu_ale4__2,13.99302071423048,0.7144344059999996,-1.3345289250000008,0.08294221950000047,-0.36403217250000175
quinone__delmenF__1,2.117495026115398,-0.377718528,-0.6263961320000018,-0.0494158054999998,-0.19251025850000048
quinone__delmenF__2,3.898763344322208,-0.5675336710000005,-0.5904860330000012,-0.06627740650000025,-0.42126134050000097
quinone__menF_ale5__1,5.59007153783242,-0.0016550600000009295,-1.5730570960000012,0.03095992349999932,0.09052756549999864
quinone__menF_ale5__2,5.451167519803916,-0.04633032599999965,-1.5773257790000024,-0.001696112499999458,-0.02834352250000194
quinone__menF_ale6__1,7.540149464163607,-0.07746324000000104,-2.032580734000001,-0.04363322650000079,-0.08863334950000024
quinone__menF_ale6__2,8.321734464859322,-0.1565498190000003,-2.029661312000001,0.05963873849999945,0.030614707499998062
quinone__menF_ale7__1,11.21043869824831,0.33424381699999994,-2.266448492000001,0.2125941684999999,-0.005972197500001997
quinone__menF_ale7__2,11.1090801998574,0.5690715459999991,-2.358642473000001,0.20252375549999968,0.07429400549999876
quinone__menF_ale8__1,11.114459083134056,0.4094120919999993,-2.309375750000001,0.3216119255000001,-0.15550237950000145
quinone__menF_ale8__2,8.616621238599132,0.3098328619999995,-0.8210202880000015,0.30951476250000104,0.07827911449999903
quinone__delmenFubiC__1,1.756932172862019,-0.2445696320000001,-0.5446679390000018,0.0021142935000000307,-0.21550509150000074
quinone__delmenFubiC__2,1.5005598246288172,-0.15694079799999994,-0.5307565460000011,0.13728447050000006,-0.20429675849999995
quinone__menFubiC_ale1__1,13.540935449382014,1.0187836909999994,-2.5481107570000012,0.7491145084999999,-0.14987097550000072
quinone__menFubiC_ale1__2,13.755676211799264,1.0740044840000005,-2.5745257670000012,0.6345051144999987,-0.13929405850000087
quinone__menFubiC_ale2__1,12.906288100243104,0.8343502659999995,-2.5041279210000007,0.9392737994999996,0.011536433499998113
quinone__menFubiC_ale2__2,12.661332142224136,0.6916987799999994,-2.4451129780000027,1.0102653854999994,0.039857293499999
quinone__menFubiC_ale3__1,2.3783404049266004,0.14605947199999925,-0.5054432390000017,-0.1866845735,-0.5764822375000014
quinone__menFubiC_ale3__2,3.2643147095847653,0.21536083099999906,-0.5051048730000005,-0.2045876594999996,-0.4922614065000008
quinone__menFubiC_ale4__1,5.589393847501221,-0.2454341520000005,-1.639778015000001,0.22164052750000085,-0.3211718735000009
quinone__menFubiC_ale4__2,5.859606999260859,0.18011484099999908,-1.525707863000001,0.12060501250000046,-0.28231552849999986
oxyR__wt_glc__1,1.3816067828868763,0.021297717999999573,-0.8089780310000005,-1.1792619845,-0.6475323565000011
oxyR__wt_glc__2,0.6935241685588089,-0.01681747400000066,-0.6878140150000007,-1.2122088054999995,-0.5660511595000006
oxyR__wt_h2o2__1,1.6379611219569383,-0.07586919299999995,-0.7709993870000016,-1.2092205445,-0.6317375725000014
oxyR__wt_h2o2__2,-0.2764893155303852,-0.04122525200000027,-0.5165665970000006,-0.7819696074999998,-0.2562616105000011
oxyR__glu_ale4__1,7.951505057548944,0.9230349349999996,-0.4998186800000006,-0.4191883424999992,-0.2800959135000003
oxyR__glu_ale4__2,8.168578498194018,0.5665076959999995,-1.0535432470000003,-0.44187062549999995,-0.2097963835000005
oxyR__glu_ale4_h2o2__1,10.6788118290778,1.024389888,-0.8761725550000001,-0.3740276255000001,-0.11132726950000027
oxyR__glu_ale4_h2o2__2,9.89730253247819,0.5243448059999993,-1.0044108940000012,-0.3782253115000005,-0.11688141449999988
oxyR__oxyR_ale17__1,6.793868407150407,0.32534979599999936,-0.9421467330000012,-0.7739573244999995,-0.3211070615000011
oxyR__oxyR_ale17__2,7.025996429788678,0.05986143999999882,-1.093086918000001,-0.8888965104999995,-0.4334807255000008
oxyR__oxyR_ale17_h2o2__1,5.549533058246919,0.2664053849999988,-0.9796284760000002,-0.9141537815000004,-0.3285468585000002
oxyR__oxyR_ale17_h2o2__2,2.5407737326459947,0.15405853199999964,-0.5898082770000013,-1.1604518145,-0.4067040685000008
oxyR__oxyR_ale18__1,3.3080167673093417,-0.4616128040000005,-1.166562635,-1.5072900634999984,-0.7690475815000024
oxyR__oxyR_ale18__2,-0.2025823636635426,-0.20064279599999946,-0.6725769710000016,-1.4919827405,-0.7896709075000024
oxyR__oxyR_ale18_h2o2__1,4.595293501495945,-0.21420249100000002,-1.0918933600000005,-0.9541385955,-0.5079082875000012
oxyR__oxyR_ale18_h2o2__2,4.956661143967628,-0.08847837300000005,-1.1393528260000014,-1.0521794555,-0.5136062095000007
oxyR__oxyR_ale19__1,2.1723310380393044,-0.3952556380000001,-1.0451964960000009,-1.6118221615,-1.0488298425000018
oxyR__oxyR_ale19__2,2.905573680675717,-0.022601959000000168,-0.725073354000001,-1.4187666805,-0.7677674225000013
oxyR__oxyR_ale19_h2o2__1,1.3591920495834662,-0.4316366710000006,-0.7358367710000007,-1.5853093895,-1.0040422965000024
oxyR__oxyR_ale19_h2o2__2,1.4535606484818044,-0.3834262950000005,-0.8039380640000022,-1.4801573155000003,-0.9743311685000008
oxyR__oxyR_ale20__1,6.490315655031605,-0.46979949299999996,-1.4027556840000024,-1.0670861065000006,-0.7348181785000003
oxyR__oxyR_ale20__2,6.619879071097643,-0.58132232,-1.4280679270000007,-0.9915333705,-0.7374540895000008
oxyR__oxyR_ale20_h2o2__1,5.5281231973383,-0.033521506999998785,-1.0986975080000008,-0.9357440224999998,-0.5476945355000007
oxyR__oxyR_ale20_h2o2__2,5.313628471968791,-0.10314455099999977,-1.127493234000001,-0.8875884924999989,-0.5966921155000007
svns_pgi__BmePgi24_15__1,0.4516791482475255,-0.3649178490000001,-0.5360552860000016,-0.3760668074999991,-0.5030088485000004
svns_pgi__BmePgi24_15__2,0.0439940853844056,-0.2678924440000019,-0.5360455760000011,-0.3804900634999999,-0.4705063905000007
svns_pgi__BmePgi24_26__1,0.8573321444439492,-0.2796745880000007,-0.524884001000002,-0.9001993245000001,-0.6809120685000014
svns_pgi__BmePgi24_26__2,0.6836512169385606,0.07439344500000011,-0.4864099500000005,-0.7239035174999993,-0.7789388944999995
svns_pgi__BmePgi24_41__1,-0.7159499853065483,0.4369979019999999,-0.44696534900000096,0.08582189050000011,-0.5732511435000003
svns_pgi__BmePgi24_41__2,0.8484024529991716,0.05876896099999929,-0.4670558630000006,-0.7092105915000007,-0.7276872855000011
svns_pgi__BmePgi24_52__1,1.1067856806822496,-0.22735195100000016,-0.4944578470000014,-0.6891163764999995,-0.5727720955000013
svns_pgi__BmePgi24_52__2,0.8106857801498794,-0.13815548000000089,-0.541468839000002,-0.7073035484999997,-0.6420311575000017
svns_pgi__PaePgi2_34__1,0.8978651462133524,0.3282416049999988,-0.35587768100000083,0.1432086865000004,-0.25399794850000035
svns_pgi__PaePgi2_34__2,0.3904752732757558,0.2321226499999991,-0.3716520780000003,0.05695397549999993,-0.2463934045000009
svns_pgi__PaePgi2_63__1,1.0498569529352029,0.4047082019999992,-0.3306225780000016,-0.1039783605000002,-0.27737804150000045
svns_pgi__PaePgi2_63__2,0.8800231964596825,0.472304608,-0.3901852840000011,-0.2280742484999996,-0.2895602155000017
svns_pgi__PaePgi24_54__1,7.2275546065848895,0.3907631829999998,-0.8311115560000015,-0.10879174349999944,-0.15440206550000113
svns_pgi__PaePgi24_54__2,7.474518961694475,0.3834558890000004,-0.8662979580000005,-0.1511696984999995,-0.12856305150000047
svns_pgi__PaePgi24_90__1,8.649256516443891,0.5457892819999994,-0.7702927290000012,-0.3593032334999995,-0.3563040015000025
svns_pgi__PaePgi24_90__2,8.200758654279356,0.5522166930000001,-0.7893792930000014,-0.4299964124999995,-0.29402680750000165
abx_media__m9_ctrl__1,0.0386495264064645,-1.9482059320000005,-0.8938289440000009,-1.2446789615,-0.19254825350000004
abx_media__m9_ctrl__2,0.031134477492996,-2.0937370760000005,-0.8991160770000004,-1.3104621934999994,-0.0069729905000013295
abx_media__rpmi_ctrl__1,12.619338666361829,-1.169092022,-1.557518067000002,-0.6316149024999991,-1.4277807655000014
abx_media__rpmi_ctrl__2,12.23789824696517,-0.6311281580000001,-1.5839219300000007,-0.3341771624999996,-0.7138445255000008
abx_media__camhb_ctrl__1,3.675387672540904,-2.4554066290000005,-1.179529736000001,-2.6131021825,-1.6206768645000011
abx_media__camhb_ctrl__2,5.140526954104919,-2.2065209260000005,-1.261389653000002,-2.5333668405000003,-1.5540019985000004
abx_media__m9_mero__1,1.2072618704942233,-2.7651733650000003,-0.9119070650000012,-2.3783633935,-0.604201626500001
abx_media__m9_mero__2,1.303661916388232,-1.6314239980000007,-1.133278434000001,-1.9206515735,-0.32353194750000114
abx_media__rpmi_mero__1,10.970092640456803,-1.585434395,-1.6535658390000023,-1.4034768095,-1.178776815500001
abx_media__rpmi_mero__2,11.882289219250447,-1.9467442450000003,-1.8328940680000023,-1.0727006215,-1.2187590125000014
abx_media__camhb_mero__1,5.015175109635432,-2.9231017800000005,-1.4644877940000018,-2.9774129214999996,-1.8631709255000013
abx_media__camhb_mero__2,5.639211572367243,-3.1595038430000004,-1.4166246660000006,-3.0560450505000003,-1.6599600125000018
abx_media__m9_trisulf__1,1.9548805196096732,-1.998741573,-0.4676025150000012,-1.8272529995,0.2735606664999999
abx_media__m9_trisulf__2,2.070630358466745,-2.181221335,-0.5692284570000012,-1.6281453684999994,0.25725040150000034
abx_media__rpmi_trisulf__1,5.424771259574708,-2.3735816030000003,-0.7884398340000018,-1.6446397755000002,-0.5835285005000008
abx_media__rpmi_trisulf__2,4.609212530092945,-2.6836415660000004,-0.7543595560000007,-1.6024175795,-0.5953394565000014
abx_media__camhb_trisulf__1,6.53655385879021,-1.785462926,-0.6868955570000015,-2.2186303355000003,-0.5203182055000006
abx_media__camhb_trisulf__2,6.104380632934265,-2.2331167960000005,-0.7414238250000018,-2.2708530125,-0.5073662345000011
abx_media__m9_cef__1,1.8456722432957864,-1.9484575380000004,-0.6019969600000009,-1.5982843585,0.08526335449999856
abx_media__m9_cef__2,2.9652023404500967,-2.0956160830000004,-0.8015251920000015,-1.5207189815,0.14571378449999986
abx_media__rpmi_cef__1,4.8148788070592365,-2.4747995150000004,-0.8307925950000001,-2.0186258885,-0.2890664925000017
abx_media__rpmi_cef__2,4.451594416801199,-2.7848010930000004,-0.7416807140000009,-1.8782758075,-0.1824112925000012
abx_media__camhb_cef__1,4.832034886732271,-2.2031725509999998,-1.0817596130000011,-2.2702762055,-0.5600824835000004
abx_media__camhb_cef__2,4.417092152653255,-2.5237374450000005,-1.061934583000001,-2.4516748774999995,-0.6767745725000012
abx_media__m9_cipro__1,1.2333523820967038,-2.5800873450000004,-0.7758492030000017,-1.3917499184999995,0.4342818614999988
abx_media__m9_cipro__2,1.604899094278882,-2.2836076080000005,-0.853964598000001,-1.6073914874999993,0.4325959224999991
abx_media__rpmi_cipro__1,7.3142730434122845,-1.6413007450000006,-1.0100535220000015,-1.6759964104999998,-0.533112290500001
abx_media__rpmi_cipro__2,7.553287446850527,-2.1539617640000004,-0.9865308030000008,-1.9203096015,-0.672308536500001
abx_media__camhb_cipro__1,5.064050306104254,-2.6066135619999997,-0.6598682350000011,-2.2605209705,-0.8066460445000008
abx_media__camhb_cipro__2,4.913485615777121,-2.903636446,-0.7293645650000009,-2.1954210295000003,-0.7385115715000009
hot_tale__42c_ale3_30c__1,2.430177443816105,-0.3530882310000001,-0.31695025400000176,-0.6455651495000003,-0.4863226565000014
hot_tale__42c_ale3_30c__2,2.1236567535186657,-0.0965883440000006,-0.3400038020000018,-0.6768525995000001,-0.5547234925000017
hot_tale__42c_ale3_37c__1,1.718987775716614,-0.20158940800000025,-0.3753982770000004,-0.5762783755000003,-0.4694425855000013
hot_tale__42c_ale3_37c__2,2.9573268154462853,-0.13267206999999992,-0.3437324220000004,-0.6036873374999994,-0.4479674445000006
hot_tale__42c_ale3_44c__1,0.918908151684106,0.4464071780000012,-0.6295553280000004,0.3937830455000002,-0.02952997950000125
hot_tale__42c_ale3_44c__2,0.9983182191573096,0.5796524930000002,-0.7233255390000011,0.4017930665000016,0.006311418499999277
hot_tale__hot_ale3_mid_30c__1,2.2572592370778413,0.2398003829999995,-0.4170887780000019,-0.5350687824999998,-0.08664356550000107
hot_tale__hot_ale3_mid_30c__2,2.89625635220238,0.09349042799999996,-0.4165719660000011,-0.4399935324999991,-0.1008850945000006
hot_tale__hot_ale3_mid_37c__1,3.133923629712348,-0.24152951700000005,-0.3567725280000005,-0.7768702584999998,-0.5291750435000004
hot_tale__hot_ale3_mid_37c__2,2.4087502192664214,-0.06597836700000048,-0.5292693580000005,-0.7295481665000008,-0.8200618455000006
hot_tale__hot_ale3_mid_44c__1,9.67106835035132,0.6675745480000002,-1.1714352350000006,-1.3677582404999995,-0.5761194285000002
hot_tale__hot_ale3_mid_44c__2,9.111060778884232,0.5074762340000003,-1.2013848630000012,-0.6799400215000002,-0.4985162905000014
hot_tale__hot_ale3_30c__1,2.6666935469030864,-0.13271995400000058,-0.6191741980000014,-0.7456317544999997,-0.3221970535000009
hot_tale__hot_ale3_30c__2,1.866864768457952,-0.17355666699999886,-0.5715778280000006,-0.6637240274999998,-0.21845779750000105
hot_tale__hot_ale3_37c__1,3.0087718097453093,-0.3809529930000002,-0.7227219680000019,-0.8143446074999998,-0.711076706500001
hot_tale__hot_ale3_37c__2,3.0993596751326504,-0.20910931199999985,-0.6857150900000004,-0.7327369644999999,-0.6720003175000011
hot_tale__hot_ale3_44c__1,8.665801549629743,0.08806215400000017,-1.5972039140000014,-0.8433266234999994,-0.6911875015000009
hot_tale__hot_ale3_44c__2,2.9348111439192075,0.05935310400000038,-1.0994406470000015,-0.7923595355000002,-0.5796304535000001
hot_tale__hot_ale4_30c__1,3.2709587356037497,-0.410026105,-0.5107969040000011,-0.7568600765000006,-0.6668791315000009
hot_tale__hot_ale4_30c__2,2.9952109707018666,-0.40907030400000105,-0.4443462910000005,-0.6745658194999997,-0.5694105275000014
hot_tale__hot_ale4_37c__1,4.364489727577525,-0.8076402910000002,-0.4454435780000008,-0.4799404205000002,-0.7970919045000011
hot_tale__hot_ale4_37c__2,4.469356865401849,-0.6298312820000005,-0.3388817700000004,-0.4385081024999993,-0.8461084205000011
hot_tale__hot_ale4_44c__1,4.458440685312664,0.07709980799999983,-0.3646092800000016,-0.08856976650000004,-0.19908843750000216
hot_tale__hot_ale4_44c__2,4.963553700699986,0.08097270499999888,-0.5246024060000014,-0.12219313549999987,-0.4070465515000024
hot_tale__hot_ale8_30c__1,2.478662785664203,-1.0239677250000003,-0.6861498490000013,-0.4733550484999984,-0.5594960895000014
hot_tale__hot_ale8_30c__2,2.515563893990789,-0.4036525890000009,-0.6402435630000003,-0.4103529565000006,-0.5038592885000002
hot_tale__hot_ale8_37c__1,2.2654703723763205,-0.6975188269999997,-0.5045901850000014,-0.30836901249999915,-0.6562123495000014
hot_tale__hot_ale8_37c__2,3.188016930512363,-0.63745678,-0.5124674050000007,-0.3172314654999999,-0.659855899500001
hot_tale__hot_ale8_44c__1,3.865362394765703,0.1898814499999988,-0.32521259600000185,0.4310402934999997,-0.07382770849999963
hot_tale__hot_ale8_44c__2,4.615070280894596,0.006917794000000478,-0.3328383620000004,0.28209759750000085,-0.1218568935000004
hot_tale__hot_ale9_mid_30c__1,2.0404334351723583,-0.4668340080000002,-0.632539361000001,-0.33009216849999845,-0.4791588485000009
hot_tale__hot_ale9_mid_30c__2,1.965121442144541,-0.6076569269999998,-0.553225578000001,-0.24252976949999994,-0.4254981295000011
hot_tale__hot_ale9_30c__1,2.625810825583083,-0.3847219860000006,-0.4970335490000011,-0.8644760724999996,-0.7666888895000009
hot_tale__hot_ale9_30c__2,2.794850607738715,-0.552123945,-0.4297348410000019,-0.7912126084999995,-0.7144685355000009
hot_tale__hot_ale9_mid_37c__1,2.2943822851270124,-0.8662642260000002,-0.5066094210000003,-0.4892257485,-0.8098953175000014
hot_tale__hot_ale9_mid_37c__2,2.185359650516068,-0.474758026,-0.4761660850000009,-0.4169995815000007,-0.7267048265000025
hot_tale__hot_ale9_37c__1,2.124164228470905,-0.458983034000001,-0.5408338400000012,-0.6802163474999992,-0.8316562655000013
hot_tale__hot_ale9_37c__2,1.923406844101633,-0.4873090050000002,-0.5423655520000015,-0.6042122615000007,-0.7900438585000007
hot_tale__hot_ale9_mid_44c__1,1.6828383196947545,0.3097914949999989,-0.4461392180000008,-0.2540971174999997,-0.15745627849999974
hot_tale__hot_ale9_mid_44c__2,1.0403377211083882,0.3041696840000005,-0.680025241000001,0.10775057849999924,-0.17423026550000031
hot_tale__hot_ale9_44c__1,2.0548362948755154,0.3980199979999997,-0.6060665230000009,-0.20135758249999916,-0.3817692005000009
hot_tale__hot_ale9_44c__2,2.143990042465554,0.30639283099999925,-0.6258130630000007,-0.21170781949999995,-0.4245381205000012
hot_tale__hot_ale10_30c__1,1.7912276609944109,-0.23989444900000034,-0.5646101130000005,-0.8579470845000001,-0.4048192375000017
hot_tale__hot_ale10_30c__2,2.317223525906343,-0.4179063680000006,-0.5686878670000013,-0.8320020884999995,-0.3913237745000009
hot_tale__hot_ale10_37c__1,2.386201287148587,-0.5056962230000002,-0.6518988060000019,-0.9100796795,-0.8734479885000006
hot_tale__hot_ale10_37c__2,2.3782297864311808,-0.6327019319999998,-0.6178540090000021,-0.8913156854999995,-0.8586481575000011
hot_tale__hot_ale10_44c__1,8.054670921280325,0.09512186300000014,-1.0294929110000002,-0.5701095055000005,-0.5614283555000013
hot_tale__hot_ale10_44c__2,4.179486897316891,0.2320812359999991,-0.6899675100000007,-0.5118017244999997,-0.453012803500001
hot_tale__hot_ale16_30c__1,1.979817505508416,-0.0986280070000003,-0.6833289310000019,-0.6838693684999999,-0.5154001985000011
hot_tale__hot_ale16_30c__2,2.3288765193699605,0.013095802999999684,-0.4706665020000021,-0.5485812645000001,-0.4354985195000012
hot_tale__hot_ale16_37c__1,2.17632699848376,-0.3692327190000002,-0.7201027580000012,-1.0055411605,-0.8158610125000019
hot_tale__hot_ale16_37c__2,2.67075224123228,-0.20821474000000076,-0.7577169790000013,-0.9989605034999984,-0.8157719835000004
hot_tale__hot_ale16_44c__1,2.3065066945027204,0.2716280309999997,-0.6132700370000013,-0.7385856815,-0.4651136655000014
hot_tale__hot_ale16_44c__2,2.718169484750644,0.5217657009999996,-0.6345339150000004,-0.4397113315000008,-0.3570846035000006
pdhr_ale__pdhR-13_51__1,3.5894528625428306,-0.5438694980000003,-1.4739400540000016,-0.8010420484999994,-0.6523027445000009
pdhr_ale__pdhR-13_51__2,4.925714753814993,-0.41677121900000014,-1.5672037760000013,-0.7811465095000001,-0.6094151285000002
pdhr_ale__pdhR-14_46__1,1.4721686545211825,-0.4246596250000003,-1.124824807000001,-0.3802087294999996,-0.4226446195000007
pdhr_ale__pdhR-14_46__2,2.403864190806833,-0.6025989210000002,-1.181267665,-0.3273251774999997,-0.4752205505000013
pdhr_ale__pdhR-15_51__1,5.525848438353656,-0.5256756740000004,-1.3757046910000008,-0.9761005144999996,-0.6224597265000025
pdhr_ale__pdhR-15_51__2,5.137079780425902,-0.4805080369999999,-1.3769132070000012,-0.7803540804999995,-0.5870771115000011
pdhr_ale__pdhR-16_49__1,3.239670809739276,-0.3820683599999999,-1.4417818780000022,-0.5638357965000003,-0.5607076005000007
pdhr_ale__pdhR-16_49__2,2.602414304446043,-0.7665097450000005,-1.4356569600000009,-0.5128694395000002,-0.4169587135000006
tcs__del_atoC_LiAcet__1,10.346849043001312,-0.3532372440000007,-1.5293521880000007,-0.5654890544999995,-0.18134304550000024
tcs__del_atoC_LiAcet__2,10.248543148489238,-0.5394982750000006,-1.4608699120000015,-0.4132689664999996,-0.0386154645000012
tcs__del_atoC_LiCl__1,9.69105104215552,-0.5875635370000003,-1.573940725,-0.3804213774999994,0.02239996949999856
tcs__del_atoC_LiCl__2,9.667861132605594,-0.3684401610000005,-1.5873975410000014,-0.19101789249999968,0.11272477549999847
tcs__del_atoC_m9__1,10.348258602498804,-0.3888189680000007,-1.6109603370000016,-0.4846049565000001,-0.056110223500001055
