,A,NikR,Fnr,NarL,RpoN
pcoli__RFC__2,3.5941025815885483,0.2385811009999994,-0.3922490920000019,-0.8047283165000003,-0.497404780500001
pcoli__RFCctrl__1,2.5480059004703928,0.6845239379999999,-0.44447988700000174,-0.011515938499999656,0.3518467965000003
pcoli__RFCctrl__2,2.768238982957285,0.5975593369999999,-0.4408784980000018,-0.033051968499999695,0.4238499324999978
pcoli__RFCnopause__1,2.113635782947179,0.5928004149999992,-0.2864244790000008,0.11185093150000024,0.350596423499999
pcoli__RFCnopause__2,2.390059191632771,-0.045283068000000704,-0.08273235300000081,0.10091024750000076,0.3138272544999996
pcoli__RFCpluspause__1,1.8627933801612733,-0.31780582699999993,0.1545512699999989,0.2887766645000003,0.35021773649999943
pcoli__RFCpluspause__2,1.667340792633396,-0.973206718,0.07042016199999956,0.3286167855000004,0.4558035454999985
pcoli__rnCOMT_sol__1,1.9959227021662076,0.5611779109999997,-0.17274806600000048,0.2604318434999993,0.3690663844999982
pcoli__rnCOMT_sol__2,2.5010436409278016,0.6679555009999998,-0.4337834540000003,0.14479610750000038,0.3895514204999984
pcoli__rnPNMT__1,2.970497480110501,-0.030055315000001137,-0.3179635610000009,-0.6503718574999997,-0.6220706795000011
pcoli__rnPNMT__2,3.396979431143829,-0.07707950900000071,-0.18763661800000087,-0.5710341855000003,-0.6767325694999995
pcoli__rnTDC__1,3.033785692808441,0.4114112329999999,-0.42691140300000185,-0.8034015284999994,-0.4946090875000024
pcoli__rnTDC__2,3.65758435130749,0.2535543410000001,-0.3748737990000013,-0.5989118515000005,-0.4172348825000016
pcoli__rnTDC_trunc__1,2.3633421300390065,0.6251812929999998,-0.4044171730000006,-0.1505094954999997,-0.1512001095000013
pcoli__rnTDC_trunc__2,2.868887288672807,0.3493163459999993,-0.4447234620000007,-0.13359554450000033,-0.018151414500000133
pcoli__saCOMT_T2A__1,3.4197369251291905,0.5637409149999995,-0.42860287400000097,-0.5705627094999999,-0.29725888650000165
pcoli__saCOMT_T2A__2,3.507915067802601,0.6947313649999991,-0.3781226900000014,-0.5225363465000008,-0.22480344650000106
pcoli__sfCOMT__1,3.417355771518807,0.2166078330000012,-0.44960219400000057,-0.8298738904999999,-0.8157619265000013
pcoli__sfCOMT__2,3.9562664910535337,0.25661928300000003,-0.5031535040000019,-0.8771755674999993,-0.7753620785000006
pcoli__sgAANAT_D63G__1,4.023637353109634,0.4401486740000005,-0.504442709000001,-0.7726151815000001,-0.3326699055000013
pcoli__sgAANAT_D63G__2,5.593160244098872,0.33947634000000004,-0.505781927000001,-0.6505942794999999,-0.3247562515000011
pcoli__ssDDC__1,3.6436102407611295,0.4929604679999997,-0.4876204370000004,-0.4901580805000005,-0.45473696150000104
pcoli__ssDDC__2,3.540845183339897,0.3896880499999993,-0.4406569140000016,-0.41093302949999977,-0.4467050085000004
pcoli__TP53B__1,2.9869228567330834,0.5599170139999998,-0.3751957170000004,-0.31459414650000017,-0.1882296565000008
pcoli__TP53B__2,2.7913919409786687,0.560483928,-0.3936893330000011,-0.41722876849999935,-0.062310198500000524
pcoli__WT__1,1.4896527296917432,-0.14008039800000027,-0.017957380000000356,0.38078835949999856,0.25196471849999824
pcoli__WT__2,1.1293449523823922,0.028345223999999725,0.0652472039999985,0.3210873534999994,0.2920224274999992
cck__glu_ale4__1,2.137562692586556,1.1336451209999998,-0.35945235700000033,-0.022228270500000317,-0.2818450385000002
cck__glu_ale4__2,2.4404275396981614,0.15993052399999996,-0.8305684780000018,-0.3838881334999984,-0.8375191875000016
cck__cck_ale1__1,2.3912020916372416,0.0429665840000002,-0.961059598000002,-0.4706912815000006,-0.875542244500001
cck__cck_ale1__2,2.6324944912870643,0.12089724800000125,-0.9317755310000012,-0.3814748984999996,-0.8478276895000008
cck__cck_ale2__1,2.3038151057361524,0.021274245999999053,-0.9685375080000008,-0.5828621515000005,-0.9475169255000012
cck__cck_ale2__2,2.1642041325939547,0.2271808679999996,-0.981337131,-0.3574557165000005,-0.8894887965000011
cck_pgi__gmos_delpgi__1,3.1673990182518894,0.1037645730000012,-0.4628090460000021,0.033470925500000526,0.006571553499998828
cck_pgi__gmos_delpgi__2,4.483122310789752,0.08409650099999944,-0.16406430800000038,0.16535923949999987,0.2952120124999986
cck_pgi__pgi_ale1__1,3.327560290633693,1.086454594,-0.4282732630000013,0.1535600155000001,0.03354484549999981
cck_pgi__pgi_ale1__2,1.775491764246245,0.5278628649999995,-0.7639974080000016,-0.05100116050000025,-0.3289632545000014
cck_pgi__pgi_ale2__2,0.4867746218599101,0.5144609069999992,-0.7069345330000019,0.3477169765000001,-0.1639050735000005
cck_pgi__pgi_ale3__1,1.4797827246277186,0.9906517299999988,-0.32058263600000103,0.08478161150000041,0.007994069499998702
cck_pgi__pgi_ale3__2,2.894286759243468,0.2421427819999993,-0.8465770460000002,-0.07014522249999901,-0.4017349225000011
cck_pgi__pgi_ale4__1,1.7737643104480687,0.706301173,-0.4595983030000017,0.06682618650000016,-0.31763742050000143
cck_pgi__pgi_ale4__2,3.5783159351295626,-0.7152799880000007,-1.1191339210000013,-0.4949047524999992,-0.9078056795000008
cck_pgi__pgi_ale4__3,3.964437030504145,-0.36772674100000025,-1.0593002560000002,-0.4233367555000003,-0.8691407145000012
cck_pgi__pgi_ale5__1,2.605601270120946,1.026373904999999,-0.2288642010000004,0.09654271349999988,-0.04482604250000222
cck_pgi__pgi_ale5__2,2.1768125222918204,0.1887386719999995,-0.6986040670000015,-0.1690726394999995,-0.5316725625000016
cck_pgi__pgi_ale6__1,1.3601967807715034,1.1503352219999998,-0.39119517000000137,0.2727998925000001,-0.13411185050000185
cck_pgi__pgi_ale6__2,1.7020690612447478,0.2990973919999993,-0.8692978560000011,-0.1189925504999998,-0.4775874075000024
cck_pgi__pgi_ale7__1,1.382868599869205,1.369058829,-0.3554688520000013,0.11700101550000053,-0.1441814945000015
cck_pgi__pgi_ale7__2,1.529542628357207,0.4090053569999999,-0.7888647680000016,-0.12247535749999905,-0.5893052335000002
cck_pgi__pgi_ale8__1,1.6989952359048937,0.4808011209999998,-0.15190588100000113,0.09809573949999972,-0.2548413645000007
cck_pgi__pgi_ale8__2,1.873197891922418,-0.3794554660000005,-0.5813522750000004,-0.1403017965000002,-0.5838333585000006
cck_sdh__gmos_delsdhCB__1,15.80878335248386,1.5990637219999997,-2.153072614000002,0.9577260554999992,0.062360231499999585
cck_sdh__gmos_delsdhCB__2,9.948206329708388,0.7811764209999996,-1.8334584040000024,1.2829432884999994,0.056222137499998937
cck_sdh__sdh_ale1__1,2.690253748428749,0.6082401989999999,-0.8717332860000013,0.16627008849999925,-0.3702040085000009
cck_sdh__sdh_ale1__2,1.9046533996265973,0.4235924609999993,-0.8320163940000018,0.3032121315000005,-0.5853429765000024
cck_sdh__sdh_ale2__1,2.0469743243260434,0.21110024399999985,-0.879391827000001,0.06055213150000061,-0.6505461315000014
cck_sdh__sdh_ale3__2,2.391700904717342,0.33567196200000016,-0.7810000100000014,0.1116408455000002,-0.5475108445000014
cck_sdh__sdh_ale3__1,2.419268711311857,0.4995729889999998,-0.9420971550000008,-0.08640840849999963,-0.5961471685000008
cck_sdh__sdh_ale3__3,2.167848975435819,0.4571359669999993,-0.8912833380000009,-0.11876943150000052,-0.6008778045000014
cck_pts__gmos_delptsHIcrr__2,6.709703427380476,-0.29071278199999995,-1.3678671840000014,-0.09096552749999988,-0.1563252765000005
cck_pts__gmos_delptsHIcrr__1,4.981999159033726,-0.13987386300000004,-1.1230291300000008,-0.13545914449999952,-0.20221303250000133
cck_pts__pts_ale1__2,2.87225657655337,0.7034092959999994,-0.9976202350000012,-0.2160116335,-0.2654163194999999
cck_pts__pts_ale1__1,2.8848144760346064,0.6937315420000001,-0.9334525690000016,-0.29661428050000005,-0.2265341555000013
cck_pts__pts_ale2__2,2.224166518810074,0.26607517900000044,-1.3677769430000009,-0.7527068004999995,-0.8789651625000019
cck_pts__pts_ale2__1,2.2707134829002324,0.3405357459999996,-1.413098574000001,-0.6565486024999991,-0.910187896500001
cck_pts__pts_ale3__2,2.208297816079825,-0.6574463050000006,-1.1207950990000022,-0.9239654305,-0.9609956225000014
cck_pts__pts_ale3__1,2.006939692554937,-0.3360121220000005,-1.1338764010000002,-0.6381105895000001,-0.7625850225000024
cck_pts__pts_ale4__2,2.2193035185754844,0.3240906089999997,-0.7097418820000012,-0.6865628524999998,-0.9130500165000024
cck_pts__pts_ale4__1,3.0276437351284704,0.3473617789999999,-0.7506745410000004,-0.7730456334999998,-0.9932835145000009
cck_gnd__gmos_delgnd__1,13.817018673011498,1.0770030999999989,-1.7581264190000017,0.7423524004999997,-0.1830543285000008
cck_gnd__gmos_delgnd__2,13.783348153661192,0.5765191190000003,-1.7355426860000005,0.9820097895000002,-0.12040567050000027
cck_gnd__gnd_ale1__1,2.995080951918544,0.01619770900000006,-0.9005377990000021,-0.5338358005000003,-0.8071900495000008
cck_gnd__gnd_ale1__2,3.543927578186342,0.11141041299999976,-0.9051531070000004,-0.3519824015000008,-0.8075885545000014
cck_gnd__gnd_ale2__1,3.1961839644886925,-0.06666467199999992,-0.8906716470000013,-0.4300432364999995,-0.8632410745000012
cck_gnd__gnd_ale2__2,3.268383110521071,0.0581479759999981,-0.9525487850000012,-0.3637060365,-0.7118772435000009
cck_gnd__gnd_ale3__1,3.0088810039022627,0.3048255599999994,-0.8742065520000004,-0.3175386865000007,-0.7625813295000006
cck_gnd__gnd_ale3__2,3.431413846183408,0.10574004599999932,-0.9746605950000014,-0.0969884814999995,-0.7222617405000014
cck_tpiA__gmos_deltpiA__1,3.611457853769017,-1.0373326140000003,-0.2238339860000007,-0.035874482499999694,-0.5274534285000003
cck_tpiA__gmos_deltpiA__2,6.49343989004059,-0.30371819199999983,-0.6193091200000005,-0.2372376455000005,-0.7828259425000024
cck_tpiA__tpiA_ale1__1,1.461837492758154,0.8995426630000001,-0.4531617410000006,-0.0046118424999992405,-0.3317151295000009
cck_tpiA__tpiA_ale1__2,1.074186039724902,0.7509567749999988,-0.4516763980000018,0.11120117050000022,-0.2405007045000005
cck_tpiA__tpiA_ale2__1,1.35195248089604,0.6513157090000004,-0.4059133790000011,0.002010092500000837,-0.4291254845000011
cck_tpiA__tpiA_ale2__2,1.870308482460824,0.4161906479999997,-0.6912261780000009,-0.09773722749999968,-0.5798692935000007
cck_tpiA__tpiA_ale3__1,1.9732681483165824,0.2382916609999999,-0.8604532270000007,-0.06962666849999978,-0.4509718735000003
cck_tpiA__tpiA_ale3__2,2.922039265654759,0.535069601,-0.875080285000001,-0.02314525450000016,-0.4706106745000014
cck_tpiA__tpiA_ale4__1,1.7638686066848777,0.3592447480000001,-0.8669902390000015,0.4562402624999997,-0.28283903250000186
cck_tpiA__tpiA_ale4__2,1.6562509349355694,0.4185982149999994,-0.8701136720000004,0.5276794544999985,-0.26158748050000113
acid_tale__acid_ale1_pH7__1,3.306332057490477,-0.035647135000000496,-0.6737216190000019,-0.3882596934999985,-1.1434939765000012
acid_tale__acid_ale1_pH7__2,3.4293361288801747,-0.28101346900000035,-0.7296190680000016,-0.4530958184999996,-1.095479462500001
acid_tale__acid_ale1_pH5__1,1.677616159523002,-0.5350927040000002,-1.6861938410000017,0.040418519500000194,-0.22479323449999988
acid_tale__acid_ale1_pH5__2,1.6532500931732148,-0.7146297390000003,-1.8789758250000004,0.4396251194999987,-0.3639794045000011
acid_tale__acid_ale2_pH7__1,3.4888657856975,-0.1387374939999999,-0.6239651440000014,0.06826935849999938,-0.8097514835000004
acid_tale__acid_ale2_pH7__2,3.446461591052324,-0.3700662550000002,-0.6028576310000009,0.07051492349999933,-0.7847996785000007
acid_tale__acid_ale2_pH5__1,1.6046642925804184,-0.14145429600000006,-0.6197885530000011,0.2923998865000001,-0.609081594500001
acid_tale__acid_ale2_pH5__2,1.6055418828652803,-0.5627034000000002,-0.8739343050000006,0.4249205595000003,-0.6521726465000013
acid_tale__low_Mg_ale_pH7__1,4.901238213027529,-0.1669783330000003,-0.8099119770000005,-0.7947534244999996,-0.8886906245000006
acid_tale__low_Mg_ale_pH7__2,5.218201987560572,-0.12152115400000076,-0.798887112000001,-0.5075561365000008,-0.8849519425000016
acid_tale__low_Mg_ale_pH5__1,1.16116543721577,-0.3346697750000001,-0.6407058410000008,-0.07042689850000006,-0.5974948625000014
acid_tale__low_Mg_ale_pH5__2,1.5408802065027434,-0.22065923599999948,-0.6845121800000005,0.038401639499999966,-0.5990323295000008
acid_tale__MES_ale_pH7__1,3.325267832964065,-0.1722555469999998,-0.7351243470000011,-0.6963044714999995,-0.847920310500001
acid_tale__MES_ale_pH7__2,3.3647187318787277,-0.23170383900000055,-0.7482274840000009,-0.6922107615000002,-0.8574053305000007
acid_tale__MES_ale_pH5__1,0.7746671462166952,-0.1831523300000004,-0.7733825330000013,0.04706807150000003,-0.6288421885000002
acid_tale__MES_ale_pH5__2,1.5602077057320272,0.03368330099999905,-0.9325602170000008,0.47364752950000005,-0.35688139950000064
acid_tale__gmos_pH7__1,3.692499218244184,-0.0684805250000009,-0.7014007320000015,-0.4407953934999984,-0.8300912035000003
acid_tale__gmos_pH7__2,3.607522194531663,-0.12243566099999993,-0.651219827000002,-0.4829654065,-0.787877366500001
acid_tale__gmos_pH5__1,1.814970029375724,0.144737879,-0.7339725590000015,0.03020381450000009,-0.498235170500001
acid_tale__gmos_pH5__2,1.5840937148181289,0.04528932999999924,-0.6206115390000004,-0.1135068334999998,-0.4469137485000001
adnB__wt_adn__1,2.493517640401361,-0.944171098,-1.2661294560000016,-1.5303865944999997,-0.08017981850000133
adnB__wt_adn__2,6.130739216534794,-1.1589883960000007,-0.3508825320000017,-1.4267996655000001,-0.5635753085000008
adnB__delydhB_adn__1,2.298487793218261,-1.54252461,-1.849478930000001,-2.6117934965000003,-0.3352252125000019
adnB__delydhB_adn__2,1.2773770598400993,-1.079604143,-1.2124607080000018,-1.2349381365000005,-0.02026079850000073
ytf2__wt_glc__1,0.8992213772279801,-0.038852111999999835,-0.3691331690000013,-0.3962228974999995,0.026521316500000225
ytf2__wt_glc__2,1.4836221427791654,-0.17087173100000008,-0.4314075400000004,-0.4647902934999984,-0.1403242235000004
ytf2__ybcM_glc__1,2.809833070441428,-0.6458299490000003,-0.6108619550000007,-0.27864710650000024,-0.35754535949999955
ytf2__ybcM_glc__2,2.685689217996031,-0.2098602070000002,-0.4794716090000009,-0.3293468484999984,-0.234434266500001
ytf2__ydhB_glc__1,1.4261146435691163,-0.33116188300000005,-0.4706409150000006,-0.2798938995000002,-0.28766580050000107
ytf2__ydhB_glc__2,1.2822019289192454,-0.28605551500000104,-0.4873095480000007,-0.3104366645000001,-0.1944035625000016
ytf2__yfeC_glc__1,1.752458866475721,-0.36752145400000025,-0.5045418040000005,-0.4414590915000005,-0.2966178795000012
ytf2__yfeC_glc__2,1.2032976675240417,-0.12401270400000095,-0.5076367540000017,-0.3999695005000001,-0.2533718325000009
ytf2__yciT_glc__1,1.2601077526308389,-0.3079003250000012,-0.5501008420000009,-0.6381665165000001,-0.3762057725000014
ytf2__yciT_glc__2,0.8418908090759003,-0.22056940300000072,-0.6373314050000012,-0.7197927745000001,-0.41714471050000057
ytf2__ydiZ_glc__1,1.483702823962319,-0.2314250470000001,-0.4731582590000016,-0.7677580274999993,-0.4454550105000008
ytf2__ydiZ_glc__2,1.4911925488581883,-0.2675125669999998,-0.4264544480000012,-0.7151323414999995,-0.4394860775000016
ytf2__ynfL_glc__1,0.8068329205517724,-0.01835118300000005,-0.41808168900000103,-0.5126629765000006,-0.2071152765000015
ytf2__ynfL_glc__2,1.0113604379982477,-0.1539497100000009,-0.3342424490000013,-0.3685312105000005,-0.1979544145000016
ytf3__wt_glc2__1,0.0411211407917092,-0.3980515140000005,-0.4855542560000004,-0.6001066655000002,-0.2973758145000005
ytf3__wt_glc2__2,0.2618526419833855,-0.2733578459999997,-0.360020973000001,-0.5297932524999993,-0.2686383705000015
ytf3__wt_pH7_lactate__1,1.410137656820273,-0.6806956160000004,-0.5143138700000005,-0.4450588374999995,-0.3025577295000001
ytf3__wt_pH7_lactate__2,1.803317409745201,-0.6977934110000001,-0.5936096370000019,-0.4530281224999992,-0.3075298135000004
ytf3__wt_pH55_lactate__1,1.8127095760058185,-0.4810231270000003,-0.6581930260000011,-0.5466195804999998,-0.2713144085000003
ytf3__wt_pH55_lactate__2,0.4196775343420822,-0.321273465,-0.449162096000002,-0.38416190650000015,-0.1981763815000015
ytf3__wt_pH55_HCl__1,-0.2316149603907228,-0.11092185300000068,-0.5533519400000007,-0.3298288515000003,-0.14377903750000165
ytf3__wt_pH55_HCl__2,-0.7260812273601494,-0.15585560400000098,-0.6147100510000012,-0.3882837554999998,-0.08646008450000052
ytf3__dyieP_pH7__1,-0.1669120249263994,-0.4188732580000005,-0.4133001080000014,-0.6664045554999998,-0.28392996850000074
ytf3__dyieP_pH7__2,0.1336705785543706,-0.33768432500000056,-0.4512855060000014,-0.6698855994999997,-0.3086236345
ytf3__dyieP_pH55__1,1.1900060322301982,-0.36641984500000013,-0.3414837130000006,-0.7236744344999995,-0.27468893050000176
ytf3__dyieP_pH55__2,0.525646002552453,-0.2664750930000004,-0.3709732070000005,-0.4768536134999994,-0.18119692349999994
minicoli__aldA_f1c2__1,3.577352458142251,0.2406618426546521,-9.786193262000001,-0.6646372784152028,-0.1677446451567377
minicoli__aldA_minE__1,3.701809249820807,-0.5445513727597424,-9.786193262000001,-0.6510117320200841,-0.4613290396749878
minicoli__mg1655_glc__1,1.5626178041588732,-1.7428594160860935,-0.4925999711224929,-1.7863855440399634,-0.3704829184876024
minicoli__mg1655_glc__2,1.394752247420176,-1.3934019030962237,-0.4426965789630497,-1.7879486365451136,-0.2703143587484433
minicoli__minE_cyt__1,3.816151653876579,-1.8100687667259123,-9.786193262000001,-1.736789262142044,0.7886019349758726
minicoli__minE_cyt__2,3.4680673617538798,-1.5991286523298536,-9.786193262000001,-1.804702328034434,0.5682129305952142
minicoli__minE_fruc__1,2.5575417558060787,-1.7634947944362565,-9.786193262000001,-1.6944704999917075,0.16974512048795098
minicoli__minE_fruc__2,2.9665979017301645,-1.3701163409865922,-9.786193262000001,-1.5995687582213511,0.2522901319863049
minicoli__minE_glc__1,4.2550081904659125,-1.134578460316309,-9.582201996938288,-1.7125992067469182,0.4575701352599673
minicoli__minE_glc__2,2.850747929567565,-1.54380213709321,-9.608680294899557,-2.009506038776748,0.4559865144795801
minicoli__minE_glyc__1,2.9212585092172105,-1.6064118848321876,-9.786193262000001,-0.8561682780608155,0.6163495728274864
minicoli__minE_glyc__2,2.6448294066174416,-2.217466702551925,-9.786193262000001,-0.7197412222697857,0.525077400320443
minicoli__minE_Fe_starve__1,3.4548613843927893,-1.3631575344643068,-9.786193262000001,-1.4257779559296235,0.5254784368538026
minicoli__minE_Fe_starve__2,3.614357203315244,-1.1467584782451654,-9.786193262000001,-1.6766659878815666,0.7170134566210127
minicoli__minE_LB__1,6.191874595477787,-1.9034499887512508,-9.786193262000001,-0.5929297289387234,-0.05756709454705523
minicoli__minE_LB__2,5.326987961224187,-1.7004565851500215,-9.786193262000001,-0.3942607117869024,-0.04966272201667898
minicoli__minE_N_starve__1,4.264373401729278,-1.2300621197623878,-9.786193262000001,-1.0940742887526698,0.7858134969782835
minicoli__minE_N_starve__2,2.9585961333093485,-1.1651489359221587,-9.786193262000001,-1.2890626028529866,0.4810573500214765
minicoli__minE_osm__1,4.216066445832243,-1.9123539685944988,-9.21671098929786,-1.5791454665318412,1.3623595312507586
minicoli__minE_osm__2,3.755402197359238,-1.821098207069692,-9.786193262000001,-1.4372746421796132,1.3285935967463836
minicoli__minE_ph5__1,3.68776578621774,-1.0373710843961463,-9.786193262000001,-1.0608804908595904,0.8671641466879159
minicoli__minE_ph5__2,4.140683114952534,-1.291883019810574,-9.786193262000001,-0.9169020491639728,0.8151617035143985
minicoli__minE-pyr__1,2.334843136060777,-2.5395184919068043,-9.242151312595263,-1.178043626699007,0.5050159455326675
minicoli__minE-pyr__2,2.908866814460659,-2.6720091836857,-9.786193262000001,-0.7641486321423931,0.27520154353557125
minicoli__minE_sorb__1,2.524811560362505,-1.5077554220686524,-9.786193262000001,-2.1452843843996465,0.3820207331953149
minicoli__minE_sorb__2,2.332628867149553,-1.657228312363627,-9.786193262000001,-1.7708275542990188,0.30250247498129035
minicoli__minE_urid__1,2.7758885636815545,-1.544270732588644,-9.786193262000001,-1.8467239861019635,0.15541964053356772
minicoli__minE_urid__2,2.233726526622221,-2.006290806772487,-9.604310226459667,-1.784257951654996,0.035083615369130065
minicoli__W3110_cyt__1,2.310191136710359,-2.09394140878985,-0.3790005245929926,-2.6100153482331416,-0.3527190028747791
minicoli__W3110_cyt__2,1.944317971211186,-1.860416883861689,-0.33943318284476304,-2.7148827092043613,-0.5259579346822862
minicoli__W3110_glc__1,0.2712087363707751,-2.356385485666622,-0.6997565216016763,-3.1719145007067744,-0.9028835271614469
minicoli__W3110_glc__2,0.4673661294891655,-2.4303109896411357,-0.4698300880805899,-2.9126375683423653,-0.9121351783330472
minicoli__W3110_glyc__1,0.8439707668621799,-1.7660480969125831,-0.4903957849926606,-2.7164001056044214,-0.1992169393680676
minicoli__W3110_glyc__2,1.6761532481381622,-1.8229703584646004,-0.3548259909876563,-2.6704172316077184,0.015611276798995988
minicoli__W3110_Fe_starve__1,1.925532118429689,-2.112660597434199,-0.29311769374505303,-1.7197103332867938,0.4227142866905727
minicoli__W3110_Fe_starve__2,2.303925361860298,-1.7993399311360627,-0.4108350478991767,-1.7946303593140245,0.18874960485434755
minicoli__W3110_LB__1,7.021931001695915,-1.0843433208704072,-1.2033078022406745,-1.6031581388446048,-0.34189001966602817
minicoli__W3110_LB__2,7.892506512419428,-1.1905707276950386,-1.1519650367707612,-1.3631601902325974,-0.2577511863816273
minicoli__W3110_N_starve__1,0.5579191343317206,-1.860562513016191,-0.6890284809887444,-2.471323865014164,-0.2163389085995373
minicoli__W3110_N_starve__2,0.6079608709259523,-1.7933827173170784,-0.673008711639719,-2.2767856018477515,0.011621892135099898
minicoli__W3110_osm__1,1.4041129330958495,-1.9403984873007991,-0.16357747403278464,-1.6857337982612617,-0.2526018273411861
minicoli__W3110_osm__2,1.965605002961472,-1.4271233255256028,-0.2170429222794379,-2.080339584084336,-0.2716481172430925
minicoli__W3110_ph5__1,1.451660509854714,-1.0881892975634644,-0.4140827469116726,-1.4893757323792167,-0.12969602412985104
minicoli__W3110_ph5__2,1.906723977023292,-0.9500690283967624,-0.32199725122365663,-1.3272432356717525,-0.09687499314659044
minicoli__W3110_pyr__1,0.7397441132690414,-1.9791221615172516,-0.6040596245724128,-2.1788036642197066,-0.26833085587225897
minicoli__W3110_pyr__2,1.0782103028769314,-1.1975571371775189,-0.4630281738991684,-2.1165415455787784,0.1622864379498168
minicoli__W3110_sorb__1,0.549247760212725,-3.210922676903591,-0.8924312154468836,-3.3033145932322125,-1.0979837183425571
minicoli__W3110_sorb__2,0.7156111165809527,-2.9413727366439235,-0.8744919306966636,-3.3278448574369563,-1.0459936316547838
minicoli__W3110_urid__1,0.0066041066460283,-2.586066975439528,-0.6351909018702973,-2.4496085736042157,-0.3292351439962333
minicoli__W3110_urid__2,-0.0315430615920702,-2.76707399092624,-0.44679111562213336,-2.344035220836057,-0.08663855626195628
minicoli__W3110_WT_glc__1,2.051088397983288,-1.547394695148327,-0.3902145680260212,-1.7847583968515464,0.015273073894910285
minicoli__W3110_WT_glc__2,1.172057869223828,-1.81444708546853,-0.5788841977804111,-1.9430609716043552,-0.32115126028929897
minicoli__W3110_WT_osm__1,1.3573728096160291,-2.201447419178256,-0.5432586775407415,-1.8533155734278512,-0.13905629038965373
minicoli__W3110_WT_osm__2,2.190921702068326,-1.9502469566309668,-0.4889106524898388,-1.647776353121894,0.1199405948314265
eep__BOP27__1,1.3816067834083308,0.021297718241279462,-0.8089780310678396,-1.179261984454377,-0.6475323565505917
eep__BOP27__2,0.693524168309203,-0.01681747364275044,-0.687814014646035,-1.2122088050089834,-0.5660511590208941
eep__BOP1000__1,7.951505058088851,0.9230349350562186,-0.4998186804343057,-0.4191883427353522,-0.2800959137944528
eep__BOP1000__2,8.168578497940187,0.5665076962430478,-1.053543247473005,-0.4418706257874021,-0.20979638385692206
eep__BOP27_ndh-cydB-appC__1,0.502560679121015,0.43045038104162,0.2557098619918552,-0.16836405125297293,-0.0047024722215027745
eep__BOP27_ndh-cydB-appC__2,0.8645945626637022,0.31153644595595154,0.3882705543893224,0.0023569459387946523,-0.20065168873657235
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__1,2.456681282501131,-2.5111816077593865,-1.1342815106932242,-1.3827629119328373,-2.2920405219835187
eep__BOP27_ndh-cydB-appC_A9_F46_I1_R1__2,5.352115478093667,-1.043322342507774,-1.0134002875068724,-1.3796943681877227,-1.9618610554876683
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__1,0.258431558667002,-1.1501848398937424,-1.2731941670217388,-0.5741088392469171,-1.1895800407960166
eep__BOP27_ndh-cydB-appC_A10_F48_I1_R1__2,1.579468320192046,-1.375124212930345,-2.1838044521226703,-0.5355559927238316,-1.1755644992889236
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__1,0.7795654081478658,-0.4720394446729861,-0.6206397884414869,-0.5489124311136697,-0.8523627132020284
eep__BOP27_ndh-cydB-appC_A11_F46_I1_R1__2,3.2643404109534866,-0.3989237430883605,-1.1947115646517208,-0.5440891369767531,-0.8004253097073732
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__1,1.015770198983584,0.23517418257708125,0.3114197801642451,-1.3725831861132374,-0.7992399957266585
eep__BOP27_ndh-cydB-appC_A12_F46_I1_R1__2,1.2177528068354264,0.1985219092503181,0.21960832977562286,-1.2866122052830713,-0.4024544173289089
eep__BOP27_nuoB-cydB-appC__1,-1.324981804220141,-0.4355954353128349,0.4532670634177745,0.06958455131745023,-0.3123485350589137
eep__BOP27_nuoB-cydB-appC__2,-0.3042085134227442,-0.530219263232433,0.1846776779085708,-0.40104102141439213,-0.7476469202443088
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__1,3.5094420212237765,0.14034468004039713,-0.7514879565010979,0.08848864210359153,-1.0246791966259448
eep__BOP27_nuoB_cydB-appC_A13_F59_I1_R1__2,2.812704686810417,0.4173927108228721,-0.4210774816088367,-0.09016478177803933,-1.015023841891126
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__1,4.788547278400057,0.4068715977390758,-0.9713535850843638,0.14746069861948286,-0.6086170875089136
eep__BOP27_nuoB_cydB-appC_A14_F58_I1_R1__2,4.623142320032063,0.2253412569131772,-0.9316889443800402,0.09479276391145053,-0.5782169807278734
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__1,2.347428769289932,-2.217451602110414,-1.9299827648533172,-0.6115111786839886,-1.81095057713028
eep__BOP27_nuoB_cydB-appC_A15_F57_I1_R1__2,2.9406955910868837,-1.522295809340692,-1.7547847104954537,-0.6073162797760983,-1.6812105807216617
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__1,1.109740724969818,-1.0232105960004638,-2.370034697395769,-0.5484497909321728,-1.5162472239801523
eep__BOP27_nuoB_cydB-appC_A16_F57_I1_R1__2,1.2110288747141065,-1.191734553729404,-2.3719114646549477,-0.6177698482243175,-1.4934440179985646
eep__BOP27_ndh-cyoB__1,2.4829555413400417,0.11464007419636067,-0.3316653974413377,0.1307160101225513,-0.13846081090150794
eep__BOP27_ndh-cyoB__2,2.788135850383712,0.2435661484047671,-0.26074012429431903,0.030458082306021875,-0.20149901350437285
