,A,Fnr,DcuR,NarL
abx_mega__novo_dmso__3,-6.6724765555,0.7008066596,-1.2432074891,-0.6898733783000001
abx_mega__polmyx_h2o__7,1.3293800621,-0.2315847967,0.17135122960000002,0.23274265870000002
abx_mega__teix_dmso__17,2.3938011381,0.0029379619,0.21949308950000002,0.2885319054
abx_mega__doxo_dmso__3,3.1096360857,0.2023907492,0.050276533500000005,0.0772130471
abx_mega__mem_dmso__6,0.1436471107,0.1023474546,0.3294787537,0.12139420790000001
abx_mega__h2o-1a__3,0.1493857872,0.09042078,-0.028974143100000002,-0.0677671509
abx_mega__bacit_dmso__3,-10.2322773199,-0.36047292010000004,-0.2196174402,0.1441411998
abx_mega__dox_dmso__8,2.1396510959,-0.15851963700000002,0.5060702807,1.3714150958
abx_mega__teix_dmso__18,-0.1814145406,-0.47527159550000003,0.1102937626,0.4043009054
abx_mega__h2o-6__3,-0.4813541475,0.1865548514,0.7865490139,-0.08292724280000001
abx_mega__pen_h2o__5,0.3184397533,-0.3567155809,-0.2533653059,-0.0809687306
abx_mega__lzd_dmso__4,-1.3654698011,0.4367343567,-0.47767454260000003,-0.4950784796
abx_mega__daro__1,-13.190582967,0.6625246456,-0.5909940707,-1.0283701913
abx_mega__solv__1,-13.7228121403,0.7880810208,-0.6804420574000001,-0.5697536807
abx_mega__daro__2,-12.2821940771,0.6348490171,-0.3774163786,-0.7225106505000001
abx_mega__daro__3,-13.2923185497,0.5130885568,-0.2019260772,-0.31202477440000004
abx_mega__solv__2,-13.2965974838,0.7836153299,-0.6844698154000001,-0.4795038941
abx_mega__solv__3,-13.1503853301,0.5666938681,-0.2769530002,-0.4581893891
abx_mega__dmso-4__1,-8.3808806328,-0.2069186369,0.4601757443,1.2625602048
abx_mega__kirr_dmso__1,-9.8832170499,0.30096120800000004,-1.2701174216,-1.1858902369
abx_mega__kirr_dmso__2,-8.8651547069,0.2233268874,-1.5344408903,-1.1221621716
abx_mega__kirr_dmso__3,-13.3826457238,0.36914748480000004,-0.4560353961,-1.0326504242
abx_mega__dmso-4__2,-6.939653191,-0.38116480880000003,0.6225838583000001,1.0089341865
abx_mega__dmso-4__3,-6.6002175928,-0.179866355,0.4981947392,1.0781130934
ackA_pta__dnaA46_del_ackA__1,1.3634803168,0.3573392885,0.5323572062,1.0167221444
ackA_pta__dnaA46_del_ackA__2,3.013445969,0.5215083736,0.7088867228,1.3164719965
ackA_pta__dnaA46_del_ackA__3,2.2845496464,0.4033689451,0.481531201,0.8478612282
ackA_pta__dnaA46_del_pta__1,5.5476701385,0.10380176390000001,1.3867544268,0.804393346
ackA_pta__dnaA46_del_pta__2,3.0129516998,0.4097892231,0.149706436,1.0277296902
ackA_pta__dnaA46_del_pta__3,1.2999346983,0.5224825499,0.6520756409,1.0777531702
ackA_pta__dnaA46__1,0.3057782719,0.1528474884,0.3250385021,0.0548469958
ackA_pta__dnaA46__2,1.8235364625,0.3481605142,-0.4857860332,0.2870616629
ackA_pta__dnaA46__3,0.406923658,-0.0266460084,0.1608050222,-0.1731099634
ackA_pta__del_ackA__1,1.4807908339,0.1774931888,0.6675171733,0.7399815112
ackA_pta__del_ackA__2,4.4256046653,-0.1232001154,1.4046508095,1.1375307345
ackA_pta__del_ackA__3,1.3218621268000001,0.190084841,0.7869997541,0.6873740307
ackA_pta__del_pta__1,-0.047571568,0.2671184528,0.114699875,0.3644661887
ackA_pta__del_pta__2,3.5101917931999997,0.2566617834,0.4873095672,0.5864508435
ackA_pta__del_pta__3,1.2434806176,0.1341478918,0.6209168439,0.3688823399
ackA_pta__wt__1,0.1311959389,-0.0535312287,-0.0177436449,-0.11512740900000001
ackA_pta__wt__2,-0.1376378325,0.0033558917,-0.0466604697,0.0518979327
ackA_pta__wt__3,0.0064418936,0.050175337,0.0644041146,0.0632294763
anticancer__5fu__1,-1.7480020822,0.0681602907,-0.7571311497000001,1.1172485117
anticancer__5fu__2,-0.6304878818,-0.1688407481,-0.6336432057,1.2128520424
anticancer__cap__1,-2.1063857748,0.44868520630000003,-0.6401722409,0.5096176653
anticancer__cap__2,-2.5408942074,0.41306374030000004,-1.037696338,0.7069854029
anticancer__cap__3,-2.3295187473,0.3264594677,-1.0675542102,0.7353223998
anticancer__wt__1,-1.4394538222,0.28664804520000003,-0.0868727101,-0.2878428208
anticancer__wt__2,0.28527535870000004,-0.0931429685,0.1581365357,0.230734723
anticancer__wt__3,1.1541784635,-0.1935050767,-0.0712638256,0.0571080978
anticancer__5fu__3,-2.0284598894,-0.101350492,-0.9166251684000001,1.1304838131000001
bio_pln__aero_pln__1,0.4281335807,-0.0045074173,0.0565679981,0.23075321110000002
bio_pln__aero_pln__2,-0.4281335807,0.0045074173,-0.0565679981,-0.23075321110000002
bio_pln__anaero_pln__1,1.8891512969000002,0.0400032595,-0.04037458,0.2161365164
bio_pln__anaero_pln__2,2.4812291671,0.3296413226,-0.3074392517,-0.08062165610000001
biocide__bzcl_12h__1,-0.1363128568,0.2247859218,0.2047365992,-0.3339215262
biocide__bzcl_12h__2,-3.2954097113,0.1810715899,0.434449479,0.6725941715
biocide__bzcl_12h__3,-1.5529034778000002,0.1722943406,0.31008525600000003,-0.08904044450000001
biocide__etoh_12h__1,-2.2846460559,0.4185490194,0.4180713667,-0.0381846164
biocide__etoh_12h__2,-2.2706141919,0.4755510751,0.6068803063,-0.0223999192
biocide__etoh_12h__3,-2.0306276674,0.5168922582000001,0.6947551361000001,0.1557693521
biocide__gluald_12h__1,-0.5435343174,0.422114445,0.6260762251,0.3457727179
biocide__gluald_12h__2,-0.8418065616,0.285798337,0.2295188743,0.4119611535
biocide__gluald_12h__3,0.15048444900000002,0.2501234208,0.3437050669,0.26245599999999997
biocide__h2o2_12h__1,-2.2596813411,0.316269336,0.2895696192,0.1302115755
biocide__h2o2_12h__2,-2.5402735951,0.2082039373,0.2297718906,0.2021200729
biocide__h2o2_12h__3,1.6587907303,0.1760932673,0.5324778296,0.3044311927
biocide__2ppoh_12h__1,-1.3565912573,0.5466445614000001,0.262689769,0.1822358449
biocide__2ppoh_12h__2,-0.4193803412,0.5152025342000001,0.5807677132,0.0535449426
biocide__2ppoh_12h__3,-0.9042261728000001,0.400732146,0.5289291747,0.2558837536
biocide__paa_12h__1,5.9686786174,0.1717214819,0.553694886,0.18541963890000002
biocide__paa_12h__2,6.1801069653,0.0191047924,0.5169643747,0.1349630105
biocide__paa_12h__3,4.1346176328,0.3088587501,0.2877130223,0.49897937740000003
biocide__phe_12h__1,5.8095577276,0.2009671556,0.3768337203,0.3168235304
biocide__phe_12h__2,6.2272608734,0.0443876464,0.513853514,0.1677739245
biocide__phe_12h__3,4.4602967482,0.2179832945,0.2980232338,0.3481023629
biocide__pvp-i_12h__1,1.5894451358000001,0.332161076,0.4650337793,0.444073221
biocide__pvp-i_12h__2,8.8521434162,-0.0487828519,0.1980660589,0.10183590470000001
biocide__pvp-i_12h__3,2.9490789817,0.22229229550000001,0.4763013747,0.47273016640000004
biocide__bleach_12h__1,2.1469375648,-0.13260173050000001,0.48658895480000003,0.2039648051
biocide__bleach_12h__2,1.3188850842,0.0773141388,0.581609893,0.3068144353
biocide__bleach_12h__3,2.4763177559000003,-0.0241015952,0.6575499385,0.273390248
biocide__chx_12h__1,-0.7818037204,0.5893290409,0.6345164498,0.6227708765000001
biocide__chx_12h__2,-1.3670257782,0.3070388345,0.2703978106,0.4498681463
biocide__chx_12h__3,-1.6835713935,0.2197501316,0.27931231360000003,0.5932307085
biocide__bzcl_30m__1,-2.5893137109,0.287546719,0.18770202630000002,-0.0905297466
biocide__bzcl_30m__2,-2.5194573142,0.40118421330000004,0.31190154410000004,-0.1073991004
biocide__bzcl_30m__3,-2.9854348508,0.388749069,-0.0825768513,0.08224232740000001
biocide__phe_30m__1,1.1184797558,0.20197490540000002,-0.14129371870000001,-0.4226474783
biocide__phe_30m__2,2.5318982039,0.17172482890000001,0.058992519400000006,-0.4264807337
biocide__phe_30m__3,1.1736920166,0.2927978321,0.17810527240000001,-0.5035591189
biocide__pvp-i_30m__1,-2.5936164448,0.2198247872,-0.6297659285,0.11594816520000001
biocide__pvp-i_30m__2,-2.3193576341,0.0283784921,-0.1287539504,0.2125716054
biocide__pvp-i_30m__3,-2.788300552,0.1787224295,0.20994325390000002,-0.070068188
biocide__ctrl_12h__1,-2.4601756588,0.35757155150000003,-0.1058162988,0.0523293393
biocide__ctrl_12h__2,-2.7642040374,0.32179454960000003,0.0451107938,-0.1738765959
biocide__ctrl_12h__3,-0.8260822187,0.2417419562,0.1917738562,-0.057941677100000005
biocide__ctrl_30m__1,0.3919986085,0.014165511200000001,0.1955927103,0.1486953376
biocide__ctrl_30m__2,-1.0560360111,0.052952773200000004,0.0007986865,-0.2620426246
biocide__ctrl_30m__3,0.6640374026,-0.0671182844,-0.19639139690000001,0.1133472871
clpP__wt__1,-0.63544004,-0.0865634136,-0.0075637308000000006,0.2789825371
clpP__wt_DPTA__1,1.9322891441,1.4925420012,0.9052564380000001,1.4755404416
clpP__wt__2,0.4935898395,0.0187624909,-0.40058044800000003,-0.36825642550000004
clpP__wt_DPTA__2,2.866051585,1.3185055078,1.2035665783,1.325373016
clpP__wt__3,0.1418502006,0.0678009227,0.40814417880000003,0.0892738884
clpP__wt_DPTA__3,2.0465784623,1.2534834047,1.1534918331,1.1104033187
clpP__delclpP__1,-0.1801266678,0.0170366385,0.7921647613,-0.5326562676000001
clpP__delclpP_DPTA__1,4.1799265474,1.3079558571,0.0433182198,0.44409615280000003
clpP__delclpP__2,0.9804029575000001,-0.0336556815,0.1372773155,-0.49370340430000004
clpP__delclpP_DPTA__2,3.4852563467,1.0205551288,0.2212485075,0.5576681859
clpP__delclpP__3,-0.6284335584,0.0949490676,0.3401407515,-0.16748494730000002
clpP__delclpP_DPTA__3,4.1145635869,1.441513244,0.5908673998,0.6420409116
colombos2__delydcR__1,-0.1863147802,-0.1323695671,0.337101205,0.23243146320000002
colombos2__delydcR__2,1.2971799852,-0.2324718932,0.3889661238,0.5674476937
colombos2__delydcR__3,-0.3610461936,-0.10928785190000001,0.1878546925,0.8659897947
colombos2__delyjiR__1,-1.0008246236,-0.32368347410000003,-0.7362816588000001,-0.2877400536
colombos2__delyjiR__2,-0.3197867206,-0.11529488510000001,0.3676004429,0.5829394090000001
colombos2__delyjiR__3,-0.7423230568,-0.22967213860000002,0.2441301783,0.32177951050000003
colombos2__wt__1,-0.8391957113,0.2338020884,-0.44615188400000005,-0.0768455401
colombos2__wt__2,0.4865519023,-0.3037351931,0.0909798566,-0.4263542628
colombos2__wt__3,0.35264380900000003,0.0699331047,0.3551720275,0.5031998029
crp_k100__ar1_ar2__1,-9.9216834562,1.1604539591,-1.1774959074,-0.308143314
crp_k100__ar1_ar2__2,-8.8509585624,0.4299474667,-0.8036620901,0.0373377806
crp_k100__ar1_ar2__3,-6.007292873,0.3209733046,-0.3396137454,0.18208399120000002
crp_k100__wt__1,0.9355163007,0.3724001926,0.07377260940000001,-0.44144615190000003
crp_k100__wt__2,0.0037104325000000002,-0.1817715842,-0.1586689321,0.2104517336
crp_k100__wt__3,-0.9392267333000001,-0.1906286084,0.0848963227,0.2309944184
crp_k100__K100Q__1,0.9960826733,-0.37520259570000003,0.1319967534,0.515368787
crp_k100__K100Q__2,-0.7888713077,0.0849805542,0.17132697700000002,0.6484192367
crp_k100__K100R__1,1.6303696265,0.2663450693,0.2450933921,0.1659008684
crp_k100__K100R__2,4.0796448403,-0.4927120686,0.0039539334,-0.5087278795
crp_k100__K100R__3,-0.0019599086,-0.0509766252,0.1314693857,0.1533787933
csrA__wt_t00__1,-0.0365689966,-0.0513239485,-0.2002796484,-0.0318319626
csrA__wt_t02_30__1,2.0855935097,-2.3506769454,-1.0206860532,0.7612013160000001
csrA__wt_t05__1,3.5294581429000003,-5.1327364186,-2.6792454348,1.3319620447
csrA__wt_t10__1,-3.7479338282,-5.1188929344,-3.2999720529,1.8808941942000001
csrA__wt_t15__1,-5.6311888762999995,-4.3981483095,-2.3987598306,1.6230001279000001
csrA__delcsrA_t00__1,0.973578032,-0.1353633723,1.2668156353,0.2882104387
csrA__delcsrA_t02_30__1,5.1787903196,-3.5406721412,1.2561204961999999,0.8355320716
csrA__delcsrA_t05__1,7.1871762066,-5.2387007732,0.1202043963,1.1536723843
csrA__delcsrA_t10__1,1.4142620582,-4.5451895689,-1.2351011635,1.2612470446000001
csrA__delcsrA_t15__1,-1.9209839077000002,-4.1218901623,-1.1429678434000001,0.7085316708
csrA__wt_t00__2,0.0365689966,0.0513239485,0.2002796484,0.0318319626
csrA__wt_t02_30__2,3.0504987098,-2.7297899689,-0.6857698406,0.7714504123
csrA__wt_t05__2,3.95648993,-5.6583522764000005,-2.5986532738,1.3286149502
csrA__wt_t10__2,-3.377415991,-5.0748165103,-3.3382685853,1.8153573551000002
csrA__wt_t15__2,-5.6190951612,-3.9025083213,-2.3529521229,1.6194477199000001
csrA__delcsrA_t00__2,0.3229937225,-0.0606556909,0.8672298417000001,0.3875227331
csrA__delcsrA_t02_30__2,4.7655379486000005,-3.6474522219,0.8423483503,0.4367369922
csrA__delcsrA_t05__2,5.7783686261,-5.2328087462,-0.2367185997,1.1435023707
csrA__delcsrA_t10__2,0.0208345589,-4.6032559245,-0.9627639149,1.2988495549
csrA__delcsrA_t15__2,-1.5780620354,-3.272672501,-0.6649192983000001,0.8683165677
cstr_pfr__str_0005m__1,3.8704495102000003,0.2888071605,0.1718262562,0.161336844
cstr_pfr__str_0010m__1,1.0163159765,0.1720216361,0.23308753140000002,-0.1497549017
cstr_pfr__str_0025m__1,0.4487433203,0.2293302324,0.3407121757,0.020618348
cstr_pfr__str_0045m__1,2.9440963921,0.21523521,0.2375381185,0.1021815826
cstr_pfr__str_0075m__1,0.9718639760000001,0.11560876120000001,0.2841994876,0.1230124979
cstr_pfr__str_0120m__1,1.7056720248000001,0.1209232236,0.3717498734,-0.0216603483
cstr_pfr__str_0210m__1,1.4271520088,0.19522726210000002,0.4162343929,0.18370033160000002
cstr_pfr__str_0330m__1,1.0126917633,0.1179972345,0.3880507425,0.19931002150000002
cstr_pfr__str_1500m__1,-0.6168541147000001,0.1502372341,0.4641297803,0.0975494581
cstr_pfr__str_1560m__1,1.5396601871,0.14022645620000002,0.31575056970000004,0.0362442179
cstr_pfr__str_1680m__1,0.6353813659,0.11782350750000001,0.1109990215,0.0182376896
cstr_pfr__str_ref1__1,-0.092589482,-0.014069373100000001,-0.0912545842,-0.00043602200000000005
cstr_pfr__str_ref2__1,4.5730741745,-0.0315630531,-0.0171273357,0.0665312611
cstr_pfr__str_ref3__1,0.3967054956,-0.0141549879,0.2003712065,-0.057538842300000004
cstr_pfr__pfr_P5_0005m__1,0.4344248525,-0.1106713146,0.5017675925,0.164669164
cstr_pfr__pfr_P5_0010m__1,0.4636294341,-0.2344536919,0.4088811926,0.012752025600000001
cstr_pfr__pfr_P5_0025m__1,1.4192596706,-0.0826404376,0.7969168472,0.10650203870000001
cstr_pfr__pfr_P3_0025m__1,0.2009203974,-0.0256008087,0.5037602021,-0.1344711113
cstr_pfr__pfr_P1_0025m__1,-0.036456276,0.0782023473,0.30074567900000004,-0.0234104083
cstr_pfr__pfr_P5_0045m__1,2.6743118894,-0.061452792000000006,0.6508397317,0.1155470234
cstr_pfr__pfr_P5_0120m__1,3.2852392464,-0.1692250595,0.5765434929000001,0.1907248333
cstr_pfr__pfr_P3_0120m__1,1.9851415695,-0.041461468200000004,0.3760366408,0.1370135902
cstr_pfr__pfr_P1_0120m__1,12.7999749145,-0.1137485844,0.2844140911,0.1090688742
cstr_pfr__pfr_P5_0210m__1,1.5130599749,-0.0317671671,0.6408225627,0.1568457091
cstr_pfr__pfr_P5_1500m__1,1.4562088257,0.1322023543,0.5237636767,0.0821505596
cstr_pfr__pfr_P3_1680m__1,0.5707894195000001,0.1073992975,0.2916457425,0.0617843458
cstr_pfr__pfr_P5_1680m__1,1.4903601598,0.1209936897,0.5837943016,-0.0327660216
cstr_pfr__pfr_P1_1680m__1,0.7252116569,0.0865760295,0.34519747510000004,0.0576043545
cstr_pfr__str_0005m__2,3.8217635877,0.0869610324,0.1967752975,-0.1018990825
cstr_pfr__str_0010m__2,0.4254559954,0.14327588460000001,0.22727207370000002,-0.1296229603
cstr_pfr__str_0025m__2,0.7493343045,0.2261574416,0.3369061842,-0.0031785693
cstr_pfr__str_0045m__2,2.5611101743,0.20080978970000002,0.5180236163,0.1120271981
cstr_pfr__str_0075m__2,1.8467538819,0.16720264440000002,0.2458388716,0.1554664126
cstr_pfr__str_0120m__2,1.9904713917999999,0.105850789,0.1748174835,0.0869716888
cstr_pfr__str_0210m__2,1.7651555579,0.09419939840000001,0.3562179629,0.0395658513
cstr_pfr__str_0330m__2,3.2913685908,0.1618353592,0.1427073227,0.1620586929
cstr_pfr__str_1500m__2,-0.2514452829,0.16753480240000002,0.28875795200000004,0.0175127079
cstr_pfr__str_1560m__2,1.7464473348,0.2065221516,0.4024537812,0.0092416341
cstr_pfr__str_1680m__2,-0.0146472554,0.16651981030000002,0.2946240378,0.1139285237
cstr_pfr__str_ref1__2,0.092589482,0.014069373100000001,0.0912545842,0.00043602200000000005
cstr_pfr__str_ref2__2,0.2746176165,0.0089584777,0.159739616,0.0219017582
cstr_pfr__str_ref3__2,-0.419976426,-0.0235427967,0.1065763601,-0.0127370664
cstr_pfr__pfr_P5_0005m__2,0.2305124855,-0.2587817019,0.5310042952,-0.0649560279
cstr_pfr__pfr_P5_0010m__2,0.7227509377,-0.24644766410000002,0.5733975663,0.029570828700000003
cstr_pfr__pfr_P5_0025m__2,1.4427752407,-0.09211287180000001,0.6677688722,0.11365745490000001
cstr_pfr__pfr_P3_0025m__2,-0.1773680531,0.017315400800000002,0.44058034020000003,0.0553188192
cstr_pfr__pfr_P1_0025m__2,-0.015311620900000001,0.10647242130000001,0.3041819234,-0.030395658500000002
cstr_pfr__pfr_P5_0045m__2,3.8944086079,-0.0916118039,0.7477842103,0.0906059725
cstr_pfr__pfr_P5_0120m__2,3.6111615192,-0.0331110313,0.5189157827,0.1483538805
cstr_pfr__pfr_P3_0120m__2,2.0743671105,-0.0461462572,0.478223565,0.10071487820000001
cstr_pfr__pfr_P1_0120m__2,5.6606748384,0.1472780603,0.32905898780000004,0.20215588180000002
cstr_pfr__pfr_P5_0210m__2,2.2170175148,-0.0815733439,0.3265794365,-0.08376810380000001
cstr_pfr__pfr_P5_1500m__2,1.625924112,0.1628644928,0.5365239786,0.0862120646
cstr_pfr__pfr_P3_1680m__2,3.7395129516,0.0778987927,0.4434977223,0.0241249348
cstr_pfr__pfr_P5_1680m__2,0.6267071409,0.0352389719,0.4303989401,0.0850111279
cstr_pfr__pfr_P1_1680m__2,0.00615317,0.0666002566,0.2952133769,0.060204776200000004
darobactin__daro_30m__1,6.5035434734,-0.21927705500000003,0.30588140010000003,0.7284092859
darobactin__daro_30m__2,3.6727053915,0.0068389657000000005,0.1479284699,0.4246301596
darobactin__solv_1h__1,5.4728669461,-0.39919583750000004,0.4888760676,1.0373981939
darobactin__solv_1h__2,5.7194737924,-0.15292812990000001,0.36552327370000004,1.2576795023
darobactin__daro_1h__1,5.1762065166,-0.5413516662,0.3787321887,1.4009456965
darobactin__solv_1h__3,5.4727641954,-0.5255719177,0.9659313689000001,1.2853268692
darobactin__daro_1h__2,4.708960938,-0.4380107324,0.376856703,1.3244833698
darobactin__daro_1h__3,5.2268080214,-0.6924116879000001,0.6259043807,1.3857240534
darobactin__daro_30m__3,4.3367773518,-0.023623925,0.28402747240000004,0.7652728165
darobactin__solv_30m__1,3.6211920107,-0.2769247087,0.26557301650000004,0.500861994
darobactin__solv_15m__1,-0.4001873555,0.022569228400000002,-0.1971496663,-0.3044582545
darobactin__solv_15m__2,-0.049513496500000004,-0.0149231714,0.1161539797,0.30226830450000003
darobactin__daro_15m__1,1.1006394482,-0.059067987700000005,0.21658036260000002,0.1665464679
darobactin__solv_15m__3,0.44970085200000004,-0.007646057,0.0809956866,0.00218995
darobactin__daro_15m__2,0.054764008700000005,-0.3998425611,-0.2177936311,0.1625546682
darobactin__daro_15m__3,-0.8942262022,-0.2961707172,-0.0095052227,-0.0420865568
darobactin__solv_30m__2,2.32861239,-0.0197029371,0.007643902,0.2689682221
darobactin__solv_30m__3,3.8277539689,-0.2057315476,0.4094767441,0.382244295
ddp__pNT3_aroP__1,-2.9624992866,0.0648785776,1.0636988694,0.5979051968
ddp__pNT3_aroP__2,-3.5808726264,0.1318960147,0.9268270512000001,-0.0199559407
ddp__pNT3_bamC__1,-5.6537384691,-0.18930506100000002,0.9667544767,1.2818083355
ddp__pNT3_bamC__2,-4.4033255728,0.048734282000000004,0.9679980222000001,1.0522916616
ddp__pNT3_cusA__1,-5.1234903715,-0.1222527779,0.5865653117,1.0320046949
ddp__pNT3_cusA__2,-2.707851312,0.2651479138,0.8115825309,0.7609959868
ddp__pNT3_hemX__1,-2.0983463283,-0.18178306500000002,1.7654415240999999,0.5856344474
ddp__pNT3_hemX__2,-2.9175101988,-0.0481881923,1.5265273380000002,0.2921182026
ddp__pNT3_empty__1,0.1701604241,0.0035004484000000003,-0.0120207492,0.0626236352
ddp__pNT3_empty__2,-0.1701604241,-0.0035004484000000003,0.0120207492,-0.0626236352
ddp__pNT3_topA__1,-5.3646918716,0.2884841145,0.9493494650000001,0.5306601487
ddp__pNT3_topA__2,-6.1721181457,0.6061379563,0.9090743471,0.0063539721
ddp__pNT3_yicR__1,-1.1503861586,-0.6059054221,1.7832083601000002,0.25629960960000003
ddp__pNT3_yicR__2,-1.7960142308,-0.4301566023,1.5840348864,-0.2211240432
ddp__pNT3_yqjD__1,-0.2363441375,-0.2255559323,1.169583192,0.7782545998
ddp__pNT3_yqjD__2,-0.7354623972000001,-0.1661942998,1.1351458934,0.4418493845
ecomics__del_gabT__1,-0.7434028898,0.0654297724,-0.32771033320000004,-0.2558356651
ecomics__del_gabT__2,0.7434028898,-0.0654297724,0.32771033320000004,0.2558356651
ecomics__del_putP__1,0.7748327545,0.0394489063,-0.1052813872,0.0252704775
ecomics__del_putP__2,0.7924753345000001,0.2651847274,0.41555195850000004,0.0533145967
ecomics__del_entF__1,6.926711502,-0.1274267449,0.4428940871,0.35173000730000004
ecomics__del_entF__2,-2.4328675318,-0.0156335277,0.1680468929,0.187345971
ecomics__del_entF__3,-0.14552679670000002,-0.0681908374,-0.1734059492,0.3538666499
ecomics__del_cysA__1,1.1207600698,-0.3039509496,0.15361463820000001,0.8789809757
ecomics__del_cysA__2,-1.5322508712,-0.18626809560000002,0.026730414100000002,0.7735650338000001
elyC__wt_21C__1,-1.0496372886,-0.0019092608000000001,-0.22597635270000002,-0.17239399390000001
elyC__wt_21C__2,-1.5044379314,0.0184901467,-0.1709522263,-0.039473231000000004
elyC__wt_21C__3,-1.6185506066,0.0880267361,-0.3868431228,-0.16596388850000002
elyC__wt_37C__1,0.0258921216,0.0063945471,-0.0736387108,0.15780662110000002
elyC__wt_37C__2,-0.1389972516,-0.0357761938,0.0703527476,-0.0722310566
elyC__wt_37C__3,0.11310513,0.0293816467,0.0032859632000000003,-0.0855755645
