,A,Fnr,NarP,NarL,RpoS
opex__naocl_nor__2,-1.3381672209,-0.3408750725,0.5440965172000001,-0.0325094459,-0.41620189999999996
opex__naocl_nor__3,-0.9900445449,-0.2263890443,0.5999315153,-0.1724386933,-0.40181063980000004
opex__naocl_rif__1,-0.13168239410000002,-1.9176765598,1.4073600633,0.7657547371000001,-1.4074102874
opex__naocl_rif__2,1.1184667611,-2.0005578852,1.5035630732,0.7910535291,-1.3763166301
opex__naocl_rif__3,0.4517716932,-1.6690285604000001,1.7692151602,0.7370861622,-1.3579390386
phage_lysogen__wt_ctrl__1,-0.3138502972,0.3179345689,0.0234893494,0.1253235786,-0.0617869512
phage_lysogen__wt_ctrl__2,-0.10795446310000001,0.18223048190000002,-0.0271105173,-0.0846423338,-0.0404848348
phage_lysogen__wt_ctrl__3,0.4218047603,-0.5001650508000001,0.0036211679,-0.0406812448,0.10227178590000001
phage_lysogen__O104_H4__1,-0.1215318537,0.5251016409,0.36298771220000003,0.35971976240000003,-0.0386411651
phage_lysogen__O104_H4__2,-0.0077185708,0.1786556813,0.306877732,0.46663715100000003,-0.0147072825
phage_lysogen__O104_H4__3,1.8307968147,-0.6112737865,0.2157020744,0.5980069538,0.22056788130000002
phage_lysogen__O157_H7_PA8__1,0.24996039920000002,0.5262288232,0.12289525500000001,0.4190158688,-0.1020039368
phage_lysogen__O157_H7_PA8__2,1.1068498917,-0.2727957778,0.2942805898,0.49050310150000004,-0.0464676976
phage_lysogen__O157_H7_PA8__3,2.7423047381,-0.6946207608,-0.0404679919,0.9324703254000001,0.1525079147
phage_resist__ygbE_oe__1,2.1862607551,-0.119554107,0.0737754676,1.6004875978,1.1489238172
phage_resist__wt__1,0.7896553289,-0.3170220687,-0.82898469,-1.2078155316,-0.9535574264000001
phage_resist__wt__2,-0.27296919010000004,0.4426468001,0.1899066845,0.1478193939,0.3214886424
phage_resist__wt__3,-0.2180181156,-0.005799319900000001,0.3129071103,0.5778896560000001,0.37595319400000005
phage_resist__wt__4,-0.2986680232,-0.1198254115,0.3261708953,0.48210648170000003,0.25611559
phage_resist__ygbE_oe__2,0.2277524568,0.4505488275,0.2121782939,0.32981440300000003,1.0791934899
phage_resist__ygbE_oe__3,0.0844249742,0.2816095837,0.267365257,0.2835378013,1.0597051539
phage_resist__ygbE_oe__4,-0.131345396,0.2166968225,0.3520645777,0.6685160269,1.1381206653
phage_resist__yahA_oe__1,0.18974276210000002,1.4108055474,0.7811766586000001,1.2042529344,1.622170755
phage_resist__yahA_oe__2,0.2109839286,1.4817713212,0.7501787828,1.1740473575,1.630328173
phage_resist__yahA_oe__3,0.2951665828,1.4869945274,0.8089100121,1.2045164714,1.6636496689
phage_resist__yrfF_ko__1,-0.0623929264,0.3310877378,0.56266802,0.6950498322,1.0504523488
phage_resist__yrfF_ko__2,-0.00850897,0.3901382749,0.6184437575,0.6422432227,1.6193279718
phage_resist__yrfF_ko__3,-0.2349299161,0.0408617343,0.49271941550000004,0.7213649933,0.9067179905
pollution__wt_ctrl__1,0.3959460286,-0.0814799261,0.1603423195,-0.22207445720000002,-0.0149436359
pollution__wt_ctrl__2,0.7683577985000001,-0.2479318523,-0.172837611,0.11951122400000001,0.11154571810000001
pollution__wt_ctrl__3,-1.1643038271,0.3294117784,0.0124952916,0.1025632332,-0.09660208220000001
pollution__wt_urban__1,-1.5950195328999999,0.47526292600000003,-0.2617956993,-0.2897964329,-0.3209949751
pollution__wt_urban__2,-1.5319939798000002,0.399529935,-0.17426848350000002,-0.38930924710000003,-0.02566001
pollution__wt_urban__3,-1.8581196468,0.4636494588,0.0633799952,-0.4750198538,0.1234103822
pollution__wt_diesel__1,-1.8670711406,0.4731850638,-0.2890322416,-0.060869944100000004,0.0821916754
pollution__wt_diesel__2,-0.9097253066000001,0.10933264640000001,0.0683641904,0.219839851,-0.2718369396
pollution__wt_diesel__3,-0.5446259370000001,-0.3342927867,0.2950950061,0.1249547648,-0.465081438
pollution__evo_diesel__1,-1.6441290594,0.12056433700000001,-0.7854756102,-0.5165319329,0.1704232693
pollution__evo_diesel__2,-0.267163196,0.29229301500000004,-0.4174722361,-0.2281622478,0.4081537698
pollution__evo_diesel__3,-0.5071753556,0.23799157110000002,-0.9176353826,-0.7624830522,0.6330009816000001
ppGpp__wt_relAtrunc_00m__1,0.0487571682,-0.0411554648,-0.3291219258,-0.1924147068,-0.2433138481
ppGpp__wt_relAtrunc_00m__2,-0.3250544647,-0.2025695905,-0.1996007129,0.0671026978,-0.1459609459
ppGpp__mut_delrelA_10m__1,-0.3773809844,0.5362358304,0.8104624965,0.9901104417000001,0.5062158229
ppGpp__mut_delrelA_05m__1,-0.1814036346,0.4017882678,0.4437697531,0.5738845173,0.24062372440000002
ppGpp__mut_delrelA_10m__2,-0.058287187000000004,0.3807298423,0.7505414695,0.9514955949,0.5763279917
ppGpp__mut_delrelA_10m__3,-0.8781556490000001,0.5917958579,0.9784636577,1.1686499769,0.4344159165
ppGpp__mut_delrelA_00m__1,-0.2013121407,0.5170737542,0.6494589909,0.6307025854,-0.0340645841
ppGpp__mut_delrelA_00m__2,0.2780519647,0.3270566549,0.4947065444,0.4239319917,0.1373673007
ppGpp__mut_delrelA_05m__2,-1.1317225893,0.29859400950000003,0.5672578006,0.5241369097,0.1618500966
ppGpp__mut_delrelA_05m__3,-0.4763164058,0.4231736048,0.3944015158,0.7045524360000001,0.23008524330000002
ppGpp__mut_delrelA_00m__3,-0.2693239874,0.46268946920000004,0.5103771606,0.5315418983,0.11888536670000001
ppGpp__wt_delrelA_10m__1,-1.1226921503,0.1092882143,0.4296128637,1.6931631819000001,2.2058783281
ppGpp__wt_delrelA_05m__1,-0.4859663101,-0.1709551273,0.2456397146,0.8817612938,1.5463929589
ppGpp__wt_delrelA_05m__2,-0.6115928442,-0.1236654839,0.2115004369,0.8665839936,1.5465523339
ppGpp__wt_delrelA_10m__2,-1.0563925018,0.2443210787,0.4747642902,1.6733409549,2.1491733149
ppGpp__wt_delrelA_10m__3,-1.5433189146,0.2046474319,0.4283397995,1.7355360369000001,2.1329357684
ppGpp__wt_delrelA_00m__1,0.1403086956,0.0131317333,0.09393518120000001,-0.0605163211,0.0210148894
ppGpp__wt_delrelA_00m__2,-0.2798837039,0.0016198894000000001,0.0534356714,0.0505840361,-0.0068872937
ppGpp__wt_delrelA_05m__3,-0.5769800629,-0.068830864,0.2889350349,0.8196507850000001,1.4982614116000001
ppGpp__wt_delrelA_00m__3,0.13957500820000002,-0.014751622800000001,-0.14737085260000002,0.009932285,-0.0141275957
ppGpp__mut_relAtrunc_10m__1,-0.0164033742,0.2993968877,0.2468971616,0.3551519179,-0.1514425049
ppGpp__mut_relAtrunc_05m__1,0.3386722185,0.2372887783,0.18640842270000002,0.2717580786,-0.2520101652
ppGpp__mut_relAtrunc_05m__2,0.7183132264000001,0.2941459511,0.3186249988,0.4722876371,-0.2119717838
ppGpp__wt_relAtrunc_10m__1,-0.09547932220000001,-0.2101261882,-0.3170837891,-0.2883396092,-0.2789532087
ppGpp__wt_relAtrunc_10m__2,0.32450769090000003,-0.1270523133,-0.1996041576,-0.2178965834,-0.3180199752
ppGpp__wt_relAtrunc_10m__3,0.10359089040000001,-0.0790129266,-0.2127744288,-0.27739284940000003,-0.3447651923
ppGpp__mut_relAtrunc_00m__1,-0.24955399450000001,0.5584079094000001,0.5928794502,0.5559413535000001,-0.1675624218
ppGpp__wt_relAtrunc_00m__3,0.1369272299,0.0044322814,0.0965494598,0.1662981304,-0.13752596250000002
ppGpp__wt_relAtrunc_05m__1,0.27086524630000003,-0.1535203644,-0.35610512780000003,-0.207634334,-0.39964953610000004
ppGpp__wt_relAtrunc_05m__2,0.11698142480000001,-0.1989277479,-0.24610355490000002,-0.35920091730000003,-0.33649330590000004
ppGpp__wt_relAtrunc_05m__3,0.2991802329,-0.11060810300000001,-0.2054788771,-0.2164583904,-0.4368011885
ppGpp__mut_relAtrunc_00m__2,-0.1632023487,0.1314688236,-0.0156849607,0.341689538,-0.00044558360000000003
ppGpp__mut_relAtrunc_00m__3,0.023647978700000002,0.1838631336,0.3092876589,0.41433005580000004,-0.0794965262
ppGpp__mut_relAtrunc_10m__2,0.31747325120000003,0.1477637272,0.0847480134,0.1643844771,-0.27334394170000004
ppGpp__mut_relAtrunc_05m__3,0.5975116426,0.3884039694,0.2579907603,0.3985071779,-0.18113965310000002
ppGpp__mut_relAtrunc_10m__3,0.1717118667,0.3191821125,0.2985581945,0.35461388920000003,-0.31204513370000003
pressure__high_pressure__1,-1.2766725587,0.7734956825,-0.3309727652,-0.9388010775000001,-0.49517866
pressure__high_pressure__2,-1.197233038,0.7219430089000001,-0.5895680369,-0.6745487105,-0.6850216894000001
pressure__low_pressure__1,-0.2768027947,0.1790881402,0.16283835130000002,-0.020260472800000002,-0.0589104713
pressure__low_pressure__2,0.2768027947,-0.1790881402,-0.16283835130000002,0.020260472800000002,0.0589104713
quantum_dots__ctrl__1,-0.2200796635,0.12426001610000001,0.06370929,-0.10862044400000001,-0.0021173035000000002
quantum_dots__ctrl__2,0.2200796635,-0.12426001610000001,-0.06370929,0.10862044400000001,0.0021173035000000002
quantum_dots__cdte_light__1,-0.3749645219,0.6018622403,0.2983821752,-0.20038221420000002,0.016984035
quantum_dots__cdte_light__2,0.19004219790000001,0.6799802673,0.3981841713,0.1431525804,0.35789443460000003
quantum_dots__cdte_dark__1,0.284655898,0.3707996442,0.32267430420000004,-0.24373348350000001,-0.1741824068
quantum_dots__cdte_dark__2,0.6021101711,0.46834393950000003,0.43174336420000003,-0.16452277310000002,-0.0020415394
quantum_dots__cdse_light__1,0.1356962646,0.1720929292,0.1620667302,-0.2856081164,-0.15829524220000002
quantum_dots__cdse_light__2,0.6082150184,0.11808093680000001,0.1954085682,-0.0238121763,0.1624624264
quantum_dots__cdse_dark__1,1.8223039765,0.3892559581,0.4193593222,0.0673951557,0.1004713727
quantum_dots__cdse_dark__2,0.6659309313,0.2630490143,0.435767701,0.2663090582,0.16673926790000002
raman__wt__1,-1.9255737821,0.1685579585,0.1734487123,0.056704150800000006,0.4140839995
raman__del_cyaA__1,-4.2651790525,0.6340361556,-1.2339747359,1.479586695,2.399324073
raman__del_cyaA_01mM__1,-6.0207527277,0.5859364184,-1.2540262694,1.639253818,2.2966458556
raman__del_cyaA_05mM__1,-4.1889670233,0.1388133504,-0.7609543515,1.3770820739,1.7371900122000001
raman__del_cyaA_1mM__1,-1.4374804857,0.1720571806,0.12577374,0.7792600630000001,0.6600899788
raman__wt__2,0.37726562900000005,0.17014523580000002,0.0539812484,-0.0445686966,-0.1946585503
raman__del_cyaA__2,-5.8818991825,0.4002211491,-1.3344603479,1.4481519999999999,2.4262228295
raman__del_cyaA_01mM__2,-5.8907533122,0.6187439533,-1.0131876508,1.4373939677,2.1541754593
raman__del_cyaA_05mM__2,-5.4921453331,-0.0231897728,-0.5222575729,2.4694155805999998,2.1176443595
raman__del_cyaA_1mM__2,-2.976536392,0.1774231919,-0.2768360567,0.5968325534000001,0.4308034315
raman__wt__3,1.5483081531,-0.3387031943,-0.2274299608,-0.0121354542,-0.2194254492
raman__del_cyaA__3,-5.9895112449,0.6168372836,-1.3069481705000001,1.5365692734,2.3681153355
raman__del_cyaA_01mM__3,-5.7902358804,0.47221863690000004,-1.2708506052,1.1944590751,1.8514521350000002
raman__del_cyaA_05mM__3,-6.1136392484,0.1866437766,-0.6335071261,0.8287414566,1.821659723
raman__del_cyaA_1mM__3,-2.9305684826,0.5095188969000001,0.2639395798,0.5234341099,0.5715693014000001
rand_barrel__mut_nanE__1,2.0465322169,0.1745111691,-0.6461268269,0.0122861384,-0.1459378677
rand_barrel__mut_nanE__2,-0.22591235540000001,0.1781953679,-0.3595962578,-0.0858173234,-0.13052813970000002
rand_barrel__mut_nanE__3,-2.1400800574,0.6569750524,0.1820564802,-0.29398723920000003,-0.001747276
rand_barrel__mut_pdxJ_1__1,1.0149110991,0.1787996128,-0.8521072635,-0.11454335530000001,-0.0193306954
rand_barrel__mut_pdxJ_1__2,1.1246139859,0.11778360900000001,0.6539816258000001,0.2151462495,-0.2676889966
rand_barrel__mut_pdxJ_1__3,1.6775443338,0.654130041,-0.35862058700000005,-0.0620120392,-0.27012411740000003
rand_barrel__mut_pdxJ_2__1,-0.22967688460000002,0.13318347290000002,-0.1300194619,-0.0270007778,-0.0430051467
rand_barrel__mut_pdxJ_2__2,-0.3863296028,0.0482401603,-0.1181085422,0.0481567592,-0.3205679647
rand_barrel__mut_pdxJ_3__1,0.2023816169,0.1520617836,-0.7850459272,0.082140617,-0.2565512454
rand_barrel__mut_pdxJ_3__2,0.8508115046,0.022923051700000002,0.1255495698,0.20203678830000002,-0.3164682401
rand_barrel__del_serB__1,-1.4937070943,-0.012503975300000001,0.0781405974,-0.025006627,0.10509101900000001
rand_barrel__del_serB__2,1.4937070943,0.012503975300000001,-0.0781405974,0.025006627,-0.10509101900000001
rockhopper__CV104_pHDB3__1,-5.8013559716,-0.5360698087,0.2500302821,-2.1238755546,-2.373244374
rockhopper__CV104_pHDB3__2,-5.5287179752,-0.1752285714,0.15388861650000002,-1.9248298331,-2.4959513933
rockhopper__CV104_pHDB3__3,-5.7151506815,0.0422851349,0.1900539102,-1.6931748922,-2.4748125282
rockhopper__CV104_pLCV1__1,-5.593363195,-0.1848959024,0.2663911908,-2.0237864724,-2.4691800849
rockhopper__CV104_pLCV1__2,-5.6973477077,-0.11445331630000001,0.1440494404,-1.9135664945,-2.4427920557
rockhopper__CV104_pLCV1__3,-5.7032516902,0.109365481,0.3728155299,-1.8198528319,-2.4424174764
rockhopper__wt_lb__1,-5.9730457668,0.07952887700000001,-0.5864979791,-1.2003054988,-2.7333867357
rockhopper__wt_lb__2,-5.8703207377,-0.1709218388,-0.19360031020000001,-0.8426649982000001,-2.569872578
rockhopper__wt_lb__3,-6.0355525716,0.1546433043,-0.4520895595,-1.1818286916,-2.466104563
rockhopper__wt_lb_aMG__1,-6.7908098709,0.24525902700000002,-0.9745826691,-0.2348409917,-1.5646125638
rockhopper__wt_lb_aMG__2,-5.7029386083,-0.0468967645,-0.3770824997,-0.6748495210000001,-1.1485833326
rockhopper__wt_lb_aMG__3,-5.911335173,0.2451304448,-0.42610673920000003,-0.78678222,-1.7206434247
rockhopper__del_sgrR_lb_aMG__1,-5.7662014932000005,0.3046829473,-2.0391803614,-0.1825263235,-0.2783557541
rockhopper__del_sgrR_lb_aMG__2,-5.528218686,0.5800346571,-2.5552989952000003,-0.0445204394,-0.4467517999
rockhopper__del_sgrR_lb_aMG__3,-5.9610790214,0.41055047240000003,-1.6918845492,-0.3660800893,-0.19843931880000001
rockhopper__del_sgrS_glyc_aMG__1,-6.2804693321,0.3495013483,-0.634221041,-0.7796313167000001,0.0860430848
rockhopper__del_sgrS_glyc_aMG__2,-6.7794488255,0.2135503367,-0.4090284583,-0.6203881761000001,-1.0350482357
rockhopper__del_sgrS_glyc_aMG__3,-5.4554409028,0.27022110390000004,-0.8407772364,-1.1406679103,-1.0095980318
rockhopper__del_sgrS_glyc__1,-3.7576100931000003,-0.5960188213000001,-1.0939164435,-2.095595951,-0.9143233439
rockhopper__del_sgrS_glyc__2,-3.6676815198,-0.5153006611000001,-1.1596416297,-1.7255578059,-3.0304844096
rockhopper__del_sgrS_glyc__3,-6.6248273733000005,-0.7494009207,-0.7153809564,-2.0588338165,-2.3502445857
rockhopper__wt_lb_aMG__4,-5.8191999298,0.9373966127000001,-1.6428676667,-0.2600976211,-0.8860022938000001
rockhopper__wt_lb_aMG__5,-6.0085761725,0.524749906,-1.4103339253,-0.3351713465,-1.1232635512
rockhopper__wt_lb_aMG__6,-5.2994371619,0.5390292830000001,-2.0076080169,-0.3279873786,-0.9246950864000001
rockhopper__wt_glyc_aMG__1,-5.7595537168,0.1927103994,-0.7828851209000001,-0.9964165641,-0.36130519450000004
rockhopper__wt_glyc_aMG__2,-7.3853796608,-0.2721809743,-0.2745808797,-1.5132070228,-1.4953407894000001
rockhopper__wt_glyc_aMG__3,-8.0831641224,0.0942445324,-1.6268347765,-1.2810773083,-1.5915028724
rockhopper__wt_glyc__1,-5.026380058,-0.5028454892,-1.0643389752,-1.716588631,-1.8000524281999999
rockhopper__wt_glyc__2,-5.1970751644,-0.7619765309000001,-1.0023945239,-2.217729829,-2.666803664
rockhopper__wt_glyc__3,-4.1811273319,-0.7772664028,-0.9151706148000001,-2.1868854681,-2.7083049772
rockhopper__CV108_glyc_aMG__1,-3.9668910137,-0.1627574406,-0.2016748754,0.438458194,1.7195673503000002
rockhopper__CV108_glyc_aMG__2,-1.8959277718,0.1195934634,-2.118444734,0.7679634367,2.4021301992
rockhopper__CV108_glyc_aMG__3,-2.4577097401,0.585866443,-1.5151778500000002,1.2636967111000001,2.2073355249
rockhopper__wt_glyc__4,0.1967394478,-0.2748920794,0.0658130118,-0.1698607039,0.7896476372
rockhopper__wt_glyc__5,-2.9688172194,-0.023622468400000003,-0.2495346746,-0.3732044211,1.188102589
rockhopper__wt_glyc__6,2.9747674068,-0.0868330756,0.6084486119,0.5221025507,0.8891834466
rockhopper__wt_glyc_aMG__4,0.2378392125,0.8093858327,-0.9033823568,1.4006188512,1.621948329
rockhopper__wt_glyc_aMG__5,-2.0609940563,0.6000033542000001,-1.5045474433,1.1904970975,1.9996245905
rockhopper__wt_glyc_aMG__6,-2.128206405,0.9300053628,-1.7438543119,1.3947751706,1.9175695834000002
rockhopper__wt_glyc__7,2.5697300343,0.3147084383,0.6455640627,1.4861170212,0.817009371
rockhopper__wt_glyc__8,1.6035730717,0.8163029064,-0.1366918489,1.6957112561,1.1626846606
rockhopper__wt_glyc__9,2.57801091,0.4865455977,0.6765077668,1.6054620824999999,0.6022353714
rockhopper__wt_glyc__10,3.134135226,-0.19694005890000002,1.1605392834,0.5192033906,0.2890922358
rockhopper__wt_glyc__11,2.5365644602,0.5357216237,0.23275410740000002,0.3483575336,0.9195535796000001
rockhopper__wt_glyc__12,1.7798792168,0.471097539,-0.0214962066,0.4873152184,0.5176521782
rpoD__wt__1,0.9617099614,-0.2306984564,0.0635196319,-0.0267978704,0.0174765734
rpoD__wt__2,-0.0786792519,0.27096734170000003,0.1140196941,0.2364860393,-0.009966389800000001
rpoD__rpoD_mut__1,-0.4431629191,0.11141910790000001,0.8650357913000001,-0.0133665929,1.0669382807
rpoD__rpoD_mut__2,-2.1204469464,0.8818179069000001,1.0933851042,-0.2734320665,0.9450229699
rpoD__rpoD_mut__3,-2.0088773772,0.17360545200000002,0.7174940316,-0.4882434739,0.9527041690000001
rpoD__wt__3,-0.8830307095000001,-0.0402688853,-0.177539326,-0.2096881689,-0.0075101835
rpoN_peptide__ctrl__1,0.18723511310000002,0.07876370120000001,0.1258567984,0.0023518207,0.0565770898
rpoN_peptide__ctrl__2,0.2255907339,0.0458313293,-0.09084309480000001,0.0699067466,0.0280506574
rpoN_peptide__ctrl__3,-0.412825847,-0.1245950304,-0.0350137036,-0.0722585673,-0.0846277472
rpoN_peptide__nminus__1,0.36865455620000004,0.07101942430000001,0.17953109450000002,0.0024208119,0.0888582535
rpoN_peptide__nminus__2,0.6901090362,0.029034705900000003,0.0327395772,0.083799629,0.0564971266
rpoN_peptide__nminus__3,-0.41509250550000004,-0.07063298700000001,0.039707700900000004,-0.0762617828,-0.0300399885
rpoN_peptide__nplus__1,-3.6289014361,-0.4390160696,-0.2219286454,-0.8993829435,-2.745274184
rpoN_peptide__nplus__2,-3.5326499958,-0.5132100212,-0.2446757165,-0.8739742540000001,-2.7439041613
rpoN_peptide__nplus__3,-3.6669791061,-0.5274770167,-0.3130278294,-0.9014032147000001,-2.7750574036
rpoN_peptide__s54_wt__1,0.5132586121,-0.0473843372,-0.2245053699,0.3173716744,-0.1260632258
rpoN_peptide__s54_wt__2,0.7693150913,-0.0589448946,-0.1886528965,0.16772660120000002,-0.09416479030000001
rpoN_peptide__s54_wt__3,0.2848530939,-0.1527826934,-0.2167361864,0.4003626234,-0.3154801144
rsd__wt_ee__1,0.5207592026,-0.1087062049,0.09766802200000001,-0.4025870657,0.0691230146
rsd__wt_ee__2,-0.5207592026,0.1087062049,-0.09766802200000001,0.4025870657,-0.0691230146
rsd__del_rsd_ee__1,1.3082161954,-0.0279470508,0.1651286834,0.0925693751,0.1863535608
rsd__del_rsd_ee__2,0.2238604334,-0.0884184305,-0.07371584710000001,0.19458633690000002,-0.2782638174
rsd__del_ssrS_ee__1,1.6792248135,0.523433386,0.31116683900000003,-0.1438711512,0.5575771193
rsd__del_ssrS_ee__2,0.3906174296,0.3201135047,0.4586730768,0.7490306755,0.3338455225
rsd__del_rsd_ssrS_ee__1,-10.1898607009,0.2712930537,0.18813044210000002,0.074671387,1.4601972966
rsd__del_rsd_ssrS_ee__2,-10.9797136792,0.6900611251000001,0.2982279396,0.0628747348,1.6889628481
rsd__del_rpoS_ee__1,5.0563141674,0.7065502985000001,0.9365508786000001,0.7513948821,-5.5813733639
rsd__del_rpoS_ee__2,5.7197365307,0.6768054222000001,0.8475006438,0.3131183033,-5.7257479064
rsd__wt_me__1,0.41646542680000004,-0.1630534231,0.1308218524,0.3595359897,0.9577946779000001
rsd__wt_me__2,0.2781633065,-0.11977652670000001,0.2395665606,0.3169229059,1.036078499
rsd__del_rpoS_me__1,3.2743928634,0.1754536481,0.3669460178,0.4681281316,-2.6363265456000002
rsd__del_rpoS_me__2,2.8405549858,0.2047409573,0.3467366585,0.6968841331000001,-3.4468190392
rsd__wt_ts__1,-9.2328814474,0.6816640879,-0.0595646301,-1.4545875465,0.3304707254
rsd__wt_ts__2,-9.8458030288,0.8185960482,0.1086767387,-1.5284104128,0.43215976640000003
rsd__del_rsd_ssrS_ts__1,-8.9458731894,0.7219122925,-0.1528691493,0.0659154057,1.9877141265
rsd__del_rsd_ssrS_ts__2,-9.5436463974,0.7857176267,-0.1844288087,0.0430623392,2.06780527
rsd__del_rpoS_ts__1,-8.559302012,1.6269512069,0.8919167614,-0.2841817847,-5.6119542399
rsd__del_rpoS_ts__2,-8.9332001302,1.7264439833,0.9428036419,-0.33706655680000003,-5.8423347759
rsd__wt_s__1,-10.0067727395,1.3975523745,0.1863204554,-1.6854997535,0.5579692054000001
rsd__wt_s__2,-10.0227416441,1.3710309417,0.3457034833,-1.7868715421,0.4616365456
rsd__del_rsd_s__1,-9.4448320114,1.4797326518,-0.1232659549,-1.491642471,0.5051351337000001
rsd__del_rsd_s__2,-9.4121840589,1.3890769,0.038825919,-1.3636360714,0.5051997424
rsd__del_rsd_ssrS_s__1,-8.2181963882,1.9067585004,0.0032264878,-1.1860137782,1.5527850871000002
rsd__del_rsd_ssrS_s__2,-7.21850984,1.8625522063000002,0.103271369,-0.9215139918,1.437596027
rsd__del_rsd_ls__1,-9.0451042107,1.2300910035000001,-0.5475289252000001,-1.4481110331,1.0307075964
rsd__del_rsd_ls__2,-7.3911149836,1.064799884,-0.726200331,-1.0289320185,0.693432622
rsd__del_ssrS_ls__1,-8.1381417645,1.4783430668,-0.4411575559,-1.6622604147,0.802391139
rsd__del_ssrS_ls__2,-8.6065680541,1.1249858676,-0.6915575695,-2.0043529381,0.3138153546
rsd__del_rsd_ssrS_ls__1,-7.7314271913,1.7596019351,-0.1302284997,-0.2504223511,2.8254353854
rsd__del_rsd_ssrS_ls__2,-8.3435566427,1.6288132779,0.12054395620000001,-0.8332494568000001,3.1626229327
rsd__del_rpoS_ls__1,-9.0314796252,0.9203576051000001,0.08571066270000001,-1.3542276922,-4.1650761082
rsd__del_rpoS_ls__2,-7.2730276392,1.2506586523,0.3427135182,-0.5478662345,-3.0448556455
sdsR_ryeA__wt_3h__1,-0.0509012721,0.0336110383,0.14067371110000002,-0.1026337939,0.6057656301000001
sdsR_ryeA__wt_8h__1,-10.8156135424,0.9670152922,-1.1006386813,-0.8739951331,0.9964218241
sdsR_ryeA__wt_3h__2,0.0509012721,-0.0336110383,-0.14067371110000002,0.1026337939,-0.6057656301000001
sdsR_ryeA__wt_8h__2,-10.8544717645,0.9802278685,-1.725627696,-0.8475719968000001,0.9005725640000001
starve_series__t00_growth1__1,-0.2565881016,-0.0940147947,0.082110499,0.0693966778,-0.0494246002
starve_series__t00_growth1__2,-0.0212417186,-0.0729560592,-0.008669046100000001,0.0880318004,0.3250839017
starve_series__t00_growth1__3,0.2726409736,-0.0934380196,0.040934819000000004,0.10330399870000001,-0.044937484900000005
starve_series__t00_growth1__4,0.0051888467,0.2604088735,-0.1143762719,-0.2607324769,-0.2307218167
starve_series__t01_starve__1,3.2000893122,0.0908191643,0.18359283910000002,-0.019136991500000002,1.4132503523
starve_series__t01_starve__2,2.3382607483,-0.122104848,0.061279007600000004,-0.0043045206,1.8310143856
starve_series__t02_starve__1,2.8793810524000003,-0.3236320149,-0.7194212341,0.0793427185,1.9834829578000002
starve_series__t02_starve__2,3.1296890488,-0.4089767167,-0.1650196196,0.0416665065,1.8564867267
starve_series__t03_starve__1,3.4026797733,-0.0539025833,0.1588478619,-0.0723243017,1.5082118495999999
starve_series__t03_starve__2,3.6056192972,-0.0313921183,0.2483738584,0.20564480240000002,1.7303818525999999
starve_series__t04_starve__1,2.9879818145,-0.0674881938,0.043078649600000005,-0.0801889761,1.0139271353
starve_series__t04_starve__2,3.3376540736,-0.085607108,0.1871729113,-0.0701353734,1.4665190075
starve_series__t05_starve__1,3.2792035778,0.0586922297,0.3706774446,-0.5657531824,1.1059995785
starve_series__t05_starve__2,3.3133113644,0.0521020172,0.2649967052,-0.4041308791,1.3754092768000001
starve_series__t06_starve__1,3.1827145219,0.2418407138,0.4873429929,-0.6865694608,0.8201197469
starve_series__t06_starve__2,3.635052195,0.40923488700000005,0.6300439173,-0.8513258193000001,0.6407955769
starve_series__t07_starve__1,3.0147260855,0.3762321885,0.4097117454,-1.1299654424,0.1793634335
starve_series__t07_starve__2,3.5583920537,0.3555008103,0.2800050203,-0.933115918,0.5665861573000001
starve_series__t08_starve__1,3.4201495079,0.5810940072,0.582629551,-1.1135289598,0.26519346850000003
starve_series__t08_starve__2,3.4554844787,0.4565764128,0.45875735770000003,-1.2365579244,0.3958972737
starve_series__t09_starve__1,3.2586019864,0.589817838,0.7464127354000001,-1.444793609,0.5883044162000001
starve_series__t09_starve__2,4.0155387092,0.42368360180000003,0.5327368408,-1.390350706,0.21102673260000002
starve_series__t10_starve__1,3.7491592171,0.5569795390000001,0.6294274055,-1.2959562043,-0.09207658610000001
starve_series__t10_starve__2,4.2704861828,0.5860481001,0.6168486381,-1.0968500784,0.24790343380000002
starve_series__t11_starve__1,3.9668139675000003,0.5071308149,0.7227892419,-1.3179181148999999,0.32098143830000003
starve_series__t11_starve__2,4.3941421945,0.5016930772,0.6317167881,-1.4098723728,0.40802398440000004
starve_series__t12_starve__1,4.3645259599,0.3262912441,0.8556803228000001,-1.7727425041,-0.4077978564
starve_series__t12_starve__2,4.3565061901,0.31208012690000003,0.9157471882,-1.6511647124,0.0439626796
starve_series__t14_starve__1,4.5597245310000005,0.3098140365,0.8753763922000001,-1.8502298159000001,0.3715201365
starve_series__t14_starve__2,4.7195239546,0.23363915670000002,0.9886548521,-1.5555662549,0.8854455315
starve_series__t16_starve__1,4.115666686,0.3060914771,0.5853379830000001,-2.421451442,1.0418731134
starve_series__t16_starve__2,4.7704131236,0.31465924160000003,0.6919139536000001,-2.0131551563,0.9789681670000001
starve_series__t17_starve__1,3.8219571151,0.1192327809,0.694086771,-2.3191200787,1.1670302936
starve_series__t17_starve__2,3.9811850525,0.2439947486,0.9948464999000001,-2.3228855138,1.4096692552
starve_series__t18_starve__1,4.4851286664,0.2904534649,0.6954634377000001,-2.5769766365,1.1502919242
