,A,Fis,Crp,RpoS,ihfB
opex__naocl_kan__1,-1.0738229675,0.2610054791,-0.1133158625,-0.2366393158,-0.0024633896
opex__naocl_kan__2,-2.5707807754000003,0.1561213528,-0.0346631081,-0.3224244797,-0.107284845
opex__naocl_kan__3,-1.1490386938000001,0.2889994125,-0.1636875546,-0.29817600710000003,-0.0378164496
opex__naocl_nor__1,-0.50456942,0.3265769888,0.0453136418,-0.3105693989,-0.1266555151
opex__naocl_nor__2,-1.0042147582,0.207254134,0.1758445305,-0.41620189999999996,-0.18342158690000002
opex__naocl_nor__3,-0.5495731408,0.7210841665000001,0.16750353580000002,-0.40181063980000004,-0.286782287
opex__naocl_rif__1,2.2902967363,1.769784875,-0.8846690774,-1.4074102874,0.5930766829
opex__naocl_rif__2,2.9677563278,1.7030705576,-1.0415023493,-1.3763166301,0.6294067863
opex__naocl_rif__3,2.0761468976,1.7906398595000002,-0.7368803165000001,-1.3579390386,0.7170134595000001
phage_lysogen__wt_ctrl__1,0.1617110232,0.3462066548,-0.1131082358,-0.0617869512,-0.0260689406
phage_lysogen__wt_ctrl__2,0.08908594630000001,0.1500091676,-0.15099738340000002,-0.0404848348,0.055185875700000005
phage_lysogen__wt_ctrl__3,-0.2507969695,-0.4962158223,0.26410561920000003,0.10227178590000001,-0.0291169351
phage_lysogen__O104_H4__1,-0.40475270760000004,0.6240327585000001,-0.3440473148,-0.0386411651,0.2378195673
phage_lysogen__O104_H4__2,-0.3687806275,0.15761307630000002,0.10436316620000001,-0.0147072825,-0.1466596712
phage_lysogen__O104_H4__3,0.047207598600000004,-1.0796243875,0.4952732845,0.22056788130000002,-0.07116623100000001
phage_lysogen__O157_H7_PA8__1,-1.0759152609,0.5387312161,-0.32192762610000003,-0.1020039368,0.2144886863
phage_lysogen__O157_H7_PA8__2,0.2825796256,-0.4798199603,0.32229741440000004,-0.0464676976,-0.1162119773
phage_lysogen__O157_H7_PA8__3,0.2705732719,-1.3796729212,0.6368160699000001,0.1525079147,0.0478665062
phage_resist__ygbE_oe__1,3.181642057,-0.5986132886000001,-0.0362194251,1.1489238172,0.48151793810000004
phage_resist__wt__1,1.6955950267,0.9678712744,-1.5616224187,-0.9535574264000001,-0.1774550813
phage_resist__wt__2,-0.0913361153,-0.0467544987,0.4342447082,0.3214886424,0.0316978985
phage_resist__wt__3,-0.9041813183,-0.4961688642,0.5878589544,0.37595319400000005,0.1096698247
phage_resist__wt__4,-0.7000775931000001,-0.4249479114,0.5395187561,0.25611559,0.0360873582
phage_resist__ygbE_oe__2,-0.4921071912,0.2235366648,-0.14160878940000002,1.0791934899,0.4008465332
phage_resist__ygbE_oe__3,-0.5377096289000001,-0.17320149510000002,0.148584254,1.0597051539,0.2016586973
phage_resist__ygbE_oe__4,-0.5515986955000001,-0.3976694403,0.18241322270000002,1.1381206653,0.20863877560000002
phage_resist__yahA_oe__1,2.0842204864,-0.271260151,0.9307925237,1.622170755,0.8103400045
phage_resist__yahA_oe__2,2.0213756972,-0.3856698168,0.9367801035000001,1.630328173,0.79434764
phage_resist__yahA_oe__3,1.8833037096,-0.3748424758,0.9764142145,1.6636496689,0.7890265787
phage_resist__yrfF_ko__1,-0.6171597319000001,-0.3368956211,0.7325937801,1.0504523488,0.1941040265
phage_resist__yrfF_ko__2,1.6826426051,-0.6195434666,0.8605437876,1.6193279718,0.1621654823
phage_resist__yrfF_ko__3,-0.7572704719000001,-0.5305273591,0.6737314587000001,0.9067179905,0.2351319325
pollution__wt_ctrl__1,0.31425361830000004,0.0090743764,-0.0504309921,-0.0149436359,-0.2052052727
pollution__wt_ctrl__2,-0.09769686030000001,-0.1474606062,0.15996817200000002,0.11154571810000001,-0.15748279610000002
pollution__wt_ctrl__3,-0.21655675800000002,0.1383862298,-0.1095371799,-0.09660208220000001,0.3626880689
pollution__wt_urban__1,0.2743025504,0.0958843592,-0.8779140316,-0.3209949751,0.0205539034
pollution__wt_urban__2,-0.2796682851,-0.1943269192,-0.5371211839,-0.02566001,-0.0847331674
pollution__wt_urban__3,0.1700571545,-0.5633154372,-0.5047912804,0.1234103822,0.10179796170000001
pollution__wt_diesel__1,0.8678270077,0.34932742110000004,-0.49115894060000004,0.0821916754,0.3283769753
pollution__wt_diesel__2,0.5202166775,0.052595198100000004,-0.1463925879,-0.2718369396,0.42943714510000003
pollution__wt_diesel__3,0.2592905475,0.13483453310000001,-0.2696574214,-0.465081438,0.40175518200000004
pollution__evo_diesel__1,1.1831628698,0.3732131782,-0.422017325,0.1704232693,0.1621942794
pollution__evo_diesel__2,5.1729461820000004,-0.2646294097,0.0331465663,0.4081537698,-0.0929989714
pollution__evo_diesel__3,3.7829364275,0.1507713049,-0.27523787650000003,0.6330009816000001,-0.0052199476
ppGpp__wt_relAtrunc_00m__1,0.0782841407,0.1291562064,-0.011476057900000001,-0.2433138481,0.1509588755
ppGpp__wt_relAtrunc_00m__2,0.375393927,0.043625080100000005,-0.1060102587,-0.1459609459,-0.1528181404
ppGpp__mut_delrelA_10m__1,-1.1601404884,-0.5922833958,0.1512831843,0.5062158229,0.43248006790000004
ppGpp__mut_delrelA_05m__1,-1.0633501715,0.09290664450000001,-0.1375585523,0.24062372440000002,0.34433113330000004
ppGpp__mut_delrelA_10m__2,-2.0225301289,-0.5635506412,0.2109785549,0.5763279917,0.5380630456000001
ppGpp__mut_delrelA_10m__3,-1.083105476,-0.435273085,0.2609776572,0.4344159165,0.5843706258
ppGpp__mut_delrelA_00m__1,-1.2145703586,0.3457459599,-0.1923561796,-0.0340645841,0.1253951864
ppGpp__mut_delrelA_00m__2,-1.227036343,0.1662819322,-0.34262451,0.1373673007,0.0565486674
ppGpp__mut_delrelA_05m__2,-1.5146500779,0.0749518054,-0.1664668386,0.1618500966,0.289905114
ppGpp__mut_delrelA_05m__3,-1.3835173481,0.0533637204,-0.16714632440000002,0.23008524330000002,0.2330789077
ppGpp__mut_delrelA_00m__3,-2.3165310759,0.2156995827,-0.37078453650000004,0.11888536670000001,0.07099494790000001
ppGpp__wt_delrelA_10m__1,1.4734115459,-3.4951634047,1.475368666,2.2058783281,1.6693473817000002
ppGpp__wt_delrelA_05m__1,0.5976865462000001,-0.9033991029,1.1376902668,1.5463929589,0.8851842496000001
ppGpp__wt_delrelA_05m__2,1.2919759107,-0.8275438988,1.1347282112000001,1.5465523339,0.9921615799000001
ppGpp__wt_delrelA_10m__2,1.339338446,-3.5074096086,1.4212904351,2.1491733149,1.5982408098
ppGpp__wt_delrelA_10m__3,1.1469637783,-3.617631853,1.467315173,2.1329357684,1.7096626457
ppGpp__wt_delrelA_00m__1,0.1588317434,0.0360899349,-0.0192756679,0.0210148894,0.1352618145
ppGpp__wt_delrelA_00m__2,-0.1279446304,-0.029779829400000003,0.0212278545,-0.0068872937,-0.1884152095
ppGpp__wt_delrelA_05m__3,0.6164281491,-0.9816522696000001,1.1315243246,1.4982614116000001,0.9359447872000001
ppGpp__wt_delrelA_00m__3,-0.030887113100000002,-0.0063101055000000005,-0.0019521866,-0.0141275957,0.053153395000000006
ppGpp__mut_relAtrunc_10m__1,-1.0404065731,0.22240025600000002,-0.4916651179,-0.1514425049,0.0460408297
ppGpp__mut_relAtrunc_05m__1,-1.3500753966,0.39208360540000003,-0.34854891390000003,-0.2520101652,0.14534769620000001
ppGpp__mut_relAtrunc_05m__2,-1.4340891666,0.351290906,-0.43585225920000004,-0.2119717838,-0.0030341261000000003
ppGpp__wt_relAtrunc_10m__1,0.4406769636,-0.0958234418,-0.1372784369,-0.2789532087,-0.061938696
ppGpp__wt_relAtrunc_10m__2,0.7506528166,-0.030740934100000002,-0.1642322029,-0.3180199752,-0.1364298561
ppGpp__wt_relAtrunc_10m__3,0.3577233218,-0.13959982170000002,-0.1681617912,-0.3447651923,-0.0056751697000000005
ppGpp__mut_relAtrunc_00m__1,-1.2307166949,0.5101882075,-0.0774965284,-0.1675624218,0.2627756382
ppGpp__wt_relAtrunc_00m__3,0.31477453990000004,0.1370520284,0.0630814665,-0.13752596250000002,-0.0011724178
ppGpp__wt_relAtrunc_05m__1,0.0974448277,-0.0668591941,-0.2810515373,-0.39964953610000004,-0.0574220695
ppGpp__wt_relAtrunc_05m__2,0.5941795762000001,-0.0222878479,-0.28533503050000003,-0.33649330590000004,-0.0927367623
ppGpp__wt_relAtrunc_05m__3,0.2748577318,-0.023639298700000002,-0.1949960566,-0.4368011885,-0.1534841357
ppGpp__mut_relAtrunc_00m__2,-1.4732022949,0.1996762671,-0.4457334711,-0.00044558360000000003,0.118872763
ppGpp__mut_relAtrunc_00m__3,-1.2619668377,0.3180145914,-0.3135830297,-0.0794965262,0.10202931650000001
ppGpp__mut_relAtrunc_10m__2,-1.7914258372,0.2575609265,-0.4912625674,-0.27334394170000004,0.09872908180000001
ppGpp__mut_relAtrunc_05m__3,-1.130970342,0.2960840973,-0.402798119,-0.18113965310000002,0.0882035146
ppGpp__mut_relAtrunc_10m__3,-0.7361297889,0.23211505100000002,-0.49061737310000003,-0.31204513370000003,-0.032574997
pressure__high_pressure__1,1.4736165655,1.2948194296,-0.49159209540000004,-0.49517866,-0.0463168558
pressure__high_pressure__2,-0.7233010806,0.9923866048000001,-0.2902563631,-0.6850216894000001,-0.1397976692
pressure__low_pressure__1,-0.6615232703,0.0554789903,0.0011446948,-0.0589104713,0.1255194803
pressure__low_pressure__2,0.6615232703,-0.0554789903,-0.0011446948,0.0589104713,-0.1255194803
quantum_dots__ctrl__1,-0.3798863877,0.19299417030000002,-0.1947450853,-0.0021173035000000002,0.014975651000000001
quantum_dots__ctrl__2,0.3798863877,-0.19299417030000002,0.1947450853,0.0021173035000000002,-0.014975651000000001
quantum_dots__cdte_light__1,0.6840240573,-0.1566585705,0.25533424920000003,0.016984035,0.1079358901
quantum_dots__cdte_light__2,0.9008293507,-0.5234540044,0.3336771074,0.35789443460000003,0.1775328618
quantum_dots__cdte_dark__1,-0.5066921509,0.23512352620000002,-0.19234211680000002,-0.1741824068,-0.0035074409
quantum_dots__cdte_dark__2,-0.2089653354,0.31142464810000003,-0.21453890080000002,-0.0020415394,0.3295633576
quantum_dots__cdse_light__1,-1.0619371741,0.0452058008,-0.1725798192,-0.15829524220000002,-0.2629699505
quantum_dots__cdse_light__2,-1.4365920254,-0.4719622457,0.0807140303,0.1624624264,-0.0911446687
quantum_dots__cdse_dark__1,-1.5700755602,-0.0963130764,-0.0703709117,0.1004713727,0.15730825040000002
quantum_dots__cdse_dark__2,-1.7866043293,0.1438637236,-0.0216465485,0.16673926790000002,0.4345820031
raman__wt__1,0.6228033615,0.32390488240000004,0.0794100169,0.4140839995,-0.0932291424
raman__del_cyaA__1,-3.8057699223,-0.5137846317,-0.6136421402000001,2.399324073,1.3919837032
raman__del_cyaA_01mM__1,-4.4147818093,-0.3017799452,-0.5901419459,2.2966458556,1.022943121
raman__del_cyaA_05mM__1,-5.070068662,0.0746564698,-0.20304986730000002,1.7371900122000001,0.2335715588
raman__del_cyaA_1mM__1,-6.0973763791,0.6909678567,0.09984774490000001,0.6600899788,-0.2969916814
raman__wt__2,0.09108585470000001,0.05264703900000001,-0.0386433461,-0.1946585503,-0.0234537654
raman__del_cyaA__2,-4.2328207965,-0.5430984053,-0.7873801161,2.4262228295,0.498289709
raman__del_cyaA_01mM__2,-4.2831488696,-0.18264780930000002,-0.5712728994,2.1541754593,0.6882567693
raman__del_cyaA_05mM__2,-5.3728655849999996,0.0924027817,-0.0286686132,2.1176443595,0.8733193997
raman__del_cyaA_1mM__2,-4.9254228556,0.9621512969,-0.23342197620000002,0.4308034315,-0.4289033246
raman__wt__3,-0.7138892161,-0.3765519214,-0.0407666707,-0.2194254492,0.11668290790000001
raman__del_cyaA__3,-4.1018501855,-0.5471846868,-0.7308913606,2.3681153355,0.7175371547
raman__del_cyaA_01mM__3,-3.8561800967,0.48515093200000003,-0.7037627470000001,1.8514521350000002,0.21154773270000002
raman__del_cyaA_05mM__3,-4.8005298256,0.1266839205,-0.2362122698,1.821659723,0.2329742796
raman__del_cyaA_1mM__3,-4.2092958065,1.0602432242,-0.0164546772,0.5715693014000001,-0.1106573044
rand_barrel__mut_nanE__1,0.7183552304,-0.3118793136,0.0328965424,-0.1459378677,0.49663871260000003
rand_barrel__mut_nanE__2,1.1724668682,-0.2205822906,0.1360103685,-0.13052813970000002,0.4909406082
rand_barrel__mut_nanE__3,2.5257402521,-0.8193608079,0.5049328406,-0.001747276,0.27310776130000003
rand_barrel__mut_pdxJ_1__1,-2.3265284981,-0.5997014154,0.1529755428,-0.0193306954,-0.1468615685
rand_barrel__mut_pdxJ_1__2,1.8268427881,-0.0729656482,-0.015406163700000001,-0.2676889966,0.24300281110000002
rand_barrel__mut_pdxJ_1__3,0.9869930318000001,-0.5369566521,0.37994444860000004,-0.27012411740000003,-0.25940531910000003
rand_barrel__mut_pdxJ_2__1,1.084024897,-0.0382048267,0.22590315390000001,-0.0430051467,0.2552602858
rand_barrel__mut_pdxJ_2__2,0.2635992525,-0.0745687413,0.23212511460000002,-0.3205679647,0.2871462172
rand_barrel__mut_pdxJ_3__1,-0.5448792954,-0.2022446518,0.2831675712,-0.2565512454,0.26152956580000003
rand_barrel__mut_pdxJ_3__2,-2.7596242175,-0.3069023796,0.20362184190000002,-0.3164682401,0.26997426
rand_barrel__del_serB__1,0.5097221917,-0.042170493600000004,-0.011167604900000001,0.10509101900000001,-0.0421165336
rand_barrel__del_serB__2,-0.5097221917,0.042170493600000004,0.011167604900000001,-0.10509101900000001,0.0421165336
rockhopper__CV104_pHDB3__1,-5.5178303337,2.3015311473,-0.8924017296000001,-2.373244374,-0.2434317712
rockhopper__CV104_pHDB3__2,-4.7625008774,1.9737251058,-0.8649010421000001,-2.4959513933,-0.6880546294000001
rockhopper__CV104_pHDB3__3,-4.9170325504,1.9660711981999999,-0.7001267639000001,-2.4748125282,-0.47614016270000004
rockhopper__CV104_pLCV1__1,-4.8355390531,2.016554287,-0.9119051060000001,-2.4691800849,-0.5452630615
rockhopper__CV104_pLCV1__2,-4.3368994839,2.0244462644,-0.8563503673,-2.4427920557,-0.6133102
rockhopper__CV104_pLCV1__3,-4.1529054841,1.9419073304,-0.6222702813000001,-2.4424174764,-0.3823272017
rockhopper__wt_lb__1,-5.148258882,1.8679287144,-1.0877370598,-2.7333867357,-0.5017878330000001
rockhopper__wt_lb__2,-7.3524361924,1.2921998969000001,-1.7369671045000001,-2.569872578,-1.3002220611
rockhopper__wt_lb__3,-3.9963109571,1.8917936764,-1.3358746678,-2.466104563,-0.38011492290000004
rockhopper__wt_lb_aMG__1,-4.3343038821,0.5395643603,-0.48690911950000004,-1.5646125638,-0.4312594853
rockhopper__wt_lb_aMG__2,-5.7232699516,0.9906916870000001,-0.9667081537000001,-1.1485833326,-0.6546793405
rockhopper__wt_lb_aMG__3,-5.1772251386,1.3703669651000001,-1.2851862633,-1.7206434247,-0.6564689762
rockhopper__del_sgrR_lb_aMG__1,-5.2999088713999996,0.5734681935,-0.385574128,-0.2783557541,-0.6385376221
rockhopper__del_sgrR_lb_aMG__2,-6.5161125033000005,0.2499518641,-0.24326731070000002,-0.4467517999,-0.6645585173
rockhopper__del_sgrR_lb_aMG__3,-6.064832448,0.5164904485,-0.2979551923,-0.19843931880000001,-0.6027240562
rockhopper__del_sgrS_glyc_aMG__1,-6.7654577397,-0.582680288,0.6722892721,0.0860430848,-0.5497863012
rockhopper__del_sgrS_glyc_aMG__2,-6.0923077908,-0.992035898,1.1260265914,-1.0350482357,-0.8844349788
rockhopper__del_sgrS_glyc_aMG__3,-5.9673010499,-0.82092612,1.0397299023,-1.0095980318,-0.7323984494
rockhopper__del_sgrS_glyc__1,-1.7633541644,1.1855093645,-0.3628059501,-0.9143233439,-1.0765882832
rockhopper__del_sgrS_glyc__2,-2.7097312255,1.6497003332,-0.4528756111,-3.0304844096,-1.2737457653
rockhopper__del_sgrS_glyc__3,-3.0725750569,1.5533210611000001,-0.3254764307,-2.3502445857,-1.0661014702
rockhopper__wt_lb_aMG__4,-4.997583648,1.0327964961,-0.18830449770000002,-0.8860022938000001,-0.0022261433
rockhopper__wt_lb_aMG__5,-7.3968549124,0.6311239495000001,-0.7544182141,-1.1232635512,-0.6233404330000001
rockhopper__wt_lb_aMG__6,-5.779042817,0.8201260326,-0.5831081023,-0.9246950864000001,-0.5674820865
rockhopper__wt_glyc_aMG__1,-4.2639128959,0.23113696620000002,0.0047093158,-0.36130519450000004,-0.3722030261
rockhopper__wt_glyc_aMG__2,-6.0582670295,0.092688142,0.5669202778,-1.4953407894000001,-0.7656051362
rockhopper__wt_glyc_aMG__3,-3.9458414088,0.1864078501,0.5677400205,-1.5915028724,-0.8154694804
rockhopper__wt_glyc__1,-2.4215506331,1.3913280626,-0.4403543445,-1.8000524281999999,-1.1263483433
rockhopper__wt_glyc__2,-2.114896163,1.8801914265000002,-0.24124783460000002,-2.666803664,-1.0507258242
rockhopper__wt_glyc__3,-3.4028140613,1.8233975957,-0.4115574947,-2.7083049772,-1.4642462689
rockhopper__CV108_glyc_aMG__1,-5.2123457145,-0.2035763635,-0.3562857689,1.7195673503000002,1.3629742903
rockhopper__CV108_glyc_aMG__2,-3.2049075633,-0.997274482,0.5579321807000001,2.4021301992,1.6888523696000002
rockhopper__CV108_glyc_aMG__3,-4.6111930480000005,-0.7825957539,0.5313165346000001,2.2073355249,1.447236262
rockhopper__wt_glyc__4,3.7153203068,-0.1164091949,-0.2638966479,0.7896476372,0.3468954117
rockhopper__wt_glyc__5,5.346215486,-0.4347953531,-0.19432084730000002,1.188102589,0.2900535789
rockhopper__wt_glyc__6,1.0577744961,-0.6036823822,0.10333546310000001,0.8891834466,-0.22690032810000002
rockhopper__wt_glyc_aMG__4,-2.16210199,-0.5832233137,0.21447380530000001,1.621948329,0.9829650128
rockhopper__wt_glyc_aMG__5,-3.104428144,-0.5893179781,0.2213336307,1.9996245905,0.8410876139
rockhopper__wt_glyc_aMG__6,-2.9843921812,-1.3449960646,0.3721320869,1.9175695834000002,1.2263269173
rockhopper__wt_glyc__7,-0.9473272661000001,-1.2967251452,0.3267917408,0.817009371,1.0358727271000001
rockhopper__wt_glyc__8,-1.9170903099,-1.5836493801,0.5609825497,1.1626846606,1.3521651373
rockhopper__wt_glyc__9,-0.9670590839000001,-1.1114614148,0.28759943400000004,0.6022353714,0.4469906174
rockhopper__wt_glyc__10,0.3025339597,-0.2708470256,-0.2368919985,0.2890922358,-0.145904202
rockhopper__wt_glyc__11,0.7487181391000001,0.1532474732,0.14532827,0.9195535796000001,0.3585189499
rockhopper__wt_glyc__12,0.6001751297,0.16940533800000002,0.3642317098,0.5176521782,0.1836285442
rpoD__wt__1,0.31963579540000003,-0.31751411490000003,-0.2650089901,0.0174765734,0.37080809610000004
rpoD__wt__2,0.1812951229,0.3577599574,0.1635474037,-0.009966389800000001,-0.1472996254
rpoD__rpoD_mut__1,-0.27257947,3.1030835766,0.1684464855,1.0669382807,-0.1075567976
rpoD__rpoD_mut__2,-1.5914970647,3.4643144453,0.2976957928,0.9450229699,-0.0643227189
rpoD__rpoD_mut__3,-0.2394719837,2.7622962092,0.1507827136,0.9527041690000001,0.0005808492
rpoD__wt__3,-0.5009309182,-0.040245842500000004,0.1014615864,-0.0075101835,-0.22350847070000002
rpoN_peptide__ctrl__1,-0.19910277310000002,0.0007950103000000001,0.0327470021,0.0565770898,0.0637044503
rpoN_peptide__ctrl__2,-0.22741390620000002,-0.1171505754,0.0481021751,0.0280506574,0.0156690406
rpoN_peptide__ctrl__3,0.42651667930000003,0.11635556500000001,-0.0808491772,-0.0846277472,-0.0793734909
rpoN_peptide__nminus__1,0.0779360987,0.18262371400000002,0.13673644840000002,0.0888582535,0.1785238774
rpoN_peptide__nminus__2,0.1361245503,0.0458881224,0.07923360680000001,0.0564971266,0.1678548191
rpoN_peptide__nminus__3,0.5998671557,0.0772102477,0.0144034674,-0.0300399885,0.081303292
rpoN_peptide__nplus__1,3.5518741823,4.3547183379,-1.632512297,-2.745274184,-0.9979672179
rpoN_peptide__nplus__2,3.4735856921,4.3316896513,-1.6693356927,-2.7439041613,-1.0859981772
rpoN_peptide__nplus__3,3.6011291024,4.361795663,-1.6531858744,-2.7750574036,-1.0891656204
rpoN_peptide__s54_wt__1,0.1796522304,0.0420888457,-0.2182690823,-0.1260632258,-0.0030845069
rpoN_peptide__s54_wt__2,-0.1303857055,-0.007688093500000001,-0.19587325690000001,-0.09416479030000001,-0.0856139897
rpoN_peptide__s54_wt__3,-0.0185571852,-0.030441688,-0.2994099301,-0.3154801144,-0.0370968837
rsd__wt_ee__1,-0.0232352818,0.0420412059,-0.0842798241,0.0691230146,-0.1086920816
rsd__wt_ee__2,0.0232352818,-0.0420412059,0.0842798241,-0.0691230146,0.1086920816
rsd__del_rsd_ee__1,0.46013525320000004,0.2428904616,0.0678688308,0.1863535608,0.058327546800000005
rsd__del_rsd_ee__2,-0.07988711080000001,0.1927189082,0.030330043600000002,-0.2782638174,-0.12030315
rsd__del_ssrS_ee__1,-0.47505946200000004,0.6160748597,0.5365988028,0.5575771193,-0.1953865066
rsd__del_ssrS_ee__2,0.0426905169,0.7504129416,0.5911904992,0.3338455225,-0.0863479287
rsd__del_rsd_ssrS_ee__1,-0.0214393576,0.0351904113,-0.32946598320000003,1.4601972966,-0.2620975874
rsd__del_rsd_ssrS_ee__2,-0.3974389969,0.5113810497,-0.6170200674,1.6889628481,-0.3197862573
rsd__del_rpoS_ee__1,0.060595854000000005,0.9710061056,1.0357575523,-5.5813733639,0.0348336231
rsd__del_rpoS_ee__2,-0.8357192317000001,0.7562566058,0.9608772845,-5.7257479064,-0.035264928800000005
rsd__wt_me__1,-0.6017499524000001,-1.0178528916,-0.1932318201,0.9577946779000001,1.3497924922
rsd__wt_me__2,-0.2510328193,-1.2149942231,-0.24201875890000002,1.036078499,1.2046506089
rsd__del_rpoS_me__1,-1.1779990168,-0.7453303096,-0.2242368632,-2.6363265456000002,0.8780282038
rsd__del_rpoS_me__2,0.1890445098,-0.8163028323,-0.2415859193,-3.4468190392,0.8131151801000001
rsd__wt_ts__1,-0.6372707512,-0.39287607560000004,-1.6596404198,0.3304707254,-0.8061226303
rsd__wt_ts__2,-1.2778020878,-0.1573471991,-1.5412069563,0.43215976640000003,-0.6292702513
rsd__del_rsd_ssrS_ts__1,-0.1879526495,-1.6918255788,-1.6338730553,1.9877141265,-1.5989042147
rsd__del_rsd_ssrS_ts__2,-0.805094509,-1.7496336341,-1.6921309905,2.06780527,-1.7107259248000002
rsd__del_rpoS_ts__1,-2.8095703273,-0.3915621648,0.024751287900000002,-5.6119542399,0.24316815490000002
rsd__del_rpoS_ts__2,-2.9889442191,-0.4358961085,0.0278344303,-5.8423347759,0.35089803350000004
rsd__wt_s__1,-1.1660352267,-1.0084983008,-1.4241152532,0.5579692054000001,-1.7479177371999999
rsd__wt_s__2,-1.1619714143,-1.0952564979,-1.6590049948,0.4616365456,-1.6314874427000001
rsd__del_rsd_s__1,-2.104100434,-1.1220085845,-1.8726274564,0.5051351337000001,-1.7916764761000001
rsd__del_rsd_s__2,-1.1848777825,-1.1233942442,-1.8730596957,0.5051997424,-1.7863753928000001
rsd__del_rsd_ssrS_s__1,-0.6416543269,-3.4308934802,-1.10328679,1.5527850871000002,-1.6735628130000002
rsd__del_rsd_ssrS_s__2,-0.2710402751,-3.4044622139,-1.1546180975,1.437596027,-1.7667546818000002
rsd__del_rsd_ls__1,0.13411809730000002,-2.6559617668,-2.9067680232,1.0307075964,-2.6987899867
rsd__del_rsd_ls__2,0.8985394186000001,-2.7265815400999998,-3.0181921286,0.693432622,-2.715531577
rsd__del_ssrS_ls__1,0.6839136708,-3.9387590991,-1.5439177016999999,0.802391139,-3.0085625719
rsd__del_ssrS_ls__2,1.2611867172,-4.0862936444,-2.1842734612,0.3138153546,-3.4102889405
rsd__del_rsd_ssrS_ls__1,-1.0412278984,-3.1474849834,-1.616189157,2.8254353854,-3.3791962805
rsd__del_rsd_ssrS_ls__2,-0.6970993265000001,-3.0020123048,-1.5982655594000001,3.1626229327,-3.3891356153
rsd__del_rpoS_ls__1,-0.7169087721,-0.8551097326,-1.5932065020000001,-4.1650761082,-2.8197675082
rsd__del_rpoS_ls__2,-0.2688064233,-0.76342186,-1.2939667953,-3.0448556455,-2.5076543975
sdsR_ryeA__wt_3h__1,4.9968529079,-0.3766938378,0.0834236646,0.6057656301000001,0.6360514056000001
sdsR_ryeA__wt_8h__1,2.4466112032,0.6916878775,-1.0800252217,0.9964218241,1.5319703017
sdsR_ryeA__wt_3h__2,-4.9968529079,0.3766938378,-0.0834236646,-0.6057656301000001,-0.6360514056000001
sdsR_ryeA__wt_8h__2,1.7555434489000001,0.7367470478,-1.0200857079,0.9005725640000001,1.2631041084999999
starve_series__t00_growth1__1,0.0604593593,-0.1250606319,0.023435122500000002,-0.0494246002,0.1545464236
starve_series__t00_growth1__2,-0.4599707458,-0.24694602340000002,0.1248516005,0.3250839017,-0.057338121900000004
starve_series__t00_growth1__3,0.2693984573,-0.0616308209,0.0692848872,-0.044937484900000005,0.1379334156
starve_series__t00_growth1__4,0.1301129292,0.43363747620000004,-0.21757161020000002,-0.2307218167,-0.2351417173
starve_series__t01_starve__1,8.607269824,-1.8971756014,0.1391748524,1.4132503523,1.1168219991
starve_series__t01_starve__2,8.9818177176,-2.2310340493,0.0317638306,1.8310143856,0.8586059082
starve_series__t02_starve__1,13.7496198381,-4.8936592304,-0.5801942053,1.9834829578000002,1.6548339635
starve_series__t02_starve__2,13.8995979898,-4.3908695667,-0.6708481182,1.8564867267,1.6119677219000002
starve_series__t03_starve__1,14.7194989384,-4.4710467849,-0.2977467191,1.5082118495999999,1.7759466766
starve_series__t03_starve__2,14.7611609765,-4.2515434111,-0.22816473310000002,1.7303818525999999,1.6899649202
starve_series__t04_starve__1,14.6272256123,-4.3388797927,-0.4658876377,1.0139271353,1.7521498667
starve_series__t04_starve__2,14.841257925,-4.7868245453,-0.4601301404,1.4665190075,1.5779735513
starve_series__t05_starve__1,14.6710172603,-4.8085744934,-0.9132657347,1.1059995785,1.3415007752
starve_series__t05_starve__2,14.5655374895,-4.5254584575,-0.9598387660000001,1.3754092768000001,1.3390447981
starve_series__t06_starve__1,14.5588103391,-4.6820294035,-1.1240828075,0.8201197469,1.1060269537
starve_series__t06_starve__2,14.6657341897,-4.7909121998,-1.1933479101,0.6407955769,1.1071110746
starve_series__t07_starve__1,13.8196637019,-4.1444791473,-1.4654213975000001,0.1793634335,0.8021708442000001
starve_series__t07_starve__2,13.9687559051,-4.6667391844,-1.2839636258,0.5665861573000001,0.7059267472
starve_series__t08_starve__1,13.8064117433,-4.2484284998,-1.5241984337,0.26519346850000003,0.4724394383
starve_series__t08_starve__2,13.5340940479,-4.5562915277,-1.4587504675,0.3958972737,0.5407174696
starve_series__t09_starve__1,12.6956684857,-4.6947691506,-1.6489719420000002,0.5883044162000001,0.1360289267
starve_series__t09_starve__2,12.1622380364,-4.4200881791,-1.7515646770000002,0.21102673260000002,0.2379951285
starve_series__t10_starve__1,11.5985565077,-4.6880403355,-1.770421453,-0.09207658610000001,-0.0043728316
starve_series__t10_starve__2,11.0140014345,-4.2643542687,-1.7906801929,0.24790343380000002,-0.0656868852
starve_series__t11_starve__1,10.2905304608,-4.4367349703,-1.6497521704,0.32098143830000003,-0.28347565420000004
starve_series__t11_starve__2,9.7179800726,-4.5233386763,-1.6595707367,0.40802398440000004,-0.2521186823
starve_series__t12_starve__1,9.4971241075,-3.8151484080999998,-1.5958078438999999,-0.4077978564,-0.5048144990000001
starve_series__t12_starve__2,9.9575359364,-4.3522032683,-1.5052361202,0.0439626796,-0.5482082886
