,A,GatR,Crp,ArcA
SRX1153736,-3.7208521749,-0.0965089714,-0.0489066405,-0.5084827087
SRX5204053,-0.6276216656,0.0770489263,-0.1152614403,-0.08529558670000001
SRX5204054,-5.6039774229,-0.6537573038000001,0.33069778580000003,0.8012682941
SRX5204055,-1.2158095271,-0.0048901148,0.0395780566,0.1542748704
SRX5204056,2.0764025893,0.6254607604,0.0799160108,0.1090142038
SRX5204057,2.0086823939,0.5434857917,0.13476163600000002,0.0078292888
SRX5204058,2.3435619264,0.7736207969000001,0.1271931801,0.1253351143
SRX5204059,-1.2344080788,0.1531695462,0.3101981754,0.5831462612
SRX5204060,-2.4527036859,0.2178232379,0.16749059400000002,0.41584700280000003
SRX5204061,-2.2537952468,-0.0430314742,0.2033144985,0.6879144689000001
SRX5204062,-1.4888232952,-0.0529906615,0.0350800225,0.3425481281
SRX5204063,-1.6295041676,-0.030358326300000002,-0.018607714600000002,0.5119545347
SRX5204064,-1.3235080858,0.0222249605,0.0177745832,-0.0117761242
SRX5204065,4.5587206047,1.6342795141000002,0.1296212176,-0.095873567
SRX5204066,4.8350712781,1.625890494,0.0410003929,-0.0802858917
SRX5204067,4.358038976,1.597044827,0.1329939336,-0.127856044
SRX5204068,0.8924020370000001,0.4774251815,-0.0046637408,0.1746383879
SRX5204069,0.5448670353,0.627260302,-0.0345939636,0.3394955556
SRX5204070,0.0690641528,0.37355033200000004,-0.0639964626,0.1148926958
SRX5204071,-0.8187367897000001,0.0581550734,0.2637505564,0.15453108570000001
SRX5204072,-0.9492744003,0.3091924426,0.1366857256,0.23635940800000002
SRX5204073,-1.8475635176,-0.4857828113,0.12908140170000001,0.23717754370000002
SRX5204074,-1.1973278784999999,0.1506634319,-0.0130459532,0.2930704619
SRX5204075,1.8302215381,1.1333026937,-0.051017588700000005,0.1857983671
SRX5204076,0.5413172936,0.1227053843,-0.0771750924,0.019161760700000002
SRX5204077,-1.3497898856,-0.0801818125,0.0070308263,-0.0826576492
SRX5204078,-1.466779987,-0.2256221824,-0.0562055273,-0.2361644672
SRX5204079,-1.2885290302,-0.009930589,-0.019864096300000002,-0.12815926800000002
SRX5204080,-1.8333561297,0.1107696702,0.1456210242,0.1660170045
SRX5204081,-3.7296638721,-0.2907007064,0.0296414633,0.1192504917
SRX5204082,-3.8060548308,-0.7868227778,0.1012229557,0.09662175020000001
SRX5204083,-5.2600469497999995,-0.7152789585,0.0599384649,0.1154296665
SRX5204084,-5.8359781978,-0.7869863035,0.1659899168,0.023372325500000003
SRX5204085,-4.7120173198,-0.5776231658000001,0.13117654180000002,0.0679530203
SRX5204086,0.6721160748,0.5076912996,-0.45115989980000004,-0.6046974157
SRX5204087,0.528624286,0.097173669,-0.042227577700000005,-0.38429209540000003
SRX5204088,1.3734576835,0.6362583738,-0.3036384238,-0.5186902934000001
SRX5204089,-2.2900636814,-0.2875036153,0.0831416516,0.2186115154
SRX5204090,-2.1447181926,-0.2379951295,0.1639234027,0.2820235584
SRX5204091,-1.9787462310000001,-0.41089312650000004,-0.0031211273,0.2637065304
SRX5204092,-1.5550475483000001,0.1393017963,-0.0810982225,0.283266057
SRX5204093,-1.3401003996,0.2941499242,-0.1099524013,0.2464858514
SRX5204094,-0.5949226470000001,0.27962918670000003,0.0403956206,0.43201735620000004
SRX5204095,-0.2738037849,0.1326259119,0.2016413779,0.1567052096
SRX5204096,0.7018712791,-0.0690797578,-0.2203103585,-0.1563113709
SRX5204097,-0.4280674942,-0.0635461541,0.0186689805,-0.0003938387
SRX683459,-0.2010763902,-0.4356972718,-0.0666339028,-0.10668910940000001
SRX683460,-2.6156723754,1.8171656253,0.503766096,-0.37610427960000004
SRX683461,0.2738689682,0.1777310127,-0.1321270107,-0.3472299849
SRX683462,-2.2087931503,1.0339866673,0.4881845549,-0.2737152619
SRX683463,-0.07279257800000001,0.2579662591,0.1987609135,0.4539190943
SRX683464,-2.874781689,2.1878433073,0.5070739993,-0.36715026040000004
SRX683465,-0.8066622472,0.46321093690000004,-0.8734644257,-0.1900522406
SRX683466,-2.68115701,1.2495183205,0.0105121308,0.4586848329
SRX683467,-1.5132663491,0.1126557682,-0.3758395962,-0.1137331701
SRX683468,-2.7848736694,1.5858831919,-0.080117849,0.351457515
SRX683469,-0.5227490791,0.1298839357,-0.5751663553,0.38930109500000004
SRX683470,-3.6554061169,1.0477962193,-0.1688967908,0.2544534292
SRX322077,0.945164379,-0.0548650195,-0.0693545751,0.19182513380000002
SRX322078,-2.2380201838,-0.6981648702000001,-0.33321683020000004,0.130973745
SRX322079,1.7235566008,-0.23497998450000002,-0.0393089613,0.1069520676
SRX322080,0.35100650920000004,-0.16308383510000002,-0.099687806,0.2023433892
SRX322081,0.9810705832000001,-0.4292432711,0.25691065290000004,0.1335451758
SRX322082,0.21715114770000002,0.0287867768,0.162327729,0.20095338040000002
SRX322083,0.2105429305,0.20179074200000002,0.2204930321,0.2056374265
SRX322084,-1.169118997,-0.124107459,-0.4360373755,-0.059188026500000004
SRX322085,0.9585760665,-0.077683283,0.2155443434,-0.14644939999999998
SRX2708592,-0.8234815292000001,0.0,-1.2995977401,-1.7960660373000001
SRX2708593,-1.0545636772,0.0,-1.3858488461,-1.753761413
SRX2708594,-1.5879622492,0.0,-1.1551255076,-0.8866115556
SRX2708595,-0.23920289200000003,0.0,-0.0264047357,0.0366773828
SRX2708596,0.33798041970000003,0.0,0.1464903964,0.044415883100000005
SRX2708597,-0.0987775277,0.0,-0.1200856607,-0.0810932659
SRX2708598,0.4356542406,0.0,-0.2522707463,-0.3119249987
SRX2708600,0.1321222862,0.0,-0.2711134562,-0.1038033336
SRX2708601,0.18618620930000002,0.7629675784000001,-0.0595239595,0.18864385660000002
SRX2708602,-0.9561718314000001,1.3890403854,0.5050291552,0.3724957179
SRX2708603,0.0190601694,0.0,0.0660056332,0.0447130736
SRX3073814,-0.4972206048,-0.024255827400000003,-0.13018558560000001,-0.3108098738
SRX3073815,2.7830585974,-0.21787275690000002,-1.1339696385,-0.3938586915
SRX3073816,4.6339234805,-3.9330390049,-2.4550083112,-0.43797418
SRX3073817,3.3984787412,-5.0576520299,-4.1870252178,-1.0373322502
SRX3073818,-1.9705081845999999,-3.9527816743,-3.2111292318,-0.8228630646
SRX3073819,-0.26817999330000003,-0.4078888926,0.3613869819,0.0260618476
SRX3073820,4.1666734063,0.0993638245,-0.6674396287000001,-0.7228986307
SRX3073821,6.2098513,-3.7675341921000003,-2.2221447579,-1.2012400512
SRX3073822,6.4763039151,-4.4756954846,-3.4198734015,-1.2784560322
SRX3073823,3.5648222165,-4.8484624831000005,-3.2339359789,-1.4956265605
SRX3073824,0.4972206048,0.024255827400000003,0.13018558560000001,0.3108098738
SRX3073825,3.9411873751,0.40620578230000004,-1.2511893155,-0.1162291865
SRX3073826,5.6732040987,-4.3719909775,-2.3292575708,-0.26008587
SRX3073827,5.4859387338,-3.9908827889,-4.1135135934000004,-0.9215448220000001
SRX3073828,-0.7620172087,-3.716987897,-3.434645459,-0.9344902321
SRX3073829,-0.7537487228,-0.5722848796000001,0.1876233269,-0.2065365245
SRX3073830,3.757685649,-0.14563003730000001,-1.1638283926,-0.963196802
SRX3073831,4.9366402036,-4.8316230643,-2.0312934097,-1.2098262852000001
SRX3073832,5.6799801439,-4.7140627309,-3.5341055024,-1.5012770128000001
SRX3073833,1.7166278175,-3.909332774,-3.0369515843,-1.1239316736
SRX2391456,0.15977552520000002,0.0148043264,0.1036371583,-0.0904681673
SRX2391457,3.0206071546,0.4737226061,-0.2296760947,-0.2097819642
SRX2391458,1.3449554589,0.23407067450000002,0.0383571309,-0.2439363728
SRX2391459,0.9193471026000001,0.3195258546,0.0360981407,-0.3059155422
SRX2391460,1.0033262331,0.11932570070000001,0.0112518975,-0.2365276624
SRX2391461,1.0398724831,0.1454113037,0.0065400067,-0.1854714104
SRX2391462,1.1778402184,0.2994632928,0.0613117897,-0.1838118799
SRX2391463,0.8265769546,0.1514267642,0.0752505852,-0.1194288096
SRX2391464,0.8557948153,0.4696009309,0.0646232551,-0.0535675735
SRX2391465,1.1635110022,0.3940948098,0.0745769649,-0.0748273839
SRX2391466,1.5864939382,0.0947076206,0.0132959954,-0.0662617172
SRX2391467,0.1011055997,-0.1325675146,0.0309166155,0.007952442300000001
SRX2391468,0.4853488796,0.0877286555,0.050854043200000004,-0.0534339781
SRX2391469,-0.1535568106,-0.0352340888,0.0781229599,-0.0207651292
SRX2391470,-0.7326427035,-0.2798832069,0.269221989,-0.0329504879
SRX2391471,3.4534584214,0.15341718440000002,0.0489485095,-0.2395605228
SRX2391472,1.4417578261,0.15808854700000002,0.2725286431,-0.34193488380000003
SRX2391473,1.4941134330999999,0.1050837693,0.079938994,-0.23016813260000002
SRX2391474,1.3065941564,0.2909994725,-0.0319597258,-0.2537163586
SRX2391475,1.3455378904,0.1742635556,0.2169729199,-0.2880527835
SRX2391476,1.1574582501,0.0335954511,0.3349589161,-0.29147945950000004
SRX2391477,1.6693249300000002,-0.1477071579,0.1103821889,-0.3465375958
SRX2391478,2.4126878901,0.1904886214,0.3563764866,-0.34435631250000004
SRX2391479,1.2131271195,0.136228231,0.3086663712,-0.3453297625
SRX2391480,2.373326035,0.0169782279,0.48358926430000004,-0.3662869204
SRX2391481,1.7810226937,-0.0896726113,0.3481544716,-0.11028863080000001
SRX2391482,2.0307362191,-0.0018500034000000002,0.48077671120000004,-0.22730722350000002
SRX2391483,1.526232322,0.0705015435,0.2107291755,-0.0223819313
SRX2391484,1.5791638926,-0.09318202910000001,-0.0935369191,-0.2426119772
SRX2391485,2.7934095586,0.4999434719,-0.24873146470000002,-0.2102766297
SRX2391486,1.5103853667,0.12586831240000002,-0.2016487162,-0.2887682889
SRX2391487,0.7535554295,0.3826605477,-0.14117476780000002,-0.2746682152
SRX2391488,1.0151270868,0.2531447706,-0.126103141,-0.2388780014
SRX2391489,1.214087221,0.16931254340000002,-0.1334760396,-0.22601689400000002
SRX2391490,1.2593685525,0.31934002440000003,-0.0672349899,-0.1258171035
SRX2391491,1.4009165268000001,0.1519663272,0.0576004129,-0.2214298382
SRX2391492,1.6862901714,0.35400110160000003,0.2009926933,-0.1153271887
SRX2391493,1.9604197556,0.4065701037,0.1707298308,-0.185098325
SRX2391494,1.6695066969,0.3517491055,0.0692396961,-0.0353668968
SRX2391495,-0.1011055997,0.1325675146,-0.0309166155,-0.007952442300000001
SRX2391496,-0.2574288618,-0.0121013517,-0.0359995768,-0.0772816575
SRX2391497,0.4222010571,-0.0397960984,0.058544858000000005,-0.14180802
SRX2391498,1.0081292838,0.052394987500000004,-0.048752147,-0.3166744741
SRX2391499,3.2149471367,0.4262369885,0.0814724538,-0.37282547390000004
SRX2391500,2.0711938194,0.4480129453,0.14086945920000002,-0.433814293
SRX2391501,1.983798921,0.2509595293,-0.0582763844,-0.39314979790000004
SRX2391502,1.9522460110000002,0.24180232880000002,-0.2331385879,-0.34131478530000003
SRX2391503,1.252056518,0.3110505167,0.0354719414,-0.5846902323000001
SRX2391505,1.7198547759,0.1143191221,0.305318221,-0.4122213825
SRX2391506,1.7586801878,0.2361629489,0.0945138693,-0.3680628546
SRX2391507,1.6580125434,0.0910738824,-0.0124149267,-0.3295176745
SRX2391508,0.9855373934,0.33569409,0.3356911857,-0.322258141
SRX2391510,2.3434144485,0.0715650296,0.41076687230000003,-0.38222538500000003
SRX2391512,2.2322686781,0.1913431798,0.3983587121,-0.2770032758
SRX2391513,2.1753478913,0.13205847310000002,0.2226821065,-0.1858422854
SRX2391514,1.8998177986,0.2059577021,0.03072544,-0.0529842701
SRX5632598,0.792886494,0.38630260180000003,0.9297661229,0.9830723726
SRX5632599,0.9069572249000001,0.7587806853,0.5458194559,0.8884442180000001
SRX5632600,4.5608642483,2.646929632,0.8896791535,1.6354000942
SRX5632601,4.8926563455,2.4480615852,0.7544298497,1.1574314751
SRX5632602,3.4007035935,1.8012206396,0.9083268103000001,1.4462626652
SRX5632603,4.9410049208,2.8355162459,0.8378540299,1.1110969728
SRX5632604,3.5191230721,1.8253492889,1.2087494064,1.6253534642
SRX5632605,3.2898676852,1.850314471,1.1494446188,1.8081310811
SRX5632606,2.7350979989,1.6905024207000001,0.7221774194,0.6906509578000001
SRX5632607,-0.7077825427000001,0.6545510432,0.3322589038,0.5383519372000001
SRX5632608,-0.6991097753000001,-0.068468044,-0.0405799602,-0.0571907372
SRX5632609,1.1683654916,0.198536384,0.0211711041,0.0891540525
SRX5632610,2.9217393034,0.7417180959,0.32684287360000003,-0.0298426128
SRX5632611,-0.4692557163,-0.13006834,0.019408856000000002,-0.0319633153
SRX5632612,-0.2347815581,-0.2697237624,0.3689308805,-0.0141807849
SRX5632613,-0.7638704204000001,-0.1028203471,0.221949515,0.3135263471
SRX5632614,-0.524839511,0.5885460779,0.1618995187,0.4040524659
SRX5632615,0.747004799,0.8607311286,0.2420582473,0.2721177574
ERX2874132,-0.09858128940000001,0.4565714939,0.4265026615,-1.0589838979
ERX2874133,2.2395653939,1.9748666646,0.7271404589,-1.4026185694
ERX2874134,-0.4354539888,1.6864413731,0.8519065269,-2.8410150892
ERX2874135,1.0676867014,1.8612977087,0.5921076495,-3.2869432385
ERX2874136,-1.8830842691,1.060352754,1.0354136519,-3.2950765840000003
ERX2874137,-1.1500170916,1.0288152728,0.7451035267,-3.4762954288
ERX2874138,2.7586802611,2.4971829162,0.8182462086000001,-1.155357469
ERX2874139,3.3202292175,2.7730722578,0.7045028161,-1.2439101857
ERX2874140,-1.262054394,-0.6693968724,-0.139956359,-0.1153715473
ERX2874141,1.262054394,0.6693968724,0.139956359,0.1153715473
ERX2874142,0.056984963300000004,1.4092889857,0.5908025523,-1.5590599950000001
ERX2874143,1.3729147335,2.5753282768,0.9994652368,-1.8922621822
ERX2874144,2.324864312,2.5918801745,0.7827099169,-0.6513911779
ERX2874145,2.8838787125,3.0456528622,0.7206732189,-1.0179407735
ERX2874146,-0.30120787460000004,0.6267788009,0.5565290979,-0.46426380850000004
ERX2874147,1.7526905132000001,1.8763847120000001,0.5652993358,-0.6195390422
SRX1300292,-1.1392727763,0.0227383824,-0.2183604482,-0.41795786620000003
SRX1300293,1.1392727763,-0.0227383824,0.2183604482,0.41795786620000003
SRX1300299,0.032577157,0.023346053500000002,0.0496916416,0.2339488295
SRX1300300,1.0424669658,0.4453383799,0.2503393265,0.2709119195
SRX1300304,3.0305980969,0.9982897570000001,0.39555321730000004,0.7109499026
SRX1300305,-1.8478294021,-0.3939973071,0.11605645020000001,0.8332963912
SRX1300306,-0.869994942,-0.49314954800000005,0.2931170004,0.8146757537
SRX1300310,1.167528672,1.0010284881,0.3087574011,0.5839121668
SRX1300311,-0.4071319192,0.7528962897,0.0756466625,0.6312221720000001
SRX7291195,1.0086606332,0.0756234679,0.2997067975,0.3372829208
SRX7291196,0.3524045987,-0.4119656206,0.2171652813,0.41080054930000004
SRX7291197,0.1153307224,-0.1905374082,0.20048826090000002,0.3180135734
SRX7291198,-0.2617010541,-0.2268952085,0.0055111309,0.08858568750000001
SRX7291199,0.3991510026,0.1010327991,0.0383910612,-0.0570708614
SRX7291200,-0.1374499485,0.1258624093,-0.0439021921,-0.031514826100000004
SRX7291201,0.43300144890000003,0.0567678712,0.2526018277,0.3130374735
SRX7291202,1.8812739526,0.6824585962,0.270288277,0.4191365037
SRX7291203,1.0683969467,0.175374619,0.2825423364,0.3197920426
SRX7291204,0.1187744379,-0.08536673730000001,0.1877512114,0.1251290824
SRX7291205,-0.0949392056,0.060155339200000005,0.1650360705,0.1037722164
SRX7291206,0.1680384829,0.0409448969,0.1449864971,0.1088100151
SRX2436955,1.1912521348,0.3609558775,0.45212262210000004,0.1425476608
SRX2436956,-5.7220971681,-1.6025876049,0.0515482653,-0.4960096405
SRX2436957,-6.2165984018,-1.6540375121,0.1563578091,-0.3588527667
SRX2436958,-5.1989049285,-1.4672351893,0.2851965476,-0.14995993500000002
SRX2436959,-1.0564285121,-0.2673478203,0.1360930215,0.5268494525
SRX2436960,-0.0651064155,0.0825735257,0.1526137479,0.3300483652
SRX2436961,-0.1996421374,0.2778709438,0.7470542054,0.1176002028
SRX2436962,-1.6251855514,0.1935231184,-0.0330759678,-0.2104390858
SRX2436963,-0.5217313441,-0.2408233588,0.0921125297,0.0149251139
SRX2436964,-0.2932313072,0.9839433683000001,0.0459686345,0.0050649824
SRX2436965,-26.4886560915,-2.712693862,-1.7381250601,-2.0450412115
SRX2436966,-3.0881091865,-0.43044676930000003,0.1060124781,0.2509442296
SRX2436967,0.0698961148,0.44236985430000003,0.7565786075,-0.0192003367
SRX2436969,-1.1707652192,-0.7634020890000001,-0.0206086192,0.1182597891
SRX2436970,-2.9843392671,-0.4808884693,0.2191212157,0.39856133250000003
SRX2436971,-0.0393357321,0.381115293,0.701250519,-0.13303799560000001
SRX2437029,-1.8859619559,0.42471132380000004,0.0061447768000000005,-0.3410695594
SRX2437030,1.4911981231,0.2834786103,0.5616911087,0.155742511
SRX2437031,-2.2461269186,-0.3171178747,0.2075206627,0.12230633960000001
SRX2437032,-2.5538983002,-0.3130878818,0.07605606050000001,-0.0231116861
SRX2437033,3.489197255,1.2237494716,-0.0229880917,-0.7123728968
SRX2437034,-24.8544643116,-2.9115894882,-1.7211272316000001,-2.0397357955
SRX2437035,-3.1757547769,-0.9763646545,0.33539129840000004,-0.3836625166
SRX2437036,-3.8102367977,-1.2162999259,0.37333806010000004,-0.4890135682
SRX2437037,0.4963897202,1.052966665,0.1027974094,0.1264931956
SRX2437038,-2.3456122579,-0.1043671862,0.2542201101,0.24165958950000002
SRX2437039,-0.1821329948,-0.20719855080000002,0.1532453091,0.6254806809
SRX2437040,-3.0894330512,-0.9576299903000001,0.3624937381,-0.3886040764
SRX2437041,1.3818487422,0.2927999986,0.5062765036,0.11163370210000001
SRX2437042,2.5367550432,0.7562151152000001,-0.3269025847,-0.5679767338
SRX2437043,1.3281395494,1.3057420571,0.09219357800000001,-0.0194579248
SRX2437044,1.7051309908999999,0.12901298860000002,-0.2945282879,-0.1043600593
SRX4705203,2.8105359396000003,2.6970213693,-0.385355987,-0.38558688100000005
SRX4705204,0.46611421820000004,0.4900712689,-0.6930073795,-0.2343390475
SRX4705205,2.4567286221,1.2362726715,-0.7755713976,-0.1768228467
SRX4705206,3.0213862941,1.6154539257,-0.6576656106000001,-0.1829866169
SRX4705207,1.8476126097,2.4872733356,-0.1341736427,-0.1312277256
SRX4705208,1.4311942579,2.3170362602,-0.5635110724,-0.6927357911
SRX4705209,2.3200990826,2.0181836774,-0.1045202598,-0.05061829700000001
SRX4705210,0.9188145533000001,0.8492856857000001,-0.5514972085000001,-0.2321428443
SRX4705211,1.2957997948,1.2674720002,-0.5907591781,-0.33308463520000003
SRX4705212,1.8150496115,1.2447808424,-0.5379723588,-0.3163096863
SRX4705213,0.8866072546,0.33200707150000003,0.5884298837,0.1901686705
SRX4705214,0.6458801604000001,0.20264283190000001,0.5233414408,-0.058796187400000005
SRX4705215,-0.4918702627,-0.14219995230000002,-0.4463507494,0.0858430565
SRX4705216,0.32019806700000003,-0.0758093383,0.4678437997,0.0028923649
SRX4705217,-1.0022231816,-0.4594314827,-0.7475887920000001,-0.1846147007
SRX4705218,-0.35859203770000003,0.1427908699,-0.38567558290000004,-0.035493203800000005
SRX4705219,4.4747967915,2.6413273291,-0.31419254,-0.23346584150000002
SRX4705220,4.4619339903,2.6652362372000002,-0.1236678575,-0.1391940875
SRX4705221,1.3362503019,0.4806112152,-0.7518707576,0.0132220698
SRX4705222,4.8318040898,2.5897323353,-0.10341932470000001,-0.15327054480000002
SRX4705223,2.5433928183,2.2943640208,-0.31786441590000003,-0.40193558090000003
SRX4705224,2.4038623026,2.7435760939,-0.5855978821,-0.5313746106
SRX4705225,-0.7837753829,-0.1627168232,-0.9927383484000001,-0.6203175706
SRX4705226,0.0417273107,0.0407811094,-1.0770436531,-0.6981566933000001
SRX4705227,2.7110984989,1.092383152,-0.9319843065000001,-0.7595007277
SRX4705228,4.6036830131,2.935074923,-0.3099510565,-0.0372590058
SRX4705229,5.0013914,3.1246446137,-0.5033890871,0.09376858960000001
SRX4705230,4.7223393948,3.2555259823,-0.43552663960000004,0.0231333739
SRX4705231,2.0603377144,1.081117984,-0.9039885132000001,0.1127304596
SRX4705232,1.8929332441,0.8439308842000001,-0.882397812,-0.0380817781
SRX4705233,2.545108983,1.3275379185,-0.1968594431,-0.2157053013
SRX4705234,3.7815962984000002,1.5473953005999999,-0.0757624216,-0.4094781025
SRX4705235,-1.9530385918,-0.6174387819,-1.1352115054,-0.1995304755
SRX4705236,4.3925922952,1.7167825905,-0.1630694594,-0.4656880963
SRX4705237,-2.0061319735,-0.36755871100000004,-1.1430905682,-0.0487554939
SRX4705238,-1.2328883288,-0.2899190048,-1.1479592129,-0.215019177
SRX2038319,-5.5059871497,-0.666919845,0.0216952277,1.0693941837
SRX2038320,-3.1471316181,-0.7257797798000001,0.0089552738,0.2635843553
SRX2038321,-7.0856357606,-0.5267154086,-0.029136735400000002,0.9174621933
SRX2038322,-6.2471642637,-0.2901120179,-0.22346250180000002,-0.1218903694
SRX2038323,1.9827530202,0.059684429000000004,-0.5950074874,-0.8918312391000001
SRX2038324,0.8618613051,0.2906311721,-0.2819178846,-0.6881736304
SRX2038325,-4.3858427773,-0.5928672069,-0.2129587413,0.7699156984000001
SRX2038326,-1.6583183875,-0.5905505332000001,-0.6664505470000001,0.9700102006
SRX2038327,-7.528839968,-0.5987420913,-0.2899666271,1.0384347552
SRX2038328,-7.2300801848,-0.5325996813,-0.0956451908,1.1285368322
SRX2038329,1.8805296785,0.3004396683,-0.534902734,0.8161619262
SRX2038330,0.6545512099,-0.2063790975,-0.09387450950000001,-0.0201403201
SRX2038331,-2.6551307643,-0.3365020905,-0.4795015226,-0.10491848840000001
SRX2038332,-5.2925001123,-0.6997936684,0.3381492062,0.7603654310000001
SRX2038334,5.302625354,0.8787325791,-0.2479411708,-1.0891380371
SRX2038335,3.4952323501,1.2678839677,0.1803691418,-0.8079639627
SRX2038336,2.4632553592,0.0915295059,0.5647813138000001,-0.6936482731
SRX2038337,-3.2621626688,-0.8706578416,-0.0535453575,0.44997349200000003
SRX2038338,1.9554530925,0.33057244220000004,0.0598112988,-0.3344079171
SRX2038339,-8.6031505515,-0.0031485835,0.1188856227,0.6810912996
SRX2038340,-0.041584610200000004,-0.2189103074,0.34647646330000004,-0.7281520391
SRX2038341,2.5005468344,0.1651899128,-0.08200134910000001,-1.0546255310000001
SRX2038342,3.5867011431,0.8144126985,-0.1543697162,-0.8944886509000001
SRX2038343,2.5498068877,0.440401258,0.5010526678,-0.7695802995000001
SRX2038344,3.3371223868,0.7580901691,0.033069829700000004,-0.5339921031
SRX2038345,-1.7866177219,0.0083945364,-0.1021128979,-0.0834480876
SRX2038346,-11.1846649077,0.2397285391,-0.5275545316,0.6391570357
SRX2038347,-14.0969119287,0.399981854,-0.8740408744,0.9185526292
SRX2038348,-13.3222297095,0.1700547426,-0.6052099843000001,0.6901443962
SRX2038349,2.2901591437,0.5811345281,-0.520378201,-0.6312365123
SRX2038350,0.6351103625,-0.339900048,-0.1808186141,-0.6568917332
SRX2038351,3.7474858616,0.5780019497000001,-0.2481074814,-1.0174438648
SRX2038352,2.4652403857,0.5897393318,-0.1007067708,-0.6496157627
SRX2038353,4.8989598842,0.8416293465,-0.2493838519,-0.7033841573
SRX2038354,2.6283811419000003,0.8391085570000001,0.0934857714,-0.6182618178
SRX2038355,3.9613319913,1.0713624487,0.0258529291,-0.5516249936000001
SRX2038356,4.2091205264,0.3868109042,-0.7092992376,-0.7842142551
SRX2038357,3.5505340572,0.33634740280000003,-0.08150652650000001,-0.7349862666
SRX2038358,2.5698321980000003,0.4284767728,-0.38365261440000004,-0.31267291070000003
SRX2038359,0.4214395375,-0.1433768224,0.30292598800000003,-0.4842923424
SRX2038360,1.9587511567,0.0581611978,-0.5695966895,-1.0148851516
SRX2038361,4.5713137459,0.4327940504,-0.5088220601,-0.6907153027
SRX2038362,3.8271153416,1.0653327535,-0.5568547845,-0.5100728839
SRX2038363,1.5549497542,0.8422626659,-0.1075832786,-0.3755575815
SRX2038364,-0.1535185671,0.22549747280000002,-0.2548516616,-0.2196301371
SRX2038365,-11.5546271253,0.43395971120000004,-0.5224634022,0.4059186527
SRX2038366,-13.9298202606,0.3993937852,-0.6997337682,0.6795316201
SRX2038367,-13.2707138944,0.3919178297,-0.164303206,0.5180514967000001
SRX2038368,2.9064679317,0.3238448467,-0.2838038458,-0.5719402797
SRX2038369,0.5098890801,0.19064258580000001,-0.14120318680000002,-1.1732918553
SRX2038370,4.71755393,1.3963015789,-0.2275315786,-0.7755120344
SRX2038371,1.2662693383999999,0.8907572552,-0.1971165942,-0.5555756714
SRX2038372,5.3133743517,1.2007260006,-0.7030767083,-1.0030252318
SRX2038373,3.8647664533,1.6044973615,-0.3391076354,-0.5831005596000001
SRX2038374,4.8896521324,1.850692311,-0.8919006833,-0.9335797538
SRX2038375,0.6105738615,0.1012162506,-0.8480468999,-0.8369083792
ERX530520,0.0447729342,0.0204358885,-0.0552460372,-0.0588099996
ERX530521,0.43507055310000003,-0.08205102610000001,0.2379487723,0.0707141134
ERX530522,-1.1035074357,-0.23990359200000003,0.1666261772,0.0792301926
ERX530523,-0.9476642267000001,-0.48031867030000003,0.3038599931,0.1165178999
ERX530524,-0.0447729342,-0.0204358885,0.0552460372,0.0588099996
ERX530525,-0.2615320407,-0.0318960196,0.2803346536,0.1391146988
ERX530526,0.5973356257,-0.028131322400000002,-0.038816530200000005,-0.2406300043
ERX530527,0.0823134505,-0.192114434,0.21736006800000002,0.09393124500000001
ERX3212443,-0.9856732672,-1.2854581343,0.02870798,0.8784288994
ERX3212444,-0.1993841222,-0.8347982146,0.0422419746,0.7269323781
ERX3212445,-0.1886062097,-1.0124176898,-0.0473495293,0.7669138366
ERX3212446,0.0435852137,-0.2707546826,-0.1275263066,0.3543791704
ERX3212447,-0.4589811286,-0.3131065396,-0.1188682696,0.6126265213000001
ERX3212448,-0.5211659265,-0.2732584287,-0.0775782685,0.7204335675
ERX3212449,0.028413608700000002,0.0078149273,-0.0172228206,0.0023349412
ERX3212450,-0.0643410611,0.0398161043,-0.0153227698,0.0138897402
ERX3212451,0.0359274525,-0.0476310316,0.032545590400000005,-0.0162246814
ERX3212452,-0.4670713587,-0.0037107890000000004,0.1223491476,-0.5224664074
ERX3212453,-0.5040963772,0.1634634496,0.1974911759,-0.5060912851
ERX3212454,-0.9502223588,0.0805517948,0.2034264775,-0.2103690696
SRX7478973,-0.4524193862,-0.021741057100000002,-0.060392566700000004,-0.0026986212
SRX7478974,1.2979379945,0.10609624740000001,0.0044704471,0.0232666232
SRX7478975,-0.8455186083,-0.0843551902,0.0559221196,-0.0205680019
SRX7478976,-0.6314860875,0.0018161126000000001,-0.0294229657,-0.0248110193
SRX7478977,-0.1460176687,0.149982422,-0.10860318570000001,-0.0365080084
SRX7478978,-0.9151796146000001,-0.1846048432,-0.1133642725,0.10535953910000001
SRX7478979,-1.4560065346,-0.11529887150000001,0.029688543100000003,0.2585635182
SRX7478980,-1.8861678670000002,-0.2733108897,0.0276315887,0.303827907
SRX7478981,-1.6907607011999999,-0.2270354789,-0.0099621376,0.24080459610000002
SRX7478982,-1.7111200573,-0.3820187097,0.0895954796,0.2868203253
SRX7478983,-1.6548071296,-0.2021058974,0.10367688060000001,0.2959739772
SRX7478984,-1.6463806906,-0.33596278420000003,0.0034602426000000003,0.24580874260000002
ERX1521038,2.4666206677,1.1953679245,0.2075117463,0.9327413782
ERX1521039,1.4088729267,0.7298145581000001,0.009730694,0.9261506939
ERX1521040,2.6656717976,1.0727070908,0.2850669433,1.0687949022
