,A,Fnr,NarP,ModE,NarL
ERX2874141,-0.3898325507,-0.0035004484000000003,-0.040359769600000005,0.1493786436,-0.0626236352
ERX2874142,-0.9516675481,0.2884841145,-0.3143547218,1.3365244843,0.5306601487
ERX2874143,-0.7665972499,0.6061379563,-0.6187415562,1.5419060823000001,0.0063539721
ERX2874144,-0.171449141,-0.6059054221,-0.2700885068,0.6524313996000001,0.25629960960000003
ERX2874145,-0.3855821987,-0.4301566023,-0.39152739540000003,0.5285248423,-0.2211240432
ERX2874146,-0.554138388,-0.2255559323,0.3352563744,0.3493453963,0.7782545998
ERX2874147,-0.4764592962,-0.1661942998,-0.09472025810000001,0.6046713703000001,0.4418493845
SRX1300292,-0.7942493811,0.0654297724,-0.17576158050000001,0.2236876042,-0.2558356651
SRX1300293,0.7942493811,-0.0654297724,0.17576158050000001,-0.2236876042,0.2558356651
SRX1300299,2.6772578578,0.0394489063,-0.0913590397,0.0844384603,0.0252704775
SRX1300300,0.5189045616,0.2651847274,-0.3845829965,-0.5870700823,0.0533145967
SRX1300304,3.9461215167,-0.1274267449,1.0401780122,-0.8263540054,0.35173000730000004
SRX1300305,-0.3503216045,-0.0156335277,0.6361260588000001,-0.1710754049,0.187345971
SRX1300306,2.1542552039,-0.0681908374,0.5560934693,-0.1785037696,0.3538666499
SRX1300310,2.0623583394,-0.3039509496,1.1036989155,-0.7246680028,0.8789809757
SRX1300311,0.4403124154,-0.18626809560000002,1.1473892754,-0.10485608040000001,0.7735650338000001
SRX7291195,-3.0653652335,-0.0019092608000000001,-0.2579833125,-0.1881326746,-0.17239399390000001
SRX7291196,-3.4061148965,0.0184901467,-0.3815933832,-0.2185755046,-0.039473231000000004
SRX7291197,-3.3977878027,0.0880267361,-0.4714856075,-0.2449794699,-0.16596388850000002
SRX7291198,0.3231957348,0.0063945471,0.1571588063,0.0230589908,0.15780662110000002
SRX7291199,-0.2553436805,-0.0357761938,-0.2105147174,0.0205333819,-0.0722310566
SRX7291200,-0.0678520544,0.0293816467,0.0533559111,-0.0435923726,-0.0855755645
SRX7291201,-3.4253962816,0.0098731567,-0.3765587408,-0.28044211010000003,-0.1654629797
SRX7291202,-3.7765080307,-0.1897870955,-0.311102696,-0.23790453790000002,-0.258966122
SRX7291203,-3.5623889503,-0.0409235603,-0.3788739786,-0.2106982977,-0.20104031860000002
SRX7291204,0.033525909900000005,-0.0254851513,0.26746768390000003,0.12348276650000001,-0.0865105382
SRX7291205,-0.41890051030000003,0.0355440585,0.2956056328,0.12535496940000002,0.07553486050000001
SRX7291206,-0.060480391300000005,0.0057575253,0.4223045596,0.0091182536,0.061852098800000005
SRX2436955,-4.0409274253,-7.3552758056,-0.1344019484,0.1810361957,-0.0888399111
SRX2436956,-0.6246734712,0.7139563072,1.8704860046,0.7520853576000001,0.7065790823
SRX2436957,-1.0174227856,0.9185294265,1.2585676727,0.5286248100000001,0.7386335782
SRX2436958,-1.8167677234,0.7798311562,1.4210610885000001,0.6369424167000001,0.8138956489
SRX2436959,-2.6986987477,0.0845328856,0.4343523409,0.1366961009,-0.0839775374
SRX2436960,3.428731537,0.196271321,2.159065596,0.7845555093000001,0.7062556104000001
SRX2436961,2.9682177567,-0.21254939720000002,1.4501015635,0.6280154763,0.6953554794
SRX2436962,4.6961138832,0.45666608210000004,1.8606589863,0.33111361040000004,1.6437094670999999
SRX2436963,-0.5382685558,0.0023046192,1.0414799579,0.3089156795,-0.043374079
SRX2436964,8.0398314693,0.030882746500000002,0.4118579717,0.1169282972,0.3553058173
SRX2436965,-5.5933139594,0.9365946801,-0.479922822,-0.052335626600000004,-0.3280518362
SRX2436966,0.1568449084,0.39447972600000003,1.0554273252,0.7727137961,0.4331012071
SRX2436967,3.6643408049,-0.2747681118,1.3666384043,0.4402026737,0.6206496690000001
SRX2436969,-1.1675250699,0.1197434681,2.2017455388,0.7385769336,-0.29263095580000004
SRX2436970,-0.14372300740000002,0.4314267907,1.2060458719,0.9141307992000001,0.5051565148
SRX2436971,3.5242672452,-0.2345901954,1.540690969,0.6168735708,0.6962143766000001
SRX2437029,4.4718565097,0.456708999,1.9729553553999999,0.5553649974,1.6755633808
SRX2437030,-4.9957735946,-7.8525940196,-0.8518439793,0.1234621707,0.1400424825
SRX2437031,-1.0645699222,0.2973060844,-0.5677582922000001,-0.25634156080000003,0.6123452586
SRX2437032,-1.2640896553,0.3124097697,-0.3705456193,0.1268014392,0.7063927401
SRX2437033,2.989748171,-0.1751172912,-0.9231565988,-0.4111357135,-0.4659502613
SRX2437034,-5.5754365679,0.9036193136,-0.2842164529,-0.11564787750000001,-0.38384030410000003
SRX2437035,-6.2570463883,-7.5369515417,0.3603594959,0.38228946950000003,-0.1033873485
SRX2437036,-5.9825102598,-7.0361766568,0.1681802355,0.36661422060000004,-0.010538875100000001
SRX2437037,8.6007071801,-0.0131986588,1.5041161454,0.4206490278,0.5218018408
SRX2437038,1.5555272157,0.1964461357,1.1560854842000001,0.7218424509,0.6081714487000001
SRX2437039,-0.8503835126,0.1707039968,-0.7069637105000001,-0.2915883998,0.0180629813
SRX2437040,-5.791114254,-7.7499151628,0.1820430585,0.3463266222,0.046942355500000005
SRX2437041,-4.3350690602,-7.0926670476,-0.4959411768,-0.0614836219,-0.0829499602
SRX2437042,2.4395674167,-0.22741367480000002,-1.0391004758,-0.3612594381,-0.2819431939
SRX2437043,8.9239679567,-0.0619256138,1.2074997116,0.38165356180000004,0.5324068082
SRX2437044,2.154219876,-0.5844698577,-0.0700531412,0.009334958800000001,-0.16892495270000002
SRX4705203,0.4147908119,1.2617788521,-1.636535397,-0.2553389149,0.5762343186000001
SRX4705204,1.5821280331,0.013602002200000001,-1.8972790812,-0.3290530326,1.2983206766
SRX4705205,-1.2270241546,-0.011886655900000001,-1.1837751168,-0.2416120078,0.7465112118
SRX4705206,-0.7965142907,0.0928465604,-1.4006546721,-0.45053574,0.8942923287000001
SRX4705207,-4.2015633984,1.4522089644,-1.0994469099,-0.1158331678,0.25686588790000003
SRX4705208,-1.4222735751,1.4799556311,-0.7153965995,0.2165349075,0.5486288687
SRX4705209,-3.7666639585,1.2878835212,-0.3340174602,0.1607489038,0.3260326055
SRX4705210,1.7021742858,0.5038059594000001,-0.5475833447,0.2309926254,0.7897283174
SRX4705211,-2.6926376818,0.360903352,-0.6943970726,0.2289053436,0.49558195120000004
SRX4705212,-3.2486448263,0.5015165093,-0.36254436760000003,0.4126294991,0.4566782632
SRX4705213,1.3247693666,-0.2848580515,-0.5125855479,0.1992489383,0.1724557368
SRX4705214,-0.209458536,-0.061697307900000005,-0.2738784492,0.0300757434,-0.030635029900000003
SRX4705215,-0.7790120255,0.1678169173,0.1632059475,-0.1809865837,-0.0722359716
SRX4705216,-0.0026041322,-0.3500729039,-0.0999277088,0.0932010171,0.0013491506000000001
SRX4705217,-0.45075626100000005,0.2581440398,0.38275978590000004,-0.0911120279,-0.26139924600000003
SRX4705218,0.11706158820000001,0.2706673062,0.3404259725,-0.050427087200000005,0.19046536020000002
SRX4705219,1.1185871861,0.4075951256,-1.4657015157,-0.162036964,0.7234735221
SRX4705220,-0.0536558608,0.4723477928,-2.0010544501,0.0326897562,0.8461263958
SRX4705221,-1.0993748891,0.0966315491,-1.3832379776,-0.16184045800000002,0.9141561881
SRX4705222,0.5408577676,0.4559032226,-1.532095044,-0.142794835,0.664258193
SRX4705223,0.8885552377,1.3849591353,-1.8024552306000001,-0.0640556064,0.7452993698
SRX4705224,0.5420190086000001,1.4019401177,-1.9927816739000002,0.1374687353,0.5785401985
SRX4705225,-2.6529564756,0.032233089300000003,-1.007265906,0.0708261527,0.4802957195
SRX4705226,-3.1757647405,-0.0453090219,-0.5476771832,0.23792020630000002,0.49381386400000005
SRX4705227,-1.2043140782,0.0014162464,-0.7514221903,0.2081412741,0.5898432175
SRX4705228,2.9016855056,0.2852736966,-1.7137459561,-0.0122727076,0.9554701996
SRX4705229,2.7836948483,0.2818975743,-1.6212636189,0.1357542561,0.7713469477
SRX4705230,0.889564408,0.9043918405,-1.4145132440000001,0.2740523475,0.657317507
SRX4705231,-0.5380237792,0.2892210988,-1.3674921518,-0.1938764851,0.8135768659
SRX4705232,-1.4274166777000001,0.2841031,-1.4677593481,-0.1681141901,0.8840772914
SRX4705233,-1.767502157,-0.4692650607,-2.0805516963,-0.3034903593,0.2345764287
SRX4705234,3.1179152187,0.359532976,-1.0165328679,0.3016637183,0.6899307175
SRX4705235,-1.764787043,1.0300605526,0.4137341713,0.2752564159,0.4485482959
SRX4705236,4.2832945307,0.06453909170000001,-0.228545607,0.5207145569,0.478671245
SRX4705237,-1.9471053219,1.0883072748,0.7617366428,-0.046648347,0.1767654194
SRX4705238,-0.974605299,0.9656259972000001,0.5905102694000001,0.3663905521,0.4141056352
SRX2038319,-3.9002840052,0.1288576417,-0.022696146400000002,-0.1495478267,0.3706986647
SRX2038320,-1.6734619535,-0.0383819357,-0.197169858,0.18414648,0.39092617890000003
SRX2038321,-3.809544418,0.1318576497,0.1097569092,0.2439066531,0.5842403459000001
SRX2038322,-2.2828868068,0.019056687000000003,0.037858136800000004,0.1225324069,0.5959497501000001
SRX2038323,-1.8720658635,-0.0419896674,-0.7772977034,-0.0913129595,-0.8026795525
SRX2038324,-2.4843847983,0.23862317660000001,-0.5276708831,0.014858732500000001,-1.1079643948
SRX2038325,-3.9156736341,0.1611058857,0.35358751250000003,-0.0291267508,0.7774519143
SRX2038326,-4.4130201656,0.4581252995,0.4980028863,-0.0189897336,0.3939165264
SRX2038327,-3.9785551326,0.3172238424,-0.1618089996,-0.195450844,0.243656734
SRX2038328,-4.0379467126,0.1383090976,0.022543798900000002,-0.1868640255,0.5492736877000001
SRX2038329,-2.6557271316,-0.3716839181,-0.7717061212,0.061687516000000005,-0.7256898118
SRX2038330,-2.1687699343,-0.2415756215,-0.6368249217,-0.2328524146,-0.1402465632
SRX2038331,-3.3503996687,-0.15906388330000001,-0.9245576052000001,0.23977594770000002,-0.3618465671
SRX2038332,-3.0075271258,0.007812727200000001,0.1568959154,0.2547323084,0.6184222671
SRX2038334,0.8529599136,-0.12566082550000002,-0.6383199969000001,0.0430526534,-0.6088164535
SRX2038335,2.2739595968,0.0504878854,-0.6980053877,0.4558602196,-0.4372946351
SRX2038336,-1.9440022423,0.5392612067,-0.7518052764,0.7855027290000001,0.21005723110000002
SRX2038337,-3.9943949566,-0.1771450645,-0.6385251476,-0.1547371242,0.3298116539
SRX2038338,0.7339493118,-0.0641102801,-0.3770133507,-0.0393737683,-0.147708369
SRX2038339,-1.0466254356,0.4335230942,0.5574255159,0.2501503312,0.1776874777
SRX2038340,2.5416266774,-0.1511554798,0.0023126014,0.118605105,-0.6758762535
SRX2038341,1.315159464,-0.0774772219,-0.3415925085,-0.2235231519,-0.3830104012
SRX2038342,3.0074925494,-0.1502114202,-0.48444085080000004,-0.005820655100000001,-0.6258374279000001
SRX2038343,0.7496499797,0.1315080696,-0.19891322050000002,0.3817238047,-0.8211100075000001
SRX2038344,0.0245126321,-0.0719380109,-0.4049088349,0.32375834000000003,-1.323253442
SRX2038345,-0.9490207111000001,0.12563758,-0.8527262456,-0.0433227116,-0.9410560172
SRX2038346,-1.7774660814,0.9592729955,-0.0481223942,0.19932757410000002,0.0507837041
SRX2038347,-2.5887503972,0.8334966567000001,0.10384389840000001,0.14079930370000002,-0.36151505040000004
SRX2038348,-1.6945920883999999,1.0963381317,0.0738779786,0.49270361770000004,0.015682493000000002
SRX2038349,1.5323184479,-0.09922067500000001,-0.26137277670000003,0.0426140761,-0.8430240657
SRX2038350,0.8870771822,-0.1683037611,-0.1833071832,-0.3971236748,-0.7095500967
SRX2038351,2.0864479555,0.12045115120000001,-0.44253011280000004,0.23768789280000002,-0.9011111180000001
SRX2038352,-0.2592813586,-0.10618114270000001,-0.446762853,0.39938953930000004,-0.9978276163
SRX2038353,2.7575444027,-0.4606796238,-0.6754981247,0.1948497495,-0.5477391271000001
SRX2038354,4.8766640482,-0.2463820843,-0.07145826150000001,0.34115678600000005,-0.3795001022
SRX2038355,-0.541339199,0.3616560525,-0.4823670472,0.5041154253,-0.8229495654000001
SRX2038356,4.7594127062,-1.0284903831,-0.43409591340000003,-0.09522302810000001,-0.49900804390000003
SRX2038357,3.1663346934,-0.0647473615,0.39970949710000003,0.18892159500000003,-0.2229902957
SRX2038358,3.0574952742,-0.0761053958,-0.17887231280000002,-0.356283513,-1.050438918
SRX2038359,2.4561373187,-0.09697300660000001,0.010444783800000001,0.0095339402,-0.9253455741000001
SRX2038360,2.5303566695,-0.2615945059,-0.4122120703,-0.36365401340000003,-1.143631335
SRX2038361,0.8596000849000001,-0.162388314,0.022754137600000002,0.0470234309,-0.6899662739
SRX2038362,-2.0067502174,0.06995235600000001,-0.3917278658,0.343057009,-0.431709809
SRX2038363,-2.7878212228,0.16927389210000002,-0.1225056204,0.4833252335,-0.8646589433
SRX2038364,-1.8601922297,-0.21989089520000002,-0.3997059032,0.2701488164,-0.45853898340000004
SRX2038365,-2.0328751834,0.8976741623000001,0.0834395968,0.2995943716,-0.2640806834
SRX2038366,-2.2994373364,0.7015805322,0.3608213022,-0.0504719904,-0.5786324041
SRX2038367,-1.5515084188000001,0.8552512050000001,0.3834445456,0.402264648,-0.680639905
SRX2038368,-0.1011651992,-0.3455777802,-0.45927943400000004,-0.23839111710000002,-0.9313440660000001
SRX2038369,-0.0903701553,-0.3496650475,-0.198315561,0.0487207159,-0.8045448596
SRX2038370,-3.1183941371,-0.3209950742,-0.3073502466,0.1675840423,-0.9736267228000001
SRX2038371,-3.1109069629,0.10337487640000001,-0.4179557645,0.2556174398,-1.7514730810999999
SRX2038372,0.6527617665000001,-0.1810282464,-0.8890720193,0.46802346,-0.9426322646
SRX2038373,-0.1511268277,-0.1042635281,-0.6502022962,0.3436127342,-0.9324803580000001
SRX2038374,-2.7502442954,0.17177478340000002,-1.1263124784,0.37448700560000003,-1.1485021186
SRX2038375,0.3566589885,-0.3989806461,-0.7791888210000001,0.0825104069,-0.5130261229
ERX530520,0.3983540714,0.0,0.19980019170000002,0.0245534296,0.027978306
ERX530521,-0.21245009620000002,0.1430180401,0.07267635900000001,-0.25163910700000003,-0.28426126290000003
ERX530522,-0.6287308128,0.0,-0.3433674795,-0.3327385101,-0.40835610370000003
ERX530523,-0.0694387264,0.0,-0.8564162667,-0.5545358974,-0.18742537580000002
ERX530524,-0.3983540714,0.0,-0.19980019170000002,-0.0245534296,-0.027978306
ERX530525,0.2364108372,0.1810243454,0.0701416252,-0.3204255749,-0.12312843670000001
ERX530526,-0.405422632,0.0,0.30835879850000003,0.0629565564,-0.2665569219
ERX530527,0.09141198980000001,0.3016847958,0.0877401889,-0.3010834953,-0.3419932559
ERX3212443,-2.5295231676,-0.5190136381,-0.1796496621,-0.4814018966,0.4951291902
ERX3212444,-1.7575770952,-0.3222420219,-0.168072726,-0.6138466179000001,0.5282612775000001
ERX3212445,-1.6733492531,-0.4530709885,-0.0347154799,-0.5934602095,0.5388327452
ERX3212446,-2.062769827,-0.2782649171,-0.17133669340000002,-0.8455443284,0.0733341685
ERX3212447,-1.1034882782,-0.2806686959,0.0541334511,0.0014760176,0.23331332970000002
ERX3212448,-1.4905621645,-0.4037237883,0.0559414447,-0.2006969698,0.2936524889
ERX3212449,0.0166934269,-0.0037651177,0.0844621906,0.0096002924,0.0053444871
ERX3212450,-0.0583600321,-0.0090358951,-0.082302913,-0.0250382119,-0.0380483048
ERX3212451,0.0416666053,0.0128010128,-0.0021592776,0.015437919500000001,0.0327038177
ERX3212452,1.4451083567,-0.093188196,0.0238383271,0.0899470473,-0.1505166587
ERX3212453,1.0395576198,-0.0238553789,0.0554037542,0.1886654432,-0.1406825428
ERX3212454,0.7823200835,-0.0313487078,0.33822658240000003,0.4588168157,0.19901135550000001
SRX7478973,0.5271093283,0.0095465275,-0.2806123235,0.045866205,-0.0307052643
SRX7478974,-0.8099080913000001,0.0232059397,0.048528958500000004,0.048823388,-0.29837836030000003
SRX7478975,0.282798763,-0.032752467300000004,0.232083365,-0.094689593,0.3290836246
SRX7478976,0.6460446280000001,-0.15256787230000002,0.31486008600000004,0.0090892575,0.1228972319
SRX7478977,0.4503580969,-0.12441594560000001,0.27084092530000003,-0.0217282625,-0.1692551499
SRX7478978,0.40229002140000003,-0.10435943240000001,0.3590626414,-0.1829556897,0.3676494218
SRX7478979,0.3207811901,-0.4254753164,0.4329661447,0.0003094814,0.3538193458
SRX7478980,0.6795901746,-0.3196076483,0.6052419305,-0.026240665700000002,0.41197237610000004
SRX7478981,0.8795934943,-0.3156598178,0.5899694939,-0.08809672610000001,0.27205525880000003
SRX7478982,0.8313200162000001,-0.5449668212000001,0.4296274499,-0.0857873251,0.1546633298
SRX7478983,0.1574572511,-0.523218044,0.4769412975,-0.0624813239,0.181779925
SRX7478984,0.5403062746,-0.5631612565,0.6113668889,-0.2247610015,0.241015746
ERX1521038,-3.7353819133,-1.8529613086,-0.39397574090000004,0.1627363037,0.1025900143
ERX1521039,0.5753694702000001,4.4171410107,-0.036025850400000003,0.39231474380000003,0.0325783359
ERX1521040,-3.9554768795,-1.9114182228,-0.2373554327,-0.0113549766,0.2102891741
ERX1521041,1.4746069124,4.1511978614,-0.0268183548,0.41549266690000003,0.1220451763
ERX1521042,-2.3009393136,-1.9114182228,-0.3524756605,0.37551988070000003,0.4081639314
ERX1521043,2.2782820035,1.5058805974,0.2757242386,0.2958956203,-0.4645212761
ERX1521044,-2.5004119841,-1.8065297164,-0.49580533200000004,0.2400129108,0.18506455360000001
ERX1521045,2.5004119841,1.8065297164,0.49580533200000004,-0.2400129108,-0.18506455360000001
SRX621182,-6.2065382722,-1.6696986845000001,-1.0936344842,-1.9072496887,-1.1222129359
SRX621183,-6.1735108999,-1.4652493593,-1.2615444251,-2.2285453364,-1.0371567741
SRX621184,-4.435577559,-0.35889479760000004,-0.0404046418,-1.0804863409,-1.1150671133
SRX621185,-3.9436567804,-0.8014556473000001,-0.11821539730000001,-0.5042927463,-1.2359529551
SRX621188,-3.6295950415,-0.8388314320000001,-1.1955337236,-1.6496551672000002,-1.1514785621
SRX621189,-2.5974479467,-0.4152274681,-0.2859263353,-1.7048111771999999,-0.9487566627
SRX621190,-0.05255703,0.1043733763,0.2491958775,0.3406317998,0.0560385855
SRX621191,0.05255703,-0.1043733763,-0.2491958775,-0.3406317998,-0.0560385855
SRX621192,2.2203510582,-1.5472205910999999,-1.0139647237,0.2751343377,0.5119362405
SRX621193,3.022963138,-1.5531352302,-0.7930615849,0.1336304123,0.8331544412
SRX6489436,-7.8983995136,-0.19100837710000002,0.21761410850000001,-0.1572075142,-0.5857785061
SRX6489437,-9.192712802700001,0.7087330881,0.5224830125000001,0.0115144544,-0.1325261094
SRX6489438,-6.1701474699,0.34349852080000004,0.5304003047,0.35628604540000003,-0.2807598049
SRX6489439,0.7352713187000001,0.1536742525,-0.2564166598,-0.3012259725,-0.1085302749
SRX6489440,-1.4434041156,-0.0322767413,-0.4341405017,-0.5795553355,-0.7430338169
SRX6489441,0.7081327969,-0.1213975112,0.6905571616,0.8807813080000001,0.8515640918
SRX6489442,-1.1075454087,0.21202446060000002,0.0289087636,0.3807373902,-0.4063618183
SRX6489443,-6.5813369589,0.5987173526,-0.47021134670000003,-0.052424405,-1.4274961940000002
SRX6489444,-0.8665599981000001,-0.1807484194,0.1487430159,1.0357557428,0.6691944452
SRX6489445,-0.7350647075000001,0.1036303247,-0.19820863060000002,0.1440685034,-0.3338674667
SRX6489446,-3.0617703669,0.0875729346,-0.2149857141,0.0869685275,-0.736156319
SRX6489447,-0.8115492644000001,-0.3900321698,0.3511439227,0.7209459960000001,0.4992284853
SRX6489448,-5.0862114875,-0.5681724135,-0.5901460105,0.2032206209,-1.053754119
SRX6489449,-4.472355535,0.019754427,-0.6560632526,-0.0025000361000000002,-1.0941416626
SRX6489450,-8.1517360959,0.27332833030000003,-0.146897896,0.8940283931,-0.2991678736
SRX6489451,2.6300435253,-0.0690832475,0.23444943810000002,0.1164358638,0.5698469427
SRX6489452,-3.1921345799,0.6704954660000001,0.1139770155,0.0665622439,-0.6646076642000001
SRX6489453,0.7056324687000001,-0.2908193112,0.38319485200000003,0.6832371847,0.6551848883
SRX6489454,1.6027495611,-0.2406689964,-0.0960327134,0.172634104,0.0231489962
SRX6489455,0.0176375273,0.14526903260000001,-0.0124360522,-0.0316311653,-0.1375288171
SRX6489456,0.5684703453000001,-0.21581755660000002,0.5598028837,0.674658337,0.6588762081
SRX6489457,-9.9803115925,0.5535835338,-0.6444970978,0.9343574984,-0.4082138135
SRX6489458,-12.2584269157,1.2081234349,-0.321038733,1.1259728559,-0.52645941
SRX6489459,-12.6240199669,0.8957372423000001,-0.1040356721,1.00847286,-0.1553081325
SRX6489460,-11.6746647999,0.6569229851,-0.8271854177,0.8025938475000001,-0.6733790077
SRX6489461,-10.564401877,0.6167569178,-0.5062810738,1.3124116286,-0.2355483518
SRX6489462,-11.6813117229,0.8316677062000001,-0.24889549530000002,1.1472451351,0.18508565870000002
SRX6489463,-13.2466065407,0.1999734554,-1.0537984379,0.46162453480000004,-0.8351352551000001
SRX6489464,-12.3579087737,0.2197027038,-0.863906838,0.8254382154000001,-0.6537333584
SRX6489465,-12.630983351,0.25218964180000003,-0.4520016392,1.2391170344,0.2899388066
SRX6489466,-10.6979254541,0.5340236142,-0.5529074145,0.9741280804,-0.6891596525
SRX6489467,-11.7330990374,1.0834013949,0.006460764700000001,1.2293175223000001,0.31635242010000003
SRX6489468,-12.1727072762,1.0978565866,-0.0027521438,1.2351270732,0.3645427518
SRX6489469,-12.7967322225,0.9741019127,-0.37022402530000004,0.8593920469,0.0826919113
SRX6489470,-11.1008756446,0.6802497518,-0.2997911392,1.3999062837,-0.34104628670000003
SRX6489471,-11.6586671761,0.9403858490000001,-0.1258176092,1.3245919383,0.3577856265
SRX6452027,-3.7867832089,-0.20978116330000002,-0.3688367804,-1.3756578379,-1.4476102875999999
SRX6452029,-0.1980735266,-0.0744435516,-0.0721279809,-0.07361550480000001,-0.0238770435
SRX6452030,-3.7832934656,0.4468453882,0.1149848837,-1.103434414,-0.8985766062
SRX6452031,0.8027481024,-0.1340233916,0.306124597,0.0648608717,0.5490952302000001
SRX6452044,0.19865491870000002,-0.0619563058,0.3454800804,-0.0055653533,0.6266259750000001
SRX6452045,0.2997369298,0.0976427973,0.35284251450000004,0.1200605398,0.8819797836000001
SRX6452046,0.8085879213,-0.21477502510000002,0.3887046866,-0.19886570350000002,0.4671128256
SRX6452047,-1.6764909703000002,0.3342765871,0.5699841558000001,-0.6529996744000001,-0.25440008680000004
SRX6452048,0.1980735266,0.0744435516,0.0721279809,0.07361550480000001,0.0238770435
SRX6452059,-1.812663454,0.0047005741,0.47702601050000004,-0.7000554496,-0.8698364328
SRX1828491,4.4273334016,-0.7086893064,-0.3882358831,0.5386824008000001,0.7143911841
SRX1828492,4.8708327965,-0.6762833235,-0.23270777210000002,0.2581455704,0.6505880478
SRX1828493,1.6027727388000002,-0.5961064718,-0.3053632417,0.5252756245,0.7390140172
SRX1828494,3.0740209771,-0.9389203311000001,-0.2225489537,0.9153200142000001,1.456653752
SRX1828495,-3.606837671,0.3523185716,0.1104717879,0.2859956322,-0.33647211250000003
SRX1828496,-2.5511204805,0.2347033211,0.16233368750000002,0.27028629400000004,-0.33321797410000004
SRX1828497,0.6410293649000001,-0.0167791524,-0.4600985013,0.1266540272,-0.0371787602
SRX1828498,0.518215683,0.1179135661,-0.5871985151,0.5014716261000001,-0.3738716425
SRX1828499,1.9791886872000002,-0.13920940210000002,0.053796720900000004,0.3715191901,0.2361730718
SRX1828500,2.7741484834,-0.3839734456,-0.013133453500000001,0.6990269996,0.6289486114
SRX1828501,0.4776581253,-0.0986806617,-0.0349336574,0.7792298950000001,0.0653597444
SRX1828502,-2.0901258933,0.1994489292,-0.12919229200000001,0.39528504410000004,-0.0066229651
SRX1828503,-0.8712494933,-0.4435333853,-0.5810606737,0.3065828499,0.0669873619
SRX1828504,-1.424201127,-0.4244188257,-0.7654759288,0.1622768449,-0.2834279713
SRX1828505,-0.7963779812,-0.1329093335,-0.145554193,0.445244532,-0.0502256408
SRX1828506,0.8202365964,-0.4127689734,-0.4375491348,0.5033025376,0.247227937
SRX1828507,-0.6637119822,0.0866657269,0.0042718084,-0.2588631454,-0.1598103672
SRX1828508,0.6637119822,-0.0866657269,-0.0042718084,0.2588631454,0.1598103672
SRX3796953,0.1215916747,-0.011919778300000001,-0.1629435063,0.053205019400000005,-0.0693826511
SRX3796954,-0.1215916747,0.011919778300000001,0.1629435063,-0.053205019400000005,0.0693826511
SRX3796955,-0.0246584111,-0.20470735180000002,1.5346073630000001,-0.0433248356,-0.7470648342
SRX3796956,-0.4521092786,0.1806692184,1.9199258465,0.5486919178,-0.4442728589
SRX3796957,0.9377258472000001,0.1726251009,-0.2921165994,-0.6946052538,-1.1569247643
SRX3796958,1.3245851768999999,0.0196643383,-0.2293722164,0.2021977809,-0.6419065984
SRX3796959,1.9439264266,0.2249489489,0.11659635400000001,-0.0299412603,0.5707381704
SRX3796960,0.6248549229,0.1194383926,0.0437533655,-0.0167870463,0.3533200413
SRX3796961,2.6767111467999998,-0.6919210905000001,0.7096763139000001,0.0013347712,0.3047987967
SRX3796962,4.7766397996,-0.5639088368,0.7911387101,0.3186862525,0.35697272420000004
SRX3796963,1.528623756,-0.0544059229,-0.1283111124,-2.537799087,-1.9893185044
SRX3796964,1.3732176909,-0.014093932000000002,-0.0642501974,-1.4829582264,-1.6502186426
SRX3796965,2.043264428,-0.4503003694,0.6397423645,-0.41235991050000004,-1.3989629846
SRX3796966,0.8565171923,-0.4641175329,0.4281434028,-0.5340710735,-1.2592386683
SRX3796967,3.8845284825,-1.0025144526,1.2126959896,-0.0204980558,-0.3552720569
SRX3796968,2.4343181018,-1.1404914458,0.4158007164,0.0388083559,-0.44047911510000004
SRX3796969,-0.5909883477,-0.8909438317,0.3968382523,-1.7173108524,-1.336142346
SRX3796970,1.372683897,-0.5318614534,0.0909441169,-1.4279201925,-0.8255995352000001
SRX3796971,-0.2535761959,0.0033368332,-0.1274500801,-0.07426338660000001,-0.1292564387
SRX3796972,0.0084583486,0.0118921209,-0.039382486200000004,-0.1682397494,0.0010248064
SRX3796973,2.1332132347,-0.5675203342,1.2688243758,0.0977191962,0.6665405664
SRX3796974,5.4705439873,-0.5965645774,1.1384051438,0.38501553980000003,1.1567031192
SRX3796975,2.1845447084,-0.09172600310000001,-0.6068568446,-0.3536716628,-1.2638361669
SRX3796976,2.4787845678,-0.2604633833,-0.3328511602,-0.46557681300000003,-1.1661057503
SRX3796977,1.2866071737,0.0257724632,-0.24906410510000002,-0.1193660384,0.40706474730000003
SRX3796978,0.6650480516,-0.0743060465,0.0385167732,-0.2092100479,0.1579802472
SRX3796979,5.7581628903,-0.7908679979000001,0.9740432111,-0.0172135513,0.5294972933000001
SRX3796980,5.9335953243,-0.5605540760000001,0.8732653151,0.20248464870000002,0.7500253049000001
SRX3796981,0.7156086888000001,0.1988388559,-0.4748877644,-0.9740396688,-1.2858413951
SRX3796982,0.6522518865,0.2155505949,-0.1711646672,-0.2810959178,-1.1264390268
SRX3796983,1.7112211573,-0.4247212359,0.6795692222,-0.44699035940000004,-1.2101778078
SRX3796984,2.4202838336,-0.4265440585,0.538312283,-0.2428400987,-1.0155130628
SRX3796985,1.5956576199999999,-0.8679103318,0.6398781248000001,-0.4049448512,0.4587100022
SRX3796986,-0.38830655750000004,-0.8983829466000001,0.8091773401,-0.3150608301,0.3726461786
SRX3796987,-0.8043124261,-0.3971189492,1.801071051,-0.234846508,-0.006970225
