,A,NtrC,RpoS,ArgR,RpoN
SRX5694543,-3.0452257579,-2.2731978963,-1.2433446982,-0.5746612465000001,0.684112421
SRX5694544,-0.21409507460000002,0.33608548660000004,-0.09469580500000001,-0.4634025894,0.1741701713
SRX5694545,1.5865346686000001,0.8512282989000001,0.3882651955,-0.3474688937,0.22184745760000002
SRX5694546,-1.095994087,1.5803473885,-1.0093608602,-0.0038267658,0.3126274732
SRX5694547,1.871373323,1.1216420823,0.4493025752,0.0195523121,0.3505350951
SRX5694548,0.6441504797000001,0.1681614096,0.091783931,-0.1999895932,0.0520217171
SRX5694550,3.0615458528,-0.020234499,0.062013330500000005,-0.08773058660000001,-0.1795968479
SRX5694551,-2.3920826866000002,0.5808867652,-0.9358932155,1.1627217001,1.300507726
SRX5694552,1.714214998,0.937099521,-0.4164593802,0.1744235968,0.19175662170000002
SRX5694553,-0.0445994616,0.4273861608,-0.0044865156,-0.39445356400000003,0.262236693
SRX5694554,1.1790416187,-0.1297947595,-0.0383475161,-0.0260004825,-0.5225968489
SRX5694555,-2.5361551457,-1.70181367,-0.7369655924,0.0763863215,-0.3332799081
SRX6072760,2.6521544054,-0.2190979553,0.41317827430000004,0.3458141335,-0.1066234063
SRX6072761,-0.5229713052,-0.0408626251,0.604767283,0.7003549375,-0.009596166500000001
SRX6072762,5.807488283,-0.5880255222,0.7448858374,0.3565541406,-0.0790526196
SRX6072763,7.2354793289,-0.7766363126,1.4155093927,0.3674385305,0.38187602470000004
SRX6072764,-1.5303409785,0.1333256296,-0.2457375582,0.4550658997,-0.34110027670000004
SRX6072765,5.2177420264,-0.8037733059000001,1.3219007904,0.35990644660000004,0.35312897400000004
SRX6376491,-0.0118865198,0.0547123745,-0.6830534858,0.6210496652,0.5797424133
SRX6376492,-2.1374841118,-2.9993360544,-0.6785606825,0.0947097821,-1.33942713
SRX6376493,-2.4219246153,-2.7460272162,-0.4696651093,-0.08973673430000001,-1.4284988515
SRX6376494,-2.9315960579,-2.0883735666,-0.46349901590000003,0.34448457600000004,-1.1109287256
SRX6376495,0.8594658532,0.5894204867,-0.3385525806,0.36066892710000004,0.3686310324
SRX6376496,-0.3358487851,0.0333077525,-0.6918979069,0.49765333400000006,0.5269048507
SRX2723951,4.0394055527,0.9313674979000001,1.3115418012,0.0984724695,0.4437075254
SRX2723952,8.7114283735,1.1113884594,2.719049273,0.0408684797,0.5704149586
SRX2723953,4.3706323122,1.1154834947,1.9266550545,-0.6696871031,0.5369991293
SRX2723954,17.4827687092,1.599783004,2.7159852568,0.2663703073,1.1478756833000001
SRX2723955,7.325176845,1.0469231939,0.8854595021,-0.1478428051,0.0448667602
SRX2723956,4.0862578349,0.8871922107,1.3716701738000001,-0.049754324600000004,0.5671756971
SRX2723957,0.42813172310000003,0.3707157334,-0.0180868505,-0.0719815389,0.1614554932
SRX2723958,2.6862901897,0.3964762443,0.8312034412,-0.7543596752,-0.013684229400000001
SRX2723959,0.0420988166,0.2147964779,-0.0430751967,0.0986188548,0.1615911191
SRX2723960,2.2583216306000002,0.6472036566,1.8905631967,0.3867857921,0.5863427365
SRX2723961,11.7140645156,1.3680670795,3.0586390134,0.41279978710000004,1.3011363901
SRX2723962,1.9933851071,0.5454736191,1.1510770369,0.2265502469,0.44244931
SRX2723963,1.6596751506,0.6258276415,0.09465619600000001,-0.170109388,-0.23870822200000003
SRX2723964,7.4056465963,1.0501833252,1.3046074190999999,-0.034225561700000004,0.034623570400000005
SRX2723965,2.9997436301000002,0.5660347565,0.7440262712,0.1931549957,0.3199969646
SRX2723966,-0.4886652906,0.06809633080000001,0.5336637103,0.0091854804,0.1637336314
SRX2723967,0.44792115450000003,-0.0864908063,-0.3890912637,-0.0409722031,-0.0974010988
SRX2723968,0.0407441362,0.0183944755,-0.14457244660000002,0.0317867227,-0.06633253260000001
SRX6977206,-1.0678302563,-0.4704158091,-1.4457715828,-0.6303209987,-0.5603580095
SRX6977207,-1.1628442654,-0.5010657649,-1.5601079896,-0.7434979499000001,-0.5673063791
SRX6977208,-0.0569999292,0.5219383318,0.810740581,-0.3646076505,0.1286979483
SRX6977209,-0.7940357574,0.5072505933,0.8647603072000001,-0.6495063377,0.12319856700000001
SRX6977210,-0.8104292128,0.33318612680000004,0.9669022083000001,-0.5827074279000001,0.1668869606
SRX6977211,0.10984566700000001,-0.3106698164,-0.4381731909,0.28835221450000004,-0.15259010380000002
SRX6977212,-0.40731023390000004,-0.2315618691,0.130608776,-0.08002980080000001,0.0602725224
SRX6977213,0.2974645669,0.5422316856,0.3075644149,-0.20832241370000001,0.0923175814
SRX6977214,-1.1079380918,-0.2801411473,-1.4681930284,-0.6380717385,-0.6096590518
SRX1153733,0.1793741345,0.0145093019,-0.1546157778,-0.0087088926,0.040384679
SRX1153734,-0.1793741345,-0.0145093019,0.1546157778,0.0087088926,-0.040384679
SRX1153735,1.3067443742,0.5224912487,-0.6446691254,-0.0405384489,-0.1000048731
SRX1153736,-1.3006218164,0.6453719047,-0.4501057755,0.033756452900000004,-0.0182377687
SRX5204053,0.9811488793,-0.46042589310000004,0.1059205538,0.27770130400000004,-0.28891315030000003
SRX5204054,0.6269481161,-2.0429859854,1.3829855504,-0.5874569268000001,0.039433998000000005
SRX5204055,0.34262395840000004,-0.7620184659,0.4041661848,-0.0047989262,-0.26352981940000003
SRX5204056,-2.9114517761,-1.1191599898,0.30663911790000004,0.6099081445,0.2680230091
SRX5204057,-3.3971195708,-1.3638929893,0.31144163620000004,0.4781942246,0.2771931545
SRX5204058,-3.1114467797,-1.2497206684,0.3127912652,0.45413818780000004,0.2675030988
SRX5204059,0.1515740202,-1.6489224312,0.1760007295,-0.1113123235,0.38510948500000003
SRX5204060,-0.7610535896,-1.7151616874000002,0.454210979,-0.18567364520000001,0.4022591183
SRX5204061,0.6944059448000001,-1.683248918,0.6235460537,-0.035235042700000004,0.31910439420000003
SRX5204062,0.0835087719,-1.2056439925,0.1208037019,-0.13373197650000002,0.2898968666
SRX5204063,-0.4371369853,-1.2971739847000001,0.4877615953,0.2849079593,0.1480809059
SRX5204064,-1.4998658166,-1.3305903225,0.5163905927,0.3152945072,0.043063725000000004
SRX5204065,-1.8970063865000002,-1.7647963386,0.6884772919000001,0.5183934194,0.2214949126
SRX5204066,-2.5623742642,-1.7048556544,0.7122389416,0.34127707100000004,0.2375757161
SRX5204067,-2.9184658124,-2.051568538,0.6396841639,0.6482403969,0.10827356710000001
SRX5204068,-1.8004897334,-0.9715315638,-0.1261035513,0.3027507977,0.2286456831
SRX5204069,-2.1541504035,-0.7962534043,0.38388275310000003,0.7396893707000001,0.1293620735
SRX5204070,-2.1337078036,-0.8743593917,0.2827863503,0.2473694697,0.1015233809
SRX5204071,-2.3886234386,-1.4071898909,0.7819781372,0.2010415503,0.025900977300000003
SRX5204072,-1.577719218,-1.3261972458,0.6750482209,0.2993996483,-0.0084411047
SRX5204073,-1.775114201,-1.5783328855,0.8001322815,0.2953740083,-0.08752319160000001
SRX5204074,-1.5696948325,-1.1295565249,0.787458333,-0.10941001560000001,-0.14998926270000001
SRX5204075,-1.9158790897,-0.8481412154,0.2597792446,0.28298839130000003,0.0412438646
SRX5204076,-2.3117372585,-0.9751449796,0.8436964682,-0.1729467801,-0.0466773335
SRX5204077,-2.2992165438,-1.2071614292,0.5144514775,0.2156892964,-0.0868794131
SRX5204078,-2.4467622568,-1.1908181495,0.6103281862000001,0.08180701280000001,0.0085894929
SRX5204079,-1.9613828278,-1.1144721401,0.5001794788,0.2991597982,-0.018567060700000002
SRX5204080,-2.8532258373,-1.7918901745,1.2035249776999999,0.0882255525,0.0355272678
SRX5204081,-2.0896684594,-1.8017508992,1.2661395327,0.1160282824,-0.14513015340000002
SRX5204082,-1.7190202196,-1.5244516665,1.16465461,0.0984780349,-0.1740518203
SRX5204083,0.7576800627,-0.6580059274000001,0.3070321777,-0.5247903435,0.3011034106
SRX5204084,-0.7077386496,-0.9437803935,0.3451877582,-0.3303455367,0.2568240081
SRX5204085,-0.2972336733,-0.6469008807000001,0.3989484895,-0.33105083890000003,0.2176073537
SRX5204086,-1.9238543215,-0.2089916856,-0.3712610376,-0.3192466496,-0.0695649644
SRX5204087,-1.815712248,-0.5118325783000001,0.0945027819,-0.511705898,0.27643011100000003
SRX5204088,-0.5685945561,-0.2488954424,-0.3559708344,-0.3436378031,0.0603497936
SRX5204089,1.2706483848,-0.9479954253,0.1728373939,-0.2402205581,0.087607533
SRX5204090,1.4000030399,-1.0840119147,0.3912909238,-0.2862136503,0.0913216261
SRX5204091,0.9382647659000001,-1.0832916004,0.2723628656,-0.4629023076,0.26532415800000003
SRX5204092,1.2183122176,-1.3686416313,0.0722377781,-0.062311980700000005,0.1705345391
SRX5204093,0.9951653118,-1.1307057573,0.1366100778,0.22875082330000002,0.3225211441
SRX5204094,0.4072151651,-1.2317242489,0.46169277950000004,0.0660612542,0.3128917021
SRX5204095,-0.2430604168,-0.2009455959,0.17100117450000002,-0.1702947465,0.14295592270000002
SRX5204096,-0.0646220211,0.159915307,-0.3040600283,0.2398461345,-0.13966334160000002
SRX5204097,0.3076824379,0.0410302889,0.13305885380000002,-0.069551388,-0.0032925811
SRX683459,0.1379255651,-0.013928156,-0.1036135371,-0.1536750251,0.0801952651
SRX683460,-2.8751111905,-0.1368357799,1.8095372007,2.0306303964,1.0104096684
SRX683461,-1.1906970852,0.2920089473,-0.3329100937,0.2617349621,-0.15961013970000001
SRX683462,-2.4723792303,-0.28172726670000003,1.576321233,1.5728972886,0.9908922373000001
SRX683463,1.0527715201,-0.2780807914,0.4365236308,-0.10805993700000001,0.0794148746
SRX683464,-1.6989473211,-0.10800998860000001,1.7365836246000002,1.9310649392,0.8979434834000001
SRX683465,-0.8890735866,-0.45889376140000004,-0.7739175568000001,-0.8521617716000001,0.3861377004
SRX683466,-2.5617813457,-0.1036427868,0.5272466452,1.8362348538000002,1.2033600538
SRX683467,-1.6940965717,-0.0922985832,-0.7396419659,-0.28954799470000003,0.26954894160000004
SRX683468,-2.9548924697,0.1629547559,0.5665940065,1.6138738079000001,0.7817928164
SRX683469,-0.45144442970000004,-0.2725049972,-0.27680535,-0.7984532223,0.5099844118
SRX683470,-1.2457329354,-0.0300515987,0.6392348118,1.2318154803,1.154091223
SRX322077,2.3909097352,0.6681115706,0.1685960022,-0.6904608447,-0.1133370323
SRX322078,0.6397537432,0.4127214493,-0.1299500352,-0.5308120433,-0.0237831136
SRX322079,1.5186006653000002,0.9578993192,-0.1740936811,-0.9873226951,-0.1769844632
SRX322080,0.8647454492000001,0.36001625,0.016899559,-0.6752141763,-0.0023652598
SRX322081,-1.3674297503,0.057018016500000004,-0.023671544500000002,-0.3400131905,0.1417380475
SRX322082,-0.771329805,-0.4633942093,0.050678763,-0.0630287639,0.0611544907
SRX322083,-0.5075016319,-0.4919427999,-0.1300246802,0.4274355933,0.08432900630000001
SRX322084,1.0653692731,0.6098459278,0.1115131822,0.006301281000000001,-0.09368249070000001
SRX322085,-0.5578676412,-0.1179031279,0.018511498,-0.4337368743,0.0093534845
SRX2708592,3.5858183682,0.8912506566,-0.7990890634000001,0.6637685627000001,1.0386732648
SRX2708593,3.0171660734,1.6212433052000002,-0.5456499056,0.6707919367,1.2993008221
SRX2708594,1.767578531,1.5454234883,0.1931737134,0.1794544803,0.7911549408
SRX2708595,0.5933814207,0.2817752759,-0.062391286000000004,0.0452106051,-0.0099408411
SRX2708596,-0.9079431680000001,-0.4163454002,0.09866804700000001,0.0026843548,0.07868816470000001
SRX2708597,0.3145617473,0.1345701243,-0.036276761000000005,-0.0478949599,-0.06874732360000001
SRX2708598,2.0468285376,0.076911475,-1.1324579805,0.3400648385,0.3964592985
SRX2708600,0.6382080882,-0.13183715740000002,-0.5716598474,-0.3372959426,0.5109733348000001
SRX2708601,0.1970624088,0.3291133691,-0.5384028595,0.0884201242,-0.3099313486
SRX2708602,2.8782506253999998,1.3583202756000001,-0.0165785062,-0.29068361200000004,-0.06540984600000001
SRX2708603,1.4865893394,0.4554844239,-0.0691198381,0.3331486571,-0.2666675979
SRX3073814,0.4344042111,0.2425597214,0.3844655105,-0.086696585,-0.10783201240000001
SRX3073815,0.8075143346,0.8407436618,-0.8757333977,-1.0044428641,0.15824388150000002
SRX3073816,3.0282895666,0.7697387058,-0.5311502529000001,-2.9423982724,-0.43737589990000003
SRX3073817,4.3440419411,0.27252728260000003,-0.5721218595,-3.6059455527,0.6552404767000001
SRX3073818,5.7121014171999995,0.1549336087,-1.2941337247,-2.7736747476,1.6580148005000002
SRX3073819,1.1497067728,0.0880224326,-0.06365320990000001,-0.1633942692,0.22192684740000002
SRX3073820,2.4583094047,0.6580130352,0.1795351437,-1.6387307180000001,0.3839373802
SRX3073821,4.9827073828,0.0847658346,1.0981206411,-3.4465947834,-0.0509269895
SRX3073822,4.0657295722,-0.3220532607,0.3371587079,-3.4412040148,0.574184993
SRX3073823,4.9469692266,0.6243177576,0.1848873779,-2.7951353264,1.3968077029
SRX3073824,-0.4344042111,-0.2425597214,-0.3844655105,0.086696585,0.10783201240000001
SRX3073825,2.7123336091,0.9551436945,0.3142790124,-1.3785696093,0.47557474930000004
SRX3073826,5.2758935178,0.8065135667000001,0.44154563750000003,-3.1635154741,-0.0979839337
SRX3073827,5.411218885,-0.09697521170000001,0.2787898697,-3.7793584976,0.9298331089
SRX3073828,5.0676933805,0.2093133902,-0.8792811828,-3.1505247999,1.8507670551
SRX3073829,0.4701070331,-0.0795486405,-0.24691737160000002,-0.09057879640000001,0.0419514728
SRX3073830,1.4045331956,0.5226295426,0.7670260286,-2.1156590866,0.1647592964
SRX3073831,3.0987484898,-0.0972901974,0.2563131363,-3.3876355351000003,-0.3415013979
SRX3073832,3.3723292924,-0.5308006938000001,0.59706098,-3.6294082095,0.7882840066
SRX3073833,3.4344218638,0.36607789430000004,0.3531091729,-2.4554266319,1.4156927451999999
SRX2391456,1.392828482,-0.0223896838,0.213414118,0.0226151143,0.11074358570000001
SRX2391457,0.1076131687,-1.0785592328,-0.22549421890000002,0.0655828031,-0.1624802583
SRX2391458,1.6008401233,-0.39465396820000004,-0.058439903700000004,-0.2226186759,0.0056280402
SRX2391459,1.1228628887,-0.4914831686,-0.16247405180000002,-0.0661464291,0.0412093648
SRX2391460,0.9317831418,-0.445241031,-0.1317305358,-0.0358363695,0.040798750200000004
SRX2391461,1.0236010337,-0.2752302312,-0.028977580200000002,-0.1117941288,0.0547989027
SRX2391462,0.5646167744,-0.47352047760000004,-0.0269183526,-0.09128103400000001,0.11289490270000001
SRX2391463,0.4854275195,-0.3907065219,0.0030864833,0.0086141097,0.1531201195
SRX2391464,0.371654394,-0.37304757200000005,-0.1260736549,0.0671662184,0.029019826500000002
SRX2391465,0.8643849214,-0.2843316045,-0.0071009044,0.06350787470000001,0.06348461300000001
SRX2391466,0.840156153,-0.39333129180000004,-0.07065822220000001,0.0754558912,0.0486880992
SRX2391467,0.055427273900000004,-0.0061279432,-0.0439860596,0.08802915280000001,0.0225145017
SRX2391468,0.0163785255,-0.0316056699,0.0331372216,-0.0839650608,-0.0079549809
SRX2391469,0.1419277755,0.033166543,-0.0420898373,-0.15537518220000002,0.0673960328
SRX2391470,1.9239743664,0.3805884563,0.6090305182,-0.7441548944,0.1478935335
SRX2391471,1.0169037597,-1.0128662315999999,0.16230046850000002,-0.8129368914,-0.1316371284
SRX2391472,1.8955552511,-0.2727844904,0.2343889959,-0.7820614879000001,-0.0203106426
SRX2391473,1.4660310812000001,-0.3758604725,0.0016003146,-0.39093763200000003,-0.1219099517
SRX2391474,1.1155768017,-0.4677554741,-0.10262556490000001,-0.0443875262,-0.1372826141
SRX2391475,1.4538997555,-0.42362397350000003,0.263338674,-0.7516258528,-0.0496341516
SRX2391476,1.3275698936,-0.1960677716,0.3080094476,-0.9247734853,-0.0225154233
SRX2391477,-0.2181331048,-0.8562180269,-0.053261284000000006,-0.5243601192,-0.1018335848
SRX2391478,0.0888806171,-0.4602984324,-0.0478062818,-0.006878131700000001,-0.075095517
SRX2391479,0.6366734171,-0.49891741500000003,0.24986148560000002,-0.8182087027,-0.033386169300000004
SRX2391480,1.0603786956,-0.4066939187,0.2597858686,-0.7065486803000001,-0.0844885021
SRX2391481,1.0071193015,-0.3114642721,0.1956587998,-0.2496862011,-0.030631214700000003
SRX2391482,1.3864047238000001,-0.29016624150000003,0.3444429299,-0.7007496228,-0.041778117100000005
SRX2391483,1.0354015403,-0.36745772790000003,-0.0919173263,-0.071415637,0.0711012112
SRX2391484,0.27517859,-0.6048874944,-0.1559284193,0.0665496604,-0.08026113950000001
SRX2391485,0.19254897,-1.2807611257,-0.3117323329,0.2605663333,-0.26228857780000003
SRX2391486,0.5547059515,-1.0949223968,-0.3549788984,0.1381143168,-0.13172305
SRX2391487,0.0653206099,-1.0685490436,-0.2191486229,0.0160857248,-0.0641812578
SRX2391488,-0.1243647767,-0.9688587987,-0.2554337699,0.0188425291,0.0350225418
SRX2391489,-0.1569492287,-0.8555981262000001,-0.15975841840000002,-0.11836016660000001,0.0293183076
SRX2391490,-0.2426919663,-0.5552250323,-0.15243856690000002,0.0215578193,0.06922512830000001
SRX2391491,0.36666692030000003,-0.5312738094,-0.14854090690000002,-0.0349949832,0.0853775008
SRX2391492,0.4335180967,-0.3457230384,0.0533523106,0.1549443704,0.1589193183
SRX2391493,0.8791130022,-0.29904858500000003,-0.0942249879,-0.0941472497,0.15527350280000002
SRX2391494,0.9553725602,-0.4081614598,-0.06799396270000001,0.047100813500000005,0.0864250114
SRX2391495,-0.055427273900000004,0.0061279432,0.0439860596,-0.08802915280000001,-0.0225145017
SRX2391496,0.050985609700000004,0.0496924931,-0.0276449604,-0.1586519946,0.0451296018
SRX2391497,-0.1054399899,-7.977220000000001e-05,-0.1012084702,-0.1236551285,0.0684111122
SRX2391498,0.10219902880000001,-0.4222963556,0.30589295710000003,-0.7737897737,-0.2158820794
SRX2391499,0.6021346552,-1.2332361473,0.0795924583,-0.5727065606,-0.2343129843
SRX2391500,0.7151095207,-1.1400617611000001,0.0206000678,-0.4184600647,-0.2165177666
SRX2391501,0.2095915129,-1.231476199,-0.3247070877,-0.1530989945,-0.28544913050000004
SRX2391502,0.2928243935,-1.2307493596,-0.39807763690000003,0.18562419930000001,-0.26896404300000004
SRX2391503,1.1276588432999999,-1.0387378887,0.045134451900000004,-0.5612333857,0.1158714339
SRX2391505,0.1158344308,-0.8397507316,0.1301877645,-0.5411308674,-0.0810049073
SRX2391506,-0.5285883798000001,-0.9372734946,-0.13219797960000002,-0.32853642580000003,-0.0990417814
SRX2391507,-0.4449776429,-0.9251619274,-0.2535108333,-0.0717241007,-0.0887430225
SRX2391508,-0.5613610939,-0.4576949249,0.48425317040000004,-0.301030474,-0.088533531
SRX2391510,1.1224833331,-0.4589577165,0.2794221789,-0.6329883973,-0.14743303530000001
SRX2391512,1.1857337893,-0.4212988011,0.3854533687,-0.609104258,-0.1087523703
SRX2391513,0.9751790394000001,-0.46399479730000004,0.1738750254,-0.306759086,-0.1030133887
SRX2391514,1.0054095539,-0.4506050407,0.019325781900000002,-0.0081696653,-0.023188923
SRX5632598,-0.9627302035,0.5124728945,0.9622415594,0.7247996153,0.31318655170000004
SRX5632599,-1.6025247386,0.5517676018000001,0.7550729143,0.7139523513,0.2077680137
SRX5632600,11.052088423,1.5265185409000002,1.8153011222000002,0.4371478078,0.3379162327
SRX5632601,9.6362581665,1.2421749078,1.6305390598,0.5241697922,0.208014145
SRX5632602,8.119326287,1.2300109398,2.66022843,0.6881399704000001,0.1191900048
SRX5632603,10.7885938259,1.2054389874,2.0770640183,0.21757034400000003,0.6614127202
SRX5632604,8.7498554425,1.1949719751,2.5665020116,0.8728875193000001,0.5984876075000001
SRX5632605,10.1774992777,1.6622885773,2.8456212339,0.8190482992,0.4196187712
SRX5632606,0.5783131207000001,0.42357089330000003,1.1736554388,0.8048531865,0.305655263
SRX5632607,-0.7148867289,0.8813499393,0.2661366081,0.195634266,0.0135937062
SRX5632608,-0.007335117800000001,-0.1443013169,-0.0111502136,-0.0626964711,0.0852694024
SRX5632609,-0.3480605211,0.1934964727,0.2054542597,0.1531490788,-0.0155165013
SRX5632610,0.8264443966,0.041559447,0.7391266073,0.2222978635,-0.0838011282
SRX5632611,0.35539563890000003,-0.0491951558,-0.19430404610000002,-0.0904526078,-0.0697529011
SRX5632612,-0.3657702513,-0.1262654591,0.7199340907,0.3166037949,0.27596232460000003
SRX5632613,-0.21961056480000002,-0.20381980500000002,1.2277820302,-0.0046542234,0.45113060850000003
SRX5632614,-0.20395645110000002,0.8252095260000001,0.0215407991,0.3216542696,-0.1525199025
SRX5632615,-0.613107445,0.7152420843,-0.0150692206,0.21987780440000002,0.052636634200000004
