,A,NtrC,RpoS,ArgR,RpoN
SRX2436963,-0.5350015208000001,0.13976956810000002,-0.0423046222,0.6381413105,-0.139414123
SRX2436964,-3.6311905499,-0.3012890787,-2.0566938058,1.0423172939,0.46414260090000004
SRX2436965,0.2648694098,1.6030416919000001,-0.9828317065000001,0.6577150789,-0.9293460187
SRX2436966,-3.0410424072,0.4578464721,-0.5097708088,0.3681933658,-0.2153956048
SRX2436967,0.7451847087,0.406454866,-0.2337895701,1.0606260001,0.307804224
SRX2436969,0.055554682,0.2602256741,0.5081283672,0.7850980114,-0.0441240533
SRX2436970,-3.1200120114,0.43294359190000004,-0.47408949180000004,0.4073454007,-0.17407644390000002
SRX2436971,0.0841283972,0.2994040866,-0.6043009345,1.0019730338,0.304790481
SRX2437029,-2.5115026519,0.43299772210000004,-0.6240025128000001,0.49830222690000003,0.359799287
SRX2437030,2.7197632156,0.49705251180000004,0.9201684831,-0.6713878425,0.2262852115
SRX2437031,-1.9656854893000002,0.3085886063,0.4262621594,0.0754250529,0.1001533352
SRX2437032,-1.7473745796,0.1632953234,-0.0907873793,-0.2723188173,0.2215301875
SRX2437033,0.11177886220000001,-0.6579854262,-0.6271696783,-0.7096500398000001,0.0514810393
SRX2437034,0.6101224928,1.7303219816,-0.9878038137,0.5007536447000001,-1.1099708241
SRX2437035,0.0214381301,0.8841700301000001,0.1061579939,0.5128437258,0.0609907036
SRX2437036,-0.553438289,0.8077133697000001,0.0811030881,0.2312435556,0.0100256292
SRX2437037,-3.7796964268,-0.397258484,-1.4706241186,0.6478888292,0.38586791800000003
SRX2437038,-3.1183625944,0.44707317100000005,-0.4671100716,0.46996632930000004,-0.2219397992
SRX2437039,0.1905391482,0.08848019060000001,0.291305217,0.11378296510000001,-0.0058975043
SRX2437040,0.8843278452000001,0.9328377662,0.0806200884,0.2991874001,-0.0580505282
SRX2437041,3.1215613043,0.4838086486,1.2349298928,-0.5897784412,0.0753342381
SRX2437042,-1.2684032727,-0.45593959110000004,-0.5168503485,-0.41499259650000003,-0.042911954
SRX2437043,-3.6964869841,-0.2613960288,-1.5198680512,0.7121871351,0.4089002883
SRX2437044,0.5612956543000001,-0.2043877903,0.0755731168,-0.8182902357,0.050893835500000005
SRX4705203,2.2991617991,-0.1385324932,0.6045900864,0.2808482948,0.14582604870000002
SRX4705204,4.2410091811,-0.2873916344,0.6665521292000001,-0.38899020570000004,-0.36678308870000004
SRX4705205,2.1819535698,-0.0418197036,0.5463657323000001,-0.4091539375,-0.27314160800000004
SRX4705206,2.3524415306,0.0700639041,0.6278999625,-0.41236444990000004,-0.2476562635
SRX4705207,7.7736173534,-0.19709545320000002,1.5070312818,0.38430322640000003,0.2154759758
SRX4705208,1.7320858028,-0.1750978531,0.8280153045,0.6215517791,0.22949940370000002
SRX4705209,7.002173074,-0.4304587453,1.5406839391,0.5350070551,0.0752074958
SRX4705210,3.7232652537,-0.1263029467,2.2125833362,0.021674077700000002,-0.0815494787
SRX4705211,2.2238965959,0.004281544500000001,1.7876219128000002,-0.1243976168,-0.0341675644
SRX4705212,2.8797559409,0.0005972368000000001,1.9715246501,-0.038962316600000005,-0.0005939661000000001
SRX4705213,0.106187391,-0.0784570827,-0.2027626566,0.10355982180000001,-0.1195503961
SRX4705214,-0.5734181724,0.0341481563,-0.1722772558,0.47487161860000004,-0.0933554179
SRX4705215,0.1636903478,-0.0119913355,-0.0238262804,0.0089568,0.0592809564
SRX4705216,-0.0737999456,0.016252997300000002,-0.3323414589,0.1491128081,-0.1354329401
SRX4705217,-0.1995561884,-0.2039874736,0.09276473390000001,-0.5361401258,0.07357012090000001
SRX4705218,0.5768965677,0.2440347381,0.6384429179000001,-0.20036092260000002,0.2154876769
SRX4705219,1.3319384928,-0.1690198752,1.0306032465,0.48836462680000003,0.25213877430000003
SRX4705220,1.8017831691000001,-0.068885056,1.0620790756,0.7859821333,0.0389778084
SRX4705221,3.7268233728,0.0945375824,1.1761166277,-0.6871866213000001,-0.1834919475
SRX4705222,1.7403432894000002,-0.34023160020000004,1.0781661632,0.4565510944,0.1589210443
SRX4705223,2.0969065254,-0.26804689930000003,0.5970242542,-0.0046171663,0.0801469077
SRX4705224,2.3010331688,-0.2290695931,0.41313108940000004,0.3252412123,0.1380442993
SRX4705225,2.9006710782000003,-0.31821427010000003,0.6560503050000001,-0.4759080451,-0.5813523044000001
SRX4705226,2.2099927166,-0.4450951769,0.5163063446,-0.8622989214000001,-0.54992883
SRX4705227,1.4152685401,-0.0977117799,0.5921911449,-0.6748393887,-0.5378679077
SRX4705228,1.5070194973,-0.2492099693,0.4145018807,0.1717569222,0.2686142181
SRX4705229,1.4891030006000001,-0.3217434071,0.3385546109,0.22534266090000002,0.3047421518
SRX4705230,2.0770496351,-0.183599002,0.6707933292,0.3096231709,0.3251273906
SRX4705231,2.6453070344,-0.0843103931,1.0105470486,-0.6413318601,-0.009906508100000001
SRX4705232,2.5712543749,-0.058244017,1.2598023969,-0.6466584602000001,-0.2168331962
SRX4705233,13.7865940053,0.6032265747000001,1.8700815334,-0.3732880947,0.33431169050000004
SRX4705234,0.8123155903,-0.1942698116,1.2053437335,-0.1504449567,0.2116968061
SRX4705235,0.1806251697,-0.14164222840000001,0.8512096507,-0.5602763007,-0.18372571140000002
SRX4705236,0.9284460746000001,-0.4773987128,1.0336142905,-0.09966181560000001,0.4389608913
SRX4705237,1.1346095039,-0.3057641624,0.8297124726,-0.5602749219000001,-0.268070719
SRX4705238,0.09533466980000001,-0.1466533985,0.9577840338,-0.6486011008,-0.0870670192
SRX2038319,5.5335144572,-0.32321790970000003,0.6428626927000001,0.0488673721,0.3443509589
SRX2038320,-0.0633179135,-1.0313923964,0.5569332490000001,0.031170307100000003,0.1652742451
SRX2038321,3.2298839027,-0.4947407372,0.45583812900000004,0.3783270501,0.211130064
SRX2038322,3.0175088086,-1.0487411939,-0.0059625017,0.4345232935,-0.25708634550000004
SRX2038323,-2.7075637202,0.0447742348,-0.7958093834000001,1.1883091542,-0.2066308214
SRX2038324,-3.1411229052,-0.8495766321,-0.9913625079,1.263350279,-0.3667514344
SRX2038325,3.7350856525,0.46225821400000006,0.8636873724,0.404023405,0.3610644347
SRX2038326,3.0008099061,0.0737631148,0.9692145481000001,0.2932122542,0.2649755219
SRX2038327,7.0810180027,-0.7445984929,0.5484635499,-0.0888492485,0.0281135955
SRX2038328,6.8701139292,-0.6214349284,0.47975582850000004,0.0688918599,-0.151889398
SRX2038329,3.494852746,-0.3157383845,0.0560243226,1.4016488205,-0.4239051464
SRX2038330,0.34594304400000003,0.19478325900000001,-0.4189636936,-0.027340944000000002,-0.36644120420000004
SRX2038331,0.8323902377,-0.5713004125,-0.9782229419,-0.12958995110000002,-0.2568174776
SRX2038332,2.2765203911,-0.6214591333,0.5822594640000001,0.3347275404,0.14704410110000002
SRX2038334,-4.6081963771000005,0.5154978086,-1.0677223828,-0.0976705123,-0.0739352672
SRX2038335,-6.1322873297000005,-0.6807983327,-0.6452112251000001,0.43223566010000003,-0.10839593850000001
SRX2038336,-5.1490650324,-0.6056071889,0.1060509201,0.3657198237,0.1786819499
SRX2038337,-0.9455137848,-0.5022018843,-0.601614632,0.0303616786,-0.2122526868
SRX2038338,-1.7308755684000001,0.1926786634,-0.7106380433,0.1080141018,-0.1839833421
SRX2038339,2.2932875774,-1.3107815775,0.48744292520000004,-0.0955513233,0.4721483286
SRX2038340,-5.8398351243,-0.8046711133000001,-0.1201034834,0.6552977596,-0.3404743149
SRX2038341,-4.8101264117,-0.9107493058,-0.49547265960000003,0.6848436472,-0.3626443479
SRX2038342,-3.2013772137,0.30822894300000003,-0.7485561418000001,0.1434816814,-0.2248503926
SRX2038343,-5.5187178437,-0.7982368578,-0.1073952073,0.6261408970000001,-0.06316998530000001
SRX2038344,-5.450494557,-0.5015914681,-0.5009317645,0.4121190045,-0.1906721357
SRX2038345,-1.7415979681,-1.1642406152,-0.8764053693,0.45113435700000004,-0.30637156860000003
SRX2038346,2.0996048091,-2.1561740153,0.2653966235,-0.2110897502,0.3570191827
SRX2038347,1.1398747305,-2.4742472301,0.8576571565000001,0.0375023322,0.1025501968
SRX2038348,2.3879579493,-2.1292218336,0.5060509845,-0.1434691887,0.4956171905
SRX2038349,-4.4862099439,-0.1190412584,-0.7526508004,-0.4128480031,-0.3591152302
SRX2038350,-3.2384900719,0.017360620900000002,-0.6745435179,0.3223928848,-0.3043800538
SRX2038351,-4.8889162313,-0.2189792151,-0.2096922728,0.4524812105,-0.2029856726
SRX2038352,-5.7536425161,-0.8687498992,-0.5210191926000001,0.5894842168000001,-0.1335952104
SRX2038353,-5.255752688,-0.12385191050000001,-0.9885591913,-0.2797393499,-0.009189183
SRX2038354,-6.1662627471,-0.5686248452,-0.5335854546000001,0.1373362726,-0.3093192174
SRX2038355,-6.5740629566,-0.377576528,-0.6650077532,-0.33158692170000004,-0.10083591430000001
SRX2038356,-5.8320282944,0.2657156861,-0.6734272628,-0.3595867111,-0.5890277701000001
SRX2038357,-3.8026388888,0.1305392463,0.0677753505,-0.1568814739,-0.1603676168
SRX2038358,-2.6128272176,-0.30568199020000003,-0.6635944368000001,0.23670958500000003,-0.5337777167000001
SRX2038359,-5.0903375406,-0.9996806624000001,0.24001536340000001,0.37316920870000003,-0.3386101305
SRX2038360,-3.8577642533,-0.6494407671,-0.39957036030000004,0.5130449483,-0.5595079862
SRX2038361,-4.0459645649,-0.3755445666,0.13779702600000002,0.2124228453,0.1256745228
SRX2038362,-5.7861428598,-1.0393161321,-0.2892728428,0.8469752071000001,-0.1974074602
SRX2038363,-3.9484558775,-0.7545600828,0.063880307,0.46553752330000003,-0.16778095310000002
SRX2038364,-2.2974539199,-0.8888696127,-0.0446195849,0.2364400196,-0.19864319430000002
SRX2038365,2.4497570143000003,-2.2068481459,0.6790029578,-0.47236892490000004,0.3276570398
SRX2038366,1.7175224957,-1.7384281645000002,0.5657041852,0.0829014272,-0.0997289173
SRX2038367,2.2044599158000002,-1.9386957936,0.7180691943,-0.299030128,0.2640760326
SRX2038368,-2.9045493296,-0.0698034517,-0.4285660378,-0.0488146151,-0.37235867840000003
SRX2038369,-5.1489138591,0.12268508330000001,-0.37244374420000004,-0.3277677714,0.0181046865
SRX2038370,-5.0660741865,0.0780968617,-0.5556808697,0.2203666557,-0.11700042790000001
SRX2038371,-5.286128897,-0.9960138940000001,-0.1552247884,0.333378614,-0.1609804505
SRX2038372,-6.0032866069,-0.7777029717,-0.6178347536000001,-0.3179395474,-0.3751268578
SRX2038373,-6.2849838292,-0.7980157837,-0.1980209816,0.21476572300000002,-0.176205029
SRX2038374,-6.5738129125,-0.5952665651,-0.2259185498,-0.0912367769,-0.1301696154
SRX2038375,-5.3149847476,-0.7509671154,-0.7817842324000001,-0.32675910950000003,-0.351969819
ERX530520,-0.5371761992,-0.0986828181,-0.0242983062,-0.08532979090000001,-0.0092595132
ERX530521,2.0958432174,0.032401584500000004,0.7349939390000001,-0.0636005172,-0.0129624738
ERX530522,1.3198342604,-0.0252103387,0.42723498790000003,-0.1291941678,0.0793582208
ERX530523,0.420440951,-0.2305157979,0.2324750193,0.1120330347,0.09250216300000001
ERX530524,0.5371761992,0.0986828181,0.0242983062,0.08532979090000001,0.0092595132
ERX530525,1.6528642841,0.222077141,0.6642612716,0.240875629,0.1063528264
ERX530526,0.6026987816,0.0022738142,0.43708541440000004,-0.3909880221,-0.0175557042
ERX530527,1.7222580704000001,0.0436670378,0.7065415546,0.011077111700000001,-0.010842586900000001
ERX3212443,3.1618066425,-0.2856738826,0.9454235623,0.13189161500000002,-0.49386042500000005
ERX3212444,3.3898862043,-0.39150483220000004,0.7759384872,0.10025338610000001,-0.4711977559
ERX3212445,3.6509893030000002,-0.402370646,0.5711733054,0.1673241208,-0.5876803110000001
ERX3212446,3.4477036492,-0.2103539972,0.9374318935,-0.1493766912,-0.12164353550000001
ERX3212447,2.825246525,0.0903214027,0.910492182,-0.3341074144,-0.1487269227
ERX3212448,2.9579269887,-0.0025150464,0.8612305479,-0.30294569990000003,-0.1490291595
ERX3212449,0.1486278083,0.0340177927,-0.037221874200000005,-0.00030810420000000003,-0.0174158301
ERX3212450,0.1084145724,-0.07168969260000001,0.0013268786,-0.058025425500000005,0.0022036207
ERX3212451,-0.2570423807,0.0376718999,0.0358949956,0.058333529700000004,0.0152122095
ERX3212452,-4.0537532923,-0.18917842,-0.0877083962,0.5075942613000001,0.1496946106
ERX3212453,-4.551341168,-0.10192594070000001,-0.044082464,0.5808458085,0.1960098835
ERX3212454,-4.7900755266,-0.1562510849,0.0040361203,0.5420247837000001,0.20566612750000002
SRX7478973,-0.4661130793,-0.0345607434,-0.3611764005,-0.031949239000000004,-0.0161078514
SRX7478974,0.5397854413000001,0.0032810175,0.0771642025,0.0736286125,0.07405100270000001
SRX7478975,-0.073672362,0.0312797259,0.2840121979,-0.0416793735,-0.0579431513
SRX7478976,-1.9404578694999999,-0.24379481900000002,0.1505303285,0.0281217959,-0.11997661750000001
SRX7478977,-0.5235703442,-0.256429065,0.1160648475,0.009265765300000001,0.0025159921
SRX7478978,-0.6298137534,-0.1355485128,0.3506432363,-0.1332708882,-0.0979670931
SRX7478979,-1.6764934882,-0.3887522935,1.0733189414,-0.035163989900000005,-0.1884766708
SRX7478980,-2.5087568911,-0.3785419302,0.9355091798,-0.0483186499,-0.12810657550000001
SRX7478981,-2.1913453692,-0.3802635573,0.6864147749,-0.0390995847,-0.2565370085
SRX7478982,-1.0785254362,-0.3403168405,1.4027260516,-0.0647010828,-0.19382686740000002
SRX7478983,-1.6383008654,-0.5226210992,1.1597094079999999,-0.12075096960000001,-0.2250856863
SRX7478984,-1.3553695037,-0.4016407461,1.2837350512,-0.2163253091,-0.22388611700000002
ERX1521038,1.6511448885000002,-0.0373899807,-0.5141281642000001,0.07383403470000001,0.1137865311
ERX1521039,2.1516585313,-0.35743218320000003,0.4709148805,-0.3830439631,0.3119930792
ERX1521040,1.6937112275000001,-0.09536009740000001,-0.4309899782,0.1802747523,0.1210828718
ERX1521041,1.7362822508,-0.6009696609,0.5072233562,-0.4077403344,-0.1089395497
ERX1521042,-0.6802910341,-0.3014820485,0.0010033149,0.116611374,0.2134083628
ERX1521043,3.0364565181,0.444539202,0.1241556788,-0.41123609520000004,0.1370073363
ERX1521044,-0.2371908631,-0.4376420661,-0.095928678,-0.0543918269,0.2411013415
ERX1521045,0.2371908631,0.4376420661,0.095928678,0.0543918269,-0.2411013415
SRX621182,5.8568130603,-0.7029322733000001,-1.6296757112,-2.2434540023,-0.3394563648
SRX621183,7.347098765,-0.6907946344,-1.5207212803,-2.2441779505,-0.5961681449
SRX621184,-2.4145955512,-1.8082654013,-2.1551091053,-2.3700974502,-0.9814461712
SRX621185,-2.2112272,-2.3900937634,-2.271826186,-2.2125800693,-1.2562817839
SRX621188,-2.4690884002,-1.6739033585,-8.919357295,-2.6720753961,-1.0463528466
SRX621189,-2.9471001089,-1.6599767684,-8.5537604829,-2.7456116648,-1.4682892945
SRX621190,1.1327942435,0.4921586102,0.2355117427,0.07955744520000001,0.0715101833
SRX621191,-1.1327942435,-0.4921586102,-0.2355117427,-0.07955744520000001,-0.0715101833
SRX621192,-1.1118320161,-1.9667851912,-3.123507769,-2.5432426935,-1.9582703257
SRX621193,-1.2354601465,-1.5952787099,-2.652046765,-2.4504363694,-1.6073898337
SRX6489436,0.9776974483,0.0554576826,-0.07601669750000001,0.0909829805,-1.4449560918
SRX6489437,0.8002486039000001,0.3615113461,-0.2865615411,0.6953424616,-0.9170654136
SRX6489438,0.6199927018,0.2844307525,0.200378254,0.2463402026,-0.6994754824
SRX6489439,0.1097914958,-0.1511800401,-0.2852539933,0.052313902,-0.12385277950000001
SRX6489440,0.7280053566,-0.3287568268,-0.38528219900000005,-0.37615696800000004,0.0182274602
SRX6489441,-0.8377968524,0.47993686680000003,0.6705361923000001,0.3238430661,0.1056253192
SRX6489442,0.3765897314,0.0966587675,-0.2520204133,0.2966834233,0.2046437191
SRX6489443,0.1508596203,-0.4385261335,-0.561476191,0.048036532300000004,-0.14746258140000001
SRX6489444,-0.8769779905,0.3943636599,0.3723034616,-0.1734333969,0.2614496072
SRX6489445,-0.1055368913,0.2441922967,-0.4987923756,0.0397946563,-0.0527428655
SRX6489446,0.3299029806,0.0197995959,-0.40853676120000004,-0.22608955690000002,-0.0078161007
SRX6489447,-0.5683783191,0.511482393,0.4330006176,-0.11572088700000001,0.044583712000000005
SRX6489448,0.6812573562,0.10889436840000001,-0.1061310161,0.5909981039000001,-0.0660598798
SRX6489449,0.6080311133,-0.031644194,-0.26026007500000004,0.10548756370000001,0.1279091318
SRX6489450,0.8086620338,0.5475728391,1.1858326733,0.4257180984,0.4344425029
SRX6489451,0.5410125481,-0.0275403842,0.1802800029,-0.0888748763,0.1419125979
SRX6489452,0.8184876358000001,-0.18495747170000001,0.0778207767,-0.3380298311,0.0933277425
SRX6489453,0.1458203095,0.4688766312,0.5343687421000001,0.44000133300000005,0.07445381350000001
SRX6489454,0.701363261,-0.053808411,0.0135547038,0.0580963123,0.1406115969
SRX6489455,0.7286541726,-0.046821963,0.2293122333,-0.5664221743,0.3348345451
SRX6489456,0.09769833300000001,0.4314599342,0.5407124442,0.3296721379,0.1956944742
SRX6489457,2.6282525423000003,0.28531119850000003,0.8095686286,0.4128839589,-0.1577754055
SRX6489458,3.6210639552,0.5723665442,1.2513711449,0.1202439086,0.0048768716
SRX6489459,2.6979383547999998,0.5168583487,1.548525294,0.47048086400000005,-0.020422199999999998
SRX6489460,2.8529212777,0.1269430011,0.8769834036,0.2672530571,-0.2693961785
SRX6489461,2.7332281612,0.6867427452,1.2547770457,0.2337714915,0.21668485040000002
SRX6489462,1.2302046929000001,0.19166416190000002,1.1842660553,0.35067946710000003,-0.090408474
SRX6489463,3.0988948116,0.1771790862,1.1372458531,0.0325078727,-0.0678976565
SRX6489464,3.5611413701,0.6171396799000001,1.1463289075,0.140363428,0.32924325260000004
SRX6489465,2.1359693116,0.6658670079,1.7365144753,0.3627013638,0.31604061
SRX6489466,3.3467927406,0.1139609407,1.1354345071,0.3390596171,0.0184306441
SRX6489467,3.9932088742,0.4930094051,1.3896646958,0.5013828552,0.2106381983
SRX6489468,3.1429318551,0.5937879373,1.7925796462,0.6076907233000001,0.2403260193
SRX6489469,3.9817049597,0.2132351751,1.4298720576,0.5728837341,0.0405541119
SRX6489470,5.1780068953,1.2198131658,1.5256808674,0.0170456267,0.4511764279
SRX6489471,2.546187059,0.37936051660000003,1.7725243485000002,0.4180143859,0.0721447115
SRX6452027,1.2318426131,-1.45304674,0.8576281599000001,-0.3919938706,-0.885396136
SRX6452029,-0.1662461467,-0.2090211029,-0.0357922916,-0.1544345613,0.020032704000000002
SRX6452030,2.6381549325,-0.756517255,1.0718098388,-0.5338400486,-0.8268853717
SRX6452031,1.9906932699,-0.0856443972,2.7106892852,0.0800996268,-0.3081166643
SRX6452044,3.0428668605,-0.35196936440000004,2.5173608643,-0.2563030122,-0.1576120561
SRX6452045,2.338340118,0.1107342332,2.0887380381,-0.1626451056,-0.1279408709
SRX6452046,2.078622233,0.12976807340000002,1.6333807607000002,0.035578579400000004,-0.2812811618
SRX6452047,3.0399071101,-1.2015108167,1.8894668441,-0.7999461927,-0.6125609148
SRX6452048,0.1662461467,0.2090211029,0.0357922916,0.1544345613,-0.020032704000000002
SRX6452059,2.7509756946,-1.285378234,1.1493698707,-0.7400232817,-0.8276924667000001
SRX1828491,-0.0528070883,-0.0124719164,0.1023595369,-0.044070098700000004,0.27840669
SRX1828492,0.0190960071,0.2373859717,0.1403495972,-0.0555106836,0.44749614050000003
SRX1828493,0.4422759987,0.0385107498,0.2159801222,-0.47151804690000004,0.5056412719
SRX1828494,0.5689306322000001,0.1550013762,0.9006441864,-0.39299268070000004,0.5763328922000001
SRX1828495,0.8011780013,-0.0703063676,0.2114957314,-0.06772591430000001,0.209687488
SRX1828496,0.3222502517,-0.0147442925,0.0341085542,-0.0008363363,0.1261671049
SRX1828497,-0.059511432100000004,0.5683798729,0.0574789951,-0.11410201900000001,0.4522368742
SRX1828498,0.46579592890000004,0.3865716777,0.1905253961,-0.4465783132,0.5217497523
SRX1828499,0.0912052002,0.11140432580000001,0.2715029668,-0.7826194217,0.39747491430000004
SRX1828500,-0.25963241870000003,0.3670788144,0.3383597293,-0.8243911671,0.5017014790000001
SRX1828501,0.09860512490000001,0.157032432,-0.0762878141,0.3510624021,0.3852373114
SRX1828502,0.048869858,0.32892954080000003,0.0644537729,0.34482398000000003,0.4631732034
SRX1828503,1.5060293939,-0.3531470758,0.4682717709,-0.5041931676,0.506628548
SRX1828504,0.6326215073,-0.1205533669,0.4622266492,-0.6315582146000001,0.6252190204
SRX1828505,0.6494994441,0.4220309418,0.10568250550000001,0.2645509883,0.23017931600000002
SRX1828506,0.0005958852000000001,0.408333795,0.1224065695,0.178262748,0.35419150580000003
SRX1828507,0.0183816576,-0.11370827280000001,0.0291191404,0.1320980386,-0.0745658314
SRX1828508,-0.0183816576,0.11370827280000001,-0.0291191404,-0.1320980386,0.0745658314
SRX3796953,-0.4371760395,0.1761097603,-0.0916816194,-0.0438424439,0.0011009558
SRX3796954,0.4371760395,-0.1761097603,0.0916816194,0.0438424439,-0.0011009558
SRX3796955,10.503344871,3.6263915463,2.344864249,-0.35613975410000004,-0.6664305728000001
SRX3796956,11.6755284188,3.1104126218,2.4750359464000002,0.062131799200000004,-0.3541313109
SRX3796957,10.16662979,-2.2306249776,-1.3283950462,-0.6027922456,-0.6088823642
SRX3796958,6.2150042558,-1.3483879757000001,-0.7012450246,0.0015771552,-0.5431141380000001
SRX3796959,0.6631908965000001,0.6729074275,-0.4062392875,0.3130872021,0.168226741
SRX3796960,1.2981722701,0.6112015192,-0.34427511600000005,0.2256196272,0.0482586065
SRX3796961,-5.4833809457000005,0.2805912775,0.5652722018,0.3008352684,-0.0217042286
SRX3796962,-7.5341574586,0.1768199714,0.3501828524,0.4768241071,0.0895386989
SRX3796963,15.8540253932,-2.3527415981,-0.80333658,-1.3304249983,-1.3385275963
SRX3796964,14.6652937038,-1.9352394622,-0.6902801887000001,-0.8110775174,-1.1646740048
SRX3796965,-7.3487434395,-1.6113552574,-2.9091474858,0.0704292748,-0.7749694047
SRX3796966,-7.2594120246,-1.8409964236,-2.3521656947,0.0651877211,-0.6050074147
SRX3796967,-3.5720779856,0.0776118978,0.47658346360000003,-0.0422915127,0.2054468556
SRX3796968,-5.9630666392,-0.1743571162,0.729636558,-0.32905815250000003,0.1104531562
SRX3796969,3.369941262,-1.2864172919,0.7320597323,-1.6154186484,0.0743609144
SRX3796970,13.1889322116,-0.6272660239,0.5104468489,-1.5481269242,0.19170938040000002
SRX3796971,1.5877614753,-0.35021289250000004,-0.0841837064,0.3660198971,-0.0735717597
SRX3796972,1.6582310084,-0.4566593719,-0.0998972396,0.3750607206,0.0173826744
SRX3796973,-4.5032513159,2.2338964914,1.9498139023,1.0986824406,0.15264384050000002
SRX3796974,-1.185622052,2.3166568961,1.9358189895,0.6643897622,0.49009369420000004
SRX3796975,14.282287565,-2.457135741,-0.6457053986,-1.6543654824,-0.5544656631
SRX3796976,13.8937844657,-2.4328955722,-0.4989868059,-1.5698237344,-0.8254530849
SRX3796977,1.1045818835,0.8063243895000001,-0.1532633284,0.6469490955,0.4869159041
SRX3796978,2.8486014239,0.1633388871,-0.046939220100000005,-0.0083045276,0.3297251698
SRX3796979,-5.704869103,0.0216907221,0.687795469,0.9613303698000001,-0.0702059601
SRX3796980,-5.5924584457,0.23431974,0.6605843735,0.8511658686,0.0256604608
SRX3796981,14.7894863702,-2.1426235258,-1.0321942078,-1.4320300492,-0.8805494243
SRX3796982,14.2702756096,-2.3520151727,-0.8593466625,-1.4404838928,-0.7595655453
SRX3796983,-6.7598933419,-1.5276034517000001,-2.7138238342000003,0.0695341548,-0.6967042679000001
SRX3796984,-7.0520395179,-1.5476608399,-2.7299371422,-0.0883364182,-0.6197101664
SRX3796985,-3.934520707,-0.0665627,0.7771902454,-0.1706881775,0.1080873537
SRX3796986,-4.8000725294,-0.36046484240000004,0.797993669,-0.2414084172,0.3622033107
SRX3796987,-4.7158461375,-1.826032155,1.279288052,-1.4372446954,0.00550106
SRX3796988,-4.9986890889,-1.6119222878000001,1.7053157904,-1.1557844744999999,0.2899251666
SRX2568270,0.879274451,0.11085401700000001,0.1461162477,0.2408644214,0.1107043214
SRX2568271,-3.038731035,0.4440786191,-0.020551822,0.2936380229,-0.6692219971000001
SRX2568272,-2.9653704178,0.4219551985,0.15772488810000002,0.6998577728,-0.3012417291
SRX2568273,-1.7684292030000002,0.0018432256,0.3089530048,0.7189095597,-0.8025311075
SRX2568274,-0.1634519018,-0.7591326593000001,0.2899842541,0.6339615611,-0.7499777984
SRX2568275,-0.879274451,-0.11085401700000001,-0.1461162477,-0.2408644214,-0.1107043214
SRX2568276,-3.6424454301,1.213896796,0.1798188618,-0.40761810470000004,0.2873496733
SRX2568277,-3.0554260226,-0.3154068367,0.2526851056,0.7161169772,-0.1939351305
SRX2568278,0.6408181202000001,0.14764250410000002,0.4086042501,0.7696887406,-0.8228724163000001
SRX2568279,0.48169713280000004,-1.3027485147,0.3222732267,0.7171673637,-1.0717102719
SRX3421856,-0.7829536599,-0.02405883,-0.07999675860000001,0.0837159606,-0.0169002124
SRX3421857,0.7829536599,0.02405883,0.07999675860000001,-0.0837159606,0.0169002124
SRX3421858,-3.0823309466,-0.10631056330000001,2.21455483,0.6058386455,-0.7013114639
SRX3421859,-3.3002988602,0.0109980379,2.2086473136,0.6289422772000001,-0.6629867329
SRX3421860,-3.9211211180000003,-0.21994998000000002,1.0580199114,0.6339051062000001,0.0557386989
SRX3421861,-4.5376222252,-0.1920751392,1.2026957582,0.3524193251,0.2508594257
SRX3421868,-5.4226320371,-1.7934679885,2.6979928653,0.9531450285,-0.9167151233
SRX3421869,-6.6032304963,-1.1289450253,2.6302038766,1.0393581699,-0.7886672223000001
SRX2606337,-0.1929314883,-0.0256092509,-0.5337059959,-0.047051631600000005,-0.0621279511
SRX2606338,0.7221039263,-0.0327855484,-0.1635605399,-0.2689181838,0.0671023
SRX2606339,0.1439705487,0.0072802149,0.1325029659,-0.41818417950000003,0.2546664045
SRX2606340,0.0431553249,-1.1340702972,0.8571396955,-0.1612323662,0.5719902455
SRX2606341,3.5835001223000003,-0.9280923834,1.8040685218,-0.9152832456000001,0.9364226197000001
SRX2606342,5.3188683002,-0.9322032425000001,2.5588181405,0.3668157782,1.086910479
SRX2606343,9.4086347527,-1.0584156509,2.1459085474,-0.2651280493,1.0331766101
SRX2606344,3.0315460152,-0.26474438,3.5449880117,-1.4601234994,-0.43542079100000003
SRX2606345,4.5811381258,-0.4997166572,4.1241387708,-1.1019725859,-0.5174314768
SRX2606346,0.4988849218,0.14435532880000002,0.2977607853,-0.1672477868,-0.34978884720000003
SRX2606347,0.1866301869,0.006048201400000001,0.0968916092,0.0321250971,0.037938416100000004
SRX2606348,0.31461536160000003,0.0400297685,-0.284636787,-0.1892376655,-0.0167731402
SRX2606349,-0.3090766884,0.17534038100000002,0.3814882827,-0.5025929915,0.33980055000000003
SRX2606350,-0.9665126490000001,-0.3725951524,0.8690545116,-0.2208414289,0.5973291683
SRX2606351,4.5876085787,-0.9710311949,1.8463263833,-0.8311642555000001,0.9217115847
SRX2606352,6.0376908141,-1.2305790535,2.4568582165,0.09880873920000001,1.1100313853000001
SRX2606353,4.0532689794,-0.32384565330000004,0.5165504453,-0.0380732747,0.0672596761
SRX2606354,3.201022209,-0.19661787490000002,3.5279899726,-1.3891319411,-0.5012604293
SRX2606355,4.6970719855,-0.498714482,3.7561546539,-1.1620013359,-0.4637125775
