,A,SgrR,DksA
acid_tale__acid_ale1_pH7__2,-0.302872917,-0.46756994900000004,0.13244324
acid_tale__acid_ale1_pH5__1,-2.5775926033000003,-0.298446406,-0.8819183530000001
acid_tale__acid_ale1_pH5__2,-3.1755766755,-0.516060614,-0.761970865
acid_tale__acid_ale2_pH7__1,0.782451479,-0.592562832,-0.10459817
acid_tale__acid_ale2_pH7__2,0.7961888339000001,-0.45060138200000005,-0.173266745
acid_tale__acid_ale2_pH5__1,0.6520343939000001,-0.522000916,-0.12571575000000001
acid_tale__acid_ale2_pH5__2,1.1847215917,-0.28400385100000003,-0.24983347300000003
acid_tale__low_Mg_ale_pH7__1,0.283920338,-0.819703532,-0.07034709
acid_tale__low_Mg_ale_pH7__2,0.41456379670000004,-0.55165469,-0.37174436800000005
acid_tale__low_Mg_ale_pH5__1,-0.592667055,-0.6778534460000001,-0.08317898
acid_tale__low_Mg_ale_pH5__2,-0.29629152610000004,-0.618164895,-0.305471317
acid_tale__MES_ale_pH7__1,0.9064203172,-0.472997215,-0.33658317800000004
acid_tale__MES_ale_pH7__2,0.6185024295,-0.552129973,-0.220015714
acid_tale__MES_ale_pH5__1,0.0495762313,-0.562194533,-0.44484579500000004
acid_tale__MES_ale_pH5__2,-0.9518764212,-0.484173805,-0.11242719
acid_tale__gmos_pH7__1,0.6453243374000001,-0.569809397,-0.395513769
acid_tale__gmos_pH7__2,0.5521254087,-0.46619713,-0.28425443300000003
acid_tale__gmos_pH5__1,-0.1357008639,-0.333151904,-0.015253840000000001
acid_tale__gmos_pH5__2,-0.6243593511000001,-0.461989607,0.0752443
adnB__wt_adn__1,0.5543748011,-1.475104208,0.72084984
adnB__wt_adn__2,1.6577310478,-1.56474603,-0.9219365260000001
adnB__delydhB_adn__1,0.4548129138,-2.4885636250000003,0.54983064
adnB__delydhB_adn__2,0.055904329600000004,-0.9589650730000001,0.60799751
ytf2__wt_glc__1,1.2074656465,-0.328153972,-0.726799213
ytf2__wt_glc__2,0.7353185078000001,-0.620318975,-0.590026445
ytf2__ybcM_glc__1,-0.0131393905,-0.543934459,-0.10742514
ytf2__ybcM_glc__2,0.4769411586,-0.50738974,-0.02551379
ytf2__ydhB_glc__1,1.3031077484,-0.520160587,-0.09764907
ytf2__ydhB_glc__2,1.0426266165,-0.49569525300000006,-0.211179796
ytf2__yfeC_glc__1,0.6177466185,-0.623476349,-0.260521292
ytf2__yfeC_glc__2,1.1250068872,-0.675653209,-0.17956443500000002
ytf2__yciT_glc__1,0.9659129609,-0.6801666670000001,-0.376073154
ytf2__yciT_glc__2,0.5772110776,-0.717095636,-0.35091156700000004
ytf2__ydiZ_glc__1,1.1577750653,-0.7808436310000001,-0.404930444
ytf2__ydiZ_glc__2,1.2574077425,-0.783767784,-0.441314079
ytf2__ynfL_glc__1,0.8532278034,-0.49959849,-0.22667676900000003
ytf2__ynfL_glc__2,1.0277481149,-0.5082713320000001,-0.24731809999999999
misc2__dellon_glc__1,3.2396606793,-0.13105418400000002,-0.30787817900000003
misc2__dellon_glc__2,2.3304947262,-0.006176256000000001,-0.502215182
ytf3__wt_glc2__1,0.7551838254000001,-0.472321058,-0.570424546
ytf3__wt_glc2__2,0.5927081227000001,-0.410992972,-0.407061938
ytf3__wt_pH7_lactate__1,0.7111256657,-0.46636955100000005,-0.560210318
ytf3__wt_pH7_lactate__2,0.7290036638,-0.46405019999999997,-0.501582175
ytf3__wt_pH55_lactate__1,0.9673098381,-0.32342007500000003,-0.653213671
ytf3__wt_pH55_lactate__2,0.7655646791,-0.36924010900000004,-0.641128075
ytf3__wt_pH55_HCl__1,0.7053901722,-0.31004375300000003,-0.580629509
ytf3__wt_pH55_HCl__2,0.6162675919,-0.391248727,-0.596389583
ytf3__dyieP_pH7__1,0.86492536,-0.437621916,-0.44500794400000004
ytf3__dyieP_pH7__2,1.133694272,-0.5305980290000001,-0.44742471800000005
ytf3__dyieP_pH55__1,1.1605092199,-0.49796748,-0.6216011450000001
ytf3__dyieP_pH55__2,0.7340717803,-0.44456470400000003,-0.44862132600000004
