,A,RpoS
ecoli_00618,-22.0975566749,-0.21162116
ecoli_00619,-22.0720513976,-0.19722404600000001
ecoli_00620,13.3620373526,1.8302124320000002
ecoli_00621,13.0156791009,1.818011792
ecoli_00622,-10.9141161828,0.628178432
ecoli_00623,-11.1374501995,0.574027162
ecoli_00624,-13.0495969907,0.8950668820000001
ecoli_00625,-12.7834687739,0.9553809320000001
ecoli_00626,-15.0584378787,0.481077462
ecoli_00627,-15.0959606993,0.414372032
ecoli_00628,-12.0540306261,0.789958142
ecoli_00629,-10.6499880752,0.807071062
ecoli_00630,-2.2505004647,1.180860802
ecoli_00631,-1.3115662491,1.316103432
ecoli_00632,-8.2717103019,0.867514882
ecoli_00633,-5.6770653013,0.9655816920000001
ecoli_00634,-7.144152667,0.939073072
ecoli_00635,-6.3018972088,0.9392079120000001
ecoli_00636,5.5854816188,1.299081872
ecoli_00637,3.6968646976,1.276132952
ecoli_00638,-10.6118120301,0.676725562
ecoli_00639,-11.1080500921,0.6239913220000001
ecoli_00640,6.330349158,0.9195953720000001
ecoli_00641,6.7734332356,1.070828622
ecoli_00642,-4.6944594665,0.907281302
ecoli_00643,-2.8005025238,1.014560852
ecoli_00644,-4.0281941935,0.648728662
ecoli_00645,-4.2337307377,0.6310093720000001
ecoli_00646,-11.5510514499,0.260359279
ecoli_00647,-11.0577596308,0.337925702
ecoli_00648,-11.5736223765,0.5832992720000001
ecoli_00649,-11.8790130533,0.536610012
ecoli_00650,-10.2050659031,0.7844718420000001
ecoli_00651,-12.8559172697,0.5880848120000001
ecoli_00652,17.6472662843,1.6502528120000002
ecoli_00653,14.9551199662,1.605420772
ecoli_00654,-10.3014377517,0.738394282
ecoli_00655,-11.2902648036,0.758771582
ecoli_00656,-8.2633633486,0.817985662
ecoli_00657,-6.9621325955,0.7961451820000001
ecoli_00658,-16.6987953745,0.14390909999999998
ecoli_00659,-18.6584310899,0.268901973
ecoli_00660,-3.9480681486,1.286770342
ecoli_00661,-2.3167424369000003,1.396164682
ecoli_00662,-15.1048152865,0.434391552
ecoli_00663,-15.1912640292,0.369242772
ecoli_00664,-8.4126745731,1.281037232
ecoli_00665,-9.2575512586,1.2743906520000001
ecoli_00666,-6.882751871,1.038756942
ecoli_00667,-8.0734339363,1.039930542
ecoli_00668,2.8366141023,1.647250302
ecoli_00669,2.4987736901,1.699236672
ecoli_00670,-2.2764788237999998,1.321080842
ecoli_00671,-1.9258099981,1.337915162
ecoli_00672,-14.8692415292,0.585122592
ecoli_00673,-8.5797273371,0.9447356020000001
ecoli_00674,-18.1693134427,0.401728872
ecoli_00675,-19.2939716673,0.347043152
ecoli_00676,-9.409761273400001,0.5440581320000001
ecoli_00677,-9.9228053032,0.567509232
ecoli_00678,2.892097249,1.8341525920000001
ecoli_00679,6.4694913436,1.939742772
ecoli_00680,-22.8373064056,0.6613088420000001
ecoli_00681,-20.8760290294,0.717844762
ecoli_00682,-5.3015279386,1.164276552
ecoli_00683,-4.6964847983,1.244606692
ecoli_00684,-14.043364182,0.613336202
ecoli_00685,-12.609133137,0.764384932
ecoli_00686,-27.8154828825,-0.046391769000000006
ecoli_00687,-28.197767429,0.10538008600000001
ecoli_00688,-17.5322711626,0.342216642
ecoli_00689,-18.7975359734,0.36331122200000004
ecoli_00690,16.1056445351,1.538991512
ecoli_00691,15.6743527237,1.658506142
ecoli_00692,15.8567307618,1.485949062
ecoli_00693,17.8119962923,1.585049412
ecoli_00694,13.0709798191,1.462841342
ecoli_00695,12.8221631639,1.192064092
ecoli_00696,14.8628188784,1.719680742
ecoli_00697,15.1840836385,1.610427042
ecoli_00698,-17.5418040059,0.48229885200000006
ecoli_00699,-23.4659154674,0.38756987200000004
ecoli_00700,-15.3757698392,0.569808832
ecoli_00701,-14.9133376847,0.5878713320000001
ecoli_00702,-19.0485071282,0.748215262
ecoli_00703,-18.2388918363,0.772745432
ecoli_00704,-14.8815985903,0.550518202
ecoli_00705,-13.3433768267,0.563995832
ecoli_00706,-14.3878889981,0.401711162
ecoli_00707,-15.5034525458,0.22758527
ecoli_00708,-11.651924256400001,0.671752252
ecoli_00709,-12.4294898396,0.614882872
ecoli_00710,-8.5621875621,0.8383157120000001
ecoli_00711,-7.2206825772,0.953487402
ecoli_00712,-7.3613785192,0.964090352
ecoli_00713,-6.4797133359,0.901377312
ecoli_00714,10.2243479882,1.718903732
ecoli_00715,9.8002723325,1.351313052
ecoli_00716,-16.5506903089,0.106695308
ecoli_00717,-18.8460935233,0.141060303
ecoli_00718,-23.2152628785,-0.230745355
ecoli_00719,-23.4123290584,-0.146208637
ecoli_00720,-20.4970772115,-0.153329452
ecoli_00721,-20.4606362128,-0.157571648
ecoli_00722,-3.0839928726,1.635612032
ecoli_00723,-3.9928680311,1.622138852
ecoli_00724,-15.462748451,0.106107449
ecoli_00725,-13.7465584601,0.524486572
ecoli_00727,-0.6507361221,1.2533454320000001
ecoli_00728,-13.0282514974,0.143984317
ecoli_00729,-12.0268865025,0.525939852
ecoli_00730,-15.7313083655,-0.05823077
ecoli_00731,-16.7866441581,0.114430689
ecoli_00732,-14.3561578066,0.073392837
ecoli_00733,-14.3969041112,0.42039634200000003
ecoli_00734,-14.5850645228,0.548322022
ecoli_00735,-14.8165752785,0.622492342
ecoli_00736,-13.4399062022,0.20184136100000002
ecoli_00737,-14.0904871295,0.8692270320000001
ecoli_00738,-12.9471310695,0.6974166620000001
ecoli_00739,-18.29395736,0.07791659100000001
ecoli_00740,-17.3180336605,0.158465929
ecoli_00741,-1.726243099,0.9537564220000001
ecoli_00742,-6.1801195602,0.9814993820000001
ecoli_00743,-1.9950370221,0.851815082
ecoli_00744,-3.5946812092,0.805688422
ecoli_00745,-7.4038555459,0.49241269200000004
ecoli_00746,-5.3200266592,0.517062142
ecoli_00747,-6.8192780335,0.528303952
ecoli_00748,-7.1635638988,0.573257302
ecoli_00749,-4.3189412882,1.5288345520000002
ecoli_00750,0.2817047214,1.247999062
ecoli_00751,4.9293309504,0.9376607320000001
ecoli_00752,2.9965786819,0.8732817420000001
ecoli_00753,-13.2914992704,0.270418667
ecoli_00754,-12.7688934735,0.209615396
ecoli_00755,-14.7706745348,0.675028442
ecoli_00756,-10.165411690100001,0.801770202
ecoli_00757,-21.0666809402,-0.557170091
ecoli_00758,-22.4677314791,-0.416391233
ecoli_00759,-3.6886837862,0.662849232
ecoli_00760,3.934531558,0.8956378920000001
ecoli_00761,-20.5925875534,-0.16321665600000002
ecoli_00762,-20.8998739119,-0.29974473300000004
ecoli_00763,-19.1495519196,-0.18690598600000002
ecoli_00764,-20.134020509,-0.027747274000000002
ecoli_00765,-17.6154334341,0.034659745
ecoli_00766,-19.3701671445,-0.031113969000000002
ecoli_00767,-6.7885773145,2.785352722
ecoli_00768,-5.9731801114,3.009075552
ecoli_00769,-8.6382680393,0.9025170320000001
ecoli_00770,-9.0874380643,0.861155212
ecoli_00771,-8.5886713988,1.043320932
ecoli_00772,-9.7255480891,1.034550672
ecoli_00773,-7.1550108587,1.160442362
ecoli_00774,-6.498416702,1.357744682
ecoli_00775,-13.6548561572,0.8815165420000001
ecoli_00776,-14.1047823732,0.8068994620000001
ecoli_00777,-28.4890400294,-0.46818323500000003
ecoli_00778,-28.2777462503,-0.504733132
ecoli_00779,-14.7050178982,-0.568459668
ecoli_00780,-14.5518747827,-0.40645875600000003
ecoli_00781,-31.713890167,-0.5666004250000001
ecoli_00782,-31.4360897997,-0.618132993
ecoli_00783,-22.3458577337,-0.261739756
ecoli_00784,-20.4867054453,-0.12966528100000002
ecoli_00785,-34.2490424959,-0.524940594
ecoli_00786,-34.2443008645,-0.7528981960000001
ecoli_00787,-17.8238939582,0.328525112
ecoli_00788,-17.1040745043,0.216529764
ecoli_00789,-30.9769870416,-0.45060715500000004
ecoli_00790,-31.3024427031,-0.34063654800000004
ecoli_00791,-12.1434501664,0.08479708100000001
ecoli_00792,-4.4268830268,0.475393002
ecoli_00793,-29.235406321,-0.35326148100000004
ecoli_00794,-29.1699392199,-0.380653725
ecoli_00795,-16.5393406023,0.36044262200000005
ecoli_00796,-18.0339888369,0.331702712
ecoli_00797,-0.6200637247,0.19266828200000002
ecoli_00798,-3.6248679082,0.5997283720000001
ecoli_00799,-0.2811863632,0.227307742
ecoli_00800,0.3438881608,0.612511522
ecoli_00818,-1.3950131664,1.3332109920000002
ecoli_00819,-0.7330852640000001,1.280275182
ecoli_00820,0.5737760487,1.756563822
ecoli_00821,0.2145092083,1.789561882
ecoli_00822,4.3128821709,1.7383771920000002
ecoli_00823,3.7510705485,1.656277972
ecoli_00824,2.6492501454,1.607751292
ecoli_00825,2.7919682875,1.653060862
ecoli_00826,-2.0438240567,1.2814093020000001
ecoli_00827,-1.864657682,1.281068312
ecoli_00828,-8.2646686669,1.0339006020000001
ecoli_00829,-8.4763571094,1.0135920920000001
ecoli_00830,0.2042369518,1.542635782
ecoli_00831,-0.09333814380000001,1.552532362
ecoli_00832,6.6812762936,1.851431072
ecoli_00833,5.8214500813,1.957580102
ecoli_00834,0.5857483758,1.415156502
ecoli_00835,0.6632265917,1.3531878019999999
ecoli_00836,0.051455604,1.498717262
ecoli_00837,0.1937350105,1.560191642
ecoli_00838,3.5701270553,1.521477682
ecoli_00839,4.3567869439999996,1.600326662
ecoli_00840,4.6064212919,1.514438652
ecoli_00841,5.1083029842,1.4329907020000001
ecoli_00842,0.2658726181,1.370709192
ecoli_00843,0.1404990646,1.300769352
ecoli_00844,-1.8316094281000002,1.313243352
ecoli_00845,-1.4512690776000001,1.440201662
