,A,OxyR
tcs__del_atoC_LiCl__1,-0.585257225,-0.4294151795
tcs__del_atoC_LiCl__2,-0.8403789395,-0.3806775175
tcs__del_atoC_m9__1,-0.9306219889,-0.3549411715
tcs__del_atoC_m9__2,-1.1091228015,-0.2786400585
tcs__del_baeR_etoh__1,1.8914528802000001,-0.7058953965
tcs__del_baeR_etoh__2,2.0088585543,-0.7856825765000001
tcs__del_baeR_lb__1,2.4732984087,-1.4608778885
tcs__del_baeR_lb__2,2.4798207672,-1.4564998495
tcs__del_btsR_01xlb__1,-0.5002565711,-2.4473815705
tcs__del_btsR_01xlb__2,-0.6895371412,-2.4461956535000002
tcs__del_btsR_lb__1,-0.6323881428,-0.1925916845
tcs__del_btsR_lb__2,-0.2756413444,-0.1527953265
tcs__del_btsR_pyruvate__1,-0.6838313548,-2.5450382205
tcs__del_btsR_pyruvate__2,-0.8492134425000001,-2.5350089415
tcs__del_cpxR_etoh__1,1.1198639682,-0.6393223865000001
tcs__del_cpxR_etoh__2,1.0368032549,-0.6041411595
tcs__del_cpxR_lb__1,2.2890862699,-1.3451965495
tcs__del_cpxR_lb__2,2.7177931239,-1.2135160075
tcs__del_cusR_CuSO4__1,2.0736676674,-0.1044509695
tcs__del_cusR_CuSO4__2,1.9283609073,-0.0961643675
tcs__del_cusR_lb__1,0.19288473450000002,-0.2270937715
tcs__del_cusR_lb__2,-0.090893395,-0.14279985550000002
tcs__del_kdpE_01-kcl__1,0.4917189327,-1.4079872015000001
tcs__del_kdpE_01-kcl__2,0.5113907708000001,-1.4708574165
tcs__del_kdpE_115-kcl__1,-1.0148647615,-1.1890698995
tcs__del_kdpE_115-kcl__2,-1.0618017082,-1.1256836145
tcs__del_phoB_m9__1,-0.8875149535,-0.5876799345
tcs__del_phoB_m9__2,-0.8960024286,-0.6493126995
tcs__del_phoB_m9p__1,2.7332931776000002,-0.7341031565
tcs__del_phoB_m9p__2,2.8101687114000002,-0.7510952535000001
tcs__del_rcsB_etoh__1,3.4080790453,-0.2101466405
tcs__del_rcsB_etoh__2,3.0880499096,-0.22202599350000002
tcs__del_rcsB_lb__1,1.2444226581,-0.7482092185
tcs__del_rcsB_lb__2,1.8209641222,-0.8695576125000001
tcs__del_zraR_lb__1,-1.8145071754000002,-0.7630752655
tcs__del_zraR_lb__2,-2.0271339933,-0.7741527925
tcs__del_zraR_zncl2__1,-0.4826946656,-0.1379674115
tcs__del_zraR_zncl2__2,-0.3365332941,-0.12591256550000002
tcs__wt_01-kcl__1,0.1791842699,-1.3662393985
tcs__wt_01-kcl__2,-0.0604400326,-1.3850414275
tcs__wt_01xlb__1,-0.7997747727000001,-2.3744118255
tcs__wt_01xlb__2,-0.7491975736,-2.4102048035
tcs__wt_115-kcl__1,-0.656955517,-1.2568545945
tcs__wt_115-kcl__2,-0.9594906847,-1.3351237655000001
tcs__wt_CuSO4__1,0.5366038211,-0.4111600425
tcs__wt_CuSO4__2,0.5235054462000001,-0.3499664625
tcs__wt_etoh__1,2.3924938472,-0.3629170315
tcs__wt_etoh__2,2.2148987458000002,-0.2963543045
tcs__wt_lb__1,2.1244755726,-1.1292743605
tcs__wt_lb__2,2.3440173694,-1.2224822725
tcs__wt_LiAcet__1,-0.1419012363,-0.8903084205
tcs__wt_LiAcet__2,-0.4531609695,-0.6735522375
tcs__wt_LiCl__1,-0.0039091494,-0.6271962585
tcs__wt_LiCl__2,-0.1747184309,-0.5916055635
tcs__wt_m9p__1,3.5474427135,-0.2690833975
tcs__wt_m9p__2,3.4974074698,-0.23141838950000002
tcs__wt_pyr__1,-0.6806312659,-2.5333726725
tcs__wt_pyr__2,-0.6398029424,-2.3547461705
tcs__wt_zncl2__1,-1.2524549874,-0.2129019705
tcs__wt_zncl2__2,-1.5225770213,-0.2453673215
ros_tale__0_0_0pq__1,-0.8467572561000001,-0.7692487435
ros_tale__0_0_0pq__2,-0.5877376988,-0.7895400685
ros_tale__0_0_250pq__1,6.0758823225,-0.0018000455
ros_tale__0_0_250pq__2,6.0199676101,-0.0158030365
ros_tale__1_mid_250pq__1,-1.5242008976,-0.36613704350000004
ros_tale__1_mid_250pq__2,-1.5566320546,-0.38407257650000004
ros_tale__1_0_0pq__1,-2.7021247397,-0.5256811375
ros_tale__1_0_0pq__2,-2.6151411159,-0.5077673935
ros_tale__1_0_0pq__3,-1.5569503787999999,-0.5507710195000001
ros_tale__1_0_0pq__4,-1.322256753,-0.6772155565
ros_tale__1_0_250pq__1,2.6993118957,-0.6531554165
ros_tale__1_0_250pq__2,2.522236249,-0.6144836545
ros_tale__1_0_750pq__1,4.6208972963,-1.2708966035
ros_tale__1_0_750pq__2,4.6433028456,-0.9654960375
ros_tale__1_1_0pq__1,-2.8661524396,-0.9934368375
ros_tale__1_1_0pq__2,-2.5138988557,-0.9681340385
ros_tale__1_1_250pq__1,-1.0390442676,-1.1879911025
ros_tale__1_1_250pq__2,-0.5764978892,-1.1133307825
ros_tale__1_1_750pq__1,0.8228847592,-0.8547737885000001
ros_tale__1_1_750pq__2,1.0996558299,-0.8953492055000001
ros_tale__1_2_0pq__1,3.709156671,0.5854895805
ros_tale__1_2_0pq__2,2.9559129036,0.4142926625
ros_tale__1_2_250pq__1,4.1125063823,0.6562450045
ros_tale__1_2_250pq__2,4.6030346306,0.5958225115
ros_tale__1_2_750pq__1,4.2604792668,0.5825867905000001
ros_tale__1_2_750pq__2,4.2101649791,0.5510451505
ros_tale__1_3_0pq__1,4.2061774322,-0.6092015635
ros_tale__1_3_0pq__2,3.4941944414,-0.4358245865
ros_tale__1_3_250pq__1,1.7392234033,-0.1420981995
ros_tale__1_3_250pq__2,3.0933054243,0.3244167215
ros_tale__1_3_250pq__3,2.8927023955,0.4104019705
ros_tale__1_3_250pq__4,0.8781394535,0.1865085485
ros_tale__1_3_750pq__1,3.8488867116,-0.12470629150000001
ros_tale__1_3_750pq__2,4.2818563839,-0.3235812145
ros_tale__1_4_0pq__1,-1.116602783,-0.4815068105
ros_tale__1_4_0pq__2,-1.0967295489,-0.3748679445
ros_tale__1_4_250pq__1,0.3130088991,-0.1919773645
ros_tale__1_4_250pq__2,0.24770734120000001,0.0278082795
ros_tale__1_4_750pq__1,0.40018932620000003,-0.27763911950000003
ros_tale__1_4_750pq__2,-0.2986879545,-0.5798840875
ros_tale__1_4_750pq__3,0.3640590649,0.3893269915
ros_tale__1_4_750pq__4,-0.3820901198,-0.0880200975
ros_tale__2_mid_250pq__1,0.5100402647,-0.024803145500000002
ros_tale__2_mid_250pq__2,0.3215297867,-0.25681109550000003
ros_tale__2_0_0pq__1,-3.2444106328,-0.3126067705
ros_tale__2_0_0pq__2,-3.4095782027,-0.2330085985
ros_tale__2_0_0pq__3,-1.4547103245000002,-0.8308111025
ros_tale__2_0_0pq__4,-2.0225446264,-0.4904762355
ros_tale__2_0_250pq__1,1.8819146881000002,-0.5193094405
ros_tale__2_0_250pq__2,1.8282718268,-0.5772003485
ros_tale__2_0_750pq__1,6.8684291043,-0.9143454165
ros_tale__2_0_750pq__2,7.9082026423,-0.7597827365
ros_tale__2_1_0pq__1,3.3347438522,-0.8602575505000001
ros_tale__2_1_0pq__2,3.4301286701,-0.5616868425
ros_tale__2_1_250pq__1,5.0544177074,0.1258246355
ros_tale__2_1_250pq__2,4.8853449321,-0.0329863075
ros_tale__2_1_750pq__1,4.1401136807,-0.0114666005
ros_tale__2_1_750pq__2,3.9007810574,-0.2879711535
ros_tale__2_1_750pq__3,2.9199362956,-0.41428942350000003
ros_tale__2_2_0pq__1,-5.5834429685,-1.1653501825
ros_tale__2_2_0pq__2,-5.0912597366,-0.4026854125
ros_tale__2_2_250pq__1,-1.8339195647,-1.2822724564999999
ros_tale__2_2_250pq__2,-1.9931071861,-0.7130351835000001
ros_tale__2_2_750pq__1,0.8116901232,-0.7012473565
ros_tale__2_2_750pq__2,1.4430142754,-0.6574255855000001
ros_tale__2_3_0pq__1,-5.6903571158,-0.0866388825
ros_tale__2_3_0pq__2,-5.3035451179,0.11948233250000001
ros_tale__2_3_250pq__1,-3.4376731307,-0.41958440150000004
ros_tale__2_3_250pq__2,-4.5426531748,-0.29054131850000003
ros_tale__2_3_750pq__1,-2.8713855344,-0.0176487735
ros_tale__2_3_750pq__2,-2.6971894085,-0.1773623785
ros_tale__3_0_0pq__1,-2.4752727656,-0.2168582915
ros_tale__3_0_0pq__2,-2.6453168614,-0.1546324705
ros_tale__3_0_250pq__1,0.4116140506,0.2965735085
ros_tale__3_0_250pq__2,-0.2786656189,0.1819924785
ros_tale__3_0_750pq__1,14.3877482369,-0.0293968145
ros_tale__3_0_750pq__2,15.8240479446,-0.2827695005
ros_tale__3_1_0pq__1,-2.2408846263,-0.1901853305
ros_tale__3_1_0pq__2,-2.617713152,-0.8779665925000001
ros_tale__3_1_250pq__1,0.6653587281000001,-1.1854809285
ros_tale__3_1_250pq__2,-0.2014719093,-1.1187871275
ros_tale__3_1_750pq__1,4.046980342,-0.36523616950000004
ros_tale__3_1_750pq__2,1.9764383219,-1.0292269655
ros_tale__3_2_0pq__1,-1.387459546,-0.2617826775
ros_tale__3_2_0pq__2,-1.2876317001,-0.3602724795
ros_tale__3_2_0pq__3,-1.4402519787,-0.2120927685
ros_tale__3_2_0pq__4,-1.7671371414,-0.3050046025
ros_tale__3_2_250pq__1,12.2967951825,-0.3607246495
ros_tale__3_2_250pq__2,10.1673301696,-0.5561984085
ros_tale__3_2_750pq__1,12.73868592,-0.34552306450000003
ros_tale__3_2_750pq__2,14.0127086966,-1.1783680145
ros_tale__3_3_0pq__1,-1.8969056443999999,0.036556476500000004
ros_tale__3_3_0pq__2,-1.2944370722,0.0012731255000000001
ros_tale__3_3_0pq__3,-2.1090015029,0.0899558285
ros_tale__3_3_0pq__4,-1.8047469032999999,-0.0001377615
ros_tale__3_3_250pq__1,0.39398622980000003,-0.9708495055
ros_tale__3_3_250pq__2,1.0188854127,-0.7184804895
ros_tale__3_3_750pq__1,3.3731535199,-1.2062947325
ros_tale__3_3_750pq__2,3.2758628491,-1.0997939725
ros_tale__3_4_0pq__1,-3.6588460352,-0.23458529350000001
ros_tale__3_4_0pq__2,-3.7969825741000003,-0.1925243975
ros_tale__3_4_250pq__1,3.8497014666,0.29441045250000003
ros_tale__3_4_250pq__2,2.4716991189,0.4787550035
ros_tale__3_4_750pq__1,9.2450918694,-0.07823738150000001
ros_tale__3_4_750pq__2,9.1614821538,-0.11965215850000001
pcoli__atASMT_325G__1,-0.0374571306,-0.5517745515
pcoli__atASMT_325G__2,-0.0306235672,-0.4597249305
pcoli__bpTDC__1,0.6914835201,-0.4000996265
pcoli__bpTDC__2,0.559405114,-0.3919047035
pcoli__BRCA__1,0.2874749038,-0.6763400005
pcoli__BRCA__2,0.0086252224,-0.6782373225
pcoli__BRCActrl__1,0.1799663183,-0.5933470365
pcoli__BRCActrl__2,-0.1047776863,-0.5192837905000001
pcoli__BRCAswap__1,-0.0377090167,-0.5658875095
pcoli__BRCAswap__2,-0.010501696100000001,-0.5456173375
pcoli__btAANAT__1,-0.22419259160000002,-0.5035720475000001
pcoli__btAANAT__2,-0.5508984113000001,-0.39378996650000003
pcoli__btASMT__1,-0.041995803000000005,-0.6951313945
pcoli__btASMT__2,-0.1180792271,-0.5854772935
pcoli__CC1__1,-0.201142847,-0.4803974615
pcoli__CC1__2,-0.134658685,-0.5041557945
pcoli__ccCOMT__1,0.0389257688,-0.6036115815
pcoli__ccCOMT__2,0.10017460360000001,-0.5883350565000001
pcoli__ckDDC__1,0.1725249349,-0.7020658935
pcoli__ckDDC__2,0.2964860743,-0.5400249375
pcoli__CNTF_belt__1,-0.0497500456,-0.6697560255
pcoli__CNTF_belt__2,-0.1570130246,-0.8285104465
pcoli__cobPNMT__1,-0.3434532976,-0.6522494965
pcoli__cobPNMT__2,-0.3285493969,-0.6742173605
pcoli__cvPhhB__1,-0.26375220380000003,-0.6856070855
pcoli__cvPhhB__2,-0.47812994810000004,-0.6451058775
pcoli__ggAANAT__1,0.0662326236,-0.6310920505000001
pcoli__ggAANAT__2,-0.10501509740000001,-0.5296098895
pcoli__ggTPH__1,-0.6184597418000001,-0.4817617175
pcoli__ggTPH__2,-0.5488936937000001,-0.5388506745
pcoli__hsAANAT__1,0.167240468,-0.4803764505
pcoli__hsAANAT__2,-0.1543606861,-0.5051379565
pcoli__hsASMT__1,0.3794091853,-0.4129736885
pcoli__hsASMT__2,0.2610872709,-0.4443010865
pcoli__hsPNMT_mb__1,0.059274066400000006,-0.5681267065
pcoli__hsPNMT_mb__2,0.0585914632,-0.6343855585
pcoli__hsTPH__1,-0.42827557650000003,-1.0118797305
pcoli__hsTPH__2,-0.48119293290000004,-0.8443167955
pcoli__hsTPH_E2K__1,-0.261103799,-0.3300229975
pcoli__hsTPH_E2K__2,0.19113579900000002,-0.44114208850000003
pcoli__hsTPH_E2K_N91I_P99C__1,0.2115221599,-0.6488565705
pcoli__hsTPH_E2K_N91I_P99C__2,-0.0736134523,-0.6658363085
pcoli__hsTPH_N158trunc__1,-0.0586446146,-0.2244638365
pcoli__hsTPH_N158trunc__2,-0.2439037584,-0.2482690085
pcoli__hsTPH_N174trunc__1,-0.41804870190000004,-0.5153169895
pcoli__hsTPH_N174trunc__2,-0.5380441646,-0.48553604850000004
pcoli__hsTPH_Ntermtrunc__1,0.4050830217,-0.2952392075
pcoli__hsTPH_Ntermtrunc__2,0.5225889936,-0.2963726025
pcoli__hsTPH1__1,-0.33195422150000004,-0.4302125505
pcoli__hsTPH1__2,-0.3395604698,-0.4850190415
pcoli__MBP__1,-0.0413428854,-0.7390115905
pcoli__MBP__2,0.2548366892,-0.7039886675
pcoli__msCOMT__1,0.4170515064,-0.40989327750000004
pcoli__msCOMT__2,0.3749231693,-0.42889552150000004
pcoli__ocAANAT__1,-0.0068260727000000005,-0.5881114505
pcoli__ocAANAT__2,-0.0527612592,-0.5782192045
pcoli__osTDC_K374H__1,0.24400637,-0.4600701575
pcoli__osTDC_K374H__2,0.5623362087,-0.37878255650000003
pcoli__osTDC_K374L__1,0.2981546841,-0.3075448425
pcoli__osTDC_K374L__2,0.7390965087,-0.33202824950000004
pcoli__osTDC_K374Q__1,-0.0940248895,-0.4807711765
pcoli__osTDC_K374Q__2,-0.1238978302,-0.5577874855
pcoli__osTDC_L360V__1,-0.0381661334,-0.6317186525
pcoli__osTDC_L360V__2,0.4315251617,-0.5808814035000001
pcoli__pmTPH__1,-0.0771931735,-0.46387577950000003
pcoli__pmTPH__2,0.2181575058,-0.4197538495
pcoli__RFC__1,-0.7301591102,-0.6170092725
pcoli__RFC__2,-0.9040010799,-0.5957459565000001
pcoli__RFCctrl__1,-0.2602449344,-0.5595786875000001
pcoli__RFCctrl__2,-0.2872562644,-0.5815827905000001
pcoli__RFCnopause__1,-0.3296204572,-0.3703794165
pcoli__RFCnopause__2,0.3275238546,-0.2427113665
pcoli__RFCpluspause__1,-0.2799351254,-0.2989904155
pcoli__RFCpluspause__2,-0.18469309120000002,-0.33819532750000003
pcoli__rnCOMT_sol__1,-0.1405112823,-0.3700090915
pcoli__rnCOMT_sol__2,-0.039314115600000005,-0.5806966875
pcoli__rnPNMT__1,-0.1315294487,-0.47491211250000004
pcoli__rnPNMT__2,-0.3260630882,-0.4156390185
pcoli__rnTDC__1,0.0440642812,-0.6327912995
pcoli__rnTDC__2,-0.0353596912,-0.5615222185000001
pcoli__rnTDC_trunc__1,0.6554309069,-0.2427917325
pcoli__rnTDC_trunc__2,0.4005423025,-0.20000929450000002
pcoli__saCOMT_T2A__1,0.1421539364,-0.4989749945
pcoli__saCOMT_T2A__2,0.1119747534,-0.4754803765
pcoli__sfCOMT__1,-0.213790489,-0.7702616665
pcoli__sfCOMT__2,-0.4452481408,-0.7935275195
pcoli__sgAANAT_D63G__1,-0.5177576724,-0.6463665615
pcoli__sgAANAT_D63G__2,-0.5925956691,-0.7707510275
pcoli__ssDDC__1,-0.098861262,-0.5057972325
pcoli__ssDDC__2,0.1515107108,-0.46933146950000004
pcoli__TP53B__1,0.1292908988,-0.4794570795
pcoli__TP53B__2,-0.0073699126,-0.5024868615
pcoli__WT__1,0.7990846173,-0.21860746450000001
pcoli__WT__2,0.3684718574,-0.3694470735
cck__glu_ale4__1,0.6492813498000001,-0.0823625285
cck__glu_ale4__2,-0.25242549810000003,-0.46918368250000003
cck__cck_ale1__1,-0.21327884090000002,-0.6537900195
cck__cck_ale1__2,-0.16278003400000002,-0.5664496575
cck__cck_ale2__1,0.0205666061,-0.6403309005000001
cck__cck_ale2__2,0.019956371400000002,-0.5576050315000001
cck_pgi__gmos_delpgi__1,-1.5360407524,-0.6915469765000001
cck_pgi__gmos_delpgi__2,-0.8831502045,-0.0596391605
cck_pgi__pgi_ale1__1,-0.6729645896,0.1125118875
cck_pgi__pgi_ale1__2,-0.9975585059000001,-0.2237146075
cck_pgi__pgi_ale2__2,-0.6657062412,-0.15546993350000002
cck_pgi__pgi_ale3__1,-0.3595211404,-0.059715235500000005
cck_pgi__pgi_ale3__2,-0.8169994233000001,-0.3462465295
cck_pgi__pgi_ale4__1,-0.4107798378,-0.5070741625
cck_pgi__pgi_ale4__2,-0.8745297326,-0.9877729065
cck_pgi__pgi_ale4__3,-0.6731869007,-0.9295290365000001
cck_pgi__pgi_ale5__1,-0.6420417834000001,-0.10622413750000001
cck_pgi__pgi_ale5__2,-1.034422505,-0.42723048350000004
cck_pgi__pgi_ale6__1,-0.45344793840000003,-0.0605400445
cck_pgi__pgi_ale6__2,-0.49206891760000004,-0.2520804835
cck_pgi__pgi_ale7__1,-0.7312773204,0.0048095675000000004
cck_pgi__pgi_ale7__2,-1.2695324889,-0.3966127695
cck_pgi__pgi_ale8__1,-0.3124772435,-0.1931100805
cck_pgi__pgi_ale8__2,-0.7353954036,-0.44232801850000003
cck_sdh__gmos_delsdhCB__1,0.2400030247,0.025473435500000002
cck_sdh__gmos_delsdhCB__2,0.7203750483,0.2134118935
cck_sdh__sdh_ale1__1,0.5966472124000001,-0.1686802215
cck_sdh__sdh_ale1__2,0.6163302860000001,-0.2907760165
cck_sdh__sdh_ale2__1,0.1850398869,-0.4282898195
cck_sdh__sdh_ale3__2,0.4141712019,-0.4442038585
cck_sdh__sdh_ale3__1,0.0761784763,-0.3474882695
cck_sdh__sdh_ale3__3,0.5039480077,-0.42998301250000004
cck_pts__gmos_delptsHIcrr__2,0.7798067011,-0.3872852225
cck_pts__gmos_delptsHIcrr__1,1.4871823584000001,-0.4256405985
cck_pts__pts_ale1__2,1.479794141,-0.6697723995
cck_pts__pts_ale1__1,1.0758139361,-0.4812004855
cck_pts__pts_ale2__2,-0.7432323339,-0.7018300215000001
cck_pts__pts_ale2__1,-0.6615911265000001,-0.7252091415
cck_pts__pts_ale3__2,2.7706602236,-1.0288254705
cck_pts__pts_ale3__1,3.2306323537,-0.9309478065000001
cck_pts__pts_ale4__2,-1.1051568439,-0.5686097185
cck_pts__pts_ale4__1,-0.76088522,-0.5720721925000001
cck_gnd__gmos_delgnd__1,0.3528310099,-0.3744352885
cck_gnd__gmos_delgnd__2,-0.1736612324,-0.3004832385
cck_gnd__gnd_ale1__1,-0.3259750483,-0.6037390405
cck_gnd__gnd_ale1__2,-0.3719973612,-0.7930329945
cck_gnd__gnd_ale2__1,0.0814557597,-0.6741851525
cck_gnd__gnd_ale2__2,-0.07915202190000001,-0.4490926925
cck_gnd__gnd_ale3__1,-0.5412465699,-0.6179417185
cck_gnd__gnd_ale3__2,-0.7246163906,-0.6392737005
cck_tpiA__gmos_deltpiA__1,-0.43675753310000004,-0.6136480775
cck_tpiA__gmos_deltpiA__2,-0.5565801889,-0.6208803955000001
cck_tpiA__tpiA_ale1__1,0.7263028115,-0.4716741795
cck_tpiA__tpiA_ale1__2,0.7033352339000001,-0.49269759750000003
cck_tpiA__tpiA_ale2__1,0.7823023809,-0.3832389075
cck_tpiA__tpiA_ale2__2,0.5460339341,-0.3846209085
cck_tpiA__tpiA_ale3__1,1.1177606936,-0.3334967475
cck_tpiA__tpiA_ale3__2,0.8365833117,-0.24160090850000002
cck_tpiA__tpiA_ale4__1,0.3279387563,-0.37277510350000004
cck_tpiA__tpiA_ale4__2,0.5521425713,-0.3708748255
acid_tale__acid_ale1_pH7__1,-1.4441807983000001,-0.5524182775
acid_tale__acid_ale1_pH7__2,-1.5763316932,-0.6082515145
acid_tale__acid_ale1_pH5__1,-1.0129017489,-0.8105111355
acid_tale__acid_ale1_pH5__2,-0.8560787315,-0.6683658965
acid_tale__acid_ale2_pH7__1,-2.0475337842,-0.49045993050000003
acid_tale__acid_ale2_pH7__2,-1.8916416201000001,-0.5477859385
acid_tale__acid_ale2_pH5__1,-1.8533788335999999,-0.7459036815000001
acid_tale__acid_ale2_pH5__2,-1.0204873867,-0.5791015025
acid_tale__low_Mg_ale_pH7__1,12.462138210300001,-0.012866819500000001
acid_tale__low_Mg_ale_pH7__2,12.917006109,-0.0483711795
acid_tale__low_Mg_ale_pH5__1,13.33886191,-0.1225805895
acid_tale__low_Mg_ale_pH5__2,14.2456855072,-0.13957732150000002
acid_tale__MES_ale_pH7__1,-1.1920979941,-0.7017408275
acid_tale__MES_ale_pH7__2,-1.684398919,-0.6687362145
acid_tale__MES_ale_pH5__1,-0.347637322,-1.0172692055
acid_tale__MES_ale_pH5__2,-0.1011408203,-0.5721647755
acid_tale__gmos_pH7__1,-1.5276441945,-0.5017021995000001
acid_tale__gmos_pH7__2,-1.1622993144,-0.5833008935
acid_tale__gmos_pH5__1,-1.0435372953,-0.7150428845
acid_tale__gmos_pH5__2,-0.8301137094000001,-0.6608393745000001
adnB__wt_adn__1,-1.5761113977,-1.2554890815
adnB__wt_adn__2,-2.9202325906,-1.5306097885
adnB__delydhB_adn__1,-1.7034953247,-1.4930721215
adnB__delydhB_adn__2,-0.9355623327,-1.0762917375
ytf2__wt_glc__1,-1.3735150109,-0.6502067195
ytf2__wt_glc__2,-0.6922563226,-0.6794069925
ytf2__ybcM_glc__1,-0.4068994253,-0.6258904925000001
ytf2__ybcM_glc__2,-0.5051841062,-0.5500292205
ytf2__ydhB_glc__1,-0.1556071593,-0.5844354445000001
ytf2__ydhB_glc__2,-0.33091042200000004,-0.6524518165000001
ytf2__yfeC_glc__1,-0.11476291270000001,-0.8014976995
ytf2__yfeC_glc__2,-0.0789973588,-0.7787802195
ytf2__yciT_glc__1,-0.8065615228,-0.7192877465
ytf2__yciT_glc__2,-0.8093495527,-0.7308054625
ytf2__ydiZ_glc__1,-0.7692420680000001,-0.6649102315000001
ytf2__ydiZ_glc__2,-0.8839030094,-0.6196844115
ytf2__ynfL_glc__1,-0.30738187240000003,-0.5614662865
ytf2__ynfL_glc__2,-0.5391887067,-0.4637549655
misc2__dellon_glc__1,0.0334343895,0.11829938150000001
misc2__dellon_glc__2,-0.2191889447,0.1797457415
ytf3__wt_glc2__1,-1.3177517017,-0.8411719095
ytf3__wt_glc2__2,-0.8076479442000001,-0.6779516905
ytf3__wt_pH7_lactate__1,-1.355904226,-0.8580844675
ytf3__wt_pH7_lactate__2,-1.4654208256,-0.7968318145000001
ytf3__wt_pH55_lactate__1,-0.8405809305,-1.1045451935
ytf3__wt_pH55_lactate__2,-0.7247678197,-0.9249712915
ytf3__wt_pH55_HCl__1,-0.8609843987,-0.8801270425000001
ytf3__wt_pH55_HCl__2,-0.7679459809,-1.0458544375
ytf3__dyieP_pH7__1,-0.6676582573000001,-0.7506950845
ytf3__dyieP_pH7__2,-0.8887484279000001,-0.8741295375
ytf3__dyieP_pH55__1,-1.272673011,-1.0409153475
ytf3__dyieP_pH55__2,-1.5181439697,-0.8883930915
