,TF,gene_id,effect
2414,PucR,BSU32450,activation
2415,PucR,BSU32470,activation
2416,PucR,BSU32530,activation
2417,PucR,BSU32440,activation
2418,PucR,BSU32450,auto-repression
2419,LmrA,BSU39990,repression
2420,LmrA,BSU39980,repression
2421,LmrA,BSU02680,repression
2422,LmrA,BSU39970,repression
2423,LmrA,BSU02670,repression
2424,LytT,BSU28910,activation
2425,LytT,BSU28900,activation
2426,YlaC,BSU14710,sigma factor
2427,YlaC,BSU14740,sigma factor
2428,YlaC,BSU14730,sigma factor
2429,YlaC,BSU14720,sigma factor
2430,GltR,BSU26670,negative autoregulation
2431,SigB,BSU30670,sigma factor
2432,SigB,BSU08590,sigma factor
2433,SigB,BSU07890,sigma factor
2434,SigB,BSU06590,sigma factor
2435,SigB,BSU08600,sigma factor
2436,SigB,BSU04730,sigma factor
2437,SigB,BSU24500,sigma factor
2438,SigB,BSU29420,sigma factor
2439,SigB,BSU07790,sigma factor
2440,SigB,BSU37220,sigma factor
2441,SigB,BSU02100,sigma factor
2442,SigB,BSU11839,sigma factor
2443,SigB,BSU07770,sigma factor
2444,SigB,BSU19240,sigma factor
2445,SigB,BSU04690,sigma factor
2446,SigB,BSU07930,sigma factor
2447,SigB,BSU03130,sigma factor
2448,SigB,BSU05500,sigma factor
2449,SigB,BSU09540,sigma factor
2450,SigB,BSU29780,sigma factor
2451,SigB,BSU02110,sigma factor
2452,SigB,BSU38940,sigma factor
2453,SigB,BSU19150,sigma factor
2454,SigB,BSU40210,sigma factor
2455,SigB,BSU23830,sigma factor
2456,SigB,BSU33620,sigma factor
2457,SigB,BSU07760,sigma factor
2458,SigB,BSU23340,sigma factor
2459,SigB,BSU02830,sigma factor
2460,SigB,BSU04180,sigma factor
2461,SigB,BSU02900,sigma factor
2462,SigB,BSU35830,sigma factor
2463,SigB,BSU35310,sigma factor
2464,SigB,BSU04380,sigma factor
2465,SigB,BSU02910,sigma factor
2466,SigB,BSU38430,sigma factor
2467,SigB,BSU04200,sigma factor
2468,SigB,BSU04270,sigma factor
2469,SigB,BSU36960,sigma factor
2470,SigB,BSU37230,sigma factor
2471,SigB,BSU35180,sigma factor
2472,SigB,BSU00890,sigma factor
2473,SigB,BSU04340,sigma factor
2474,SigB,new_3035475_3036308_c,sigma factor
2475,SigB,BSU04310,sigma factor
2476,SigB,BSU00170,sigma factor
2477,SigB,BSU30930,sigma factor
2478,SigB,BSU06400,sigma factor
2479,SigB,BSU04680,sigma factor
2480,SigB,BSU23300,sigma factor
2481,SigB,BSU30070,sigma factor
2482,SigB,BSU40450,sigma factor
2483,SigB,BSU06410,sigma factor
2484,SigB,BSU07680,sigma factor
2485,SigB,BSU04440,sigma factor
2486,SigB,BSU37210,sigma factor
2487,SigB,BSU09390,sigma factor
2488,SigB,BSU17240,sigma factor
2489,SigB,BSU07920,sigma factor
2490,SigB,BSU05790,sigma factor
2491,SigB,BSU33530,sigma factor
2492,SigB,BSU38180,sigma factor
2493,SigB,BSU12170,sigma factor
2494,SigB,BSU25290,sigma factor
2495,SigB,BSU23329,sigma factor
2496,SigB,BSU39810,sigma factor
2497,SigB,BSU_misc_RNA_55,sigma factor
2498,SigB,BSU10810,sigma factor
2499,SigB,BSU04210,sigma factor
2500,SigB,BSU36680,sigma factor
2501,SigB,BSU09450,sigma factor
2502,SigB,BSU11500,sigma factor
2503,SigB,BSU24770,sigma factor
2504,SigB,BSU40259,sigma factor
2505,SigB,BSU30700,sigma factor
2506,SigB,BSU04430,sigma factor
2507,SigB,BSU27750,sigma factor
2508,SigB,BSU04740,sigma factor
2509,SigB,BSU28830,sigma factor
2510,SigB,new_3708133_3708785,sigma factor
2511,SigB,BSU31380,sigma factor
2512,SigB,BSU35699,sigma factor
2513,SigB,BSU00840,sigma factor
2514,SigB,BSU39050,sigma factor
2515,SigB,BSU35670,sigma factor
2516,SigB,BSU33850,sigma factor
2517,SigB,BSU38830,sigma factor
2518,SigB,BSU29100,sigma factor
2519,SigB,BSU16600,sigma factor
2520,SigB,BSU35970,sigma factor
2521,SigB,BSU18510,sigma factor
2522,SigB,BSU25280,sigma factor
2523,SigB,BSU05490,sigma factor
2524,SigB,BSU30790,sigma factor
2525,SigB,BSU24020,sigma factor
2526,SigB,BSU09140,sigma factor
2527,SigB,BSU08580,sigma factor
2528,SigB,BSU04300,sigma factor
2529,SigB,BSU12220,sigma factor
2530,SigB,BSU07750,sigma factor
2531,SigB,BSU05140,sigma factor
2532,SigB,BSU11130,sigma factor
2533,SigB,BSU16620,sigma factor
2534,SigB,BSU08610,sigma factor
2535,SigB,BSU25020,sigma factor
2536,SigB,BSU07850,sigma factor
2537,SigB,BSU30780,sigma factor
2538,SigB,BSU04280,sigma factor
2539,SigB,BSU18530,sigma factor
2540,SigB,BSU17250,sigma factor
2541,SigB,BSU03910,sigma factor
2542,SigB,BSU33400,sigma factor
2543,SigB,BSU13170,sigma factor
2544,SigB,BSU33200,sigma factor
2545,SigB,BSU40529,sigma factor
2546,SigB,BSU24750,sigma factor
2547,SigB,BSU38620,sigma factor
2548,SigB,BSU24760,sigma factor
2549,SigB,BSU30060,sigma factor
2550,SigB,BSU04720,sigma factor
2551,SigB,BSU00540,sigma factor
2552,SigB,BSU04670,sigma factor
2553,SigB,BSU02590,sigma factor
2554,SigB,BSU00830,sigma factor
2555,SigB,BSU29770,sigma factor
2556,SigB,BSU30650,sigma factor
2557,SigB,BSU04400,sigma factor
2558,SigB,BSU02920,sigma factor
2559,SigB,BSU31279,sigma factor
2560,SigB,BSU12160,sigma factor
2561,SigB,BSU07735,sigma factor
2562,SigB,BSU12150,sigma factor
2563,SigB,BSU02890,sigma factor
2564,SigB,BSU27020,sigma factor
2565,SigB,BSU37240,sigma factor
2566,SigB,BSU31280,sigma factor
2567,SigB,BSU38630,sigma factor
2568,SigB,BSU08510,sigma factor
2569,SigB,BSU02930,sigma factor
2570,SigB,BSU04370,sigma factor
2571,SigB,BSU16640,sigma factor
2572,SigB,BSU28340,sigma factor
2573,SigB,BSU12210,sigma factor
2574,SigB,BSU00860,sigma factor
2575,SigB,BSU38930,sigma factor
2576,SigB,BSU18350,sigma factor
2577,SigB,BSU16650,sigma factor
2578,SigB,BSU36670,sigma factor
2579,SigB,BSU04220,sigma factor
2580,SigB,new_3036310_3036529_c,sigma factor
2581,SigB,BSU00910,sigma factor
2582,SigB,BSU13640,sigma factor
2583,SigB,BSU23330,sigma factor
2584,SigB,BSU29410,sigma factor
2585,SigB,BSU04190,sigma factor
2586,SigB,BSU13160,sigma factor
2587,SigB,BSU36720,sigma factor
2588,SigB,BSU10430,sigma factor
2589,SigB,BSU08490,sigma factor
2590,SigB,BSU04710,sigma factor
2591,SigB,BSU13020,sigma factor
2592,SigB,BSU02840,sigma factor
2593,SigB,BSU09530,sigma factor
2594,SigB,BSU07690,sigma factor
2595,SigB,BSU24740,sigma factor
2596,SigB,BSU40030,sigma factor
2597,SigB,BSU18520,sigma factor
2598,SigB,BSU07880,sigma factor
2599,SigB,BSU08500,sigma factor
2600,SigB,BSU34540,sigma factor
2601,SigB,BSU40000,sigma factor
2602,SigB,BSU04290,sigma factor
2603,SigB,BSU00530,sigma factor
2604,SigB,BSU00870,sigma factor
2605,SigB,BSU28500,sigma factor
2606,SigB,BSU00160,sigma factor
2607,SigB,BSU07550,sigma factor
2608,SigB,BSU13169,sigma factor
2609,SigB,BSU39040,sigma factor
2610,SigB,BSU24000,sigma factor
2611,SigB,BSU00850,sigma factor
2612,SigB,BSU33630,sigma factor
2613,SigB,BSU25300,sigma factor
2614,SigB,BSU38610,sigma factor
2615,SigB,BSU27760,sigma factor
2616,SigB,BSU14670,sigma factor
2617,SigB,BSU16590,sigma factor
2618,SigB,BSU05150,sigma factor
2619,SigB,BSU07900,sigma factor
2620,SigB,BSU11490,sigma factor
2621,SigB,BSU07780,sigma factor
2622,SigB,BSU16630,sigma factor
2623,SigB,BSU33610,sigma factor
2624,SigB,BSU00520,sigma factor
2625,SigB,BSU24010,sigma factor
2626,SigB,BSU07720,sigma factor
2627,SigB,BSU40570,sigma factor
2628,SigB,BSU35980,sigma factor
2629,SigB,BSU14210,sigma factor
2630,SigB,BSU06660,sigma factor
2631,SigB,BSU14660,sigma factor
2632,SigB,BSU14680,sigma factor
2633,SigB,BSU07670,sigma factor
2634,SigB,BSU24490,sigma factor
2635,SigB,BSU38720,sigma factor
2636,SigB,BSU04039,sigma factor
2637,SigB,BSU40040,sigma factor
2638,SigB,BSU08570,sigma factor
2639,SigB,BSU33410,sigma factor
2640,SigB,BSU09690,sigma factor
2641,SigB,BSU00880,sigma factor
2642,SigB,BSU02940,sigma factor
2643,SigB,BSU25289,sigma factor
2644,SigB,BSU11120,sigma factor
2645,SigB,BSU16610,sigma factor
2646,SigB,BSU04700,sigma factor
2647,SigB,BSU30640,sigma factor
2648,SigB,BSU30690,sigma factor
2649,SigB,BSU29760,sigma factor
2650,SigB,BSU33600,sigma factor
2651,SigB,BSU29110,sigma factor
2652,SigB,BSU39840,sigma factor
2653,SigB,BSU13010,sigma factor
2654,SigB,BSU00900,sigma factor
2655,SigB,BSU18360,sigma factor
2656,MelR,BSU30290,repression
2657,MelR,BSU30260,repression
2658,MelR,BSU30270,repression
2659,MelR,BSU30280,repression
2660,MelR,BSU30300,repression
2661,Abh,BSU19410,repression
2662,Abh,BSU14900,repression
2663,Abh,BSU14750,repression
2664,Abh,BSU03510,repression
2665,Abh,BSU03520,repression
2666,Abh,BSU36460,repression
2667,Abh,BSU14930,repression
2668,Abh,BSU07750,repression
2669,Abh,BSU03480,repression
2670,Abh,BSU03490,repression
2671,Abh,BSU21460,activation
2672,Abh,BSU03500,repression
2673,Abh,BSU14910,repression
2674,Abh,BSU21450,activation
2675,Abh,BSU34380,activation
2676,Abh,BSU21470,activation
2677,Abh,BSU02780,repression
2678,Abh,BSU34390,activation
2679,Abh,BSU21480,activation
2680,Abh,BSU14920,repression
2681,Abh,BSU14890,repression
2682,Abh,BSU21440,activation
2683,Abh,BSU14880,repression
2684,SinR,BSU35620,repression
2685,SinR,BSU23450,repression
2686,SinR,BSU34050,repression
2687,SinR,BSU24640,repression
2688,SinR,BSU15320,repression
2689,SinR,BSU00490,repression
2690,SinR,BSU34350,anti-activation
2691,SinR,BSU15330,repression
2692,SinR,BSU24630,repression
2693,SinR,BSU34240,anti-activation
2694,SinR,BSU24600,repression
2695,SinR,BSU31460,repression
2696,SinR,BSU40300,repression
2697,SinR,BSU34320,anti-activation
2698,SinR,BSU38360,repression
2699,SinR,BSU35490,repression
2700,SinR,BSU31322,repression
2701,SinR,BSU34250,anti-activation
2702,SinR,BSU10300,repression
2703,SinR,BSU35500,repression
2704,SinR,BSU14240,repression
2705,SinR,BSU33400,repression
2706,SinR,BSU34290,anti-activation
2707,SinR,BSU34230,anti-activation
2708,SinR,BSU34300,anti-activation
2709,SinR,BSU31450,repression
2710,SinR,BSU34265,anti-activation
2711,SinR,BSU35640,repression
2712,SinR,BSU34330,anti-activation
2713,SinR,BSU34310,anti-activation
2714,SinR,BSU34340,anti-activation
2715,SinR,BSU34220,anti-activation
2716,SinR,BSU23460,repression
2717,SinR,BSU34030,repression
2718,SinR,BSU09370,repression
2719,SinR,BSU34370,anti-activation
2720,SinR,BSU35630,repression
2721,SinR,BSU34040,repression
2722,SinR,BSU34280,anti-activation
2723,SinR,BSU40310,repression
2724,SinR,BSU34380,repression
2725,SinR,BSU15310,repression
2726,SinR,BSU31321,repression
2727,SinR,BSU24610,repression
2728,SinR,BSU34390,repression
2729,SinR,BSU23470,repression
2730,SinR,BSU34360,anti-activation
2731,SinR,BSU38400,repression
2732,SinR,BSU24620,repression
2733,CatR,BSU08240,repression
2734,CatR,BSU08230,repression
2735,GbsR,BSU33730,repression
2736,GbsR,BSU31060,repression
2737,GbsR,BSU33710,repression
2738,GbsR,BSU31050,repression
2739,GbsR,BSU33720,repression
2740,GbsR,BSU33700,repression
2741,SwrA,BSU16450,activation
2742,SwrA,BSU16220,activation
2743,SwrA,BSU16390,activation
2744,SwrA,BSU16230,activation
2745,SwrA,BSU16360,activation
2746,SwrA,BSU16330,activation
2747,SwrA,BSU16430,activation
2748,SwrA,BSU16270,activation
2749,SwrA,BSU16410,activation
2750,SwrA,BSU16320,activation
2751,SwrA,BSU16440,activation
2752,SwrA,BSU16400,activation
2753,SwrA,BSU16350,activation
2754,SwrA,BSU16240,activation
2755,SwrA,BSU16260,activation
2756,SwrA,BSU16310,activation
2757,SwrA,BSU16470,activation
2758,SwrA,BSU16210,activation
2759,SwrA,BSU16380,activation
2760,SwrA,BSU16290,activation
2761,SwrA,BSU16480,activation
2762,SwrA,BSU16180,activation
2763,SwrA,BSU16300,activation
2764,SwrA,BSU16460,activation
2765,SwrA,BSU16370,activation
2766,SwrA,BSU16299,activation
2767,SwrA,BSU16420,activation
2768,SwrA,BSU16280,activation
2769,SwrA,BSU16340,activation
2770,SwrA,BSU16200,activation
2771,SwrA,BSU16250,activation
2772,SwrA,BSU16190,activation
2773,RplJ,BSU01050,termination
2774,RplJ,BSU01040,termination
2775,SigG,BSU15310,sigma factor
2776,SigG,BSU32859,sigma factor
2777,SigG,BSU11139,sigma factor
2778,SigG,BSU08110,sigma factor
2779,SigG,BSU17750,sigma factor
2780,SigG,BSU07760,sigma factor
2781,SigG,BSU17980,sigma factor
2782,SigG,BSU00450,sigma factor
2783,SigG,BSU29570,sigma factor
2784,SigG,BSU09180,sigma factor
2785,SigG,BSU18600,sigma factor
2786,SigG,BSU23410,sigma factor
2787,SigG,BSU32860,sigma factor
2788,SigG,BSU23380,sigma factor
2789,SigG,BSU25080,sigma factor
2790,SigG,BSU22290,sigma factor
2791,SigG,BSU10970,sigma factor
2792,SigG,BSU23930,sigma factor
2793,SigG,BSU13380,sigma factor
2794,SigG,BSU05540,sigma factor
2795,SigG,BSU07930,sigma factor
2796,SigG,BSU10110,sigma factor
2797,SigG,BSU21950,sigma factor
2798,SigG,BSU30470,sigma factor
2799,SigG,BSU03720,sigma factor
2800,SigG,BSU23470,sigma factor
2801,SigG,BSU08660,sigma factor
2802,SigG,BSU34470,sigma factor
2803,SigG,BSU08630,sigma factor
2804,SigG,BSU09150,sigma factor
2805,SigG,BSU33060,sigma factor
2806,SigG,BSU07980,sigma factor
2807,SigG,BSU23450,sigma factor
2808,SigG,BSU24230,sigma factor
2809,SigG,BSU35240,sigma factor
2810,SigG,BSU10980,sigma factor
2811,SigG,BSU23430,sigma factor
2812,SigG,BSU01520,sigma factor
2813,SigG,BSU35800,sigma factor
2814,SigG,BSU16880,sigma factor
2815,SigG,BSU27750,sigma factor
2816,SigG,BSU08650,sigma factor
2817,SigG,BSU22000,sigma factor
2818,SigG,BSU31380,sigma factor
2819,SigG,BSU10900,sigma factor
2820,SigG,BSU23401,sigma factor
2821,SigG,BSU13510,sigma factor
2822,SigG,BSU07920,sigma factor
2823,SigG,BSU33050,sigma factor
2824,SigG,BSU23440,sigma factor
2825,SigG,BSU09750,sigma factor
2826,SigG,BSU27470,sigma factor
2827,SigG,BSU11140,sigma factor
2828,SigG,BSU15330,sigma factor
2829,SigG,BSU05530,sigma factor
2830,SigG,BSU09140,sigma factor
2831,SigG,BSU23390,sigma factor
2832,SigG,BSU34520,sigma factor
2833,SigG,BSU13410,sigma factor
2834,SigG,BSU19639,sigma factor
2835,SigG,BSU03710,sigma factor
2836,SigG,BSU02080,sigma factor
2837,SigG,BSU25540,sigma factor
2838,SigG,BSU40870,sigma factor
2839,SigG,BSU17990,sigma factor
2840,SigG,BSU03690,sigma factor
2841,SigG,BSU17760,sigma factor
2842,SigG,BSU23420,sigma factor
2843,SigG,BSU23480,sigma factor
2844,SigG,BSU26990,sigma factor
2845,SigG,BSU23460,sigma factor
2846,SigG,BSU15320,sigma factor
2847,SigG,BSU00560,sigma factor
2848,SigG,BSU13400,sigma factor
2849,SigG,BSU03400,sigma factor
2850,SigG,BSU26619,sigma factor
2851,SigG,BSU26620,sigma factor
2852,SigG,BSU38620,sigma factor
2853,SigG,BSU34510,sigma factor
2854,SigG,BSU23402,sigma factor
2855,SigG,BSU16799,sigma factor
2856,SigG,BSU33540,sigma factor
2857,SigG,BSU16790,sigma factor
2858,SigG,BSU22930,sigma factor
2859,SigG,BSU08310,sigma factor
2860,SigG,BSU08330,sigma factor
2861,SigG,BSU37620,sigma factor
2862,SigG,BSU13470,sigma factor
2863,SigG,BSU03700,sigma factor
2864,SigG,BSU35820,sigma factor
2865,SigG,BSU27469,sigma factor
2866,SigG,BSU13830,sigma factor
2867,SigG,BSU18720,sigma factor
2868,SigG,BSU13290,sigma factor
2869,SigG,BSU02070,sigma factor
2870,SigG,BSU19430,sigma factor
2871,SigG,BSU09410,sigma factor
2872,SigG,BSU13840,sigma factor
2873,SigG,BSU00540,sigma factor
2874,SigG,BSU26950,sigma factor
2875,SigG,BSU13930,sigma factor
2876,SigG,new_1569226_1569349_c,sigma factor
2877,SigG,BSU08550,sigma factor
2878,SigG,BSU22920,sigma factor
2879,SigG,BSU22169,sigma factor
2880,SigG,BSU26980,sigma factor
2881,SigG,BSU26970,sigma factor
2882,SigG,BSU18030,sigma factor
2883,SigG,BSU17770,sigma factor
2884,SigG,BSU22869,sigma factor
2885,SigG,BSU22019,sigma factor
2886,SigG,BSU27760,sigma factor
2887,SigG,BSU25530,sigma factor
2888,SigG,BSU28660,sigma factor
2889,SigG,BSU08510,sigma factor
2890,SigG,BSU35810,sigma factor
2891,SigG,BSU09350,sigma factor
2892,SigG,BSU07780,sigma factor
2893,SigG,BSU09230,sigma factor
2894,SigG,BSU14800,sigma factor
2895,SigG,BSU40360,sigma factor
2896,SigG,BSU13390,sigma factor
2897,SigG,BSU23940,sigma factor
2898,SigG,BSU13509,sigma factor
2899,SigG,BSU13920,sigma factor
2900,SigG,BSU18020,sigma factor
2901,SigG,BSU39590,sigma factor
2902,SigG,BSU08490,sigma factor
2903,SigG,BSU03930,sigma factor
2904,SigG,BSU26960,sigma factor
2905,SigG,BSU08320,sigma factor
2906,SigG,BSU38610,sigma factor
2907,SigG,BSU19950,sigma factor
2908,SigG,BSU30840,sigma factor
2909,SigG,BSU30739,sigma factor
2910,SigG,BSU08500,sigma factor
2911,SigG,BSU33070,sigma factor
2912,SigG,BSU27468,sigma factor
2913,SigG,BSU01530,sigma factor
2914,SigG,BSU01550,sigma factor
2915,SigG,BSU40880,sigma factor
2916,SigG,BSU37510,sigma factor
2917,SigG,BSU33340,sigma factor
2918,SigG,BSU32320,sigma factor
2919,SigG,BSU07790,sigma factor
2920,SigG,BSU03920,sigma factor
2921,SigG,BSU15440,sigma factor
2922,SigG,BSU07770,sigma factor
2923,IolR,BSU39740,repression
2924,IolR,BSU39730,repression
2925,IolR,BSU39780,repression
2926,IolR,BSU06230,repression
2927,IolR,BSU39700,repression
2928,IolR,BSU39680,repression
2929,IolR,BSU39710,repression
2930,IolR,BSU39670,repression
2931,IolR,BSU39760,repression
2932,IolR,BSU39770,repression
2933,IolR,BSU39750,repression
2934,IolR,BSU39690,repression
2935,IolR,BSU39720,repression
2936,TagU,BSU35650,auto-repression
2937,AhrC,BSU29440,repression
2938,AhrC,BSU11200,repression
2939,AhrC,BSU40320,activation
2940,AhrC,BSU11220,repression
2941,AhrC,BSU37770,activation
2942,AhrC,BSU37790,activation
2943,AhrC,BSU11210,repression
2944,AhrC,BSU11230,repression
2945,AhrC,BSU11250,repression
2946,AhrC,BSU40330,activation
2947,AhrC,BSU11240,repression
2948,AhrC,BSU40340,activation
2949,AhrC,BSU11190,repression
2950,AhrC,BSU37760,activation
2951,AhrC,BSU29450,repression
2952,AhrC,BSU37780,activation
2953,SigO,BSU33250,sigma factor
2954,SigO,BSU33239,sigma factor
2955,SigO,BSU33230,sigma factor
2956,SigO,BSU33240,sigma factor
2957,SigO,BSU33222,sigma factor
2958,PhoP,BSU07820,activation
2959,PhoP,BSU32540,activation
2960,PhoP,BSU02620,activation
2961,PhoP,BSU23150,activation
2962,PhoP,BSU01960,activation
2963,PhoP,BSU35310,activation
2964,PhoP,BSU03520,activation
2965,PhoP,BSU05740,activation
2966,PhoP,BSU01970,activation
2967,PhoP,BSU35600,activation
2968,PhoP,BSU35710,repression
2969,PhoP,BSU40280,activation
2970,PhoP,BSU29630,activation
2971,PhoP,BSU18920,activation
2972,PhoP,BSU06260,activation
2973,PhoP,BSU24950,activation
2974,PhoP,BSU03480,activation
2975,PhoP,BSU02640,activation
2976,PhoP,BSU02630,activation
2977,PhoP,BSU03490,activation
2978,PhoP,BSU13330,activation
2979,PhoP,BSU01920,activation
2980,PhoP,BSU35740,repression
2981,PhoP,BSU29100,activation
2982,PhoP,BSU35580,activation
2983,PhoP,BSU23140,activation
2984,PhoP,BSU35720,repression
2985,PhoP,BSU01950,activation
2986,PhoP,BSU03500,activation
2987,PhoP,BSU35750,repression
2988,PhoP,BSU06250,activation
2989,PhoP,BSU39100,activation
2990,PhoP,BSU11990,activation
2991,PhoP,BSU35730,repression
2992,PhoP,BSU40270,activation
2993,PhoP,BSU24990,activation
2994,PhoP,BSU35570,activation
2995,PhoP,BSU24970,activation
2996,PhoP,BSU09410,activation
2997,PhoP,BSU01980,activation
2998,PhoP,BSU35540,activation
2999,PhoP,BSU07810,activation
3000,PhoP,BSU35590,activation
3001,PhoP,BSU38090,activation
3002,PhoP,BSU07840,activation
3003,PhoP,BSU35700,repression
3004,PhoP,BSU13320,activation
3005,PhoP,BSU01910,activation
3006,PhoP,BSU02140,activation
3007,PhoP,BSU35760,repression
3008,PhoP,BSU29110,activation
3009,PhoP,BSU05730,activation
3010,PhoP,BSU03510,activation
3011,PhoP,BSU35560,activation
3012,PhoP,BSU18910,activation
3013,PhoP,BSU23130,activation
3014,PhoP,BSU07800,activation
3015,PhoP,BSU35610,activation
3016,PhoP,BSU24980,activation
3017,PhoP,BSU35609,activation
3018,PhoP,BSU35550,activation
3019,PhoP,BSU02130,activation
3020,PhoP,BSU23120,activation
3021,PhoP,BSU40260,activation
3022,PhoP,BSU24960,activation
3023,PhoP,BSU23110,activation
3024,PhoP,BSU01935,activation
3025,GlnR,BSU36660,repression
3026,GlnR,BSU18120,repression
3027,GlnR,BSU17460,repression
3028,GlnR,BSU36650,repression
3029,GlnR,BSU17450,repression
3030,GlnR,BSU13310,repression
3031,GlnR,BSU36640,repression
3032,GmuR,BSU05870,repression
3033,GmuR,BSU05810,repression
3034,GmuR,BSU05880,repression
3035,GmuR,BSU05850,repression
3036,GmuR,BSU05860,repression
3037,GmuR,BSU05820,repression
3038,GmuR,BSU05840,repression
3039,GmuR,BSU05830,repression
3040,Kre,BSU13360,repression
3041,Kre,BSU14150,repression
3042,Kre,BSU28910,repression
3043,Kre,BSU14170,repression
3044,Kre,BSU31959,repression
3045,Kre,BSU28900,repression
3046,Kre,BSU32000,repression
3047,Kre,BSU31980,repression
3048,Kre,BSU31970,repression
3049,Kre,BSU14160,repression
3050,Kre,BSU31990,repression
3051,Kre,new_1399409_1400187,repression
3052,Kre,BSU31960,repression
3053,DnaA,BSU40230,repression
3054,DnaA,BSU21440,repression
3055,DnaA,BSU38080,repression
3056,DnaA,BSU39950,repression
3057,DnaA,BSU38070,repression
3058,DnaA,BSU36950,repression
3059,DnaA,BSU40610,repression
3060,DnaA,BSU41020,repression
3061,DnaA,BSU25690,activation
3062,DnaA,BSU40600,repression
3063,DnaA,BSU39940,repression
3064,DnaA,BSU40590,repression
3065,DnaA,BSU41010,repression
3066,DnaA,BSU40580,repression
3067,DnaA,BSU40990,repression
3068,DnaA,BSU41000,repression
3069,DnaA,BSU21460,repression
3070,DnaA,BSU21450,repression
3071,DnaA,BSU40620,repression
3072,DnaA,BSU38090,repression
3073,DnaA,BSU21470,repression
3074,DnaA,BSU21480,repression
3075,SacT,BSU38030,antitermination
3076,SacT,BSU38050,antitermination
3077,SacT,BSU38040,antitermination
3078,MalR,BSU31580,activation
3079,MalR,BSU07570,activation
3080,MalR,BSU37050,activation
3081,MalR,BSU37040,activation
3082,CsoR,BSU33500,repression
3083,CsoR,BSU19890,repression
3084,CsoR,BSU19880,repression
3085,CsoR,BSU19970,repression
3086,CsoR,BSU19820,repression
3087,CsoR,BSU19860,repression
3088,CsoR,BSU19870,repression
3089,CsoR,BSU19930,repression
3090,CsoR,BSU19830,repression
3091,CsoR,BSU19910,repression
3092,CsoR,BSU33510,repression
