,TF,gene_id,effect
3916,Mta,BSU24020,activation
3917,Mta,BSU16845,activation
3918,Mta,BSU26590,activation
3919,Mta,BSU24010,activation
3920,Mta,BSU16860,activation
3921,PadR,BSU34400,repression
3922,PadR,BSU34420,repression
3923,PadR,BSU34410,repression
3924,PurR,BSU06460,repression
3925,PurR,BSU00480,repression
3926,PurR,BSU06510,repression
3927,PurR,BSU06370,repression
3928,PurR,BSU06420,repression
3929,PurR,BSU29990,repression
3930,PurR,BSU06450,repression
3931,PurR,BSU06440,repression
3932,PurR,BSU06530,repression
3933,PurR,BSU24320,repression
3934,PurR,BSU22060,repression
3935,PurR,BSU24310,repression
3936,PurR,BSU06520,repression
3937,PurR,BSU00470,repression
3938,PurR,BSU06470,repression
3939,PurR,BSU06430,repression
3940,PurR,BSU40420,repression
3941,PurR,BSU06500,repression
3942,PurR,BSU00460,repression
3943,PurR,BSU22070,repression
3944,PurR,BSU06490,repression
3945,PurR,BSU36900,repression
3946,PurR,BSU32130,repression
3947,PurR,BSU06480,repression
3948,AdeR,BSU31930,activation
3949,GlvR,BSU08200,activation
3950,GlvR,BSU08180,activation
3951,GlvR,BSU08190,activation
3952,CggR,BSU33930,repression
3953,CggR,BSU33940,repression
3954,CggR,BSU33950,repression
3955,CggR,BSU33900,repression
3956,CggR,BSU33910,repression
3957,CggR,BSU33920,repression
3958,RsoA,BSU33250,sigma factor
3959,RsoA,BSU33239,sigma factor
3960,RsoA,BSU33230,sigma factor
3961,RsoA,BSU33240,sigma factor
3962,RsoA,BSU33222,sigma factor
3963,XylR,BSU17610,repression
3964,XylR,BSU17570,repression
3965,XylR,BSU17600,repression
3966,XylR,BSU17580,repression
3967,AdhR,BSU27010,activation
3968,AdhR,BSU27020,activation
3969,ArsR,BSU25790,repression
3970,ArsR,BSU25800,repression
3971,ArsR,BSU25810,repression
3972,ArsR,BSU25780,repression
3973,Rex,BSU09840,repression
3974,Rex,BSU_misc_RNA_67,repression
3975,Rex,BSU38730,repression
3976,Rex,BSU36010,repression
3977,Rex,BSU03060,repression
3978,Rex,BSU03050,repression
3979,Rex,BSU38760,repression
3980,Rex,BSU36000,repression
3981,Rex,BSU38060,repression
3982,Rex,BSU12290,repression
3983,Rex,BSU38740,repression
3984,Rex,BSU38750,repression
3985,Rex,BSU12280,repression
3986,HprT,BSU00680,activation
3987,HprT,BSU00670,activation
3988,HprT,BSU00690,activation
3989,PamR,BSU04750,repression
3990,PamR,BSU04760,repression
3991,PamR,BSU04770,repression
3992,YfhP,BSU08630,repression
3993,YfhP,BSU08660,repression
3994,YfhP,BSU08650,repression
3995,GlcT,BSU13910,antitermination
3996,GlcT,BSU13900,antitermination
3997,GlcT,BSU13890,antitermination
3998,HutP,BSU39360,antitermination
3999,HutP,BSU39340,antitermination
4000,HutP,BSU39380,antitermination
4001,HutP,BSU39350,antitermination
4002,HutP,BSU39370,antitermination
4003,HutP,BSU39390,antitermination
4004,RocR,BSU17850,autorepression
4005,RocR,BSU40350,autorepression
4006,RocR,BSU40320,activation
4007,RocR,BSU37770,activation
4008,RocR,BSU37790,activation
4009,RocR,BSU37760,activation
4010,RocR,BSU40330,activation
4011,RocR,BSU40340,activation
4012,RocR,BSU37780,activation
4013,RhgR,BSU07080,activation
4014,RhgR,BSU07040,activation
4015,RhgR,BSU07010,activation
4016,RhgR,BSU07070,activation
4017,RhgR,BSU07030,activation
4018,RhgR,BSU07060,activation
4019,RhgR,BSU07020,activation
4020,RhgR,BSU07050,activation
4021,YetL,BSU07230,repression
4022,ChrS,BSU36130,repression
4023,ChrS,BSU36110,repression
4024,ChrS,BSU36120,repression
4025,BceR,BSU30370,activation
4026,BceR,BSU30380,activation
4027,PutR,BSU03220,activation
4028,PutR,BSU03210,activation
4029,PutR,BSU03200,activation
4030,YwcC,BSU38229,repression
4031,MifM,BSU23890,attenuation
4032,MifM,BSU23880,attenuation
4033,GabR,BSU03900,activation
4034,GabR,BSU03910,activation
4035,GabR,BSU03890,negative autoregulation
4036,YwbI,BSU38330,activation
4037,YwbI,BSU38320,activation
4038,SigF,BSU35609,sigma factor
4039,SigF,BSU37510,sigma factor
4040,SigF,BSU35550,sigma factor
4041,SigF,BSU24580,sigma factor
4042,SigF,BSU10280,sigma factor
4043,SigF,BSU00880,sigma factor
4044,SigF,BSU38740,sigma factor
4045,SigF,BSU15310,sigma factor
4046,SigF,BSU30470,sigma factor
4047,SigF,BSU38750,sigma factor
4048,SigF,BSU23470,sigma factor
4049,SigF,BSU24500,sigma factor
4050,SigF,BSU09150,sigma factor
4051,SigF,BSU00650,sigma factor
4052,SigF,BSU23450,sigma factor
4053,SigF,BSU24230,sigma factor
4054,SigF,BSU35600,sigma factor
4055,SigF,BSU11410,sigma factor
4056,SigF,BSU24590,sigma factor
4057,SigF,BSU27300,sigma factor
4058,SigF,BSU16880,sigma factor
4059,SigF,BSU07130,sigma factor
4060,SigF,BSU24670,sigma factor
4061,SigF,BSU27750,sigma factor
4062,SigF,BSU00240,sigma factor
4063,SigF,BSU28210,sigma factor
4064,SigF,BSU38730,sigma factor
4065,SigF,BSU39060,sigma factor
4066,SigF,BSU33060,sigma factor
4067,SigF,BSU00660,sigma factor
4068,SigF,BSU24710,sigma factor
4069,SigF,BSU14950,sigma factor
4070,SigF,BSU09140,sigma factor
4071,SigF,BSU22900,sigma factor
4072,SigF,BSU35580,sigma factor
4073,SigF,BSU36540,sigma factor
4074,SigF,BSU15670,sigma factor
4075,SigF,BSU15330,sigma factor
4076,SigF,BSU10390,sigma factor
4077,SigF,BSU25540,sigma factor
4078,SigF,BSU33050,sigma factor
4079,SigF,BSU36550,sigma factor
4080,SigF,BSU30630,sigma factor
4081,SigF,BSU00670,sigma factor
4082,SigF,BSU23480,sigma factor
4083,SigF,BSU15680,sigma factor
4084,SigF,BSU23460,sigma factor
4085,SigF,BSU22850,sigma factor
4086,SigF,BSU00560,sigma factor
4087,SigF,BSU00690,sigma factor
4088,SigF,BSU03400,sigma factor
4089,SigF,BSU26619,sigma factor
4090,SigF,BSU00680,sigma factor
4091,SigF,BSU26620,sigma factor
4092,SigF,BSU24680,sigma factor
4093,SigF,BSU00840,sigma factor
4094,SigF,BSU35570,sigma factor
4095,SigF,BSU25790,sigma factor
4096,SigF,BSU08310,sigma factor
4097,SigF,BSU25530,sigma factor
4098,SigF,BSU08330,sigma factor
4099,SigF,BSU24730,sigma factor
4100,SigF,BSU37620,sigma factor
4101,SigF,BSU15320,sigma factor
4102,SigF,BSU36770,sigma factor
4103,SigF,BSU27469,sigma factor
4104,SigF,BSU24720,sigma factor
4105,SigF,BSU24700,sigma factor
4106,SigF,BSU00540,sigma factor
4107,SigF,BSU25800,sigma factor
4108,SigF,new_1569226_1569349_c,sigma factor
4109,SigF,BSU36970,sigma factor
4110,SigF,BSU35540,sigma factor
4111,SigF,BSU18030,sigma factor
4112,SigF,BSU22869,sigma factor
4113,SigF,BSU35590,sigma factor
4114,SigF,BSU38630,sigma factor
4115,SigF,BSU36780,sigma factor
4116,SigF,BSU08510,sigma factor
4117,SigF,BSU00830,sigma factor
4118,SigF,BSU24650,sigma factor
4119,SigF,BSU14960,sigma factor
4120,SigF,BSU27760,sigma factor
4121,SigF,BSU36760,sigma factor
4122,SigF,BSU15660,sigma factor
4123,SigF,BSU18020,sigma factor
4124,SigF,BSU25520,sigma factor
4125,SigF,BSU00860,sigma factor
4126,SigF,BSU08490,sigma factor
4127,SigF,BSU07140,sigma factor
4128,SigF,BSU08320,sigma factor
4129,SigF,BSU30739,sigma factor
4130,SigF,BSU08500,sigma factor
4131,SigF,BSU32070,sigma factor
4132,SigF,BSU27468,sigma factor
4133,SigF,BSU40950,sigma factor
4134,SigF,BSU24690,sigma factor
4135,SigF,BSU29500,sigma factor
4136,SigF,BSU22860,sigma factor
4137,SigF,BSU00870,sigma factor
4138,SigF,BSU24660,sigma factor
4139,SigF,BSU15690,sigma factor
4140,SigF,BSU00640,sigma factor
4141,SigF,BSU00850,sigma factor
4142,SigF,BSU01550,sigma factor
4143,SigF,BSU29510,sigma factor
4144,SigF,BSU38760,sigma factor
4145,SigF,BSU35560,sigma factor
4146,SigF,BSU25810,sigma factor
4147,SigF,BSU24490,sigma factor
4148,SigF,BSU33070,sigma factor
4149,SigF,BSU27310,sigma factor
4150,SigF,BSU25780,sigma factor
4151,SigF,BSU35610,sigma factor
4152,SigV,BSU38499,sigma factor
4153,SigV,BSU06380,sigma factor
4154,SigV,BSU16950,sigma factor
4155,SigV,BSU14480,sigma factor
4156,SigV,BSU36530,sigma factor
4157,SigV,BSU38500,sigma factor
4158,SigV,BSU38510,sigma factor
4159,SigV,BSU27150,sigma factor
4160,SigV,BSU28060,sigma factor
4161,SigV,BSU38480,sigma factor
4162,SigV,BSU23830,sigma factor
4163,SigV,BSU27130,sigma factor
4164,SigV,BSU04560,sigma factor
4165,SigV,BSU04570,sigma factor
4166,SigV,BSU03240,sigma factor
4167,SigV,BSU27120,sigma factor
4168,SigV,BSU38530,sigma factor
4169,SigV,BSU03250,sigma factor
4170,SigV,BSU38520,sigma factor
4171,SigV,BSU38540,sigma factor
4172,SigV,BSU27140,sigma factor
4173,NhaX,BSU09680,activation
4174,AseR,BSU05344,repression
4175,AseR,BSU05340,repression
4176,AseR,BSU05343,repression
4177,AseR,BSU05330,repression
4178,LexA,BSU09810,repression
4179,LexA,BSU12500,repression
4180,LexA,BSU23680,repression
4181,LexA,BSU17870,repression
4182,LexA,BSU05640,repression
4183,LexA,BSU17880,repression
4184,LexA,BSU06060,repression
4185,LexA,BSU35160,repression
4186,LexA,BSU23720,repression
4187,LexA,BSU40350,autorepression
4188,LexA,BSU23300,repression
4189,LexA,BSU18960,repression
4190,LexA,BSU06610,repression
4191,LexA,BSU22790,repression
4192,LexA,BSU18930,repression
4193,LexA,BSU10470,repression
4194,LexA,BSU09930,repression
4195,LexA,BSU10490,repression
4196,LexA,BSU17860,repression
4197,LexA,BSU23650,repression
4198,LexA,BSU05650,repression
4199,LexA,BSU29230,repression
4200,LexA,BSU20440,repression
4201,LexA,BSU23670,repression
4202,LexA,BSU01520,repression
4203,LexA,BSU06620,repression
4204,LexA,BSU18100,repression
4205,LexA,BSU23710,repression
4206,LexA,BSU23690,repression
4207,LexA,BSU24750,repression
4208,LexA,BSU06630,repression
4209,LexA,BSU17260,repression
4210,LexA,BSU25690,repression
4211,LexA,BSU18090,repression
4212,LexA,BSU06070,repression
4213,LexA,BSU10480,repression
4214,LexA,BSU23700,repression
4215,LexA,BSU21500,repression
4216,LexA,BSU18940,repression
4217,LexA,BSU24740,repression
4218,LexA,BSU06600,repression
4219,LexA,BSU27730,repression
4220,LexA,BSU38090,repression
4221,LexA,BSU23660,repression
4222,LexA,BSU09910,repression
4223,LexA,BSU09920,repression
4224,LexA,BSU16940,repression
4225,LexA,BSU35170,repression
4226,LexA,BSU21520,repression
4227,LexA,BSU28490,repression
4228,LexA,BSU21510,repression
4229,LexA,BSU13800,repression
4230,LexA,BSU29220,repression
4231,LexA,BSU27740,repression
4232,LexA,BSU05630,repression
4233,LexA,BSU17850,repression
4234,LexA,BSU20430,repression
4235,LexA,BSU18950,repression
4236,LexA,BSU35770,repression
4237,LexA,BSU01530,repression
4238,DegU,BSU16390,regulation
4239,DegU,BSU35239,activation
4240,DegU,BSU35450,activation
4241,DegU,BSU38420,activation
4242,DegU,BSU16300,repression
4243,DegU,BSU16460,repression
4244,DegU,BSU35900,activation
4245,DegU,BSU16299,repression
4246,DegU,BSU31890,activation
4247,DegU,BSU35490,activation
4248,DegU,BSU16190,repression
4249,DegU,BSU35390,activation
4250,DegU,BSU34470,activation
4251,DegU,BSU16360,regulation
4252,DegU,BSU16340,repression
4253,DegU,BSU16440,regulation
4254,DegU,BSU16400,regulation
4255,DegU,BSU16280,repression
4256,DegU,BSU38400,activation
4257,DegU,BSU31080,activation
4258,DegU,BSU38940,repression
4259,DegU,BSU16220,repression
4260,DegU,BSU34850,activation
4261,DegU,BSU39220,repression
4262,DegU,BSU36250,activation
4263,DegU,BSU36230,activation
4264,DegU,BSU16230,repression
4265,DegU,BSU16410,repression
4266,DegU,BSU16320,repression
4267,DegU,BSU35880,activation
4268,DegU,BSU16330,repression
4269,DegU,BSU16430,repression
4270,DegU,BSU16480,regulation
4271,DegU,BSU16270,repression
4272,DegU,BSU16300,regulation
4273,DegU,BSU16460,regulation
4274,DegU,BSU16350,repression
4275,DegU,BSU31875,activation
4276,DegU,BSU35400,activation
4277,DegU,BSU16299,regulation
4278,DegU,BSU16420,regulation
4279,DegU,BSU34840,activation
4280,DegU,BSU16310,repression
4281,DegU,BSU16280,regulation
4282,DegU,BSU35460,activation
4283,DegU,BSU16240,repression
4284,DegU,BSU16340,regulation
4285,DegU,BSU16260,repression
4286,DegU,BSU31850,activation
4287,DegU,BSU16450,repression
4288,DegU,BSU15300,activation
4289,DegU,BSU16380,repression
4290,DegU,BSU31720,activation
4291,DegU,BSU35220,activation
4292,DegU,BSU16470,repression
4293,DegU,BSU16210,repression
4294,DegU,BSU10300,activation
4295,DegU,BSU16370,repression
4296,DegU,BSU10420,activation
4297,DegU,BSU16290,repression
4298,DegU,BSU34460,activation
4299,DegU,BSU35410,activation
4300,DegU,BSU35420,activation
4301,DegU,BSU16180,repression
4302,DegU,BSU16270,regulation
4303,DegU,BSU16410,regulation
4304,DegU,BSU16320,regulation
4305,DegU,BSU34450,activation
4306,DegU,BSU16330,regulation
4307,DegU,BSU16430,regulation
4308,DegU,BSU35470,activation
4309,DegU,BSU16390,repression
4310,DegU,BSU35440,activation
4311,DegU,BSU36260,activation
4312,DegU,BSU02780,activation
4313,DegU,BSU16350,regulation
4314,DegU,BSU31860,activation
4315,DegU,BSU35380,activation
4316,DegU,BSU38930,repression
4317,DegU,BSU38410,activation
4318,DegU,BSU31900,activation
4319,DegU,BSU15640,repression
4320,DegU,BSU16260,regulation
4321,DegU,BSU39230,repression
4322,DegU,BSU16310,regulation
4323,DegU,BSU16200,repression
4324,DegU,BSU16250,repression
4325,DegU,BSU14410,activation
4326,DegU,BSU16360,repression
4327,DegU,BSU16380,regulation
4328,DegU,BSU31910,activation
4329,DegU,BSU16440,repression
4330,DegU,BSU16480,repression
4331,DegU,BSU36240,activation
4332,DegU,BSU16400,repression
4333,DegU,BSU16470,regulation
4334,DegU,BSU34830,activation
4335,DegU,BSU35890,activation
4336,DegU,BSU16420,repression
4337,DegU,BSU16370,regulation
4338,DegU,BSU35430,activation
4339,DegU,BSU16290,regulation
4340,DegU,BSU31840,activation
4341,DegU,BSU35370,activation
4342,DegU,BSU35870,activation
4343,DegU,BSU35230,activation
4344,DegU,BSU16450,regulation
4345,DegU,BSU35500,activation
4346,NatR,BSU02760,activation
4347,NatR,BSU02750,activation
4348,AzlB,BSU26720,repression
4349,AzlB,BSU26710,repression
4350,AzlB,BSU26680,repression
4351,AzlB,BSU26690,repression
4352,AzlB,BSU26700,repression
4353,HxlR,BSU03460,activation
4354,HxlR,BSU03450,activation
4355,SigH,BSU29760,sigma factor
4356,SigH,BSU16980,sigma factor
4357,SigH,BSU18910,sigma factor
4358,SigH,BSU37470,sigma factor
4359,SigH,BSU29780,sigma factor
4360,SigH,BSU28030,sigma factor
4361,SigH,BSU40310,sigma factor
4362,SigH,BSU35310,sigma factor
4363,SigH,BSU36640,sigma factor
4364,SigH,BSU10750,sigma factor
4365,SigH,BSU00490,sigma factor
4366,SigH,BSU15280,sigma factor
4367,SigH,BSU18920,sigma factor
4368,SigH,BSU22790,sigma factor
4369,SigH,BSU28000,sigma factor
4370,SigH,BSU33040,sigma factor
4371,SigH,BSU37130,sigma factor
4372,SigH,BSU03780,sigma factor
4373,SigH,BSU39330,sigma factor
4374,SigH,BSU25200,sigma factor
4375,SigH,BSU40300,sigma factor
4376,SigH,BSU37030,sigma factor
4377,SigH,BSU05010,sigma factor
4378,SigH,BSU37460,sigma factor
4379,SigH,BSU36660,sigma factor
4380,SigH,BSU23460,sigma factor
4381,SigH,BSU18350,sigma factor
4382,SigH,BSU05020,sigma factor
4383,SigH,BSU29770,sigma factor
4384,SigH,BSU27990,sigma factor
4385,SigH,BSU25210,sigma factor
4386,SigH,BSU15290,sigma factor
4387,SigH,BSU24220,sigma factor
4388,SigH,BSU28020,sigma factor
4389,SigH,BSU10760,sigma factor
4390,SigH,BSU36650,sigma factor
4391,SigH,BSU25230,sigma factor
4392,SigH,BSU28010,sigma factor
4393,SigH,BSU38090,sigma factor
4394,SigH,BSU13990,sigma factor
4395,SigH,BSU23470,sigma factor
4396,SigH,BSU09420,sigma factor
4397,SigH,BSU25840,sigma factor
4398,SigH,BSU08760,sigma factor
4399,SigH,BSU19410,sigma factor
4400,SigH,BSU18360,sigma factor
4401,SigH,BSU23450,sigma factor
4402,SigH,BSU03770,sigma factor
4403,TreR,BSU07810,repression
4404,TreR,BSU07800,repression
4405,TreR,BSU07820,repression
4406,ImmR,BSU04890,repression
4407,ImmR,BSU04870,repression
4408,ImmR,BSU04920,repression
4409,ImmR,new_535832_536095,repression
4410,ImmR,BSU04839,repression
4411,ImmR,BSU04960,repression
4412,ImmR,BSU04840,repression
4413,ImmR,BSU04950,repression
4414,ImmR,BSU04910,repression
4415,ImmR,BSU04930,repression
4416,ImmR,BSU04830,repression
4417,ImmR,BSU04970,repression
4418,ImmR,BSU04850,repression
4419,ImmR,BSU04990,repression
4420,ImmR,BSU04900,repression
4421,ImmR,BSU04940,repression
4422,ImmR,BSU04880,repression
4423,ImmR,BSU04860,repression
4424,ImmR,BSU04980,repression
4425,MtrB,BSU22670,termination/antitermination
4426,MtrB,BSU22610,termination/antitermination
4427,MtrB,BSU22600,termination/antitermination
4428,MtrB,BSU22630,termination/antitermination
4429,MtrB,BSU22680,termination/antitermination
4430,MtrB,BSU22660,termination/antitermination
4431,MtrB,BSU22620,termination/antitermination
4432,MtrB,BSU22650,termination/antitermination
4433,MtrB,BSU22640,termination/antitermination
4434,LicR,BSU38580,activation
4435,LicR,BSU38570,activation
4436,LicR,BSU38560,activation
4437,LicR,BSU38590,activation
4438,CitB,BSU38150,mRNA binding
4439,CitB,BSU38170,mRNA binding
4440,CitB,BSU38160,mRNA binding
4441,CitB,BSU29130,mRNA destabilization
4442,CitB,BSU38140,mRNA binding
4443,CitB,BSU29120,mRNA destabilization
4444,CitB,BSU28410,mRNA binding
4445,CitB,BSU29140,mRNA destabilization
4446,Thi-box,BSU13240,RNA switch
4447,Thi-box,BSU11660,RNA switch
4448,Thi-box,BSU11670,RNA switch
4449,Thi-box,BSU13230,RNA switch
4450,Thi-box,BSU13210,RNA switch
4451,Thi-box,BSU11680,RNA switch
4452,Thi-box,BSU11690,RNA switch
4453,Thi-box,BSU15350,RNA switch
4454,Thi-box,BSU11650,RNA switch
4455,Thi-box,BSU08790,RNA switch
4456,Thi-box,BSU11710,RNA switch
4457,Thi-box,BSU11700,RNA switch
4458,Thi-box,BSU30990,RNA switch
4459,Thi-box,BSU13220,RNA switch
4460,CcpA,BSU12340,repression
4461,CcpA,BSU10270,repression
4462,CcpA,BSU07610,repression
4463,CcpA,BSU31190,repression
4464,CcpA,BSU34140,repression
4465,CcpA,BSU37470,repression
4466,CcpA,BSU28530,repression
4467,CcpA,BSU12380,repression
4468,CcpA,BSU04700,repression
4469,CcpA,BSU14880,repression
4470,CcpA,BSU29630,repression
4471,CcpA,BSU39690,repression
4472,CcpA,BSU08070,repression
4473,CcpA,BSU08190,repression
4474,CcpA,BSU02130,repression
4475,CcpA,BSU28760,repression
4476,CcpA,BSU05830,repression
4477,CcpA,BSU23120,repression
4478,CcpA,BSU30290,repression
4479,CcpA,BSU34730,repression
4480,CcpA,BSU12430,repression
4481,CcpA,BSU38040,repression
4482,CcpA,BSU38810,repression
4483,CcpA,BSU39720,repression
4484,CcpA,BSU23490,repression
4485,CcpA,BSU29680,repression
4486,CcpA,BSU23110,repression
4487,CcpA,BSU35080,repression
4488,CcpA,BSU33960,repression
4489,CcpA,BSU15100,repression
4490,CcpA,BSU35950,repression
4491,CcpA,BSU22090,repression
4492,CcpA,BSU28250,activation
4493,CcpA,BSU17610,repression
4494,CcpA,BSU29670,repression
4495,CcpA,BSU08110,repression
4496,CcpA,BSU28780,repression
4497,CcpA,BSU18960,repression
4498,CcpA,BSU04730,repression
4499,CcpA,BSU23150,repression
4500,CcpA,BSU32830,repression
4501,CcpA,BSU38580,repression
4502,CcpA,BSU38820,repression
4503,CcpA,BSU28300,activation
4504,CcpA,BSU28720,repression
4505,CcpA,BSU38730,repression
4506,CcpA,BSU22550,repression
4507,CcpA,BSU08060,repression
4508,CcpA,BSU14140,repression
4509,CcpA,BSU14900,repression
4510,CcpA,BSU39730,repression
4511,CcpA,BSU04690,repression
4512,CcpA,BSU12350,repression
4513,CcpA,BSU25890,repression
4514,CcpA,BSU29679,repression
4515,CcpA,BSU29100,repression
4516,CcpA,BSU28910,repression
4517,CcpA,BSU39740,repression
4518,CcpA,BSU22130,repression
4519,CcpA,BSU24120,repression
4520,CcpA,BSU27750,repression
4521,CcpA,BSU38190,repression
4522,CcpA,BSU28540,repression
4523,CcpA,BSU05870,repression
4524,CcpA,BSU14110,repression
4525,CcpA,BSU39360,repression
4526,CcpA,BSU35490,activation
4527,CcpA,BSU40310,repression
4528,CcpA,BSU38980,repression
4529,CcpA,BSU28730,repression
4530,CcpA,BSU30260,repression
4531,CcpA,BSU29710,repression
4532,CcpA,BSU35010,repression
4533,CcpA,BSU39270,repression
4534,CcpA,BSU28520,repression
4535,CcpA,BSU27030,repression
4536,CcpA,BSU34780,repression
4537,CcpA,BSU40080,repression
4538,CcpA,BSU31220,repression
4539,CcpA,BSU34160,repression
4540,CcpA,BSU28800,repression
4541,CcpA,BSU09300,repression
4542,CcpA,BSU34750,repression
4543,CcpA,BSU05810,repression
4544,CcpA,BSU04680,repression
4545,CcpA,BSU32840,repression
4546,CcpA,BSU19370,repression
4547,CcpA,BSU08200,repression
4548,CcpA,BSU14040,repression
4549,CcpA,BSU24160,repression
4550,CcpA,BSU07560,repression
4551,CcpA,BSU06960,repression
4552,CcpA,BSU19030,repression
4553,CcpA,BSU28810,repression
4554,CcpA,BSU17570,repression
4555,CcpA,BSU35500,activation
4556,CcpA,BSU27050,repression
4557,CcpA,BSU39340,repression
4558,CcpA,BSU17600,repression
4559,CcpA,BSU29690,repression
4560,CcpA,BSU39250,repression
4561,CcpA,BSU28280,activation
4562,CcpA,BSU28260,activation
4563,CcpA,BSU38570,repression
4564,CcpA,BSU35050,repression
4565,CcpA,BSU35960,repression
4566,CcpA,BSU16120,repression
4567,CcpA,BSU34200,repression
4568,CcpA,BSU03040,repression
4569,CcpA,BSU03780,repression
4570,CcpA,BSU30270,repression
4571,CcpA,BSU34120,repression
4572,CcpA,BSU23140,repression
4573,CcpA,BSU35920,repression
4574,CcpA,BSU28290,activation
4575,CcpA,BSU39260,repression
4576,CcpA,BSU27060,repression
4577,CcpA,BSU28510,repression
4578,CcpA,BSU09880,repression
4579,CcpA,BSU08180,repression
4580,CcpA,BSU28900,repression
4581,CcpA,BSU06940,repression
4582,CcpA,BSU22540,repression
4583,CcpA,BSU34130,repression
4584,CcpA,BSU39330,repression
4585,CcpA,BSU29130,repression
4586,CcpA,BSU28560,repression
4587,CcpA,BSU39380,repression
4588,CcpA,BSU12330,repression
4589,CcpA,BSU37460,repression
4590,CcpA,BSU31210,repression
4591,CcpA,BSU22570,repression
4592,CcpA,BSU23070,activation
4593,CcpA,BSU04740,repression
4594,CcpA,BSU05880,repression
4595,CcpA,BSU35910,repression
4596,CcpA,BSU04160,repression
4597,CcpA,BSU16110,repression
4598,CcpA,BSU39070,repression
4599,CcpA,BSU25190,repression
4600,CcpA,BSU29120,repression
4601,CcpA,BSU35940,repression
4602,CcpA,BSU12440,repression
4603,CcpA,BSU35020,repression
4604,CcpA,BSU27040,repression
4605,CcpA,BSU28740,repression
4606,CcpA,BSU12370,repression
4607,CcpA,BSU12320,repression
4608,CcpA,BSU14930,repression
4609,CcpA,BSU12360,repression
4610,CcpA,BSU05850,repression
4611,CcpA,BSU39700,repression
4612,CcpA,BSU39350,repression
4613,CcpA,BSU34760,repression
4614,CcpA,BSU39680,repression
4615,CcpA,BSU31180,repression
4616,CcpA,BSU20850,repression
4617,CcpA,BSU10770,repression
4618,CcpA,BSU09290,repression
4619,CcpA,BSU07810,repression
4620,CcpA,BSU28770,repression
4621,CcpA,BSU40300,repression
4622,CcpA,BSU37790,repression
4623,CcpA,BSU22560,repression
4624,CcpA,BSU06950,repression
4625,CcpA,BSU19360,repression
4626,CcpA,BSU34770,repression
4627,CcpA,BSU38560,repression
4628,CcpA,BSU40070,repression
4629,CcpA,BSU12310,repression
4630,CcpA,BSU39710,repression
4631,CcpA,BSU07840,repression
4632,CcpA,BSU04720,repression
4633,CcpA,BSU14120,repression
4634,CcpA,BSU08100,repression
4635,CcpA,BSU04670,repression
4636,CcpA,BSU18010,repression
4637,CcpA,BSU39420,repression
4638,CcpA,BSU25840,repression
4639,CcpA,BSU28550,repression
4640,CcpA,BSU28310,activation
4641,CcpA,BSU38990,repression
4642,CcpA,BSU27760,repression
4643,CcpA,BSU28790,repression
4644,CcpA,BSU38590,repression
4645,CcpA,BSU28710,repression
4646,CcpA,BSU24150,repression
4647,CcpA,BSU39370,repression
4648,CcpA,BSU29110,repression
4649,CcpA,BSU38030,repression
4650,CcpA,BSU23560,repression
4651,CcpA,BSU29140,repression
4652,CcpA,BSU34150,repression
4653,CcpA,BSU31200,repression
4654,CcpA,BSU22140,repression
4655,CcpA,BSU12390,repression
4656,CcpA,BSU14910,repression
4657,CcpA,BSU39390,repression
4658,CcpA,BSU28270,activation
4659,CcpA,BSU38760,repression
4660,CcpA,BSU07620,repression
4661,CcpA,BSU39400,repression
4662,CcpA,BSU22120,repression
4663,CcpA,BSU04710,repression
4664,CcpA,BSU29700,repression
4665,CcpA,BSU17580,repression
4666,CcpA,BSU30280,repression
4667,CcpA,BSU08090,repression
4668,CcpA,BSU37660,activation
4669,CcpA,BSU35930,repression
4670,CcpA,BSU39670,repression
4671,CcpA,BSU08080,repression
4672,CcpA,BSU06660,activation
4673,CcpA,BSU05860,repression
4674,CcpA,BSU30300,repression
4675,CcpA,BSU16090,repression
4676,CcpA,BSU39760,repression
4677,CcpA,BSU40060,repression
4678,CcpA,BSU09280,repression
4679,CcpA,BSU02140,repression
4680,CcpA,BSU38770,repression
4681,CcpA,BSU24130,repression
4682,CcpA,BSU35030,repression
4683,CcpA,BSU07800,repression
4684,CcpA,BSU25880,repression
4685,CcpA,BSU27070,repression
4686,CcpA,BSU38740,repression
4687,CcpA,BSU22100,repression
4688,CcpA,BSU28460,mechanism unknown
4689,CcpA,BSU39000,repression
4690,CcpA,BSU29470,activation
4691,CcpA,BSU22110,repression
4692,CcpA,BSU38200,repression
4693,CcpA,BSU04470,repression
4694,CcpA,BSU38750,repression
4695,CcpA,BSU39750,repression
4696,CcpA,BSU05820,repression
4697,CcpA,BSU24140,repression
4698,CcpA,BSU40050,repression
4699,CcpA,BSU28750,repression
4700,CcpA,BSU24170,repression
4701,CcpA,BSU23550,repression
4702,CcpA,BSU14100,repression
4703,CcpA,BSU03770,repression
4704,CcpA,BSU12300,repression
4705,CcpA,BSU23500,repression
4706,CcpA,BSU14890,repression
4707,CcpA,BSU05840,repression
4708,CcpA,BSU38970,repression
4709,CcpA,BSU28700,repression
4710,CcpA,BSU39410,repression
4711,CcpA,BSU32820,repression
4712,CcpA,BSU12000,repression
4713,CcpA,BSU14130,repression
4714,CcpA,BSU35090,repression
4715,CcpA,BSU38050,repression
4716,CcpA,BSU14920,repression
4717,CcpA,BSU23130,repression
4718,CcpA,BSU19410,repression
