,A,FrmR
SRX4705225,-0.012942125300000001,-0.5508536298
SRX4705226,0.0171198022,-0.5911721433
SRX4705227,0.1713526188,-0.4115441456
SRX4705228,-0.2661088739,0.29560918740000003
SRX4705229,-0.3862035898,0.3705405533
SRX4705230,-0.2149655732,0.1752918783
SRX4705231,-0.1475158522,0.3366080517
SRX4705232,0.022607807100000002,0.1321129338
SRX4705233,0.2486383299,0.07353155010000001
SRX4705234,-1.6757632421,-0.4024517997
SRX4705235,-1.2526320783,0.3264798575
SRX4705236,-1.5268951310999999,-0.1555911676
SRX4705237,-1.3353794893,0.1532352401
SRX4705238,-1.2052189319,0.3093781145
SRX2038319,1.9833267841,0.5142585999
SRX2038320,0.7337739968,0.5108966528000001
SRX2038321,2.0920876448,0.9511585593
SRX2038322,2.5074282241,1.2650742142
SRX2038323,1.3809959795,0.0472088343
SRX2038324,-0.8740476073000001,-0.5039604879
SRX2038325,2.0826138336,0.5853736954000001
SRX2038326,2.8787230527,0.7253952881
SRX2038327,1.2599386251,0.1863033579
SRX2038328,2.9017753919000002,0.6715881659
SRX2038329,-0.0341329218,0.0992144258
SRX2038330,0.9273201190000001,0.0583037998
SRX2038331,0.6959554959,0.6161798368
SRX2038332,1.5033510496,0.8962482623
SRX2038334,-1.0295798795,-0.6022932712
SRX2038335,-1.2567295044,-0.2693919479
SRX2038336,-0.7238958532,-0.1544877819
SRX2038337,1.9820191173000001,0.6068413397
SRX2038338,-0.5692900911000001,-0.3832568529
SRX2038339,-0.42647152200000005,-0.0594685337
SRX2038340,-2.2071590893,-0.4854940123
SRX2038341,-0.9377707939000001,0.086970693
SRX2038342,-2.1226722624,0.0029950325
SRX2038343,-2.5126410888,-0.2309282544
SRX2038344,-3.0788373375,-0.6315224889000001
SRX2038345,-1.5423267993,0.15064938560000002
SRX2038346,-1.8488481208,-0.38415183480000004
SRX2038347,-1.7576516312,-0.0394625871
SRX2038348,-2.2147704098,0.19928093160000002
SRX2038349,-2.3487004613,0.1407405132
SRX2038350,-0.11247554200000001,-0.2237595406
SRX2038351,-2.0714379524,-1.0250664366
SRX2038352,-2.5340990294,-0.3274018104
SRX2038353,-1.5020703216,-0.18817150370000002
SRX2038354,-2.9567037024,-0.6475890064000001
SRX2038355,-2.8359909542,-0.3867834265
SRX2038356,-0.48646880670000003,-0.1797478263
SRX2038357,-1.414036693,-0.131001747
SRX2038358,-0.9905632537000001,-0.5197311903
SRX2038359,-2.3037481529,-0.5500916953
SRX2038360,-1.0614640141,0.2450217895
SRX2038361,-1.3413315774,-0.3213082714
SRX2038362,-1.0990276316,0.3220164552
SRX2038363,-2.1376007476,0.0565678296
SRX2038364,-0.8883411365,0.59564907
SRX2038365,-1.9749472061,-0.1773547011
SRX2038366,-1.8351883635,-0.4255177363
SRX2038367,-3.0080402632,-0.5191144249
SRX2038368,-0.6899654652,0.352620266
SRX2038369,-2.3122081598,-0.2495218576
SRX2038370,-1.0547841755,-0.069582142
SRX2038371,-2.032293816,-0.0948767309
SRX2038372,-1.0699909699,0.6105085690000001
SRX2038373,-2.7105252419,-0.39287508050000003
SRX2038374,-2.3887403326,0.0029035894
SRX2038375,-0.7018354595,0.9122972265
ERX530520,-0.1247573174,0.0454197806
ERX530521,0.4458485813,0.0786712769
ERX530522,0.8435542796000001,0.159615311
ERX530523,0.6750063332,0.09390716310000001
ERX530524,0.1247573174,-0.0454197806
ERX530525,0.5305056441,0.0592281682
ERX530526,0.276670581,0.3764387447
ERX530527,0.1359809325,0.0888745043
ERX3212443,1.9958874156,0.4086376678
ERX3212444,1.3531217652,0.1260891224
ERX3212445,1.7938781571,0.3118485727
ERX3212446,0.6693514972,-0.0063470857
ERX3212447,0.6620435316000001,0.0384263613
ERX3212448,0.8529699483000001,0.1311396199
ERX3212449,0.1841468091,0.0435834873
ERX3212450,0.1090966921,0.0258239068
ERX3212451,-0.29324350120000003,-0.0694073941
ERX3212452,-0.9654920749,-0.6179943
ERX3212453,-1.0646126564,-0.2772486201
ERX3212454,-0.9455407084,0.0820668148
SRX7478973,0.5006430203,0.07395812780000001
SRX7478974,-0.8085883087,-0.2010700715
SRX7478975,0.3079452883,0.1271119437
SRX7478976,-0.13484285070000002,0.1352323781
SRX7478977,-0.0268110873,0.10715661280000001
SRX7478978,0.4721406355,0.2183664197
SRX7478979,0.41048420550000003,0.2126601737
SRX7478980,0.2847935192,0.2008165453
SRX7478981,0.2500503053,0.2832985765
SRX7478982,0.4888194905,0.1257846387
SRX7478983,0.48798123250000003,0.210785884
SRX7478984,0.0527277706,0.20515040110000002
ERX1521038,-3.9593840057,-0.2295419552
ERX1521039,-4.3637820332,0.1402443
ERX1521040,-3.8550155951000002,-0.28900342430000003
ERX1521041,-4.5907597949,-0.16998025930000002
ERX1521042,-0.3771912472,-0.0032550745000000003
ERX1521043,-0.3787183075,-0.0297005387
ERX1521044,-0.11792994400000001,0.2194517751
ERX1521045,0.11792994400000001,-0.2194517751
SRX621182,-1.529367303,0.0355738078
SRX621183,-1.7839786937,-0.2089753664
SRX621184,-5.8278199028,-0.7211306055000001
SRX621185,-6.6701547174,-1.4758290338
SRX621188,-5.7565191505,-1.6686631351
SRX621189,-6.0051454452,-1.2552484502999999
SRX621190,0.1094391442,0.38035326550000004
SRX621191,-0.1094391442,-0.38035326550000004
SRX621192,-3.4280126861999998,-1.414382014
SRX621193,-2.9100342069,-0.8406420253
SRX6489436,-0.803404789,-1.0325773936
SRX6489437,0.3598500771,-0.2627877253
SRX6489438,0.1530569534,0.0574730243
SRX6489439,0.5274501908,0.2025290907
SRX6489440,0.8518948398,0.30679621290000003
SRX6489441,-1.3793450306000001,-0.5093253036000001
SRX6489442,0.6959218266,0.000905155
SRX6489443,1.4259956167,0.4044605223
SRX6489444,-0.5438267113,-0.2240780256
SRX6489445,0.7625238868,0.3201148273
SRX6489446,1.1740137347,0.476430889
SRX6489447,-0.9541202227000001,-0.8290037854000001
SRX6489448,0.5221314450000001,-0.8676751838000001
SRX6489449,0.9675402095000001,-0.0583326194
SRX6489450,0.4034141938,-0.5789628407
SRX6489451,0.6177646757,0.36694664850000003
SRX6489452,1.2882096562,0.5180025157
SRX6489453,-1.4654918485000001,-0.6185777862
SRX6489454,-0.060289159800000006,-0.1381221309
SRX6489455,1.1363817,0.6635986928000001
SRX6489456,-1.3391605564,-0.3499742845
SRX6489457,-1.5029921126999999,-1.7183338525
SRX6489458,-0.7859924275,-1.0210832237
SRX6489459,-1.1906563649,-0.9684793188
SRX6489460,-1.2873044277,-1.5852100098
SRX6489461,-0.6218842855000001,-0.9150706778000001
SRX6489462,-0.5730745589,-1.0209728171
SRX6489463,-1.5141874234000001,-1.7985301374
SRX6489464,-1.1815394787,-1.8046757867
SRX6489465,-0.1840212782,-1.1096295002
SRX6489466,-1.4634970271,-2.0378952927
SRX6489467,-0.5202243901,-1.5064329357
SRX6489468,-0.6621616840000001,-1.2401691910000001
SRX6489469,-0.654358577,-1.5720940639
SRX6489470,-1.603314159,-1.7541838726
SRX6489471,-0.8779542945000001,-1.5267424378
SRX6452027,-1.0684354364,-0.2400938349
SRX6452029,0.2271594577,0.06777156200000001
SRX6452030,-1.5662862555000001,0.0007575452
SRX6452031,-0.7138917426,-0.1744115929
SRX6452044,-0.7060702233,-0.1904132316
SRX6452045,-2.404896021,-0.27677524810000004
SRX6452046,-2.3303912206,-0.275172859
SRX6452047,-1.7949721381,-0.5602210527
SRX6452048,-0.2271594577,-0.06777156200000001
SRX6452059,-0.595878203,-0.5839884860000001
SRX1828491,-2.007898802,-0.5576431345
SRX1828492,-1.2005565505,-0.271941782
SRX1828493,-2.7041178558,-0.7342707662
SRX1828494,-4.4701594542,-0.6018796918
SRX1828495,1.0996493532,0.2593165221
SRX1828496,0.4650717049,0.21683048670000002
SRX1828497,-0.44138633720000003,-0.0447937736
SRX1828498,0.3395192234,0.0527079389
SRX1828499,-0.4939894369,-0.25848399650000004
SRX1828500,-0.9737338777000001,-0.0912601552
SRX1828501,-1.4182192358,-0.4393983308
SRX1828502,-0.7651067051,-0.1571486111
SRX1828503,-1.9924759265,0.2456412009
SRX1828504,-1.9540456797,-0.1437723866
SRX1828505,-2.5974724056,-0.4138566789
SRX1828506,-2.8666895994,-0.4245102933
SRX1828507,0.9364338317,0.0400247217
SRX1828508,-0.9364338317,-0.0400247217
SRX3796953,-0.042310854200000005,-0.22607626790000002
SRX3796954,0.042310854200000005,0.22607626790000002
SRX3796955,-2.8554855009,-0.4208588357
SRX3796956,-2.8277433255,0.2990500142
SRX3796957,1.3681263513,-0.4173814514
SRX3796958,1.9133038973,-0.5321177799
SRX3796959,-0.5478821474000001,-0.1559418689
SRX3796960,-0.1753250884,-0.1842010014
SRX3796961,0.045027244,-0.2215917769
SRX3796962,1.0397141174,0.3445105652
SRX3796963,0.6274459946000001,-1.6210837085
SRX3796964,0.8600927854,-1.1528348556
SRX3796965,4.2290260393,0.932493306
SRX3796966,4.7004915943,1.1797128072
SRX3796967,1.8880545983,0.0537302271
SRX3796968,0.7183263779,0.1002089178
SRX3796969,-1.2190146258,-1.4286153472
SRX3796970,-0.5714838619,-1.3817710396
SRX3796971,-0.9854366676,-0.5533963696
SRX3796972,-1.2473880261,-0.341690712
SRX3796973,-0.46243039750000003,0.4334524147
SRX3796974,1.4636919831,1.2844090694
SRX3796975,0.5252950732,-0.8615564511
SRX3796976,1.5169810113,-0.6255661915
SRX3796977,-0.5946111644000001,-0.2006628803
SRX3796978,-0.2134746491,0.1558721077
SRX3796979,0.0285455733,-0.0245220737
SRX3796980,0.6758959495,0.4105134272
SRX3796981,0.7431271582000001,-1.125532037
SRX3796982,1.3522060726,-0.7898435762
SRX3796983,3.3402028728,0.8759974629
SRX3796984,3.8187784019,1.0434981405000001
SRX3796985,1.2583193267000001,4.07556e-05
SRX3796986,0.5440722063,0.17792733100000002
SRX3796987,-4.873520233,-2.5941897532000002
SRX3796988,-4.6433710607,-2.0815192747
SRX2568270,-1.1915132097,-0.048132763200000005
SRX2568271,-0.3585028013,-0.8173662999
SRX2568272,-1.7307477455,-0.5443214386
SRX2568273,1.3068401035,0.20208360150000002
SRX2568274,-0.6479182386,0.3537344519
SRX2568275,1.1915132097,0.048132763200000005
SRX2568276,-0.1231016409,0.22100838390000002
SRX2568277,-0.2152287195,-0.0583735965
SRX2568278,1.7264321553,0.16210580430000002
SRX2568279,-0.7195545916,0.3357945633
SRX3421856,-0.0021225296,-0.0214217562
SRX3421857,0.0021225296,0.0214217562
SRX3421858,-3.024379355,0.21941563120000002
SRX3421859,-3.4665645095,0.2200981377
SRX3421860,-1.2732519239,-1.6822338943
SRX3421861,-1.8969339177000002,-1.7361866615000001
SRX3421868,-2.2620518358,-0.4016098723
SRX3421869,-1.221012607,-0.3198802444
SRX2606337,0.20650435860000002,-0.1762925398
SRX2606338,0.38401654490000003,0.0373052372
SRX2606339,0.44814736650000003,0.5426487318000001
SRX2606340,0.1006728653,0.9261814754000001
SRX2606341,2.2229962314,2.2109429257
SRX2606342,0.8535610636000001,0.9753245162
SRX2606343,-0.2191990157,0.9437976414
SRX2606344,-0.936963442,1.0615984505
SRX2606345,-2.9700663454000003,0.4601200731
SRX2606346,0.0526998625,0.1528724205
SRX2606347,-0.1440640401,-0.0973291185
SRX2606348,0.3275800051,0.053668035700000005
SRX2606349,-0.0266832264,0.45514659970000004
SRX2606350,0.2334735934,0.7534198299
SRX2606351,2.1090539708,2.0239427486
SRX2606352,0.0458336803,0.435129172
SRX2606353,-0.8124014543,0.0953570083
SRX2606354,-1.2381126174000001,0.8582776558
SRX2606355,-3.3126828075,0.2067040065
SRX2606356,-0.5337033143000001,0.08842092630000001
SRX2606357,-0.0624403185,0.2736216583
SRX2606358,0.5604673311,0.1426314776
SRX2606359,0.4766395393,0.7452407204
SRX2606360,-0.3271562605,0.5583182766
SRX2606361,0.9372480347000001,1.7000335414
SRX2606362,1.4534929789,0.8754256293
SRX2606363,-0.7425333533,0.5253343257
SRX2606364,-1.2091536881,0.7923783653
SRX2606365,-3.409570906,0.29637832000000003
SRX2606366,-0.6059385274,0.2165389601
SRX3648427,-2.9014477494,-1.0381428229
SRX3648428,-0.7341593279,0.08920008700000001
SRX3648429,-2.3308271939000003,-0.46981029900000004
SRX3648430,-1.1045203082,-0.572261499
SRX3648431,-0.9332520079000001,-0.6541699417
SRX3648432,-1.5573163924,-0.6318001413000001
SRX3648433,-2.3146022167,-0.4893002289
SRX3648434,0.6539794257,0.22052066950000002
SRX3648435,0.6854930176,-0.1689310334
SRX3648436,-0.3696791197,-1.1966970118
SRX3648437,1.5838462524999999,-0.0929413662
SRX3648438,2.2561730853,0.5158168931
SRX3648439,-1.3897817268,-0.8806383664
SRX3648440,-0.114395352,-0.09948256850000001
SRX3648441,0.5831699635,-0.39537580710000003
SRX3648442,-2.5774157231,-0.762043078
SRX3648443,-1.1593144773,0.12175615370000001
SRX3648444,-0.5109966791,0.3672629812
SRX3648445,-1.9119557712000002,-0.6786878739000001
SRX3648446,0.6463774177,0.29646990030000003
SRX3648447,-0.9647402456,-0.3746001769
SRX3648448,-1.8259639220000001,-0.4676619571
SRX3648449,-1.9379585540000002,-0.5640936644
SRX3648450,-0.0759809262,0.298962834
SRX3648451,0.7201606613,0.32749927970000003
SRX3648452,1.5028294052,0.2057904211
SRX3648453,1.6169133357,0.1995030867
SRX3648454,-1.2068120295,-0.797278205
SRX3648455,0.21667649100000003,0.1867189039
SRX3648456,1.061808983,0.5242190909000001
SRX3648457,-1.7815743328,-0.5174221024
SRX3648458,-0.6666821935,0.0672715748
SRX3648459,0.27406308020000003,-0.07428932910000001
SRX3648460,-1.9474730654,-1.3625836004
SRX3648461,1.2150885075,0.0942835634
SRX3648462,1.196110959,-0.208929777
SRX3648463,-1.7506414761,-0.7027048144
SRX3648464,0.6079156174,0.2357724437
SRX3648465,-0.21797504920000002,-0.0607270768
SRX3648466,-2.1219503547,-0.6754373718000001
SRX3648467,1.2490111977,0.42544434480000004
SRX3648468,1.5248057739,0.3872976889
SRX3648469,-3.5258588862,-2.6001139861
SRX3648470,-3.1229821928,-1.7614797954
SRX3648471,-2.6802720551,-1.3118805924
SRX3648472,-6.8668278756,-2.8278715768
SRX3648473,-6.4919076906,-2.4350423068
SRX3648475,-1.3545301656,-1.0372380961
SRX3648476,0.2153784199,-0.3819986137
SRX3648477,1.0412844498,-0.44333675170000003
SRX3648478,-2.0602025207,-0.6102732267000001
SRX3648479,-0.5283251319,0.1060989413
SRX3648480,-1.484764706,-0.2824505478
SRX3648481,-2.5037350293,-1.6477655918
SRX3648482,-0.557030235,-0.5749238842000001
SRX3648483,-0.0421774076,-0.3998887742
SRX1429221,0.7715960621,0.0319685701
SRX1429222,-0.1987642624,-0.0099108005
SRX1429223,-0.5728317997,-0.022057769600000002
SRX1429224,-0.6086528575,0.046693413
SRX1429225,0.7948019882,0.3605890102
SRX1429226,0.0566392293,0.18473749080000001
SRX1429227,0.3235221898,0.0797718883
SRX1429228,-0.5479163842,-0.1683928196
SRX1429229,0.3287473293,0.3967466602
SRX1429230,-0.4442696329,0.5347648646000001
SRX1429231,-1.0237941227,0.42056085790000003
SRX1429232,-0.9837934989,0.4812017504
SRX1429233,-2.1159902185,0.1438566903
SRX1429234,-1.9082238919,0.19073214970000002
SRX1429235,-1.9578504025,-0.2208527952
SRX1429236,-3.468415941,-1.0141122532
SRX1429237,-2.1330043795,-0.0181381696
SRX1429238,-2.8787982452,0.07302739970000001
SRX1429239,-1.9259342343,0.2331986165
SRX1429240,-2.6726536342,0.1285175064
SRX1429241,-1.7842093220000002,0.1701683567
SRX1429242,-1.5152921504,0.6570754948
SRX1429243,-1.5492309879000001,0.29270673540000003
SRX1429244,-2.0669817026,-0.19976725080000002
ERX2339161,-0.5124008949000001,-0.5704555233
ERX2339162,0.5124008949000001,0.5704555233
ERX2339163,-0.2828030756,-2.2051275719
ERX2339164,0.9300568515000001,-0.6114219039000001
ERX2339165,1.1303193405,-0.6989137565
ERX2339166,0.9196516969,0.5387001294
ERX2339167,1.6757289908000002,-0.2389460742
ERX2339168,-0.5579136902,-0.8912055429
ERX2339169,0.5060763881,0.6944024054
ERX2339170,-0.3178609483,-2.0502704302
ERX2339171,1.4944415263000002,-0.7528003484
SRX7656012,0.35013458470000003,-0.0261844235
SRX7656013,0.49542202360000004,0.0385369091
SRX7656014,0.6367741683,0.0799840851
SRX7656015,-0.2657290799,-0.21839291400000002
SRX7656016,0.8893897772,0.0803513902
SRX7656017,0.5449249138,0.0497690558
SRX7656018,0.6227433359,0.057545018
SRX7656019,-0.3158047825,-0.4584888603
SRX7656020,0.7255418650000001,0.0706137911
SRX7656021,0.8565598768,0.14351886560000002
SRX7656022,0.5245409128,-0.1406319303
SRX7656023,0.8457698718000001,0.2039385155
SRX7656024,1.8945978107,0.1655420343
SRX7656025,0.7665145549,0.0437720112
SRX7656026,0.9701294749,0.036213662300000005
SRX7656027,0.3172891429,-0.45598243190000004
SRX7656028,-0.0349842567,-0.2438060826
SRX7656029,0.12043107830000001,-0.267166931
SRX7656030,0.134073026,-0.23920125960000002
SRX7656031,0.023734030200000002,-0.1867756747
SRX7656032,-0.0246642644,0.12053380150000001
SRX7656033,-0.2094127194,-0.0096393094
SRX7656034,0.4115127343,0.0855079711
SRX7656035,-0.6602502561,-0.37962935540000003
SRX7656036,-0.681216492,-0.1134859188
SRX7656037,-0.0755655746,-0.1873563046
SRX7656038,-0.1967013984,-0.3473679565
SRX7656039,-0.2541016367,-0.1091996715
SRX7656040,0.1946806649,0.0764672404
SRX7656041,0.0594209718,0.0327324312
SRX7656042,4.010539981,1.6174766195
SRX7656043,5.1602402186,2.2381333832
SRX7656044,4.0195893361,1.7113445001
SRX7656045,4.9242799545,2.0568334156
SRX7656046,3.7437814859,1.5149173572999999
SRX7656047,4.5203430295,1.6485854797
SRX7656048,4.1688361037,1.7339987762
SRX7656049,4.0380987646,1.4665922198999999
SRX7656050,3.6701807791,1.5274870353
SRX7656051,6.2828498933,1.9990230795000001
SRX7656052,6.0837624359,2.2273193851
SRX7656053,6.0003260831,2.2188561377
SRX7656054,-0.3390761372,-0.4722597778
SRX7656055,-0.34651517060000003,-0.1448074942
SRX7656056,0.0212907428,-0.38483895230000004
SRX7656057,-0.5910478071,-0.7576764497
SRX7656058,-1.3131503948,-0.39269924040000004
SRX7656059,-0.5324269079,-0.2212649129
SRX7656060,-1.3361686312,-0.7762680081000001
SRX7656061,-0.5078710071,-0.3585712672
SRX7656062,-0.9992233991,-1.0895173225
SRX7656063,1.8860712104,0.1101032361
SRX7656064,1.2954830388,0.0565835799
SRX7656065,1.5082727619,0.3680362385
SRX7656066,0.5964270807000001,0.07089950810000001
SRX7656067,0.542712359,0.2789368714
SRX7656068,0.1937081691,0.1395325798
SRX7656069,-0.025952304000000002,0.2191724562
SRX7656070,0.2165085954,0.2519528407
SRX7656071,-0.2995283156,0.5132187145
SRX7656072,-0.20090323270000002,0.2029752463
SRX7656073,-0.2960212564,0.0714702024
SRX7656074,-0.040835028,0.21055921160000002
SRX7656075,2.8033500389,0.8401237176
SRX7656076,2.749911173,0.6585710578
SRX7656077,2.8234773066,0.7739261344
SRX7656078,-0.5312829864,-0.3027621916
SRX7656079,-0.047948986900000004,-0.1517801093
SRX7656080,-0.2197260091,-0.060876679200000006
SRX7656081,-0.6541343354,-0.5487884152
SRX7656082,-0.0389350144,-0.0321168086
SRX7656083,-0.3253873524,-0.1796286082
SRX7656084,0.10047690170000001,-0.3035218901
SRX7656085,0.1930635048,0.2769821337
SRX7656086,-0.0481642451,0.0976950302
SRX7656087,2.5514612096000002,0.3949373879
SRX7656088,2.2131313037,0.49226740820000003
SRX7656089,2.1012216999,0.5348188467
SRX7656090,0.2851422691,0.2257729423
SRX7656091,0.16687073560000001,0.0675829154
SRX7656092,0.6236949329,0.00026741760000000003
SRX7656093,0.48924224250000004,0.077542104
SRX7656094,0.49137882310000003,0.1473317529
SRX7656095,0.7710629870000001,0.0636191884
SRX7656096,0.052647963900000004,-0.2774862936
SRX7656097,-0.16457273090000002,-0.059502238400000004
SRX7656098,0.22149040820000002,-0.2262767847
SRX7656099,1.4986278581,0.35648674210000003
SRX7656100,1.6778612849,0.3488058336
SRX7656101,1.4364753924,0.2819761979
SRX7656102,-0.1467340266,-0.0170460103
SRX7656103,0.2236178547,-0.35555179330000003
SRX7656104,0.1910908875,-0.259085878
SRX7656105,1.8660207882000002,0.428425488
SRX7656106,1.7819859685,0.4393293896
SRX7656107,3.2972594621,0.32415735360000003
SRX7656108,3.2212844318,0.9596643771000001
SRX7656109,1.8014236845,0.6516577297
SRX7656110,2.4267427391,0.8084772408
SRX7656111,1.2422505611,0.1780871662
SRX7656112,1.6769291507,0.0595294031
SRX7656113,1.730168081,0.8543454449000001
SRX7656114,3.1533128135,1.3123224104
SRX7656115,2.7780424306000002,0.4640025454
SRX7656116,2.8798325669000002,1.4746666661
SRX7656117,4.307004071,0.933652009
SRX7656118,4.6741028700000005,1.3191574497
SRX7656119,4.7439938579,1.3867673095
SRX7656120,0.5352156249,0.1253527823
SRX7656121,0.6523449625000001,-0.2134279211
SRX7656122,-0.14387064930000001,0.0661359342
SRX7656123,0.2834968097,0.2291568125
SRX7656124,-0.4167440261,-0.1778751664
SRX7656125,0.8075981470000001,0.2407226442
SRX7656126,0.0755166909,-0.2832403989
SRX7656127,-0.0872545858,-0.3109218671
SRX7656128,0.9838084816,0.20083243550000002
SRX7656129,1.459849282,0.8886557328
SRX7656130,1.7156327657000001,0.6591826397
SRX7656131,1.701124724,0.189225639
SRX7656132,1.7867216074,0.7372740637
SRX7656133,1.8931839598,0.7215625271
SRX7656134,1.5751682068,0.43236856490000003
SRX7656135,1.1085389927,-0.2804299524
SRX7656136,0.6034766824000001,-0.022097046800000002
SRX7656137,0.6002609072,-0.0791949796
SRX7656138,0.0743009334,-0.1523196238
SRX7656139,0.028137807600000002,0.10523643690000001
SRX7656140,0.38894729910000003,-0.2849177866
SRX7656141,0.6525703142,0.0939141326
SRX7656142,0.5566204245,0.3970862496
SRX7656143,0.2680987889,-0.085367022
SRX7656144,0.7990087576,0.1309735889
SRX7656145,0.6996738455,0.3201682698
SRX7656146,1.3194401379,0.5467721514
SRX5388319,0.4307318607,-0.022904623000000002
SRX5388320,0.2467157892,-0.08771989940000001
SRX5388321,-0.6774476499000001,0.1106245223
SRX5388322,0.5637481862,-0.0720181879
SRX5388323,0.3424407416,0.1161478195
SRX5388324,-1.0491462589,0.0891689968
SRX5388325,0.8256716408,0.1341102273
SRX5388326,-0.6234974475,-0.08773807410000001
SRX5388327,-1.5303945775,0.06557016880000001
SRX8708326,1.2988896871,0.15761042520000001
SRX8708328,0.7191623122,-1.4875259218
SRX8708335,0.1398703936,0.5203359209
SRX8708336,-0.2966971802,0.4920405009
SRX8708337,-0.5623355256,0.4751494999
SRX8708338,0.1845048845,0.4121722551
SRX8708339,0.1844718844,0.4712819218
SRX8708340,0.24494196470000001,0.4589384004
SRX8708365,0.17881502,0.2743006514
SRX8708366,0.0934693519,0.3543134425
SRX8708368,0.24137648960000002,0.3452809583
SRX8708369,0.0066080525,0.5491096601000001
SRX8708370,-0.5040289888,0.5557872981
SRX8708371,-0.4287633267,0.5001681339
SRX4166001,-0.7118851088,-0.6188487658
SRX4166002,0.1524877913,-0.3742270885
SRX4166003,0.5593973174,0.9930758543
SRX4166004,-0.1511210941,-0.3721150803
SRX4166005,-0.5930252227,-0.2625534174
SRX4166006,-0.7115570543,-0.3509996043
SRX4166007,0.085990336,-1.136443546
SRX4166008,-0.440725028,-0.258804888
SRX4166009,-0.8306977524,-0.9755148117
SRX4166010,-1.7942611036,-2.2407630789
SRX4166011,-1.806393446,-1.4934227154
SRX4166012,-2.2799832519,-1.5378182275999999
SRX5000481,0.4079703791,0.5538355254
SRX5000482,1.2835148331,0.5498900028
SRX5000483,-1.6976311218,0.2096366627
SRX5000484,-1.3285000841,-0.1406533431
SRX5000485,-1.6305212213,-0.1717063795
SRX5000486,-1.3073061166,0.1410184078
SRX5000487,-0.9277279882,0.0796740108
SRX5000488,-0.7834087287,0.23320022780000002
SRX5000489,-1.0592479611,-0.0175682723
SRX5000490,-1.0410495069,0.1291760102
SRX5000491,-0.2292445032,0.2658904284
SRX5000492,-2.6001435763,0.5457184897
SRX5000493,-2.405635628,0.1356082494
SRX5000494,-1.9012827604,0.408043776
SRX5000495,-2.4502182595,0.7021028919
SRX5000496,-2.5810673165,0.7075762773000001
SRX5000497,0.18438186550000002,0.2356924951
SRX5000498,-0.22505184220000002,-0.16385616590000002
SRX5000499,-2.7608739782000002,0.3093763035
SRX5000500,0.0406699767,-0.07183632920000001
SRX5000501,-1.0672263439,0.0272196159
SRX5000502,-1.0008613395,-0.5092056181
SRX5000503,-0.7706142681,-0.13131700200000002
SRX5000504,1.1275071546,0.15166984190000002
SRX5000505,0.6629626447,0.2973377468
SRX5000506,0.5767979868,0.050026362500000005
SRX5000507,-0.6107428316,0.28891064050000004
SRX5000508,0.1499985465,0.1873528563
SRX5000509,0.7301134112000001,0.4154972048
SRX5000510,0.9521746820000001,0.3022651907
SRX5000511,0.3164251312,-0.1897967917
SRX5000512,-1.0267314525,-0.252384887
SRX5000513,-0.9778031424,-0.2611426475
SRX5000514,-0.6200184008,-0.286685959
SRX5000515,-0.42199433010000004,0.18418818250000002
SRX5000516,-0.7651120277,-0.3934661419
SRX4124772,0.1759658524,-0.3756808746
SRX4124773,0.251574471,-0.23178220770000002
SRX4124774,-0.3736512305,-0.0027574291
SRX4124775,0.3736512305,0.0027574291
SRX5323946,-0.42154857020000003,0.1207427762
SRX5323947,0.42154857020000003,-0.1207427762
SRX5323948,0.0162519022,0.09946262560000001
SRX5323949,0.8097979889,0.48027530230000004
SRX5323950,0.007984977400000001,0.0858705952
SRX5323951,0.4646347209,0.4395275292
SRX5323952,-0.7449294279,-0.0484399497
SRX5323953,-0.1888831755,0.0488868477
SRX5323954,-0.0519545608,0.5469035731
SRX5323955,-0.2393643724,0.4288298545
DRX093856,0.8263534239,0.13069099480000002
DRX093857,-1.5179571144000001,-0.9918393401000001
DRX093858,-1.68711855,-1.1763755434
DRX093859,-0.4015479636,-0.303554683
DRX093860,-0.3854734864,-0.6174676676
DRX093861,-0.11489660210000001,-0.0792913427
DRX093862,-1.0473651028,-0.6600694283
DRX093863,-1.8066803079,-1.1325101986
DRX093864,-0.4306518465,-0.3811060623
DRX093865,0.2819651125,-0.6726375681
DRX093866,-0.7114568218,-0.051399652100000005
DRX093867,-0.9790347392000001,-1.0248041803
DRX093868,-1.6815691423999999,-1.307164013
DRX093869,-0.3452720882,-0.7212168713
DRX093870,-0.34958163540000003,-0.6181862153000001
SRX6366242,-1.6656401122000002,0.5663091065
SRX6366243,-0.2985983088,0.8462774407
SRX6366244,-2.1780508943,0.1518271966
SRX6366245,-0.8189950324,0.4864385021
SRX6366246,0.024667986000000003,0.5724785520000001
SRX6366247,-3.2969451162,-0.5413049595
SRX6366248,-1.0479897211,0.9697810552
SRX6366249,-2.1160446688,0.1999473956
SRX6366250,-0.47636239500000005,0.5591287391
SRX6366251,-1.7469728628,0.1478110087
SRX6366252,0.6005227736000001,0.1464169297
SRX6366253,-0.6005227736000001,-0.1464169297
SRX254739,2.24311602,0.5806477663
SRX254740,2.3092101874,0.3076912061
SRX254741,2.2308738033,0.2243016069
SRX254742,1.9349672999999998,0.0422864198
SRX254743,1.9355285333,0.15438927230000002
SRX254744,1.9028170977,0.2553409747
SRX254745,4.411595915,0.8666881904
SRX254746,4.3533490995,1.4831396156
SRX254747,4.6570643126,1.0375924308
SRX254748,3.2623982545,0.42960192340000003
SRX254749,3.458720998,0.6195167206000001
SRX254750,3.3428864353,0.7574607984
