,A,FecI,Crp,PdhR,Fur,HypT,Nac
evo_bz__c3_1_bz__4,-0.5030920405,0.1876742996,-0.6576656106000001,2.6198084418,-0.18363961650000002,-0.031049517300000003,-0.0364527915
evo_bz__g5_1_bz__1,2.7146222003,1.9613650466,-0.1341736427,3.658069061,0.7096232135,0.3176535789,1.3467611637
evo_bz__g5_1_bz__2,0.6759424618000001,1.5418337028,-0.5635110724,5.123006498,0.5552329476,0.437517239,0.9986716315
evo_bz__g5_1_bz__3,2.3030506733,1.4845696939000002,-0.1045202598,3.4920870619,0.5439586384,0.1682714773,0.9009299594
evo_bz__g5_1_bz__4,-0.135725797,-0.6066472334,-0.5514972085000001,3.2236677255,-0.07298422930000001,-0.07198728110000001,-0.16811272030000002
evo_bz__g5_1_bz__5,-0.0116575203,-0.27158577170000003,-0.5907591781,2.9917570861,-0.179781336,-0.010161944000000001,-0.1059837681
evo_bz__g5_1_bz__6,0.0446740438,-0.3996499166,-0.5379723588,3.2044077618,-0.180740966,0.025905075700000002,0.16673522870000002
evo_bz__w3110d13__1,1.3847901341,0.4147764043,0.5884298837,-0.4016484695,-0.050569065,0.0976545556,0.3033269625
evo_bz__w3110d13__2,1.549609995,0.3264080294,0.5233414408,-0.7475665217,0.1397230596,-0.0355507602,0.43586570690000004
evo_bz__w3110d13__3,-1.3145059051,-0.2486533692,-0.4463507494,0.6342072005,0.1608827655,0.0689549977,-0.2673291553
evo_bz__w3110d13__4,1.4949187240000001,0.0041996447000000004,0.4678437997,-0.7885220554,-0.1064310143,0.1616417899,0.3849194393
evo_bz__w3110d13__5,-1.4990098679,-0.3240061359,-0.7475887920000001,0.7241701921,-0.0402689696,-0.21472779620000002,-0.5366444716000001
evo_bz__w3110d13__6,-1.6158030802,-0.17272457330000002,-0.38567558290000004,0.5793596539,-0.10333677620000001,-0.0779727868,-0.3201384819
evo_bz__w3110d13_bz__1,0.5584139243,0.6395775634,-0.31419254,3.7384756547,0.31447323450000003,0.6056582482,0.3780716194
evo_bz__w3110d13_bz__2,1.5306634803999999,1.203118188,-0.1236678575,3.6448775931,0.3780366961,0.7111892908,0.490113395
evo_bz__w3110d13_bz__3,-0.2094296152,-0.37363174930000004,-0.7518707576,2.6908553862,-0.6390700282,-0.172288187,-0.0428889208
evo_bz__w3110d13_bz__4,1.2130408834,0.4375756932,-0.10341932470000001,3.5632175038,0.35302206350000004,0.287632973,0.45294584130000004
evo_bz__c3_1_bz__5,4.3749594271,4.1896830408,-0.31786441590000003,4.6564532808,0.33391987570000004,0.5387576955,2.303598922
evo_bz__c3_1_bz__6,4.2522740142,4.4190971907,-0.5855978821,4.7872179116,0.46354302020000004,0.7915846632,2.3211518011
evo_bz__g5_2_bz__1,0.34383848110000004,-0.4276453126,-0.9927383484000001,2.9046800588,-0.2983361497,-0.18892853380000002,-0.4180972208
evo_bz__g5_2_bz__2,0.054979245700000005,-0.47025515040000004,-1.0770436531,2.6839217359000003,-0.45809034120000003,-0.3320531015,-0.5768183162
evo_bz__g5_2_bz__3,0.1918612757,-0.4424999552,-0.9319843065000001,2.6551643631,-0.6086281939,-0.3057490236,-0.8635419106000001
evo_bz__g5_2_bz__4,1.4429899311,1.8516378636000002,-0.3099510565,2.592866935,0.0809931681,0.1463784574,1.1593093284
evo_bz__g5_2_bz__5,0.7964117237,1.4116723850000001,-0.5033890871,2.6954634124,0.195475054,0.29195288950000003,0.9061621579
evo_bz__g5_2_bz__6,1.9462406403,2.5518633965,-0.43552663960000004,3.3620870878,0.324221285,0.3912446234,1.5743042692
evo_bz__w3110d13_bz__5,-0.5559881615,-0.4834598342,-0.9039885132000001,2.6077944973,-0.5392665046,-0.2343995405,-0.23066085700000002
evo_bz__w3110d13_bz__6,-0.0467473122,-0.0244063184,-0.882397812,2.8721349367,-0.5472059457,-0.3592516888,-0.31681547050000003
evo_bz__a1_1_bz__1,0.586079221,-0.3188146605,-0.1968594431,1.5392841905,0.1186170037,0.1254885382,0.18022279260000001
evo_bz__a1_1_bz__2,1.1176391722,-0.5124134798000001,-0.0757624216,2.5789570158,0.5381271416,0.2337838529,0.035624022400000004
evo_bz__a1_1_bz__3,0.6550125414,-0.0525792905,-1.1352115054,3.6317735759,-0.22477094990000002,-0.1464395872,-0.5342899541
evo_bz__a1_1_bz__4,-0.054797009,-0.2530284125,-0.1630694594,2.71166964,0.4763750539,0.2996223108,-0.7363305946
evo_bz__a1_1_bz__5,0.4118409628,-0.1037216682,-1.1430905682,2.845246056,0.1416854967,-0.34173475480000004,-0.540870682
evo_bz__a1_1_bz__6,0.3904285764,-0.2971331303,-1.1479592129,3.4062887487999998,-0.3013027219,-0.32561573860000004,-0.4929044239
evo_metab__wt__1,-1.3365909437,-0.53891111,0.0216952277,-0.0628602519,-0.0808053912,-0.19620244420000002,-0.9943818004
evo_metab__del_zwf__1,-1.9898180397,-0.4521594929,0.0089552738,-0.8041363719,-0.030471969,-0.0715677056,-0.7377636336000001
evo_metab__zwf_ale1__1,-2.7769685754,-0.2146058612,-0.029136735400000002,-0.2899202585,0.3936756668,-0.2114458354,-0.4799750432
evo_metab__zwf_ale2__1,-0.69597187,-0.0053965115,-0.22346250180000002,0.9061562996,0.0785678147,0.0500829849,-0.8256137396000001
evo_metab__del_ppk__1,0.41494808450000004,0.17974983320000001,-0.5950074874,0.4001200932,-0.14993682860000002,0.6657843385000001,-0.2981163855
evo_metab__ppk_ale1__1,-0.6841502979,0.3467479251,-0.2819178846,1.2608960706,-0.0417552753,0.6181901278,-1.830859511
evo_metab__ppk_ale2__1,-2.4421714825,-0.1419611976,-0.2129587413,1.3005830978000001,-0.0817228009,-0.2318938959,-0.4014751286
evo_metab__ppk_ale3__1,-2.3735785461,-0.019445472000000002,-0.6664505470000001,1.4228408414,0.164586916,-0.1042416683,0.0774195394
evo_metab__del_dapF__1,-2.5984770301999998,-0.6853369763,-0.2899666271,0.49432366640000003,-0.3233142576,-0.1979408865,-1.0591036916
evo_metab__dapF_ale1__1,-2.7273163372,-0.3480209232,-0.0956451908,0.3392102939,-0.1445297842,-0.3848468941,-0.6701332326
evo_metab__dapF_ale3__1,-1.2395866538,0.1231577103,-0.534902734,1.2681449798,0.3858319247,0.0242135984,-1.2158242873
evo_metab__del_entC__1,0.7109325706,0.049822189,-0.09387450950000001,0.3616803829,-0.2261538763,0.4351589896,-0.0465968269
evo_metab__entC_ale1__1,1.0789514741,0.5140303149000001,-0.4795015226,0.3945971635,-0.100454388,0.353967913,-0.0508168286
evo_metab__entC_ale2__1,-2.0088117373,-0.1034870542,0.3381492062,0.0280714261,0.0273524957,-0.5889414814,-0.2234768712
evo_metab__del_dgk__1,0.9797289225,0.3873452263,-0.2479411708,0.2374150562,-0.4649925136,0.3088028768,0.1365344623
evo_metab__dgk_ale1__1,-1.8642696276000001,0.4514374787,0.1803691418,-0.1857838524,0.2776962183,0.364561024,-1.4197416926
evo_metab__dgk_ale2__1,-1.2301741005,0.48159483750000004,0.5647813138000001,0.1425312973,0.5366751984,-0.3743048833,-1.0090840341
evo_metab__dgk_ale3__1,-1.547116798,-0.1667914745,-0.0535453575,1.0515872376,-0.3363553795,-0.2140717814,-1.4418515241
evo_metab__wt__2,0.9030759141,0.10294483430000001,0.0598112988,0.15572585660000002,-0.048444904000000004,0.1163641171,0.5568862152
evo_metab__del_zwf__2,0.7046241713,-0.010551528000000001,0.1188856227,0.2988518274,0.1825570551,-0.1326534534,-1.2665657415
evo_metab__zwf_ale1__2,-2.1287035008,-0.3807348457,0.34647646330000004,-0.7735962419,0.4108268839,-0.2758374952,-1.450786366
evo_metab__zwf_ale2__2,-0.5873578046,0.0137352305,-0.08200134910000001,0.552201809,0.1301080586,0.507086039,-1.2156447807
evo_metab__del_ppk__2,1.0133917004,0.42719015930000004,-0.1543697162,-0.8925763084,0.1097098237,0.2560390755,0.9586903353
evo_metab__ppk_ale1__2,-1.3090693724,0.34355346670000003,0.5010526678,-0.3307539983,0.28369724150000003,0.14668853610000002,-1.2400687856000001
evo_metab__ppk_ale2__2,-0.6667761162,0.7578074087000001,0.033069829700000004,-0.0847427925,0.4059858525,0.2130343379,-1.1495841594
evo_metab__ppk_ale3__2,0.6610817985,0.8755642695,-0.1021128979,0.5469701481,0.2548741107,0.5108058108,-0.9763161969
evo_metab__del_dapF__2,-0.17303938,0.3261551593,-0.5275545316,0.4050206443,0.6250953256,-0.2804590381,-0.9757556413
evo_metab__dapF_ale1__2,-0.8640899421,0.5963167865,-0.8740408744,0.1227693713,1.0805477316,-0.6628519461,-0.39266835640000003
evo_metab__dapF_ale3__2,0.4023068047,0.5992752307,-0.6052099843000001,0.1333388826,0.9983321263,-0.5345981927,-0.949477338
evo_metab__del_entC__2,1.6441658237999999,0.5387121606,-0.520378201,-0.6395187523,0.0249776546,0.1418477929,-0.0330672266
evo_metab__entC_ale1__2,0.5650390672,-0.1319470932,-0.1808186141,-0.7996679011000001,-0.6137496839000001,0.1130576105,-0.09413993030000001
evo_metab__entC_ale2__2,-0.046179682,0.6968967078,-0.2481074814,-0.6043278028,0.29850811380000003,-0.3009045623,-0.46427856700000003
evo_metab__entC_ale3__1,-2.2230655185,0.9761253636,-0.1007067708,-0.5759000972,0.323222503,0.554334576,-0.9574621712
evo_metab__del_dgk__2,0.4889613061,0.5437806722,-0.2493838519,-0.3767238396,-0.32890767660000003,0.2449805361,0.3447173027
evo_metab__dgk_ale1__2,-1.4875823294,0.4568702894,0.0934857714,-0.5983663567,0.14747623070000002,0.1935450057,-0.8592034092
evo_metab__dgk_ale2__2,0.6305352548000001,1.1576837864,0.0258529291,-0.4408326709,0.1773238103,0.0838192752,-1.019041344
evo_metab__dgk_ale3__2,-1.7206273079,0.5916007606,-0.7092992376,-0.4835632328,-0.37552548290000004,0.1004605195,-1.1254049984
evo_metab__wt__3,0.4335150296,0.4359662757,-0.08150652650000001,-0.0928656047,0.1292502951,0.07983832710000001,0.43749558520000004
evo_metab__del_zwf__3,0.24929488460000002,0.1108181615,-0.38365261440000004,0.4730612467,-0.0270492016,0.2173765863,-0.7269085735
evo_metab__zwf_ale1__3,-1.7045175374000001,0.0950994673,0.30292598800000003,-0.4965025159,0.3978166642,0.0800576313,-1.2741140249
evo_metab__zwf_ale2__3,-0.2651099134,0.4343472916,-0.5695966895,0.937686674,0.3733949405,0.5632599460000001,-1.1864800442
evo_metab__del_ppk__3,0.21692682840000002,0.44638394810000004,-0.5088220601,-0.5416771679,0.2780555948,0.5715410574,-0.6359657448
evo_metab__ppk_ale1__3,-0.6203298147,0.8743942403,-0.5568547845,-0.3201551307,0.5366768649,0.6055384603,-0.8860982190000001
evo_metab__ppk_ale2__3,-0.28807997550000003,1.0390552435,-0.1075832786,-0.0215721621,0.192302089,0.6577377071,-0.9557745012000001
evo_metab__ppk_ale3__3,-1.0657260867,0.8095336224,-0.2548516616,-0.5505744487,0.15740059580000001,0.4686609812,-0.8035504779
evo_metab__del_dapF__3,0.0432937037,0.4843048239,-0.5224634022,0.48619148370000004,0.5556626443,-0.1829184056,-0.7427776769000001
evo_metab__dapF_ale1__3,-0.8653477068000001,0.3257001678,-0.6997337682,0.5802432265,0.6782472587,-0.43654737800000004,-0.2368648974
evo_metab__dapF_ale3__3,0.14751617990000002,0.8607024492,-0.164303206,1.165862637,0.7247875401,-0.0006208186000000001,-0.9885037353
evo_metab__del_entC__3,1.0454769266,0.4558824032,-0.2838038458,-0.0692202319,-0.4999240291,0.2549955199,-0.0188089031
evo_metab__entC_ale1__3,0.7775088347,0.8478298047,-0.14120318680000002,-0.40790365240000004,-0.3746433631,0.584101765,-0.4234166103
evo_metab__entC_ale2__3,-0.28220038950000004,0.7553645733000001,-0.2275315786,0.4407461013,0.0508982274,-0.0686076023,-0.6279921583
evo_metab__entC_ale3__2,0.17401781460000001,0.9136706065,-0.1971165942,1.408665471,0.0565852462,0.4465924278,-1.6632053438
evo_metab__del_dgk__3,1.1813547938,1.3980497293,-0.7030767083,0.042738676100000005,0.15614727420000002,0.18441892170000002,-0.5129774822000001
evo_metab__dgk_ale1__3,-0.8848716665,1.0904150107,-0.3391076354,0.0839248721,0.37332794750000003,0.5288828074,-1.3225232698
evo_metab__dgk_ale2__3,1.6054747809,1.5472252907000001,-0.8919006833,-0.5809031330000001,0.5844151276,0.1210875059,-0.8315892384
evo_metab__dgk_ale3__3,-1.2909653523,0.9796159387000001,-0.8480468999,-0.3899660364,-0.1303245034,0.1990498778,-0.7372182309
flag_reg__wt__1,-0.062093788600000005,0.053227788000000005,-0.0552460372,0.1923464719,-0.0460442795,-0.0728355724,-0.2556647214
flag_reg__del_fliA__1,-0.5710494715000001,-0.3487150183,0.2379487723,-1.711097281,0.20107097070000002,-0.19035908040000002,-0.4454928475
flag_reg__del_flhC__1,-0.7712400986,-0.37501409150000004,0.1666261772,-2.0219251252,-0.0029571292000000002,-0.1693380837,-0.4277205687
flag_reg__del_flhD__1,-0.9503560438,-0.3962486228,0.3038599931,-2.1997598417,-0.0501478224,-0.2328468232,0.0195514254
flag_reg__wt__2,0.062093788600000005,-0.053227788000000005,0.0552460372,-0.1923464719,0.0460442795,0.0728355724,0.2556647214
flag_reg__del_fliA__2,-0.9433673117,-0.4607856597,0.2803346536,-2.0679082826,-0.1391004119,-0.28987477640000003,-0.4093139551
flag_reg__del_flhC__2,-0.6571480427,-0.279435458,-0.038816530200000005,-0.14313786950000001,-0.0207873536,-0.1475933308,-0.1540452464
flag_reg__del_flhD__2,-1.3560801398,-0.8226356810000001,0.21736006800000002,-2.3397226878,0.1119405796,-0.23064066,-0.6953467125
flgM__27C__1,-1.6002004807999999,-0.7521058937,0.02870798,0.1362425543,-0.32986265340000004,-0.53199923,-0.2972295211
flgM__27C__2,-1.5192871537000001,-1.1161940526,0.0422419746,0.1599220302,-0.20650807270000002,-0.29148356140000004,-0.42273605480000004
flgM__27C__3,-1.6188888046,-1.0819354119,-0.0473495293,0.2436083355,-0.2900434693,-0.5079457614,-0.35255120300000004
flgM__32C__1,0.0260961459,-0.8089169522,-0.1275263066,-0.1879933597,-0.3300916799,-0.36923046200000004,0.5841609497
flgM__32C__2,-0.7034571672000001,-0.8577574738,-0.1188682696,0.26625396630000003,-0.1550689274,-0.0915643071,0.3762584747
flgM__32C__3,-0.8098146817,-0.3628693499,-0.0775782685,0.42716939930000003,-0.1446488622,-0.36005618370000003,0.0622853098
flgM__37C__1,0.36119374460000003,0.0148707296,-0.0172228206,-0.0061595048,-0.008448329400000001,-0.0220364408,-0.0602728586
flgM__37C__2,-0.1332518533,-0.19736125940000002,-0.0153227698,-0.069949386,0.002697222,-0.07201785840000001,-0.0031453254
flgM__37C__3,-0.2279418913,0.1824905298,0.032545590400000005,0.07610889080000001,0.0057511075,0.0940542992,0.063418184
flgM__42C__1,-1.9133292821999999,1.7356201324,0.1223491476,-0.5297944103000001,0.0413811111,0.3179010815,-0.037162299999999995
flgM__42C__2,-2.7649119134999998,1.6416902431,0.1974911759,-0.6642896328,0.1478136572,0.4217956693,0.0121289654
flgM__42C__3,-4.413553051,1.0991472439,0.2034264775,-0.3277928462,0.2007585932,0.6729488252,0.5409395101
histone__untreated__1,0.2778053055,-0.1083654841,-0.060392566700000004,0.5712476689,-0.0074764875,-0.080835977,-0.2885437635
histone__untreated__2,-0.3578543006,0.3765294273,0.0044704471,-1.0995574143,-0.0293525631,0.1571521937,0.7320113416
histone__untreated__3,0.08004899500000001,-0.26816394320000003,0.0559221196,0.5283097454,0.0368290506,-0.07631621670000001,-0.44346757810000004
histone__10ug_H2A__1,-0.41383773490000003,-0.7214422211,-0.0294229657,0.8768818141,0.0428716045,-0.029173209800000002,-1.1466214087
histone__10ug_H2A__2,-0.0620567458,-0.0265312989,-0.10860318570000001,0.0636169467,-0.032592327500000004,0.1679624114,-0.051434936300000005
histone__10ug_H2A__3,-0.5814016431,-0.37354414500000005,-0.1133642725,0.9974707260000001,0.0171011061,-0.0427495589,-0.9369180643
histone__50ug_H2A__1,-1.4516871746,-0.1732820871,0.029688543100000003,1.2879260527,0.1048113514,-0.2774120771,-1.7110474756
histone__50ug_H2A__2,-1.6961340630000001,-0.1821274696,0.0276315887,1.3709184532,0.20364000340000002,-0.1560123803,-1.795292581
histone__50ug_H2A__3,-2.1250226051,-0.36828007500000004,-0.0099621376,1.3983799799,0.1358521438,-0.2488824121,-1.8466088968
histone__100ug_H2A__1,-1.7745280625,-0.1235092031,0.0895954796,1.1499961223,0.1185759022,-0.3870050373,-1.5975709836
histone__100ug_H2A__2,-2.2509313177,-0.1549629124,0.10367688060000001,1.1396470917000001,0.1782069187,-0.2550428483,-1.6806557813
histone__100ug_H2A__3,-2.3550456341,-0.2066275707,0.0034602426000000003,1.0567914625000001,0.044950157500000004,-0.34957623120000003,-1.8271657179
hns__del_hns_spike__1,-2.786772713,-1.0575336676,0.2075117463,-1.1052926719,0.1404052184,-0.9060534634,0.08807324820000001
hns__del_hns_spike__2,-1.6150993483,-0.2584992826,0.009730694,-1.3312651534,0.1140555328,0.0152231681,1.1981659176
hns__del_hns__1,-3.0392916221,-1.157274394,0.2850669433,-1.5201382561,0.27572792020000003,-0.728116608,0.370322015
hns__del_hns__2,-1.9614637637,-0.3901515748,0.1631970502,-1.6776752412,0.0639204496,1.8809880947000002,0.9157042154
hns__wt_spike__1,-0.0349325382,-0.3861978019,0.1392690724,0.0265722918,0.2406369358,-0.8440773599,-0.048831516000000005
hns__wt_spike__2,0.7209036759,0.7166710767000001,0.5908241112,-3.8579550617000002,-0.1730402861,1.2470651743,0.20951013440000002
hns__wt__1,-0.7790190261000001,-0.3103124949,0.1104686965,0.31979949490000004,0.1353291332,-0.9246846361000001,0.1312099917
hns__wt__2,0.7790190261000001,0.3103124949,-0.1104686965,-0.31979949490000004,-0.1353291332,0.9246846361000001,-0.1312099917
hns_stpA__evo100G4_delhns_delstpA__1,1.3603921791,-0.8997785861,-1.5681109031,-2.1858454207,-2.3676523257,2.3967247205,-1.0782022066999999
hns_stpA__evo100G4_delhns_delstpA__2,1.1145371447,-0.5863530217,-1.7787209304,-1.7172529304,-2.6985097557,2.4518894173,-1.1570892785
hns_stpA__evo100G12_delhns_delstpA__1,-1.2971417274,-0.9633821767,-2.3286332422,-1.2598358463000001,-1.4264505544000001,0.1046926609,-1.4647658427
hns_stpA__evo100G12_delhns_delstpA__2,-1.1783590315999999,-0.9057109151,-2.0720734261000002,-0.8559229713000001,-1.218604638,-0.3982167914,-1.7101968468000002
hns_stpA__delhns_delstpA_delrpoS__1,-1.6080849319000001,-1.8775172407,-2.2153905101,-2.2062714097000002,-2.1688563838,-0.6171477200000001,-1.5957714511
hns_stpA__delhns_delstpA_delrpoS__2,-1.315565505,-1.3277815724,-2.5455493469,-2.4095209542,-2.1413370437,-0.148856092,-1.6459726481999999
hns_stpA__wt__1,0.6368740938,0.040843937600000005,0.0910120247,0.3088309743,-0.0582970358,0.2059812107,0.2290856682
hns_stpA__wt__2,-0.6368740938,-0.040843937600000005,-0.0910120247,-0.3088309743,0.0582970358,-0.2059812107,-0.2290856682
hns_stpA__delhns_delstpA__1,-0.7395146819,-1.0190095812,-2.4304813555,-0.31983821960000003,-1.6736561473,0.6136508913000001,-1.3655022577
hns_stpA__delhns_delstpA__2,-1.1941170306,-0.8174088249,-2.283345836,-0.2689605427,-1.7555930605,0.8029683892,-1.4568635445
hu__wt_log_pH7__1,-1.4739059085,0.390237618,-2.5610024343999997,0.7069161443,-0.9115378236,-0.5447572230000001,-1.1789415297999999
hu__wt_log_pH7__2,-1.1499412713,0.769172814,-1.7192127447,1.0665382119,-0.2580436855,-0.1355409587,-0.4586691318
hu__wt_log_pH7__3,-1.3252610888,1.5363606144,-2.5656982779,1.302273445,-1.02250917,0.1294859107,-0.5224237646000001
hu__wt_lag_pH7__1,1.1519680728,0.1185469849,0.2181867704,0.14838438,-0.24403307000000002,-0.13261124030000002,-0.0345201991
hu__wt_lag_pH7__2,0.958046939,0.1872724245,-0.051637196,0.6414110259,0.0798409894,0.08535414990000001,-0.2402130247
hu__wt_lag_pH7__3,-2.1100150118,-0.3058194094,-0.1665495744,-0.7897954059000001,0.1641920806,0.0472570904,0.27473322380000004
hu__delhupA_lag_pH7__1,1.0232167957,0.8184260947,0.5013664708,0.1643481277,-0.3689808449,0.3849426918,-0.7189625337000001
hu__delhupA_lag_pH7__2,0.4259753262,1.304633607,-0.0310669673,0.34969755950000003,0.2344585089,-0.0270215642,-0.2577407544
hu__delhupA_lag_pH7__3,-1.2875928487000001,0.5742236994000001,-0.0959832862,-1.0195621588,0.10097655280000001,0.25090596330000003,-0.2683429724
hu__delhupB_lag_pH7__1,1.1264698385,0.6177990571,0.1827632689,0.4301883839,-0.1534541807,0.0839406021,0.0457102098
hu__delhupB_lag_pH7__2,1.3402436566,0.5709252337,-0.0362566025,0.7249315738000001,-0.0532551646,-0.0341594977,-0.6322409511
hu__delhupB_lag_pH7__3,-1.6713148317000002,0.4966608773,-0.13451388420000002,-1.7069183635,0.0691677905,0.0550917774,0.18148499680000002
hu__delhupAhupB_lag_pH7__1,1.1513247673,1.3027374588,-0.3668404044,0.2134680924,-0.31744868670000004,0.1856471993,-0.9760131776000001
hu__delhupAhupB_lag_pH7__2,1.3117975795999999,0.8809809838,-0.0648374225,-0.0053657539,-0.2394480867,0.1203123507,-0.5577777226
hu__delhupAhupB_lag_pH7__3,-0.8837106555,0.43901916830000004,0.0483373318,-0.14126167280000002,0.10754280540000001,0.20365509850000002,-0.2331273667
hu__hupAE34K_hupB_lag_pH7__1,1.6758737483,-0.4995204434,-0.0097311396,0.0871457241,-0.2810842715,0.0049690713,-0.051667690100000004
hu__hupAE34K_hupB_lag_pH7__2,1.6578891318,0.3816407428,-0.3293122911,1.217563164,-0.0082761073,0.1571090214,-0.034596533900000004
hu__hupAE34K_hupB_lag_pH7__3,-1.4821497792,-0.1142071011,-0.3831059042,-0.3010883905,-0.07918558590000001,0.0090224634,0.3778564183
hu__hupAE34K_delhupB_lag_pH7__1,1.2193716833,-0.058054146800000005,-0.0190652403,-0.10128049880000001,-0.33155715750000003,-0.11856854480000001,0.0143779032
hu__hupAE34K_delhupB_lag_pH7__2,1.6149681995,-0.15294840610000002,0.10856884550000001,0.540776955,-0.12485215720000001,-0.107581305,-0.10572795010000001
