,A,FecI,Crp,PdhR,Fur,HypT,Nac
rand_barrel__mut_pdxJ_2__1,-0.5683167598000001,0.0893642072,0.22590315390000001,0.2904798623,0.1354312622,0.2753079919,-0.599499611
rand_barrel__mut_pdxJ_2__2,-0.1064949169,0.0267326396,0.23212511460000002,0.18743549410000002,0.1330388388,0.046383842200000004,-0.5245829205
rand_barrel__mut_pdxJ_3__1,-1.1603318188,-0.3290854433,0.2831675712,-0.07302125670000001,-0.1456354572,0.039516928300000004,-0.3072695104
rand_barrel__mut_pdxJ_3__2,-0.2277617543,-0.0856785774,0.20362184190000002,0.023447932600000002,-0.0876254857,0.3109113882,-0.11976242720000001
rand_barrel__del_serB__1,-0.2559561736,-0.0680017461,-0.011167604900000001,0.0519578133,0.0828667693,0.0875737738,-0.6021079515000001
rand_barrel__del_serB__2,0.2559561736,0.0680017461,0.011167604900000001,-0.0519578133,-0.0828667693,-0.0875737738,0.6021079515000001
rockhopper__CV104_pHDB3__1,2.3314732057,-1.8712195631,-0.8924017296000001,1.4289022806,-0.168089178,-1.0610849293,-3.5461986922
rockhopper__CV104_pHDB3__2,0.43905112620000003,-1.953505313,-0.8649010421000001,1.7799826791000002,-0.13419593,-0.8908547199,-3.3589361562
rockhopper__CV104_pHDB3__3,0.5855290302,-2.0796922528,-0.7001267639000001,1.5855547044,-0.317443947,-1.2852496802,-2.9678290596
rockhopper__CV104_pLCV1__1,-1.2726907856,-2.2983005715,-0.9119051060000001,1.7552495536000001,-0.1434411907,-0.9718488141,-3.5498428081
rockhopper__CV104_pLCV1__2,0.5960795572,-1.5665708452,-0.8563503673,1.6956511089,-0.3374009811,-0.9552988532000001,-3.3439208064
rockhopper__CV104_pLCV1__3,2.0330104038,-2.0948861132,-0.6222702813000001,1.6760648071,-0.2019290032,-1.1291506896,-3.4092495196
rockhopper__wt_lb__1,9.0716005927,-0.47681630880000003,-1.0877370598,1.8657720802000002,-0.22028077880000002,-1.0676016593,-3.3977562973
rockhopper__wt_lb__2,8.1497803195,-0.5592585866,-1.7369671045000001,2.2629003848,-0.2093711345,-0.7031353194000001,-3.3763041201
rockhopper__wt_lb__3,9.7328010774,-0.4909737427,-1.3358746678,1.8280298437,-0.25547021410000004,-0.9619312206,-3.5429375324
rockhopper__wt_lb_aMG__1,10.5496940458,-0.11874509820000001,-0.48690911950000004,1.1972703604000001,0.3402097819,-0.5735136081000001,-3.1844009675000002
rockhopper__wt_lb_aMG__2,9.9368383251,0.39707735790000004,-0.9667081537000001,1.0579016751,0.1365369576,-0.5437803158,-3.0892324835
rockhopper__wt_lb_aMG__3,9.6822667834,0.2130845881,-1.2851862633,1.2844676111,0.046635592600000005,-0.7980255605000001,-3.552578473
rockhopper__del_sgrR_lb_aMG__1,9.8170582946,0.5152541796,-0.385574128,1.3154933822000001,0.5854160676,-0.2191022617,-3.4029044106
rockhopper__del_sgrR_lb_aMG__2,9.7073256123,0.49126418180000003,-0.24326731070000002,1.5461188036,0.6623126723,0.030786983400000002,-2.5994414873
rockhopper__del_sgrR_lb_aMG__3,9.320863034,0.5232593383,-0.2979551923,1.6010124884999999,0.6806358867,-0.0889575002,-3.2391562896
rockhopper__del_sgrS_glyc_aMG__1,-0.7252757197,-0.2769637836,0.6722892721,1.7309734632,0.07704349390000001,-0.0291652788,-2.9713799692
rockhopper__del_sgrS_glyc_aMG__2,-0.2597706593,-0.2158932235,1.1260265914,1.906061974,-0.27857764160000004,-0.1018690453,-3.1961693268999998
rockhopper__del_sgrS_glyc_aMG__3,-0.6149612618,-0.1115294909,1.0397299023,1.8249512691,-0.21983004590000002,-0.1906839582,-2.3149661897
rockhopper__del_sgrS_glyc__1,-1.0020108744,-0.5302875503,-0.3628059501,0.9985100808,-1.4102765824,-1.9588493758,-3.7665645646
rockhopper__del_sgrS_glyc__2,-1.1725871738,-0.2629333028,-0.4528756111,1.7225481131,-0.8504578969000001,-1.8685531675,-3.6453477303
rockhopper__del_sgrS_glyc__3,-1.2610682752,-0.6112812868,-0.3254764307,1.6422986370000001,-0.6682701253000001,-1.3392491245,-3.4493057352
rockhopper__wt_lb_aMG__4,10.1095362391,0.6021354371000001,-0.18830449770000002,1.4665898395,0.5350704592000001,-0.4114364058,-3.1469174033
rockhopper__wt_lb_aMG__5,9.1746438784,0.34423054010000004,-0.7544182141,1.7112839384,0.597097529,-0.34965992830000003,-3.13039711
rockhopper__wt_lb_aMG__6,9.2056153809,0.5792979694,-0.5831081023,1.4877842494,0.5921159826,-0.3547282437,-3.0999692271
rockhopper__wt_glyc_aMG__1,-0.34370816460000003,-0.5149677696,0.0047093158,1.5054717805,0.0749657382,-0.5740014656,-2.7936341035
rockhopper__wt_glyc_aMG__2,0.3639116707,-0.6576669311000001,0.5669202778,1.7285077933,-0.2885777863,-0.9079252723000001,-2.7491431405
rockhopper__wt_glyc_aMG__3,0.487313107,-0.5781785492,0.5677400205,1.7672458628,-0.6326823181,-0.5142013062,-3.3583977165
rockhopper__wt_glyc__1,-1.2167679891,-0.9612813552,-0.4403543445,1.5981438753,-0.7862419488,-1.1786897417,-3.6216161862
rockhopper__wt_glyc__2,-1.6967958244,-0.3877254631,-0.24124783460000002,1.4721483061,-1.0014739549,-1.2960095877,-4.4327893843
rockhopper__wt_glyc__3,-0.6316925749,-0.1704017063,-0.4115574947,1.4463156372000001,-0.9813072676000001,-1.3988990082,-3.7546738981
rockhopper__CV108_glyc_aMG__1,-4.1673553481,-0.0481388299,-0.3562857689,-1.2005131549,0.1200522682,-1.062880352,-0.46432353600000004
rockhopper__CV108_glyc_aMG__2,-1.6085370446,0.025830708100000002,0.5579321807000001,-1.7277607393,0.41727216170000003,-0.4307084491,-0.5749377987000001
rockhopper__CV108_glyc_aMG__3,-4.101779106,0.1750286564,0.5313165346000001,-1.2877311492999999,0.9563800054,-0.6319915376,-0.6088169705
rockhopper__wt_glyc__4,-0.5398916062,0.134386597,-0.2638966479,-0.5199598885,0.1449418117,0.06915421100000001,0.5505250073
rockhopper__wt_glyc__5,-3.0570810022,-0.6055508013,-0.19432084730000002,-0.9124400921,-0.1073948958,-1.0366579418,-1.5749458444000002
rockhopper__wt_glyc__6,1.5511611561,0.7926230452,0.10333546310000001,-0.4614269375,0.1671469347,0.9938915508,2.0830377593
rockhopper__wt_glyc_aMG__4,-0.4264727863,0.30926239250000004,0.21447380530000001,-0.8574830407,0.7572765661,0.5415293922000001,0.6185007299
rockhopper__wt_glyc_aMG__5,-1.5335070696000002,0.3875214879,0.2213336307,-0.8556259795000001,0.6825968103000001,0.0835901316,-0.0818142063
rockhopper__wt_glyc_aMG__6,-2.1023930801,0.3900868228,0.3721320869,-1.1978528895,0.9075159064,0.11609885600000001,-1.0575722745
rockhopper__wt_glyc__7,1.2971748097,-0.0076901496000000005,0.3267917408,-0.6508426546,0.3460237611,0.5910558544,2.197010749
rockhopper__wt_glyc__8,0.0727842565,-0.3442794282,0.5609825497,-0.6814146871,0.8197420794,0.26572199950000003,0.9845969315
rockhopper__wt_glyc__9,1.7965344048,0.2407952928,0.28759943400000004,-0.5383696356000001,0.2031034452,0.8118539059000001,1.9981771486
rockhopper__wt_glyc__10,2.0038216111,0.6044663125,-0.2368919985,-0.13867432970000002,0.0281896127,1.0029343525,2.5616495094
rockhopper__wt_glyc__11,0.1485300099,0.0522314061,0.14532827,-0.3041984364,0.42966999380000004,0.5809034465,1.6056867178
rockhopper__wt_glyc__12,0.2722227487,0.6524262501,0.3642317098,-0.30928115700000003,0.7376004284000001,0.5947409588,1.4033414901
rpoD__wt__1,-0.2060906925,-0.1765699658,-0.2650089901,-0.1475036435,0.0144533035,0.0110466459,-0.1344798339
rpoD__wt__2,-0.6396854926000001,-0.055019200500000004,0.1635474037,-0.0695824102,-0.0203179288,-0.1601022058,0.1320391239
rpoD__rpoD_mut__1,-1.8125217492,-0.5176889336,0.1684464855,0.27584878490000003,-0.0562609125,0.9395253370000001,-1.3279723022
rpoD__rpoD_mut__2,-0.3320163118,0.8455712936,0.2976957928,1.5308391668999999,-0.2420967022,1.46384694,-0.6282034406
rpoD__rpoD_mut__3,-1.4820371919,-0.4858565024,0.1507827136,0.5869150536000001,-0.2230582741,0.9578892754,0.2808922408
rpoD__wt__3,0.8457761851000001,0.2315891663,0.1014615864,0.2170860536,0.005864625300000001,0.1490555599,0.00244071
rpoN_peptide__ctrl__1,-0.30799271840000003,0.0817518907,0.0327470021,0.0085059444,0.0303553617,-0.010413417900000001,-0.0423986598
rpoN_peptide__ctrl__2,0.0756958751,0.0380948273,0.0481021751,0.1058959411,0.0043498732,-0.063976036,-0.0159681178
rpoN_peptide__ctrl__3,0.23229684320000002,-0.119846718,-0.0808491772,-0.11440188550000001,-0.0347052349,0.0743894539,0.0583667776
rpoN_peptide__nminus__1,0.0454099726,0.0495746113,0.13673644840000002,0.1805783746,0.1029054732,0.06930440260000001,-0.23673890660000002
rpoN_peptide__nminus__2,-0.0155113639,-0.0520711998,0.07923360680000001,0.29005934910000003,0.0302733442,0.09610909999999999,-0.0851757333
rpoN_peptide__nminus__3,0.5565922379,0.1995600431,0.0144034674,0.0289002377,0.084354342,0.2044861103,-0.1540486998
rpoN_peptide__nplus__1,0.1621278,2.7773244925,-1.632512297,1.9548876349,-0.45405325430000004,-0.0087274645,-9.2368842382
rpoN_peptide__nplus__2,-0.1469188253,2.8996570007,-1.6693356927,1.8931865924,-0.473393924,-0.06629624540000001,-9.1787202845
rpoN_peptide__nplus__3,-0.0421897262,2.8401325537,-1.6531858744,1.8807764605,-0.4473285695,-0.15598310370000001,-9.0489454104
rpoN_peptide__s54_wt__1,-0.8108554004,-0.0357248692,-0.2182690823,-0.1337121919,-0.2185202124,-0.1465449013,0.2677666394
rpoN_peptide__s54_wt__2,-0.7758257768,0.1462299675,-0.19587325690000001,-0.1387686477,-0.15985139480000002,-0.018704601,0.2605759232
rpoN_peptide__s54_wt__3,-0.9765508478,0.0016098969,-0.2994099301,-0.23455127320000002,-0.1955964737,-0.1049998399,0.48300401860000003
rsd__wt_ee__1,-0.19393077790000002,0.0011441678,-0.0842798241,-0.0857615802,0.045259059500000004,0.0382159406,-0.5803390805
rsd__wt_ee__2,0.19393077790000002,-0.0011441678,0.0842798241,0.0857615802,-0.045259059500000004,-0.0382159406,0.5803390805
rsd__del_rsd_ee__1,0.0295682711,0.012204936100000001,0.0678688308,-0.21155648300000002,-0.039221110000000003,0.11703177640000001,-0.3172479877
rsd__del_rsd_ee__2,-0.465021355,0.1143011106,0.030330043600000002,-0.1372214998,0.0543527721,0.076402198,0.4574935382
rsd__del_ssrS_ee__1,-0.8881965789,-0.0297838294,0.5365988028,0.5044323274,0.18207195880000002,0.8551669012,-0.0014549620000000002
rsd__del_ssrS_ee__2,-1.0863112115,0.1287429572,0.5911904992,0.0182968316,0.2110335287,0.5444144459,-0.15374414590000002
rsd__del_rsd_ssrS_ee__1,0.0773717507,3.44336437,-0.32946598320000003,1.6183143429,0.908008094,0.4832886784,1.1293312185
rsd__del_rsd_ssrS_ee__2,0.5871811915,3.6615422435,-0.6170200674,2.7513181723,1.1503067939,0.2608460344,1.3307208767
rsd__del_rpoS_ee__1,0.3480120814,-0.4569973915,1.0357575523,-0.3998346327,0.12331528280000001,0.1704484939,2.1408082337
rsd__del_rpoS_ee__2,-0.0690766397,-0.22811513290000002,0.9608772845,-0.6371292574,-0.0560855236,0.5306415121,1.9626409455
rsd__wt_me__1,0.5068543084,-1.1476871944,-0.1932318201,-1.7002083198,-0.3193452027,0.447682882,0.5464886457
rsd__wt_me__2,1.2040664354,-1.137758546,-0.24201875890000002,-1.4876413704,-0.4702037545,0.4005244281,0.4765536232
rsd__del_rpoS_me__1,0.8273989804,-0.27311267840000003,-0.2242368632,-0.8616400951000001,-0.36843640920000004,1.2825503564,1.3224351157
rsd__del_rpoS_me__2,2.5285289378,-0.1912066925,-0.2415859193,-0.5448372198,-0.3237943943,1.4930768442,0.971392947
rsd__wt_ts__1,1.5300418797000002,3.3502220948,-1.6596404198,-1.5092919591,-0.0751807053,0.1647984542,6.3068208303
rsd__wt_ts__2,1.622520025,3.1010715813,-1.5412069563,-1.4050268243000001,-0.2536857035,0.3297155814,6.0533100723
rsd__del_rsd_ssrS_ts__1,1.1935693246,4.1616484877,-1.6338730553,-0.695595038,-0.18121867730000002,0.1689613251,5.8151019779
rsd__del_rsd_ssrS_ts__2,0.8101371252,4.1486652541,-1.6921309905,-0.15773424590000001,-0.08311549330000001,0.194482973,5.6656160662
rsd__del_rpoS_ts__1,-0.6287989605000001,3.919699941,0.024751287900000002,0.4781907414,0.5675478318,1.1910363908,6.9270093786
rsd__del_rpoS_ts__2,-0.1878630172,4.1672675945,0.0278344303,0.6294939885,0.47887483480000004,1.3224479298,6.9399689393
rsd__wt_s__1,0.3759064413,4.6758100142,-1.4241152532,-1.1073018153,0.3873556168,-0.4144846102,7.0306730717
rsd__wt_s__2,0.8865075079,4.4361577892,-1.6590049948,-1.0662352392,0.1015169236,-0.3577804042,6.892555119
rsd__del_rsd_s__1,1.0388838348,4.8168521159,-1.8726274564,-1.2750449877,-0.0930943733,0.012829024500000001,7.1551623905
rsd__del_rsd_s__2,1.4524847736,4.5666265055,-1.8730596957,-1.2165574485,0.0016089801000000001,-0.40039756670000004,7.0451955051
rsd__del_rsd_ssrS_s__1,1.0618287881,4.393059926,-1.10328679,0.7647308514000001,0.8420065403,-0.1653327359,5.5700838757
rsd__del_rsd_ssrS_s__2,2.1088344883,4.5532771529,-1.1546180975,1.0220817627,0.7912816374,0.1151525592,5.5694397011
rsd__del_rsd_ls__1,2.5609379872,5.0210123666,-2.9067680232,0.39480369330000004,-0.0529769921,2.2383815737,4.2011106467
rsd__del_rsd_ls__2,3.2371584564,4.486679121,-3.0181921286,0.7395214621,0.0801929176,2.976060668,3.2145500854
rsd__del_ssrS_ls__1,1.7208571105,4.6446353237,-1.5439177016999999,0.6921693355,0.2502055307,1.3669674003,3.7657010040000003
rsd__del_ssrS_ls__2,1.7975550995,4.4322462874,-2.1842734612,0.6067330645,-0.0210526542,0.9042336672,2.4160908849
rsd__del_rsd_ssrS_ls__1,2.434159378,4.9495711541,-1.616189157,1.0549520847,0.2766633385,2.8795186271,6.2705052063
rsd__del_rsd_ssrS_ls__2,2.0578826602,4.8159808246,-1.5982655594000001,0.8380761074,0.3719032882,2.8396484271,5.8024808953
rsd__del_rpoS_ls__1,0.6813722127,1.8307127376,-1.5932065020000001,-1.6014379241999999,0.7382005863000001,1.9560364517000002,7.8487105673
rsd__del_rpoS_ls__2,1.7976672824,2.4683971256,-1.2939667953,0.1627162818,0.7660724378,0.8531957687,7.8602832853999995
sdsR_ryeA__wt_3h__1,-0.3692506705,0.0953089679,0.0834236646,0.3843028505,0.6185407673000001,0.3063712102,0.4741126208
sdsR_ryeA__wt_8h__1,1.052135089,3.0605371352,-1.0800252217,-2.0103075195,0.8196884574000001,0.5770991360000001,0.6758332278
sdsR_ryeA__wt_3h__2,0.3692506705,-0.0953089679,-0.0834236646,-0.3843028505,-0.6185407673000001,-0.3063712102,-0.4741126208
sdsR_ryeA__wt_8h__2,1.8510830927000002,4.043555201,-1.0200857079,-1.9894200006,0.8166315467,0.47853263960000003,0.2460867703
starve_series__t00_growth1__1,-0.5141733617,-0.0809484194,0.023435122500000002,0.14918595510000002,0.0915819788,-0.0069851667,0.1107747815
starve_series__t00_growth1__2,0.1176787239,-0.08100302870000001,0.1248516005,-0.1612986797,0.0137155069,-0.0985603131,-0.42301510740000003
starve_series__t00_growth1__3,-0.5533245163,-0.2661076548,0.0692848872,0.20647206540000002,0.0433381278,0.1419947014,-0.14901487060000002
starve_series__t00_growth1__4,0.9498191541000001,0.4280591029,-0.21757161020000002,-0.1943593408,-0.1486356134,-0.0364492216,0.4612551965
starve_series__t01_starve__1,-1.5625292613,-2.0576002852,0.1391748524,-3.0434303114,0.5720056066,-1.0862519641,-0.3486017792
starve_series__t01_starve__2,-1.2032606156,-2.4980150273,0.0317638306,-3.2521771187,-0.0910412768,-1.655312251,-0.4658085877
starve_series__t02_starve__1,-1.8059824987000002,-2.7558787052,-0.5801942053,-3.1468429296,-0.1602841141,-1.5186360164,0.5300309265
starve_series__t02_starve__2,-2.2393756703,-3.3532365505,-0.6708481182,-2.8769724296,-0.31506688110000003,-1.2938844086999999,0.2186228476
starve_series__t03_starve__1,-3.3731174712,-3.0983778771,-0.2977467191,-4.1285321313,0.16269304710000002,-1.1326994356,0.5416960599
starve_series__t03_starve__2,-3.4398642365,-3.1502062422,-0.22816473310000002,-4.0203614433,0.1469882023,-1.4333474606,1.0881891816
starve_series__t04_starve__1,-3.9927448091,-3.0641689467,-0.4658876377,-4.2407004379,0.2112467926,-1.5290844299000002,0.2445636444
starve_series__t04_starve__2,-3.7389742735000002,-3.345855597,-0.4601301404,-4.5249325977,-0.0735608931,-1.397489421,0.2171152492
starve_series__t05_starve__1,-3.6516654307,-4.3842659718,-0.9132657347,-5.1976528203,0.3097878922,-1.3279516495,0.6566797769
starve_series__t05_starve__2,-3.4768164523,-3.520514102,-0.9598387660000001,-4.993206603,0.3054295647,-1.0844348126,0.7086367498
starve_series__t06_starve__1,-2.9312482341,-3.5801560955,-1.1240828075,-4.6925336467,0.4307860831,-1.0318781159000001,0.6978479339
starve_series__t06_starve__2,-3.6206530191,-3.3453733420000002,-1.1933479101,-4.682329973,0.3365779531,-1.1076131104,0.9928702839
starve_series__t07_starve__1,-3.3850308185999998,-3.0628233532999998,-1.4654213975000001,-4.3578692205,0.3934366841,-0.9372743311,0.4598816418
starve_series__t07_starve__2,-3.3235181678,-3.0474046989,-1.2839636258,-4.3585676919,0.3026477732,-0.8442941956000001,0.27406753710000004
starve_series__t08_starve__1,-3.1757756339,-2.5419078577,-1.5241984337,-4.1993741143,0.3233830253,-0.7333327705,0.8145097623
starve_series__t08_starve__2,-3.3846163949,-2.4209847413,-1.4587504675,-4.5052248221,0.36286502860000003,-0.9418975173,0.0783702517
starve_series__t09_starve__1,-2.8458949319,-2.377391158,-1.6489719420000002,-3.9208274715,0.33398642510000004,-0.8259937433000001,0.8109773314000001
starve_series__t09_starve__2,-3.3390913696,-2.2852880339,-1.7515646770000002,-3.8823091161,0.1960036972,-0.8579833472,0.43073754470000003
starve_series__t10_starve__1,-2.2636837951,-1.7102011023,-1.770421453,-3.9311894999,0.41727890570000004,-0.8675665939,0.7603014095
starve_series__t10_starve__2,-2.6781260204,-1.9752043650000002,-1.7906801929,-3.6820095826,0.2947088078,-0.3677820693,0.39821490260000003
starve_series__t11_starve__1,-2.3455833918,-1.5457946573,-1.6497521704,-3.3251655812,0.3163317263,-0.0781555314,0.2222171832
starve_series__t11_starve__2,-2.5864853726,-1.4403429006000001,-1.6595707367,-3.2599966653,0.3585480817,-0.4291358464,0.2232004386
starve_series__t12_starve__1,-1.3931020515,-1.0412213643,-1.5958078438999999,-3.1196633208,0.33133068390000003,-0.3310666538,0.3041963427
starve_series__t12_starve__2,-1.419120367,-1.1602783471,-1.5052361202,-3.2531975505,0.3170686856,-0.7075222844,0.1478545352
starve_series__t14_starve__1,-0.8468402199,-0.45392856330000003,-1.2832103901,-2.6945254511,0.43658124730000003,-0.5944821652,0.1249565071
starve_series__t14_starve__2,-1.4123999202,-0.5392737054,-1.4664207613,-2.5881027468999998,0.2068699007,0.0108164918,0.1244379952
starve_series__t16_starve__1,-0.8136334752000001,0.1144291244,-1.1202172584,-2.4740405066,0.4443380772,-1.1463125163,-0.2672439873
starve_series__t16_starve__2,-0.5010781511,-0.0757071394,-1.1002127465,-2.4585231629,0.3578936787,-0.6337150918000001,-0.7471913694
starve_series__t17_starve__1,0.2725819862,0.1922064396,-1.1087708567,-2.3147342388,0.6649228061,-0.7348201148,-0.1183877244
starve_series__t17_starve__2,0.49665394960000003,0.4239579322,-1.0562763317,-2.1885492996,0.5866407349,-0.9493317576,-0.6991554361
starve_series__t18_starve__1,-0.37776382070000003,0.25506264700000003,-1.0770613484,-2.5406555584,0.7579347754,-0.7453566431,0.47059196210000004
starve_series__t18_starve__2,-1.1069598207,0.2821281769,-1.3037934838,-2.6258407913,0.5178770405,-1.0577835091,-0.0221032917
starve_series__t20_starve__1,2.1325476971,1.1281753209,-0.6188562966000001,-0.8941429926000001,-0.4135395544,-1.1001805719,2.3480932498
starve_series__t20_starve__2,2.2232347406,1.0343512156,-0.685956077,-0.9615366823,-0.4172974786,-0.9622428742,2.4054997233
starve_series__t21_growth2__1,4.5805828799,1.075646088,-0.9771786215,-0.8172990419,-0.5102723068,-1.3096805093000001,0.8836972796
starve_series__t21_growth2__2,4.9332437642,1.0618786316,-0.7984177568,-0.7710310241,-0.3431291691,-1.2374707407,1.2125096681
starve_series__t22_growth2__1,1.5228540916000002,0.5410323648,0.1972167981,-0.7706079211,0.2836745028,-0.6796079371,-0.1958048142
starve_series__t22_growth2__2,1.9425987332,0.1461128863,-0.25833408480000003,-0.5979446881,-0.1612810483,-1.0749027128,0.040073196000000005
starve_series__t23_growth2__1,2.5337609862,1.0338058203,-0.07625097460000001,-0.47535376500000004,-0.0602714233,-0.46864517200000005,1.27934126
starve_series__t23_growth2__2,2.5002498069,1.0653145,-0.12687704800000002,-0.4108552904,-0.0097968403,-0.27055732800000004,0.7111699626
starve_series__t25_growth2__1,3.0379839947,0.9223105575,0.4079259133,-0.27658782800000004,0.1370545042,-0.188988903,2.4369980021
starve_series__t25_growth2__2,3.071215859,1.0660031697,0.30098022150000003,-0.20776805410000002,0.039035245100000004,-0.5291620472,1.8321251523000002
starve_series__t26_growth2__1,1.991280979,0.3382582679,0.5016748605,-0.2891657832,0.2125818976,-0.37567252830000003,2.0138244247
starve_series__t26_growth2__2,2.3223788335,0.19065886340000002,0.24660512910000001,-0.4719882668,-0.08879570190000001,-0.1434172758,1.7512139743000001
starve_series__t27_growth2__1,1.3847703458,-0.14081963490000002,0.6661311877,-0.7310651832,-0.0850564164,-0.1629219425,2.4819590755
starve_series__t27_growth2__2,1.4813007131,-0.1954837136,0.6329567987,-0.8125877488000001,-0.09484481410000001,-0.5239195842000001,2.017340771
starve_series__t28_growth2__1,1.5954998076,0.1027258747,0.4183987155,-0.8452589449,-0.16105459490000001,-0.1720659089,1.2224177574
starve_series__t28_growth2__2,1.913594055,0.1223584171,0.48370192910000004,-0.723038756,-0.10463564060000001,0.0354312596,1.1764727634
time_course__lb_4hr__1,-0.203403837,-0.09581633540000001,-0.0066037492,0.0292218534,-0.018041486500000002,-0.0298733136,-0.0560160159
time_course__lb_4hr__2,0.128867257,0.06396422880000001,0.0077228519,-0.027515354500000002,-0.012953447600000001,0.058518926500000006,0.029021270300000002
time_course__lb_4hr__3,0.07453658,0.0318521066,-0.0011191027,-0.0017064989,0.0309949342,-0.028645612900000002,0.0269947456
time_course__lb_8hr__1,2.1969943799,2.817921484,-1.3647463804,-1.033716714,0.2898445644,-0.8611744347,-1.0331268402
time_course__lb_8hr__2,1.6658833477,3.2115104168,-1.380566146,-1.1556101777,0.2254398709,-1.1635897868,-1.4413953739
time_course__lb_8hr__3,1.5992169807,2.8477209275,-1.5210848611999999,-1.3293852484,0.09417981680000001,-1.0119992486,-1.306498114
time_course__lb_24hr__1,2.55741613,3.8434315891,-1.1906271379,0.1386350679,1.1925754461,-2.9214854472000003,-0.1328202463
time_course__lb_24hr__2,2.4974407998,4.1011241583,-1.1528320159,0.3484956558,1.2483474887,-2.7617020794,-0.4069938502
time_course__lb_24hr__3,2.5996678466,3.8792835885,-1.2579894262,0.4293098852,1.2421802259,-3.2054311813,-0.0196937322
time_course__lb_72hr__1,7.7545623589,5.6863711761,0.9529671083000001,0.5306707536,1.8021117028,-1.0970850182,-0.3430053669
time_course__lb_72hr__2,6.295150222,5.7465139943,0.9658081033,0.4429299963,1.9561539904,-1.3411175478000001,-0.4245264691
time_course__lb_72hr__3,5.9430885944,5.7438010816,1.1082667562,0.6294392193,2.0666025747,-1.3054291352,-0.8800846993
time_course__lb_144hr__1,1.6018055081,5.1297515689,0.4603158248,-0.139853893,1.7270640194,-1.9142445558,-0.2920079258
time_course__lb_144hr__2,1.7981507276,5.014727086,0.3963233387,-0.172640085,1.7721468221,-2.3236740064,-0.1646402227
time_course__lb_144hr__3,1.9065620588,5.0057217244,0.1587720879,-0.20168636750000002,1.5207195129,-2.2448962864,-0.10273774520000001
time_course__lb_192hr__1,1.6634056028000002,5.316717813,0.4995220433,-0.011112664500000001,1.5043846909,-2.2113442473,-0.49615008520000004
time_course__lb_192hr__2,1.3528221262,5.4882492043,0.7128912778000001,0.06690400290000001,1.6699613574,-1.9710457227,-0.4395340686
time_course__lb_192hr__3,1.4822302845,5.4911896628,0.18456944620000001,-0.09241701100000001,1.3189417917,-2.2113569651000002,-0.8612318704
triclosan__wt__1,-0.4777050316,0.028977506700000003,-0.23651794610000001,0.0096700782,0.5537644323,-0.0542109075,-0.6280582647
triclosan__wt__2,-0.1226206205,0.1161870812,-0.0638936618,0.1377699664,0.2432824015,-0.0697734728,-0.2451268261
triclosan__wt__3,0.6003256521,-0.1451645879,0.3004116079,-0.1474400445,-0.7970468337000001,0.12398438040000001,0.8731850908000001
triclosan__evo_amx_tcs__1,-3.0311392579,-1.4204745558,-0.36936284280000004,-0.6429970345,-0.0061490723,-0.372098859,0.2581449905
triclosan__evo_amx_tcs__2,-1.4086273865,-0.9855446583,0.0483945025,-1.9436449438,-1.1920876775,-2.4527237455,0.0195057668
triclosan__evo_amx_tcs__3,0.18574379100000002,-0.5034074745,0.1697071903,-0.4066412278,-0.8089976182,-0.1046870095,-0.6704281286
triclosan__evo_chl_tcs__1,-0.3092690234,-1.0365082708,0.0819766386,-1.0753189046,-0.19432912130000002,-0.5913938959,-0.33402977030000003
triclosan__evo_chl_tcs__2,3.5451547475,-1.0647075545,0.0312762479,-0.8187893888000001,-0.8912804966000001,-0.7915055058,-0.9781446624000001
triclosan__evo_chl_tcs__3,4.1235492259,-1.1698906146,-0.0104577294,-0.6282309937,-1.0244720124,-0.5414652793,-0.9528258299000001
triclosan__evo_tet_tcs__1,-0.8642738258,-1.268080304,0.26916821550000003,-2.2315212232,-0.8750779632000001,-3.2868247862,-1.804614847
triclosan__evo_tet_tcs__2,4.2672103685,-0.3790135973,0.0222155,0.5801497137,-0.8075514919000001,-1.4631506399,-0.8810526626
truHMM__48C_15m__1,-2.8075619089,0.6857131339,-0.2181308123,-1.1613818732,-0.076587203,0.47352688060000003,-0.6010824157
truHMM__48C_15m__2,-2.8821986717,1.2786758727,-0.20736263130000002,-1.0589149663,-0.1271162538,0.3711647178,-0.6301044311
truHMM__48C_15m__3,-2.8770649891,1.2083588808,-0.3580729292,-2.2102124046,-1.0521095855,-0.5167355610000001,-1.7461180304
truHMM__48C_30m__1,-4.5912472121,1.0210721983,-1.1019684904,-0.19795292350000002,-1.1304555614,-0.9394392838000001,-0.47823567250000004
truHMM__48C_30m__2,-4.1378482089,1.1364214071,-1.1014998148,-0.19559530830000002,-1.2959664209000001,-0.7536677184,-0.34823952210000003
truHMM__48C_60m__1,-3.8840819654,-0.0155103158,-1.7909618398,1.1569809591,-1.0824874599,-1.0557020469,-0.0981411539
truHMM__48C_60m__2,-3.9400849991999998,-0.017356219200000002,-1.7921226591,1.1511612201,-1.0858363153,-1.0587382054,-0.1009050356
truHMM__phos_0h__1,-0.1418175271,0.2837039984,-0.0064831920000000005,-0.008715067200000001,0.0250582703,0.0897137705,0.0161119854
truHMM__phos_0h__2,0.1418175271,-0.2837039984,0.0064831920000000005,0.008715067200000001,-0.0250582703,-0.0897137705,-0.0161119854
truHMM__phos_2h__1,-4.8576369364000005,0.1365153755,-0.5172351907,-1.7422585045,-0.8870948006,1.3502271857,0.6205386722
