,A,ideR,whiB4
kinase:T4_24h_I:1,6.6386830539,1.0291706082,-1.0478436946
kinase:T4_24h_I:2,7.1922883781,0.9681972969,-0.8791967713000001
kinase:T4_48h_F:1,10.0042904579,0.9734031077,-0.7320489648
kinase:T4_48h_F:2,9.8029608307,0.8521243734,-0.740280994
kinase:T4_48h_F:3,10.2813590841,0.9507550849,-0.7058704211
kinase:T4_48h_I:1,10.9774706393,1.3435543949,-0.9209895220000001
kinase:T4_48h_I:2,9.1296659083,1.3377803454000001,-1.0148459425
kinase:T4_48h_I:3,9.1181950316,1.3115265535,-1.0751907994
kinase:WT_T10_48h:1,6.3450673884,-0.8223248178,-0.0090802301
kinase:WT_T10_48h:2,14.7030932987,1.6428202695,-1.1132535493
kinase:WT_T10_48h:3,14.3156061371,1.6685751880000002,-1.0961371668
kinase:WT_T10_48h:4,5.4127459475,-0.8007599458,-0.0202049933
kinase:WT_T10_48h:5,5.3187365426,-0.7233273610000001,0.07751158600000001
kinase:WT_T4_48h:1,8.603919629,1.0236706737,-0.654298492
kinase:WT_T4_48h:2,11.5824268641,1.2569239012,-0.6021311303
kinase:WT_T4_48h:3,11.5170449461,1.2553375021,-0.4964782726
levofloxacin:control:1,-0.13496743120000002,-0.013289877700000001,-0.0118836101
levofloxacin:control:2,0.35981948810000003,0.0293188622,-0.0943186531
levofloxacin:control:3,-0.2248520569,-0.0160289846,0.10620226320000001
levofloxacin:treated:1,-3.3905658983,0.2940038365,0.0041208193
levofloxacin:treated:2,-3.8323354039,0.4471723246,-0.116000084
levofloxacin:treated:3,-3.3035120457,0.3973235359,0.1465339168
linez:0_days_4:1,6.7404305881,-0.34292016480000004,0.4012559103
linez:0_days_4:2,6.394760601,-0.3546743396,0.5443184627000001
linez:0_days_4:3,6.9476092356,-0.2873733857,0.6293675235
linez:0_days_4:4,6.8600139002,-0.2889396578,0.5466591093000001
linez:0_days_control:1,-0.1811997036,-0.0421920802,-0.1576649091
linez:0_days_control:2,-0.19244440170000002,0.129024948,0.0464030489
linez:0_days_control:3,0.2303990998,-0.10149779760000001,0.0567004912
linez:0_days_control:4,0.1432450055,0.0146649298,0.054561369000000005
linez:1_days_4:1,-0.40489334250000003,0.3344996578,0.37918309720000004
linez:1_days_4:2,-0.4544461683,0.24832079070000002,0.3893255232
linez:1_days_4:3,-0.0041584982,0.44553133800000005,0.3519140754
linez:1_days_4:4,-0.8820335701,0.3549645846,0.29227936520000003
linez:1_days_control:1,0.3289126265,-0.0674594786,-0.0446195647
linez:1_days_control:2,0.1823409645,-0.029119348700000002,-0.236091558
linez:1_days_control:3,0.7169238614,0.0009330141000000001,-0.0144775122
lipid:dextrose_exp:1,0.0896208448,-0.10786464150000001,0.1209805548
lipid:dextrose_exp:2,-0.0896208448,0.10786464150000001,-0.1209805548
lipid:dextrose_hypo:1,13.4848779525,0.4677747883,2.9839660519
lipid:dextrose_hypo:2,11.0142920233,0.3440714655,2.6209357877
lipid:dextrose_stat:1,11.3254966089,0.8134375082,1.5668710907999999
lipid:dextrose_stat:2,11.0055504856,0.832442193,1.3752248065
lipid:lipid_exp:1,2.2266145374,0.042789066300000005,-1.0485079829
lipid:lipid_exp:2,2.3968074703,0.3782434729,-1.3851122688
lipid:lipid_stat:1,0.49990401230000003,1.022609397,-0.433578018
lipid:lipid_stat:2,1.7261775619000002,0.9921824444,-0.8102553663000001
mcr11:mcr11_mutant:1,2.9552727748,0.20317172960000002,0.0075569459000000005
mcr11:mcr11_mutant:2,2.4713521702,0.3481241489,-0.1440318153
mcr11:mcr11_mutant:3,2.5150333503,0.3122307082,-0.006703760600000001
mcr11:wt:1,0.061558889500000005,0.1216338047,-0.09548995390000001
mcr11:wt:2,0.43386124410000004,-0.0351377586,0.0240988141
mcr11:wt:3,-0.49542013360000003,-0.0864960461,0.0713911398
miceAV_macro:24h_control:1,-0.5910289493,0.040849467,-0.0872582632
miceAV_macro:24h_control:2,0.2814784397,-0.0734582721,-0.015282859800000001
miceAV_macro:24h_control:3,0.3095505096,0.032608805000000005,0.10254112300000001
miceBMDM:inf02:1,2.2446694713,-0.2967858612,-0.6528237022000001
miceBMDM:inf02:2,0.8610199795,-0.33854569370000004,0.0680301661
miceBMDM:inf02:3,2.8997362641,-0.2040714726,-0.6894202412
miceBMDM:inf24:1,3.4332482997,0.0275974264,-0.5775449526
miceBMDM:inf24:2,2.8504756334,0.2548714238,-0.6596816600000001
miceBMDM:inf24:3,1.9918154357,0.42609210540000003,-0.8007551983000001
miceBMDM:inf08:1,2.3377466816,-0.11353383610000001,-0.8182227555
miceBMDM:inf08:2,2.288267333,-0.1298370676,-0.8791653382
miceBMDM:inf08:3,2.0410004539,-0.12378092900000001,-0.9032809246
miceBMDM:no_inf02:1,0.1297320196,0.0033274188000000002,-0.1510051734
miceBMDM:no_inf02:2,0.12484549140000001,0.006187016500000001,-0.0020174518000000002
miceBMDM:no_inf02:3,-0.25457751100000003,-0.0095144353,0.1530226252
miceBMDM:no_inf24:1,0.8275392959000001,-0.3223520009,-0.3852289109
miceBMDM:no_inf24:2,0.8580472705000001,-0.2162311914,-0.2673512263
miceBMDM:no_inf24:3,-0.043619166200000004,-0.20797291410000002,-0.4571330322
miceBMDM:no_inf08:1,-0.41985791720000004,-0.30797346470000003,0.21910462
miceBMDM:no_inf08:2,0.005647732,-0.4434152765,0.2290444223
miceBMDM:no_inf08:3,-0.2006873072,-0.2349676098,0.0200289992
miceNF:control:1,0.2035391778,0.020280034000000002,0.1423062529
miceNF:control:2,-0.2035391778,-0.020280034000000002,-0.1423062529
miceNF:invivo:1,1.040108026,1.7837565428,-1.1546291323
miceNF:invivo:2,0.0237928646,1.8008219965999999,-1.0031527422
miceNF:invivo:3,0.6215720996,1.6702962843,-0.9118754830000001
mihF:mihF_mutant_atc:1,-2.4896808382,0.3340357942,-1.1281040632
mihF:mihF_mutant_atc:2,-2.3640078704,0.16753493590000001,-0.6831360421
mihF:mihF_mutant_no_atc:1,1.1003382022000001,-1.3586072423,0.013411866000000001
mihF:mihF_mutant_no_atc:2,1.0141349787,-0.7130560971000001,0.1331694131
mihF:wt_atc:1,-0.89583855,-0.259928946,0.2011719502
mihF:wt_atc:2,-2.0236918975,-1.1799629642,0.2601917391
mihF:wt_no_atc:1,0.9350389344000001,-0.1669146324,0.1943846186
mihF:wt_no_atc:2,-0.9350389344000001,0.1669146324,-0.1943846186
mmpl3:mutant_no_ATC:1,-0.4843564682,-0.10768473440000001,-0.1185710647
mmpl3:mutant_no_ATC:2,0.4843564682,0.10768473440000001,0.1185710647
mmpl3:mutant_with_ATC:1,-1.6428663145,0.8384061449,-0.23536231870000002
mmpl3:mutant_with_ATC:2,-3.5770421821,0.8350037912,-0.7107054726
mrsI:ko_iron_atc:1,0.9410605981000001,0.0385466607,0.17620680060000002
mrsI:ko_iron_atc:2,-0.2012816064,0.3671979716,-0.2484940054
mrsI:ko_iron_no_atc:1,-14.3314734638,-1.7068355137,1.5928004225999999
mrsI:ko_iron_no_atc:2,-14.7952457561,-1.5296097006,1.5989205357
mrsI:ko_ox_atc:1,-15.0169921239,-1.7060674398,1.6333478049
mrsI:ko_ox_atc:2,-14.1203199668,-1.6385133542,1.5495745053999999
mrsI:ko_ox_no_atc:1,-8.4461060327,0.5575433658,1.8229714193
mrsI:ko_ox_no_atc:2,-7.5964300119,0.697970446,1.7284092517
mrsI:ko_sds_atc:1,-7.9329723179,0.6069757409000001,1.7000039034
mrsI:ko_sds_atc:2,-8.2814956828,0.6621324217,1.7452878553
mrsI:ko_sds_no_atc:1,0.8020648565,-0.0427565887,0.0455817024
mrsI:ko_sds_no_atc:2,0.5121753612000001,0.2862257763,-0.2578106337
mrsI:wt_iron_atc:1,-0.5491927035,0.0006472643,-0.1292127213
mrsI:wt_iron_atc:2,0.372996832,-0.1018378186,0.16655562710000002
mrsI:wt_iron_no_atc:1,-13.3297969601,-1.7155657138,1.7442541493000001
mrsI:wt_iron_no_atc:2,-14.0204430176,-1.2745888111,1.5791195581
mrsI:wt_ox_atc:1,-12.9876622894,-1.6751258722,1.7848655849
mrsI:wt_ox_atc:2,-13.881223586800001,-1.2802250075,1.4649792272
mrsI:wt_ox_noatc:1,-11.5352280175,0.7169613988,1.429443188
mrsI:wt_ox_noatc:2,-9.7314389383,0.6672607903000001,1.6880779657
mrsI:wt_sds_atc:1,-10.6761905905,0.7625990797000001,1.3728024174
mrsI:wt_sds_atc:2,-11.3625769743,0.6714788147,1.5403771871
mrsI:wt_sds_no_atc:1,-0.3047851261,0.1202863052,-0.1667863422
mrsI:wt_sds_no_atc:2,0.3047851261,-0.1202863052,0.1667863422
nitrate:control:1,-0.0490709884,0.048317995700000005,0.058143042400000004
nitrate:control:2,0.0490709884,-0.048317995700000005,-0.058143042400000004
p218:0_days_.1:1,-0.0087555633,0.7997331727,-0.6455556078
p218:0_days_.1:2,-0.4877563747,0.0793389485,-0.1392930897
p218:0_days_.1:3,0.025150804000000002,0.7413494158,-0.5200348043
p218:0_days_.1:4,-0.0293757521,0.7184151644,-0.5543400281
p218:0_days_control:1,-0.3234730268,-0.0295814623,-0.0837026881
p218:0_days_control:2,0.3245674156,0.0864263294,0.0435601288
p218:0_days_control:3,0.1252332638,-0.0194084655,0.08699936450000001
p218:0_days_control:4,-0.1263276526,-0.037436401700000004,-0.0468568053
p218:1_days_.1:1,-0.6591643418,0.4122584871,-0.3560810914
p218:1_days_.1:2,-0.4686825693,0.44780808040000003,-0.2913206356
p218:1_days_.1:3,-0.5196818917,0.41051122560000003,-0.4179370596
p218:1_days_.1:4,-0.42879217540000003,0.4239115128,-0.2300582032
p218:1_days_control:1,1.6510919259999999,0.5587166176,-0.0327187804
p218:1_days_control:2,1.8317128755,0.5160266997,-0.0715555717
p218:1_days_control:3,1.1275605172,0.5739738630000001,-0.0665367223
p218:1_days_control:4,1.2876884288000001,0.5801613016,0.0699628898
patH-Cap:post_path_ctrl:1,-1.4304988848,-1.3571125313,0.3024324521
patH-Cap:post_path_ctrl:2,-0.5577060933,-1.1512309828,0.42602726290000004
patH-Cap:post_path_inh:1,-2.7293117697,-0.7583088572000001,-1.8514935495
patH-Cap:post_path_inh:2,-5.268475815,-1.0892666615,-0.8967265815000001
patH-Cap:pre_path_ctrl:1,-0.1091123538,-0.0397910568,0.14209848220000001
patH-Cap:pre_path_ctrl:2,0.1091123538,0.0397910568,-0.14209848220000001
patH-Cap:pre_path_inh:1,-2.9602080496000003,0.3596967612,-0.815363218
patH-Cap:pre_path_inh:2,-2.4247678918,0.3790004621,-1.1880769507
ppxx:double_mutant:1,0.023925693,0.1038439144,0.0891810459
ppxx:double_mutant:2,-0.023925693,-0.1038439144,-0.0891810459
reactivation:day_1_reactivation:1,-21.456497334,-1.7709680524,-0.6947648217
reactivation:day_1_reactivation:2,-21.3818272804,-1.733634424,-0.6542913184
reactivation:day_1_reactivation:3,-21.5348380189,-1.7911877699,-0.6508008203
reactivation:day_2_reactivation:1,-21.1375026624,-1.8575377786,-1.1184603611
reactivation:day_2_reactivation:2,-21.2118153676,-1.9260036452,-1.0045960853
reactivation:day_2_reactivation:3,-21.3693526595,-1.9292571776,-0.9656957314000001
reactivation:day_3_reactivation:1,-23.2416371059,-1.8848807314,-1.0031484175
reactivation:day_3_reactivation:2,-23.2627361177,-1.9185490131,-1.0959527367
reactivation:day_3_reactivation:3,-23.5742323915,-1.8428944446000002,-1.1315883881
reactivation:day_4_reactivation:1,-24.9150420414,-1.9742016008,-1.1832545485
reactivation:day_4_reactivation:2,-24.6504544419,-2.0394333873,-0.8740395267000001
reactivation:day_4_reactivation:3,-24.4396004335,-2.0371308549,-1.0259525721
reactivation:days_0_persistence:1,-0.18118049800000002,0.0007229408,-0.0508391863
reactivation:days_0_persistence:2,0.2496389977,-0.0022082132,0.0396761857
reactivation:days_0_persistence:3,-0.06845849970000001,0.0014852724,0.0111630006
redox:intra_basal:1,-1.3190917977,0.0803909762,-0.3760794591
redox:intra_basal:2,-0.9135358746000001,-0.101909417,0.2090908676
redox:whib3_comp_4.5:1,13.705685578,0.2683204662,0.9560882684
redox:whib3_comp_4.5:2,14.6051340652,0.1228194393,0.9016776294000001
redox:whib3_comp_6.6:1,0.2929232624,-0.10688567800000001,-0.5423759987
redox:whib3_comp_6.6:2,0.6393659296,0.1295551924,-0.8679481922000001
redox:whib3_ko_4.5:1,14.8143194231,-0.0385329561,1.3908712265
redox:whib3_ko_4.5:2,15.0132196022,-0.12300532950000001,1.1798094766
redox:wt_4.5:1,6.9455747174999996,0.48686378010000003,0.8866107710000001
redox:wt_4.5:2,5.5099844673,0.3588913791,0.9969102618000001
redox:wt_6.6:1,0.1675502419,0.1500562553,0.0603464467
redox:wt_6.6:2,-0.1675502419,-0.1500562553,-0.0603464467
resus:day_1_run_1:1,0.2296977123,0.016477726,0.0794976646
resus:day_1_run_1:2,-0.2296977123,-0.016477726,-0.0794976646
resus:day_4_run_1:1,-3.050620328,0.30252561170000003,-0.4909002167
resus:day_4_run_1:2,-2.3183831897,0.5302412828,-0.424735697
rho:00h_DUC:1,-0.058550229200000005,-0.055389716500000005,0.1097478702
rho:00h_DUC:2,0.058550229200000005,0.055389716500000005,-0.1097478702
rho:00h_DUC_1:1,-0.38800595060000004,-0.0695304015,-0.597780178
rho:00h_DUC_1:2,-0.6408907263,-0.0485698563,-0.6840993390000001
rho:01.5_DUC:1,-0.9611400795,-0.1514734391,-0.696060121
rho:01.5_DUC:2,-0.9658077862000001,-0.1138016953,-0.5213000824
rho:01.5h_DUC_ATC:1,-1.7023613066,-0.1389353491,-0.08669760700000001
rho:01.5h_DUC_ATC:2,-0.4906570827,-0.0887860624,0.0502604852
rho:03_DUC:1,0.6657040033,0.020309083500000002,-0.3649518249
rho:03_DUC:2,-0.19313230450000002,0.0870616649,-0.7419699666
rho:03h_DUC_ATC:1,1.4910993622,0.0587737365,0.1001699674
rho:03h_DUC_ATC:2,0.5007665311,0.045103445400000004,0.0572813743
rho:06h_DUC_ATC:1,1.0711237997,0.0823357088,0.1398662903
rho:06h_DUC_ATC:2,-0.7765171051,0.0454875194,0.1616712324
rho:06h_WT_ATC:1,0.8302439003000001,0.176437479,0.48072056690000003
rho:06h_WT_ATC:2,1.6635880558,0.1580436935,0.3004824231
rho:09_DUC:1,-1.96516247,-0.7017124818,-1.8314547722999999
rho:09_DUC:2,-1.9212518604,-0.7876316516,-1.6284128192
rho:09h_DUC_ATC:1,-1.6483812844,-0.3097381681,-0.7921907709
smx:0_days_12.5:1,-0.0175976894,-0.1186263314,-0.1010733676
smx:0_days_12.5:2,0.48300109620000004,-0.0417989413,0.0839458485
smx:0_days_12.5:3,0.6162678198,-0.0535482029,-0.0627183452
smx:0_days_control:1,-0.2389791165,0.017550271000000003,-0.0461082871
smx:0_days_control:2,0.052207265,0.0071984287000000004,0.053492343000000005
smx:0_days_control:3,0.1867718515,-0.0247486997,-0.0073840559
smx:1_days_12.5:1,1.8324893276,-0.7102312714,0.5567677043
smx:1_days_12.5:2,2.1025782279,-0.643980675,0.6579426868
smx:1_days_12.5:3,1.8702824364000001,-0.6418300637000001,0.5837301998000001
smx:1_days_control:1,0.532340897,-0.3327731595,0.28009529780000003
smx:1_days_control:2,0.582386062,-0.3915456305,0.3447215936
smx:1_days_control:3,0.24362548150000002,-0.3852560687,0.2031560362
sq109:0_days_3:1,0.0094691819,-0.2358146516,0.2504136564
sq109:0_days_3:2,0.8301673314,0.035503386500000005,0.0610109426
sq109:0_days_3:3,0.4215538083,0.0095255687,0.0267658541
sq109:0_days_3:4,-0.2065765785,-0.0923114414,0.32570430570000003
sq109:0_days_control:1,-0.47025673910000004,0.0148213625,0.0117265333
sq109:0_days_control:2,0.5570203482,0.042034629500000004,0.0860353034
sq109:0_days_control:3,1.0726274275,0.0020807307,-0.0325854474
sq109:0_days_control:4,-1.1593910365,-0.0589367227,-0.0651763893
sq109:1_days_3:1,0.0353355933,-0.25162649060000003,0.3306139132
sq109:1_days_3:2,0.3872842543,0.0477666249,0.0214118562
sq109:1_days_3:3,0.8636794436,-0.021128284900000002,0.2026196632
sq109:1_days_3:4,-0.2569534052,-0.2668355388,0.2215873234
sq109:1_days_control:1,-0.3127870648,-0.0480712559,0.08288130760000001
sq109:1_days_control:2,0.8693386371,0.0638287033,0.0920589599
sq109:1_days_control:3,-0.7051136403,-0.0857846867,0.0662544179
sq109:1_days_control:4,1.2793802273,-0.0469804892,0.11138009800000001
stress:.1_butyrate:1,6.3764918729,0.6338500991,0.07117078460000001
stress:.1_butyrate:2,3.7872496361,0.5463190129000001,-0.0519953821
stress:.1_butyrate:3,7.7182042745,0.5702871585,0.24354113670000002
stress:.4_gluc:1,0.0468968342,-0.056290824100000005,-0.2980309826
stress:.4_gluc:2,-0.6211814605,-0.0149423786,0.2036348351
stress:.4_gluc:3,0.5742846263,0.0712332027,0.0943961475
stress:1_days_low_iron:1,0.2191983066,0.8648706261,0.3594548645
stress:1_days_low_iron:2,1.0237419671,0.6317734467,0.5679372714
stress:1_days_low_iron:3,1.8473413905,0.5598571815,0.6186545077
stress:7_days_low_iron:1,1.4788075706,1.2875682776000001,0.7581424131000001
stress:7_days_low_iron:2,1.9588704431,1.4290377957,0.7043952859
stress:7_days_low_iron:3,2.224476789,1.4325846848000001,0.7925828464
stress:gluc_butyrate:1,-1.9470266634,0.6569144522,-0.20347642370000002
stress:gluc_butyrate:2,-0.9730374826,0.4437802156,0.2317319333
stress:gluc_butyrate:3,-1.8949103728,0.698809303,-0.3366532129
stress:high_iron:1,-0.8222188924,0.3561636908,-0.4095956261
stress:high_iron:2,0.2386016269,0.2432372828,-0.120898712
stress:high_iron:3,0.0804907926,0.36343134520000003,-0.1597832454
stress:tolox_ph_7:1,0.5642901855,0.3321201983,-0.2289935377
stress:tolox_ph_7:2,0.4468845171,0.39674127330000003,-0.5998645915
sutez:0_days_5.6:1,0.32403301100000004,-0.0790633094,-0.0231405474
sutez:0_days_5.6:2,1.2946884507,-0.0079281924,0.1104269636
sutez:0_days_5.6:3,0.5908657286,0.0595403979,0.051914067800000005
sutez:0_days_5.6:4,0.5028878768,-0.0816214292,-0.036800316300000004
sutez:0_days_control:1,0.35176360370000004,-0.0304315712,0.09033109980000001
sutez:0_days_control:2,-0.0706846173,0.0008533362000000001,-0.1174246635
sutez:0_days_control:3,-0.5338512874,0.014702246,-0.0348898253
sutez:0_days_control:4,0.25277230100000003,0.0148759891,0.06198338900000001
sutez:1_days_5.6:1,12.2135718129,0.0515086775,1.4798274218
sutez:1_days_5.6:2,12.2272225293,0.0426330838,1.5079558879000001
sutez:1_days_control:1,-2.1616611348,-0.5135245156,0.0117661346
sutez:1_days_control:2,-1.6919468434,-0.5210062590000001,0.0100324
sutez:1_days_control:3,-0.8428480483,-0.6377434884000001,0.2781089827
sutez:1_days_control:4,-1.8180815503,-0.49008613360000003,0.12188872070000001
thrB:0_days_starve:1,-0.2757738636,-0.1375821511,0.1970351365
thrB:0_days_starve:2,0.2757738636,0.1375821511,-0.1970351365
tss:expression_library:1,3.3605799091,-0.8251862715,0.6145254771
tss:expression_library:2,1.6882473698,-0.7952317735000001,0.5799540845
tss:mapping_triphosphate:1,1.7982568239,-0.3169083741,-0.1768416445
tss:mapping_triphosphate:2,-0.0649936258,-0.18862241970000002,-0.30913879310000003
tss:mapping_wo_triphosphate:1,-2.4229564518,-0.023955139,-0.3538828885
tss:mapping_wo_triphosphate:2,-0.4966859074,-0.2443117079,-0.4887919578
tss:wt_experiment_2:1,-1.0158898248,0.0549715069,0.2177075202
tss:wt_experiment_2:2,0.4708070258,-0.0554560656,0.0366473183
tss:wt_experiment_2:3,0.5450827989,0.0004845587,-0.2543548384
vera:0_days_176:1,-0.9165825871000001,0.0258847627,-0.6224023111
vera:0_days_176:2,-1.0394720967,-0.0086503301,-0.30271159210000004
vera:0_days_176:3,-1.4710060173000001,-0.0289620337,-0.1462522363
vera:0_days_176:4,-1.4119559467,0.016288657,-0.3409810585
vera:0_days_control:1,0.1502667831,0.1266721871,-0.06351164620000001
vera:0_days_control:2,0.1486242102,-0.0569852189,0.0378454016
vera:0_days_control:3,0.0290255737,-0.1060678012,0.1336300806
vera:0_days_control:4,-0.32791656690000004,0.036380833,-0.10796383600000001
vera:1_days_176:1,-0.0159605287,1.3370533865,-0.6520092816
vera:1_days_176:2,-0.16553466990000001,1.3827719151,-0.8816471920000001
vera:1_days_176:3,-0.8715512619,1.3410949193000001,-0.7736200705
vera:1_days_control:1,1.8161495244,0.6685582585000001,-0.4522671689
vera:1_days_control:2,1.1534485577,0.7100262810000001,-0.6057466331
vera:1_days_control:3,2.4304741688,0.7759538565,-0.5856217624
vera:1_days_control:4,2.3200566082,0.7368128544,-0.6410687304
