,A,UhpA,Crp,YeiE,UvrY
SRX2436963,-0.5667237167,0.22151175,0.0921125297,-0.37519311050000004,-0.4456639643
SRX2436964,0.19164545730000002,0.45143628830000004,0.0459686345,0.5634770921,1.1925818183
SRX2436965,1.7268497746,0.6022462959,-1.7381250601,-1.0100147494,-1.2443769377
SRX2436966,0.8457069004000001,0.7361324609000001,0.1060124781,-0.2840073879,0.0728616186
SRX2436967,-0.294405371,0.1378360445,0.7565786075,0.5571752345000001,0.4205447726
SRX2436969,-0.1997789698,0.4094838692,-0.0206086192,-0.18386525920000002,-0.0621481508
SRX2436970,0.37001541390000003,0.8374149259,0.2191212157,-0.3351509693,0.18993872450000002
SRX2436971,-0.24738456190000002,0.015217039600000001,0.701250519,0.4600610182,0.5985404371
SRX2437029,-0.5466166755,1.2047057703,0.0061447768000000005,0.0090752582,0.6013457618
SRX2437030,0.4287252476,0.0457952369,0.5616911087,0.17033332480000002,-0.42630027810000004
SRX2437031,0.4380112285,0.5250298189,0.2075206627,-0.14916358570000002,0.3297691204
SRX2437032,0.1992966994,0.27027149980000004,0.07605606050000001,0.030088581700000002,0.32376861770000004
SRX2437033,-0.09396748590000001,-0.8430858467000001,-0.0229880917,0.30491806200000005,0.2304159946
SRX2437034,1.9274180411000001,0.7956626124,-1.7211272316000001,-0.7508258783,-1.3533826779
SRX2437035,-0.416563634,0.0271990863,0.33539129840000004,-0.1037537307,-0.6284663798
SRX2437036,-0.6850796191,-0.1581659791,0.37333806010000004,-0.07740056690000001,-0.5386020386
SRX2437037,0.24535999220000002,0.6509687874,0.1027974094,0.20265268860000002,1.0856917651
SRX2437038,0.35910150300000004,1.0977040555,0.2542201101,0.019843374100000002,0.09418912700000001
SRX2437039,0.4151362302,0.3793057295,0.1532453091,0.032439191,-0.180358715
SRX2437040,-0.2906774412,-0.0504979972,0.3624937381,-0.2913602098,-0.6153880180000001
SRX2437041,0.7125160264,0.22077362450000002,0.5062765036,0.2863741839,-0.39274552890000003
SRX2437042,0.47504550030000003,-0.4321499889,-0.3269025847,0.1876040786,0.0036801622000000003
SRX2437043,-0.3239524378,0.3220763265,0.09219357800000001,0.31532030710000003,1.107402532
SRX2437044,-0.09067800150000001,-0.6835797823,-0.2945282879,0.0830591894,-0.0176208143
SRX4705203,-0.9010367832,2.0481994702,-0.385355987,-0.6932552106000001,-0.4220128594
SRX4705204,0.7174809363,1.1732522708,-0.6930073795,-0.6177544573,-1.2019130622
SRX4705205,0.35166946790000003,1.0815300081,-0.7755713976,-0.6534654503,-1.0707401527
SRX4705206,-0.048335089000000005,1.1548791454,-0.6576656106000001,-0.5317953822,-0.9618974061000001
SRX4705207,0.9760293057,2.3804081561,-0.1341736427,-0.6271180242000001,-0.16880542040000002
SRX4705208,-0.5203309698,2.4728010049,-0.5635110724,-0.7394741948,-0.0907771637
SRX4705209,0.7019485685,2.3456966183,-0.1045202598,-0.859945159,-0.20964875770000002
SRX4705210,0.3358016224,1.9804398798,-0.5514972085000001,-1.0758582903,-0.6028829472
SRX4705211,0.6274210920000001,1.5402840401,-0.5907591781,-0.9107609592,-0.7507185485000001
SRX4705212,0.1387628462,1.8489742745000002,-0.5379723588,-0.7178811752,-0.6499025899
SRX4705213,-0.4118786204,0.3907581711,0.5884298837,-0.0109315863,-0.2152497039
SRX4705214,-0.031642149700000004,0.1501725504,0.5233414408,-0.2567407064,-0.0281387528
SRX4705215,-0.1156368096,-0.0207871802,-0.4463507494,0.06903354020000001,0.1414526361
SRX4705216,-0.0178508183,-0.037034478,0.4678437997,-0.10426654610000001,-0.26142461370000003
SRX4705217,0.5713307767,-0.6386341045,-0.7475887920000001,0.0418801882,0.0629131802
SRX4705218,0.0056776212,0.1555250411,-0.38567558290000004,0.2610251104,0.300447254
SRX4705219,-0.9331993738000001,1.8137859674999999,-0.31419254,-0.7727082659000001,-0.6134640162
SRX4705220,-1.427945001,2.0936191851,-0.1236678575,-0.6628042510000001,-0.6997352049000001
SRX4705221,0.48132004030000003,1.1181786959,-0.7518707576,-0.3852988308,-1.1493658518
SRX4705222,-0.9086091017000001,2.0646565586,-0.10341932470000001,-0.6705107065,-0.5934913677
SRX4705223,-0.31215815010000003,1.9884212905,-0.31786441590000003,-0.6700432136000001,-0.43188082380000004
SRX4705224,-1.1152995663,2.0775373257,-0.5855978821,-0.7677894903,-0.2980460713
SRX4705225,-0.1318921045,1.6241575365,-0.9927383484000001,-1.0027435562,-1.3658237539
SRX4705226,-0.035771881900000004,1.4834911692000001,-1.0770436531,-1.2170164027,-1.3426925961
SRX4705227,-0.1413967948,1.3322976216,-0.9319843065000001,-1.0088342074,-1.3877118874
SRX4705228,-1.6207032300000002,1.3997817651,-0.3099510565,-0.5593261932,-0.24598518300000002
SRX4705229,-1.713904212,1.4652886631,-0.5033890871,-0.5833647804000001,-0.2037812941
SRX4705230,-1.5694803509000002,2.0877449653,-0.43552663960000004,-0.2871597365,0.0786200262
SRX4705231,0.300552763,1.0333966829,-0.9039885132000001,-0.4079504277,-0.9897427008
SRX4705232,0.48182132660000004,1.3973158613,-0.882397812,-0.5235329572,-1.0375739518
SRX4705233,-0.3352036551,-0.0716908752,-0.1968594431,-0.6157070689,-1.1014712446
SRX4705234,0.2940080009,0.7795157463,-0.0757624216,-1.1103969684,-0.3454210904
SRX4705235,2.9089351475000003,1.5071109571,-1.1352115054,-0.5770350906,-0.6497997367
SRX4705236,0.20723216190000002,0.5139050303,-0.1630694594,-1.036702069,-0.37184314890000003
SRX4705237,3.1267884862,1.9491864856,-1.1430905682,-0.9688697302,-0.4911861757
SRX4705238,3.0321226836,1.4030982172,-1.1479592129,-0.5292237378,-0.6454177638
SRX2038319,-0.0410802919,-1.989798343,0.0216952277,0.1001952758,-0.3109779166
SRX2038320,-0.2311578493,-0.8847693797,0.0089552738,0.7800744591000001,0.2535487113
SRX2038321,-0.3990215247,-0.8098092703,-0.029136735400000002,0.1942655691,0.1356096189
SRX2038322,-1.6127156579,-0.080724527,-0.22346250180000002,-0.6172702535,-0.07266901890000001
SRX2038323,-0.1002368647,-0.7148413821,-0.5950074874,-1.0744735971,-0.7705020944000001
SRX2038324,0.5082151682,-0.1084928413,-0.2819178846,-1.0880984131,-0.5428459967
SRX2038325,-0.24713341830000002,-1.9970157647,-0.2129587413,-0.7937173215000001,-0.40301463460000003
SRX2038326,-0.0763470431,-0.8720674730000001,-0.6664505470000001,-0.7325713429,-0.5369337339
SRX2038327,0.2076906674,-1.7739270453,-0.2899666271,0.0657078495,0.0131731932
SRX2038328,0.2261345598,-0.5279111016,-0.0956451908,0.29648692050000003,-0.3337880697
SRX2038329,-0.1125263945,0.0235449598,-0.534902734,0.0136152259,0.0071381379
SRX2038330,0.6905734071,0.0534220311,-0.09387450950000001,-0.11461128250000001,-0.5135200575000001
SRX2038331,-0.015062318000000002,0.2211061741,-0.4795015226,-0.0814983335,-0.0390576885
SRX2038332,0.4484609664,-0.5406909622,0.3381492062,1.0293243496,0.32882482360000004
SRX2038334,2.4652300047,0.7674543105,-0.2479411708,-0.8744534151000001,-1.0158936995
SRX2038335,-0.3121975889,0.0580131933,0.1803691418,0.5669939394,0.23139663770000002
SRX2038336,0.5226828939,0.09747836630000001,0.5647813138000001,0.1228592146,0.0721880101
SRX2038337,0.0089404678,-0.23591026750000002,-0.0535453575,0.0006169466,-0.8083723697
SRX2038338,-0.0558613434,1.0430903626,0.0598112988,-0.1175616923,-0.2618871974
SRX2038339,0.37395938300000003,-0.8677115973,0.1188856227,-0.9188800841,0.5239139456
SRX2038340,0.6258557425,-0.3208712673,0.34647646330000004,-1.0906354275,0.4323184064
SRX2038341,-0.09999037420000001,1.0145365917,-0.08200134910000001,-0.4215495616,-0.0452175801
SRX2038342,-0.0355350954,0.6664397498,-0.1543697162,0.05262529,0.13197529530000002
SRX2038343,0.085347263,-0.1783215671,0.5010526678,-0.203614113,0.45525046420000004
SRX2038344,0.2042577277,-0.06645959280000001,0.033069829700000004,-1.0455376574,0.7672953339
SRX2038345,0.2329999191,0.9529582842000001,-0.1021128979,-1.2653044324,0.1838600048
SRX2038346,1.7915127806000002,-1.3181132328,-0.5275545316,-1.0335877368,0.6968969224
SRX2038347,1.8657673068,-1.3616917164,-0.8740408744,-0.5874891897,0.9145272837
SRX2038348,1.6561898707,-1.3003641046,-0.6052099843000001,-0.7227064924000001,1.1323101504
SRX2038349,0.7517992499,2.3207172642,-0.520378201,-0.1156137859,0.1075197524
SRX2038350,0.5052368169,0.12918632530000002,-0.1808186141,-1.1597641186,-0.5218694782000001
SRX2038351,-0.31764903910000003,1.033166838,-0.2481074814,-0.2792799481,0.2059096535
SRX2038352,-0.5555749992,0.8307089782,-0.1007067708,-0.1165841152,0.4813904673
SRX2038353,2.0329557237,0.8742173523000001,-0.2493838519,-0.4638456541,-0.1320526907
SRX2038354,0.9167551691,0.6295135863,0.0934857714,-0.3368798556,0.1085307722
SRX2038355,0.1258530623,1.6006141994,0.0258529291,-0.3695926157,0.0926581459
SRX2038356,-0.43701705,0.7464921977000001,-0.7092992376,-0.8199557196,-0.1039351231
SRX2038357,0.09694163530000001,0.9467079804,-0.08150652650000001,0.017366416500000002,0.5728651140000001
SRX2038358,-0.3479721474,1.2404125206,-0.38365261440000004,-0.8934213671000001,-0.2737572371
SRX2038359,0.5066475677,0.17608940480000002,0.30292598800000003,-0.6621109354,0.6932659074
SRX2038360,-0.110892288,1.0923398729,-0.5695966895,-0.7676997404,0.14783089770000002
SRX2038361,0.0408712628,0.6993061570000001,-0.5088220601,-0.2070671422,0.5422588969000001
SRX2038362,-0.3684395288,0.5098128658000001,-0.5568547845,-0.1356693817,0.7822827019
SRX2038363,0.2765054333,0.3036874042,-0.1075832786,-0.044751879800000005,0.9601534577
SRX2038364,0.0702201511,0.5709301652000001,-0.2548516616,0.1656195318,0.5116072803
SRX2038365,1.4663676371,-1.0449200244,-0.5224634022,-0.9847912889,0.9838145720000001
SRX2038366,1.7476301200000002,-1.3997673172,-0.6997337682,-1.3316378654,0.3368817691
SRX2038367,1.0745626826,-0.33662084870000003,-0.164303206,-0.9219081026,1.0186124643
SRX2038368,0.9458146707,1.0089579679,-0.2838038458,-0.9559942928,-0.3662440195
SRX2038369,0.2462426671,0.4030479289,-0.14120318680000002,-0.3012708038,0.28412484660000004
SRX2038370,-0.7765564183,1.1149622827,-0.2275315786,-0.0092031629,0.204530667
SRX2038371,-0.5114034654,1.2299406555,-0.1971165942,-1.2707925038,0.1760926882
SRX2038372,1.3820390506,1.0088998734,-0.7030767083,0.127072044,0.2437033392
SRX2038373,0.7589394850000001,1.027723268,-0.3391076354,-0.073675101,0.3708475502
SRX2038374,-0.4709583972,1.6769960205999999,-0.8919006833,-0.2763917052,0.3504410121
SRX2038375,-0.7452309253,0.4605153359,-0.8480468999,0.09962799680000001,0.45204247540000003
ERX530520,0.2096250879,0.17770974520000002,-0.0552460372,0.0447872389,0.024809078800000002
ERX530521,-2.3184889621,-0.4257578932,0.2379487723,0.01587076,-0.034851696700000004
ERX530522,-2.2959971182,0.1005849717,0.1666261772,-0.0912001098,0.0659204068
ERX530523,-1.9691296807,-0.7332958775,0.3038599931,0.0193373904,-0.2427052015
ERX530524,-0.2096250879,-0.17770974520000002,0.0552460372,-0.0447872389,-0.024809078800000002
ERX530525,-2.1313489731,-0.4913562195,0.2803346536,0.1052205477,0.0818407298
ERX530526,-1.933692721,-0.2095247168,-0.038816530200000005,-0.06290106100000001,-0.018259535
ERX530527,-2.3152817831,-0.0131706046,0.21736006800000002,0.1707563981,0.10712607390000001
ERX3212443,-0.37417121340000004,-0.0115412369,0.02870798,-0.6633033987,-0.7259368283000001
ERX3212444,-0.3179904639,0.0043532697000000006,0.0422419746,-0.6885843034,-0.4898693952
ERX3212445,-0.3866953159,0.0728083581,-0.0473495293,-0.7430766969,-0.7844398479
ERX3212446,-2.3831975122999998,0.3146097359,-0.1275263066,-0.40144382700000003,-0.6399305818000001
ERX3212447,-0.4045738955,0.2211532569,-0.1188682696,-0.4059483629,-0.2556622871
ERX3212448,-0.3675948034,0.24955668800000003,-0.0775782685,-0.4131886218,-0.26752888340000003
ERX3212449,-0.11173422690000001,-0.045897627600000004,-0.0172228206,-0.031726813,-0.0150261757
ERX3212450,0.0671327704,0.0197789014,-0.0153227698,0.0511024564,0.0005466288
ERX3212451,0.044601456500000004,0.0261187262,0.032545590400000005,-0.0193756434,0.014479546900000001
ERX3212452,-0.9967199047,0.3965526896,0.1223491476,-0.3664897277,0.3136918248
ERX3212453,-0.8336436328,0.482945734,0.1974911759,-0.2986499496,0.516947151
ERX3212454,-1.2407303526,0.34008628890000003,0.2034264775,-0.0332250267,0.6302275577
SRX7478973,-0.43542942970000004,0.1096649059,-0.060392566700000004,0.2285835369,-0.1661877802
SRX7478974,0.042639165,-0.1376625443,0.0044704471,-0.17326421790000002,0.24090839830000002
SRX7478975,0.3927902647,0.0279976385,0.0559221196,-0.0553193191,-0.0747206181
SRX7478976,0.1969461246,0.1176220328,-0.0294229657,-0.1483411854,-0.0384722578
SRX7478977,0.0756871935,0.0022782772,-0.10860318570000001,-0.25024268980000003,0.1337314235
SRX7478978,0.1888079748,0.30273904690000003,-0.1133642725,0.1984869893,-0.030130516700000002
SRX7478979,-0.3434793794,0.13105548720000001,0.029688543100000003,-0.0864960531,-0.094244192
SRX7478980,-0.2248509544,0.1260747422,0.0276315887,-0.0228034446,-0.0944078824
SRX7478981,-0.2790421014,0.3099038859,-0.0099621376,0.2050797222,-0.0440327415
SRX7478982,-0.5782075401,0.1811246572,0.0895954796,0.1787127541,-0.2008072554
SRX7478983,-0.6490638661,0.3086394411,0.10367688060000001,0.0703830408,-0.1822188863
SRX7478984,-0.5405198728,0.2862880673,0.0034602426000000003,0.1519031787,-0.21406572740000002
ERX1521038,0.4154833962,-0.8023541343,0.2075117463,0.0351534471,1.3202606335
ERX1521039,0.473553906,-1.1943139244,0.009730694,0.2403802006,1.4191695818
ERX1521040,0.7597311532000001,-0.8083623854,0.2850669433,0.1303695103,1.3704413774
ERX1521041,0.8256195254,-1.1931110768,0.1631970502,0.4479437314,1.1231624105
ERX1521042,-0.5343982614,-0.45502626090000003,0.1392690724,0.145706687,0.40215913950000004
ERX1521043,0.7046248597,-0.2896295369,0.5908241112,0.4460089755,-0.23761662890000002
ERX1521044,-0.41344847830000003,-0.3238556889,0.1104686965,0.1408439926,0.2431100957
ERX1521045,0.41344847830000003,0.3238556889,-0.1104686965,-0.1408439926,-0.2431100957
SRX621182,4.6915608674,0.6055396817,-1.5681109031,-1.0357823812,-0.2487447395
SRX621183,4.3187666754,0.5825733563000001,-1.7787209304,-1.2308577077,-0.2278440006
SRX621184,3.6005091451,0.0710359404,-2.3286332422,-1.3460950284,-0.221290603
SRX621185,2.6220446280000003,-0.7076877719,-2.0720734261000002,-1.5372069037,-0.3841299064
SRX621188,3.9820029475,-1.1981710601,-2.2153905101,-1.0720922341,-0.2892714361
SRX621189,2.9802038162,0.23759377880000002,-2.5455493469,-1.5623984848,-0.2563533645
SRX621190,-0.0339778582,0.6079684297,0.0910120247,0.2935299371,0.1654028338
SRX621191,0.0339778582,-0.6079684297,-0.0910120247,-0.2935299371,-0.1654028338
SRX621192,1.6982761216000002,-0.2006312362,-2.4304813555,-2.2382823636,-1.0597561559
SRX621193,1.7651428888,0.3439956055,-2.283345836,-1.9239796801,-0.863427491
SRX6489436,4.2314973149,1.6435782534999999,-2.5610024343999997,-0.7611471584,-1.0769351489
SRX6489437,3.4422358211,1.8881937277,-1.7192127447,-0.6255426677,-0.4824329761
SRX6489438,3.0288361892,1.7830087393,-2.5656982779,0.0405318735,-0.9267089902000001
SRX6489439,-1.1983898075,0.1646678569,0.2181867704,0.0127976016,-0.2727244795
SRX6489440,-1.1167488469,-0.2149620972,-0.051637196,-0.2569378657,-0.313212017
SRX6489441,2.3151386544,0.0502942402,-0.1665495744,0.2441402641,0.5859364964
SRX6489442,0.2881877487,1.8958407432,0.5013664708,0.3611121675,-0.1751457227
SRX6489443,-0.5648245415,0.224554478,-0.0310669673,-0.21512090390000002,-0.1172878827
SRX6489444,3.0377367448,0.5841432175,-0.0959832862,-0.1663209381,0.321435399
SRX6489445,-0.8563202837,-0.0403817985,0.1827632689,-0.0137734381,-0.1003026208
SRX6489446,-0.592731644,0.0148427686,-0.0362566025,0.0326356718,-0.2223652395
SRX6489447,3.1110381895,0.0293868714,-0.13451388420000002,0.07866452800000001,0.3839506903
SRX6489448,2.7487975597,2.9241617460000002,-0.3668404044,-0.3767525671,-0.579760756
SRX6489449,0.9921098781000001,1.4338200275,-0.0648374225,-0.5724752263,-0.40408924150000003
SRX6489450,5.2874722383,2.8025788258,0.0483373318,-0.5205419279,0.1802382609
SRX6489451,-1.3906718966,-0.0252160475,-0.0097311396,0.2613535004,-0.34144602760000003
SRX6489452,-1.5361648053999999,0.3310419705,-0.3293122911,0.1891595904,-0.3107913254
SRX6489453,1.7585484118,0.44704223470000004,-0.3831059042,0.2103770118,0.204741424
SRX6489454,-0.9726670862000001,-0.008337174400000001,-0.0190652403,0.3375275012,-0.3416850777
SRX6489455,-1.0615232085,-0.5413216435,0.10856884550000001,0.3108257557,-0.47336571720000004
SRX6489456,2.036672574,-0.0178224745,-0.250826488,0.0529354171,0.3370171376
SRX6489457,-2.0827064534,2.2444707705,-0.8913190701,0.9180453152,-0.1447325867
SRX6489458,-1.9925491074,2.266253517,-1.4459433789,0.7790760215,0.0852686472
SRX6489459,-0.9652628270000001,2.3941623656,-1.4845663116,0.319214565,-0.0290659366
SRX6489460,-1.4343318804,2.3272596761,-1.0651718251,0.36823493500000004,-0.1501448445
SRX6489461,-1.9916054645,2.2263068143,-0.7987644547,0.8654385798,-0.1925725701
SRX6489462,-0.8525214004,2.5066093122,-1.2519211603,0.2867272783,-0.1367448765
SRX6489463,-0.17218943550000002,2.4206616751,-1.3554675684,-0.126680771,-0.5186661475000001
SRX6489464,-0.3717584769,2.6177996772,-1.3336062681,-0.0283970838,-0.49207441570000005
SRX6489465,-0.0940120555,2.7942714727,-0.8925679957,0.08540855210000001,-0.28800712
SRX6489466,-1.5826876732000001,2.1680223466,-1.1430168893000001,0.8045486353,-0.2574730692
SRX6489467,-0.6552473592,2.7906455777,-1.4493752758,0.42274164820000004,-0.0151492239
SRX6489468,-0.9747789154000001,2.6731456613,-1.4050641086,0.3534775766,0.10025672020000001
SRX6489469,-0.6019626963,2.3806215873,-1.6123595908000001,0.37332511700000004,-0.0565101535
SRX6489470,-2.6021814828,2.3014209932,-1.226893919,1.20786844,-0.31366576160000004
SRX6489471,-1.1453689063,2.5437253104,-1.5448590486,0.4733399653,-0.1616750536
SRX6452027,-1.7114396301,-2.6375408591,-0.1459188516,-0.0482792105,0.8234816771
SRX6452029,-0.1754544075,-0.0749761991,-0.0579075359,-0.1581926266,-0.11122015960000001
SRX6452030,-1.4330165078000001,-2.8749147849,-0.10275380890000001,0.173796849,0.7160742408
SRX6452031,-0.2050830229,0.0456359319,-0.0890509939,-0.0731966718,0.3783057717
SRX6452044,-0.2189842384,0.1423979584,-0.4156744168,-0.30503444100000005,0.255093938
SRX6452045,-0.5781543352,-0.0973667774,0.0988768356,0.2745703697,0.6150622391
SRX6452046,-0.3040689669,-0.3605174367,-0.2628324997,0.041106581600000004,0.56367566
SRX6452047,-1.9072450471,-2.2193931416,-0.2208033278,0.2810921704,0.953152972
SRX6452048,0.1754544075,0.0749761991,0.0579075359,0.1581926266,0.11122015960000001
SRX6452059,-2.1112074566,-2.4492967389,-0.2805843959,-0.31117522400000003,0.9878728279000001
SRX1828491,-0.542762234,-0.3722216537,1.0841805474,0.4782660442,0.2996386945
SRX1828492,-0.7836997304000001,-0.0222903027,1.1446573046,0.94195562,0.22451112620000002
SRX1828493,1.564096738,0.26642589980000003,0.9603956705000001,0.7435797879,0.0775687453
SRX1828494,1.9650842311,-0.8625075271,1.5682706127000001,1.0769467419,0.5622746361000001
SRX1828495,0.0639585136,0.5679043302,-0.4755092777,-0.2563877585,-0.1533335087
SRX1828496,-0.8921875566,0.329943351,-0.1918949817,0.2665404745,-0.0514941597
SRX1828497,-1.0857073193,-0.11346788840000001,0.35721379940000003,0.6565940496,-0.2990927834
SRX1828498,-0.34213155230000003,0.5915389261,0.3103341766,0.5394109171,-0.5121239438
SRX1828499,-0.38626421910000003,0.29339254870000003,0.8959768911,0.729264879,0.11296258810000001
SRX1828500,0.5653281705000001,-0.40677746200000003,1.151414448,1.0013701437,0.3232436725
SRX1828501,0.36570941090000003,-0.198966301,0.5787595543,0.1529664396,-0.040165601100000003
SRX1828502,-0.3084871899,0.18567505880000001,0.170452503,0.0313542926,0.061039824900000005
SRX1828503,-0.2644330728,0.8490476195000001,0.2993918273,0.7454889895,0.533775533
SRX1828504,0.5558672785000001,1.5729596386,0.3449252499,0.9459409881,0.29801691
SRX1828505,-1.3724899536000001,-0.0320969053,0.2963526906,0.17142587110000002,0.22383308030000001
SRX1828506,-0.79447413,-0.45263516670000004,0.8750640991,0.361065619,0.32314176240000003
SRX1828507,0.1966441213,0.3883336247,-0.326898736,-0.15151097630000002,-0.052670531900000005
SRX1828508,-0.1966441213,-0.3883336247,0.326898736,0.15151097630000002,0.052670531900000005
SRX3796953,-0.1529030783,0.0352025323,-0.07878716350000001,-0.2404455504,-0.028656441600000002
SRX3796954,0.1529030783,-0.0352025323,0.07878716350000001,0.2404455504,0.028656441600000002
SRX3796955,2.4615360832,-1.3550080386,1.2078040582,0.2544785538,0.6282423324
SRX3796956,4.3612261252,-0.880221161,1.3633198144,0.7157954292,1.0607939203
SRX3796957,0.3219359673,-2.6753270567,-2.4304975054,-0.0746901326,-0.0845905362
SRX3796958,-0.9318901858,-3.3483052694,-1.9638896553,-0.0440347927,-0.1826651651
SRX3796959,0.3491799779,-0.3028074019,0.23973138100000002,-0.2831819036,0.4781092824
SRX3796960,0.45991244950000004,-0.3500246876,0.1717381616,-0.1437904961,0.24670754120000002
SRX3796961,3.5328018937,-1.3112386206,0.08582733690000001,-0.48257523080000003,-0.5898583222
SRX3796962,3.9433936678,-1.2290892725,-0.0164337809,-0.5943235773000001,-0.7567031929
SRX3796963,2.0670405721,-2.9524546212000002,-2.9541291327,-0.6425288749,-0.5268141321
SRX3796964,0.7040291287,-3.2246392789,-2.4056994769,-0.5954469915,-0.5489554412000001
SRX3796965,0.4747391674,-1.1044604148,-0.18704894200000002,-0.9236124249000001,-0.3129443015
SRX3796966,0.2033099632,-1.0899931075,-0.1143135745,-0.9222766628,-0.29523629090000003
SRX3796967,0.0720708141,-2.6222491427,0.1036684385,0.056195710700000005,-0.4105704262
SRX3796968,1.040271212,-2.929562733,-0.5320317657,-1.002079988,-0.8874594009000001
SRX3796969,5.3755237103999995,-1.2762251954,-0.33952435410000004,-1.7815941682,-0.5244363759
SRX3796970,5.8844955691,2.374939636,-0.5029284707,-0.8918009095,-0.2706506299
SRX3796971,0.6854561344,0.34601670090000003,0.051597773300000004,-0.066643245,0.1653886137
SRX3796972,0.4689521634,0.5134107327,0.1695436772,-0.29394631200000004,0.22178783100000002
SRX3796973,2.7223871232,-0.8058100456,0.4016716534,0.291583718,-0.084723237
SRX3796974,2.4761205544,-0.5699654827,0.0540830645,0.4473182505,0.0171769081
SRX3796975,-0.30134246600000003,-2.5867774407,-2.4044391384,-0.2432381875,0.044006031
SRX3796976,-0.3417108216,-2.7396337768,-2.2572603749,-0.47137507900000003,-0.6134833144
SRX3796977,-0.2806084313,-0.4713399703,0.15715905260000002,0.0600436873,0.0077875738
SRX3796978,0.4742464906,-0.5363727769000001,0.22238625250000002,0.133493513,0.13544637980000002
SRX3796979,3.3007266826,-1.1633386643,0.029169605100000003,-0.4642207062,-0.45314916040000003
SRX3796980,3.3830429584,-1.2572141913000001,0.3152681445,-0.2115689278,-0.5043608929
SRX3796981,0.7908717728,-1.7192811747,-2.3922730427,-0.4108540113,-0.6207701794
SRX3796982,0.3498441993,-2.583590168,-2.1205585644,-0.5842978829000001,-0.7330855460000001
SRX3796983,1.4565255687,-1.2288775061,-0.14166017990000002,-0.7200733529000001,-0.0823518805
SRX3796984,1.2628100935,-1.2161916774,-0.1285585019,-0.7388916688,-0.2260120204
SRX3796985,0.45727044180000004,-1.9245903978,-0.41390028040000004,-0.5445283423,-0.5800543302
SRX3796986,1.4667006203000001,-1.9696870387,-0.5311079492,-0.3356997238,-0.8559426507000001
SRX3796987,3.8266658006,-1.7319637749,0.7351458547,-1.2007841148,-0.0273974415
SRX3796988,3.9611002996,-1.3148933608,1.4053881684,-0.6105033483,0.2279151013
SRX2568270,0.7632935602,0.0550994703,-0.004570969,0.1169105453,-0.21280994
SRX2568271,0.7508878696,-0.4976961358,0.0653832305,0.6735001641,0.0563739445
SRX2568272,1.9043420376,-0.5682409946,0.3822852162,-0.5182366117,0.5865819566
SRX2568273,1.0525849541,-1.3025374294,0.21028994880000001,-0.6209765498,0.7624738135
SRX2568274,0.005561687300000001,-1.4976832679,-0.0570535506,-0.8768727009,1.1719076964
SRX2568275,-0.7632935602,-0.0550994703,0.004570969,-0.1169105453,0.21280994
SRX2568276,0.3547838466,-0.1487032315,0.051884897000000006,0.20803770840000002,0.3576560013
SRX2568277,1.3588582253,-1.3581073978,0.3721571684,-0.29084019240000003,0.07982666620000001
SRX2568278,-1.1741338309,-0.9979207824,0.12152566340000001,-0.5974890649,0.7784714103
SRX2568279,1.0388123371,-1.5485244920999999,-0.0765298296,-1.0151695884,0.4620656108
SRX3421856,0.0035414116,-0.16965605960000002,0.020805030000000002,-0.1501622371,-0.0555187527
SRX3421857,-0.0035414116,0.16965605960000002,-0.020805030000000002,0.1501622371,0.0555187527
SRX3421858,0.6903041989,0.47875285710000004,0.16600598560000002,-0.28145171820000003,0.3944276051
SRX3421859,0.4787984026,0.5558872698,0.1916775286,-0.2037369685,0.2597568125
SRX3421860,-0.7888987027000001,-0.5720583312,0.46786379100000003,-1.0212845,0.0150378006
SRX3421861,0.6609178009000001,-0.11636588070000001,0.5122323806,-0.8480345370000001,-0.32997933020000003
SRX3421868,1.6910590550000002,1.2506564131,-0.6219598177,-1.0795157325,-0.4092711175
SRX3421869,1.9981319348,1.1899746168,-0.6024762283,-1.3217367728,-0.36572094650000003
SRX2606337,-0.1770040406,-0.2352365133,0.0292773526,-0.2012122758,-0.2448819196
SRX2606338,0.20707580050000002,-0.6427764237,0.3087663784,0.1035269349,-0.2129965044
SRX2606339,1.1938490863,-0.8641919575,0.7006973645,1.0988054791,0.0418095349
SRX2606340,1.4195709162,-1.279316296,0.8951937533000001,1.1560825455,0.7946772428000001
SRX2606341,1.0579501817,-1.6936907606,1.5099593280999999,1.9159969767,0.1833624042
SRX2606342,0.614821736,-1.2372012997,1.6124665533,2.8280416429,0.8598898945000001
SRX2606343,-0.3848523788,-0.9974068735,1.3859830142,1.8881153866,1.0970917782
SRX2606344,3.3588727983,-1.8626213682000001,0.8754740065000001,2.5536903516000002,0.7846059866
SRX2606345,2.941564519,-1.3606675165,0.7672332111,3.0522173338,1.5271404993000002
SRX2606346,1.1703168824,-0.2857542708,0.2108640436,0.5899058227,0.4285073633
SRX2606347,0.10437236500000001,0.06882766130000001,0.0010693687,0.12377112770000001,0.0654706594
SRX2606348,0.9479847231,-0.3782771622,0.25878484220000003,-0.23000877150000001,-0.1521893211
SRX2606349,1.2135027134,-1.0487926324,0.7206174857000001,1.1591587752999999,0.4879042382
SRX2606350,1.4606191776,-1.0309279589,0.9635479732000001,1.461675848,0.8049685161
SRX2606351,0.8246228884,-1.7831529221,1.4192736061,2.0244140549,0.1064346002
SRX2606352,0.1857939855,-0.9090389317,1.4553969738,2.8547199825,1.1034643363
