,A,NhaR
SRX4705219,-0.5323482343,1.2647233095
SRX4705220,-0.7979748539,0.9100805916
SRX4705221,0.8984581013,0.4150560325
SRX4705222,-0.3519597251,1.1479104437
SRX4705223,1.8293887537,0.5224519040000001
SRX4705224,1.054193003,0.4143688452
SRX4705225,-2.4587395597,-0.8712946275000001
SRX4705226,-1.7629269466,-1.054525144
SRX4705227,-1.0636087413,-0.7937287937
SRX4705228,0.23357402230000002,0.7923855694
SRX4705229,-0.3068575644,0.7776900645
SRX4705230,-0.7989115167,0.9297676690000001
SRX4705231,1.3894472096000001,0.62608343
SRX4705232,0.9240345172000001,0.5760342434
SRX4705233,-4.0252972974,0.6761524805
SRX4705234,-2.047312428,0.0688679507
SRX4705235,-3.1410647689,-0.2004005235
SRX4705236,-1.9082925823,0.3594300929
SRX4705237,-3.7646883935,-0.2008305471
SRX4705238,-2.9330020961,-0.2379371515
SRX2038319,0.6180867749,0.43477773420000004
SRX2038320,1.3662989696,0.5620548471
SRX2038321,0.9808592068,0.9130589522
SRX2038322,1.7249695296,0.7877670854000001
SRX2038323,-0.8258889233000001,0.3275199388
SRX2038324,-1.1469515981,-0.0433383569
SRX2038325,0.7105894215,1.2649251612
SRX2038326,0.6572255941,1.2197297916
SRX2038327,0.5505220524000001,0.3756052246
SRX2038328,-0.1704264804,0.7110499411
SRX2038329,-0.353104591,0.041385761
SRX2038330,-1.3797704262,0.11589902220000001
SRX2038331,-0.9328616261,-0.1598671452
SRX2038332,0.40916891650000003,0.78686693
SRX2038334,-2.1960309345,-0.6166459860000001
SRX2038335,-0.8526594456000001,-0.3900441763
SRX2038336,1.1134408349,-0.0012183347
SRX2038337,-2.2283306923,0.3392208028
SRX2038338,-0.6411584335,-0.24729078940000002
SRX2038339,-1.3004429548,0.4891899114
SRX2038340,-0.1375672037,-0.4329888656
SRX2038341,1.4142199281,-0.2532899651
SRX2038342,0.022880570700000002,-0.7742475314
SRX2038343,0.3590179815,-0.37630319430000003
SRX2038344,0.11030456400000001,-0.1227253796
SRX2038345,-0.6434203043000001,0.1050467947
SRX2038346,-2.121355155,0.12847184890000002
SRX2038347,-1.1268185022,0.22258594810000001
SRX2038348,-1.9418897406000002,-0.0324172862
SRX2038349,-1.6287120157000001,-0.9290935835
SRX2038350,-0.5860930492,-0.5303654281
SRX2038351,0.773923978,-0.42444498610000003
SRX2038352,0.7178091393,-0.1433496512
SRX2038353,-1.0059508239,-0.8331750160000001
SRX2038354,-0.7121031252000001,-0.5799098939
SRX2038355,0.1002374104,-0.23790366470000002
SRX2038356,-1.1334476338,-0.3147771587
SRX2038357,0.0230716586,-0.1874869448
SRX2038358,-2.0096461854,-0.3180451736
SRX2038359,-0.8148008367,-0.09158550950000001
SRX2038360,0.5157692842,-0.1713775524
SRX2038361,1.4618399493,0.0105786714
SRX2038362,0.5446190425,-0.0203860181
SRX2038363,-0.7812612864,0.046014909300000004
SRX2038364,-0.2715151786,0.3208925556
SRX2038365,-2.4019576664,0.2604943058
SRX2038366,-1.6847569667000002,0.6365462392
SRX2038367,-2.6340126342,0.3203707273
SRX2038368,-1.9576789308,-0.7214075337
SRX2038369,0.5770961566,-0.1848155784
SRX2038370,-0.35920798260000003,0.2747987551
SRX2038371,-1.3865724649,-0.4226780029
SRX2038372,-1.746903621,-0.9250430594
SRX2038373,-1.096264941,-0.49213176350000004
SRX2038374,-0.1729632569,-0.2418270563
SRX2038375,-1.6731576725,0.0980921617
ERX530520,-0.1949042478,0.1409499522
ERX530521,0.9590494866,-0.06701137580000001
ERX530522,1.4552382975,-0.1556148184
ERX530523,2.3798010974,-0.489855533
ERX530524,0.1949042478,-0.1409499522
ERX530525,1.7824007299,-0.403763843
ERX530526,0.2634488901,0.42439133430000003
ERX530527,1.8327257934,-0.2348151988
ERX3212443,-0.4598588584,0.2414155378
ERX3212444,0.6432409966,0.2562170868
ERX3212445,0.348182617,0.1225900667
ERX3212446,-1.0043546859,-0.1244253283
ERX3212447,-0.5275122965,0.23444716940000002
ERX3212448,-0.7768836129000001,0.3709968516
ERX3212449,0.0661214947,-0.0617293641
ERX3212450,-0.0610984575,-0.015428567
ERX3212451,-0.0050230372,0.0771579312
ERX3212452,0.1592542562,-0.44109828640000004
ERX3212453,0.528250522,-0.3609333568
ERX3212454,-0.0070319106,-0.09747525580000001
SRX7478973,-0.09468151400000001,0.0572200406
SRX7478974,0.2424908312,0.0661162278
SRX7478975,-0.1478093172,-0.1233362684
SRX7478976,-0.5243726419,0.0118629392
SRX7478977,0.1362632772,0.1423932899
SRX7478978,-0.5264420908,-0.3076488061
SRX7478979,-0.5880625284000001,-0.30545021910000003
SRX7478980,-0.6984327079,-0.315135645
SRX7478981,-0.6751666653,-0.1968747566
SRX7478982,-0.38819586710000004,-0.37565694180000003
SRX7478983,-0.2672309641,-0.42090916580000004
SRX7478984,-0.1332762593,-0.2905032716
ERX1521038,7.9837947921,0.6526451304
ERX1521039,8.4585705063,0.8753180345
ERX1521040,8.430963398,0.5660395467
ERX1521041,8.3320574728,0.5874650219
ERX1521042,1.3134857636000001,-0.2126508248
ERX1521043,-0.4091668457,-0.5420794476
ERX1521044,1.0847690816,0.0967448583
ERX1521045,-1.0847690816,-0.0967448583
SRX621182,2.7713401566,0.5413060392
SRX621183,2.2886556397,0.3914724269
SRX621184,4.7158038251,-1.1546008938
SRX621185,4.4684808807,-1.0805239508
SRX621188,5.8175476717,-1.0781816089
SRX621189,5.4324346329,-1.0287865812
SRX621190,-0.17168333460000001,0.0983214897
SRX621191,0.17168333460000001,-0.0983214897
SRX621192,1.3771613442000001,-0.0403970155
SRX621193,1.2661453689,0.1980021598
SRX6489436,-3.1059526213,-1.2452488518
SRX6489437,-1.7763602597,-0.3773142206
SRX6489438,-3.1384823663,-1.152024034
SRX6489439,-0.4307086117,-0.0787874815
SRX6489440,-0.4793654378,-0.0259602479
SRX6489441,0.9100740494,0.1047477294
SRX6489442,-1.7736675745000001,-0.022238252
SRX6489443,-2.3106261922,0.2258446091
SRX6489444,-0.9471209088,0.0174556948
SRX6489445,-1.3303018133,0.1890380349
SRX6489446,-1.3528391321,0.1261573303
SRX6489447,0.2526860469,-0.012438188900000001
SRX6489448,-2.0833145475,-0.0388085798
SRX6489449,-2.7338101522000002,-0.024763984500000003
SRX6489450,-2.0849040278,0.4210336442
SRX6489451,0.1840869104,0.0238696901
SRX6489452,0.1924233807,0.0767878182
SRX6489453,0.1202855637,0.1787566694
SRX6489454,0.016048461,-0.07606675040000001
SRX6489455,0.5274265579,0.100130965
SRX6489456,0.3738298223,0.1358491275
SRX6489457,-3.3997207489,-0.630792545
SRX6489458,-4.3977861292,-0.329963493
SRX6489459,-4.7025372144,-0.1909916159
SRX6489460,-3.9505849883,-0.4376730137
SRX6489461,-4.5687428879,-0.295251398
SRX6489462,-5.6119798278,-0.1969258134
SRX6489463,-4.1835029552,-0.0534903809
SRX6489464,-4.3129509512,-0.1849430569
SRX6489465,-5.0774655276,0.5388483455
SRX6489466,-3.4990981777,-0.6745043096000001
SRX6489467,-4.8763517500999995,-0.24025816220000001
SRX6489468,-5.4398078879,-0.014475718
SRX6489469,-5.2977722808,-0.28338339290000003
SRX6489470,-3.1641856796,-0.39632420830000004
SRX6489471,-5.8058358022,0.0379451799
SRX6452027,5.923717053,-0.1095984602
SRX6452029,-0.0702428086,-0.0445869759
SRX6452030,6.5700900027,0.2608149105
SRX6452031,1.4018215258,-0.201822401
SRX6452044,1.6766557972,-0.2127001568
SRX6452045,1.3237316437,0.0283399764
SRX6452046,0.9856936218000001,-0.1882511993
SRX6452047,5.3878129743,0.7206258839
SRX6452048,0.0702428086,0.0445869759
SRX6452059,5.3516046288,0.6807392319000001
SRX1828491,0.1637537114,0.4378626202
SRX1828492,0.6961958393000001,0.6974928792
SRX1828493,1.9943624646,0.528991993
SRX1828494,4.7129835391,0.0595081146
SRX1828495,-0.3167587056,0.2567148065
SRX1828496,-0.0929666928,0.4484885065
SRX1828497,0.2790046765,0.3927816944
SRX1828498,0.34131134750000003,0.1682637071
SRX1828499,1.5330581202,0.5446007139
SRX1828500,1.7843163562000002,0.4387222826
SRX1828501,-0.4128111937,0.6154597507
SRX1828502,0.0038307084,0.4487597882
SRX1828503,-0.6767964052000001,0.7042104161
SRX1828504,-0.7175743168000001,0.3817801851
SRX1828505,-0.1691294086,0.3271974066
SRX1828506,0.2104127077,0.3980779363
SRX1828507,-0.39706996710000003,0.0611370783
SRX1828508,0.39706996710000003,-0.0611370783
SRX3796953,-0.5114614538,-0.0377302578
SRX3796954,0.5114614538,0.0377302578
SRX3796955,4.9205745681,0.22489982600000002
SRX3796956,3.9975583631,0.8360304704
SRX3796957,1.1580354145,0.43709324660000004
SRX3796958,1.5010310368000002,0.5414704636000001
SRX3796959,1.5134077818,0.5764753849
SRX3796960,1.5068000657,0.1997544655
SRX3796961,5.7069049747000005,0.0103962694
SRX3796962,5.8503545138,-0.44076210650000003
SRX3796963,2.2134365171,-0.08742104710000001
SRX3796964,2.2245189752,0.2092117712
SRX3796965,-0.2051211313,-0.8594024092
SRX3796966,-0.1247039306,-0.5105260838
SRX3796967,4.1447673555,-0.2006315261
SRX3796968,9.4851278997,0.5327429553
SRX3796969,-0.0239301588,0.2549416129
SRX3796970,1.9034600503,0.43962523540000004
SRX3796971,1.5346588504,-0.23403832300000002
SRX3796972,1.1176658758,-0.3749949393
SRX3796973,4.8139789264,0.39642301890000003
SRX3796974,4.3297049901,0.5590332461
SRX3796975,1.0162583575,0.67052399
SRX3796976,1.5163215272000001,0.2486629886
SRX3796977,1.3984468044,0.9681750536
SRX3796978,1.5474438212,0.9257281052
SRX3796979,5.402221458,0.047224902000000006
SRX3796980,5.2066507931,-0.0095623198
SRX3796981,0.9378027953,0.1250768271
SRX3796982,1.3841192850000001,0.0563549668
SRX3796983,0.5084391282,-0.8484242081000001
SRX3796984,-0.0027478696,-0.8449953638000001
SRX3796985,5.423759136,-0.154043655
SRX3796986,5.1093971939,0.7804371672
SRX3796987,3.2537441504,-0.7062329897
SRX3796988,2.7596660959,-1.2370982192
SRX2568270,-0.9565749410000001,-0.16635174090000002
SRX2568271,0.5261958638,-0.5176767024
SRX2568272,-1.9619806695,0.54209527
SRX2568273,-0.5332875486,0.4387277576
SRX2568274,1.1139673988,0.3833862464
SRX2568275,0.9565749410000001,0.16635174090000002
SRX2568276,-1.4877352624,-0.22926155780000002
SRX2568277,-0.0908554304,-0.3970746022
SRX2568278,-0.10815512000000001,-0.9670274046
SRX2568279,0.11215354420000001,0.5625381745
SRX3421856,0.2838288328,-0.0106517489
SRX3421857,-0.2838288328,0.0106517489
SRX3421858,2.4624592322,1.377322277
SRX3421859,2.8075093122,1.3092602884
SRX3421860,2.0569169718,-1.0788775211
SRX3421861,1.1986593033,-0.8219714057
SRX3421868,2.2973449507,0.9445370620000001
SRX3421869,1.5018653241000002,0.7719550283000001
SRX2606337,0.5494724119000001,-0.2208816378
SRX2606338,1.8359604943,-0.4484006615
SRX2606339,2.4044999607,-0.2048558472
SRX2606340,3.1529285587,0.1890027517
SRX2606341,5.4438148226,0.887480135
SRX2606342,6.1429198672,0.6757514961000001
SRX2606343,4.4501195309,1.2549382403
SRX2606344,5.5461194022,0.6557320590000001
SRX2606345,7.9812868635,1.1660968896
SRX2606346,1.7672306123000001,-0.0434779347
SRX2606347,-0.23679615310000002,0.07625683650000001
SRX2606348,0.8744340014,-0.4277824055
SRX2606349,2.6822763361,-0.2468492441
SRX2606350,3.5327987275,-0.13962605890000002
SRX2606351,4.9463701825,0.7073857607
SRX2606352,5.7862323487000005,0.6609463011000001
SRX2606353,0.3382769289,0.4186142403
SRX2606354,5.4532243351,0.6503173188
SRX2606355,8.6560908118,1.0134845467
SRX2606356,1.5468596366,-0.0298640773
SRX2606357,-0.3126762588,0.1446248012
SRX2606358,0.43967940580000003,-0.15746303180000001
SRX2606359,2.3796654889,0.20137986730000002
SRX2606360,2.7438019633,-0.0343688148
SRX2606361,5.2722423529,0.9707249545000001
SRX2606362,5.7265450448,0.3993095793
SRX2606363,2.2641532208,0.9706407993
SRX2606364,5.5822659109,0.7940313744
SRX2606365,8.1628701378,1.1425668882
SRX2606366,2.236938363,0.043533237
SRX3648427,0.9284458527,-0.1095824524
SRX3648428,-0.9277487453000001,-0.0480301168
SRX3648429,-0.5388155865,-0.0217877868
SRX3648430,0.4832320698,0.28039141840000004
SRX3648431,0.6857701074,0.15453781360000002
SRX3648432,0.8194310471,0.5911721837
SRX3648433,1.1142260025,0.1297838564
SRX3648434,-1.2164087024999999,0.1505362681
SRX3648435,0.105603499,0.2159945675
SRX3648436,3.4376884297,-0.5456082031
SRX3648437,4.3142343666,-0.0238608156
SRX3648438,3.9916003405,-0.020317114100000002
SRX3648439,0.5275416196,-0.0802883323
SRX3648440,-0.7424503542,0.1030790867
SRX3648441,-0.2489716482,0.0880094262
SRX3648442,4.0704233533,0.4481053451
SRX3648443,5.1365644907,0.5934123929
SRX3648444,5.3160045301,0.761819859
SRX3648445,1.8649056969000002,0.0598532212
SRX3648446,-0.1301412416,-0.0030802378000000003
SRX3648447,0.2235312915,0.1198514792
SRX3648448,1.5945610958,-0.0261188236
SRX3648449,1.4075826693,-0.0985384562
SRX3648450,-0.9475452967,-0.0131742708
SRX3648451,-1.4261082737000002,-0.1884805193
SRX3648452,-0.2026994697,0.22626043380000002
SRX3648453,-0.4257907251,0.10005163610000001
SRX3648454,6.5549280538,-0.1431841688
SRX3648455,7.0197677725,0.0702112706
SRX3648456,7.0522769793,0.32302333920000004
SRX3648457,1.1083622151,0.39853119540000004
SRX3648458,-0.6187647234,0.452688464
SRX3648459,-0.5035640475000001,0.232573422
SRX3648460,1.7724523559,-0.2717403462
SRX3648461,-0.442810266,-0.1987822045
SRX3648462,-0.2885972133,0.1840287157
SRX3648463,0.9234351393,0.0472339367
SRX3648464,-1.3428050116999999,0.2243456198
SRX3648465,-0.7947506551,0.20052850460000002
SRX3648466,1.2850196481,-0.08266554470000001
SRX3648467,-1.0677032838,-0.0267956199
SRX3648468,-0.12929185170000002,0.1546947227
SRX3648469,-3.269522802,-0.8340276688
SRX3648470,-2.3725950428,0.15086518770000001
SRX3648471,-1.580339922,0.6583792687000001
SRX3648472,2.9371775023,-0.8374018176
SRX3648473,2.9611346884,-0.6283299894000001
SRX3648475,0.9028741363,-0.0495916519
SRX3648476,-0.1067925374,0.1313594072
SRX3648477,-0.3797234758,0.0518787443
SRX3648478,3.2076257956,-0.1262707687
SRX3648479,1.6315841148999999,-0.0665697135
SRX3648480,1.9686290039,0.044434852600000005
SRX3648481,2.0384514247,-0.1098248218
SRX3648482,4.8296829918,0.0501596314
SRX3648483,5.0387507718,-0.11138755400000001
SRX1429221,-0.7242660314,0.0428858036
SRX1429222,0.33204127840000003,-0.1822782981
SRX1429223,0.39222475300000004,0.1393924945
SRX1429224,-0.1542484153,0.17244483630000002
SRX1429225,-0.6596708487,-0.052047677300000005
SRX1429226,-0.8631007825,-0.006047011000000001
SRX1429227,-1.1603631804,0.3144417668
SRX1429228,-0.858036821,0.286964843
SRX1429229,-1.3520677612,0.3500022479
SRX1429230,-1.2659459834,0.6826389548
SRX1429231,-0.6791578998000001,0.6623622084
SRX1429232,-0.9082894279,0.5745719741
SRX1429233,-0.2670556095,0.6452799474
SRX1429234,-0.2389074008,0.6599185799
SRX1429235,-0.6707184533,0.5532030411000001
SRX1429236,-0.5876377643,0.3842368197
SRX1429237,0.0645790711,0.6311871124
SRX1429238,0.3263832601,0.8838301462
SRX1429239,0.47487572980000003,0.7950348996000001
SRX1429240,0.2804034245,1.0030423824
SRX1429241,0.3459510463,0.7574631112
SRX1429242,1.7112704364,1.048030196
SRX1429243,0.7225067895,0.8296768974000001
SRX1429244,0.11141095170000001,0.8565346580000001
ERX2339161,-0.6038991778,-0.050355353400000004
ERX2339162,0.6038991778,0.050355353400000004
ERX2339163,-6.7768942552,-2.1119269519
ERX2339164,-4.5064846187,-2.7079186462
ERX2339165,-2.528958114,-2.0599374571
ERX2339166,-2.2393329209,-0.5336826832
ERX2339167,-2.8716697324,-0.9226133366
ERX2339168,0.8325251987000001,-0.1438285595
ERX2339169,1.3332700119,-0.1186310993
ERX2339170,-6.1527388672,-2.1103163342
ERX2339171,-4.5368582961,-2.6092264001
SRX7656012,-1.2544746386,0.0513113422
SRX7656013,-0.58355775,-0.0869460423
SRX7656014,-1.3703674061,0.3490304219
SRX7656015,-2.2832950565,0.5106742377
SRX7656016,-1.1185305738,0.26877238130000003
SRX7656017,-0.7211473834000001,0.110038192
SRX7656018,-0.704712593,-0.1177218332
SRX7656019,-1.7526585307,0.3971580388
SRX7656020,-1.1646063335,0.13920593950000001
SRX7656021,-1.1801391921,-0.27187338180000004
SRX7656022,-1.5129950553,-0.22405781090000002
SRX7656023,-1.8826602943,0.0325719264
SRX7656024,-6.1686085023,0.1778928052
SRX7656025,-5.3715672097,0.0566037717
SRX7656026,-5.6010485188,-0.1065512549
SRX7656027,-1.1158470684,-0.032985632
SRX7656028,-1.1620779676,-0.053813253000000005
SRX7656029,-0.8831555772,-0.1307967667
SRX7656030,-1.7632610347000002,-0.0020783477
SRX7656031,-0.8418950754000001,-0.07441133100000001
SRX7656032,-0.162923016,-0.1469614404
SRX7656033,-0.8512970185000001,-0.128488238
SRX7656034,-0.7087564219,-0.1179713701
SRX7656035,-1.5241591288,0.0478019998
SRX7656036,-1.0510321275,0.0856711621
SRX7656037,-1.0711744217999999,0.0622383706
SRX7656038,-0.37116138400000004,-0.35933704050000004
SRX7656039,0.8248999793,-0.0193184266
SRX7656040,-0.2639797786,0.0729189309
SRX7656041,-0.5609202007,-0.053600504300000004
SRX7656042,1.3221100088,-0.1359322567
SRX7656043,1.2135162011,0.0828238266
SRX7656044,1.4635280743,-0.1804795939
SRX7656045,1.8396174799,-0.1202148653
SRX7656046,1.083167712,-0.1359232601
SRX7656047,1.17360649,0.19765770500000002
SRX7656048,0.9415080688,-0.33961882190000003
SRX7656049,1.2924865171,-0.13936111010000002
SRX7656050,0.8224653635,0.3672948766
SRX7656051,-3.6254382266,-0.4625691442
SRX7656052,-3.3161943430000003,-0.4620369133
SRX7656053,-3.1315833301,-0.2827739771
SRX7656054,-1.2685708458,0.37398739410000004
SRX7656055,-1.9396837133,0.4999815476
SRX7656056,-1.9743645637,0.4428776795
SRX7656057,-1.1648441085,0.562825558
SRX7656058,-1.0527071576,0.4942073527
SRX7656059,-1.5695738201,0.2192824639
SRX7656060,-1.7912290191,0.5200003693
SRX7656061,-1.765797444,0.5699118759
SRX7656062,-1.7668846473,0.4067639771
SRX7656063,-6.6675188976,-0.2761254729
SRX7656064,-6.8433494869,0.0883478613
SRX7656065,-5.4631342183000005,0.0672905969
SRX7656066,-0.2553377502,0.5221454351
SRX7656067,0.0336894512,0.6863782031
SRX7656068,-0.34287716100000004,0.6767157933
SRX7656069,0.2884327055,0.5033566268
SRX7656070,-0.2333557273,0.43029218010000003
SRX7656071,-0.2591645269,0.7796684888000001
SRX7656072,-0.34895868950000003,0.4293300008
SRX7656073,-0.7545295814,0.3892367698
SRX7656074,-0.6786369348,0.7481391902000001
SRX7656075,-6.1375457862,-0.13003305980000002
SRX7656076,-4.7766368534,0.0230975465
SRX7656077,-5.1978063323,-0.1000689082
SRX7656078,1.7742604335,-0.42575324210000004
SRX7656079,2.4854586676,-0.0177884807
SRX7656080,2.5291584864,0.0540104973
SRX7656081,2.3414685482,-0.2864824272
SRX7656082,2.0886130564,-0.015236430200000001
SRX7656083,3.0318800363,-0.2212091868
SRX7656084,2.3003567477,-0.046735871000000005
SRX7656085,2.8376925717,-0.10404461470000001
SRX7656086,1.762856898,0.20967920180000002
SRX7656087,-4.1997816266,-0.3303714175
SRX7656088,-3.7367211623000003,-0.548676069
SRX7656089,-3.5739775437,-0.4626373798
SRX7656090,0.35259294100000005,-0.2899811677
SRX7656091,0.5616212545,-0.054036645
SRX7656092,0.0164835193,-0.29816129950000003
SRX7656093,0.33784247640000004,-0.0537578945
SRX7656094,0.048654900200000004,0.17500917940000002
SRX7656095,-0.012144338000000001,-0.1449750438
SRX7656096,-0.6284499022000001,-0.2794160821
SRX7656097,-0.9159306901000001,-0.0140554662
SRX7656098,-0.7775123765,-0.15843769200000002
SRX7656099,-5.7663959044,-0.33434673940000004
SRX7656100,-6.5405105735,-0.1110519684
SRX7656101,-6.0537657241,-0.47186819210000003
SRX7656102,-1.3291052933,0.1273913682
SRX7656103,-0.5647515667,-0.26248618090000003
SRX7656104,-1.4790938437,-0.0815878183
SRX7656105,-6.0798790817,-0.3751351465
SRX7656106,-6.3971168842,-0.2448707787
SRX7656107,-6.5616756641,-0.274837473
SRX7656108,-1.4909783978,0.0714958391
SRX7656109,-0.978118248,0.39445175590000003
SRX7656110,-1.7158574849,-0.0387595019
SRX7656111,-1.15348752,0.3341014524
SRX7656112,-1.0692850996,0.3814624643
SRX7656113,-1.1363264271,0.3175741984
SRX7656114,-1.1932652435,0.3048933442
SRX7656115,-0.8651650825,0.1552133722
SRX7656116,-1.1111146258,0.3594618288
SRX7656117,-5.6356729006,-0.5141998207
SRX7656118,-5.7322433509,-0.0088417439
SRX7656119,-6.8911660319,0.0173028694
SRX7656120,-0.0164199091,-0.1767621886
SRX7656121,-0.3726292436,-0.1277168554
SRX7656122,-0.2888077961,0.0718798649
SRX7656123,0.2102895905,-0.2550132953
SRX7656124,0.8068931437,-0.3796180726
SRX7656125,0.46438877850000004,-0.0759022256
SRX7656126,-0.6401752525000001,-0.0044772027
SRX7656127,0.3662764384,-0.4587044401
SRX7656128,0.4115248334,-0.2070214893
SRX7656129,-5.7683177333,-0.5357620558
SRX7656130,-5.3316142139,-0.2705490695
SRX7656131,-4.7986552663,-0.1105367419
SRX7656132,-4.9124991474,-0.48439881100000004
SRX7656133,-4.8011116338,-0.0306526459
SRX7656134,-5.3744355464,-0.1347534496
SRX7656135,0.28691909260000004,-0.4437627215
SRX7656136,0.1620769729,-0.2970296666
SRX7656137,0.8598288318,-0.19299523640000002
SRX7656138,0.7302381676,-0.2522721412
SRX7656139,0.2399483801,-0.1070533815
SRX7656140,0.3981626988,-0.041871716600000004
SRX7656141,0.1870876609,-0.5477419096
SRX7656142,0.2875467664,-0.28668098210000004
SRX7656143,-0.28948839460000003,-0.34730901810000003
SRX7656144,-4.7725273866,0.1488040988
SRX7656145,-4.6082917233,0.0658841087
SRX7656146,-4.4227768235,-0.6287781290000001
SRX5388319,-0.4845276875,-0.07487166890000001
SRX5388320,-0.4821961329,-0.10462704410000001
SRX5388321,0.9667238205,0.1794987129
SRX5388322,-0.4770537567,-0.025481426
SRX5388323,0.345636057,0.0009318210000000001
SRX5388324,1.9037900247000001,0.21661082140000001
SRX5388325,-0.4585034555,-0.061670492900000005
SRX5388326,1.5595262665,0.1315192024
SRX5388327,2.7574027379,0.1959402646
SRX8708326,2.1256481528,3.187953091
SRX8708328,-2.2392539358,0.30675340090000003
SRX8708335,0.33633182980000004,-0.0990985063
SRX8708336,0.9530164876,-0.0957838824
SRX8708337,0.9499056185,-0.11187101220000001
SRX8708338,0.3473206445,1.2053698903
SRX8708339,1.1138158372,1.0577911285
SRX8708340,1.5205631502,1.0938835317
SRX8708365,-0.051953947300000004,0.650280952
SRX8708366,-0.1465757748,0.7237667269
SRX8708368,-0.1813959641,0.6665305936
SRX8708369,1.3285108183,0.014221624300000001
SRX8708370,1.613655644,-0.013034951500000001
SRX8708371,1.7118070867,0.0032170762
SRX4166001,-0.0893548328,-0.029627726700000002
SRX4166002,0.1289888762,-0.22218630690000002
SRX4166003,-0.0396340434,0.2518140337
SRX4166004,-0.4702931376,1.0059027938
SRX4166005,-0.6908068712000001,0.9841328456
SRX4166006,-0.2883064213,1.2226287842
SRX4166007,-0.9316558271000001,0.6959199159
SRX4166008,-0.1796018524,0.8606566303000001
SRX4166009,-0.6839880549,0.3062312542
SRX4166010,-1.4045459131,0.2142022771
SRX4166011,1.4408193788,0.060068715
SRX4166012,0.5374026104,0.1362898358
SRX5000481,0.1922671889,-0.0315846233
SRX5000482,0.0385643663,0.0268821749
SRX5000483,2.7221469164,0.2251863412
SRX5000484,2.2215517194,0.0222271559
SRX5000485,3.0092528049,0.2330369331
SRX5000486,2.7229465959,0.1889492552
SRX5000487,1.1125299178999999,0.2760095536
SRX5000488,1.2253822227,0.19997774810000002
SRX5000489,1.8935474962,0.2504800649
SRX5000490,2.0381349469,0.0406916586
SRX5000491,0.6169213729,0.09282969640000001
SRX5000492,4.3540068356,0.5997682400000001
SRX5000493,4.2585311788,0.5085276293000001
SRX5000494,4.941247512,0.5522183349
SRX5000495,3.8833988131,0.5411920163
SRX5000496,4.0782899372,0.5194672702
SRX5000497,-0.1777204117,0.1308710674
SRX5000498,0.1388233147,-0.1071402765
SRX5000499,4.2123694396,0.5152560777
SRX5000500,0.038897097000000005,-0.0237307909
SRX5000501,1.1872854687,0.16117239500000002
SRX5000502,1.7746231407000002,0.3140081146
SRX5000503,1.380718308,0.3535269539
SRX5000504,1.1251611887,0.0482553947
SRX5000505,1.3638264654,0.1795510051
SRX5000506,1.4301188279,0.0775274767
SRX5000507,1.3404859209,0.3834790521
SRX5000508,0.2915960378,0.1084996979
SRX5000509,1.311506344,-0.0698985379
SRX5000510,1.394990621,-0.120339495
SRX5000511,1.1875048523,-0.0523228338
SRX5000512,0.6726496759,0.2746156393
SRX5000513,0.8339284057,0.28040497200000003
SRX5000514,1.9589383175,0.0771193474
SRX5000515,1.1416767383,0.3019106915
SRX5000516,1.5791718439,0.17117419420000002
SRX4124772,-3.3316185525,-0.38978432490000003
SRX4124773,-1.9114106706,-0.16126131940000002
SRX4124774,-0.5401812088,0.1276258569
SRX4124775,0.5401812088,-0.1276258569
SRX5323946,-0.0423674464,0.1004737856
SRX5323947,0.0423674464,-0.1004737856
SRX5323948,0.2825195286,1.0436731906
SRX5323949,0.5791577411000001,1.0197977379
SRX5323950,-0.5110768584000001,0.4737914939
SRX5323951,-0.14548005590000002,0.46025441770000003
SRX5323952,0.3170284103,0.0611533836
SRX5323953,-0.0420743289,-0.1376828966
SRX5323954,-0.41328286010000004,0.1196834101
SRX5323955,0.1497243776,0.1233286596
DRX093856,-1.1104955033,-0.21196973300000002
DRX093857,-4.6883177158,2.1003875697
DRX093858,-4.8239652222,2.3666928672
DRX093859,-2.4121584237,1.8052168315000001
DRX093860,0.7334809029,0.280935421
DRX093861,-0.0034114088,0.0038517565
DRX093862,-5.2873890416,2.4514068902
DRX093863,-4.5883773862,2.6936269779
DRX093864,-2.6101943066,1.2577893631000001
DRX093865,0.17079032,-0.22106958100000001
DRX093866,1.1139069121,0.2081179766
DRX093867,-5.2532501827,2.5060192027
DRX093868,-5.0190837025,2.4922607354
DRX093869,-2.6000497086000003,1.3040766723
DRX093870,0.886273513,0.1645431725
SRX6366242,-1.1577140692,-0.2888968534
SRX6366243,-0.3382850251,-0.3478398057
SRX6366244,2.5999582224999997,0.25828380360000003
SRX6366245,0.238302067,-0.3417226644
SRX6366246,-0.7438453690000001,0.0477581709
SRX6366247,1.7691149537,0.0109197809
SRX6366248,0.9367745416000001,-0.4359361303
SRX6366249,0.488622575,-0.5469713422
SRX6366250,0.2468682288,-0.7362338889000001
SRX6366251,0.35381031300000004,-0.0790337292
SRX6366252,0.0049309498,-0.007339001600000001
SRX6366253,-0.0049309498,0.007339001600000001
SRX254739,-1.4347789846,-1.4442059574
SRX254740,-1.3978279252,-1.3738856749
SRX254741,-1.1772991613000001,-1.3696381826000001
SRX254742,-1.3253913698,-1.4166618941
SRX254743,-1.4416914411000001,-1.5025860765
SRX254744,-1.4049880728,-1.3320156529
SRX254745,-0.5006750936000001,-0.4964125641
SRX254746,-0.1711614812,-0.319491481
