,A,TrpR
cstr_pfr__str_ref2__1,-0.034100048800000005,-0.07806034440000001
cstr_pfr__str_ref3__1,0.271547291,0.0994123796
cstr_pfr__pfr_P5_0005m__1,4.1692728247,-0.15072286370000001
cstr_pfr__pfr_P5_0010m__1,4.9812392442,-0.32053035100000005
cstr_pfr__pfr_P5_0025m__1,4.4026069449000005,-0.41507663310000004
cstr_pfr__pfr_P3_0025m__1,3.3068709538,-0.1606896552
cstr_pfr__pfr_P1_0025m__1,1.7514774153000001,-0.3302855461
cstr_pfr__pfr_P5_0045m__1,3.8759617866,-0.4771383175
cstr_pfr__pfr_P5_0120m__1,2.9901072561,-0.663705105
cstr_pfr__pfr_P3_0120m__1,1.8532405173000002,-0.4201693064
cstr_pfr__pfr_P1_0120m__1,0.0070390909,-0.3782907652
cstr_pfr__pfr_P5_0210m__1,2.516749899,-0.4488904455
cstr_pfr__pfr_P5_1500m__1,2.8430651023999998,-0.6241296345
cstr_pfr__pfr_P3_1680m__1,1.6298141086,-0.4411716526
cstr_pfr__pfr_P5_1680m__1,2.9219806676999998,-0.7453437866
cstr_pfr__pfr_P1_1680m__1,0.7974188499,-0.2859954255
cstr_pfr__str_0005m__2,1.720849109,-0.2207979715
cstr_pfr__str_0010m__2,2.272564774,-0.20805383100000002
cstr_pfr__str_0025m__2,2.0144923152,-0.1817575649
cstr_pfr__str_0045m__2,1.2237541816,-0.2868664056
cstr_pfr__str_0075m__2,1.0021074897,-0.33384543510000003
cstr_pfr__str_0120m__2,0.9456218024,-0.2067751449
cstr_pfr__str_0210m__2,0.7858148019000001,-0.2752901419
cstr_pfr__str_0330m__2,0.6388785637000001,-0.15948225330000002
cstr_pfr__str_1500m__2,0.3848831401,0.2473105568
cstr_pfr__str_1560m__2,0.8642892726,-0.0579366432
cstr_pfr__str_1680m__2,0.5387162752,-0.0845055072
cstr_pfr__str_ref1__2,0.09166244,0.014599398900000001
cstr_pfr__str_ref2__2,0.2649621397,0.0027226587
cstr_pfr__str_ref3__2,0.42299535260000004,-0.0314389531
cstr_pfr__pfr_P5_0005m__2,3.6873350082,-0.4703073485
cstr_pfr__pfr_P5_0010m__2,4.9609510927,-0.4567129413
cstr_pfr__pfr_P5_0025m__2,4.1499828328,-0.325140843
cstr_pfr__pfr_P3_0025m__2,2.8936057856,-0.306608849
cstr_pfr__pfr_P1_0025m__2,1.7698260432000001,-0.5183086815
cstr_pfr__pfr_P5_0045m__2,3.5135519035,-0.3007709894
cstr_pfr__pfr_P5_0120m__2,3.1153929571,-0.5579842551
cstr_pfr__pfr_P3_0120m__2,1.9754866112,-0.5094492216000001
cstr_pfr__pfr_P1_0120m__2,0.9724768192000001,-0.3730899339
cstr_pfr__pfr_P5_0210m__2,2.246016102,-0.0340409366
cstr_pfr__pfr_P5_1500m__2,2.8403984915000002,-0.7125380882
cstr_pfr__pfr_P3_1680m__2,2.7932992118,-0.7505563574
cstr_pfr__pfr_P5_1680m__2,1.6794489867,-0.6247787563
cstr_pfr__pfr_P1_1680m__2,0.6682922731000001,-0.264856189
darobactin__daro_30m__1,-0.6926368878,0.2903091538
darobactin__daro_30m__2,-0.5708577843,0.17109648400000002
darobactin__solv_1h__1,-1.6602842869,-0.8457097937
darobactin__solv_1h__2,6.4181721031,0.6679952689
darobactin__daro_1h__1,6.3960840197,1.202088298
darobactin__solv_1h__3,-0.9482447123000001,-0.2732455026
darobactin__daro_1h__2,-0.0238513363,0.054109386
darobactin__daro_1h__3,-0.7723594387,0.5255224666
darobactin__daro_30m__3,-0.6751255431000001,0.0875970298
darobactin__solv_30m__1,0.5341033752000001,-0.1291654615
darobactin__solv_15m__1,0.0837312826,-0.3508700283
darobactin__solv_15m__2,0.141197557,0.6479188078
darobactin__daro_15m__1,-0.05478381500000001,0.0690054816
darobactin__solv_15m__3,-0.2249288395,-0.2970487794
darobactin__daro_15m__2,0.0549735857,0.08003586900000001
darobactin__daro_15m__3,-0.7695667861000001,-0.0242171569
darobactin__solv_30m__2,0.6985666770000001,-0.10740296640000001
darobactin__solv_30m__3,0.8087105875,0.37336879300000003
ddp__pNT3_aroP__1,5.9512868099,1.6411132083000002
ddp__pNT3_aroP__2,4.4056149043,1.3559010794
ddp__pNT3_bamC__1,6.0731121533,0.8577736746
ddp__pNT3_bamC__2,4.8064570782,0.2318204462
ddp__pNT3_cusA__1,4.3779813883,0.4433692688
ddp__pNT3_cusA__2,3.9275981144000003,0.4445206648
ddp__pNT3_hemX__1,1.1550549271000001,0.3244620066
ddp__pNT3_hemX__2,1.9415967904,0.006592712000000001
ddp__pNT3_empty__1,-0.0992398142,-0.0971389081
ddp__pNT3_empty__2,0.0992398142,0.0971389081
ddp__pNT3_topA__1,5.7045380501,1.1336828772
ddp__pNT3_topA__2,4.2086874989,0.46954968890000004
ddp__pNT3_yicR__1,0.6726251274,0.4872056583
ddp__pNT3_yicR__2,1.3422038978,0.2949079555
ddp__pNT3_yqjD__1,0.1633586166,0.4226778087
ddp__pNT3_yqjD__2,0.941296126,0.4503124174
ecomics__del_gabT__1,-0.1929097496,0.0275069963
ecomics__del_gabT__2,0.1929097496,-0.0275069963
ecomics__del_putP__1,-1.1130304337,-0.6047867713
ecomics__del_putP__2,-0.151745701,0.21908538560000002
ecomics__del_entF__1,-0.2175315814,0.0042609861
ecomics__del_entF__2,1.5556257787,-0.0322247141
ecomics__del_entF__3,0.6323544838,0.1858817926
ecomics__del_cysA__1,-1.3722107935,-0.8809331575
ecomics__del_cysA__2,-1.587898514,-0.42540400040000004
elyC__wt_21C__1,2.8660585466,-0.054318673500000005
elyC__wt_21C__2,2.9402547672,-0.4688642705
elyC__wt_21C__3,3.0874204322,-0.09915530010000001
elyC__wt_37C__1,-0.0388128408,0.07499801040000001
elyC__wt_37C__2,0.1404200742,-0.0681370532
elyC__wt_37C__3,-0.10160723340000001,-0.0068609571000000005
elyC__delelyC_21C__1,3.2568989682,-0.3762723834
elyC__delelyC_21C__2,3.223871656,-0.287935266
elyC__delelyC_21C__3,3.0686832003,-0.28938451730000003
elyC__delelyC_37C__1,-0.0943875679,-0.0676714794
elyC__delelyC_37C__2,0.0363012564,0.0282239534
elyC__delelyC_37C__3,-0.2481798798,0.0174853555
evo_acid_w__F9_2__1,1.0193142758,0.450889458
evo_acid_w__F11_1__1,0.6254464352,0.5125592165
evo_acid_w__F11_1__2,1.2813716715,0.850036369
evo_acid_w__F11_1__3,0.7756074992,0.9123992388000001
evo_acid_w__wt__1,0.5801209421,0.1656998171
evo_acid_w__F11_2__1,-0.4858364021,0.8839069191000001
evo_acid_w__B11_2__1,0.4412659752,0.8139344458000001
evo_acid_w__F11_2__2,-1.1888120044,1.0031235551
evo_acid_w__wt__2,-0.3795888243,-0.0160122592
evo_acid_w__B11_1__1,-1.0855911381,0.48047247590000003
evo_acid_w__H9_1__1,3.2945579748,-0.3897005202
evo_acid_w__H9_2__1,-0.1750181886,0.6877915005
evo_acid_w__B11_2__2,0.6925827511,0.8182522867
evo_acid_w__wt__3,-0.49476990930000003,-0.0376770442
evo_acid_w__H9_2__2,0.0151127662,0.7038989969
evo_acid_w__B11_2__3,0.6511944291,0.6356252953
evo_acid_w__F11_2__3,-1.2532608011,0.8310684081
evo_acid_w__F9_2__2,1.4133952873,0.18503094250000002
evo_acid_w__wt__4,0.6157072445,0.2133578962
evo_acid_w__wt__5,0.6163239822000001,-0.0407348029
evo_acid_w__wt__6,-0.100393805,0.030601493
evo_acid_w__H9_1__2,3.3939413174,-0.3255396179
evo_acid_w__F9_1__1,1.4142633713000001,0.5746989438
evo_acid_w__F9_1__2,1.8750489967,0.8377850680000001
evo_acid_w__B11_1__2,-1.1995977812,0.6772242471000001
evo_acid_w__H9_2__3,-0.6088607558,0.8340252494
evo_acid_w__wt__7,-0.1257191961,0.4577723463
evo_acid_w__F9_1__3,1.6447149395,0.708287997
evo_acid_w__F9_2__3,1.0846780639,0.3716751737
evo_acid_w__wt__8,-0.68699999,-0.40261060460000003
evo_acid_w__B11_1__3,-0.5116176196000001,0.5089581372
evo_acid_w__wt__9,-0.0246804441,-0.3703968416
evo_bz__c3_1_bz__1,0.32673997650000003,-0.2476114495
evo_bz__c3_1_bz__2,2.3326229315,-0.3013199914
evo_bz__c3_1_bz__3,0.9952273835000001,-0.4120610004
evo_bz__c3_1_bz__4,0.8917311837,-0.1542050032
evo_bz__g5_1_bz__1,2.2725218024,-0.1294423204
evo_bz__g5_1_bz__2,0.5691850523,-0.519301663
evo_bz__g5_1_bz__3,1.8868170714999999,-0.369244624
evo_bz__g5_1_bz__4,2.6443107074,-0.5008982674
evo_bz__g5_1_bz__5,2.3803939879,-0.42437022490000004
evo_bz__g5_1_bz__6,2.3892572574,-0.5022706736
evo_bz__w3110d13__1,-0.5112628884,-0.025967670300000002
evo_bz__w3110d13__2,-0.035372488300000005,-0.11022321480000001
evo_bz__w3110d13__3,0.4034554811,-0.1953428425
evo_bz__w3110d13__4,-0.27572128900000004,0.056214818900000005
evo_bz__w3110d13__5,0.2249799921,0.28225758700000003
evo_bz__w3110d13__6,0.19392119260000001,-0.0069386783
evo_bz__w3110d13_bz__1,0.2882309161,-0.38258752160000004
evo_bz__w3110d13_bz__2,0.8050236644000001,-0.4013706985
evo_bz__w3110d13_bz__3,1.4289535975,-0.169536708
evo_bz__w3110d13_bz__4,0.5573631872,-0.5565580778
evo_bz__c3_1_bz__5,0.5868932135,-0.059581958000000004
evo_bz__c3_1_bz__6,0.5758739549,-0.1895762759
evo_bz__g5_2_bz__1,2.6591258014,-0.6802813542
evo_bz__g5_2_bz__2,2.5858233437,-0.6495084932
evo_bz__g5_2_bz__3,1.5768921864,-0.6330277237
evo_bz__g5_2_bz__4,-0.0575548577,-0.2975499391
evo_bz__g5_2_bz__5,-0.2433242187,-0.49338317190000003
evo_bz__g5_2_bz__6,0.5560749965,-0.53767715
evo_bz__w3110d13_bz__5,1.1434508068,-0.0947322146
evo_bz__w3110d13_bz__6,1.3904566549,-0.1490177533
evo_bz__a1_1_bz__1,0.8317678139,0.159549615
evo_bz__a1_1_bz__2,0.9062212502,-0.3065532009
evo_bz__a1_1_bz__3,1.1788852847,0.36129628540000003
evo_bz__a1_1_bz__4,0.3885523591,-0.3032207552
evo_bz__a1_1_bz__5,1.3393773788,0.035387230400000004
evo_bz__a1_1_bz__6,1.0619577052,0.3431454178
evo_metab__wt__1,-1.1351338531,0.0371523758
evo_metab__del_zwf__1,-2.0415529537,0.26437038830000004
evo_metab__zwf_ale1__1,-1.5788689469000001,0.5699072453
evo_metab__zwf_ale2__1,-1.8872260748,0.015418907400000001
evo_metab__del_ppk__1,-0.9154114828000001,-0.1195678161
evo_metab__ppk_ale1__1,0.4679790093,0.3059950788
evo_metab__ppk_ale2__1,-2.2634152076,0.0579042772
evo_metab__ppk_ale3__1,-1.3970493013,-0.5180187111
evo_metab__del_dapF__1,-1.748182394,-0.6499468414
evo_metab__dapF_ale1__1,-0.6748935337,-0.4296275913
evo_metab__dapF_ale3__1,0.44636827020000003,0.1503645231
evo_metab__del_entC__1,-0.7292402174,0.20509359570000002
evo_metab__entC_ale1__1,-1.1486325451,0.4795970143
evo_metab__entC_ale2__1,-1.5606634951,0.3872745155
evo_metab__del_dgk__1,-0.5210486717,-0.1465025108
evo_metab__dgk_ale1__1,-0.4096394112,0.7136300441
evo_metab__dgk_ale2__1,-0.286310071,0.7057304918
evo_metab__dgk_ale3__1,-0.9665927682000001,0.2432884998
evo_metab__wt__2,1.0435027655,0.2959989939
evo_metab__del_zwf__2,-4.4876823167,0.1512968797
evo_metab__zwf_ale1__2,-0.39338092560000004,0.9217454557
evo_metab__zwf_ale2__2,1.1523302648,1.1521429017
evo_metab__del_ppk__2,0.855784587,0.7259193232000001
evo_metab__ppk_ale1__2,1.4355779158,1.0177708291
evo_metab__ppk_ale2__2,0.2324173851,0.8181098278000001
evo_metab__ppk_ale3__2,-0.4293500428,0.7548875821000001
evo_metab__del_dapF__2,-4.2947875645,-0.1325001956
evo_metab__dapF_ale1__2,-4.7959057798,0.7729097775
evo_metab__dapF_ale3__2,-4.7212093374,0.1913862096
evo_metab__del_entC__2,1.4791929074,0.8924567662
evo_metab__entC_ale1__2,-0.49713825440000003,0.2539866182
evo_metab__entC_ale2__2,1.8027967765000001,0.1076155901
evo_metab__entC_ale3__1,0.6702872048,1.2372622897
evo_metab__del_dgk__2,-1.0223649678,0.3218609791
evo_metab__dgk_ale1__2,0.1481920477,0.8519628880000001
evo_metab__dgk_ale2__2,0.8226908326,1.2330038479
evo_metab__dgk_ale3__2,3.5107990437,0.9676972141
evo_metab__wt__3,0.09163108760000001,-0.3331513696
evo_metab__del_zwf__3,1.2424621249,0.7073985079
evo_metab__zwf_ale1__3,-0.6946509435,0.8552079327000001
evo_metab__zwf_ale2__3,0.1196604832,0.8338059226000001
evo_metab__del_ppk__3,-0.5692555948,0.6332928635
evo_metab__ppk_ale1__3,0.6036902824,1.6476617688
evo_metab__ppk_ale2__3,0.8513997339,1.3308436853
evo_metab__ppk_ale3__3,-0.24191663630000002,1.1447996564
evo_metab__del_dapF__3,-4.277478694,0.2184955906
evo_metab__dapF_ale1__3,-4.4357204168,0.5261351588000001
evo_metab__dapF_ale3__3,-4.8043944161,0.3521649773
evo_metab__del_entC__3,1.8009614737000001,0.5786699233
evo_metab__entC_ale1__3,-1.7344877839000001,0.2906037233
evo_metab__entC_ale2__3,-1.2008253087,0.7403311578
evo_metab__entC_ale3__2,1.7944659752,1.0756535231
evo_metab__del_dgk__3,-2.0258786885,0.1664294588
evo_metab__dgk_ale1__3,-1.6584747372000002,0.7893539815
evo_metab__dgk_ale2__3,-0.5005890115,0.7357045035
evo_metab__dgk_ale3__3,2.6653297601,1.0845596608
flag_reg__wt__1,-0.048122877800000005,0.1326703955
flag_reg__del_fliA__1,0.2664597559,-0.5557820487
flag_reg__del_flhC__1,0.7442125153,-0.4907033485
flag_reg__del_flhD__1,0.073583799,-0.2969724348
flag_reg__wt__2,0.048122877800000005,-0.1326703955
flag_reg__del_fliA__2,0.2339948615,-0.34105146080000004
flag_reg__del_flhC__2,0.2401490249,-0.1222647631
flag_reg__del_flhD__2,0.4442358543,-0.4632735176
flgM__27C__1,-0.8764225162,-0.5583690953
flgM__27C__2,-0.13485079,-0.4609701371
flgM__27C__3,-0.1258657262,-0.49611551010000005
flgM__32C__1,-1.8788234932,-0.20864513540000001
flgM__32C__2,0.7382562209,-0.15848435330000002
flgM__32C__3,0.1836819349,-0.2495388735
flgM__37C__1,-0.2471624704,-0.0601379474
flgM__37C__2,-0.2090969386,-0.0363903835
flgM__37C__3,0.456259409,0.0965283309
flgM__42C__1,-1.5461187111,-0.1045492865
flgM__42C__2,-2.1412582835,-0.1008981381
flgM__42C__3,-2.3370814176,0.13584371920000002
histone__untreated__1,-0.1122467627,0.1999898436
histone__untreated__2,-0.7067192745,-0.09244297700000001
histone__untreated__3,0.8189660372,-0.1075468665
histone__10ug_H2A__1,-0.06387572100000001,0.1273554861
histone__10ug_H2A__2,-0.4115592723,0.0317283816
histone__10ug_H2A__3,0.6678444757,0.2026813117
histone__50ug_H2A__1,-1.237530419,0.45546472870000004
histone__50ug_H2A__2,-1.6137406734000002,0.7900755317
histone__50ug_H2A__3,-1.9541267956000001,0.5504131981
histone__100ug_H2A__1,-1.8434658207,0.2609132501
histone__100ug_H2A__2,-2.0064090218,0.5662209116
histone__100ug_H2A__3,-2.2621715348,0.3967496654
hns__del_hns_spike__1,0.21947771470000002,-0.5338374951
hns__del_hns_spike__2,-1.3384125538,-0.5676595515
hns__del_hns__1,0.0407339839,-0.5383582346
hns__del_hns__2,-1.6890163979000001,-0.5742832294
hns__wt_spike__1,0.5999064176000001,0.2129820077
hns__wt_spike__2,-1.4016426375,-0.1525819717
hns__wt__1,0.49778224940000004,-0.2573037341
hns__wt__2,-0.49778224940000004,0.2573037341
hns_stpA__evo100G4_delhns_delstpA__1,-2.0106619347,-2.1984473341
hns_stpA__evo100G4_delhns_delstpA__2,-1.9798181513,-1.9177713419
hns_stpA__evo100G12_delhns_delstpA__1,-0.6400364016,-1.8852346004
hns_stpA__evo100G12_delhns_delstpA__2,-3.2068224042,-2.1538083292
hns_stpA__delhns_delstpA_delrpoS__1,0.0206358876,-2.4584409606
hns_stpA__delhns_delstpA_delrpoS__2,0.19714844780000002,-2.062458542
hns_stpA__wt__1,0.26951807040000003,0.054034188100000005
hns_stpA__wt__2,-0.26951807040000003,-0.054034188100000005
hns_stpA__delhns_delstpA__1,-5.5783648851,-3.3366652773
hns_stpA__delhns_delstpA__2,-5.5763925693,-3.2528988505
hu__wt_log_pH7__1,0.2920405679,1.0238853675
hu__wt_log_pH7__2,0.2046030983,0.7075172905
hu__wt_log_pH7__3,0.8258184686000001,1.435309561
hu__wt_lag_pH7__1,0.6205211629,-0.010347736100000001
hu__wt_lag_pH7__2,0.9675902676,-0.1185243442
hu__wt_lag_pH7__3,-1.5881114305000001,0.1288720804
hu__delhupA_lag_pH7__1,0.8842235729000001,-0.0125550433
hu__delhupA_lag_pH7__2,1.4412757592,-0.0079048177
hu__delhupA_lag_pH7__3,-1.5198687765,0.0806016462
hu__delhupB_lag_pH7__1,0.5831857386,0.11021656020000001
hu__delhupB_lag_pH7__2,1.2887646386,-0.2611083697
hu__delhupB_lag_pH7__3,-1.8549265071,0.0207201724
hu__delhupAhupB_lag_pH7__1,1.4427266174,-0.11131950410000001
hu__delhupAhupB_lag_pH7__2,0.9163278466,-0.1214617806
hu__delhupAhupB_lag_pH7__3,-0.5740000256000001,-0.2226276443
hu__hupAE34K_hupB_lag_pH7__1,0.9461849199000001,-0.0765777197
hu__hupAE34K_hupB_lag_pH7__2,1.9668515645,0.1876415586
hu__hupAE34K_hupB_lag_pH7__3,-1.0672399741,0.2549267961
hu__hupAE34K_delhupB_lag_pH7__1,0.8125123062,-0.0369882251
hu__hupAE34K_delhupB_lag_pH7__2,1.577285559,0.10815553900000001
hu__hupAE34K_delhupB_lag_pH7__3,-1.2313893865,0.23743595650000002
hu__wt_lag_pH5__1,2.0505103451,0.6023840659
hu__wt_lag_pH5__2,3.8817338243,1.0937097828
hu__wt_lag_pH5__3,2.4406328164,1.18967023
hu__delhupA_lag_pH5__1,2.7817837166,0.7691284062
hu__delhupA_lag_pH5__2,2.8853366483,0.862255749
hu__delhupA_lag_pH5__3,2.3944492188,0.7725539883
hu__delhupAhupB_lag_pH5__1,2.685336591,0.5188064901
hu__delhupAhupB_lag_pH5__2,3.3693242251,0.7199180886000001
hu__delhupAhupB_lag_pH5__3,1.7913931614,0.6108809076
hu__hupAE34K_hupB_lag_pH5__1,2.149312419,0.7883313007
hu__hupAE34K_hupB_lag_pH5__2,1.8412629695,0.7739801063
hu__hupAE34K_hupB_lag_pH5__3,2.0729168748,1.0426205213
hu__hupAE34K_delhupB_lag_pH5__1,1.8135813243,0.6725676765
hu__hupAE34K_delhupB_lag_pH5__2,3.9205006043,0.9398550688
hu__hupAE34K_delhupB_lag_pH5__3,2.6643717269,0.9679530438
hyperpersistence__low_GFP__1,1.2030719912,-1.0327546565
hyperpersistence__wt__1,0.3619762861,-0.1196124132
hyperpersistence__high_GFP__1,1.1714218677,-0.6489368543
hyperpersistence__pth_mut__1,0.49152486640000004,-0.3745027218
hyperpersistence__pth_mut__2,0.47693958890000004,-0.5786014195
hyperpersistence__metG_mut__1,0.744069748,-0.1390180409
hyperpersistence__metG_mut__2,0.2253079787,0.135035746
hyperpersistence__high_GFP__2,1.3053362466,-0.9551098517000001
hyperpersistence__wt__2,-0.3619762861,0.1196124132
hyperpersistence__low_GFP__2,0.9690207675,-0.8679892250000001
kan_efg__cpxAF218Y__1,-0.5050679542000001,-0.0857622946
kan_efg__cpxAF218Y__2,-0.2333784489,0.1989129615
kan_efg__cyaAN600Y__1,0.479757172,-0.38479767270000004
kan_efg__cyaAN600Y__2,0.9307867586,0.0824148294
kan_efg__fusAA608E__1,1.5289562199,-0.20526967170000002
kan_efg__fusAA608E__2,0.7664400745000001,-0.10413100680000001
kan_efg__fusAA608E_cpxAF218Y__1,0.7685445046,-0.48466656090000004
kan_efg__fusAA608E_cpxAF218Y__2,1.2176679451,0.0834050647
kan_efg__fusAA608E_cyaAN600Y__1,1.0692526877,-0.7424962275
kan_efg__fusAA608E_cyaAN600Y__2,0.4241272871,-0.1319303715
kan_efg__fusAA608E_rpoDL261Q__1,0.3313684727,-0.2126579921
kan_efg__fusAA608E_rpoDL261Q__2,1.0265105483,-0.0633050855
kan_efg__fusAA608E_topAS180L__1,3.3883926841,-0.30605736710000003
kan_efg__fusAA608E_topAS180L__2,3.7362184882,-0.1674566341
kan_efg__rpoDL261Q__1,-0.1341523289,0.134633695
kan_efg__rpoDL261Q__2,0.4445252684,0.48175102000000003
kan_efg__wt__1,-0.028449694100000002,-0.1715015447
kan_efg__wt__2,0.028449694100000002,0.1715015447
lrp__wt_min_log__1,0.11288845930000001,0.013097889500000001
lrp__wt_min_log__2,-0.11288845930000001,-0.013097889500000001
lrp__wt_min_trans__1,-3.8471161522,-0.8439028086
lrp__wt_min_trans__2,-5.1343267422,-0.7327967894
lrp__wt_min_stat__1,-10.6040380309,-3.2353184229
lrp__wt_min_stat__2,-10.6985983108,-2.6771488719
lrp__wt_liv_log__1,-1.4713495862000001,0.19229254340000002
lrp__wt_liv_log__2,-1.3843083731,-0.0870328633
lrp__wt_liv_trans__1,-1.8643698637,-0.37014925800000004
lrp__wt_liv_trans__2,-0.5927038433,-0.5347797241
lrp__wt_liv_stat__1,-9.7650813243,-4.2310040049
lrp__wt_liv_stat__2,-9.5489539496,-3.8205953260000003
lrp__wt_rich_log__1,-7.9488546629000005,-1.1206065452
lrp__wt_rich_log__2,-7.9326721272,-0.9175249482000001
lrp__wt_rich_trans__1,2.2736811287,0.1951016556
lrp__wt_rich_trans__2,7.1013948,-0.3133819123
lrp__wt_rich_stat__1,-10.515891942,-0.5593704308
lrp__wt_rich_stat__2,-9.7697218443,-1.6330091483
lrp__dellrp_min_log__1,1.8393974871,0.23720371640000001
lrp__dellrp_min_log__2,1.8964724386,0.3703124323
lrp__dellrp_min_trans__1,-3.3080024188,-0.7287046852
lrp__dellrp_min_trans__2,-3.1865534716,-0.8371115941
lrp__dellrp_min_stat__1,-9.696963796,-2.8894936427
lrp__dellrp_min_stat__2,-9.9705953185,-3.4333361114
lrp__dellrp_liv_log__1,-0.3832202726,0.0040936912
lrp__dellrp_liv_log__2,1.0965621612,-0.058130677000000006
lrp__dellrp_liv_trans__1,-1.2311056712,-0.571906824
lrp__dellrp_liv_trans__2,-1.0468527324,-0.313992078
lrp__dellrp_liv_stat__1,-9.5030681006,-3.3639486629
lrp__dellrp_liv_stat__2,-9.4580861068,-3.576395549
lrp__dellrp_rich_log__1,-7.7128167327,-0.8397913305
lrp__dellrp_rich_log__2,-7.9053568566,-1.1916133999
lrp__dellrp_rich_trans__1,1.9457875994,-0.5034039158
lrp__dellrp_rich_trans__2,3.1648250455,-0.49051270490000004
lrp__dellrp_rich_stat__1,-8.8428072318,-2.1144419333
lrp__dellrp_rich_stat__2,-7.9812018451,-1.564204482
mazF_circuit__t0__1,0.0743857981,0.08730547870000001
mazF_circuit__t2__1,0.29203723330000003,1.2685489158
mazF_circuit__t4__1,0.016669976,0.9873204096
mazF_circuit__t6__1,0.6328759179,0.65493035
mazF_circuit__t8__1,-0.5749481083,0.8444521573
mazF_circuit__t0__2,-0.0743857981,-0.08730547870000001
mazF_circuit__t2__2,0.6527609624,0.5359811814000001
mazF_circuit__t4__2,-0.6953706575,1.3292461133
mazF_circuit__t6__2,-2.064550953,0.5508950608000001
mazF_circuit__t8__2,0.2348427482,0.34087568030000004
mazF_ribo__emptyvec_mrna_5m__1,-0.29840981510000003,-0.0596791762
mazF_ribo__emptyvec_mrna_5m__2,0.29840981510000003,0.0596791762
mazF_ribo__mazF_mrna_5m__1,-7.6802791566,-1.079577646
mazF_ribo__mazF_mrna_5m__2,-8.0191814606,-0.9667391734
mazF_ribo__emptyvec_total_5m__1,2.9724386315,-0.11755468890000001
mazF_ribo__emptyvec_total_5m__2,2.2968848912,-0.4895019572
mazF_ribo__mazF_total_60m__1,-13.5625582661,-0.9388377791
mazF_ribo__mazF_total_60m__2,-13.3275144167,-1.2996176696
mercury__ctrl_t00__1,-0.0705561284,-0.2238012551
mercury__ctrl_t10__1,-0.26320555030000004,-0.604986832
mercury__ctrl_t30__1,-1.0816462276,-0.2893497457
mercury__ctrl_t60__1,-0.8113206966000001,0.4546164641
mercury__hg_t10__1,-5.1435147634,-1.799304827
mercury__hg_t30__1,-7.1463195064,-0.6855936486
mercury__hg_t60__1,-5.7565470016999996,0.1813170479
mercury__pma_t10__1,-6.2548806878,-0.058969827700000005
mercury__pma_t30__1,-7.4424459628,0.11985698010000001
mercury__pma_t60__1,2.0998729317000002,-0.1651115656
mercury__ctrl_t00__2,0.045913837000000006,0.2055887518
mercury__ctrl_t10__2,-0.37484270540000003,-0.435721281
mercury__ctrl_t30__2,-0.8198181517,0.2647486539
mercury__ctrl_t60__2,-0.0146017317,0.5798375299
mercury__hg_t10__2,-5.1415636081,-1.3563127776
mercury__hg_t30__2,-6.9570663904,-0.7518077321000001
mercury__hg_t60__2,-1.3839925927,0.1754989018
mercury__pma_t10__2,-6.1627920545,-0.1176195681
mercury__pma_t30__2,-7.3669003716,-0.1726242432
mercury__pma_t60__2,-0.1182730148,0.0548212594
mercury__ctrl_t00__3,0.024642291400000002,0.018212503300000002
mercury__ctrl_t10__3,-0.2973811523,-0.2009885647
mercury__ctrl_t30__3,-1.4756183487,0.3282169058
mercury__ctrl_t60__3,0.1215660392,0.7507620186
mercury__hg_t10__3,-3.7351708426,-1.9068949854000001
mercury__hg_t30__3,-6.5290226322,-0.5820771718000001
mercury__hg_t60__3,-2.9900689404,0.4929616124
mercury__pma_t10__3,-6.3405364548,0.060674826800000005
mercury__pma_t30__3,-7.7396337188,0.2762364571
mercury__pma_t60__3,-0.1154266792,0.17710796980000001
ml_abx__az_lolcde__1,0.3173495832,0.5339374214
ml_abx__az_lolcde__2,-0.3326894036,0.35161748200000004
ml_abx__az_lolcde__3,-0.3327402896,1.1934430233
ml_abx__b01__1,-0.5377873643000001,0.11066231210000001
ml_abx__b01__2,-0.72374328,0.0010746792000000001
ml_abx__b01__3,-0.517716253,0.0437549413
ml_abx__cro__1,0.2572129697,-0.06653174490000001
ml_abx__cro__2,-0.3025507476,-0.0046262208
ml_abx__cro__3,-0.044035516100000005,-0.1097532053
ml_abx__chl__1,1.2892571001,-1.3710947817
ml_abx__chl__2,0.6780742486,-0.8423828553
ml_abx__chl__3,1.1327793591,-0.6463072309
ml_abx__cip__1,0.4535540524,-0.2222875828
ml_abx__cip__2,-0.7674018933000001,-0.17893557270000002
ml_abx__cip__3,-0.0272613685,-0.3372234774
ml_abx__clr__1,1.7013113639,-1.1012693431
ml_abx__clr__2,0.38276921810000003,-0.6057814391
ml_abx__clr__3,0.6624166042,-0.9345528971
ml_abx__cst__1,0.2508390305,-0.0035764071000000002
ml_abx__cst__2,-0.3426281661,0.1924676733
ml_abx__cst__3,-0.8573079728,0.0799341844
ml_abx__ctrl__1,0.1802601863,0.0344747475
ml_abx__ctrl__2,0.357910541,-0.08353337570000001
ml_abx__ctrl__3,-0.2402462569,-0.053210749
ml_abx__ctrl__4,-0.6030681719000001,0.2152262392
ml_abx__ctrl__5,0.0312756421,0.0071959605
ml_abx__ctrl__6,0.2738680595,-0.1201528225
ml_abx__dox__1,2.3631105445,-1.3261416521
ml_abx__dox__2,0.4159365098,-1.1564800228
ml_abx__dox__3,0.9693435921,-0.598483544
ml_abx__glob__1,0.1535445694,0.2290089615
