,A,DksA
tcs__del_cpxR_etoh__2,-27.4322740729,-1.093208492
tcs__del_cpxR_lb__1,-18.4288482605,0.12186806
tcs__del_cpxR_lb__2,-17.3271856633,0.28233142
tcs__del_cusR_CuSO4__1,-7.0206801946,0.44386309
tcs__del_cusR_CuSO4__2,-7.6825648415,0.45079604
tcs__del_cusR_lb__1,-0.7746434267000001,0.17237744
tcs__del_cusR_lb__2,-1.4646097975,0.21500515
tcs__del_kdpE_01-kcl__1,-9.4344420921,-0.03005871
tcs__del_kdpE_01-kcl__2,-8.4144792651,0.05563396
tcs__del_kdpE_115-kcl__1,-5.4867524671,-0.716851232
tcs__del_kdpE_115-kcl__2,-5.4270210621,-0.687600094
tcs__del_phoB_m9__1,1.3885713231,-0.451714021
tcs__del_phoB_m9__2,0.9974093628,-0.42877673600000005
tcs__del_phoB_m9p__1,4.8449022972,0.23896446000000002
tcs__del_phoB_m9p__2,4.5506942346,0.23599088000000001
tcs__del_rcsB_etoh__1,-33.3389826784,-1.552816589
tcs__del_rcsB_etoh__2,-33.2648348039,-1.596668256
tcs__del_rcsB_lb__1,-9.552947916,-0.332014757
tcs__del_rcsB_lb__2,-9.1942252526,-0.314201151
tcs__del_zraR_lb__1,-1.0323298818,0.69529098
tcs__del_zraR_lb__2,-0.287776698,0.72534813
tcs__del_zraR_zncl2__1,-4.2360504773,0.2812091
tcs__del_zraR_zncl2__2,-4.4855435796,0.34726337
tcs__wt_01-kcl__1,-12.165725666,-0.05473591
tcs__wt_01-kcl__2,-12.3428497433,-0.14008358
tcs__wt_01xlb__1,-12.4741882162,0.35746396
tcs__wt_01xlb__2,-11.9211079091,0.35514249999999997
tcs__wt_115-kcl__1,-5.5092200387,-0.7471762230000001
tcs__wt_115-kcl__2,-5.4995788085,-0.744706312
tcs__wt_CuSO4__1,1.4545830594,0.66649344
tcs__wt_CuSO4__2,1.1124566206,0.69846019
tcs__wt_etoh__1,-23.4743220842,-1.010065924
tcs__wt_etoh__2,-23.6659950728,-1.055879769
tcs__wt_lb__1,-14.9294028861,-0.06022805
tcs__wt_lb__2,-14.1018427332,-0.08170624
tcs__wt_LiAcet__1,2.6533067973,-0.8158870680000001
tcs__wt_LiAcet__2,-0.3681853138,-0.8379963380000001
tcs__wt_LiCl__1,-0.2136500816,-0.5843190260000001
tcs__wt_LiCl__2,-0.5688906618,-0.638837149
tcs__wt_m9p__1,0.0210730752,0.02051269
tcs__wt_m9p__2,0.3145568597,-0.01737706
tcs__wt_pyr__1,-12.5579919903,0.5719796500000001
tcs__wt_pyr__2,-13.4920298937,0.5709051900000001
tcs__wt_zncl2__1,1.2912394752,0.40358206
tcs__wt_zncl2__2,1.9243752357,0.43617118
ros_tale__0_0_0pq__1,7.302031188,-0.352092163
ros_tale__0_0_0pq__2,7.0668530446,-0.25918898
ros_tale__0_0_250pq__1,-15.146017345,0.34192868
ros_tale__0_0_250pq__2,-15.1411764423,0.33603271
ros_tale__1_mid_250pq__1,3.4095841542,-0.14208906
ros_tale__1_mid_250pq__2,3.4118438927,-0.15535034
ros_tale__1_0_0pq__1,3.2327226572,0.09889758
ros_tale__1_0_0pq__2,0.6904369498,0.028576630000000002
ros_tale__1_0_0pq__3,5.3877039023,-0.16199365200000002
ros_tale__1_0_0pq__4,5.0418429249,-0.04418918
ros_tale__1_0_250pq__1,4.2665204442,-0.36221366200000005
ros_tale__1_0_250pq__2,3.2353959331,-0.31223024400000005
ros_tale__1_0_750pq__1,3.3559988504,-0.372933775
ros_tale__1_0_750pq__2,4.3821354712,-0.13904191
ros_tale__1_1_0pq__1,-1.304731775,-1.543562922
ros_tale__1_1_0pq__2,-0.5856940997,-1.40431438
ros_tale__1_1_250pq__1,-0.9587039094,-1.616442389
ros_tale__1_1_250pq__2,0.0383109824,-1.5393925689999999
ros_tale__1_1_750pq__1,-1.5430730896,-1.5047846900000001
ros_tale__1_1_750pq__2,-2.4592064047,-1.256090514
ros_tale__1_2_0pq__1,-0.5965044982000001,-1.179960935
ros_tale__1_2_0pq__2,0.0425630179,-1.111769614
ros_tale__1_2_250pq__1,-5.5417881515000005,-0.911073698
ros_tale__1_2_250pq__2,-4.0647264659,-0.707789803
ros_tale__1_2_750pq__1,-4.8970814414,-0.48755389600000004
ros_tale__1_2_750pq__2,-6.922782292,-0.49634561800000004
ros_tale__1_3_0pq__1,-6.7300460663,-0.432007566
ros_tale__1_3_0pq__2,-5.6102750985,-0.44768218200000004
ros_tale__1_3_250pq__1,3.9626616825000003,-0.7173249140000001
ros_tale__1_3_250pq__2,-1.1709305475,-0.514666559
ros_tale__1_3_250pq__3,-3.5251118555,-0.6078177220000001
ros_tale__1_3_250pq__4,1.2749126299,-0.7876631590000001
ros_tale__1_3_750pq__1,-4.8243901757,-0.718001741
ros_tale__1_3_750pq__2,-3.8553564632,-0.682761611
ros_tale__1_4_0pq__1,0.5937990321000001,-1.209747058
ros_tale__1_4_0pq__2,-0.3113987976,-1.347340183
ros_tale__1_4_250pq__1,-2.5175437046,-1.263389101
ros_tale__1_4_250pq__2,-1.0123003594,-1.46180971
ros_tale__1_4_750pq__1,0.4398927261,-1.639187561
ros_tale__1_4_750pq__2,0.4544845596,-1.370058648
ros_tale__1_4_750pq__3,-1.4669108803,-1.439826482
ros_tale__1_4_750pq__4,-2.2585801978,-1.3247997150000002
ros_tale__2_mid_250pq__1,-4.7661963407,0.04742824
ros_tale__2_mid_250pq__2,0.3243075493,-0.164151443
ros_tale__2_0_0pq__1,2.5317151995,-0.419179063
ros_tale__2_0_0pq__2,1.9372848946,-0.27116506700000004
ros_tale__2_0_0pq__3,6.6614855217,-0.163033602
ros_tale__2_0_0pq__4,8.3370289074,-0.45262595400000005
ros_tale__2_0_250pq__1,4.7965036931,-0.2455571
ros_tale__2_0_250pq__2,4.4256565179,-0.184830121
ros_tale__2_0_750pq__1,-11.6912961182,0.5313665200000001
ros_tale__2_0_750pq__2,-14.3576837426,0.69130265
ros_tale__2_1_0pq__1,-0.3818590335,-0.9322632240000001
ros_tale__2_1_0pq__2,0.9623462062,-0.9846712980000001
ros_tale__2_1_250pq__1,-0.8006275884,-0.8770745430000001
ros_tale__2_1_250pq__2,-0.1914055482,-1.044136749
ros_tale__2_1_750pq__1,-2.3186319736,-0.843805648
ros_tale__2_1_750pq__2,-2.850975103,-1.1318830690000001
ros_tale__2_1_750pq__3,-2.9217124835,-1.411766134
ros_tale__2_2_0pq__1,1.9665265278000001,-1.816633399
ros_tale__2_2_0pq__2,-1.3431846065,-1.514870536
ros_tale__2_2_250pq__1,3.069781116,-1.8561794420000002
ros_tale__2_2_250pq__2,-2.5286951645,-1.840699162
ros_tale__2_2_750pq__1,-3.079262671,-1.7586483140000002
ros_tale__2_2_750pq__2,-11.8544316106,-1.302515154
ros_tale__2_3_0pq__1,-7.1365765994,-1.479398333
ros_tale__2_3_0pq__2,-1.9766299501,-1.349549087
ros_tale__2_3_250pq__1,-2.3034714867,-1.6357188690000002
ros_tale__2_3_250pq__2,-1.4340538718,-2.246452483
ros_tale__2_3_750pq__1,-4.7724259345,-1.361051123
ros_tale__2_3_750pq__2,-0.8441047826,-1.508044928
ros_tale__3_0_0pq__1,-0.2305452816,-1.776681238
ros_tale__3_0_0pq__2,-0.5678049671000001,-1.676944038
ros_tale__3_0_250pq__1,-1.7143416889,-1.5180227419999999
ros_tale__3_0_250pq__2,0.6956113276,-1.541220791
ros_tale__3_0_750pq__1,-15.9204833443,0.17225991000000002
ros_tale__3_0_750pq__2,-17.7696200097,0.11401301
ros_tale__3_1_0pq__1,8.0572732452,-1.476806734
ros_tale__3_1_0pq__2,4.2050064468,-1.3988781860000001
ros_tale__3_1_250pq__1,1.2824830125,-1.714050093
ros_tale__3_1_250pq__2,-0.3925015141,-1.631696979
ros_tale__3_1_750pq__1,-1.3235848403000001,-1.481335957
ros_tale__3_1_750pq__2,-0.86330395,-1.67614586
ros_tale__3_2_0pq__1,-0.4749241094,-0.53215157
ros_tale__3_2_0pq__2,-0.2852928494,-0.51478449
ros_tale__3_2_0pq__3,-2.4114726168000002,-0.611977132
ros_tale__3_2_0pq__4,-2.2113969801,-0.6420919970000001
ros_tale__3_2_250pq__1,-2.6149482584,-0.666353005
ros_tale__3_2_250pq__2,2.1863649297,-1.444666812
ros_tale__3_2_750pq__1,0.26942862230000003,-2.373632202
ros_tale__3_2_750pq__2,6.2057967667,-2.344372094
ros_tale__3_3_0pq__1,0.48951884980000004,-1.238592802
ros_tale__3_3_0pq__2,-1.2137697334,-1.001320645
ros_tale__3_3_0pq__3,1.2925228340000001,-1.337420238
ros_tale__3_3_0pq__4,-1.3074784584999999,-1.065014724
ros_tale__3_3_250pq__1,3.3175754897,-1.532401552
ros_tale__3_3_250pq__2,0.1856976505,-1.202301672
ros_tale__3_3_750pq__1,3.4578906212,-1.189284048
ros_tale__3_3_750pq__2,3.9291912646,-1.190613042
ros_tale__3_4_0pq__1,-0.3275497344,-1.222235039
ros_tale__3_4_0pq__2,-1.4186748829,-1.287045295
ros_tale__3_4_250pq__1,-9.1437271686,-1.205770591
ros_tale__3_4_250pq__2,-12.7525861907,-1.022557049
ros_tale__3_4_750pq__1,1.3594389172999999,-1.244268647
ros_tale__3_4_750pq__2,-2.7422879218,-1.252107228
pcoli__atASMT_325G__1,-1.5562472387000001,-0.56245241
pcoli__atASMT_325G__2,-1.8068972316,-0.5977678080000001
pcoli__bpTDC__1,-0.25704185500000004,-0.720758659
pcoli__bpTDC__2,0.7844857234,-0.6870748560000001
pcoli__BRCA__1,0.6268196103,-0.6937500010000001
pcoli__BRCA__2,0.8444003308,-0.715461682
pcoli__BRCActrl__1,-1.2648423019,-0.8081114530000001
pcoli__BRCActrl__2,-1.0607753446000001,-0.7852557560000001
pcoli__BRCAswap__1,-2.9186309696,-0.25744907300000003
pcoli__BRCAswap__2,-3.8985121427,-0.21115987400000003
pcoli__btAANAT__1,-1.8200515016,-0.36159036
pcoli__btAANAT__2,-1.7359960772,-0.417373961
pcoli__btASMT__1,-1.5166256354,-0.367007375
pcoli__btASMT__2,-2.2342645193,-0.341374663
pcoli__CC1__1,-7.7972002361,-0.22185532500000002
pcoli__CC1__2,-6.6037999211,-0.21032704700000002
pcoli__ccCOMT__1,-2.2891266358999998,-0.6495001300000001
pcoli__ccCOMT__2,-2.3771078964,-0.646308899
pcoli__ckDDC__1,-6.0986947615,-0.637397835
pcoli__ckDDC__2,-5.411059571,-0.593960994
pcoli__CNTF_belt__1,-3.0166023796,-0.687293141
pcoli__CNTF_belt__2,-3.7523480478,-0.496028593
pcoli__cobPNMT__1,-1.8238237865,-0.546324033
pcoli__cobPNMT__2,-1.6570392989,-0.635433251
pcoli__cvPhhB__1,-2.8431972733,-0.789075763
pcoli__cvPhhB__2,-2.8560739146,-0.7440889230000001
pcoli__ggAANAT__1,-0.9742763594,-0.597649058
pcoli__ggAANAT__2,-0.874918123,-0.5914366910000001
pcoli__ggTPH__1,-0.7942290339,-0.5072923610000001
pcoli__ggTPH__2,-0.4678509346,-0.589508416
pcoli__hsAANAT__1,-9.7200624486,-0.06550763
pcoli__hsAANAT__2,-9.2188233175,-0.16525044900000002
pcoli__hsASMT__1,-0.6471005159000001,-0.6047078020000001
pcoli__hsASMT__2,-0.2436531134,-0.554495582
pcoli__hsPNMT_mb__1,-1.0916966312,-0.54339688
pcoli__hsPNMT_mb__2,-0.9317716960000001,-0.530847908
pcoli__hsTPH__1,0.6697350111,-0.959077987
pcoli__hsTPH__2,1.13533983,-0.97270472
pcoli__hsTPH_E2K__1,-2.4806363196,-0.294773706
pcoli__hsTPH_E2K__2,-3.1482194794,-0.391189308
pcoli__hsTPH_E2K_N91I_P99C__1,0.9791945823,-0.7108491050000001
pcoli__hsTPH_E2K_N91I_P99C__2,1.1733753609,-0.8105617340000001
pcoli__hsTPH_N158trunc__1,-1.1082744149,-0.500399922
pcoli__hsTPH_N158trunc__2,-1.1913156917,-0.5334013400000001
pcoli__hsTPH_N174trunc__1,-3.6964557,-0.552691589
pcoli__hsTPH_N174trunc__2,-2.0360768249,-0.493705793
pcoli__hsTPH_Ntermtrunc__1,-7.5197075206,-0.28662444400000003
pcoli__hsTPH_Ntermtrunc__2,-7.1724336285,-0.267651077
pcoli__hsTPH1__1,-3.8172796557,-0.26272029999999996
pcoli__hsTPH1__2,-4.2512972139,-0.34669495100000003
pcoli__MBP__1,-6.0413695931,-1.0585755510000001
pcoli__MBP__2,-7.5357852606,-0.7997402570000001
pcoli__msCOMT__1,-0.1671879607,-0.708846653
pcoli__msCOMT__2,0.14472014930000002,-0.71371898
pcoli__ocAANAT__1,-0.0416820714,-0.564269323
pcoli__ocAANAT__2,-0.2143924475,-0.621011529
pcoli__osTDC_K374H__1,-6.0620630951,-0.06235882
pcoli__osTDC_K374H__2,-6.9444329361,0.09358518
pcoli__osTDC_K374L__1,-0.36057752660000003,-0.686736823
pcoli__osTDC_K374L__2,0.2679625646,-0.6038482270000001
pcoli__osTDC_K374Q__1,-2.1098099687,-0.358429533
pcoli__osTDC_K374Q__2,-2.4669839457,-0.366209812
pcoli__osTDC_L360V__1,0.0370188683,-0.794045595
pcoli__osTDC_L360V__2,0.06253057890000001,-0.73649164
pcoli__pmTPH__1,2.0747337686,-0.890096011
pcoli__pmTPH__2,2.71679836,-0.7669762990000001
pcoli__RFC__1,3.9369122269,-0.49171904400000005
pcoli__RFC__2,3.9941922003,-0.554183811
pcoli__RFCctrl__1,-11.6382064897,-0.14158364
pcoli__RFCctrl__2,-11.6366356271,-0.14886678
pcoli__RFCnopause__1,-10.2729793804,-0.030270520000000002
pcoli__RFCnopause__2,-8.274551588,-0.0349453
pcoli__RFCpluspause__1,-6.3777478659,-0.177226662
pcoli__RFCpluspause__2,-6.02800953,-0.11102336
pcoli__rnCOMT_sol__1,-9.4036542256,-0.10016638
pcoli__rnCOMT_sol__2,-10.9608812117,-0.12232087
pcoli__rnPNMT__1,2.1848095688,-0.55204094
pcoli__rnPNMT__2,1.8895416205000002,-0.6682079630000001
pcoli__rnTDC__1,0.0960132337,-0.759033186
pcoli__rnTDC__2,-0.1174054635,-0.7105141930000001
pcoli__rnTDC_trunc__1,-4.0116561609,-0.500964557
pcoli__rnTDC_trunc__2,-4.1112290483,-0.545825517
pcoli__saCOMT_T2A__1,-1.7679174695,-0.754165757
pcoli__saCOMT_T2A__2,-1.8868940805,-0.7127337720000001
pcoli__sfCOMT__1,2.1595840585,-0.593179207
pcoli__sfCOMT__2,2.8757775356,-0.708188993
pcoli__sgAANAT_D63G__1,-0.7899049626,-0.614227956
pcoli__sgAANAT_D63G__2,0.2607765567,-0.639611139
pcoli__ssDDC__1,-2.2167819856,-0.629611789
pcoli__ssDDC__2,-1.6079381258,-0.560378378
pcoli__TP53B__1,-4.0374987802,-0.5435840270000001
pcoli__TP53B__2,-4.5676238723,-0.673780445
pcoli__WT__1,-10.5492006545,0.06618946
pcoli__WT__2,-10.1250439146,-0.06461968
cck__glu_ale4__1,2.8689561581,0.023601940000000002
cck__glu_ale4__2,6.4927488058,-0.14111208
cck__cck_ale1__1,7.0645638988,-0.34563813800000004
cck__cck_ale1__2,6.7755987581,-0.402959869
cck__cck_ale2__1,7.6353025621,-0.315535236
cck__cck_ale2__2,7.4345137177,-0.34842167
cck_pgi__gmos_delpgi__1,-4.1739996268,-0.747016125
cck_pgi__gmos_delpgi__2,-3.0675700656,-0.532594039
cck_pgi__pgi_ale1__1,-1.2175133307000001,-0.08035537
cck_pgi__pgi_ale1__2,2.613161393,0.00473186
cck_pgi__pgi_ale2__2,-2.3873746022,0.07589027
cck_pgi__pgi_ale3__1,1.2425433368,-0.01837202
cck_pgi__pgi_ale3__2,3.9318448592,-0.15278709999999998
cck_pgi__pgi_ale4__1,2.1894730266,-0.425070981
cck_pgi__pgi_ale4__2,6.5624049357,-0.42095400200000005
cck_pgi__pgi_ale4__3,6.2689922954,-0.327064513
cck_pgi__pgi_ale5__1,1.2784659710000001,-0.10981741
cck_pgi__pgi_ale5__2,3.0658764707,-0.06886241
cck_pgi__pgi_ale6__1,0.5410348719,0.03218178
cck_pgi__pgi_ale6__2,3.9667570955,0.03423202
cck_pgi__pgi_ale7__1,0.0283657603,-0.08175251
cck_pgi__pgi_ale7__2,3.048240261,-0.15558674
cck_pgi__pgi_ale8__1,4.4420237611,-0.40677497100000004
cck_pgi__pgi_ale8__2,6.8088106741,-0.30074459600000003
cck_sdh__gmos_delsdhCB__1,-10.7504839173,0.202863
cck_sdh__gmos_delsdhCB__2,-0.8997297639,0.09555572
cck_sdh__sdh_ale1__1,-1.4150392404,-0.14578359999999999
cck_sdh__sdh_ale1__2,0.7656411563000001,-0.21993975100000002
cck_sdh__sdh_ale2__1,1.4589705552,-0.248607557
cck_sdh__sdh_ale3__2,1.5961324965,-0.292765492
cck_sdh__sdh_ale3__1,2.6807260543,-0.19570809600000003
cck_sdh__sdh_ale3__3,2.2397396742,-0.200413491
cck_pts__gmos_delptsHIcrr__2,-3.4316992327999998,0.36243757
cck_pts__gmos_delptsHIcrr__1,-3.3833882443,0.40373641
cck_pts__pts_ale1__2,-4.5072056094,0.68789486
cck_pts__pts_ale1__1,-2.8421308823,0.76061503
cck_pts__pts_ale2__2,6.285577762,-0.317803445
cck_pts__pts_ale2__1,6.2703406777,-0.374354114
cck_pts__pts_ale3__2,12.572070394,0.9678345500000001
cck_pts__pts_ale3__1,9.5194960558,0.95111157
cck_pts__pts_ale4__2,7.4972030621,-0.5103258540000001
cck_pts__pts_ale4__1,6.181685426,-0.39492032600000004
cck_gnd__gmos_delgnd__1,-0.29109327,-0.10726087000000001
cck_gnd__gmos_delgnd__2,-8.3474678937,-0.242230453
cck_gnd__gnd_ale1__1,7.2551405536,-0.307028815
cck_gnd__gnd_ale1__2,7.0694602503,-0.35738712
cck_gnd__gnd_ale2__1,7.5954680975,-0.29555021600000003
cck_gnd__gnd_ale2__2,6.9733308353000005,-0.15161503
cck_gnd__gnd_ale3__1,5.7741794406,-0.24023396700000002
cck_gnd__gnd_ale3__2,7.0262881199,-0.27060858200000004
cck_tpiA__gmos_deltpiA__1,-2.415691073,-0.10750226
cck_tpiA__gmos_deltpiA__2,-10.2745485667,0.042078290000000004
cck_tpiA__tpiA_ale1__1,-2.3421501937,-0.30254452
cck_tpiA__tpiA_ale1__2,-2.0594509489,-0.30329453300000003
cck_tpiA__tpiA_ale2__1,-2.0673883653,-0.42880144400000003
cck_tpiA__tpiA_ale2__2,-0.241180835,-0.48761747400000005
cck_tpiA__tpiA_ale3__1,-3.2865000028,-0.180548448
cck_tpiA__tpiA_ale3__2,-4.5546916587,-0.14395317
cck_tpiA__tpiA_ale4__1,-1.7459117704,-0.260098161
cck_tpiA__tpiA_ale4__2,-1.6292990108,-0.27294908
acid_tale__acid_ale1_pH7__1,8.6077548318,0.17983809
acid_tale__acid_ale1_pH7__2,8.9545435141,0.13244324
acid_tale__acid_ale1_pH5__1,3.7653018457,-0.8819183530000001
acid_tale__acid_ale1_pH5__2,2.1058141256,-0.761970865
acid_tale__acid_ale2_pH7__1,7.3775862397,-0.10459817
acid_tale__acid_ale2_pH7__2,7.600688431,-0.173266745
acid_tale__acid_ale2_pH5__1,4.2521191904,-0.12571575000000001
acid_tale__acid_ale2_pH5__2,7.2854703942,-0.24983347300000003
acid_tale__low_Mg_ale_pH7__1,4.7781955191000005,-0.07034709
acid_tale__low_Mg_ale_pH7__2,6.0576204291,-0.37174436800000005
acid_tale__low_Mg_ale_pH5__1,-0.39602966780000004,-0.08317898
acid_tale__low_Mg_ale_pH5__2,1.4420284329,-0.305471317
acid_tale__MES_ale_pH7__1,7.8726773375,-0.33658317800000004
acid_tale__MES_ale_pH7__2,6.970994297,-0.220015714
acid_tale__MES_ale_pH5__1,2.062180907,-0.44484579500000004
acid_tale__MES_ale_pH5__2,-1.9632985284000002,-0.11242719
acid_tale__gmos_pH7__1,7.3312976115,-0.395513769
acid_tale__gmos_pH7__2,6.870540003,-0.28425443300000003
acid_tale__gmos_pH5__1,0.8547566013000001,-0.015253840000000001
acid_tale__gmos_pH5__2,0.3459559882,0.0752443
adnB__wt_adn__1,-8.0623063084,0.72084984
adnB__wt_adn__2,-3.5912785770999998,-0.9219365260000001
adnB__delydhB_adn__1,-13.4103813907,0.54983064
adnB__delydhB_adn__2,-7.3338040298,0.60799751
ytf2__wt_glc__1,-3.1173350272,-0.726799213
ytf2__wt_glc__2,-3.7976127958,-0.590026445
ytf2__ybcM_glc__1,2.5307665829,-0.10742514
ytf2__ybcM_glc__2,1.6858603983,-0.02551379
ytf2__ydhB_glc__1,-0.5407071532000001,-0.09764907
ytf2__ydhB_glc__2,-1.3919886227,-0.211179796
ytf2__yfeC_glc__1,-0.31148387040000003,-0.260521292
ytf2__yfeC_glc__2,0.11654098580000001,-0.17956443500000002
ytf2__yciT_glc__1,-3.4560749951,-0.376073154
ytf2__yciT_glc__2,-3.64255941,-0.35091156700000004
ytf2__ydiZ_glc__1,-0.4915243905,-0.404930444
ytf2__ydiZ_glc__2,-1.0769270599,-0.441314079
ytf2__ynfL_glc__1,-3.6216109791,-0.22667676900000003
ytf2__ynfL_glc__2,-3.8587696494,-0.24731809999999999
misc2__dellon_glc__1,-1.1153737009,-0.30787817900000003
misc2__dellon_glc__2,-3.7888418438,-0.502215182
ytf3__wt_glc2__1,1.1656735355,-0.570424546
ytf3__wt_glc2__2,-0.09914587350000001,-0.407061938
ytf3__wt_pH7_lactate__1,1.429503595,-0.560210318
ytf3__wt_pH7_lactate__2,1.2453686211,-0.501582175
ytf3__wt_pH55_lactate__1,-1.9108644133000001,-0.653213671
ytf3__wt_pH55_lactate__2,-1.8497738881,-0.641128075
ytf3__wt_pH55_HCl__1,-2.9069615919,-0.580629509
ytf3__wt_pH55_HCl__2,-3.3443858404,-0.596389583
ytf3__dyieP_pH7__1,0.42472521480000003,-0.44500794400000004
ytf3__dyieP_pH7__2,-0.4274797084,-0.44742471800000005
ytf3__dyieP_pH55__1,1.7063098225000002,-0.6216011450000001
ytf3__dyieP_pH55__2,1.3430518501,-0.44862132600000004
