,A,PaaX,ihfB,Crp
ecoli_00727,1.203222586,-0.41783397450000004,0.44689495500000004,0.645027843
ecoli_00728,1.6001275245,-0.4706901645,0.310244735,0.257702043
ecoli_00729,0.3713116296,-0.7555594335,-0.08744309500000001,0.527121343
ecoli_00730,0.45661315080000003,-0.9370157625000001,0.5186149950000001,0.02567041
ecoli_00731,-0.31697251260000003,-1.5149963505000001,0.035103995,0.149264913
ecoli_00732,-0.057583359800000004,-1.2647972315,0.074921925,0.23104943300000003
ecoli_00733,1.8832515315,-0.3103979685,0.387921505,0.264446703
ecoli_00734,0.7292249455,-0.6153966715,0.089578665,0.491011093
ecoli_00735,1.4770083251,-0.44104974950000003,0.6129683850000001,0.40659345300000005
ecoli_00736,0.48719786880000004,-0.6966499335,0.15115166500000002,0.629358233
ecoli_00737,2.1285145823000002,-0.3012017775,0.7453702050000001,0.41980537300000004
ecoli_00738,0.8895756598000001,-0.8554276205,0.295785625,0.725253033
ecoli_00739,0.6703121400000001,-0.6338667795,0.703560815,0.29002768300000004
ecoli_00740,-0.5343600925,-0.7644496265,0.249876495,0.6440838830000001
ecoli_00741,-1.036550713,-0.23533375750000002,1.046529055,0.8479485130000001
ecoli_00742,-0.5361790125,0.0160606465,0.9514397750000001,0.829896053
ecoli_00743,0.2995108959,-0.41114551650000003,0.8348676650000001,0.544071473
ecoli_00744,0.5860764792000001,-0.46762285750000004,0.837305095,0.5592394930000001
ecoli_00745,0.6948111745000001,-0.8628155295000001,0.667542205,0.47991167300000004
ecoli_00746,-0.0163686284,-0.8500112485,0.733626585,0.556417913
ecoli_00747,0.6211398415,-0.6913202145,0.568807075,0.493899293
ecoli_00748,0.079196442,-0.8244652885,0.5951379450000001,0.485328093
ecoli_00749,1.8820421609,-0.9782533695000001,-0.327138825,0.464496883
ecoli_00750,2.1442942305,-0.9978986285,-0.247118355,0.649161093
ecoli_00751,0.3175027461,-0.6522359625,0.44672369500000003,0.32947587300000003
ecoli_00752,0.09224860160000001,-0.8518675385000001,0.47335884500000003,0.296778353
ecoli_00753,0.3097895061,-1.8674354525,0.051775695000000004,0.201890953
ecoli_00754,0.0363355475,-1.7173941565000002,0.0058354850000000005,0.275129713
ecoli_00755,0.4573439395,-2.0047294865,-0.651264758,-0.445342181
ecoli_00756,0.6479060935000001,-1.3611141375,-0.32246742500000003,-0.14552193800000002
ecoli_00757,-0.7079919124,-1.3619396275,0.08030092500000001,0.420678743
ecoli_00758,0.3615100832,-1.5956638375,0.09726459500000001,0.387503033
ecoli_00759,-0.683113085,-0.5786795235000001,1.048444065,0.515541103
ecoli_00760,-1.9124155512,-0.4585218145,1.207673445,0.419079603
ecoli_00761,0.0079395448,-1.4589374505000001,0.16689092500000002,0.113228532
ecoli_00762,-0.4159983038,-1.5204364055,0.200658835,0.145492598
ecoli_00763,0.1321138685,-1.4406638735000001,0.186564275,0.057324061
ecoli_00764,0.5454597928,-1.5093479945000001,0.14256685500000002,0.051602317
ecoli_00765,0.2684198266,-1.5417055695,0.259075495,0.047017895000000004
ecoli_00766,0.6295406118,-1.6149146665,0.22985128500000002,0.07806117700000001
ecoli_00767,3.3846050276,-0.3452519505,-0.14978443500000002,0.554945433
ecoli_00768,5.3182420023,-0.6580928485,-0.244867415,0.648474443
ecoli_00769,-0.8675390077,-0.5596908235,0.506975205,0.5753141230000001
ecoli_00770,0.044013153,-0.4933972635,0.504270635,0.5862271530000001
ecoli_00771,1.7625824094,-0.5420290955,0.5628485750000001,0.693161793
ecoli_00772,1.6841366575999999,-0.7585646535,0.446366925,0.48257620300000004
ecoli_00773,-0.2555861555,-0.6205057845,0.521839385,0.44486670300000003
ecoli_00774,0.3363297357,-0.5534996835,0.621347145,0.424267453
ecoli_00775,0.9016476332000001,-0.6860766985,0.371361985,0.227203863
ecoli_00776,0.8973793280000001,-0.6240438265,0.416004335,0.196128253
ecoli_00777,0.29162944890000003,-1.2664019335,-0.118275265,0.152688973
ecoli_00778,0.14885460790000002,-1.3180514255,-0.09381905500000001,0.12606668000000001
ecoli_00779,-1.135167258,-0.7172265415,-0.043575325000000005,0.7941495230000001
ecoli_00780,-1.3602012983,-0.6627218125000001,-0.050591175,0.815270033
ecoli_00781,1.8766726208,-1.1807431425,-0.13953246500000002,0.338840073
ecoli_00782,1.693013109,-1.3978422075,-0.084533575,0.323054463
ecoli_00783,0.08133592790000001,-1.2034943445,-0.14809028500000002,0.432644723
ecoli_00784,1.0480787809,-0.8301901795000001,-0.20983636500000002,0.485480993
ecoli_00785,1.8611117881,-1.2951040285,-0.22948815500000003,0.300746703
ecoli_00786,2.3404055057,-1.1383874085,-0.305050535,0.34624546300000003
ecoli_00787,-1.2197322224,-0.6990455895000001,0.33864483500000003,0.608588733
ecoli_00788,-0.2082033097,-0.7746114485000001,0.352936165,0.557231563
ecoli_00789,0.35236867040000003,-1.0932893725,-0.179845215,0.430531873
ecoli_00790,0.8851023223000001,-1.0474951995,-0.133927275,0.47473322300000004
ecoli_00791,-0.8568355719,-0.5719063215,0.17805272500000002,0.475017483
ecoli_00792,-2.3814727197,-0.25834710250000004,0.5808612550000001,0.709374983
ecoli_00793,0.5405914099,-1.0838003965,-0.12245240500000001,0.42960406300000004
ecoli_00794,0.4711021479,-0.9722777975,-0.11016321500000001,0.444629313
ecoli_00795,-0.5496881721,-0.6385559635,0.258050795,0.650228023
ecoli_00796,-0.9521468233,-0.6770961865,0.214724405,0.7174304530000001
ecoli_00797,-1.1643387517,-0.3547947725,0.525156825,-0.41595584700000005
ecoli_00798,-1.9692121557000002,-0.4167233215,-0.230701535,0.229595813
ecoli_00799,-0.4151614515,-0.9020966405,0.7912719850000001,-0.53031891
ecoli_00800,-1.4795696076,-0.1616004315,0.263191565,-0.264506101
ecoli_00818,1.3818653474,-0.5188466925,0.049464605,0.207994233
ecoli_00819,1.1243633215,-0.5649403045,0.228083955,0.253845453
ecoli_00820,1.4279725525,-0.3924354235,0.6497454850000001,0.49687887300000005
ecoli_00821,1.9581675969,-0.48595981250000003,0.597850285,0.5496294230000001
ecoli_00822,0.87621746,-0.5554891855,0.7921500050000001,0.326151603
ecoli_00823,1.1091241134,-0.5783440935,0.687099105,0.395503043
ecoli_00824,0.9887102451,-0.5834018785,0.459227755,0.20829614300000002
ecoli_00825,1.534712427,-0.7806937335,0.594893945,0.37606821300000004
ecoli_00826,0.5696530428000001,-0.7711517395,-0.048493855,0.459934233
ecoli_00827,0.5239151664,-0.7559391425,-0.077813195,0.517486403
ecoli_00828,1.1676363506,-0.7695961295,-0.258789885,0.28184425300000004
ecoli_00829,1.1131857808,-0.8191147595,-0.312792925,0.281401713
ecoli_00830,1.4265463458,-0.4665499925,0.42990684500000004,0.510756223
ecoli_00831,0.7529141431,-0.35033623150000004,0.347088265,0.523190413
ecoli_00832,1.8625537039000002,0.36629755150000004,0.251723305,0.48724811300000004
ecoli_00833,1.8467646893,1.0479839895,0.612739765,0.21544195300000002
ecoli_00834,1.5841605643,-0.1477573355,-0.215305075,0.456262873
ecoli_00835,1.2601492028,-0.3504785405,-0.21921100500000001,0.5116651830000001
ecoli_00836,1.1319801311,-0.2380572815,-0.35766615500000004,0.560872303
ecoli_00837,1.7167295594,-0.2325847975,-0.386588745,0.553273863
ecoli_00838,0.7587667281,-0.21058903650000002,0.24783653500000002,0.778064203
ecoli_00839,0.7296835279,-0.1320009885,0.23684876500000002,0.7423117130000001
ecoli_00840,0.4837054075,0.0484896245,0.055893475000000005,0.615049543
ecoli_00841,0.23362400860000002,-0.1447860085,0.10318142500000001,0.6014201330000001
ecoli_00842,1.3693444533,-0.1989137595,-0.056106615000000006,0.47916943300000003
ecoli_00843,1.1286391194,-0.2994704085,-0.07265621500000001,0.424966693
ecoli_00844,1.7743357303,-0.2451833685,-0.24658312500000001,0.439007113
ecoli_00845,2.2054356462,-0.3512268115,-0.565017465,0.623551333
