,A,sigH,Rv1828
kinase:T4_24h_H:3,2.8419796024,-0.9517222070000001,0.5159513063
kinase:T4_24h_I:1,2.8358859247,-0.9980503623,0.44956004720000003
kinase:T4_24h_I:2,2.2135079119,-0.9766845329,0.4265585886
kinase:T4_48h_F:1,-2.5878029337,-0.8207345997000001,0.0774793832
kinase:T4_48h_F:2,-3.3292939934,-0.7506287335,0.1821425692
kinase:T4_48h_F:3,-3.0325636841,-0.7284357490000001,0.12949035550000002
kinase:T4_48h_I:1,-0.5443605345,-0.8550732446,0.4349951422
kinase:T4_48h_I:2,0.9095176262,-1.0272233563,0.4093572062
kinase:T4_48h_I:3,0.6753118622000001,-0.9444731859000001,0.3776453018
kinase:WT_T10_48h:1,-0.3025852606,-0.6449145908,0.4426792572
kinase:WT_T10_48h:2,-1.2439140297,-0.7859639766000001,0.4444414727
kinase:WT_T10_48h:3,-1.0850167312,-0.9192433032,0.5300327827
kinase:WT_T10_48h:4,0.0834406153,-0.8013001907,0.4613144102
kinase:WT_T10_48h:5,-0.31806861010000004,-0.7124631931000001,0.34690608030000003
kinase:WT_T4_48h:1,-1.2576461471,-0.9244941114,0.3667265914
kinase:WT_T4_48h:2,-0.6522364485000001,-0.6112524823000001,0.3948010844
kinase:WT_T4_48h:3,-1.2666319521,-0.6131319978,0.36590565540000003
levofloxacin:control:1,0.4285575988,-0.17406772680000002,-0.0169575242
levofloxacin:control:2,-0.2431247632,0.12154864330000001,-0.0688493295
levofloxacin:control:3,-0.1854328356,0.0525190835,0.0858068537
levofloxacin:treated:1,2.8147212955,0.3983640571,0.8745359441
levofloxacin:treated:2,3.7674491689,0.4388349388,0.9336252846
levofloxacin:treated:3,3.5154015852000002,0.6229134864,0.8594375242000001
linez:0_days_4:1,-8.0848366647,-0.1962799418,-0.041499288
linez:0_days_4:2,-8.0391296216,0.052136711200000005,-0.2277244027
linez:0_days_4:3,-8.2667468097,-0.0202804436,-0.1443829678
linez:0_days_4:4,-8.2271095499,0.0133498014,-0.0427877449
linez:0_days_control:1,0.0701790061,-0.0960098172,0.0374016235
linez:0_days_control:2,0.0648227098,0.0344052557,-0.0167159262
linez:0_days_control:3,-0.2999756468,0.053931952400000004,-0.0056507371
linez:0_days_control:4,0.1649739309,0.007672609,-0.0150349603
linez:1_days_4:1,-0.7743062925,-0.058250330700000005,0.2414957041
linez:1_days_4:2,-0.5640071417,-0.07344517,0.312228069
linez:1_days_4:3,-0.3223041042,-0.0992602518,0.2532792991
linez:1_days_4:4,-0.2916992466,-0.10101780910000001,0.27511726340000003
linez:1_days_control:1,-1.7738249151,-0.3957920374,-0.10617780060000001
linez:1_days_control:2,-1.2955749563,-0.27577079590000003,-0.0250313746
linez:1_days_control:3,-1.899787312,-0.25110428560000003,-0.0608092375
lipid:dextrose_exp:1,0.1564129116,0.0250247749,-0.0224380105
lipid:dextrose_exp:2,-0.1564129116,-0.0250247749,0.0224380105
lipid:dextrose_hypo:1,-10.794224933,1.8679883199,-0.468906221
lipid:dextrose_hypo:2,-8.9206735197,1.5804006634,-0.0916715386
lipid:dextrose_stat:1,-18.3157691032,1.8614266895,-0.2160681768
lipid:dextrose_stat:2,-18.0012804198,1.8476834508,-0.2129009011
lipid:lipid_exp:1,2.8563219878,-1.0221656631,-0.4912773408
lipid:lipid_exp:2,0.2902874935,-0.8882833342,-0.30740542790000003
lipid:lipid_stat:1,-12.978097055,0.1654575945,1.020280135
lipid:lipid_stat:2,-15.948190457900001,-0.2277102436,1.4573136751
mcr11:mcr11_mutant:1,4.0306117332,0.6254508992000001,0.0542493318
mcr11:mcr11_mutant:2,4.2797505499,0.576058803,-0.083368842
mcr11:mcr11_mutant:3,5.0734706918,0.5519793921,-0.0879439972
mcr11:wt:1,0.4219227884,-0.0368610038,0.060686625200000004
mcr11:wt:2,-0.08890417020000001,0.0362398759,0.044784094100000005
mcr11:wt:3,-0.3330186182,0.0006211279,-0.1054707193
miceAV_macro:24h_control:1,0.6019601581,-0.040462221900000005,0.0232019742
miceAV_macro:24h_control:2,-0.0884852285,0.0144092753,0.0711287676
miceAV_macro:24h_control:3,-0.5134749296000001,0.0260529466,-0.0943307417
miceBMDM:inf02:1,-0.591944095,-0.09026102770000001,0.1666304947
miceBMDM:inf02:2,2.8032352168,-0.38727011110000004,0.0830006675
miceBMDM:inf02:3,0.10392477630000001,0.0769516754,0.2254507311
miceBMDM:inf24:1,1.1653253183,0.48022267960000004,-0.19371563600000002
miceBMDM:inf24:2,2.532334316,0.3134669907,0.1177993148
miceBMDM:inf24:3,1.9004427284,0.2754544425,-0.2055138763
miceBMDM:inf08:1,7.3713565685999995,-0.0779878358,-0.1767005063
miceBMDM:inf08:2,6.4633861643,0.1496679748,-0.43186015910000003
miceBMDM:inf08:3,5.5596193125,0.11137094360000001,-0.4676001414
miceBMDM:no_inf02:1,0.2358442762,0.0433105507,-0.12550142520000002
miceBMDM:no_inf02:2,-0.33858321,-0.044488765900000005,0.0799738639
miceBMDM:no_inf02:3,0.1027389337,0.0011782152,0.045527561300000005
miceBMDM:no_inf24:1,4.4044839263,0.121329138,-0.23142946050000002
miceBMDM:no_inf24:2,3.9619585714000003,0.1330266132,-0.3968351692
miceBMDM:no_inf24:3,5.0890023396,0.0665290774,-0.2792848121
miceBMDM:no_inf08:1,3.795160225,-8.0829e-06,-0.22667461730000002
miceBMDM:no_inf08:2,4.0708779403,0.028833507,-0.1664487567
miceBMDM:no_inf08:3,4.4391727656,-0.0692294228,-0.2907469264
miceNF:control:1,-1.8318130183,0.0045067531,0.0510191227
miceNF:control:2,1.8318130183,-0.0045067531,-0.0510191227
miceNF:invivo:1,-10.109225378,-0.2779567811,-0.6864847982000001
miceNF:invivo:2,-11.7578740288,-0.8496941650000001,-0.8304202885
miceNF:invivo:3,-11.3280179255,-0.3388887713,-0.7896022234000001
mihF:mihF_mutant_atc:1,1.550786902,0.18847614240000002,0.5306651283
mihF:mihF_mutant_atc:2,0.7274404240000001,0.5603474611,0.4195842871
mihF:mihF_mutant_no_atc:1,-2.8586354613,0.17117251690000002,-1.0441033917
mihF:mihF_mutant_no_atc:2,-1.3611605458,0.4657715764,-0.0746967978
mihF:wt_atc:1,-0.9362210731,-0.0043192864000000004,-0.1020873768
mihF:wt_atc:2,-2.6237490908,-0.060594412400000006,-0.6907510858
mihF:wt_no_atc:1,-0.771150157,0.2780270724,-0.1168937662
mihF:wt_no_atc:2,0.771150157,-0.2780270724,0.1168937662
mmpl3:mutant_no_ATC:1,0.5661681127,-0.08266079030000001,-0.0335757181
mmpl3:mutant_no_ATC:2,-0.5661681127,0.08266079030000001,0.0335757181
mmpl3:mutant_with_ATC:1,-2.1596106269,-0.3452085802,0.2375697165
mmpl3:mutant_with_ATC:2,-2.6381881362,-0.7100013421,0.3145744569
mrsI:ko_iron_atc:1,0.1774012626,0.18835377490000002,-0.025587732300000002
mrsI:ko_iron_atc:2,0.2560291517,0.0340930115,-0.016779629
mrsI:ko_iron_no_atc:1,6.9273917008,-1.4618416737,0.2169687962
mrsI:ko_iron_no_atc:2,7.8122924148,-2.0736856433,0.5057969134
mrsI:ko_ox_atc:1,8.4774631063,-2.1919118165,0.5372681957000001
mrsI:ko_ox_atc:2,7.5595037867,-1.5299737709999999,0.26577777010000003
mrsI:ko_ox_no_atc:1,7.2648871312,-1.4854933275,-0.7053113449
mrsI:ko_ox_no_atc:2,7.3071765312,-1.5751228846,-0.8601172305
mrsI:ko_sds_atc:1,6.7805435444,-1.6504461645,-0.91861176
mrsI:ko_sds_atc:2,7.0142721839,-1.5212051843,-0.6381498539
mrsI:ko_sds_no_atc:1,-0.21256137390000002,0.1089146887,-0.1038158826
mrsI:ko_sds_no_atc:2,0.5763159256,0.2223705169,-0.022215645000000003
mrsI:wt_iron_atc:1,-0.6336548243,-0.1721458504,-0.0648481068
mrsI:wt_iron_atc:2,-0.2772427248,-0.060345994800000004,-0.0300328269
mrsI:wt_iron_no_atc:1,2.4958230693,-1.2149430967,0.2632490678
mrsI:wt_iron_no_atc:2,6.8852847667,-1.3434020850000001,0.2632717137
mrsI:wt_ox_atc:1,2.5936945811000003,-1.1741899726,0.29148519430000003
mrsI:wt_ox_atc:2,6.0792020409,-1.4641176239,0.3548460397
mrsI:wt_ox_noatc:1,4.9813809992,-1.6261695276,-0.3335993358
mrsI:wt_ox_noatc:2,5.6526065846,-1.5769230964,-0.5088862458
mrsI:wt_sds_atc:1,4.3176528493,-1.7228354201,-0.4296660995
mrsI:wt_sds_atc:2,5.4544799872,-1.6317320808,-0.349964991
mrsI:wt_sds_no_atc:1,0.3788729752,0.0516315594,-0.0194744622
mrsI:wt_sds_no_atc:2,-0.3788729752,-0.0516315594,0.0194744622
nitrate:control:1,0.26760754000000003,0.054487188000000006,0.0140962737
nitrate:control:2,-0.26760754000000003,-0.054487188000000006,-0.0140962737
p218:0_days_.1:1,2.1848870133,-0.0795110683,0.235341133
p218:0_days_.1:2,0.0572230013,-0.0632870161,0.0097215891
p218:0_days_.1:3,1.8606253596000002,-0.0637422114,0.1046038189
p218:0_days_.1:4,1.9006426270999999,-0.1240169161,0.1631826452
p218:0_days_control:1,0.0534931502,-0.027833273000000002,0.0380425878
p218:0_days_control:2,0.0703159307,0.012702789400000001,-0.006346760900000001
p218:0_days_control:3,-0.2258511467,-0.0119949841,-0.07047251730000001
p218:0_days_control:4,0.1020420657,0.0271254677,0.0387766904
p218:1_days_.1:1,4.5284384832,0.1292423734,0.2226451612
p218:1_days_.1:2,4.5298986324,0.2332150902,0.17553308380000002
p218:1_days_.1:3,4.7019200008,0.2648740732,0.15992244090000002
p218:1_days_.1:4,4.2013490124,0.2544177366,0.2030287114
p218:1_days_control:1,11.7860966851,0.1981216894,-0.26684754310000003
p218:1_days_control:2,11.6535311244,0.2267733358,-0.1811507137
p218:1_days_control:3,11.7854232501,0.1958255136,-0.13981281950000002
p218:1_days_control:4,11.6130985096,0.3302977874,-0.541999891
patH-Cap:post_path_ctrl:1,-1.7892366437,-0.49884757020000003,-0.2378186618
patH-Cap:post_path_ctrl:2,-1.7257742242,-0.5795906535,-0.2684987881
patH-Cap:post_path_inh:1,-2.5539864602,-0.7100918558,-0.22105439100000002
patH-Cap:post_path_inh:2,-1.9587286777,-0.7967209205,-0.27008725100000003
patH-Cap:pre_path_ctrl:1,-0.1332559965,-0.0571890819,0.0121790674
patH-Cap:pre_path_ctrl:2,0.1332559965,0.0571890819,-0.0121790674
patH-Cap:pre_path_inh:1,-0.4974781561,-0.2206165887,-0.0728057563
patH-Cap:pre_path_inh:2,-0.46877053220000003,-0.2115520669,-0.10921352740000001
ppxx:double_mutant:1,-0.1655798507,-0.0107405494,-0.0151393301
ppxx:double_mutant:2,0.1655798507,0.0107405494,0.0151393301
reactivation:day_1_reactivation:1,11.6480684275,-1.6999884621999999,-0.5246570618
reactivation:day_1_reactivation:2,11.411497984,-1.6443964016,-0.5669037385
reactivation:day_1_reactivation:3,11.836634971,-1.6897096114,-0.5010467339
reactivation:day_2_reactivation:1,22.989638674,-1.8082499011,-0.8314455516
reactivation:day_2_reactivation:2,22.7491547393,-1.8243608378,-0.8263371635000001
reactivation:day_2_reactivation:3,22.7568614889,-1.7322385883,-0.8717867308
reactivation:day_3_reactivation:1,21.9080861278,-1.9847389740999999,-0.8245411725
reactivation:day_3_reactivation:2,22.153487408,-2.0670978149,-0.8494553551
reactivation:day_3_reactivation:3,22.0028476399,-2.0512734162,-0.8565278624
reactivation:day_4_reactivation:1,22.884359343,-2.3520842881,-0.9277413089000001
reactivation:day_4_reactivation:2,22.5645542761,-2.3522031026,-0.9720664800000001
reactivation:day_4_reactivation:3,23.1403458483,-2.4485454769,-0.9666552494
reactivation:days_0_persistence:1,-0.0156827909,-0.0533514661,0.027946279
reactivation:days_0_persistence:2,-0.0787454377,0.0397819257,-0.0152723279
reactivation:days_0_persistence:3,0.0944282285,0.0135695404,-0.0126739511
redox:intra_basal:1,1.1109119397,-0.1257420428,-0.2390888918
redox:intra_basal:2,-1.6427062584,0.11127912250000001,-0.2229158444
redox:whib3_comp_4.5:1,8.941688292,1.6555355549000002,-2.0619869177
redox:whib3_comp_4.5:2,1.6790813766000001,2.5959174634,-2.8901728119000003
redox:whib3_comp_6.6:1,-3.2826888788,-0.23035915950000002,-0.08370049930000001
redox:whib3_comp_6.6:2,5.2372250542,-0.1046500217,-0.0555458969
redox:whib3_ko_4.5:1,0.5908406866,1.9547015389,-3.0984082263
redox:whib3_ko_4.5:2,-1.8827915217000002,1.7094211877,-3.2928379237
redox:wt_4.5:1,1.2758058971000001,-0.020505490300000002,-0.4274720569
redox:wt_4.5:2,1.9245365151,-0.2874382333,-0.2601190225
redox:wt_6.6:1,0.7272996468,-0.000899797,0.0527998082
redox:wt_6.6:2,-0.7272996468,0.000899797,-0.0527998082
resus:day_1_run_1:1,0.022423465,0.0859483198,-0.035274383900000005
resus:day_1_run_1:2,-0.022423465,-0.0859483198,0.035274383900000005
resus:day_4_run_1:1,3.446487284,-0.4888886777,0.22781639
resus:day_4_run_1:2,3.0374279793,-0.1975116486,0.0749449712
rho:00h_DUC:1,-0.1889481278,0.0460908618,-0.0081907394
rho:00h_DUC:2,0.1889481278,-0.0460908618,0.0081907394
rho:00h_DUC_1:1,4.1092417488,-0.4841516612,-0.459703888
rho:00h_DUC_1:2,4.2585323626000005,-0.30412883020000003,-0.5981573784
rho:01.5_DUC:1,1.9048404453,-0.4796358718,-0.41502415740000004
rho:01.5_DUC:2,3.5207736816,-0.2908429535,-0.6648270569
rho:01.5h_DUC_ATC:1,-1.1829655682,-0.23549373280000002,0.0680182268
rho:01.5h_DUC_ATC:2,-0.5063576976,0.0910217868,0.0548764868
rho:03_DUC:1,4.9225476836,-0.46103506250000004,-0.7099612931
rho:03_DUC:2,5.1851496921999995,-0.2459896078,-0.4483024554
rho:03h_DUC_ATC:1,1.4564104173,0.2134626731,-0.0219870791
rho:03h_DUC_ATC:2,2.4739899442,0.170300674,-0.015069907200000001
rho:06h_DUC_ATC:1,1.504767974,-0.31778122070000003,-0.1696837024
rho:06h_DUC_ATC:2,4.8940548808,-0.2399702401,-0.1898193376
rho:06h_WT_ATC:1,3.3310691154,0.2074927201,-0.1458045306
rho:06h_WT_ATC:2,2.4845336404,0.2392472585,-0.1177719685
rho:09_DUC:1,-2.3724134396,-0.2326751994,-1.1592236739
rho:09_DUC:2,-1.2212011844,-0.2635384085,-1.0029689771
rho:09h_DUC_ATC:1,-0.9896559914,-0.40663003680000004,-0.5314554151
smx:0_days_12.5:1,0.0603444817,0.076701762,-0.0638854242
smx:0_days_12.5:2,-0.1325217769,0.15008835140000001,-0.0383908176
smx:0_days_12.5:3,-0.034513823,0.0740303301,-0.0119654837
smx:0_days_control:1,0.0814672766,-0.0086460049,-0.0206235109
smx:0_days_control:2,-0.053055349200000004,0.0197449741,-0.0102382246
smx:0_days_control:3,-0.0284119273,-0.011098969200000001,0.0308617355
smx:1_days_12.5:1,0.2940439039,0.0875662043,-0.0026871552
smx:1_days_12.5:2,0.3147415233,0.1292670169,-0.0206325763
smx:1_days_12.5:3,0.2013790866,0.0767569879,-0.0521639871
smx:1_days_control:1,-0.5643777531,-0.0506539835,0.11027976560000001
smx:1_days_control:2,-0.9222221006,0.0361329639,0.1373731803
smx:1_days_control:3,-0.7818135046,-0.0869639267,0.1027251613
sq109:0_days_3:1,-3.4216889094000003,0.0052412619,-0.3663981182
sq109:0_days_3:2,3.0844585119,0.3390513113,0.2635349067
sq109:0_days_3:3,3.0424635992,0.330598909,0.3051348246
sq109:0_days_3:4,-3.3718077683,-0.0209002657,-0.3041082611
sq109:0_days_control:1,-2.6115914298,-0.2096789924,-0.3414179177
sq109:0_days_control:2,2.6371075023,0.1723663545,0.3855829484
sq109:0_days_control:3,2.7047308855,0.2956632904,0.3039290733
sq109:0_days_control:4,-2.730246958,-0.2583506525,-0.3480941039
sq109:1_days_3:1,-3.5461595771,-0.028458339000000003,-0.3669511097
sq109:1_days_3:2,3.2125859226,0.2625653181,0.2978692773
sq109:1_days_3:3,2.8454804808,0.34054873010000003,0.2820147958
sq109:1_days_3:4,-3.3096665404,-0.027061198800000002,-0.3993681429
sq109:1_days_control:1,-3.0341928042,-0.2287682838,-0.3413115742
sq109:1_days_control:2,2.7705516012,0.19678495000000001,0.3112155071
sq109:1_days_control:3,-2.8990896073,-0.1885122541,-0.3565263245
sq109:1_days_control:4,2.6697683189,0.35199664210000003,0.2721534571
stress:.1_butyrate:1,-1.9281172025000002,0.757565774,-0.2939526115
stress:.1_butyrate:2,-0.0077333225000000005,0.4279517248,-0.2661182541
stress:.1_butyrate:3,-0.3681087856,0.9547634517,-0.3322043722
stress:.4_gluc:1,-0.043620865,0.1148002105,0.0171844526
stress:.4_gluc:2,-0.0531619118,-0.0284684325,0.0872548264
stress:.4_gluc:3,0.0967827767,-0.0863317779,-0.1044392791
stress:1_days_low_iron:1,1.4096040104,0.4709806621,0.2582533502
stress:1_days_low_iron:2,1.2615476289,0.6697742950000001,0.3135416055
stress:1_days_low_iron:3,0.43083364620000003,0.3631649166,0.1221147561
stress:7_days_low_iron:1,-3.7621794680000002,0.0350503392,-0.031397896
stress:7_days_low_iron:2,-4.7242908721,0.0757484851,0.228153658
stress:7_days_low_iron:3,-5.3144679507,0.1893323241,0.0942343511
stress:gluc_butyrate:1,4.4194163362,0.300422067,0.0983275322
stress:gluc_butyrate:2,3.9938947288,0.1099362915,0.2140585367
stress:gluc_butyrate:3,4.0360041041,0.1598608469,0.20727839450000002
stress:high_iron:1,6.7093157304,0.26988323000000003,0.0177320317
stress:high_iron:2,5.6973202749,0.571413928,-0.0452285905
stress:high_iron:3,7.0474068165,0.4800344915,-0.1436508812
stress:tolox_ph_7:1,6.872685312,0.4020412158,-0.2322198123
stress:tolox_ph_7:2,6.9766381705,0.35625374120000003,-0.1317585169
sutez:0_days_5.6:1,-0.3887458284,0.023330427,-0.1115624831
sutez:0_days_5.6:2,-0.1689533855,0.0256682763,-0.0970013049
sutez:0_days_5.6:3,0.1296240101,0.0361928441,0.0452040099
sutez:0_days_5.6:4,-0.09961991490000001,-0.2067549008,0.074543361
sutez:0_days_control:1,-0.32928224770000003,0.039754842000000006,-0.025839164300000002
sutez:0_days_control:2,0.160230159,-0.0926672395,-0.0056645526
sutez:0_days_control:3,0.3026923979,-0.0275222922,0.0453143908
sutez:0_days_control:4,-0.1336403092,0.0804346896,-0.0138106739
sutez:1_days_5.6:1,-1.535121099,0.9347073747,-0.6002538573
sutez:1_days_5.6:2,-1.3666833595,0.8006701405000001,-0.5085708159
sutez:1_days_control:1,1.5308174748,0.3469136372,0.0139380392
sutez:1_days_control:2,1.1230458518,0.31482798700000003,-0.0195062468
sutez:1_days_control:3,0.7927086351,0.6077277536,-0.022456003000000002
sutez:1_days_control:4,1.2359935488,0.3164572068,-0.0393896981
thrB:0_days_starve:1,1.3502739078000001,0.090564262,0.0811508069
thrB:0_days_starve:2,-1.3502739078000001,-0.090564262,-0.0811508069
tss:expression_library:1,-0.7928891603,0.2174502042,-0.2980320215
tss:expression_library:2,-1.3078031146,0.06320415310000001,-0.33458021520000003
tss:mapping_triphosphate:1,-1.4053245001,1.0018814738,-1.4768821603
tss:mapping_triphosphate:2,-2.1505053659,0.8709234659,-1.2322775349
tss:mapping_wo_triphosphate:1,-1.1380371680999999,1.2844207083999999,-0.7821313095
tss:mapping_wo_triphosphate:2,-0.8100256751,1.2718364866,-1.1983471007
tss:wt_experiment_2:1,-0.0059205648,0.1199756837,-0.0577928518
tss:wt_experiment_2:2,-0.0092073018,-0.1051333176,0.0762279264
tss:wt_experiment_2:3,0.015127866700000001,-0.0148423661,-0.0184350746
vera:0_days_176:1,1.2739411296,-0.21772409650000002,-0.0470416416
vera:0_days_176:2,1.8369731651,-0.13443842350000001,-0.1791046194
vera:0_days_176:3,1.7740108465,-0.2853593039,0.0553775764
vera:0_days_176:4,1.9042135291000002,-0.4090668806,0.037604899000000004
vera:0_days_control:1,-0.5484495277,0.0269319026,-0.0392884056
vera:0_days_control:2,0.1581697983,0.0520618121,0.1218266016
vera:0_days_control:3,-0.0004328867,-0.0401210413,-0.012432017
vera:0_days_control:4,0.39071261620000003,-0.0388726735,-0.0701061791
vera:1_days_176:1,2.6452088243,0.0245017942,-0.0404825349
vera:1_days_176:2,2.8096104428,0.0524678803,-0.10404686090000001
vera:1_days_176:3,3.3137653814,-0.076299212,-0.020580236300000002
vera:1_days_control:1,0.0986176877,0.2154983199,0.1896121039
vera:1_days_control:2,0.4944957505,0.27404855910000003,0.14844412240000002
vera:1_days_control:3,-0.1243454242,0.4585784002,0.21776816770000001
vera:1_days_control:4,0.0562772515,0.4358200356,0.2114219571
