,A,Fis,PurR,ihfB,ArgR,PepA,RutR
clpP__delclpP_DPTA__2,-2.0242967982,-4.4789907589,-2.5558488704,-0.6458514533,1.6138738079000001,-0.16010499450000001,0.7612084091
clpP__delclpP__3,-0.0877519831,-0.9919315539,-0.0603932365,-0.0375685068,-0.7984532223,0.1550636853,0.5863187806
clpP__delclpP_DPTA__3,-1.8014707478,-4.5133405724,-2.8723472229,-0.2555400746,1.2318154803,-0.0444409642,0.9907153465
colombos2__delydcR__1,1.9298682711000001,0.17375886610000002,-0.5369829458,0.036128813,-0.6904608447,0.0987039478,-1.0007379492
colombos2__delydcR__2,1.3068765982000001,0.0221048933,-0.07213236690000001,-0.1014112152,-0.5308120433,0.48787486210000003,-0.39676620090000003
colombos2__delydcR__3,1.7858970668,-0.08231757840000001,-0.0033087561,-0.33370757,-0.9873226951,0.5415499136,0.2067039431
colombos2__delyjiR__1,-1.6539449899,-0.44412843420000003,0.0642602646,0.6122663315,-0.6752141763,-0.390825109,0.07287222410000001
colombos2__delyjiR__2,0.0192484526,0.1763071341,0.152196026,-0.18541421200000002,-0.3400131905,0.5983197002,0.6955816518
colombos2__delyjiR__3,0.1509800189,-0.0210385501,0.35087327,-0.1877390568,-0.0630287639,0.3221027045,0.1826733482
colombos2__wt__1,-2.065066315,-0.2778844546,-0.1014980146,0.4030636574,0.4274355933,-0.3069039247,-0.7152934279000001
colombos2__wt__2,1.3566427208,0.0923257703,-0.1517723443,0.0131742564,0.006301281000000001,-0.22010797040000002,0.1112982042
colombos2__wt__3,0.7084235942,0.1855586843,0.2532703589,-0.4162379138,-0.4337368743,0.5270118952,0.6039952236
crp_k100__ar1_ar2__1,10.1819485379,0.1353325465,2.5620045605,0.9058984181,0.6637685627000001,1.442423483,-1.1174634565
crp_k100__ar1_ar2__2,8.8904494689,-0.4626390308,2.2400232758,0.3372727179,0.6707919367,1.6809387455,-0.8422464093
crp_k100__ar1_ar2__3,6.6393267488,0.9470647594,1.7545043347,0.2070695586,0.1794544803,1.3028950073,-0.4662181447
crp_k100__wt__1,-0.1371305283,-0.3240282293,-0.5214106463,-0.008781891600000001,0.0452106051,0.0232820608,0.1150523328
crp_k100__wt__2,0.3000427707,0.4492695303,0.5718155577,0.1159388298,0.0026843548,0.0719887931,-0.3557565957
crp_k100__wt__3,-0.16291224240000002,-0.1252413011,-0.0504049114,-0.1071569381,-0.0478949599,-0.09527085390000001,0.24070426290000002
crp_k100__K100Q__1,0.2019909251,-1.0067531821,-0.2615755528,-0.0083563761,0.3400648385,0.34368136660000004,-0.4122890242
crp_k100__K100Q__2,-0.254604912,-0.9374082532,0.3453681276,-0.1669905288,-0.3372959426,0.2435517567,0.20351590190000002
crp_k100__K100R__1,-0.2390803359,0.2443714485,-0.2084521189,0.20314510130000002,0.0884201242,-0.0029208478,-0.9481841552
crp_k100__K100R__2,-1.0831958101999999,0.1211573306,-0.3943354945,0.47657710410000004,-0.29068361200000004,1.0801577674,-1.6442158204
crp_k100__K100R__3,0.2540284346,0.48234402860000003,-0.1770561564,0.2700813805,0.3331486571,0.3058763084,-0.739211888
csrA__wt_t00__1,0.3312962091,0.2856609869,-0.2551220509,-0.0993100443,-0.086696585,-0.07076706540000001,-0.19317204100000002
csrA__wt_t02_30__1,0.9000209687,0.46229152290000003,-0.8296572629000001,0.0998917893,-1.0044428641,-0.6010994506,-1.1433354104
csrA__wt_t05__1,4.1659075198,-0.4388963777,-3.0448777741,0.3514798276,-2.9423982724,-0.8149583911,-1.6493833107
csrA__wt_t10__1,5.1136203113,-2.3116290869,-4.3524303464,1.0705500595,-3.6059455527,-1.1733968079000001,-1.2097468061
csrA__wt_t15__1,2.7061286848,-2.1120537944,-3.500224332,1.4234215681,-2.7736747476,-1.2881679121,-1.9532938604
csrA__delcsrA_t00__1,-1.1571580491,-0.12989996580000002,-0.4001164538,0.1706238948,-0.1633942692,0.21043051140000002,0.2200113896
csrA__delcsrA_t02_30__1,-0.9365053348000001,-0.0704869526,-1.6730420739,0.4918520685,-1.6387307180000001,-0.80582815,-1.6250234038
csrA__delcsrA_t05__1,1.3753740888000001,-1.4164738337,-2.9828074096,0.8975972293000001,-3.4465947834,-1.3472065784,-0.7860380478000001
csrA__delcsrA_t10__1,1.9340148184000001,-2.6336419404,-3.9109177223,1.0836947918,-3.4412040148,-1.2393207992,-1.9493566715
csrA__delcsrA_t15__1,0.28457670300000004,-2.0190826252,-3.722036305,1.6690505328,-2.7951353264,-1.3054837853,-1.1946727238000001
csrA__wt_t00__2,-0.3312962091,-0.2856609869,0.2551220509,0.0993100443,0.086696585,0.07076706540000001,0.19317204100000002
csrA__wt_t02_30__2,1.0488234127,-0.4127282782,-0.7309790292,0.252113582,-1.3785696093,-0.21037732080000002,-0.39864467340000004
csrA__wt_t05__2,4.3871743118,-1.1173694931,-2.7661833012,0.5647996376000001,-3.1635154741,-0.7271218503,-0.5898684798
csrA__wt_t10__2,5.2414096697,-2.5035840857,-4.2187307945,1.3226622664,-3.7793584976,-1.100845905,-1.1067335201
csrA__wt_t15__2,3.9484371797,-2.1288024807,-3.972699558,1.6822680893,-3.1505247999,-1.2564116494,-1.5270707183
csrA__delcsrA_t00__2,-1.0264744385,-0.0527160652,-0.11653227270000001,0.0748492973,-0.09057879640000001,0.08437794700000001,0.0595068526
csrA__delcsrA_t02_30__2,-0.7862798201000001,-0.120782069,-1.5844467782,0.3824540121,-2.1156590866,-1.0886936639,-1.4184676988
csrA__delcsrA_t05__2,2.2098001569,-1.1432520925,-2.9237674107,0.6218532665000001,-3.3876355351000003,-1.3701335714,-2.2272414331
csrA__delcsrA_t10__2,1.5460165927,-2.4052981442,-3.8551633672000003,1.5451177489,-3.6294082095,-1.4573536790000001,-1.2225832557
csrA__delcsrA_t15__2,0.4456950012,-2.0092255872,-2.8724014461,1.6794614229,-2.4554266319,-1.3303028624,-0.5604412835
cstr_pfr__str_0005m__1,0.09212124320000001,0.3703510875,0.058884523700000004,-0.19552296660000001,0.0226151143,-0.0657425526,0.1790379791
cstr_pfr__str_0010m__1,0.7618038689000001,0.6390318604,0.054696419600000004,-0.33676205870000003,0.0655828031,-0.2953779089,0.0147336557
cstr_pfr__str_0025m__1,0.452975958,0.3504221876,0.029292267900000002,-0.4678555526,-0.2226186759,-0.06835029670000001,0.2119820205
cstr_pfr__str_0045m__1,0.3074576933,0.3849700321,0.0562661885,-0.4951556387,-0.0661464291,-0.0284530268,0.2194399495
cstr_pfr__str_0075m__1,0.2686864882,0.252385713,0.08397976600000001,-0.42116024230000004,-0.0358363695,-9.78647e-05,0.13626855200000002
cstr_pfr__str_0120m__1,0.2168469005,0.24240673740000002,0.08045659940000001,-0.3693426452,-0.1117941288,0.0067964761000000005,0.24521677530000002
cstr_pfr__str_0210m__1,-0.2561660405,0.105513348,0.11930410250000001,-0.3916075934,-0.09128103400000001,-0.0141882512,0.43136205440000003
cstr_pfr__str_0330m__1,-0.8865172327,0.0946976137,0.11115704500000001,-0.3751414215,0.0086141097,0.0259417891,0.3137483729
cstr_pfr__str_1500m__1,-1.0824942518,0.031039757600000002,0.008274386,-0.3437698719,0.0671662184,-0.0727735454,0.43974872270000004
cstr_pfr__str_1560m__1,-0.2013867527,0.0967261209,0.1097647107,-0.3634793157,0.06350787470000001,-0.0125610363,0.47785827220000004
cstr_pfr__str_1680m__1,-0.1282944927,0.1285966332,0.0255924134,-0.3447350557,0.0754558912,-0.0101268392,0.3170200267
cstr_pfr__str_ref1__1,-0.1485359655,0.0166531259,0.0033692084,-0.013629433100000001,0.08802915280000001,-0.0189317214,-0.0180505097
cstr_pfr__str_ref2__1,0.033155555,-0.0757825612,-0.15439298040000002,0.0438769886,-0.0839650608,-0.0503417761,0.1033288034
cstr_pfr__str_ref3__1,0.321237865,0.0171588128,-0.037609444900000004,-0.0778520007,-0.15537518220000002,-0.0357567618,-0.1692375757
cstr_pfr__pfr_P5_0005m__1,-0.021938158500000002,-0.407888823,-0.5271757412,0.0540694228,-0.7441548944,0.21235071500000002,0.0097329622
cstr_pfr__pfr_P5_0010m__1,0.9415618352,0.0369889334,-0.6609952544000001,-0.3380115139,-0.8129368914,-0.11254514680000001,0.0524000114
cstr_pfr__pfr_P5_0025m__1,0.48777237510000004,-0.09247393920000001,-0.5794733588000001,-0.4061420535,-0.7820614879000001,0.0793866122,0.1610945427
cstr_pfr__pfr_P3_0025m__1,0.6232004327,0.1868786475,-0.2190738565,-0.36089320010000003,-0.39093763200000003,-0.0547994487,0.11470726510000001
cstr_pfr__pfr_P1_0025m__1,0.5524261924,0.3714230999,0.0270969674,-0.3537627923,-0.0443875262,-0.13460671670000002,0.2620056933
cstr_pfr__pfr_P5_0045m__1,0.1048833688,-0.0875288531,-0.5304306591,-0.34136905160000003,-0.7516258528,0.0433693906,0.1403385855
cstr_pfr__pfr_P5_0120m__1,-0.3323878347,-0.21486324180000002,-0.4800530334,-0.2991285242,-0.9247734853,0.0639067738,0.3099360937
cstr_pfr__pfr_P3_0120m__1,0.48244723300000003,0.2156180856,-0.0222921689,-0.518906887,-0.5243601192,-0.0427825809,0.1857504807
cstr_pfr__pfr_P1_0120m__1,-0.21306933050000001,-0.0003861452,-0.1580018043,-0.0308626203,-0.006878131700000001,-0.2251789102,0.1014381594
cstr_pfr__pfr_P5_0210m__1,-0.9095055645000001,-0.3241287467,-0.40659921250000003,-0.3128391911,-0.8182087027,0.032816638700000005,0.2247411934
cstr_pfr__pfr_P5_1500m__1,0.08482908980000001,-0.1113040052,-0.2062934918,-0.6247095729000001,-0.7065486803000001,-0.0106853642,0.35094389330000003
cstr_pfr__pfr_P3_1680m__1,0.036188463000000004,0.059424622100000005,0.0436667701,-0.39696131430000003,-0.2496862011,-0.0294305742,0.1871060624
cstr_pfr__pfr_P5_1680m__1,0.0888356523,-0.0612322287,-0.2367205929,-0.5874492021000001,-0.7007496228,0.0326653248,0.33106707820000003
cstr_pfr__pfr_P1_1680m__1,-0.026943838600000002,0.1655727507,0.06496242,-0.4934994717,-0.071415637,-0.0240229445,0.3075695916
cstr_pfr__str_0005m__2,0.3407229122,0.5265381162,-0.0111194345,-0.29955184300000004,0.0665496604,-0.3252678532,0.365552139
cstr_pfr__str_0010m__2,0.9894986956,0.7105019414,0.0730527762,-0.3493445589,0.2605663333,-0.3306173396,0.0312896116
cstr_pfr__str_0025m__2,0.9650224623,0.5685124336,0.1161628697,-0.4939354536,0.1381143168,-0.14067705460000002,0.1022277669
cstr_pfr__str_0045m__2,0.0955700646,0.4777084478,0.1154558343,-0.4346685737,0.0160857248,-0.1241389772,0.47269782920000003
cstr_pfr__str_0075m__2,0.0956660943,0.2742997667,0.1207170176,-0.49898345190000004,0.0188425291,-0.005403540300000001,0.37258998060000004
cstr_pfr__str_0120m__2,-0.0001065019,0.226354881,0.1685848386,-0.4394335224,-0.11836016660000001,0.030458038700000002,0.200280531
cstr_pfr__str_0210m__2,-0.18745307800000002,0.1282664125,0.2149802962,-0.3779241423,0.0215578193,0.0541945771,0.36291283690000004
cstr_pfr__str_0330m__2,-0.2705362636,0.09933768750000001,0.051038236300000005,-0.43067581120000004,-0.0349949832,-0.032185136100000004,0.2837755986
cstr_pfr__str_1500m__2,-0.7316600087,0.1111544077,0.11831841010000001,-0.4469418351,0.1549443704,0.0114745917,0.44612392170000004
cstr_pfr__str_1560m__2,-0.2161886221,0.1520757899,0.07813865810000001,-0.5305284609,-0.0941472497,0.031599882600000004,0.49301422710000004
cstr_pfr__str_1680m__2,-0.3921077791,0.0853638337,0.0596255797,-0.3726353283,0.047100813500000005,0.0415894725,0.3111323036
cstr_pfr__str_ref1__2,0.1485359655,-0.0166531259,-0.0033692084,0.013629433100000001,-0.08802915280000001,0.0189317214,0.0180505097
cstr_pfr__str_ref2__2,0.23472134320000002,0.0606862564,-0.0048224174,-0.1410483777,-0.1586519946,0.0533693066,0.0041689752
cstr_pfr__str_ref3__2,0.4612061653,0.10144661,-0.0841733895,-0.2992241516,-0.1236551285,-0.0304928239,0.0422151385
cstr_pfr__pfr_P5_0005m__2,0.2508562688,-0.1066968236,-0.4337210856,-0.1919072104,-0.7737897737,0.0014441374,0.1930101612
cstr_pfr__pfr_P5_0010m__2,0.4546920307,0.142671809,-0.6078774904,-0.2106737712,-0.5727065606,-0.2754463415,0.20959363350000002
cstr_pfr__pfr_P5_0025m__2,0.6116139221,0.1367928948,-0.3976181091,-0.4396286763,-0.4184600647,-0.15875178880000002,0.3121140159
cstr_pfr__pfr_P3_0025m__2,0.9959553508000001,0.52037051,-0.1255189139,-0.43113698440000003,-0.1530989945,-0.2345000186,0.1905147901
cstr_pfr__pfr_P1_0025m__2,1.0619339628,0.5944288306000001,0.11984555320000001,-0.5285459621,0.18562419930000001,-0.2932645311,0.1848036243
cstr_pfr__pfr_P5_0045m__2,0.25273899910000003,-0.30567362540000004,-0.2081007223,-0.7789340456,-0.5612333857,-0.08258215990000001,0.023545119200000002
cstr_pfr__pfr_P5_0120m__2,-0.1221404111,-0.049653716,-0.3242521451,-0.47990665450000003,-0.5411308674,-0.0757362404,0.4028784407
cstr_pfr__pfr_P3_0120m__2,0.38543082300000003,0.2289279667,-0.0391178583,-0.40638696950000003,-0.32853642580000003,-0.07434656590000001,0.4601060771
cstr_pfr__pfr_P1_0120m__2,0.3485878874,0.3062890209,0.1589086827,-0.4920680422,-0.0717241007,-0.0342092291,0.145191902
cstr_pfr__pfr_P5_0210m__2,-1.1138255837,-0.1641562449,0.0081357905,-0.2794220631,-0.301030474,-0.015646788800000002,0.5471455893
cstr_pfr__pfr_P5_1500m__2,-0.3636603639,-0.0834540627,-0.1309365724,-0.6138260592,-0.6329883973,0.0439431895,0.2361391279
cstr_pfr__pfr_P3_1680m__2,-0.1010248582,-0.11396918040000001,-0.1303447811,-0.5289399786,-0.609104258,0.0518274501,0.1260620047
cstr_pfr__pfr_P5_1680m__2,0.038383725,0.0618995564,0.0230465919,-0.45414213950000004,-0.306759086,-0.030121991,0.1652379884
cstr_pfr__pfr_P1_1680m__2,-0.2105600656,0.0997404394,0.08761837360000001,-0.48781659310000003,-0.0081696653,0.044480238500000005,0.34316948350000004
darobactin__daro_30m__1,-0.8174485850000001,-0.40148430150000003,-0.1001622346,0.172211879,0.7247996153,0.7055321828000001,-0.5110641511
darobactin__daro_30m__2,-0.6459059486000001,0.1344392673,0.1064896595,0.2852446293,0.7139523513,0.4794341319,-0.3294826971
darobactin__solv_1h__1,-2.2629641217,-1.5103430657999999,-0.37146351920000004,-0.034085819600000004,0.4371478078,1.600295633,-0.6474449578
darobactin__solv_1h__2,-2.4019108458,-1.3614163122,-0.0697646613,0.0714393256,0.5241697922,1.2942859816,-0.6550861742
darobactin__daro_1h__1,-2.8022784727000003,-0.8391686561,-0.36676937460000003,0.7262429691000001,0.6881399704000001,1.3924795077,0.24621862400000002
darobactin__solv_1h__3,-3.610867034,-1.6092606401,-0.1829705223,-0.54570419,0.21757034400000003,1.5614656930000002,-0.5414150353
darobactin__daro_1h__2,-2.1427847836,-1.0707844469,-0.2503671518,0.2129508923,0.8728875193000001,1.4783681568,-0.7835791189
darobactin__daro_1h__3,-2.2001051735,-1.4302093213,-0.3905083996,0.14178574160000001,0.8190482992,1.7487122097999999,0.24032597900000002
darobactin__daro_30m__3,-1.3411149534,-0.4504878827,0.1933303015,0.2678849863,0.8048531865,0.8207991221000001,-0.3098821943
darobactin__solv_30m__1,-0.5443601913,0.1964987598,0.0530883844,-0.0398567252,0.195634266,0.35406824880000004,0.15214001030000002
darobactin__solv_15m__1,0.30367967100000004,0.06597989230000001,-0.1107589786,-0.011565161000000001,-0.0626964711,-0.0652458675,0.2131335604
darobactin__solv_15m__2,-0.9890169671000001,0.0713297845,0.09050472500000001,-0.0110295462,0.1531490788,0.0128845708,0.0746553527
darobactin__daro_15m__1,0.0766457635,-0.2348329657,0.302210005,0.14964342960000002,0.2222978635,0.3327721315,-0.9553784715
darobactin__solv_15m__3,0.6853372961,-0.1373096768,0.0202542536,0.0225947072,-0.0904526078,0.052361296800000005,-0.28778891300000004
darobactin__daro_15m__2,0.20049276870000002,-0.1987746408,0.15821644910000002,0.1396423013,0.3166037949,0.2154579375,-0.5298674207
darobactin__daro_15m__3,0.1196269442,-0.1041404887,0.0757302848,0.6544630542000001,-0.0046542234,0.08227568910000001,0.4745365298
darobactin__solv_30m__2,-0.0988816864,0.1079538777,-0.1913859099,-0.312079486,0.3216542696,0.29720992420000003,-0.22345773
darobactin__solv_30m__3,-1.2450627925,-0.15648901070000001,0.0356506565,-0.4423228079,0.21987780440000002,0.22881950250000002,-0.7728828595
ddp__pNT3_aroP__1,-0.7849524166,-0.6239197979000001,-1.0223151591,0.1266565106,1.1520937103,0.3545822765,1.0701101001
ddp__pNT3_aroP__2,-0.7788331197,-0.2297412021,-0.2575039121,-0.19509359999999998,1.1920943905,0.0925379875,0.6555624823
ddp__pNT3_bamC__1,3.7594382889,3.0231784308,2.9543243433,-0.5672458622000001,1.609167813,0.0161288184,0.5505889328
ddp__pNT3_bamC__2,3.445620747,2.3202658635,2.5011765534,-1.1369997208,1.7002375469,-0.11561273720000001,0.4272655562
ddp__pNT3_cusA__1,6.1425587682,3.585583478,3.1100963739,-1.1653131053,1.3677281158,0.0866042722,0.5014589244000001
ddp__pNT3_cusA__2,5.6480880365,3.4521562427,2.5811968726,-1.834437337,1.470564554,-0.059862928700000005,0.4161760225
ddp__pNT3_hemX__1,0.288659157,2.2410353148,2.5125175963,-0.3100348107,0.394785312,0.08271499560000001,0.5528140048
ddp__pNT3_hemX__2,-0.4845947678,1.879845411,2.2324836831,-0.3205994297,0.4138684614,-0.0955194552,0.5445858208000001
ddp__pNT3_empty__1,0.016702049,-0.2336929399,-0.2713033219,-0.0232892471,-0.0051274945,-0.005993872000000001,0.1223828012
ddp__pNT3_empty__2,-0.016702049,0.2336929399,0.2713033219,0.0232892471,0.0051274945,0.005993872000000001,-0.1223828012
ddp__pNT3_topA__1,-0.4098711759,2.4965166696,2.1995235893,-0.9207812597,1.1548159621,-0.047224738,0.7242855599
ddp__pNT3_topA__2,-0.5250207612000001,3.1856201873,1.6691822595999999,-1.3071923027,1.2475378783,-0.5003341303000001,0.5878187437
ddp__pNT3_yicR__1,0.9806268034000001,2.4701123107000003,1.4805616891,-0.45955464420000003,1.0323927962,0.0435185391,0.48187429
ddp__pNT3_yicR__2,0.7398703095,2.3050675208999998,1.5812401528,-0.7959901979,1.471771492,-0.3033442039,0.2043788526
ddp__pNT3_yqjD__1,-0.7981971088,0.7332346591000001,0.39956587190000004,0.4344459372,0.3046195279,0.37779565130000003,0.6536765543
ddp__pNT3_yqjD__2,-0.9944218908,0.8660502453000001,0.8021925388000001,0.3504806305,0.45835212200000003,0.1527502996,0.1689656485
ecomics__del_gabT__1,-0.0640805191,-0.20326393040000001,-0.4046637464,-0.0056595274,0.0311582662,-0.3205195256,0.0799556075
ecomics__del_gabT__2,0.0640805191,0.20326393040000001,0.4046637464,0.0056595274,-0.0311582662,0.3205195256,-0.0799556075
ecomics__del_putP__1,1.003523887,-0.0825427549,0.3169366564,0.062111151,0.21786678240000001,0.1076425003,-0.43685687900000003
ecomics__del_putP__2,-0.2447746926,0.0336603295,0.2937375619,-0.1246500822,0.010424035,0.283299005,0.07003491590000001
ecomics__del_entF__1,2.7983249722,1.5476896820000001,0.6155171201,-0.32022293760000003,0.3802505479,0.46220492350000003,-0.3250181593
ecomics__del_entF__2,-0.8433087116,0.4018239786,0.5795764938,-0.18921608780000002,0.19092539790000002,0.2817195045,-0.3603477231
ecomics__del_entF__3,0.4000698152,0.5858999062,0.5087045466,-0.0718275669,0.14799674640000002,0.4552784379,-0.5040843181
ecomics__del_cysA__1,2.1751695524,1.4248384284,0.8854510809,0.0014180174,0.3412423851,0.3678237374,-0.4769519124
ecomics__del_cysA__2,1.2673847892,1.1984242662,0.6786567247,-0.0314311242,0.26128210090000004,0.5661323873,-0.4323846793
elyC__wt_21C__1,-0.9987633593,0.3771354375,0.3700288714,0.25078108450000003,-0.18354808990000002,-0.18289110620000001,0.1288420771
elyC__wt_21C__2,-1.0801648189,0.509388119,0.30934649610000003,0.3183754319,-0.0007095097,-0.1685253232,0.1321961417
elyC__wt_21C__3,-0.996077976,0.48062607100000004,0.39720283710000004,0.301183598,-0.2037150044,-0.2279970681,0.2489717333
elyC__wt_37C__1,-0.1867114157,0.1394315285,0.052944569000000004,0.0474008011,0.1307062096,-0.0028250469,-0.0546487462
elyC__wt_37C__2,0.11742768070000001,-0.1542708204,-0.09962077030000001,-0.0484154558,-0.0705232267,0.0493543207,0.031902435300000004
elyC__wt_37C__3,0.069283735,0.0148392919,0.0466762012,0.0010146547,-0.0601829828,-0.0465292738,0.022746310800000002
elyC__delelyC_21C__1,-0.9743454963,0.49311404880000004,0.47668196090000003,0.3186137509,-0.0909225261,-0.16260740440000002,0.1333823304
elyC__delelyC_21C__2,-0.9923182786,0.3537705665,0.3368194329,0.30219993900000003,-0.1285343274,-0.025424380200000003,0.0388036653
elyC__delelyC_21C__3,-0.9311991909,0.4754753548,0.4216071885,0.2917894999,-0.08630725700000001,-0.19977253320000002,0.0437408543
elyC__delelyC_37C__1,0.0181429273,-0.07399847500000001,0.0565494489,0.09051329500000001,-0.0062752856000000004,0.0552574864,-0.1428504192
elyC__delelyC_37C__2,0.0812516999,0.023794240600000002,0.012790148900000001,0.1174934251,-0.072685371,-0.0241820509,0.008310686000000001
elyC__delelyC_37C__3,0.0076658016,0.051536903700000004,0.09291353150000001,0.11349563530000001,-0.012727438700000001,0.0207256281,0.212030708
evo_acid_w__F9_2__1,2.2442206933,-0.5093630551,-0.1848694367,1.2565419311000001,-0.625524925,0.25213190010000003,-0.0448036703
evo_acid_w__F11_1__1,-0.0740651448,1.0448240257,0.6411439814000001,-0.8093952846,1.0738272911,0.4983916095,0.8373549732000001
evo_acid_w__F11_1__2,-0.13000248320000002,1.3949710003,0.8498827182,-0.5522377374,1.1224647065,0.47918037160000004,0.7158858234000001
evo_acid_w__F11_1__3,-0.40729900100000005,1.0738428079,0.6775524272,-0.2151484244,0.9841724577000001,0.3757851505,0.9429207532
evo_acid_w__wt__1,-0.7062136632,0.6279534183000001,0.48059591230000004,-0.1374971984,0.6028043494,0.2104629787,0.2214360357
evo_acid_w__F11_2__1,0.9719297468,-0.3132555821,-0.1911211895,0.2263643548,0.3462786754,0.3237998574,0.6289327702
evo_acid_w__B11_2__1,-1.3435651223,-0.5439089850000001,-0.4004082874,0.1338611287,1.0653777146,0.2786880096,0.5957759561
evo_acid_w__F11_2__2,0.4790203677,0.17956962810000002,0.0267251314,0.2189045622,0.6973359965,0.2920375763,0.9270887249
evo_acid_w__wt__2,-0.4175550945,0.7840393394,0.2571492865,-0.7429114568,0.6381413105,0.1026549736,0.2323813579
evo_acid_w__B11_1__1,-0.1828269699,-0.7293389396000001,-0.4077280941,0.0881715998,1.0423172939,-0.3139750389,0.6568370923
evo_acid_w__H9_1__1,2.2912787005,1.7779188062,0.6737695623000001,-0.8041098849,0.6577150789,0.5348037504,0.6091584090000001
evo_acid_w__H9_2__1,1.0132295132,0.8633148513000001,0.3016654837,0.7958109651,0.3681933658,0.2015871296,0.3020852177
evo_acid_w__B11_2__2,-1.4634004935,-1.0434970141,-0.7099439401000001,-0.0253147293,1.0606260001,0.2577948905,0.6409131068
evo_acid_w__wt__3,-0.2356252475,0.0930653412,0.655274691,-0.5291315211000001,0.7850980114,0.1630554588,0.4269669304
evo_acid_w__H9_2__2,1.1957905756,0.8914924555,0.2589482033,0.861613673,0.4073454007,0.3644040747,0.1506316776
evo_acid_w__B11_2__3,-1.4237154829,-1.0738210716,-0.766536573,0.0989163598,1.0019730338,0.025026561500000002,0.4953498123
evo_acid_w__F11_2__3,0.026131465700000002,-0.2266908223,-0.0313162359,0.1265679443,0.49830222690000003,0.3289629852,0.9606108688
evo_acid_w__F9_2__2,2.5778283980000003,-0.6093413027,-0.3788559654,1.226954437,-0.6713878425,0.44675404150000003,-0.16724877
evo_acid_w__wt__4,0.8748544880000001,0.40157637690000003,0.3162421226,0.9211761875000001,0.0754250529,0.1612499565,0.15074753130000001
evo_acid_w__wt__5,0.5900529937,0.3272748216,0.1933603737,0.9600903644000001,-0.2723188173,0.2029878332,-0.0618807508
evo_acid_w__wt__6,-1.053407938,-1.0786827828,-0.908422049,-0.823212393,-0.7096500398000001,-0.3483269291,-0.4558900423
evo_acid_w__H9_1__2,2.1725653239,1.9312242163,0.6251025589,-0.6308114248000001,0.5007536447000001,0.3277430799,0.5754252675
evo_acid_w__F9_1__1,1.141358376,0.3365615109,0.167015782,-0.1923440525,0.5128437258,0.3605403567,0.1585611017
evo_acid_w__F9_1__2,1.1837397429,-0.0320332964,0.0160377203,-6.0176e-05,0.2312435556,0.2811206889,0.5157984204
evo_acid_w__B11_1__2,0.460381034,-0.2880409691,-0.3241941122,0.1408796672,0.6478888292,-0.3567668657,0.4069438497
evo_acid_w__H9_2__3,0.8222941473000001,0.7264883133000001,0.1334436658,0.8741056694,0.46996632930000004,0.3030902435,0.2117576934
evo_acid_w__wt__7,1.1842507471000001,0.39649041,0.361020439,0.7605394983,0.11378296510000001,0.1782473473,-0.0021946356
evo_acid_w__F9_1__3,0.9158563694,0.1565363276,0.0784296097,-0.0228632045,0.2991874001,0.33622893540000004,0.44664712440000004
evo_acid_w__F9_2__3,2.4177326992,-0.47432717080000003,-0.3143247484,1.3315944608999999,-0.5897784412,0.2623975176,-0.11505532780000001
evo_acid_w__wt__8,0.18506038900000002,-0.5565783599,-0.5733543678,-0.4763504617,-0.41499259650000003,-0.46713730200000003,-0.1900085232
evo_acid_w__B11_1__3,0.026101853600000002,-0.3943179129,-0.423642248,0.2004499127,0.7121871351,-0.47280975000000003,0.5873225350000001
evo_acid_w__wt__9,-0.4214166747,-0.9951385649000001,-0.7818664083,0.0672969808,-0.8182902357,-0.203194317,-0.3215579034
evo_bz__c3_1_bz__1,-0.8927894184,0.1932521797,0.0124053879,0.2288210901,0.2808482948,-0.6282583917,0.0095685082
evo_bz__c3_1_bz__2,-0.45671400630000003,-0.11367726040000001,-0.5590187178,0.6101915694,-0.38899020570000004,-0.2581456903,-0.7339536783
evo_bz__c3_1_bz__3,-0.7493581403,-0.055300474200000005,-0.4831630891,0.576618225,-0.4091539375,-0.1424564538,-0.4334426222
evo_bz__c3_1_bz__4,-0.7064055237,-0.050601478500000005,-0.5345883858,0.6110947582,-0.41236444990000004,-0.1232424451,-0.4472467215
evo_bz__g5_1_bz__1,-1.4123560838,1.0977452562,0.5619394883000001,0.5652189377,0.38430322640000003,-0.0363613823,0.1138103531
evo_bz__g5_1_bz__2,-0.0216890164,1.6067169379,0.724416021,-0.2131127912,0.6215517791,-0.046622532200000004,-0.2263220079
evo_bz__g5_1_bz__3,-1.1845447391,1.2337849475,0.6168104848,0.46224616560000004,0.5350070551,-0.0632983632,-0.09499912120000001
evo_bz__g5_1_bz__4,0.4861102725,0.6487535925,0.8698959816,0.5648670378,0.021674077700000002,0.1541977826,-0.2833434606
evo_bz__g5_1_bz__5,0.5736925177000001,0.4313845094,0.1790103444,0.2495908246,-0.1243976168,0.1064448734,-0.36311052930000004
evo_bz__g5_1_bz__6,0.9437570846000001,0.5314377797000001,0.5306081469,0.25883636260000004,-0.038962316600000005,0.20984220650000002,-0.2937994493
evo_bz__w3110d13__1,-0.6158350313000001,-0.090826216,0.21467553920000002,-0.3371452922,0.10355982180000001,0.2345805454,-0.28851376570000004
evo_bz__w3110d13__2,-0.5930809771000001,-0.2275090176,0.1117354302,-0.4144919876,0.47487161860000004,-0.190881623,0.0592895082
