,A,Fis,PurR,ihfB,ArgR,PepA,RutR
abx_mega__zeocin_h2o__3,0.1386004824,-0.9708737299,-0.5739543297,0.6797201304,1.2174182694,0.2931131202,0.6639197915
abx_mega__bacit_h2o__5,-0.0060713842,0.6080896798000001,-0.2790127723,-0.0813581815,0.0514448458,-0.2102393408,0.5892184777
abx_mega__reta_dmso__1,-0.0743513111,0.8490393866,0.8469736120000001,-0.8155494813,-0.1344811048,-0.6708400761000001,0.0674542543
abx_mega__ery_h2o__4,8.5158239692,1.7872922632,0.8558896315000001,-1.0687696929,-0.2545413235,0.5773482279000001,-0.15715974600000002
abx_mega__ceru_ethanol__2,-0.7107054663,-0.6958508876,-1.0652491348,0.3147754193,0.27019308940000003,-0.3106573432,1.4831645281
abx_mega__fidax_dmso__2,-2.7049328139,-0.16191133970000002,-0.11141475960000001,-0.7102352016,-0.46813905380000004,-0.2281238978,-0.0135931685
abx_mega__novo_dmso__1,-4.4487271358000005,1.2088581859,-2.6549890718,-0.8855864517,-0.4526172457,-1.5869242752,0.0021680073
abx_mega__naoh-6__4,5.0710959782,-0.16045119600000002,0.0327864552,-0.3273901919,-0.2775480219,-0.2773984008,-0.32343625740000004
abx_mega__amyc-d_dmso__8,-1.7500646326,1.2692086651,0.1280442182,1.1375522752,0.4769144138,-0.6437475957000001,0.31214022880000003
abx_mega__chl_dmso__3,-1.0181143274,0.096913566,0.1789046484,-0.8341317912,0.162820502,0.15111611660000002,0.4878898707
abx_mega__nal_naoh__7,-0.1496344065,-0.5299322348000001,-0.32379276020000003,-0.7477767726,-0.14930856,-0.30480189,-0.1042099818
abx_mega__teix_dmso__9,-0.4856075789,-0.1474155264,0.4283931307,-1.2438504318999999,-0.06603368920000001,0.1320390896,-0.5654868849
abx_mega__ery_dmso__3,-0.307622,-0.31032173890000003,0.9323082170000001,-1.3600939619,0.017189552900000002,-0.1323123226,-1.4303069478000001
abx_mega__tmp_dmso__3,6.2964410461,-0.2070586725,-0.1574362339,-1.2032978044,-0.5830801553,-0.3204223559,-1.6679886608999999
abx_mega__sxt_dmso__3,-1.8098378456000002,0.7467306572,-0.5556569622,-1.5183364254,0.5938647686,-0.3948917414,-0.7385904954
abx_mega__polmyx_h2o__4,0.9812166523,-0.0470006762,-0.2025668556,0.8265102893,0.5386827159,0.0532767473,-0.5964541777
abx_mega__mem_dmso__3,-1.1154901186,-0.5280203292,-0.271109853,-0.8085937780000001,-0.3957315583,-0.3256734323,0.2015097039
abx_mega__nal_naoh__8,0.7832047751000001,-0.23178273600000002,-1.063161385,0.6144673881,0.8188616743,-0.5004271943,-1.0324073216
abx_mega__pen_h2o__3,2.5412347724,-0.19347923590000002,-0.38521837950000004,-0.7307318690000001,-0.5982587581000001,-0.3021559536,-0.326404684
abx_mega__van_dmso__5,-3.1031690588,0.6331787659,-0.6935492129,1.0924749437,0.6264964359,-1.0185427668,-0.5421424455
abx_mega__zeocin_h2o__4,-1.2507963448,-0.6381908614,-1.0853224245,0.6265042858000001,0.7397703857,0.0033837807,1.2810969832999999
abx_mega__h2o-6__2,5.1783905133,-0.12259243630000001,-0.1889635509,-0.1930641951,-0.1530154322,-0.4156801265,-0.3974267434
abx_mega__tet_h2o__4,3.1036875861,0.5383172481,0.8789539506,-1.1221989695,-0.38501857170000003,-0.6238131928,-0.0495681693
abx_mega__nor_naoh__4,1.1068564143,0.010780811500000001,-0.34451164710000004,-0.8893847205000001,-0.4211499664,-0.18332187600000002,-0.2269718587
abx_mega__cip_naoh__4,6.7144426268,-0.31651521790000003,-0.2984759208,-1.1343377475,-0.5338833539,-0.10055182650000001,-0.2814628865
abx_mega__tmp_dmso__4,6.1960874561,0.49990663900000004,0.095550627,-1.2139028339,-0.69719843,-0.4644942473,-0.32280231670000004
abx_mega__reta_dmso__2,2.4575255998,1.8605806696,0.318997686,-0.8070874991,0.1471012015,-0.6842153575000001,-0.2766852824
abx_mega__mem_dmso__4,2.7035907949,0.5064505429,-0.0157581647,-2.112586486,0.2387326189,0.063290655,-1.3206395294
abx_mega__dox_dmso__5,0.6647267894000001,0.5188505368,0.8035920824,-1.1911668779,-0.166934394,-0.1509520051,-0.8898955284000001
abx_mega__tmp_dmso__5,2.9688046529000003,-0.0285147619,-0.12137403740000001,-0.9323923927000001,-0.1028110399,-0.3574271495,-0.06976323400000001
abx_mega__flavo_dmso__3,1.1770296321,0.310465981,0.0838909853,-1.3161077135,0.1612652615,-0.0071686869,-0.3691984151
abx_mega__tmp_dmso__6,6.5671837314,0.320027795,-0.07210018480000001,-1.3777511591,-0.2071352206,-0.6012751526,-0.40303655190000004
abx_mega__ceru_ethanol__3,1.1880540739,-0.6246043915,-1.9079821417,-0.1171657056,-0.1919659652,-0.12475067790000001,0.8179794249000001
abx_mega__teix_dmso__10,1.8993514763000001,0.2753504894,0.33420722540000003,-0.49182771470000003,-0.2273463373,-0.146881735,-0.37993919670000004
abx_mega__novo_h2o__7,-3.9551437791,0.1940619139,-2.7339566856,-1.4181288842,-1.3121959949,-2.9931470328,-0.5094636811000001
abx_mega__fidax_dmso__3,-2.3378898442000002,0.0017833729000000002,-0.3335957148,-0.1270655376,-0.44217427730000003,-0.4783340365,0.42670236910000003
abx_mega__h2o-1a__2,0.6759899011,0.1853942542,-0.1082827408,0.019027187600000002,0.0488971666,-0.0728921937,0.2639110145
abx_mega__dcs_h2o__2,1.4660777388000001,0.0413358759,0.0342406639,-1.3556210419,-0.2288097446,-0.0557031752,-0.2351121689
abx_mega__cst_h2o__4,1.2809331987,0.9407321831000001,0.470483872,-0.8715800265,-0.2843704563,-0.0745139551,-0.0847097134
abx_mega__van_h2o__2,1.78514669,-0.3611944224,0.3065245103,-1.0604877154,-0.4020723631,0.2221368683,-0.156006526
abx_mega__pen_h2o__4,1.2506262819,-0.2338200798,0.12489953640000001,-1.21089239,0.0096768986,-0.2761369641,-0.2449166687
abx_mega__h2o-8b__2,1.0186947362,-0.6861415363000001,-0.17187376240000002,-1.8870095360999999,-0.1102720841,0.0426073287,-1.6713060294000002
abx_mega__reta_dmso__3,2.1998275942,1.9108960705,0.053770318500000004,-1.3888387334,0.4185342487,-0.6628362395,-0.7529388933000001
abx_mega__dmso-7__2,-1.6503305588,-0.141236469,-0.756781225,-0.8358051031,0.25384347090000003,-0.6819256060000001,-0.22151156900000002
abx_mega__rfp_h2o__2,0.0245237622,2.3897203549,-0.42456485990000004,0.5651488816,0.1488487423,-0.4538403468,0.48956447940000003
abx_mega__rif_dmso__6,-1.7685748895,1.3052757481000001,-0.24303305960000002,0.2685785134,0.5955722508,0.056657658900000005,0.306124642
abx_mega__sxt_dmso__4,-0.9567437864,0.2945953617,-0.639347085,-1.6003623698,0.3902473677,-0.2497226418,-0.8833384779000001
abx_mega__cip_naoh__5,9.5275431056,-0.9076890374000001,-0.6051318147,-1.1976275807,-0.4777904719,-0.14838114460000001,-0.3301353215
abx_mega__dmso-9__3,-1.6435237211,-0.0095143786,-0.44432348580000003,-0.7254365348,-0.023104865500000002,-0.5313706298,-0.8279072310000001
abx_mega__mem_dmso__5,2.1028140676,0.5018396705,-0.1807480186,-1.5497718291,-0.3672962614,-0.0786122928,-0.1878826548
abx_mega__tric_h2o__2,-0.1061409423,-2.0938834403,-0.7267285137,-1.4148320002,0.32582426470000003,0.1905447609,0.5264020543
abx_mega__phos_h2o__6,5.7162100598,-0.2423271707,-0.4097062873,-0.5654554842,-0.5115770131,-0.4366770478,-0.7459427336000001
abx_mega__h2o-7__2,0.3863603339,-0.0977832299,-0.2640735898,-0.9495107329,0.0028949996000000003,-0.0002237462,-0.7706823139000001
abx_mega__h2o-10__3,2.2277666033,-0.1792065887,0.4374212221,-1.5245136858000001,-0.056496550400000005,0.4642562035,-0.2144401378
abx_mega__h2o-8a__2,0.5388595033,-0.952066088,-0.17567812670000002,-1.1641195583,-0.5077509789,-0.1116019125,-0.11240150830000001
abx_mega__thio_dmso__3,3.8982262063,0.8027407688,0.8297577576,-2.5741590835,-0.45516483700000004,-0.3988739859,-1.2739036379
abx_mega__lzd_dmso__3,2.3870294458,1.1656425385,0.7168589902,-1.0544668967,-0.07169260470000001,-0.5833732735,-1.1032854804
abx_mega__monac_dmso__3,-3.9716084279,-1.1510105446,-1.0623545254,0.8937663383000001,0.4584972248,-1.4236219723,2.1425675803
abx_mega__polmyx_h2o__5,3.1928467569,0.2760050115,0.8470684786,-1.0658638001,-0.2986680223,0.4287123879,-0.0674448554
abx_mega__naoh-6__5,5.9420761349,-0.4524599265,-0.0467898718,-0.4030416777,-0.1428299751,0.03214732,0.0072694237
abx_mega__teix_dmso__11,7.2625027382,-0.0051063792,-0.0963699461,-0.3592908259,-0.2143324393,-0.23671077710000002,-0.665054302
abx_mega__van_h2o__3,1.3930018119,-0.4897510559,0.5870298126,-1.4169871254,-0.14488388030000002,0.34069921950000004,-0.4900309882
abx_mega__teix_dmso__12,0.1167553134,0.0520352295,-0.0239962396,-0.7704255608,0.3317129532,-0.3982989066,0.0771966063
abx_mega__dox_dmso__6,3.3307312762,-2.7278824412000002,-0.8256036919,1.4216113671000001,1.4516469093,0.2814546669,-0.7818091064
abx_mega__teix_dmso__13,0.9767431369,-0.1546018324,-0.7678904064000001,-0.5411210531,0.34849586590000003,-0.6464287386,-0.2505946804
abx_mega__h2o-7__3,0.3610142693,0.6156958517000001,-0.27172487160000003,-1.3035955075,0.3025406975,-0.1172693263,-0.6719063392
abx_mega__str_h2o__4,7.501133426,0.4154984903,1.0515029105,1.3887672586,2.4028450293,0.160457086,-1.1436664945
abx_mega__tec_h2o__3,2.6740791502,1.0135886341,-0.017388075700000002,0.8136457702000001,0.8018567071,0.1410035705,-1.0645269663999999
abx_mega__phos_h2o__7,7.1908756539,-0.11146936290000001,-0.051324342200000005,-0.698496408,-0.13541116120000002,-0.3337602452,-0.7516285065
abx_mega__chl_h2o__5,3.2967935743,1.887193075,1.1602936152,-1.103713867,-0.3385319241,-0.1875352737,-0.2335767595
abx_mega__polmyx_h2o__6,1.3604583833000001,-0.5722274328,0.1799497801,1.2386235294,1.4136742866,0.15502505490000001,-0.602541125
abx_mega__teix_dmso__14,6.817582852,0.2466288767,-0.1416986401,-0.2659310432,-0.0932793871,-0.3327301539,-0.5270180029
abx_mega__rif_dmso__7,0.5645512902,0.8165493472,-0.43049935500000003,-0.0737889784,-0.1097950936,0.14514396000000002,0.1272435116
abx_mega__ramo_h2o__3,0.2454438089,-0.319508367,-0.2480099584,-0.9006875255000001,-0.1035504186,0.1107104462,0.4065680176
abx_mega__fidax_dmso__4,-2.5391937318,0.6498663518000001,-0.3755489154,0.2081297598,-0.2302672895,-0.572189759,0.0213095253
abx_mega__teix_dmso__15,-0.7156269443000001,-0.38826863,0.4476613507,-1.3784560639,-0.32071662100000004,0.0143488556,-0.2348530781
abx_mega__thio_dmso__4,3.2121501985,1.013942677,0.7216632067000001,-2.3822049737,-0.576506176,-0.4760630314,-1.1861944286
abx_mega__rif_dmso__8,-1.8173241167,1.4644864188,-0.2705193461,0.4239930953,0.9130762296,-0.10919097970000001,0.9842938236000001
abx_mega__reta_dmso__4,3.0556276416,1.8604234785,0.4152077091,-1.4708029085,-0.1118164878,-0.36122326,-0.45744994980000003
abx_mega__inh_h2o__4,4.239531637,-1.124764281,-1.4302574578,-1.7224261519000001,0.6900100075000001,0.1260622448,1.0317659838
abx_mega__novo_dmso__2,-5.3805725348,0.3535047649,-2.7898085718,-1.5435894269000001,-0.4960289976,-1.2080606732,-0.30871911960000004
abx_mega__dcs_h2o__3,1.8267482133000001,-0.034453891,0.11633180180000001,-1.8093958038,-0.1237145287,0.1541868793,-0.22926670540000002
abx_mega__h2o-8b__3,-0.579299043,-0.19569118060000001,-0.2759295234,-0.9876997408,-0.3023231427,-0.4032606238,-0.24372099400000002
abx_mega__valin_dmso__3,-0.3779500475,-0.3801509898,-0.1329149175,-0.3076214923,0.2702085972,-0.7310189179000001,0.0716980123
abx_mega__h2o-2__1,-0.935320032,-1.0023959654,-0.4854145454,2.3779477235,0.9276433449,-0.1618658856,-2.7475552066
abx_mega__cro_h2o__4,1.2568910369,-0.056936019500000004,-0.47262497010000004,-0.6260783282,-0.1897380099,-0.28273683580000003,-0.2270001724
abx_mega__dcs_h2o__4,2.6843649271,-0.3379730403,0.6489119685,-1.3243610216000001,-0.1537219107,0.4396499693,-0.08876453150000001
abx_mega__str_h2o__5,0.3436664988,-0.8420500264,-0.0475518761,-1.913245468,-0.3812260599,0.7198904488,-0.4249418674
abx_mega__h2o-8a__3,0.8501528528000001,-1.0029958417,-0.0650643206,-1.8270254236999999,-0.36218534960000004,-0.0349797015,-0.49154572350000003
abx_mega__dox_dmso__7,4.8405492904,-0.22377773080000002,-0.6763178061,-0.5718133694,-0.22173903050000002,-0.2818528859,-0.3994746256
abx_mega__doxo_dmso__2,2.8303767396,0.024912922,-0.6602625358,-1.692727136,-0.0395379202,0.5240184729,-2.0735056639
abx_mega__teix_dmso__16,2.4371507755,0.13747772960000001,-0.2195242212,-0.6914483507,0.0468893973,-0.4505672814,-0.0353924939
abx_mega__rfp_h2o__3,-0.19521030420000002,2.71960381,-0.2537953606,0.45608091370000003,0.14903565770000002,-0.6843508682,-0.169344447
abx_mega__ethanol-10__3,1.1317696047,-0.7059431479,-0.39292378580000004,-1.6076887017,-0.34483556530000004,0.3159870843,0.24646801810000002
abx_mega__naoh-2__2,0.4922624528,-1.5566374295,-0.1402391979,1.7492043202,1.0842068975,0.17208695870000001,0.26787001320000003
abx_mega__van_h2o__4,1.7145837782000002,0.8647613976,0.24642654760000002,-0.7823283851,0.4494668953,-0.4161907144,-0.515705343
abx_mega__sacet_h2o__2,-1.1393277821,-3.0197401395,-1.236663334,2.1890417573,1.1648293474,-0.9787967663,-0.6616545606
abx_mega__monac_dmso__4,-2.1658135651,-0.5705754439,-1.0063203864,0.4806726161,1.3026539841,-0.6271624053,0.7754693370000001
abx_mega__h2o-2__2,-0.7691095029,-1.2445603568,-1.2065652401,2.1503019243,1.6121699028,-0.023859444100000002,-3.691673735
abx_mega__zeocin_h2o__5,1.3685828574,-1.1954291624,0.1933245651,-1.9090493219,-0.4249763145,0.4405482549,-0.35223104720000004
abx_mega__nor_naoh__5,1.6173785823,-0.3498157051,-0.22418349110000002,-0.9203707726,-0.1405631673,-0.08976432790000001,0.0266823398
abx_mega__naoh-9__2,0.7382375411000001,-0.4590984652,0.09873022470000001,-0.6959742576,-0.1693137134,0.0264488452,-0.012974586000000001
abx_mega__dmso-7__3,-1.1189052199,0.15292946270000002,-0.8524324851,-0.7680530929,0.48457439300000005,-0.7330645722,-0.9736991937
abx_mega__van_h2o__5,2.7946510507,1.1971670731,0.1478529515,-1.0549421924,0.4637741997,-0.6358269843000001,-0.8378796110000001
abx_mega__flavo_dmso__4,2.2353269877,0.4206726123,-0.0042260982,-1.5490004049000001,0.3490544371,-0.1829698603,-0.6182418155
abx_mega__novo_dmso__3,-4.7859334247,1.0242948384,-2.7756698102,-1.007280809,-0.5746612465000001,-2.0356535328,-0.44380130560000003
abx_mega__polmyx_h2o__7,1.4059943212000001,-0.053224063700000004,0.0203474631,-1.4086176609,-0.4634025894,-0.1742488121,-0.4316219056
abx_mega__teix_dmso__17,-0.9539168920000001,-0.0662129665,0.1259777283,-1.0295143598,-0.3474688937,-0.04483673,-0.0166597908
abx_mega__doxo_dmso__3,3.6273870806,0.6274272003,-0.1977778275,-1.6932599032,-0.0038267658,0.2895655715,-0.4604114878
abx_mega__mem_dmso__6,-1.2009239328,0.0059643151,0.029477070100000002,-0.4320461095,0.0195523121,-0.2373810066,0.5166449583
abx_mega__h2o-1a__3,0.029139053,-0.07087010740000001,0.1323896628,-0.0815377088,-0.1999895932,0.0793431138,-0.3317279197
abx_mega__bacit_dmso__3,-1.2833209700000001,-0.5779444718,-0.27786554350000003,-0.08661096330000001,-0.08773058660000001,-0.2794729405,0.6973675424
abx_mega__dox_dmso__8,5.8760900539000005,-0.5999489629,-0.0529577293,1.0713928878,1.1627217001,0.0773470334,-1.0975076305
abx_mega__teix_dmso__18,-1.3735778566999999,0.20052178510000002,-0.6244575197000001,0.0859108769,0.1744235968,-0.4769092492,-0.7023513196000001
abx_mega__h2o-6__3,6.0626113378,-0.3913219023,-0.3253056829,-0.5434080902,-0.39445356400000003,-0.2441994322,-0.0289111108
abx_mega__pen_h2o__5,2.1910298824,-0.1053020553,-0.0654011577,-0.4315676376,-0.0260004825,-0.0078191444,-0.2045771522
abx_mega__lzd_dmso__4,5.0993119932,0.7680486862,0.6919524906,-1.1390807783,0.0763863215,-0.4392495751,-0.4073146573
abx_mega__daro__1,4.4416742216,0.22833030780000002,1.4959107025,-1.4467053043,0.3458141335,0.6198570269,-0.1483980276
abx_mega__solv__1,4.0011022375,0.5278165841,1.720217671,-1.3026676412,0.7003549375,0.5525394344,-0.9485139519
abx_mega__daro__2,3.6759195916,-0.20520808100000001,1.3223998643,-1.4595111938,0.3565541406,0.8647021107,0.1544757766
abx_mega__daro__3,2.9920904535,-0.7341148212,1.0637106795,-1.1597284343,0.3674385305,1.1742228904,0.1063941979
abx_mega__solv__2,3.401043906,1.0430368979,1.7928551274000002,-1.5922904276,0.4550658997,0.2687847514,-0.5104383995
abx_mega__solv__3,3.5305123939,-0.6985202754000001,1.153354896,-1.2242512257,0.35990644660000004,0.9826171156000001,-0.24697653430000002
abx_mega__dmso-4__1,-2.6281867859,-0.6413569161,-0.7217978530000001,0.6714071664,0.6210496652,-0.8875418488,0.8395130452
abx_mega__kirr_dmso__1,2.6101315166,0.9652532231000001,1.8220273243,-0.6753540017,0.0947097821,-0.3633967776,-0.1527752534
abx_mega__kirr_dmso__2,3.2104573149,1.170595876,1.8585012015,-0.6499896119,-0.08973673430000001,-0.22144743730000002,-0.17844302580000002
abx_mega__kirr_dmso__3,1.7150694015,1.3937501455,1.9049257014,-0.6026302438000001,0.34448457600000004,0.11037636860000001,-0.0832165602
abx_mega__dmso-4__2,-2.4322228874,-1.027994384,-0.7539363193,0.2388964468,0.36066892710000004,-0.7186299906,0.9867280230000001
abx_mega__dmso-4__3,-2.8112801278,-1.1336470549,-0.5554845389,0.6331582822,0.49765333400000006,-0.9268052061000001,0.2765548798
ackA_pta__dnaA46_del_ackA__1,-1.5856098585,-0.7277895402,-0.5151723255,0.3417530218,0.0984724695,0.0837116205,0.6594706309
ackA_pta__dnaA46_del_ackA__2,-2.5121398495,-1.199162911,-0.5720529137,0.46574061040000003,0.0408684797,0.1354547163,1.0113393678
ackA_pta__dnaA46_del_ackA__3,-0.34601982470000003,-0.9530644318,-0.3343888467,-0.0820151137,-0.6696871031,0.1773165706,0.5631065993000001
ackA_pta__dnaA46_del_pta__1,-4.7409854056,-3.7183967712,-1.6011450756999999,0.7163691619,0.2663703073,0.647931154,1.2221324563
ackA_pta__dnaA46_del_pta__2,-2.5707472613,-0.3562042362,-0.24570825940000002,0.0582164146,-0.1478428051,-0.39048916580000004,0.35131042290000003
ackA_pta__dnaA46_del_pta__3,-0.8764952464,-0.6589063665,-0.23630862500000002,0.3291020489,-0.049754324600000004,0.5952499744,1.0391564442
ackA_pta__dnaA46__1,-0.5659708370000001,-0.2194647979,-0.0329444601,0.0307312722,-0.0719815389,0.2513407445,0.22419659360000002
ackA_pta__dnaA46__2,0.0386944703,-0.7193369719,0.17371282130000001,-0.7027882675,-0.7543596752,0.047805644200000004,-0.1653501897
ackA_pta__dnaA46__3,-0.7083806366000001,-0.10056589960000001,-0.2557112601,0.0423091795,0.0986188548,0.11162959880000001,0.26073111320000003
ackA_pta__del_ackA__1,-1.6102323999,-0.8598011477,-0.6823195286,0.3616571047,0.3867857921,0.2052921315,0.7404252289000001
ackA_pta__del_ackA__2,-4.3937161356,-2.7835646401,-1.2592177725,0.8136953180000001,0.41279978710000004,0.5637163974,1.1524766361
ackA_pta__del_ackA__3,-0.7783285844000001,-0.5747392391,-0.5315442669,0.3255633119,0.2265502469,0.1831327003,0.5800536687
ackA_pta__del_pta__1,-0.594262661,0.2280425133,-0.18146874200000002,0.1191264814,-0.170109388,-0.3757912483,0.2579751498
ackA_pta__del_pta__2,-3.1943487464,-0.5330604689,-0.29409470530000004,0.5818783374000001,-0.034225561700000004,-0.5653250472,0.19606517480000002
ackA_pta__del_pta__3,-1.4042771936,-0.41419738770000003,-0.37129329790000004,0.3624424913,0.1931549957,0.08577963300000001,0.41822915580000003
ackA_pta__wt__1,0.3517489152,-0.2264190111,-0.030634506500000002,-0.0459312133,0.0091854804,0.08668754790000001,0.0609113452
ackA_pta__wt__2,-0.6446877079000001,0.1802409355,-0.026627643700000002,0.0124592081,-0.0409722031,-0.0717944836,-0.1140322306
ackA_pta__wt__3,0.2929387927,0.0461780757,0.0572621503,0.0334720052,0.0317867227,-0.0148930643,0.053120885400000005
anticancer__5fu__1,7.658000223,1.7345367328,0.5552325717000001,0.2901538582,-0.6303209987,-0.7160593969,-0.8509593475
anticancer__5fu__2,7.5602062447,1.6430920745000002,0.5303016521,0.0467296974,-0.7434979499000001,-0.5563656798000001,-0.5802105297
anticancer__cap__1,0.0365899868,0.20058829120000002,-0.0706035353,0.7931308635000001,-0.3646076505,-0.0458852057,0.23286422850000002
anticancer__cap__2,0.8848454053,0.4122695289,-0.0990109962,0.7752613471,-0.6495063377,-0.1211222671,0.395679881
anticancer__cap__3,0.5262626319,0.6093455547000001,0.0495507269,0.7093392535,-0.5827074279000001,-0.10083221340000001,0.2956877225
anticancer__wt__1,-0.5864001640000001,0.1896527222,0.2323939209,0.21807747260000002,0.28835221450000004,-0.1588076441,-0.0881837552
anticancer__wt__2,-0.5763484749000001,-0.1683412478,0.013080729900000001,0.0446351909,-0.08002980080000001,-0.013230525000000002,-0.0160988473
anticancer__wt__3,1.1627486389,-0.021311474400000002,-0.2454746508,-0.2627126635,-0.20832241370000001,0.1720381691,0.10428260240000001
anticancer__5fu__3,7.9451975639,1.7180056736,0.6004505995,0.23573169940000002,-0.6380717385,-0.5235782556,-0.7083944609
bio_pln__aero_pln__1,-0.2200942357,0.052755219900000004,0.1296002176,0.0870960743,-0.0087088926,-0.0012639101,-0.1609970454
