,A,NadR
SRX4705221,-2.6360652354000003,0.8543095431000001
SRX4705222,-2.2290350939,0.21445070670000002
SRX4705223,-0.7291481433,0.1854807608
SRX4705224,-0.5401406406,-0.0349657034
SRX4705225,-3.3358827608,0.417040436
SRX4705226,-3.0824561367,0.5168195153
SRX4705227,-3.3629290327,0.48731511040000003
SRX4705228,-1.1735706473,0.2192624584
SRX4705229,-1.221971343,0.23010912390000002
SRX4705230,-1.1063332855,0.1353395898
SRX4705231,-2.6091646046,0.7898775549
SRX4705232,-2.7359910406,0.6424139746
SRX4705233,-1.1795831955,1.7080617925000001
SRX4705234,-2.5976390059,0.37698166720000004
SRX4705235,-4.7673202230000005,0.45652805100000005
SRX4705236,-2.046835469,0.4638213954
SRX4705237,-4.8392432298,0.2167490963
SRX4705238,-4.257703077,0.5108972413
SRX2038319,0.3450127489,0.2942977415
SRX2038320,1.0882342185,0.3426294171
SRX2038321,-0.5225825336000001,0.14562096060000002
SRX2038322,-0.5100967024,-0.6572508371
SRX2038323,0.3803826796,-0.4108743711
SRX2038324,-1.7687099962000001,-0.5185862439
SRX2038325,-0.6362392194000001,0.2372638084
SRX2038326,-1.4610712051,-0.3842467439
SRX2038327,0.5553527048,0.3629152826
SRX2038328,0.4481121886,0.2409085524
SRX2038329,0.8523667066,-0.2544058976
SRX2038330,1.6930445874000002,-0.0936598076
SRX2038331,-0.018829789700000002,-0.0445181386
SRX2038332,0.1413363287,0.5081192565
SRX2038334,0.2457767278,-0.49734736570000004
SRX2038335,-0.9895307684,-0.7289566104
SRX2038336,-0.4224215777,-1.0037662276
SRX2038337,-0.2913580484,0.1456008754
SRX2038338,0.1215527096,0.1440559454
SRX2038339,0.3906061818,0.6907294075
SRX2038340,-0.9698459073000001,-0.5231142486
SRX2038341,1.546284612,-0.7168986394
SRX2038342,0.3222175214,-0.1803385778
SRX2038343,-0.5499883439000001,-0.5055562886
SRX2038344,-1.1157522293,-0.33489768950000004
SRX2038345,-1.2023757592,-0.1244039088
SRX2038346,0.6203685141,0.5637322631
SRX2038347,0.9479976047,0.47724910060000003
SRX2038348,0.8701223017,0.6667129411
SRX2038349,1.7260094896,-0.3946849481
SRX2038350,1.0041025158,0.0411683989
SRX2038351,-0.1704003054,-0.8465004484
SRX2038352,-0.0953486419,-0.5473832109
SRX2038353,0.8961678933,-0.3563756104
SRX2038354,-0.5030493169,-0.5838566468
SRX2038355,-0.7500974905000001,-0.3648334408
SRX2038356,1.3507840493,-0.4525974418
SRX2038357,-0.46656545850000003,-0.43835368690000004
SRX2038358,-0.0165524425,-0.0254985771
SRX2038359,-1.2074376366,-0.10345591030000001
SRX2038360,0.4302907394,-0.7959679317
SRX2038361,-0.6961913554,-0.3641047879
SRX2038362,-0.24621257640000002,-0.7473163107
SRX2038363,-0.9124271548,-0.0108106875
SRX2038364,0.1099884368,0.1457417526
SRX2038365,0.4955199521,0.6869103374000001
SRX2038366,0.597047141,0.2740654601
SRX2038367,-0.6825713687,0.6255677739000001
SRX2038368,1.7696185045,-0.0577196917
SRX2038369,-0.06423640230000001,-0.2789103531
SRX2038370,-0.1878714668,-0.29887303060000003
SRX2038371,-0.694015068,0.0523544993
SRX2038372,0.6498143584,-1.0866976318
SRX2038373,-0.7338920179,-0.6805525231
SRX2038374,-1.7051399482,-1.0278332562
SRX2038375,0.5574833964,0.0285777046
ERX530520,0.047836570200000005,0.10447068770000001
ERX530521,-0.7269461554000001,-0.4095299892
ERX530522,-0.4637294293,-0.4159380331
ERX530523,-0.1260184191,-0.46908868070000004
ERX530524,-0.047836570200000005,-0.10447068770000001
ERX530525,0.057841598200000004,-0.23869145200000003
ERX530526,-0.14565894810000002,-0.22594958610000002
ERX530527,-0.40471870730000004,-0.4064265972
ERX3212443,1.4090027665,-0.142360192
ERX3212444,0.9492266918000001,-0.34680207090000004
ERX3212445,1.0255425532,-0.3457232047
ERX3212446,1.7816211351,-0.3122930672
ERX3212447,1.045252984,0.07220315570000001
ERX3212448,1.0087970845,-0.0818183155
ERX3212449,-0.15477619280000002,-0.0076260655
ERX3212450,-0.0742278636,-0.037897050200000004
ERX3212451,0.22900405640000002,0.045523115600000004
ERX3212452,-1.5938751627,0.28007095060000003
ERX3212453,-1.5365913124000001,0.2174943504
ERX3212454,-0.4780560391,0.09310820780000001
SRX7478973,0.1430503138,0.0668792898
SRX7478974,-0.0056697787,-0.050743890300000004
SRX7478975,-0.1373805351,-0.0161353994
SRX7478976,-0.4161595824,-0.1088268661
SRX7478977,-0.1121786091,-0.0684904434
SRX7478978,-0.9258627981,-0.0514282508
SRX7478979,-1.7889355851,-0.0911446226
SRX7478980,-1.9173271423,-0.0950705974
SRX7478981,-1.9547905402999999,-0.13946908500000002
SRX7478982,-2.1307246815,-0.0213981679
SRX7478983,-2.2288542559,-0.11811502400000001
SRX7478984,-2.348182416,-0.0732881066
ERX1521038,-0.8248790933,-0.0779353475
ERX1521039,0.42493432740000003,-0.10978410870000001
ERX1521040,-0.9394847072,-0.0207161327
ERX1521041,0.5703375928000001,-0.4143009022
ERX1521042,0.9245846805000001,-0.0247551079
ERX1521043,0.21972263490000002,0.3204553478
ERX1521044,0.7712145904000001,0.0746866776
ERX1521045,-0.7712145904000001,-0.0746866776
SRX621182,-3.4280195587,0.226404808
SRX621183,-3.4756578169,0.05009573
SRX621184,-3.0505395343,-1.9204362381000002
SRX621185,-2.787501827,-2.4107738891
SRX621188,-2.1637388301,-2.4596009575
SRX621189,-3.4780400102,-2.5718934899
SRX621190,0.2980134714,0.2978434297
SRX621191,-0.2980134714,-0.2978434297
SRX621192,-3.3017642255,-2.0957594481
SRX621193,-3.3711522298,-1.7578637892
SRX6489436,-0.3165367155,-0.9742824421
SRX6489437,-1.2087682530000001,-0.0882583432
SRX6489438,-0.7373521303,-0.6138907159
SRX6489439,-0.2416691171,-0.2812651606
SRX6489440,-0.0502502325,-0.46061575460000004
SRX6489441,0.29191934950000004,0.7418809152
SRX6489442,-1.1753436096,0.3072574279
SRX6489443,-1.7743771533000001,-0.0862872608
SRX6489444,-0.5855563757000001,1.0049096872
SRX6489445,-0.9304330729,-0.2319885029
SRX6489446,-0.6888903071,-0.1187466669
SRX6489447,-0.4814354711,0.9664742614
SRX6489448,-3.2021111258,0.8697023136
SRX6489449,-3.2303451086,0.5579932251
SRX6489450,-2.8197775382,2.2332659246
SRX6489451,0.35047387560000004,-0.3010840554
SRX6489452,0.6388784228000001,-0.0445748153
SRX6489453,0.2858160126,0.7358873281
SRX6489454,-0.0011462797,-0.21620194180000002
SRX6489455,0.8194356494,-0.0469825729
SRX6489456,-0.45321687200000005,0.9614316911
SRX6489457,1.4229172985,0.2137482652
SRX6489458,1.5375588797000002,0.49577116130000004
SRX6489459,1.1615491038,1.0042631957
SRX6489460,0.5242798454,0.2134091706
SRX6489461,0.8844830301000001,0.8371004027000001
SRX6489462,0.5885765568,1.038897048
SRX6489463,-1.3439558785,0.45339938430000004
SRX6489464,-1.1271203443,0.8997434017
SRX6489465,-0.9937719876000001,1.5952990075
SRX6489466,1.1218002919,0.13256995330000002
SRX6489467,-0.033495920900000004,1.0648959495
SRX6489468,0.6955867751,1.0803369291
SRX6489469,-0.477433938,0.7528775108
SRX6489470,1.7513887478,0.5073040283
SRX6489471,0.8290085045000001,1.1122315453
SRX6452027,-0.5240657652,-2.436996373
SRX6452029,0.015192697100000001,-0.0721821362
SRX6452030,-0.137234337,-2.1668579164
SRX6452031,0.47165088310000003,-0.45885871650000004
SRX6452044,0.29676443610000003,-0.7120992209
SRX6452045,0.7590041933,-0.2736702716
SRX6452046,0.5719761075,-0.6427653990000001
SRX6452047,0.218020807,-1.9780599565
SRX6452048,-0.015192697100000001,0.0721821362
SRX6452059,-0.0893371666,-2.0759774341
SRX1828491,0.2539231066,0.2537738758
SRX1828492,-0.0339050022,0.3259358989
SRX1828493,0.9346832325000001,0.014215694400000001
SRX1828494,1.8912577336,-0.14139315930000002
SRX1828495,-1.0651285893,-0.022892331800000002
SRX1828496,-0.6959383026,-0.159966313
SRX1828497,0.208945879,0.1528929716
SRX1828498,-0.2141412983,0.2421092045
SRX1828499,0.6498515499,-0.1482546422
SRX1828500,0.38987965900000005,0.1678076943
SRX1828501,-1.0857973003,-0.0197014412
SRX1828502,-1.0674910351,0.2552607866
SRX1828503,0.1957131186,0.7336422974
SRX1828504,0.0596221948,0.7681693578000001
SRX1828505,-0.6540074787,0.1309964801
SRX1828506,-0.8145477219,0.3185912415
SRX1828507,-0.2715882072,-0.040989505600000004
SRX1828508,0.2715882072,0.040989505600000004
SRX3796953,-0.045976885,0.0099073598
SRX3796954,0.045976885,-0.0099073598
SRX3796955,-1.1093240144,-0.6917010602
SRX3796956,-0.7993467322000001,-0.1657338585
SRX3796957,0.2379859202,0.7688763455000001
SRX3796958,0.0760018362,0.8391969892000001
SRX3796959,0.14050360380000002,0.2746490963
SRX3796960,-0.0214568431,0.043738366800000004
SRX3796961,-0.39306895740000003,0.5228211072
SRX3796962,-0.2483159153,0.3245321352
SRX3796963,0.37617998500000005,0.8501315688000001
SRX3796964,-0.9343546112000001,0.48629029910000005
SRX3796965,1.4042796592,-0.4735691886
SRX3796966,1.5595840927,-0.42342923530000004
SRX3796967,-3.8188136186,0.45457204440000004
SRX3796968,-1.64726879,0.2704617982
SRX3796969,-3.1925209249,-0.4390792483
SRX3796970,-3.8386806966,0.2854295818
SRX3796971,-0.0922672446,-0.0758731183
SRX3796972,0.5116910309,-0.0127887179
SRX3796973,1.6374755734000002,0.12338914670000001
SRX3796974,2.4953649134,0.6747315395
SRX3796975,-1.0033907095,0.5084727708
SRX3796976,-1.4508453996,0.2486917595
SRX3796977,3.6189517068,0.3908510208
SRX3796978,4.1263431831,0.41512773880000003
SRX3796979,1.9167989876,0.5254749793
SRX3796980,2.3822568845,0.4073639059
SRX3796981,0.4850098647,0.7082975946000001
SRX3796982,-0.12420082760000001,0.888943169
SRX3796983,1.0939199838,-0.37258627400000005
SRX3796984,1.7474449444,-0.37910876060000004
SRX3796985,-2.7658462939,0.7091449459
SRX3796986,-1.6021171778,0.6822741307
SRX3796987,-3.6507245123,-0.3558142147
SRX3796988,-2.9014982741,0.1208085143
SRX2568270,0.6595888869000001,-0.1134797917
SRX2568271,0.6110746973,0.2156718192
SRX2568272,0.9612043918000001,0.2112267526
SRX2568273,0.633595158,-0.0027900451
SRX2568274,1.7409412621,-0.3503737046
SRX2568275,-0.6595888869000001,0.1134797917
SRX2568276,0.8754005334,0.2205944065
SRX2568277,0.5124868653,0.11766716840000001
SRX2568278,2.7988727329,0.0909607984
SRX2568279,1.4342283171,-0.1345049405
SRX3421856,0.1295266366,-0.0232415366
SRX3421857,-0.1295266366,0.0232415366
SRX3421858,-1.2865153615,-0.2303772811
SRX3421859,-1.3008708785,-0.098330503
SRX3421860,-1.1805124683,-1.4919439751
SRX3421861,-1.5691404182,-1.3619615833
SRX3421868,-5.7973123423,-1.5701979719999999
SRX3421869,-4.1316885651,-1.6661180065
SRX2606337,-0.4523074688,-0.1246516814
SRX2606338,-0.3806972678,0.0250312257
SRX2606339,1.185381483,0.1871554916
SRX2606340,-0.4757717891,0.2489263046
SRX2606341,-1.0881336343,-1.0383086382
SRX2606342,-3.5991509067000003,0.177969066
SRX2606343,-4.2904032471,0.6026263780000001
SRX2606344,-0.5803640085,-0.6491792948
SRX2606345,-3.8146659496,-0.42370641010000004
SRX2606346,-4.6566028398,-0.2913271904
SRX2606347,0.3301783158,0.0658201342
SRX2606348,0.11536446610000001,0.0756200322
SRX2606349,1.2870824502,0.16729580260000002
SRX2606350,0.3528379204,0.1941624881
SRX2606351,-1.4425857748,-0.9144299314000001
SRX2606352,-3.8700931419,0.4113820845
SRX2606353,-3.2517510009,0.09335639080000001
SRX2606354,-0.7970504577,-0.5927600738000001
SRX2606355,-3.8059435935,-0.22423683290000002
SRX2606356,-2.9575381152,0.1439044535
SRX2606357,0.122129153,0.0588315472
SRX2606358,0.1204289632,0.07497440500000001
SRX2606359,1.2255764341,0.32423263220000004
SRX2606360,0.588879265,0.1665434982
SRX2606361,-0.4273052343,-1.1812292465
SRX2606362,-1.8515799139,0.13007781940000002
SRX2606363,-4.1059938342,-0.0613619938
SRX2606364,-0.9662514291000001,-0.7024760802000001
SRX2606365,-3.9900376114,-0.5085644258
SRX2606366,-2.5768767516,0.2185257588
SRX3648427,0.4111933571,0.3434113776
SRX3648428,-0.4165522681,0.18850153930000002
SRX3648429,0.1490083861,-0.0437410248
SRX3648430,-0.4450457631,0.39548619999999995
SRX3648431,-0.7401562141,0.48312490160000005
SRX3648432,-0.573146712,-0.0163106622
SRX3648433,1.0006214804,0.0362574598
SRX3648434,-0.1255158267,0.2306075556
SRX3648435,-0.49700405420000004,-0.6686729792
SRX3648436,-0.3815031119,-1.3385447534
SRX3648437,-0.1693863123,-1.1517697075
SRX3648438,-0.1916814413,-1.552139478
SRX3648439,-0.4378941422,0.2220814985
SRX3648440,-0.8200148796000001,-0.0412369319
SRX3648441,-0.8023913396,-0.6834683486
SRX3648442,-0.3522541328,-0.9661270344
SRX3648443,-1.1149487396,-0.6453570630000001
SRX3648444,-1.17008374,-1.0959561409
SRX3648445,0.4424858038,0.25799798900000004
SRX3648446,-0.2079784697,0.23185273
SRX3648447,-0.2087792926,-0.0363089255
SRX3648448,0.6221672559,0.0177159614
SRX3648449,0.6236760135,-0.0300379412
SRX3648450,-0.0275677065,0.41160152040000003
SRX3648451,-0.3006042956,0.2811414813
SRX3648452,-0.3991734749,-0.32201171900000003
SRX3648453,-0.5184977924,-0.3584093029
SRX3648454,0.2020963425,-1.2850284336
SRX3648455,-0.2861476793,-1.1147193898
SRX3648456,-0.3770867483,-1.4607081095
SRX3648457,0.6878498287,0.1357520616
SRX3648458,0.0399400492,0.10230277930000001
SRX3648459,-0.1228876925,-0.3626398961
SRX3648460,0.1101965797,0.011981063200000001
SRX3648461,-0.5697584083,-0.0872475701
SRX3648462,-0.6524600828,-0.7569977968
SRX3648463,0.48892491790000003,0.0295808133
SRX3648464,-0.4283380111,0.1953212792
SRX3648465,-0.8184206205000001,-0.2620042919
SRX3648466,1.0015632299,-0.10101353710000001
SRX3648467,-0.31275623880000003,0.2412221068
SRX3648468,-0.8238278233,-0.30655532420000003
SRX3648469,2.0781049766,0.0489732009
SRX3648470,1.9863623518,-0.2796521313
SRX3648471,2.4020855941,-1.1287650177
SRX3648472,-1.437898949,-0.08880860210000001
SRX3648473,-0.7717255932,0.380506122
SRX3648475,-0.1989337294,-0.19603692220000002
SRX3648476,-0.8657011412000001,-0.3633180959
SRX3648477,-1.0237842957,-0.9430257402000001
SRX3648478,1.1198121934,0.4099507142
SRX3648479,0.503037723,0.3878542182
SRX3648480,0.8477741264,0.4597696284
SRX3648481,-0.5437810685,-0.0100179012
SRX3648482,-0.9722742449,-0.2222773037
SRX3648483,0.1948934656,-0.7262524849
SRX1429221,-0.1449038709,-0.0462381549
SRX1429222,0.0905421985,-0.0441037166
SRX1429223,0.054361672300000004,0.09034187140000001
SRX1429224,-0.34216084950000003,-0.0058482707
SRX1429225,-0.4843909015,0.1460188866
SRX1429226,-0.46686330800000003,-0.0185513092
SRX1429227,-0.2539941964,0.046722353200000004
SRX1429228,-0.2807214934,0.0012585869
SRX1429229,-0.08058680530000001,0.15677585030000002
SRX1429230,0.0923324222,-0.2179367103
SRX1429231,0.01393827,-0.2220598628
SRX1429232,-0.0913029998,-0.37965072600000005
SRX1429233,-0.2094888843,-0.8470667689
SRX1429234,0.613816601,-0.8014917905000001
SRX1429235,-0.0356454776,-0.6816179757
SRX1429236,-0.1994937558,-1.0201947883
SRX1429237,0.1260753457,-1.0939934685
SRX1429238,-0.2689881765,-1.0912258364
SRX1429239,-0.6628502935,-0.9599534738000001
SRX1429240,-0.324218759,-1.0961492197
SRX1429241,-0.7522197774,-0.8421820728
SRX1429242,0.5951581988,-1.3839929509
SRX1429243,-0.5877127352,-1.2782023161
SRX1429244,0.3312742568,-1.3644270017
ERX2339161,-0.3072897707,0.2843116524
ERX2339162,0.3072897707,-0.2843116524
ERX2339163,-2.1700374705,-2.0830322966
ERX2339164,-3.4011798371,-2.3747707106
ERX2339165,-6.5883306154,-1.8231039674
ERX2339166,-6.7496001027,-0.7409361103000001
ERX2339167,-4.6695620664,0.1301420777
ERX2339168,0.6875633023000001,0.2871511752
ERX2339169,0.2517270306,-0.5351880817
ERX2339170,-2.0200024982,-2.0969839234
ERX2339171,-3.2274799961,-2.4645846557
SRX7656012,-1.1882819075,0.0291821393
SRX7656013,0.6345898556,0.010643192000000001
SRX7656014,0.818368329,0.0505718264
SRX7656015,-0.7675242538,0.15207613
SRX7656016,1.7803363078,-0.069155328
SRX7656017,1.8585832506000002,-0.0326267666
SRX7656018,1.0020275642,-0.1324175473
SRX7656019,-0.24720848050000002,0.056483110100000004
SRX7656020,2.2246988514,-0.0731729456
SRX7656021,0.6941201182000001,-0.0351285069
SRX7656022,1.0429110103,-0.093754338
SRX7656023,1.3505514344,-0.0588277108
SRX7656024,0.44858605230000004,0.0634946607
SRX7656025,0.4715053507,0.41968183600000003
SRX7656026,0.5602790281,0.3106937162
SRX7656027,-0.1158994894,0.0313987811
SRX7656028,-0.4902670545,0.0814681495
SRX7656029,0.2455680627,-0.074937732
SRX7656030,-0.7651216848,-0.0681759162
SRX7656031,0.49193195230000003,-0.0284087787
SRX7656032,0.4366998728,-0.16663579820000002
SRX7656033,0.1489782975,-0.0392940775
SRX7656034,0.39412445970000004,-0.14879013160000001
SRX7656035,-0.8752575559,-0.1547054426
SRX7656036,-0.221788702,-0.1003048403
SRX7656037,0.37868224040000004,0.070042554
SRX7656038,0.1202256359,0.0558686949
SRX7656039,0.0791981568,0.024606792500000002
SRX7656040,0.1045197009,-0.0339662572
SRX7656041,-0.18371785770000001,0.0093594647
SRX7656042,-0.1809804784,-0.6812715970000001
SRX7656043,0.5131528495000001,-0.7009479216000001
SRX7656044,-0.1315429764,-0.8301645237
SRX7656045,0.5726960979,-0.8709171547000001
SRX7656046,-0.0705610783,-0.6969533075000001
SRX7656047,0.1092884352,-0.761591199
SRX7656048,0.4765455069,-0.6071684128
SRX7656049,-0.5652719423,-0.6708988359
SRX7656050,-1.00276814,-0.6132476305
SRX7656051,0.4996756062,-0.7751818361
SRX7656052,1.0825764642,-0.6578251355
SRX7656053,-0.8074841326000001,-0.5248773299
SRX7656054,-0.44814564910000004,0.11420612470000001
SRX7656055,-0.7360378270000001,0.1685692088
SRX7656056,-0.37423597410000004,0.1422399021
SRX7656057,-0.5922212509,-0.1047037937
SRX7656058,-0.4317264266,0.12110865820000001
SRX7656059,-0.3984868709,0.1039783809
SRX7656060,-0.8393359823000001,0.2581000744
SRX7656061,-0.6786688714,0.0275724107
SRX7656062,-0.5413216792000001,0.10077572700000001
SRX7656063,1.4141443914,0.3209793878
SRX7656064,1.176420125,0.25767914270000003
SRX7656065,0.8114230688,0.5209984696000001
SRX7656066,1.2531045983,0.0812753138
SRX7656067,0.6705131409,0.0370639019
SRX7656068,1.1513489875,-0.058148299800000004
SRX7656069,0.7569664224,0.0191062749
SRX7656070,0.2164990444,-0.0155169576
SRX7656071,0.0559748022,-0.0095690208
SRX7656072,0.4139821943,0.19286175090000002
SRX7656073,1.1779510985,0.1115607062
SRX7656074,0.164093812,0.0961304177
SRX7656075,0.5708687686,-0.48050773430000004
SRX7656076,0.0605827576,-0.3716044703
SRX7656077,0.4040665725,-0.31118864960000003
SRX7656078,0.0490568807,-0.5338336728
SRX7656079,-0.1576549686,-0.5007767652
SRX7656080,-1.2635702054,-0.2737676061
SRX7656081,-0.4758788746,-0.3964434698
SRX7656082,-0.5619152298,-0.35417573420000004
SRX7656083,-0.12371169030000001,-0.4003922434
SRX7656084,-0.2360758497,-0.3780785568
SRX7656085,0.15451930500000002,-0.3676667737
SRX7656086,-1.2822535941,-0.0531793215
SRX7656087,0.9222846706000001,-0.5282353109
SRX7656088,0.8423502975,-0.41619169970000003
SRX7656089,0.5479352014000001,-0.29922151610000003
SRX7656090,-0.10121259760000001,0.0281737235
SRX7656091,0.3175919542,0.1247837241
SRX7656092,0.5819216932,0.11651888660000001
SRX7656093,0.3337788383,0.17974509
SRX7656094,-0.2469989639,0.34288352240000003
SRX7656095,0.14076493210000002,0.13115735450000002
SRX7656096,0.0019455610000000002,-0.15972093440000001
SRX7656097,0.1432507948,-0.067522972
SRX7656098,0.39314534900000003,-0.2269327898
SRX7656099,0.9928924920000001,0.29455708280000004
SRX7656100,0.9894803311,0.3335689557
SRX7656101,0.5983242712,0.0821844486
SRX7656102,0.19821587640000002,-0.2139717112
SRX7656103,0.9623347305000001,-0.021550550300000002
SRX7656104,1.1332551142,-0.061467822400000004
SRX7656105,0.9592420848000001,0.1459880025
SRX7656106,0.9625790463,0.2798750277
SRX7656107,1.0461768203,-0.042555400300000004
SRX7656108,-2.330339116,-0.10518792660000001
SRX7656109,-1.2875853567,0.0889042838
SRX7656110,-2.1019649041,0.1469224062
SRX7656111,-0.7488183598,-0.23774604300000002
SRX7656112,-0.8764366655,0.004395105
SRX7656113,-3.1268298738,-0.3474476479
SRX7656114,-2.6315790491,0.0217587017
SRX7656115,-2.7504750867,0.012243355400000001
SRX7656116,-2.1970284628,0.2094952052
SRX7656117,-1.9559081845000001,0.11247171140000001
SRX7656118,-2.3461688206,0.5972159341000001
SRX7656119,-2.0808954103,0.3809471628
SRX7656120,-0.3365938047,-0.0059971457
SRX7656121,0.2292188675,0.10412766550000001
SRX7656122,-0.9027651183000001,0.0897643483
SRX7656123,-0.9812390569,0.1472961113
SRX7656124,-0.2971940971,0.2146468169
SRX7656125,-0.0567233729,0.12876914050000002
SRX7656126,-1.0971432502,-0.0335195495
SRX7656127,-0.9556467747,0.190719843
SRX7656128,-0.8101786902,0.1534466941
SRX7656129,-0.1266625713,0.1696095136
SRX7656130,0.4372161037,0.2400326966
SRX7656131,0.3066610945,0.3486422889
SRX7656132,0.16570569970000001,0.3492618617
SRX7656133,0.5616112535000001,0.3260340686
SRX7656134,0.0728800255,0.23286550690000002
SRX7656135,0.0774285171,0.0740731573
SRX7656136,0.4659451372,0.1121324023
SRX7656137,0.4698497285,0.039873599
SRX7656138,0.2941303656,-0.1406314753
SRX7656139,0.5439357751,-0.1044467201
SRX7656140,1.0790573395,-0.0724269389
SRX7656141,-0.1556830428,0.0659813706
SRX7656142,-0.0959003249,-0.10870840600000001
SRX7656143,0.4017375314,-0.1307597741
SRX7656144,-0.1496538725,0.6380932197
SRX7656145,-0.024649861000000002,0.8337487558000001
SRX7656146,0.3558682307,0.47621001350000003
SRX5388319,-0.20728117040000002,-0.096588821
SRX5388320,-0.2833206656,-0.08338773520000001
SRX5388321,0.490601836,0.17997655610000002
SRX5388322,0.0333139799,-0.1824812954
SRX5388323,0.9272869661,0.0832500605
SRX5388324,1.8356840705000002,0.2646969114
SRX5388325,0.2532828912,-0.291236474
SRX5388326,1.1031189879,0.0216601641
SRX5388327,1.8122600425000002,-0.0474328643
SRX8708326,1.0838271433,-0.9028112417
SRX8708328,0.3012634851,-1.2565871257
SRX8708335,-0.618161937,0.3694765709
SRX8708336,0.0451567193,0.4545215038
SRX8708337,0.2717417326,0.432589051
SRX8708338,-1.4613578999999999,0.2691465705
SRX8708339,-1.1048044916,0.2647152927
SRX8708340,-0.9944339116,0.27823004970000004
SRX8708365,-1.0221051786,0.5524036099
SRX8708366,-1.1480470249999999,0.5503624338
SRX8708368,-0.8833995436000001,0.5385142134
SRX8708369,0.4366818052,0.2123919715
SRX8708370,0.7198503879,0.5614224710000001
SRX8708371,0.6618939255,0.389456262
SRX4166001,0.1863019073,-0.09340572870000001
SRX4166002,0.527914744,0.016776372300000002
SRX4166003,-0.7142166513,0.0766293563
SRX4166004,-2.0036074393,0.4438881201
SRX4166005,-1.5912945089,0.49989473640000004
SRX4166006,-0.4708034331,0.1886905194
SRX4166007,0.0854116141,0.3501255096
SRX4166008,-0.7551946337000001,0.24897829700000002
SRX4166009,0.2589418643,0.1661577541
SRX4166010,0.5546974165,-0.30817360320000003
SRX4166011,1.036757676,-0.33785214690000004
SRX4166012,1.3266377254,-0.4911900423
SRX5000481,-0.2557380801,-0.1290157247
SRX5000482,-0.32735694800000004,-0.0931554707
SRX5000483,0.34085100560000003,0.2057599302
SRX5000484,-0.0022896245000000003,-0.0915507071
SRX5000485,0.3711892123,0.0986223663
SRX5000486,0.0299859942,0.2337120647
SRX5000487,-0.8873130258,-0.154588096
SRX5000488,-0.6092951895000001,-0.3066951401
SRX5000489,0.029236251600000002,-0.1195826507
SRX5000490,-0.1120194533,-0.27983028730000004
SRX5000491,-0.8659766353,-0.2144380156
SRX5000492,1.9746358816,1.3962734606
SRX5000493,1.9500426535000002,1.1049675526
SRX5000494,2.0864858655,1.1117915735
SRX5000495,2.000109413,1.3751846901
SRX5000496,2.1471192253,1.4237867141
SRX5000497,-0.08725922180000001,-0.14868901240000001
SRX5000498,-0.1155777338,0.08131766600000001
SRX5000499,1.7459920387999999,1.0367045727
SRX5000500,0.2028369556,0.0673713463
SRX5000501,-0.21472139510000002,-0.44027236280000004
SRX5000502,-0.1528520581,-0.4640076435
SRX5000503,-0.6276681105,-0.41096616750000003
SRX5000504,0.8353231726,-0.3362666899
SRX5000505,0.29784501820000003,-0.1638470405
SRX5000506,0.3260786617,-0.35244561680000003
SRX5000507,-1.4292886962,-0.0577704987
SRX5000508,-0.43559941350000003,-0.13143305430000002
SRX5000509,0.0789278202,-0.3773173501
SRX5000510,0.6735547071,-0.4611150499
SRX5000511,0.2281067549,-0.3855158682
SRX5000512,-0.9058070736,-0.46131997900000005
SRX5000513,-0.7663496329,-0.28340693780000004
SRX5000514,-0.2415780602,-0.6401628533
SRX5000515,-0.7028825526,-0.39144735210000003
SRX5000516,-0.3152029769,-0.329411907
SRX4124772,-0.8284441211,-0.15782022310000002
SRX4124773,-1.2364319405,0.1805017239
SRX4124774,0.3391749444,0.0150477017
SRX4124775,-0.3391749444,-0.0150477017
SRX5323946,-0.015305356300000001,-0.050050155400000004
SRX5323947,0.015305356300000001,0.050050155400000004
SRX5323948,0.38546061870000004,0.2382398473
SRX5323949,1.0150979366,0.247746181
SRX5323950,-0.308674579,0.2618155569
SRX5323951,-0.0688289326,0.2968641959
SRX5323952,-0.467213133,0.029213824000000003
SRX5323953,-0.2709751237,0.2698147645
SRX5323954,-0.5947267707,0.488637623
SRX5323955,0.012184006,0.3582056208
DRX093856,-0.15790611670000002,-0.0411215063
DRX093857,0.4380396646,1.0374505611
DRX093858,0.2500860243,1.0114732552
DRX093859,0.47418129470000003,0.8013976233000001
DRX093860,-0.4094502531,0.276335985
DRX093861,-0.41138183770000003,-0.086950391
DRX093862,1.0604748091,1.0203894105
DRX093863,0.8582503380000001,0.9805442465
DRX093864,0.4317430003,0.8598960217
DRX093865,-0.16678107420000002,-0.0383472356
DRX093866,0.5692879544,0.12807189730000001
DRX093867,0.5593103972,0.983098192
DRX093868,0.5253328986,0.867018625
DRX093869,-0.22344820580000002,0.5680657619
DRX093870,-0.5735070842000001,-0.0445449455
SRX6366242,0.9924865803,0.1326699676
SRX6366243,0.7248636065,0.015369644200000001
SRX6366244,-2.358046417,-0.3582968535
SRX6366245,-0.08111879,0.18459525400000001
SRX6366246,-0.8277031321,0.3212272449
SRX6366247,-2.300662654,-0.5063236733
SRX6366248,0.2847195643,0.0764532939
SRX6366249,0.3720913588,0.1433364426
SRX6366250,0.9022866788,0.3178294948
SRX6366251,0.6853465924000001,0.3145095221
SRX6366252,-0.31606476240000003,-0.058949087100000006
SRX6366253,0.31606476240000003,0.058949087100000006
SRX254739,2.2264970584,-0.9257276390000001
SRX254740,2.5286110686,-1.0136114221
