,A,NsrR
tcs__del_phoB_m9p__1,4.8536082385,1.721463517
tcs__del_phoB_m9p__2,4.7209132846,1.811688323
tcs__del_rcsB_etoh__1,6.1695959892,1.389184645
tcs__del_rcsB_etoh__2,6.4105448182,1.273032637
tcs__del_rcsB_lb__1,3.7015775612,0.904723636
tcs__del_rcsB_lb__2,3.6002768669,0.7844170060000001
tcs__del_zraR_lb__1,0.9572532978,0.8213194930000001
tcs__del_zraR_lb__2,0.6595861962,1.03051585
tcs__del_zraR_zncl2__1,3.0469505921,1.482867883
tcs__del_zraR_zncl2__2,2.9408721673000002,1.145109189
tcs__wt_01-kcl__1,-0.0903979934,1.19055274
tcs__wt_01-kcl__2,-0.1545804457,1.3017303340000002
tcs__wt_01xlb__1,-1.1171442958,1.8538627600000002
tcs__wt_01xlb__2,-0.7494135794,2.020913852
tcs__wt_115-kcl__1,-1.6124774891,1.356145446
tcs__wt_115-kcl__2,-1.483003954,1.545090198
tcs__wt_CuSO4__1,6.0686689038,1.7179222310000002
tcs__wt_CuSO4__2,7.088712252,1.455820048
tcs__wt_etoh__1,5.1275541465,1.242798948
tcs__wt_etoh__2,5.0405793149,1.6447333830000002
tcs__wt_lb__1,3.4389244955000002,1.076080828
tcs__wt_lb__2,3.4847210371,0.8090966110000001
tcs__wt_LiAcet__1,1.0002933344,0.929879497
tcs__wt_LiAcet__2,0.840148234,1.564388275
tcs__wt_LiCl__1,1.2132169772,1.3768943710000001
tcs__wt_LiCl__2,1.1957338986,1.480912943
tcs__wt_m9p__1,4.4345473894000005,1.856367357
tcs__wt_m9p__2,4.6865476024,1.992380989
tcs__wt_pyr__1,-0.3540091803,1.805030361
tcs__wt_pyr__2,-0.681794356,1.83028283
tcs__wt_zncl2__1,2.4879357604,1.077291126
tcs__wt_zncl2__2,2.8965314677,0.901714682
ros_tale__1_112_0pq__1,-0.9399957566,4.461692279
ros_tale__1_112_0pq__2,-0.3171220366,4.315319832
ros_tale__1_112_250pq__1,-0.2174848406,4.134550742
ros_tale__1_112_250pq__2,-0.0865582597,3.933542617
ros_tale__1_112_750pq__1,0.2162096095,4.005835144
ros_tale__1_112_750pq__2,-0.40929917330000004,4.33057008
ros_tale__1_112_750pq__3,-0.5770214569000001,4.602493522
ros_tale__3_76_0pq__1,0.3003694826,1.637122371
ros_tale__3_76_0pq__2,0.3932211013,1.6922586769999999
ros_tale__3_76_0pq__3,-0.2660871506,2.202394401
ros_tale__3_76_0pq__4,0.6782887983,2.389662393
ros_tale__3_76_250pq__1,0.6851861461000001,4.30674893
ros_tale__3_76_250pq__2,-0.0242435431,5.160813632
ros_tale__3_76_750pq__1,-0.066377875,5.494272872
ros_tale__3_76_750pq__2,-0.2151513868,5.280563452
ros_tale__7_103_0pq__1,-0.3598064069,5.209799032
ros_tale__7_103_0pq__2,0.29040299610000003,5.223362522
ros_tale__7_103_0pq__3,-0.4008907216,5.189007812
ros_tale__7_103_0pq__4,0.38100837860000003,5.2165309220000005
ros_tale__7_103_250pq__1,-1.7608313531,4.629707122
ros_tale__7_103_250pq__2,-2.4625795789,4.535611832
ros_tale__7_103_750pq__1,-1.089645001,4.087333139
ros_tale__7_103_750pq__2,-1.8019493601,4.156176381
ros_tale__9_77_0pq__1,6.9192642964,4.8637175720000005
ros_tale__9_77_0pq__2,3.1070490821,4.908970352
ros_tale__9_77_250pq__1,7.2425884343,5.516599692
ros_tale__9_77_250pq__2,7.3217113714,5.797296702
ros_tale__9_77_750pq__1,7.9533823717,4.27081974
ros_tale__9_77_750pq__2,7.6753975856,4.879394332
ros_tale__11_83_0pq__1,-0.3190416542,3.501633012
ros_tale__11_83_0pq__2,-0.5192376118,3.323645875
ros_tale__11_83_250pq__1,-0.25272437810000004,3.540907041
ros_tale__11_83_250pq__2,-0.1180615171,3.170328326
ros_tale__11_83_750pq__1,0.4902481329,3.507148741
ros_tale__11_83_750pq__2,0.4790951412,3.020429878
ros_tale__13_87_0pq__1,-0.9749328181,4.026490957
ros_tale__13_87_0pq__2,-1.1252683907,4.246056697
ros_tale__13_87_250pq__1,-0.31990152580000003,4.107775327
ros_tale__13_87_250pq__2,0.4379223155,3.65612155
ros_tale__13_87_750pq__1,0.28777897350000003,3.888920128
ros_tale__13_87_750pq__2,-0.055556605,4.252979794
ros_tale__14_27_0pq__1,-1.1644776125,5.569879342
ros_tale__14_27_0pq__2,-1.3177512136,5.314773252
ros_tale__14_27_250pq__1,-0.3955227156,4.894306482
ros_tale__14_27_250pq__2,-0.7932464474,4.6737847420000005
ros_tale__14_27_750pq__1,1.5093702253,3.714156061
ros_tale__14_27_750pq__2,1.9183126019,3.81278069
ros_tale__16_28_250pq__1,1.6556704824000001,0.646388261
ros_tale__16_28_250pq__2,1.9552053021,0.8078648180000001
ros_tale__16_32_0pq__1,2.2629493312,3.520812256
ros_tale__16_32_0pq__2,1.7760024644999999,3.710992759
ros_tale__16_32_0pq__3,0.8979900780000001,0.43870101600000005
ros_tale__16_32_0pq__4,0.9226946946000001,0.403161671
ros_tale__16_32_250pq__1,0.5237629542,0.46231758900000003
ros_tale__16_32_250pq__2,0.1651194781,0.087080184
ros_tale__16_32_750pq__1,-0.7804499874,3.806758273
ros_tale__16_32_750pq__2,0.5867184796,3.356115872
ros_tale__17_104_0pq__1,2.2686368901,2.679184601
ros_tale__17_104_0pq__2,1.7725307707,2.548310111
ros_tale__17_104_250pq__1,0.3074891347,2.4000515140000003
ros_tale__17_104_250pq__2,1.1966308628,2.376437447
ros_tale__17_104_250pq__3,0.9818051241,2.687987368
ros_tale__17_104_250pq__4,1.2215210834,2.150974538
ros_tale__17_104_750pq__1,-0.0826347287,2.923027392
ros_tale__17_104_750pq__2,-0.4520427853,2.899324477
ros_tale__18_24_250pq__1,1.1785162577000001,1.395445286
ros_tale__18_24_250pq__2,1.5052977762,1.064370967
ros_tale__18_36_0pq__1,0.40921830330000003,4.45458236
ros_tale__18_36_0pq__2,0.12490090200000001,4.34558358
ros_tale__18_36_0pq__3,0.0593316698,0.538902929
ros_tale__18_36_0pq__4,0.5561525085,0.047869321000000006
ros_tale__18_36_250pq__1,-0.0573139123,0.041072425
ros_tale__18_36_250pq__2,0.0225410501,-0.012503701
ros_tale__18_36_750pq__1,-1.5327298729,4.009597303
ros_tale__18_36_750pq__2,-1.9078200015000002,3.863701227
ros_tale__19_91_0pq__1,1.092568491,2.736846969
ros_tale__19_91_0pq__2,-0.21570486160000002,2.758883949
ros_tale__19_91_250pq__1,1.1274580562,2.764449722
ros_tale__19_91_250pq__2,0.6600260218,2.835646622
ros_tale__19_91_750pq__1,-0.27387969370000004,3.056922599
ros_tale__19_91_750pq__2,0.8436423671000001,3.735463352
ros_tale__19_91_750pq__3,-0.2526026215,3.329429529
ros_tale__19_91_750pq__4,0.6412895103,4.235539097
ros_tale__21_97_0pq__1,-0.19120087460000001,4.676268892
ros_tale__21_97_0pq__2,-1.3245939495,5.231715492
ros_tale__21_97_250pq__1,-1.4861159471,5.316867362
ros_tale__21_97_250pq__2,-0.5111587710000001,5.311058472
ros_tale__21_97_750pq__1,-2.0996895243,5.507221102
ros_tale__21_97_750pq__2,-0.9363374146000001,5.438681562
ros_tale__25_111_0pq__1,-0.4268418746,4.837429942
ros_tale__25_111_0pq__2,-1.6145552074,4.5191262420000005
ros_tale__25_111_250pq__1,-0.7177580882,4.5387958919999996
ros_tale__25_111_250pq__2,-1.6725581498,4.981030082
ros_tale__25_111_750pq__1,-1.2050205043,4.953561802
ros_tale__25_111_750pq__2,-1.8111702149000002,4.799408562
ros_tale__29_119_0pq__1,-1.2855336421999999,5.040676152
ros_tale__29_119_0pq__2,-1.2922264739,4.763882222
ros_tale__29_119_250pq__1,-1.1222662397,4.664151262
ros_tale__29_119_250pq__2,-1.5321311281,5.084500312
ros_tale__29_119_750pq__1,-0.5888307839,4.635987782
ros_tale__29_119_750pq__2,-0.2208528109,4.618518282
ros_tale__ALE4_0pq__1,0.8522962775,0.47407844
ros_tale__ALE4_0pq__2,0.7477565037,0.41746713100000005
ros_tale__ALE4_250pq__1,1.6064470893,1.52268892
ros_tale__ALE4_250pq__2,1.1102950686,1.46880923
pcoli__atASMT_325G__1,-0.4617673531,0.640228988
pcoli__atASMT_325G__2,-0.48762598570000004,0.6667890830000001
pcoli__bpTDC__1,0.7143345604,0.587852082
pcoli__bpTDC__2,0.6433442381000001,0.5846891080000001
pcoli__BRCA__1,0.2559170327,0.251359838
pcoli__BRCA__2,0.4271120389,0.417960571
pcoli__BRCActrl__1,-0.0635214125,0.8257220670000001
pcoli__BRCActrl__2,0.34208474,0.867360094
pcoli__BRCAswap__1,1.0583376284,0.658680123
pcoli__BRCAswap__2,0.9125761170000001,0.7489586760000001
pcoli__btAANAT__1,0.0182433854,0.482034344
pcoli__btAANAT__2,-0.1247329387,0.66793233
pcoli__btASMT__1,-0.052316881200000005,0.360570567
pcoli__btASMT__2,-0.6296391484,0.377807612
pcoli__CC1__1,-0.0047953427,0.9210410840000001
pcoli__CC1__2,-0.2561446807,0.29254253900000005
pcoli__ccCOMT__1,-0.382371457,0.658879014
pcoli__ccCOMT__2,0.16542673160000002,0.5888839610000001
pcoli__ckDDC__1,-0.6165804545,1.294919784
pcoli__ckDDC__2,-0.40202318200000003,1.406252564
pcoli__CNTF_belt__1,-0.0359440417,0.505802159
pcoli__CNTF_belt__2,-0.3562532063,0.35032393900000003
pcoli__cobPNMT__1,0.38675690690000003,0.406448572
pcoli__cobPNMT__2,0.35800656270000003,0.5806856020000001
pcoli__cvPhhB__1,-0.6978156547000001,0.875688809
pcoli__cvPhhB__2,-0.3959765905,1.118855541
pcoli__ggAANAT__1,0.1606216392,0.5840056490000001
pcoli__ggAANAT__2,0.1124042645,0.756472189
pcoli__ggTPH__1,0.3391986929,0.46731775500000006
pcoli__ggTPH__2,-0.4253365096,0.49336250600000003
pcoli__hsAANAT__1,3.6221153238,1.398363381
pcoli__hsAANAT__2,3.9644295898,0.782218186
pcoli__hsASMT__1,0.7535620253,0.5257077490000001
pcoli__hsASMT__2,0.5873078396,0.6632957890000001
pcoli__hsPNMT_mb__1,0.3771137546,0.23664236900000002
pcoli__hsPNMT_mb__2,0.330756512,0.5383509860000001
pcoli__hsTPH__1,-0.2302192707,0.328872037
pcoli__hsTPH__2,-0.20572289700000002,0.7310723610000001
pcoli__hsTPH_E2K__1,0.0049280272,0.668648896
pcoli__hsTPH_E2K__2,-0.0229281063,1.252405699
pcoli__hsTPH_E2K_N91I_P99C__1,0.43189107730000004,0.055849747000000005
pcoli__hsTPH_E2K_N91I_P99C__2,0.5032038283,0.563237524
pcoli__hsTPH_N158trunc__1,0.8546934159,1.8053978370000001
pcoli__hsTPH_N158trunc__2,0.4744177559,1.560127004
pcoli__hsTPH_N174trunc__1,0.18845561360000002,0.919791797
pcoli__hsTPH_N174trunc__2,0.1267659038,1.041569813
pcoli__hsTPH_Ntermtrunc__1,1.0117065112999999,1.6652461230000002
pcoli__hsTPH_Ntermtrunc__2,1.3163838261,1.039705413
pcoli__hsTPH1__1,1.0030065749,0.50274254
pcoli__hsTPH1__2,1.378796269,0.6401297970000001
pcoli__MBP__1,0.043335970200000004,1.061396366
pcoli__MBP__2,-0.8178322982,0.55110956
pcoli__msCOMT__1,0.9971818161,0.7545692190000001
pcoli__msCOMT__2,0.8034150487,0.30918041300000004
pcoli__ocAANAT__1,0.1255614073,0.42315771100000005
pcoli__ocAANAT__2,-0.271087731,0.5002385460000001
pcoli__osTDC_K374H__1,1.7533593777,0.853500699
pcoli__osTDC_K374H__2,2.137775746,0.9497951040000001
pcoli__osTDC_K374L__1,0.520293485,0.404986035
pcoli__osTDC_K374L__2,0.48946893700000005,0.6214890980000001
pcoli__osTDC_K374Q__1,1.0124548647,0.583249451
pcoli__osTDC_K374Q__2,0.3951022651,0.683855255
pcoli__osTDC_L360V__1,0.4311854182,0.5322341620000001
pcoli__osTDC_L360V__2,0.3229857731,0.6781150260000001
pcoli__pmTPH__1,0.2903666487,0.256661592
pcoli__pmTPH__2,0.6385407816,0.45911598000000003
pcoli__RFC__1,0.7610639096,0.454826074
pcoli__RFC__2,0.3327189007,0.531610887
pcoli__RFCctrl__1,4.4157265969,1.269634187
pcoli__RFCctrl__2,5.3304085522,1.514913438
pcoli__RFCnopause__1,3.3746897377,1.832961799
pcoli__RFCnopause__2,3.790153714,1.619666934
pcoli__RFCpluspause__1,4.9468676221,1.393605363
pcoli__RFCpluspause__2,4.9438795231,1.601979693
pcoli__rnCOMT_sol__1,2.8983943709,1.257606848
pcoli__rnCOMT_sol__2,2.897743126,1.229889065
pcoli__rnPNMT__1,0.9579274896000001,0.23474323200000002
pcoli__rnPNMT__2,1.0418228199,0.49636703600000004
pcoli__rnTDC__1,0.0692556987,0.708811446
pcoli__rnTDC__2,0.5017009013,0.26769980200000004
pcoli__rnTDC_trunc__1,-0.1412026871,0.744561353
pcoli__rnTDC_trunc__2,-0.1328509428,0.8644113999999999
pcoli__saCOMT_T2A__1,-0.1861273399,0.6902737080000001
pcoli__saCOMT_T2A__2,-0.5878639135,0.500532304
pcoli__sfCOMT__1,0.3121760241,0.047558889
pcoli__sfCOMT__2,0.2775245462,0.355427861
pcoli__sgAANAT_D63G__1,0.2313959116,1.001950217
pcoli__sgAANAT_D63G__2,0.2527698833,0.009407143
pcoli__ssDDC__1,0.34570651,0.538935311
pcoli__ssDDC__2,0.2869555203,0.8432238470000001
pcoli__TP53B__1,-0.0807945254,0.602337346
pcoli__TP53B__2,-0.002623724,0.772970142
pcoli__WT__1,1.6502387897,1.782070556
pcoli__WT__2,1.0183104163,1.618886083
cck__glu_ale4__1,0.9510028062,1.028856281
cck__glu_ale4__2,1.4706345695,0.744426043
cck__cck_ale1__1,2.2963226138,0.463376475
cck__cck_ale1__2,1.7625811593,0.45484550500000004
cck__cck_ale2__1,1.5330497529,0.420913613
cck__cck_ale2__2,1.3012276412000001,0.530651226
cck_pgi__gmos_delpgi__1,-0.0552218968,1.25027072
cck_pgi__gmos_delpgi__2,0.21994961000000002,1.134482867
cck_pgi__pgi_ale1__1,-0.5424534977000001,0.8059993160000001
cck_pgi__pgi_ale1__2,-0.8419767155000001,0.9378856830000001
cck_pgi__pgi_ale2__2,-0.6291098828,1.121471815
cck_pgi__pgi_ale3__1,-0.6063401004,0.8444813050000001
cck_pgi__pgi_ale3__2,-1.0432283003,0.9716949410000001
cck_pgi__pgi_ale4__1,-0.4487779945,1.03843687
cck_pgi__pgi_ale4__2,0.6696263118,0.796233528
cck_pgi__pgi_ale4__3,0.3230917569,0.551304635
cck_pgi__pgi_ale5__1,0.0255930287,0.8130797780000001
cck_pgi__pgi_ale5__2,0.0991566463,0.829810989
cck_pgi__pgi_ale6__1,0.8218699734,1.162012591
cck_pgi__pgi_ale6__2,1.0424814677,0.49822341700000006
cck_pgi__pgi_ale7__1,0.7450235164,1.4459859050000001
cck_pgi__pgi_ale7__2,1.6846530243000002,0.649867784
cck_pgi__pgi_ale8__1,1.4831954054,0.724401843
cck_pgi__pgi_ale8__2,1.6813353139,0.306060628
cck_sdh__gmos_delsdhCB__1,0.8757813269,1.386707479
cck_sdh__gmos_delsdhCB__2,1.9337126096000001,1.101965834
cck_sdh__sdh_ale1__1,1.4921005603,1.132476386
cck_sdh__sdh_ale1__2,1.1040418638,1.008905695
cck_sdh__sdh_ale2__1,1.5926012757999999,0.832882974
cck_sdh__sdh_ale3__2,1.5417462343000001,0.653371977
cck_sdh__sdh_ale3__1,1.3171302376,0.735149362
cck_sdh__sdh_ale3__3,1.5779031137000001,0.972204735
cck_pts__gmos_delptsHIcrr__2,1.9659730403000002,1.1954139910000001
cck_pts__gmos_delptsHIcrr__1,2.2699479321,0.376254117
cck_pts__pts_ale1__2,1.4627753916000001,0.646426964
cck_pts__pts_ale1__1,1.2004469058,0.337280364
cck_pts__pts_ale2__2,1.6467193575999999,-0.22319955600000002
cck_pts__pts_ale2__1,1.3008601004,-0.188114796
cck_pts__pts_ale3__2,1.5416774902000001,-0.362944398
cck_pts__pts_ale3__1,1.2973112898,-0.39551226
cck_pts__pts_ale4__2,1.4170584588000001,0.054820148000000006
cck_pts__pts_ale4__1,1.4153333677,0.420836323
cck_gnd__gmos_delgnd__1,1.1169233499,0.900135372
cck_gnd__gmos_delgnd__2,0.7737509922,0.784851939
cck_gnd__gnd_ale1__1,1.5924105919,0.391805524
cck_gnd__gnd_ale1__2,1.7930842202,0.39107433500000005
cck_gnd__gnd_ale2__1,1.0947376199,0.322955154
cck_gnd__gnd_ale2__2,1.6345749444000002,0.753779351
cck_gnd__gnd_ale3__1,1.8012570244,0.365840612
cck_gnd__gnd_ale3__2,1.9408162765,0.5044480330000001
cck_tpiA__gmos_deltpiA__1,0.667705018,0.950608824
cck_tpiA__gmos_deltpiA__2,1.8495667278,1.285956426
cck_tpiA__tpiA_ale1__1,0.6956309867,0.34148779300000004
cck_tpiA__tpiA_ale1__2,0.6661264437000001,0.558373786
cck_tpiA__tpiA_ale2__1,0.7204701364,0.223489712
cck_tpiA__tpiA_ale2__2,0.7555961653000001,0.858646062
cck_tpiA__tpiA_ale3__1,0.5621660194,1.4803989850000001
cck_tpiA__tpiA_ale3__2,0.30586948610000003,1.662686077
cck_tpiA__tpiA_ale4__1,0.5130241231,1.055268968
cck_tpiA__tpiA_ale4__2,1.1067334647,0.901493101
acid_tale__acid_ale1_pH7__1,2.278148224,0.184225471
acid_tale__acid_ale1_pH7__2,2.055369557,-0.062651706
acid_tale__acid_ale1_pH5__1,0.0967867901,0.66595914
acid_tale__acid_ale1_pH5__2,0.17269034260000002,1.049286977
acid_tale__acid_ale2_pH7__1,-0.1317067217,1.315000172
acid_tale__acid_ale2_pH7__2,0.44258813420000004,1.322154756
acid_tale__acid_ale2_pH5__1,0.08989576140000001,1.375393196
acid_tale__acid_ale2_pH5__2,1.1085199826,1.055580854
acid_tale__low_Mg_ale_pH7__1,1.9030496380000002,0.277347501
acid_tale__low_Mg_ale_pH7__2,2.1961851875,0.216306236
acid_tale__low_Mg_ale_pH5__1,0.7166905169000001,0.48846944800000003
acid_tale__low_Mg_ale_pH5__2,1.1241351007,0.35131105
acid_tale__MES_ale_pH7__1,0.8997743585,-0.0025553660000000003
acid_tale__MES_ale_pH7__2,1.6298276353,0.18076159700000002
acid_tale__MES_ale_pH5__1,0.8212764255,0.06236984600000001
acid_tale__MES_ale_pH5__2,0.3036969198,0.31781494600000004
acid_tale__gmos_pH7__1,1.5000168873000002,0.029029823000000003
acid_tale__gmos_pH7__2,1.6142076528,0.067827965
acid_tale__gmos_pH5__1,0.6576596406,0.5152835760000001
acid_tale__gmos_pH5__2,0.0851472331,0.478542218
adnB__wt_adn__1,-0.8038694583,2.322523011
adnB__wt_adn__2,-0.1493767674,1.483699613
adnB__delydhB_adn__1,-1.3587938372,2.376813077
adnB__delydhB_adn__2,0.1125858777,2.016693861
ytf2__wt_glc__1,-0.026746476300000002,0.796398622
ytf2__wt_glc__2,-0.1252144381,1.227736377
ytf2__ybcM_glc__1,0.9864349833,1.133110291
ytf2__ybcM_glc__2,1.4621533217,1.2351834720000001
ytf2__ydhB_glc__1,1.0814037161,0.809958238
ytf2__ydhB_glc__2,0.5100776817,0.894882787
ytf2__yfeC_glc__1,-0.16638165060000001,0.702623894
ytf2__yfeC_glc__2,0.3386593666,0.64033211
ytf2__yciT_glc__1,0.0522725968,1.437646907
ytf2__yciT_glc__2,0.1161765548,1.627421015
ytf2__ydiZ_glc__1,0.2541096237,0.7287866150000001
ytf2__ydiZ_glc__2,-0.10542635,0.562347107
ytf2__ynfL_glc__1,-0.0814996713,1.059081865
ytf2__ynfL_glc__2,0.14034546750000002,1.134910591
misc2__dellon_glc__1,2.0046640553,2.225838242
misc2__dellon_glc__2,2.1947152627,3.500315446
ytf3__wt_glc2__1,0.0834042039,1.048900368
ytf3__wt_glc2__2,0.4109917562,0.772974186
ytf3__wt_pH7_lactate__1,1.1051385802,0.660791208
ytf3__wt_pH7_lactate__2,1.0622798504,0.93674132
ytf3__wt_pH55_lactate__1,0.7907434589,1.096014276
ytf3__wt_pH55_lactate__2,0.5239499519,0.8515932580000001
ytf3__wt_pH55_HCl__1,0.4739013737,0.907385411
ytf3__wt_pH55_HCl__2,0.5523506976,1.214309273
ytf3__dyieP_pH7__1,0.1762848665,0.957564688
ytf3__dyieP_pH7__2,0.1986003717,1.101539328
ytf3__dyieP_pH55__1,0.582904921,0.85057128
ytf3__dyieP_pH55__2,0.5406775095,0.487519552
