,A,Crp,Nac,TorR
SRX5204054,-0.26292826340000003,0.33069778580000003,-1.8086963015,0.3172018661
SRX5204055,1.7256774825,0.0395780566,-0.9610601030000001,0.3308496074
SRX5204056,1.3997228122,0.0799160108,-1.4723331306,0.5478857326000001
SRX5204057,0.8955260346,0.13476163600000002,-1.3128796965,0.8907731823
SRX5204058,1.6727634623,0.1271931801,-1.8071161317,0.49010196910000003
SRX5204059,-0.5674490321,0.3101981754,-0.9977761860000001,0.220255201
SRX5204060,-0.6564460791,0.16749059400000002,-0.9003680275,0.2548055456
SRX5204061,0.0773422774,0.2033144985,-0.7546490197,0.5294008981
SRX5204062,-0.29986160710000004,0.0350800225,-1.002555333,0.5832385285
SRX5204063,0.0688683168,-0.018607714600000002,-0.5885728976,0.2249534438
SRX5204064,-0.7161098838000001,0.0177745832,-1.751989958,0.8442609272
SRX5204065,4.8980969933,0.1296212176,-1.7323872022,0.7321645993
SRX5204066,4.9451092535,0.0410003929,-1.7428814235,0.7949433854
SRX5204067,5.918699314,0.1329939336,-2.1935294678,0.7931758336
SRX5204068,0.39836964890000004,-0.0046637408,-0.9236453699,0.2676430434
SRX5204069,0.5382797264,-0.0345939636,-1.0873433924,0.5375745458
SRX5204070,0.1194580865,-0.0639964626,-1.1533617287,0.43282379790000003
SRX5204071,-0.0470469702,0.2637505564,-1.1029586825,0.4616703506
SRX5204072,0.1006142528,0.1366857256,-1.4935333271,0.8543455109
SRX5204073,1.2669867496,0.12908140170000001,-1.5466093812000001,0.6708954353000001
SRX5204074,2.0066165944,-0.0130459532,-1.0707861477,0.364356402
SRX5204075,1.3522294533,-0.051017588700000005,-1.0136527103,0.3832331251
SRX5204076,-0.46296416560000003,-0.0771750924,-1.2176233428,0.5414784732
SRX5204077,1.1174453641,0.0070308263,-1.2733897522,0.6473009077
SRX5204078,1.2756571693,-0.0562055273,-1.4304391945,0.7363370201
SRX5204079,1.2364109397,-0.019864096300000002,-1.6685284332,0.6463201251
SRX5204080,0.43610803530000003,0.1456210242,-1.5788532963000002,0.6048443541
SRX5204081,1.7948258197,0.0296414633,-1.616980034,0.6023856099
SRX5204082,0.2459443524,0.1012229557,-1.5708320923999999,0.5932553264
SRX5204083,-1.2429219545,0.0599384649,0.5198347619,-0.483803437
SRX5204084,-0.49116874050000003,0.1659899168,0.16884280840000002,-0.7921840713
SRX5204085,-0.9808483589,0.13117654180000002,0.19619317490000002,-0.043631157500000003
SRX5204086,2.3708973201,-0.45115989980000004,0.0183433201,0.1748510482
SRX5204087,2.6716999253,-0.042227577700000005,-0.2217287531,-0.3552800125
SRX5204088,2.2593629914,-0.3036384238,-0.2588786676,-0.0480239006
SRX5204089,0.6277113932,0.0831416516,-0.3258538623,-0.1481688549
SRX5204090,0.4209969799,0.1639234027,-0.0970420508,0.0694860919
SRX5204091,-0.3947347839,-0.0031211273,0.1051060218,-0.6823692064
SRX5204092,1.0966347681,-0.0810982225,-0.7455412136,-0.4443417109
SRX5204093,1.215374015,-0.1099524013,-0.5449117806,0.0339050356
SRX5204094,0.4478410434,0.0403956206,-1.0789958602,0.4119318925
SRX5204095,-0.7229257725,0.2016413779,-0.0831427522,0.3323859684
SRX5204096,0.0795739394,-0.2203103585,0.32711491740000004,-0.4784689912
SRX5204097,0.6433518331,0.0186689805,-0.2439721652,0.14608302280000002
SRX683459,-0.1618403625,-0.0666339028,-0.5533852514000001,0.2449151636
SRX683460,-0.16730298030000001,0.503766096,0.5930381582,1.6572158205
SRX683461,-0.0510725015,-0.1321270107,0.4884816934,0.0478488833
SRX683462,0.6164623864000001,0.4881845549,0.5047034774,1.6555226743
SRX683463,0.212912864,0.1987609135,0.06490355810000001,-0.2927640469
SRX683464,-0.3646797346,0.5070739993,0.6358223002,1.8323891199000002
SRX683465,0.7328975623,-0.8734644257,-0.6634215222000001,-0.0017915130000000002
SRX683466,-1.0828855501,0.0105121308,-0.0777478375,1.9383825773
SRX683467,0.7599915161,-0.3758395962,-0.7788839339,-0.0650185176
SRX683468,-0.6761531843,-0.080117849,-0.4738907223,1.7994037497000002
SRX683469,0.8495212425,-0.5751663553,-0.9382792566,-0.2813340333
SRX683470,-0.6025412764,-0.1688967908,0.5475183855,1.5811161347
SRX322077,-0.3737477367,-0.0693545751,0.44684425920000004,-0.18761666100000002
SRX322078,0.6659991886000001,-0.33321683020000004,-0.1163842776,0.5207971046000001
SRX322079,0.21562411850000002,-0.0393089613,0.446442793,-0.14070865030000002
SRX322080,0.3766976863,-0.099687806,-0.1519532359,0.1827462357
SRX322081,0.051187522900000004,0.25691065290000004,-0.4240785973,-0.35882551090000003
SRX322082,-0.7390904890000001,0.162327729,-0.3311372503,0.1134171736
SRX322083,0.4633449351,0.2204930321,0.20714403820000002,-0.0486954323
SRX322084,0.10527474070000001,-0.4360373755,0.0988286963,-0.0143156285
SRX322085,-0.5686196757,0.2155443434,-0.3059727345,0.0630110608
SRX2708592,-14.0037162115,-1.2995977401,-1.0840913514,-0.772695432
SRX2708593,-14.8109838354,-1.3858488461,-0.7447549546000001,-0.24417588750000002
SRX2708594,-14.3584392071,-1.1551255076,-0.2858229832,0.2393593353
SRX2708595,0.32458221870000004,-0.0264047357,0.2636663615,-0.2805691969
SRX2708596,-0.058007846,0.1464903964,0.30264216110000003,-0.024650189700000002
SRX2708597,-0.2665743728,-0.1200856607,-0.5663085226,0.30521938660000003
SRX2708598,2.4403014116,-0.2522707463,0.5922963151,-0.6537889631
SRX2708600,2.5515399734,-0.2711134562,-1.9807352584000002,-0.3014817005
SRX2708601,3.019450177,-0.0595239595,-0.0031845242000000003,-0.5174942518
SRX2708602,1.2093937813,0.5050291552,1.1080712887,0.9830017425
SRX2708603,2.4494049641,0.0660056332,0.8939412041,0.14373521620000002
SRX3073814,-1.4217167025,-0.13018558560000001,-0.3174040127,-0.0779113439
SRX3073815,-0.0998864269,-1.1339696385,0.2947524133,-2.2759541174
SRX3073816,-0.8113481195000001,-2.4550083112,-0.1910832728,-3.6663014627
SRX3073817,-4.1676574972000004,-4.1870252178,1.17032103,-4.558842202
SRX3073818,-5.875572096,-3.2111292318,1.5566116184,-2.3973807901
SRX3073819,0.1563892807,0.3613869819,0.5542049175,0.3450965868
SRX3073820,3.3242353498,-0.6674396287000001,0.6502142035,-2.9916898277
SRX3073821,3.4044171399,-2.2221447579,-0.13079529680000002,-4.1621276017
SRX3073822,0.28344077030000003,-3.4198734015,0.40459741450000003,-2.4050540174
SRX3073823,-1.8957848611,-3.2339359789,0.8111033627,-2.9597855823
SRX3073824,1.4217167025,0.13018558560000001,0.3174040127,0.0779113439
SRX3073825,4.0872301167,-1.2511893155,0.7140626522,-2.5286185891
SRX3073826,2.7264722352,-2.3292575708,-0.9105122706000001,-3.4974743986
SRX3073827,-0.234331532,-4.1135135934000004,0.5859012728,-3.4171577578
SRX3073828,-3.2628589507,-3.434645459,1.778914086,-2.5997792737000003
SRX3073829,-2.3755705386,0.1876233269,0.2111586853,0.055682839000000005
SRX3073830,0.2487189534,-1.1638283926,0.7308439224000001,-2.9712139055
SRX3073831,-0.0169049925,-2.0312934097,-0.4669245032,-2.9423003821
SRX3073832,-1.9612885085,-3.5341055024,1.1512954234000001,-3.038134469
SRX3073833,-4.7069493511000005,-3.0369515843,2.2658742034,-2.2093333791
SRX2391456,0.5781937547,0.1036371583,-0.4423919163,-0.1070076747
SRX2391457,1.1737866572,-0.2296760947,-1.0974946203,-0.0169978484
SRX2391458,0.3471617325,0.0383571309,-0.3044895321,0.1396647903
SRX2391459,0.4720762486,0.0360981407,-0.6363163376000001,0.057813067200000005
SRX2391460,0.5329315828,0.0112518975,-0.8040541477,0.2685517786
SRX2391461,0.1656928682,0.0065400067,-0.7544031449,0.216430788
SRX2391462,0.3971461972,0.0613117897,-1.0660246207,0.1100074511
SRX2391463,1.3352463169,0.0752505852,-1.0793681566,0.183406431
SRX2391464,1.3968380425,0.0646232551,-1.1462496809,0.2101687139
SRX2391465,0.4897345329,0.0745769649,-1.230758203,0.2164863958
SRX2391466,0.2811542792,0.0132959954,-1.3318941256,0.013570341000000001
SRX2391467,-0.0782968689,0.0309166155,-0.0092310078,-0.07613795050000001
SRX2391468,0.1783160003,0.050854043200000004,0.0801001955,-0.0466593721
SRX2391469,0.2245752935,0.0781229599,0.0585003557,0.1332552945
SRX2391470,0.37285643620000003,0.269221989,0.5574745636,0.0376224104
SRX2391471,1.1552088029,0.0489485095,0.0315475246,0.1447731505
SRX2391472,0.6226740646000001,0.2725286431,0.5274902704000001,0.3424938899
SRX2391473,0.4397159808,0.079938994,-0.1025300725,0.1966702363
SRX2391474,0.3850713174,-0.0319597258,-0.5208330361,0.3284359432
SRX2391475,0.6634519750000001,0.2169729199,0.1923111434,0.0753337043
SRX2391476,0.8759655515,0.3349589161,0.10970125430000001,0.050302672400000005
SRX2391477,0.2823070183,0.1103821889,-1.442094063,0.045423049
SRX2391478,0.5567834057000001,0.3563764866,-0.7291450969000001,-0.0209580729
SRX2391479,1.3300157972,0.3086663712,-0.0335288004,0.0300162456
SRX2391480,0.5581911286,0.48358926430000004,-0.5897502677,-0.0690713359
SRX2391481,0.4814569581,0.3481544716,-0.8021016194,-0.0447695461
SRX2391482,0.24572912260000002,0.48077671120000004,-0.261159293,0.06559990710000001
SRX2391483,0.0997365908,0.2107291755,-1.1241325747,-0.0572789851
SRX2391484,0.9900919756000001,-0.0935369191,-0.8790428288000001,-0.1793927938
SRX2391485,1.0626900445,-0.24873146470000002,-1.4366181737,-0.0433160963
SRX2391486,0.4579997297,-0.2016487162,-1.332528283,0.176462679
SRX2391487,0.6733051705,-0.14117476780000002,-1.3686720848,0.4144890714
SRX2391488,0.7823273212,-0.126103141,-1.6130972969,0.0728116112
SRX2391489,0.3571212225,-0.1334760396,-1.7777067997,0.2134551224
SRX2391490,0.3543471468,-0.0672349899,-1.8781961546,0.1731080411
SRX2391491,0.26369605020000003,0.0576004129,-1.5693955428000002,0.1443259324
SRX2391492,0.45219250520000004,0.2009926933,-1.5181314567,0.12660659
SRX2391493,0.3978850909,0.1707298308,-1.2459424473,0.1795055207
SRX2391494,0.9539126628000001,0.0692396961,-1.3085012925,0.0814442381
SRX2391495,0.0782968689,-0.0309166155,0.0092310078,0.07613795050000001
SRX2391496,-0.0039022451,-0.0359995768,-0.1838106327,0.24712874240000002
SRX2391497,0.1577133897,0.058544858000000005,0.0459041747,-0.0876064347
SRX2391498,1.3748650973,-0.048752147,-0.0645699896,0.2693946292
SRX2391499,1.083039066,0.0814724538,0.012304260000000001,0.018994531000000002
SRX2391500,0.6544673348000001,0.14086945920000002,-0.1073242534,0.2856492987
SRX2391501,0.6856839557000001,-0.0582763844,-0.9955109574000001,0.1158272387
SRX2391502,0.7728630171,-0.2331385879,-1.4523554414,0.2905513956
SRX2391503,0.3548401627,0.0354719414,-0.1566673329,0.6372302853
SRX2391505,0.2334753914,0.305318221,-0.4849177368,0.0799535478
SRX2391506,0.0526934639,0.0945138693,-1.4387984182,0.0968864119
SRX2391507,0.3479588295,-0.0124149267,-1.7562619549,0.364718231
SRX2391508,0.6553404693,0.3356911857,-0.9948546993,0.14035947710000002
SRX2391510,0.6358190348,0.41076687230000003,-0.6437660495,-0.024677396900000002
SRX2391512,0.4540649124,0.3983587121,-0.5201258,-0.0712122209
SRX2391513,0.1171711418,0.2226821065,-1.0308250546,-0.0393922326
SRX2391514,0.1918258293,0.03072544,-1.4334599002,0.0625041709
SRX5632598,0.3301391902,0.9297661229,0.2298900461,1.2321421794
SRX5632599,-0.20361836060000002,0.5458194559,-0.1277900383,0.8027213869000001
SRX5632600,11.9861446038,0.8896791535,4.6228464479,0.9137763371000001
SRX5632601,9.745277148,0.7544298497,4.7034342059,0.5455334603
SRX5632602,8.5632569428,0.9083268103000001,3.8226940949,0.9262210783
SRX5632603,11.457757375,0.8378540299,3.7960154205,0.9206043999
SRX5632604,10.8395162206,1.2087494064,4.1568012892,1.2921075326
SRX5632605,10.8218506614,1.1494446188,3.6954601071,1.4756624463
SRX5632606,4.6836267505,0.7221774194,0.9043513598,0.9483087832
SRX5632607,-2.6001630551,0.3322589038,-0.2340060451,0.49725954
SRX5632608,-0.8401161198,-0.0405799602,-0.47311655560000004,-0.0891552157
SRX5632609,1.325308776,0.0211711041,0.3686973102,0.3640268252
SRX5632610,1.9000340740000001,0.32684287360000003,0.6065641717,0.0769981156
SRX5632611,-0.4851926562,0.019408856000000002,0.1044192454,-0.2748716095
SRX5632612,-0.4090749006,0.3689308805,-0.31980513990000003,-0.3052933673
SRX5632613,-0.5408728749,0.221949515,-0.014808276700000001,0.7483749269000001
SRX5632614,-1.6406375964,0.1618995187,-0.151996569,0.3568547453
SRX5632615,-0.5110336398,0.2420582473,0.5705830040000001,0.8522554386000001
ERX2874132,-1.1084306659,0.4265026615,0.3610556729,0.5445996173000001
ERX2874133,0.4309914167,0.7271404589,0.4115972721,0.1107000045
ERX2874134,-2.4338088813,0.8519065269,-0.1538962398,1.3452916882000001
ERX2874135,-1.0959382584,0.5921076495,0.15755825580000002,1.5506543563
ERX2874136,-1.5852287166,1.0354136519,-0.6361374895,1.7220114004
ERX2874137,0.2378852944,0.7451035267,-0.2272648274,1.9242227049
ERX2874138,8.5901703196,0.8182462086000001,-0.2135787106,0.5969264223
ERX2874139,7.3599321123,0.7045028161,0.0506549066,0.2455789358
ERX2874140,-0.6455683165,-0.139956359,0.23662773480000002,0.2931347176
ERX2874141,0.6455683165,0.139956359,-0.23662773480000002,-0.2931347176
ERX2874142,-1.04086923,0.5908025523,-0.1234675219,1.2772585485
ERX2874143,-1.2605730463,0.9994652368,-0.2368067782,0.8713650273
ERX2874144,8.4129970605,0.7827099169,0.0556943408,0.8571666489
ERX2874145,8.8336945314,0.7206732189,0.22297550730000001,0.5838702368
ERX2874146,2.0841692515,0.5565290979,0.2465297549,0.5038412466000001
ERX2874147,4.0184698546,0.5652993358,-0.0292222513,-0.1809971249
SRX1300292,0.4967428621,-0.2183604482,0.3021850769,0.19173981240000001
SRX1300293,-0.4967428621,0.2183604482,-0.3021850769,-0.19173981240000001
SRX1300299,1.9428448305,0.0496916416,-0.3141160317,-0.5641374521
SRX1300300,1.1579684528,0.2503393265,-0.6914129982,0.48974548300000004
SRX1300304,1.4823937055,0.39555321730000004,-0.603981769,0.5782657387
SRX1300305,0.0718175281,0.11605645020000001,-1.2827794452,0.1375000408
SRX1300306,0.11634129850000001,0.2931170004,-1.4617708206,0.3081708474
SRX1300310,-0.0756343097,0.3087574011,-1.2442114341,-0.2523943859
SRX1300311,-1.1151290936,0.0756466625,-1.3932723838,0.048622665
SRX7291195,-1.303669668,0.2997067975,0.3712171798,-0.6252228311
SRX7291196,-1.9333376903000001,0.2171652813,0.6000124549,-0.5191816488000001
SRX7291197,-2.1573251274,0.20048826090000002,0.4134460699,-0.4352589794
SRX7291198,-0.12225620450000001,0.0055111309,-0.15344627630000002,0.20844224790000002
SRX7291199,0.3695418447,0.0383910612,0.2050131769,-0.0888460734
SRX7291200,-0.2472856401,-0.0439021921,-0.0515669006,-0.1195961745
SRX7291201,-2.2969113628,0.2526018277,0.6160958319000001,-0.6159322862000001
SRX7291202,-0.8513551701000001,0.270288277,0.5991998988,-0.4584515127
SRX7291203,-1.5777423467,0.2825423364,0.5105421184,-0.3773756841
SRX7291204,-0.093848943,0.1877512114,-0.2129475968,-0.0395726844
SRX7291205,-0.29401397090000003,0.1650360705,0.11471271,0.14931959250000001
SRX7291206,-0.19216860260000002,0.1449864971,0.08247629370000001,0.12234404980000001
SRX2436955,-0.9225149937,0.45212262210000004,0.043547938800000005,-0.0799605314
SRX2436956,-5.5702788359,0.0515482653,0.0310079984,0.5093775843
SRX2436957,-5.8546586676,0.1563578091,0.2525493138,0.3505626764
SRX2436958,-4.0782948639,0.2851965476,0.567246588,0.5696687500000001
SRX2436959,0.3565403726,0.1360930215,0.3465163693,0.5099058830000001
SRX2436960,2.6019528725,0.1526137479,-0.1994311823,0.8552498297000001
SRX2436961,2.1956242647,0.7470542054,0.2818267016,0.5946361512
SRX2436962,-0.3773434466,-0.0330759678,0.3220773912,0.9819007922
SRX2436963,2.0014059742,0.0921125297,0.31083178,0.7008344628000001
SRX2436964,1.3703105206,0.0459686345,0.26427196540000003,0.4729429055
SRX2436965,-13.7080740475,-1.7381250601,1.8367398931,0.9769948171
SRX2436966,-5.0966889701,0.1060124781,0.2425155854,0.32516278590000003
SRX2436967,3.1202789401,0.7565786075,-0.0972159972,0.6687798349
SRX2436969,0.7029533663,-0.0206086192,0.5223073233000001,0.6598105315
SRX2436970,-5.2832766116,0.2191212157,0.1089003454,0.5089221983000001
SRX2436971,3.2672867784,0.701250519,0.3346410848,0.49948861390000004
SRX2437029,-0.5184557314,0.0061447768000000005,0.5772709163,0.9319599587
SRX2437030,-1.005721914,0.5616911087,0.1174249857,0.2082460489
SRX2437031,-5.1043809359,0.2075206627,0.1504897623,0.1148387153
SRX2437032,-5.4851189774,0.07605606050000001,0.39394036800000004,-0.0092992421
SRX2437033,3.7135684691,-0.0229880917,-0.4561873864,-0.9944969607
SRX2437034,-13.479278688800001,-1.7211272316000001,1.7826037421,0.9343060956
SRX2437035,-6.1462563292,0.33539129840000004,0.5981267419,0.5680293494
SRX2437036,-6.4204735001,0.37333806010000004,0.4472862951,0.3356686826
SRX2437037,1.530069525,0.1027974094,0.4260289975,0.17823091030000002
SRX2437038,-4.5976637609,0.2542201101,0.1516952055,0.442996577
SRX2437039,-0.8112421188000001,0.1532453091,-0.1912744808,0.00047719440000000004
SRX2437040,-4.7855989703,0.3624937381,0.789660318,0.5326358574
SRX2437041,-0.5621379751000001,0.5062765036,-0.22576649310000002,-0.0725838068
SRX2437042,3.0504291946,-0.3269025847,-0.5276192801,-0.3283517011
SRX2437043,2.5397300366,0.09219357800000001,0.3228984654,0.1991483238
SRX2437044,1.5758446553,-0.2945282879,-0.5490044556,-0.6537188832
SRX4705203,-0.4901867104,-0.385355987,2.1690772872,0.6892576789
SRX4705204,-5.0842575149,-0.6930073795,-0.1869252247,-0.42109205650000003
SRX4705205,-3.1254494253,-0.7755713976,-0.1388109059,0.0818974027
SRX4705206,-1.867922539,-0.6576656106000001,-0.0364527915,0.055573164200000004
SRX4705207,-0.5080293251,-0.1341736427,1.3467611637,0.4234488688
SRX4705208,-3.0469868655,-0.5635110724,0.9986716315,0.3618187432
SRX4705209,-0.32857705070000004,-0.1045202598,0.9009299594,0.32619137260000003
SRX4705210,-4.8419255701,-0.5514972085000001,-0.16811272030000002,-0.3551838379
SRX4705211,-4.2337388261,-0.5907591781,-0.1059837681,0.0356677685
SRX4705212,-4.3196118196,-0.5379723588,0.16673522870000002,0.039111115700000004
SRX4705213,1.7843503113999999,0.5884298837,0.3033269625,0.3460890781
SRX4705214,0.8977507582,0.5233414408,0.43586570690000004,0.2269284752
SRX4705215,-0.8171834003,-0.4463507494,-0.2673291553,-0.185970031
SRX4705216,0.7316245715,0.4678437997,0.3849194393,0.0994958113
SRX4705217,-1.1769556941000001,-0.7475887920000001,-0.5366444716000001,-0.2333808882
SRX4705218,-1.4195865467,-0.38567558290000004,-0.3201384819,-0.2531624455
SRX4705219,2.0731240603,-0.31419254,0.3780716194,0.5076360433
SRX4705220,1.8397946090000001,-0.1236678575,0.490113395,0.6324128497
SRX4705221,-3.2797951369,-0.7518707576,-0.0428889208,-0.2535134794
SRX4705222,2.450803466,-0.10341932470000001,0.45294584130000004,0.3874604431
SRX4705223,-0.0429054477,-0.31786441590000003,2.303598922,0.6868907183
SRX4705224,-0.3910184038,-0.5855978821,2.3211518011,0.985093902
SRX4705225,-8.7400241985,-0.9927383484000001,-0.4180972208,-0.5321352795000001
SRX4705226,-7.8237516549,-1.0770436531,-0.5768183162,-0.5724500029
SRX4705227,-3.9698039349,-0.9319843065000001,-0.8635419106000001,-0.3130002468
SRX4705228,1.2583547113,-0.3099510565,1.1593093284,-0.1835222225
SRX4705229,1.5863839345000001,-0.5033890871,0.9061621579,-0.11867708710000001
SRX4705230,0.5066325642,-0.43552663960000004,1.5743042692,0.34868807
SRX4705231,-2.7592449148,-0.9039885132000001,-0.23066085700000002,-0.3397799993
SRX4705232,-3.6306999063000003,-0.882397812,-0.31681547050000003,-0.2099786476
SRX4705233,3.0734931181,-0.1968594431,0.18022279260000001,-0.47074908540000004
SRX4705234,4.5455015541,-0.0757624216,0.035624022400000004,0.06775188950000001
SRX4705235,-3.8050672657,-1.1352115054,-0.5342899541,0.1360462254
SRX4705236,4.388856141,-0.1630694594,-0.7363305946,0.16185593610000001
SRX4705237,-2.9396370633,-1.1430905682,-0.540870682,-0.0968961015
SRX4705238,-2.8360143744,-1.1479592129,-0.4929044239,0.0856885423
SRX2038319,-0.37916755010000003,0.0216952277,-0.9943818004,-0.4256315151
SRX2038320,-0.7157389559,0.0089552738,-0.7377636336000001,-0.351736043
SRX2038321,-0.3222611481,-0.029136735400000002,-0.4799750432,-0.2818389029
SRX2038322,0.0995335413,-0.22346250180000002,-0.8256137396000001,-0.2477034982
SRX2038323,0.7926840425,-0.5950074874,-0.2981163855,0.3319189039
SRX2038324,0.2386418438,-0.2819178846,-1.830859511,0.1909742456
SRX2038325,0.4632746716,-0.2129587413,-0.4014751286,-0.1382215567
SRX2038326,0.9130062208,-0.6664505470000001,0.0774195394,0.0411439861
SRX2038327,-0.11208215640000001,-0.2899666271,-1.0591036916,-0.1913208129
SRX2038328,-0.3205362325,-0.0956451908,-0.6701332326,-0.0562725519
SRX2038329,-0.2453549746,-0.534902734,-1.2158242873,0.11807855490000001
SRX2038330,-0.0541878814,-0.09387450950000001,-0.0465968269,0.0398783868
SRX2038331,-2.0095993667,-0.4795015226,-0.0508168286,0.0862610905
SRX2038332,-0.550529528,0.3381492062,-0.2234768712,-0.25935667090000003
SRX2038334,0.86930706,-0.2479411708,0.1365344623,0.21366804390000002
SRX2038335,0.1339373949,0.1803691418,-1.4197416926,0.3982884973
SRX2038336,-0.0668151359,0.5647813138000001,-1.0090840341,0.14211869300000002
SRX2038337,-1.2498325359,-0.0535453575,-1.4418515241,-0.0616616771
SRX2038338,-0.1521882017,0.0598112988,0.5568862152,0.30235023710000003
SRX2038339,-1.353987292,0.1188856227,-1.2665657415,0.6169247938
SRX2038340,0.27247856600000003,0.34647646330000004,-1.450786366,0.4705921276
SRX2038341,1.8007258985,-0.08200134910000001,-1.2156447807,0.23587263960000002
SRX2038342,0.1195679912,-0.1543697162,0.9586903353,0.22211571670000002
SRX2038343,0.1168285907,0.5010526678,-1.2400687856000001,0.41453421890000003
SRX2038344,0.1287423596,0.033069829700000004,-1.1495841594,0.49597890390000005
SRX2038345,-0.5557449853,-0.1021128979,-0.9763161969,0.2450569287
SRX2038346,-1.4095168094,-0.5275545316,-0.9757556413,0.4622086442
SRX2038347,-1.0930084596,-0.8740408744,-0.39266835640000003,0.1811662999
SRX2038348,-2.0545804555,-0.6052099843000001,-0.949477338,0.6268541655000001
SRX2038349,-1.157095069,-0.520378201,-0.0330672266,0.3137785194
SRX2038350,-0.5824845616000001,-0.1808186141,-0.09413993030000001,0.33154061300000004
SRX2038351,0.7433100942,-0.2481074814,-0.46427856700000003,0.5839035986000001
SRX2038352,0.0314664324,-0.1007067708,-0.9574621712,0.3840707025
SRX2038353,0.3047594356,-0.2493838519,0.3447173027,0.19603354580000001
SRX2038354,0.3855957199,0.0934857714,-0.8592034092,0.5382246951
SRX2038355,-0.1810767617,0.0258529291,-1.019041344,0.827581874
SRX2038356,0.48278815300000005,-0.7092992376,-1.1254049984,0.2145170385
SRX2038357,0.5313557519000001,-0.08150652650000001,0.43749558520000004,0.12328127800000001
SRX2038358,0.458710844,-0.38365261440000004,-0.7269085735,-0.038394102
SRX2038359,0.358150003,0.30292598800000003,-1.2741140249,0.33244441690000004
SRX2038360,1.7707331114,-0.5695966895,-1.1864800442,0.3905365053
SRX2038361,1.4421619666,-0.5088220601,-0.6359657448,0.2395007905
SRX2038362,0.8019977967,-0.5568547845,-0.8860982190000001,0.1369934133
SRX2038363,-0.1793015632,-0.1075832786,-0.9557745012000001,0.8863790959000001
SRX2038364,-0.1021586024,-0.2548516616,-0.8035504779,0.27316937350000003
SRX2038365,-1.1537934758,-0.5224634022,-0.7427776769000001,0.6281877471
SRX2038366,-0.6938304539,-0.6997337682,-0.2368648974,0.4943694329
SRX2038367,-1.2030733251,-0.164303206,-0.9885037353,1.0585282468
SRX2038368,-0.203129947,-0.2838038458,-0.0188089031,0.162236017
SRX2038369,-0.7103482822,-0.14120318680000002,-0.4234166103,0.20728418810000002
SRX2038370,0.8456607725,-0.2275315786,-0.6279921583,0.3306337496
SRX2038371,-0.7779483373,-0.1971165942,-1.6632053438,0.35632244960000004
SRX2038372,-0.45433774790000003,-0.7030767083,-0.5129774822000001,0.126534569
SRX2038373,0.06311458910000001,-0.3391076354,-1.3225232698,0.1303625692
SRX2038374,0.0131406297,-0.8919006833,-0.8315892384,0.37880453150000004
SRX2038375,-0.9414262097,-0.8480468999,-0.7372182309,0.4570564278
ERX530520,-0.2105266109,-0.0552460372,-0.2556647214,-0.0922223945
ERX530521,1.1639344514,0.2379487723,-0.4454928475,-0.0206641293
ERX530522,-0.1097686632,0.1666261772,-0.4277205687,-0.3146842387
ERX530523,0.5923616505,0.3038599931,0.0195514254,0.060445958800000005
ERX530524,0.2105266109,0.0552460372,0.2556647214,0.0922223945
ERX530525,1.0815014727,0.2803346536,-0.4093139551,0.2003382537
ERX530526,0.1789026213,-0.038816530200000005,-0.1540452464,-0.2871032892
ERX530527,0.6384949584,0.21736006800000002,-0.6953467125,-0.1800938679
ERX3212443,-0.8316531445,0.02870798,-0.2972295211,-0.7660712434
ERX3212444,-0.4253950054,0.0422419746,-0.42273605480000004,-0.6126553937
ERX3212445,-0.766849902,-0.0473495293,-0.35255120300000004,-1.0614763786
ERX3212446,-0.2420709195,-0.1275263066,0.5841609497,-0.12970920830000002
ERX3212447,-0.2673798281,-0.1188682696,0.3762584747,-0.0581879027
ERX3212448,-0.1956275082,-0.0775782685,0.0622853098,-0.1055519754
ERX3212449,-0.0253088654,-0.0172228206,-0.0602728586,-0.033690533700000004
ERX3212450,0.0224641276,-0.0153227698,-0.0031453254,0.0325956461
ERX3212451,0.0028447377,0.032545590400000005,0.063418184,0.0010948876
ERX3212452,0.2501625581,0.1223491476,-0.037162299999999995,0.5791359277
ERX3212453,0.3805675572,0.1974911759,0.0121289654,0.5932200774
ERX3212454,-0.4578238157,0.2034264775,0.5409395101,0.9383386156
SRX7478973,0.4774321305,-0.060392566700000004,-0.2885437635,0.2698708812
SRX7478974,-0.15564952740000002,0.0044704471,0.7320113416,-0.3445107511
SRX7478975,-0.3217826031,0.0559221196,-0.44346757810000004,0.0746398699
SRX7478976,-0.6689631268,-0.0294229657,-1.1466214087,0.24548874750000002
SRX7478977,0.10138021280000001,-0.10860318570000001,-0.051434936300000005,0.0005743525
SRX7478978,-0.2757845202,-0.1133642725,-0.9369180643,0.3498494679
SRX7478979,-0.3719700379,0.029688543100000003,-1.7110474756,0.548373687
SRX7478980,-0.4823784229,0.0276315887,-1.795292581,0.6431249588
SRX7478981,-0.1823044234,-0.0099621376,-1.8466088968,0.5802496112000001
SRX7478982,-0.07081286020000001,0.0895954796,-1.5975709836,0.4803757798
SRX7478983,-0.2393725273,0.10367688060000001,-1.6806557813,0.4200194148
SRX7478984,-0.363899982,0.0034602426000000003,-1.8271657179,0.3034652532
ERX1521038,4.6489970561,0.2075117463,0.08807324820000001,-0.2659062647
ERX1521039,6.170968022,0.009730694,1.1981659176,-0.5452845233
ERX1521040,4.9408578017,0.2850669433,0.370322015,-0.10788654090000001
ERX1521041,6.5734338557,0.1631970502,0.9157042154,-0.4571929704
