,A,RcnR
SRX4705224,2.4724872691,1.4162222596
SRX4705225,-0.7986107872,-0.842865606
SRX4705226,-1.0460258612,-0.618732021
SRX4705227,-0.8556700032000001,-0.6983786255000001
SRX4705228,0.3992910417,-0.2934737769
SRX4705229,0.4325944856,0.0573320198
SRX4705230,1.3431664809,0.1493799955
SRX4705231,-2.0508894822,-0.8253521855
SRX4705232,-1.4480516518,-0.8391669236
SRX4705233,-1.1478681682,-0.3911853176
SRX4705234,-0.5388732551000001,-0.6441114915
SRX4705235,-0.9765425686,-0.9270053922
SRX4705236,-1.4021403717,-0.6642394396
SRX4705237,-0.7393003173,-0.9368112865
SRX4705238,-1.1737215932,-0.9974840121
SRX2038319,-0.8271029798,0.3532985558
SRX2038320,-0.39935418370000003,0.296364923
SRX2038321,-0.3323339212,1.2290428991
SRX2038322,1.1255480122,0.6355826887
SRX2038323,0.7037513644000001,0.09325520500000001
SRX2038324,1.2876026388000001,0.3503094761
SRX2038325,-0.4314633204,0.6954262062000001
SRX2038326,-0.3520922026,0.8176102551000001
SRX2038327,-1.9513072507,-0.4191576105
SRX2038328,-1.3047007638,0.8432042797
SRX2038329,-0.9835747278,0.060985792500000004
SRX2038330,0.9392248009,0.2697282888
SRX2038331,0.2092396837,-0.4437048673
SRX2038332,-0.2755042732,0.7647731692
SRX2038334,0.8908943366000001,0.029872760600000003
SRX2038335,0.5453944728,0.9581930826
SRX2038336,0.6330105427,0.8772944601
SRX2038337,-0.1994859833,0.0781649794
SRX2038338,0.4779427015,-0.2775853497
SRX2038339,0.4300832745,0.8583330549
SRX2038340,0.8037533877,1.2696622136
SRX2038341,0.8376746150000001,0.8790004422000001
SRX2038342,0.5255836568,0.3390735063
SRX2038343,0.4400824293,0.5970808052000001
SRX2038344,0.6361570997,0.9292374801000001
SRX2038345,0.6735018277,0.4595206772
SRX2038346,-0.2894382918,1.2823469213
SRX2038347,-0.6628147394,1.9152910587
SRX2038348,-0.1194111192,1.8270361622
SRX2038349,1.0417130473,0.4268492018
SRX2038350,0.6328928912,-0.16510974420000002
SRX2038351,0.38380696550000004,0.8963727444
SRX2038352,0.379216669,0.9687579727000001
SRX2038353,0.46369754630000004,0.0827532319
SRX2038354,0.0136066098,0.8728721291
SRX2038355,-0.5565258107000001,1.0152831473
SRX2038356,0.1252885825,0.346653482
SRX2038357,0.3491602784,-0.07571320620000001
SRX2038358,0.7997313443,0.1325420331
SRX2038359,0.2775293177,0.8517092196
SRX2038360,0.45860599960000004,0.5309545308
SRX2038361,0.28341520540000004,0.6541286942
SRX2038362,0.2210093025,0.6320051667000001
SRX2038363,0.282415694,0.7967258484
SRX2038364,-0.3936021282,0.3930769531
SRX2038365,-0.5974517561,1.2264434477
SRX2038366,-0.5632791404,1.6891727914999999
SRX2038367,-0.0862603877,1.5023777075
SRX2038368,0.7469181239,-0.0571582496
SRX2038369,0.2430006888,0.28562877270000003
SRX2038370,0.3306189613,0.34272551830000003
SRX2038371,0.5595447995,0.6638003791
SRX2038372,-0.1228269097,-0.041760480100000004
SRX2038373,0.1183438598,0.8996603194
SRX2038374,-0.6245800472,0.8976622893
SRX2038375,-0.3267651145,0.7770973136
ERX530520,0.1101977209,0.0588059239
ERX530521,-0.194981921,-0.0028689723
ERX530522,0.616582325,0.347257529
ERX530523,1.1204776125,0.8760113833000001
ERX530524,-0.1101977209,-0.0588059239
ERX530525,-0.08799863620000001,0.3331702355
ERX530526,-0.38913222900000005,-0.1004092775
ERX530527,0.6368536293,0.1241606791
ERX3212443,0.3484477239,-0.26628702790000003
ERX3212444,0.0921479698,0.2376957063
ERX3212445,-0.0493024711,0.1574762991
ERX3212446,0.3338200515,0.1361021435
ERX3212447,0.6575786231,0.42071391890000004
ERX3212448,0.7248554115,0.3614839111
ERX3212449,-0.0567139006,-0.0773483315
ERX3212450,-0.0713034745,0.0704368917
ERX3212451,0.1280173751,0.0069114398
ERX3212452,-0.9811977834000001,-0.3265628423
ERX3212453,-0.9326694406,-0.348600697
ERX3212454,-0.8248328163,0.2394454487
SRX7478973,0.07935478750000001,-0.103583436
SRX7478974,-0.1320233065,0.16974180190000002
SRX7478975,0.052668519000000004,-0.06615836600000001
SRX7478976,-0.10785077,0.4588273948
SRX7478977,-0.2171385533,0.1870504903
SRX7478978,0.1860714617,0.3827698358
SRX7478979,-0.0600341072,0.2007613261
SRX7478980,-0.030065667,-0.0754966454
SRX7478981,-0.2367389436,-0.20442205160000002
SRX7478982,-0.4372948441,-0.2735448301
SRX7478983,-0.3377449071,-0.32428575870000004
SRX7478984,-0.1788783522,0.02631588
ERX1521038,-0.7231861055000001,0.4315408047
ERX1521039,-1.8134446198,-0.029863698100000002
ERX1521040,-0.3925863542,0.6303449886
ERX1521041,-1.9751754961999999,-0.0840724385
ERX1521042,0.569703462,0.5721328999999999
ERX1521043,-1.220216067,-0.5292927441
ERX1521044,0.2906159653,0.6918795496
ERX1521045,-0.2906159653,-0.6918795496
SRX621182,-0.34182130790000004,-2.0720078484
SRX621183,-0.4759877964,-2.2395171677
SRX621184,1.4637074978,-1.3824776141
SRX621185,1.351309721,-1.3230197964000001
SRX621188,1.710569758,-1.06956834
SRX621189,1.8997156935000001,-1.818013958
SRX621190,0.1984667011,0.0808911591
SRX621191,-0.1984667011,-0.0808911591
SRX621192,0.7143245068,-2.1510823235
SRX621193,0.5660646986,-2.1383676565
SRX6489436,-0.5690267386,-1.1435637295
SRX6489437,-0.42407881350000004,-0.9949051712
SRX6489438,0.9071661015,-0.0342724786
SRX6489439,0.7539122547,0.1618284258
SRX6489440,1.2965171766,0.2742455803
SRX6489441,-2.0504294313,-0.43607400620000003
SRX6489442,0.5926435386000001,0.2149232032
SRX6489443,1.2483866702,0.4850577331
SRX6489444,-1.9977771089,-0.9208561651
SRX6489445,1.1871787089,-0.0791426925
SRX6489446,1.0963644747,0.2723133974
SRX6489447,-2.1578714047,-0.7316026021
SRX6489448,-1.5430779298,-1.2276681636
SRX6489449,-0.6300371046000001,-0.6579670412
SRX6489450,-2.2166289124,-1.414009272
SRX6489451,0.7664772352,0.0437343212
SRX6489452,1.0646564633,0.5115852233
SRX6489453,-1.961582911,-0.5928979669000001
SRX6489454,0.0458713017,-0.021758518100000002
SRX6489455,0.9773782866,0.3231240724
SRX6489456,-1.5648817725000002,-0.4811399508
SRX6489457,0.050926256,-0.0765937696
SRX6489458,-0.0771419334,0.40259536300000004
SRX6489459,-0.4400888032,-0.0002837237
SRX6489460,0.048201903000000004,-0.2977479678
SRX6489461,-0.2295399444,0.3393633504
SRX6489462,-0.8544435720000001,-0.5052744211
SRX6489463,-0.7429949651000001,-0.7353152106
SRX6489464,-0.8345224179,-0.4351475984
SRX6489465,-2.1458640373,-0.9151341047
SRX6489466,-0.30251065590000004,-0.4748910951
SRX6489467,-1.2710058417,-0.4950773657
SRX6489468,-1.4701455865,-0.2315972977
SRX6489469,-1.3890956738,-0.7549386841
SRX6489470,-0.7166252309000001,0.0708585909
SRX6489471,-2.1053920068,-0.801582358
SRX6452027,0.5779839786000001,1.6344164532
SRX6452029,-0.238242735,0.015028297900000001
SRX6452030,0.3953808895,2.2344850836
SRX6452031,-0.4093861151,0.1684671404
SRX6452044,-0.3096852489,0.2432484674
SRX6452045,-0.27334054210000003,0.9011205999999999
SRX6452046,-0.8117085137000001,0.3223554811
SRX6452047,-0.7947734779000001,1.3869720363
SRX6452048,0.238242735,-0.015028297900000001
SRX6452059,-0.278400766,1.5963010585
SRX1828491,-0.5370258867000001,1.2182937054
SRX1828492,0.2673128846,1.777563317
SRX1828493,1.5808442355999999,1.2978278582
SRX1828494,0.9045358288,1.9983121982
SRX1828495,1.3125459013,1.4620930988
SRX1828496,0.7862135605,1.3731835224
SRX1828497,1.1939471865,1.772207153
SRX1828498,0.9003854187,1.3535390032999999
SRX1828499,1.9667426582,2.0296065111
SRX1828500,2.039106681,2.4869438975
SRX1828501,0.9608103129000001,1.7928833613
SRX1828502,2.119910491,1.6504619573000001
SRX1828503,1.7370026401,2.2588117283
SRX1828504,1.8849557697,2.194506051
SRX1828505,1.3932417041,1.1643197078
SRX1828506,0.8588715558000001,1.4133176993
SRX1828507,-0.1240005455,-0.3568643359
SRX1828508,0.1240005455,0.3568643359
SRX3796953,0.21368621200000001,-0.2618373953
SRX3796954,-0.21368621200000001,0.2618373953
SRX3796955,-0.28970188620000004,-0.5690962933
SRX3796956,-0.0786626799,-0.2052293755
SRX3796957,-2.1542634485,0.3924143704
SRX3796958,-2.4004160837,0.1784228857
SRX3796959,-0.8875072975,-0.3004454288
SRX3796960,-0.7334008845000001,-0.26820236480000004
SRX3796961,-0.9392240535,-0.9836277826000001
SRX3796962,-0.09355951100000001,-0.9618403686
SRX3796963,-1.0054091148,0.36747876420000003
SRX3796964,-1.6898666768,-0.44225514990000003
SRX3796965,-2.1813365719,-1.5642465256
SRX3796966,-2.0399660425,-1.5012130456000001
SRX3796967,-1.747987049,-1.9227806504
SRX3796968,-0.9314068307000001,-0.9972767261000001
SRX3796969,-4.9681631829,-2.512021614
SRX3796970,-2.8292443655,-1.3474060517
SRX3796971,0.3635360051,0.3692208584
SRX3796972,0.5922660074,0.8875549379000001
SRX3796973,0.4088618812,-0.07824432390000001
SRX3796974,-0.6348770490000001,-0.22903481790000002
SRX3796975,-2.3235755494,-1.2006450054
SRX3796976,-2.3035529021,-0.6707046673
SRX3796977,-1.2689137632,-0.0098431672
SRX3796978,-1.764708636,0.2276656544
SRX3796979,-0.5455852036000001,-1.2700194889
SRX3796980,-0.8147477718,-0.9585801025
SRX3796981,-2.1186934106,-0.3840635686
SRX3796982,-2.6774799404,-0.5281705634
SRX3796983,-1.357198697,-1.4305509412
SRX3796984,-1.8366384217,-1.8931363318
SRX3796985,-1.1856372421,-1.432196785
SRX3796986,-1.1294950777000001,-1.3608337514
SRX3796987,-1.5882693497,-1.191438696
SRX3796988,-1.6584359851000001,-1.0217206966
SRX2568270,-1.3069351449,-0.7359174073
SRX2568271,1.8361806632,-0.5341376836
SRX2568272,-0.1790762576,-1.4513409757
SRX2568273,0.6347043199,0.5852843881
SRX2568274,2.0899932564,-1.0120501103
SRX2568275,1.3069351449,0.7359174073
SRX2568276,-0.4301450201,-1.6418938818000002
SRX2568277,1.8079502539,0.1878810128
SRX2568278,0.8403475423000001,-1.2882316863
SRX2568279,2.406887017,0.1238431032
SRX3421856,0.0052296531,-0.0453635511
SRX3421857,-0.0052296531,0.0453635511
SRX3421858,1.009826682,0.9656800519000001
SRX3421859,1.1080028268,1.0170759117000001
SRX3421860,-1.8192379277000001,-3.9860307711000003
SRX3421861,0.7455995588000001,0.0632862563
SRX3421868,1.2499063466,1.1066544566
SRX3421869,0.7780135410000001,1.6835713701000001
SRX2606337,0.2840996437,-0.45910582590000004
SRX2606338,-0.082569614,0.0077135331
SRX2606339,-0.0232538753,0.22841301800000002
SRX2606340,0.13869947130000002,0.1957798162
SRX2606341,2.0400233692,1.8962238255
SRX2606342,3.4046245466,2.6733807293
SRX2606343,3.0995215531,2.4120573621
SRX2606344,-0.7074115756,2.7002266401
SRX2606345,0.5339710874,3.1368283152
SRX2606346,0.45331796090000004,0.0523586788
SRX2606347,-0.046078598500000005,0.24509309740000002
SRX2606348,-0.2207858323,-0.0625942162
SRX2606349,-0.12396296100000001,0.3430113417
SRX2606350,0.7310951205,0.6109609326000001
SRX2606351,1.9701468156000002,1.6726314418000001
SRX2606352,3.2705602031,2.4840045905
SRX2606353,0.44522453840000004,0.1031757591
SRX2606354,-1.7251322611000002,2.1899047133
SRX2606355,0.3650876548,2.825604941
SRX2606356,-1.1670994603,0.12179381060000001
SRX2606357,-0.2380210453,0.2140127285
SRX2606358,-0.3750122973,-0.06957468210000001
SRX2606359,-0.0254532119,0.6470925971
SRX2606360,0.6292933797,0.7488806422000001
SRX2606361,1.3214006597,1.7024011593
SRX2606362,3.0051202492,1.9574317361
SRX2606363,1.6565630875,1.6438535498
SRX2606364,-1.0967999911,2.1634585212
SRX2606365,0.4452577305,2.8321952963
SRX2606366,-0.4123648338,0.6919543612
SRX3648427,-1.3755459571,0.0816944393
SRX3648428,-0.49512804720000003,-0.1321161284
SRX3648429,0.7976860715,1.1253049411
SRX3648430,-0.41003690540000004,-0.2818545168
SRX3648431,-0.5225938493,-0.07825185500000001
SRX3648432,0.7173898214000001,0.2744665578
SRX3648433,-0.9404481796,-0.444943248
SRX3648434,-0.11049081420000001,-0.20421451610000002
SRX3648435,1.821807154,0.0510266969
SRX3648436,1.6871625757,0.11485632750000001
SRX3648437,1.5944116346000001,0.27275375690000003
SRX3648438,2.2644158215,0.2480619979
SRX3648439,-1.805862872,-0.6047405937
SRX3648440,-1.1118191528,-0.8734191148
SRX3648441,0.6080099889,0.0449857003
SRX3648442,3.0949038986,0.8667917557
SRX3648443,2.8217755452,0.3432677101
SRX3648444,3.6409745919,0.7452368528000001
SRX3648445,-0.6480290357,0.43836489430000003
SRX3648446,-0.4190058297,-0.0743148958
SRX3648447,0.5693341787,0.3980095649
SRX3648448,-1.1297710671,-0.14498063690000002
SRX3648449,-1.0496181677,-0.0435081706
SRX3648450,-0.6838707179,0.0340585922
SRX3648451,-0.3240170768,-0.2129669875
SRX3648452,1.6515927271000002,0.2304885342
SRX3648453,1.5356843024,0.1369086686
SRX3648454,1.4836302636,-0.08768082070000001
SRX3648455,1.8290055529,0.0531265607
SRX3648456,3.3090310026,0.9092970182000001
SRX3648457,-0.9390025507,-0.0774869608
SRX3648458,-0.3749419055,0.08231970770000001
SRX3648459,1.0159022507,0.11930564910000001
SRX3648460,-2.5333764812,-0.5326242329
SRX3648461,-1.8146041567000002,-0.8413908679000001
SRX3648462,0.1115640693,-0.1682350705
SRX3648463,-0.9365530649,-0.2038166018
SRX3648464,-0.2481259547,-0.3478662084
SRX3648465,0.6518492021,-0.11188837480000001
SRX3648466,-1.4451446437,-0.22381200280000002
SRX3648467,-0.3840512048,-0.2903440433
SRX3648468,1.4002626026,0.37403764710000004
SRX3648469,1.6315469332,0.1993462927
SRX3648470,2.3942193774,0.8316236847
SRX3648471,3.1783495155,1.3208809471
SRX3648472,1.2921355846,1.1741103227
SRX3648473,-0.3696629328,0.7661479488
SRX3648475,-2.2887263034,-0.6384295131000001
SRX3648476,-0.8444187209,-0.8415320393
SRX3648477,0.0395833281,-0.6263653582
SRX3648478,-0.3926039617,0.45835942700000004
SRX3648479,-0.3333270204,0.4234072413
SRX3648480,0.052535948400000004,0.48132658800000006
SRX3648481,-1.4871124226,-0.332616152
SRX3648482,-1.2986294566,-0.1086490759
SRX3648483,-0.3329122174,0.1132502164
SRX1429221,0.2213234883,-0.0256154948
SRX1429222,-0.24883028000000001,-0.3412477055
SRX1429223,0.0275067917,0.36686320040000003
SRX1429224,0.513762746,-0.5310986312
SRX1429225,0.2416337264,-0.6739011682
SRX1429226,0.5778725626,-0.40534140890000003
SRX1429227,1.3871325273,-0.7594144616
SRX1429228,0.8202244672000001,-0.5998955229
SRX1429229,0.4764899884,-0.5391565725
SRX1429230,1.7404922187,-0.1011788082
SRX1429231,1.2947580293,-0.0012801208
SRX1429232,1.9572634624,-0.1204593088
SRX1429233,2.484753794,0.284378805
SRX1429234,2.340199553,0.21454362700000001
SRX1429235,2.6995672586,-0.1484889073
SRX1429236,2.4527481077,-0.3020732642
SRX1429237,2.13100696,0.055941488500000004
SRX1429238,2.2153019836,0.1497187572
SRX1429239,2.2909518604,0.2518983271
SRX1429240,2.403147838,0.27886091620000003
SRX1429241,2.0889640993,0.1218803385
SRX1429242,2.5936320062,0.2738829028
SRX1429243,2.331876791,0.2436612871
SRX1429244,2.6958081723,0.3000935604
ERX2339161,0.1689655423,0.5994486266
ERX2339162,-0.1689655423,-0.5994486266
ERX2339163,-6.5198122712,-3.7239944898
ERX2339164,-4.6266367094,-3.4234795646
ERX2339165,-5.5495467675,-1.4397968801
ERX2339166,-4.9500130317,-2.6604419877
ERX2339167,-2.2752115917,-1.0551173759
ERX2339168,0.5005392014,0.1999967597
ERX2339169,-0.42573339930000004,-0.8051897807
ERX2339170,-6.5875961199,-4.0194941195
ERX2339171,-4.8209881378,-4.2428756594
SRX7656012,0.6660643492,0.6524577291
SRX7656013,0.139579867,0.0452180419
SRX7656014,0.8416038278,1.1381911045
SRX7656015,-0.3415441886,-0.20714705
SRX7656016,0.11798414110000001,0.6055380394000001
SRX7656017,-0.0152500315,0.9269461601000001
SRX7656018,-0.1393735265,-0.1775702783
SRX7656019,-0.7983007213000001,0.28896326040000003
SRX7656020,-0.29550963420000004,0.5266840194
SRX7656021,-0.6325415313,0.6242169941
SRX7656022,-1.1394983373,0.0198373683
SRX7656023,-0.9078758680000001,-0.204832179
SRX7656024,-0.5703708909,0.5894307454000001
SRX7656025,-0.7273701396000001,0.39106612830000004
SRX7656026,0.0757775592,1.1260566302
SRX7656027,-0.1501627275,0.0344086034
SRX7656028,1.1201485962,0.9775363643
SRX7656029,0.1490298528,0.36795244660000004
SRX7656030,-0.06452278210000001,0.45721851890000004
SRX7656031,0.0105760044,0.6221098690000001
SRX7656032,0.2511314123,0.8787994324
SRX7656033,0.6149252230000001,1.3788238237
SRX7656034,0.0467008056,0.9651998298000001
SRX7656035,0.2483627293,-1.0109839361
SRX7656036,-0.0058242465000000005,0.7249577061
SRX7656037,-0.007350451,-0.08130616140000001
SRX7656038,-0.3158418738,0.2883851531
SRX7656039,-0.4295047388,0.1427377369
SRX7656040,0.052869808600000005,-0.9417085072
SRX7656041,0.3766349301,0.7989707704
SRX7656042,0.550795861,1.7284835685000002
SRX7656043,0.3144788921,0.8648508013
SRX7656044,0.8810970573,1.6004970601
SRX7656045,0.8098144195,0.9933868823
SRX7656046,-0.3997041804,0.3646022922
SRX7656047,0.7190107137,1.3593188128
SRX7656048,1.1794848222,1.12137708
SRX7656049,0.9732011972000001,0.7814805260000001
SRX7656050,1.2905709163,1.3613948739000001
SRX7656051,0.0018115319,0.9853178162
SRX7656052,0.2084003859,0.6107687431000001
SRX7656053,1.0664862268,0.45615240760000003
SRX7656054,0.1367834836,0.5096676001
SRX7656055,1.2594512468999999,0.7361732827
SRX7656056,0.07490245250000001,0.7095955746
SRX7656057,-0.3266749801,-0.1979013719
SRX7656058,-0.0680902787,0.4268815681
SRX7656059,0.3239152268,0.0627104101
SRX7656060,0.3777560413,0.053049170400000005
SRX7656061,-0.1655028254,0.6629718346
SRX7656062,0.1568981307,0.1477444531
SRX7656063,-0.4105890419,-0.4927931468
SRX7656064,0.13544780180000002,1.1232249754
SRX7656065,0.9855544730000001,0.8868781385000001
SRX7656066,1.4248295252,0.279279626
SRX7656067,0.4332753179,0.2833475954
SRX7656068,0.4304819951,0.6094955437
SRX7656069,0.7533366742000001,0.5522479250000001
SRX7656070,1.4038180659,0.8548567457
SRX7656071,1.5989135732,0.9622362888
SRX7656072,0.871546357,0.7737899341000001
SRX7656073,0.1193521215,-0.2137861995
SRX7656074,1.2911414897,0.4139715725
SRX7656075,0.4304263954,0.5467571921000001
SRX7656076,1.120551649,1.2810242894
SRX7656077,0.9798875122,0.7846398203
SRX7656078,0.9956931871,1.3795506996
SRX7656079,-0.1776791096,0.9995932548
SRX7656080,1.1388143056,1.5890245085
SRX7656081,-1.2501603847,0.4910943059
SRX7656082,0.19995541660000002,1.0102753303
SRX7656083,-0.0639424054,1.0870065079
SRX7656084,-1.3092096901999999,0.4588947023
SRX7656085,-0.26076641500000003,0.8122531327
SRX7656086,0.4486522906,1.7662639093
SRX7656087,-0.8144856837000001,0.2820733324
SRX7656088,-1.1478866648000001,0.0089484535
SRX7656089,-2.0350035214,0.2354095766
SRX7656090,0.6109128897,0.8410736747
SRX7656091,0.42229600500000003,0.7670839343
SRX7656092,0.3410578724,0.626647762
SRX7656093,-0.2761871989,0.00036481020000000004
SRX7656094,0.20418033230000002,0.5025914954
SRX7656095,-0.2923557161,0.009197893700000001
SRX7656096,0.31233720200000004,0.16246991160000002
SRX7656097,-0.33977374190000004,0.8915287267
SRX7656098,-0.40002333560000003,-0.403501113
SRX7656099,-0.0794031266,0.4566013036
SRX7656100,-0.6799183235,0.5302494347
SRX7656101,-0.031858867900000004,0.3107422991
SRX7656102,-0.6541787651000001,-0.45267558960000004
SRX7656103,0.28032046320000004,0.26406134670000003
SRX7656104,0.3434348291,0.8047010866000001
SRX7656105,-0.7221707637,0.4172341218
SRX7656106,0.0432173343,0.5548993828000001
SRX7656107,-1.1108968265999999,0.34012420860000003
SRX7656108,2.0810718495,1.7561347267
SRX7656109,0.440227696,0.6088738987
SRX7656110,1.2257226124,1.1031696873
SRX7656111,-0.3456742074,0.4340887034
SRX7656112,1.1688176804000001,1.0943368769
SRX7656113,1.0242557216,1.0154682123
SRX7656114,0.6647109166,1.2631008908
SRX7656115,1.0783697779,0.319305226
SRX7656116,1.0439662723,1.1768641807
SRX7656117,-0.2708767778,1.0027573173
SRX7656118,-2.7467998426999998,0.7354569157
SRX7656119,-0.8772650645000001,0.4031803605
SRX7656120,0.9137988934,0.5848980608000001
SRX7656121,-0.4395725251,0.5191623454000001
SRX7656122,0.5836301447000001,0.40019375570000004
SRX7656123,1.0821129388,1.4438295058000001
SRX7656124,-0.037929445900000004,-0.07251901720000001
SRX7656125,0.8852501818,0.8626532541
SRX7656126,0.3647954852,0.3189503379
SRX7656127,-0.8172771682000001,0.09908713150000001
SRX7656128,-0.11186551480000001,0.2174940928
SRX7656129,-0.1872531764,0.9686235334000001
SRX7656130,0.0115980178,0.9224264197
SRX7656131,-1.2045861951,-0.2725592449
SRX7656132,0.9558283246,1.4808378054
SRX7656133,0.4040302556,0.7667097748
SRX7656134,-0.07793917780000001,1.2095053079
SRX7656135,0.259857057,-0.012282985100000001
SRX7656136,1.1014786665,0.947774298
SRX7656137,0.7301182575,1.1701575514
SRX7656138,0.1649352992,0.1333169464
SRX7656139,0.11592726930000001,0.8516616505
SRX7656140,-0.014568419300000001,0.5052702684
SRX7656141,0.6336122455000001,0.0686807899
SRX7656142,-0.5173950662,0.7108264985
SRX7656143,0.2016009722,1.1799877573
SRX7656144,-0.6682276414,1.3715995193000001
SRX7656145,0.6281861719,1.7286536404000001
SRX7656146,-0.0170778873,1.7633864498
SRX5388319,0.10055763840000001,-0.3106284458
SRX5388320,0.0687174928,-0.2950659006
SRX5388321,-0.1692751312,0.6056943464
SRX5388322,0.8542889055,0.2264586106
SRX5388323,0.4330141235,0.1657645453
SRX5388324,-0.6279336363,0.3431346981
SRX5388325,0.6142954215,0.17016217860000002
SRX5388326,0.35285060220000003,0.5283969098
SRX5388327,-0.5676399713,0.5899072619
SRX8708326,0.4038354746,-1.4098836809
SRX8708328,0.2854281628,-1.2495181272
SRX8708335,-0.090148923,0.3035959156
SRX8708336,-0.2266085568,0.4174615172
SRX8708337,0.0313293169,0.5284606945
SRX8708338,0.17465089320000002,0.35039752620000003
SRX8708339,0.2807666545,0.2236874158
SRX8708340,0.47618725180000004,0.40405956460000003
SRX8708365,-0.40384318210000003,0.41992966140000004
SRX8708366,-0.3726193901,0.4536392694
SRX8708368,-0.3023408013,0.4265520121
SRX8708369,0.2091056789,0.5941056312
SRX8708370,-0.0995174895,0.6369962329000001
SRX8708371,-0.062456545100000004,0.6330460206
SRX4166001,0.32653748380000003,0.303471757
SRX4166002,-0.17660509700000002,-0.16439892790000002
SRX4166003,-0.1499323868,-0.13907282910000002
SRX4166004,-0.18983940500000002,0.08142764990000001
SRX4166005,-1.3122775624,-0.0397894799
SRX4166006,-0.7370329811,-0.030326270800000003
SRX4166007,0.45040270520000003,0.4695894646
SRX4166008,1.7602078121,1.2508229561
SRX4166009,0.7838813778,0.9144384219
SRX4166010,-2.4389787321,-0.1505599518
SRX4166011,-2.6309576972,-0.509792156
SRX4166012,-2.6336198570000002,-0.0925712846
SRX5000481,-0.1579845507,0.1050282169
SRX5000482,-0.4136803645,-0.1561999202
SRX5000483,-0.1553494251,0.24251523960000002
SRX5000484,-0.2702652763,0.2874186777
SRX5000485,-0.398472569,0.6866731204000001
SRX5000486,-0.6338217249,0.3664635685
SRX5000487,0.319236377,0.2501455836
SRX5000488,-0.44959145980000004,-0.0253176365
SRX5000489,-0.07653449030000001,0.4664320068
SRX5000490,0.1638302905,0.048726548800000005
SRX5000491,0.4060250446,0.0761408716
SRX5000492,-2.0894291519,0.7090713492
SRX5000493,-1.266297467,0.5459217253
SRX5000494,-1.1631301274,0.9045537008000001
SRX5000495,-2.2047103152,0.6656256155
SRX5000496,-1.7957197264,0.6344255889
SRX5000497,0.1003693101,-0.2136581345
SRX5000498,0.1609752577,-0.06260888960000001
SRX5000499,-1.016433559,0.7535981716
SRX5000500,-0.2613445678,0.27626702410000004
SRX5000501,0.6291971315,-0.025690951400000002
SRX5000502,-0.147147103,0.2068235457
SRX5000503,0.13514652200000002,0.42992687620000003
SRX5000504,0.2029280259,-0.1829727414
SRX5000505,-0.16943325250000002,-0.37092707900000005
SRX5000506,-0.1741850415,-0.07464922830000001
SRX5000507,0.1250513513,0.3649317743
SRX5000508,-0.0323949441,-0.1876260502
SRX5000509,-0.2024950138,-0.2935509643
SRX5000510,-0.8963115336,-1.1761027995
SRX5000511,-0.1673366105,-0.1835525144
SRX5000512,0.1972448859,0.2600283402
SRX5000513,-0.0591467358,0.1664268522
SRX5000514,-0.017800247300000002,0.0921736191
SRX5000515,-0.321968957,0.17121390990000002
SRX5000516,0.3037533237,0.32118810880000004
SRX4124772,0.5880310941,0.2580260884
SRX4124773,-0.405297538,0.1313945719
SRX4124774,0.1287898186,0.233403243
SRX4124775,-0.1287898186,-0.233403243
SRX5323946,0.049567595900000004,-0.0666615527
SRX5323947,-0.049567595900000004,0.0666615527
SRX5323948,0.1170380431,0.1154148032
SRX5323949,0.3331550146,0.0818361075
SRX5323950,-0.0829299467,-0.0819581113
SRX5323951,-0.0365186953,0.0036604256000000003
SRX5323952,-0.12497893700000001,0.1184774879
SRX5323953,0.0154764059,0.1495229979
SRX5323954,0.1296736892,0.2435895877
SRX5323955,-0.1137482824,-0.29393396320000004
DRX093856,0.23707281360000002,-0.0281334642
DRX093857,-1.0062572353,0.11580453310000001
DRX093858,-1.4570045111,-0.2874392643
DRX093859,-0.9220443964,-0.8589604909
DRX093860,0.4207425842,0.2009930708
DRX093861,0.0319839771,0.2024710663
DRX093862,-1.3754770538,-0.2691938836
DRX093863,-1.1246794125,-0.7683703417000001
DRX093864,-0.5365249304,-0.012993134600000001
DRX093865,0.0183529989,-1.2959713072999999
DRX093866,-0.2690567907,-0.1743376022
DRX093867,-1.1002175432,-0.10050278300000001
DRX093868,-1.6760057825999999,-1.1966240428
DRX093869,-0.48040800400000006,-0.6734271131
DRX093870,0.6843738999,-0.5418124873
SRX6366242,0.07643766020000001,0.9684103133
SRX6366243,3.0036588656,2.2043326769
SRX6366244,0.27594873940000003,3.009430405
SRX6366245,1.9130202084999999,0.1214558968
SRX6366246,0.2916567326,1.4353168373
SRX6366247,1.0557705435,1.6060684431999999
SRX6366248,1.6890381402,1.4069469735
SRX6366249,4.1296861331,2.6352251562999998
SRX6366250,3.336442269,2.0444738991
SRX6366251,2.7391702577,2.0203150624
SRX6366252,-0.9195962423,-2.1676601843
SRX6366253,0.9195962423,2.1676601843
SRX254739,1.1489278213,-1.1362146304
SRX254740,1.1853856099,-1.4981758518000001
SRX254741,1.1213843224,-1.2144818578
SRX254742,1.4235698544,-1.2420095467
SRX254743,0.7793579891,-1.1825796713
SRX254744,1.4414589394,-1.1911218974
SRX254745,2.0950489986,-1.2438685672
SRX254746,1.7037112304000002,-0.770442798
SRX254747,2.1528779225,-1.2949401762
SRX254748,1.0630067841,-1.5922507727
SRX254749,0.7797189272,-1.2568473153
SRX254750,2.0051532147,-1.098024401
SRX254751,1.2217394673,-1.1863340347
