,A,ModE
SRX4705224,-1.5453227457,0.1374687353
SRX4705225,-1.8138923498000001,0.0708261527
SRX4705226,-1.3684388529,0.23792020630000002
SRX4705227,-1.4705335219,0.2081412741
SRX4705228,-1.9768621038,-0.0122727076
SRX4705229,-2.0872857427,0.1357542561
SRX4705230,-1.6884889793,0.2740523475
SRX4705231,-0.1470794474,-0.1938764851
SRX4705232,-0.608250963,-0.1681141901
SRX4705233,-1.2678029018,-0.3034903593
SRX4705234,-1.5871129598,0.3016637183
SRX4705235,-0.5679408237,0.2752564159
SRX4705236,-0.6464819496,0.5207145569
SRX4705237,-0.2710382579,-0.046648347
SRX4705238,-0.2996423809,0.3663905521
SRX2038319,-0.18063868360000002,-0.1495478267
SRX2038320,0.2960033624,0.18414648
SRX2038321,0.2845374378,0.2439066531
SRX2038322,0.9959204754000001,0.1225324069
SRX2038323,0.2645374388,-0.0913129595
SRX2038324,0.7604249822,0.014858732500000001
SRX2038325,0.5326602801,-0.0291267508
SRX2038326,0.800752362,-0.0189897336
SRX2038327,0.7702195988,-0.195450844
SRX2038328,0.8357257635,-0.1868640255
SRX2038329,0.41699638580000004,0.061687516000000005
SRX2038330,1.8365766701,-0.2328524146
SRX2038331,1.9722562726000001,0.23977594770000002
SRX2038332,1.9579668661,0.2547323084
SRX2038334,3.5923557393000003,0.0430526534
SRX2038335,1.5590478052,0.4558602196
SRX2038336,2.2543170304,0.7855027290000001
SRX2038337,1.565576965,-0.1547371242
SRX2038338,0.4609454364,-0.0393737683
SRX2038339,0.9347731917000001,0.2501503312
SRX2038340,1.2346770908,0.118605105
SRX2038341,2.0228687534,-0.2235231519
SRX2038342,0.6408426053,-0.005820655100000001
SRX2038343,0.7055397057,0.3817238047
SRX2038344,0.6410037333,0.32375834000000003
SRX2038345,1.4429241348000001,-0.0433227116
SRX2038346,0.815455734,0.19932757410000002
SRX2038347,0.9813327513000001,0.14079930370000002
SRX2038348,0.8076968473,0.49270361770000004
SRX2038349,1.9601085769000002,0.0426140761
SRX2038350,1.461827358,-0.3971236748
SRX2038351,0.7594749274,0.23768789280000002
SRX2038352,1.3803115452,0.39938953930000004
SRX2038353,4.0953559332,0.1948497495
SRX2038354,2.7949134838000003,0.34115678600000005
SRX2038355,1.9832182683,0.5041154253
SRX2038356,1.7131622467,-0.09522302810000001
SRX2038357,-0.2803067528,0.18892159500000003
SRX2038358,1.1739836656,-0.356283513
SRX2038359,1.1040007763,0.0095339402
SRX2038360,1.0478426498,-0.36365401340000003
SRX2038361,-0.6329721691,0.0470234309
SRX2038362,0.3317479493,0.343057009
SRX2038363,1.4910860467,0.4833252335
SRX2038364,1.3599853588,0.2701488164
SRX2038365,1.2787762083,0.2995943716
SRX2038366,0.6892266424,-0.0504719904
SRX2038367,0.6984777016,0.402264648
SRX2038368,2.0129553417,-0.23839111710000002
SRX2038369,2.0510279235,0.0487207159
SRX2038370,1.3055256541,0.1675840423
SRX2038371,1.2353679699,0.2556174398
SRX2038372,3.5091867371000003,0.46802346
SRX2038373,2.1742002306,0.3436127342
SRX2038374,1.2207896453,0.37448700560000003
SRX2038375,1.4604032596,0.0825104069
ERX530520,-0.0043285256,0.0245534296
ERX530521,-2.0914894115,-0.25163910700000003
ERX530522,-1.7576666885,-0.3327385101
ERX530523,-2.1338924781,-0.5545358974
ERX530524,0.0043285256,-0.0245534296
ERX530525,-1.9947284456,-0.3204255749
ERX530526,-2.3958966651,0.0629565564
ERX530527,-1.9009272485,-0.3010834953
ERX3212443,0.6583689382,-0.4814018966
ERX3212444,-0.2501678122,-0.6138466179000001
ERX3212445,-0.2132812983,-0.5934602095
ERX3212446,-2.0481787389,-0.8455443284
ERX3212447,0.48709357620000004,0.0014760176
ERX3212448,1.1041105435,-0.2006969698
ERX3212449,-0.2035424774,0.0096002924
ERX3212450,0.1449667276,-0.0250382119
ERX3212451,0.0585757497,0.015437919500000001
ERX3212452,-1.7231019903,0.0899470473
ERX3212453,-1.6593745743000001,0.1886654432
ERX3212454,-1.5419639618,0.4588168157
SRX7478973,0.0495637676,0.045866205
SRX7478974,0.2680563863,0.048823388
SRX7478975,-0.31762015390000004,-0.094689593
SRX7478976,-0.0077659204,0.0090892575
SRX7478977,-0.0096818353,-0.0217282625
SRX7478978,0.1099828115,-0.1829556897
SRX7478979,-0.4547713168,0.0003094814
SRX7478980,-0.5715832671000001,-0.026240665700000002
SRX7478981,-0.8843667907,-0.08809672610000001
SRX7478982,-1.1051953433,-0.0857873251
SRX7478983,-0.43383253380000003,-0.0624813239
SRX7478984,-0.6918620867,-0.2247610015
ERX1521038,-1.9681472386,0.1627363037
ERX1521039,-1.1306162554,0.39231474380000003
ERX1521040,-2.0383665752,-0.0113549766
ERX1521041,-0.6726077612,0.41549266690000003
ERX1521042,-1.1991853831000001,0.37551988070000003
ERX1521043,-0.11470498600000001,0.2958956203
ERX1521044,-0.8695347807,0.2400129108
ERX1521045,0.8695347807,-0.2400129108
SRX621182,-0.8687589101000001,-1.9072496887
SRX621183,-0.7439597908000001,-2.2285453364
SRX621184,10.531101578,-1.0804863409
SRX621185,9.5234779562,-0.5042927463
SRX621188,10.3313743452,-1.6496551672000002
SRX621189,8.6634830465,-1.7048111771999999
SRX621190,0.0141249559,0.3406317998
SRX621191,-0.0141249559,-0.3406317998
SRX621192,0.6626923689,0.2751343377
SRX621193,0.8633721569,0.1336304123
SRX6489436,1.2082213125,-0.1572075142
SRX6489437,1.4462148962999999,0.0115144544
SRX6489438,0.7430103675,0.35628604540000003
SRX6489439,-0.48028322640000004,-0.3012259725
SRX6489440,-0.5890952013,-0.5795553355
SRX6489441,1.0693784277,0.8807813080000001
SRX6489442,-0.0676099955,0.3807373902
SRX6489443,-0.0457131452,-0.052424405
SRX6489444,0.1466038326,1.0357557428
SRX6489445,0.0036996786000000003,0.1440685034
SRX6489446,-0.20853284730000002,0.0869685275
SRX6489447,1.5657603421,0.7209459960000001
SRX6489448,0.0595728587,0.2032206209
SRX6489449,-0.0995854711,-0.0025000361000000002
SRX6489450,-0.7237815652,0.8940283931
SRX6489451,0.46730864710000003,0.1164358638
SRX6489452,0.1173941944,0.0665622439
SRX6489453,1.5716263298,0.6832371847
SRX6489454,0.7884680602,0.172634104
SRX6489455,-0.7147579127,-0.0316311653
SRX6489456,1.3345240145,0.674658337
SRX6489457,3.6681872136,0.9343574984
SRX6489458,1.7462473843000001,1.1259728559
SRX6489459,0.7186281911,1.00847286
SRX6489460,4.290430304,0.8025938475000001
SRX6489461,4.3688315942,1.3124116286
SRX6489462,2.8084169299,1.1472451351
SRX6489463,3.8371415506,0.46162453480000004
SRX6489464,3.8574326596,0.8254382154000001
SRX6489465,1.797926559,1.2391170344
SRX6489466,4.5032822232,0.9741280804
SRX6489467,1.173753315,1.2293175223000001
SRX6489468,1.6123585873000001,1.2351270732
SRX6489469,2.1867843585,0.8593920469
SRX6489470,3.6714654274000003,1.3999062837
SRX6489471,1.0252779952,1.3245919383
SRX6452027,-0.8949131327000001,-1.3756578379
SRX6452029,0.020198613,-0.07361550480000001
SRX6452030,-0.697109818,-1.103434414
SRX6452031,0.6904614116000001,0.0648608717
SRX6452044,0.7736737994,-0.0055653533
SRX6452045,-0.4007557269,0.1200605398
SRX6452046,0.25351761,-0.19886570350000002
SRX6452047,-1.1504665553,-0.6529996744000001
SRX6452048,-0.020198613,0.07361550480000001
SRX6452059,-1.055832695,-0.7000554496
SRX1828491,-1.576858375,0.5386824008000001
SRX1828492,-1.5594697051000002,0.2581455704
SRX1828493,1.1687314722,0.5252756245
SRX1828494,0.7270267236,0.9153200142000001
SRX1828495,-0.9808221171,0.2859956322
SRX1828496,-1.5387922944999999,0.27028629400000004
SRX1828497,-2.9533795637,0.1266540272
SRX1828498,-1.1387711412,0.5014716261000001
SRX1828499,-0.8991831176,0.3715191901
SRX1828500,-0.5845369222,0.6990269996
SRX1828501,-1.1432789679,0.7792298950000001
SRX1828502,-0.7563587610000001,0.39528504410000004
SRX1828503,-1.9003540462,0.3065828499
SRX1828504,-1.2741244277,0.1622768449
SRX1828505,-1.6458179365999999,0.445244532
SRX1828506,-0.5661356943,0.5033025376
SRX1828507,0.7148125894,-0.2588631454
SRX1828508,-0.7148125894,0.2588631454
SRX3796953,-0.3815079199,0.053205019400000005
SRX3796954,0.3815079199,-0.053205019400000005
SRX3796955,6.415356504,-0.0433248356
SRX3796956,5.9342895571,0.5486919178
SRX3796957,-4.7671324223,-0.6946052538
SRX3796958,-0.9662173029000001,0.2021977809
SRX3796959,-0.4655705021,-0.0299412603
SRX3796960,-0.1991503432,-0.0167870463
SRX3796961,10.2648225349,0.0013347712
SRX3796962,7.8273313749,0.3186862525
SRX3796963,-3.569970109,-2.537799087
SRX3796964,-3.1713246593,-1.4829582264
SRX3796965,0.034912838700000004,-0.41235991050000004
SRX3796966,-0.2867047414,-0.5340710735
SRX3796967,9.8823683875,-0.0204980558
SRX3796968,10.480595514000001,0.0388083559
SRX3796969,7.0436500446,-1.7173108524
SRX3796970,5.17196893,-1.4279201925
SRX3796971,-0.7785624596,-0.07426338660000001
SRX3796972,-2.3354662206,-0.1682397494
SRX3796973,6.6321627762,0.0977191962
SRX3796974,2.1204808402,0.38501553980000003
SRX3796975,-3.0808222549,-0.3536716628
SRX3796976,-2.2048082132,-0.46557681300000003
SRX3796977,-0.5283590268,-0.1193660384
SRX3796978,0.0315666792,-0.2092100479
SRX3796979,-0.2940536617,-0.0172135513
SRX3796980,0.176359747,0.20248464870000002
SRX3796981,-2.0204844076,-0.9740396688
SRX3796982,-2.4056872596,-0.2810959178
SRX3796983,-0.0904794346,-0.44699035940000004
SRX3796984,0.47359173060000004,-0.2428400987
SRX3796985,10.7068223405,-0.4049448512
SRX3796986,10.3844415867,-0.3150608301
SRX3796987,7.1185099915,-0.234846508
SRX3796988,7.0826926358,0.4955135571
SRX2568270,0.1850689208,0.2719259813
SRX2568271,-4.5331880169000005,0.24316179870000001
SRX2568272,-3.9147478265,-1.064890186
SRX2568273,1.6278792734,-0.6846428685
SRX2568274,1.0489270128000001,-0.6332092477
SRX2568275,-0.1850689208,-0.2719259813
SRX2568276,-0.6819792816,0.6587769794
SRX2568277,0.7889392396,-0.2679205248
SRX2568278,1.8005603295000001,-0.5273368095000001
SRX2568279,1.1053420136,0.0902366283
SRX3421856,-0.0251081997,0.035098825300000004
SRX3421857,0.0251081997,-0.035098825300000004
SRX3421858,-0.6832308326000001,0.3260773048
SRX3421859,-0.4872383501,0.3372553824
SRX3421860,-2.7625499474,-1.0758371711999999
SRX3421861,0.0684850239,-1.5908161442000002
SRX3421868,0.3467103574,-0.93243292
SRX3421869,-3.7885548938999998,-0.6435456983
SRX2606337,-0.5888997115,-0.18509315510000002
SRX2606338,0.0026501631,-0.0372647177
SRX2606339,0.3028740669,0.3872943112
SRX2606340,-0.3415470505,0.67797312
SRX2606341,1.8351065209000001,0.5794619572
SRX2606342,0.7569880314,0.7046108113
SRX2606343,-0.7707317926,0.7552327414000001
SRX2606344,2.5829417938,-0.3864578635
SRX2606345,2.7519144521000003,0.3173171737
SRX2606346,-1.2293826015,0.4434454748
SRX2606347,0.00014341550000000002,0.0412753656
SRX2606348,0.030719318000000002,0.2220815204
SRX2606349,0.43797947600000003,0.588145331
SRX2606350,-0.3479322245,0.761416874
SRX2606351,1.5584083475,0.7189688669000001
SRX2606352,0.7795081431,0.7272430948
SRX2606353,-0.8093028337,0.3980557219
SRX2606354,3.0627797709,-0.10184874840000001
SRX2606355,2.8922715162,0.0237189046
SRX2606356,-1.4242508928,0.4159741449
SRX2606357,0.588756296,0.14381778950000002
SRX2606358,0.4188467487,0.1852238618
SRX2606359,0.5283263867,0.7827497223000001
SRX2606360,0.2890940402,0.6998287303
SRX2606361,1.933181116,0.8864096730000001
SRX2606362,0.9114471944,0.5297189678
SRX2606363,-0.5620447178,0.6108815154
SRX2606364,2.7108017711,-0.0240661546
SRX2606365,2.3099044351,0.3653151025
SRX2606366,-0.8131307772,0.6384026943000001
SRX3648427,0.36468720730000004,0.42614223900000003
SRX3648428,0.2483085096,0.2226343002
SRX3648429,-0.8716504436,0.0085671312
SRX3648430,0.6944975139,0.0762185603
SRX3648431,0.8733094896,0.1217716799
SRX3648432,0.046259209600000004,0.11723652250000001
SRX3648433,0.3320122031,0.2683378315
SRX3648434,0.45673740300000004,0.1647963208
SRX3648435,0.5955215252,-0.2932126947
SRX3648436,0.4356688624,-0.7009970455
SRX3648437,0.4028655045,-0.5699934441
SRX3648438,0.5153874114,-1.0034081238
SRX3648439,-0.18345914900000002,0.06302456570000001
SRX3648440,-0.3994044342,0.11955735170000001
SRX3648441,-0.2938363111,-0.3954385601
SRX3648442,1.0522215393,-0.7396913875000001
SRX3648443,1.0088672673,-0.7633453845
SRX3648444,1.3128511649,-0.8729218319000001
SRX3648445,2.086462454,0.033092237000000004
SRX3648446,2.0499427292,0.0634062318
SRX3648447,2.1250928526,0.0225731407
SRX3648448,-0.20408722610000002,0.2493299611
SRX3648449,-0.38333631300000004,0.26758144510000004
SRX3648450,0.4857743016,0.08268180160000001
SRX3648451,-0.2634616266,-0.0222287823
SRX3648452,0.0782599256,-0.4245576831
SRX3648453,0.2868509385,-0.1528067424
SRX3648454,0.9291894580000001,-0.8340183919
SRX3648455,1.2474984513,-0.6774661511
SRX3648456,1.1088106168,-0.8178544045
SRX3648457,0.2629534736,0.2135125896
SRX3648458,0.3315045582,0.2643331805
SRX3648459,0.0918045002,-0.14941288490000001
SRX3648460,-0.4809849671,0.2889729303
SRX3648461,0.14995086300000002,-0.1315802624
SRX3648462,-0.3058131749,-0.31914067430000004
SRX3648463,-0.045090255,0.1678683704
SRX3648464,-0.20113891050000002,0.1090220512
SRX3648465,0.3026642064,-0.038684175200000004
SRX3648466,0.2565932432,0.22544476800000002
SRX3648467,0.3049893697,0.07432950120000001
SRX3648468,0.1450225546,-0.2901788837
SRX3648469,0.3715548846,0.0408664923
SRX3648470,0.3659330591,-0.1956148014
SRX3648471,0.1952373138,-0.26839517830000004
SRX3648472,-0.6111258418000001,0.451501172
SRX3648473,-0.9735921943,0.3984037145
SRX3648475,-0.4476982922,0.2195090304
SRX3648476,0.053960819900000005,-0.1282928508
SRX3648477,0.2417739132,-0.3293544967
SRX3648478,4.9875429331,0.0884803186
SRX3648479,2.7639487283,0.31923476770000003
SRX3648480,3.3679473202,0.10705748350000001
SRX3648481,0.6654779355,-0.0137812023
SRX3648482,1.3807546662,-0.27975765350000004
SRX3648483,1.8763657386,-0.5605083876
SRX1429221,-0.6898928473,-0.35598076910000004
SRX1429222,-0.3629375865,0.0229579838
SRX1429223,1.0528304338,0.3330227853
SRX1429224,-0.4082560085,-0.1264122254
SRX1429225,-0.7413195097,-0.322158078
SRX1429226,-0.5917492114,-0.2766010702
SRX1429227,-0.5386841545000001,-0.2206756513
SRX1429228,-0.6498569116,0.11632847660000001
SRX1429229,-1.3788188675,-0.1820465715
SRX1429230,-0.4701026468,0.015699148
SRX1429231,0.14869668160000002,0.118205631
SRX1429232,-0.026431236900000002,0.0373156896
SRX1429233,-0.1338571849,0.34781042500000003
SRX1429234,-0.0117909658,0.1599687233
SRX1429235,-0.3503733153,0.20283051900000001
SRX1429236,-0.4702595947,0.47508741520000003
SRX1429237,0.007389819200000001,0.4027161832
SRX1429238,0.0431100112,0.4185693808
SRX1429239,0.4153647093,0.4468656017
SRX1429240,0.8986967014,0.5926990611
SRX1429241,0.2289255633,0.4466262709
SRX1429242,0.2701691048,0.547168844
SRX1429243,0.8728142754,0.5387109826
SRX1429244,0.7089715310000001,0.5400126548
ERX2339161,0.5341662157,-0.1294925983
ERX2339162,-0.5341662157,0.1294925983
ERX2339163,-0.3693145608,-1.1162502348
ERX2339164,-0.9361937018,-0.9210364042
ERX2339165,-1.3222087063,-1.4795710015
ERX2339166,-2.131721814,1.0569253113000001
ERX2339167,-1.2586694701,0.5118292372000001
ERX2339168,1.9408251833,-0.1925721347
ERX2339169,0.8482295257,-0.0269905116
ERX2339170,-0.6388480175,-1.1359879432
ERX2339171,-1.1605052258,-1.178274909
SRX7656012,2.1606785792,0.1856114013
SRX7656013,0.1845292224,-0.0371130287
SRX7656014,-0.2229905164,-0.06770796970000001
SRX7656015,-1.1107457488,-0.13568283720000002
SRX7656016,-0.11668388090000001,-0.0194878542
SRX7656017,-0.09798769700000001,-0.21074080450000002
SRX7656018,1.3973389804,-0.21841274600000002
SRX7656019,-0.08516535310000001,-0.16340408680000001
SRX7656020,1.0336858303,-0.1109472444
SRX7656021,-0.059950344600000004,-0.1229807687
SRX7656022,-1.1691899657,-0.06672184490000001
SRX7656023,0.5801714852000001,-0.2861005653
SRX7656024,-0.0882424214,-0.2710011916
SRX7656025,-1.5143713335,-0.6779806708
SRX7656026,-2.0776638312,-0.5489478318000001
SRX7656027,-0.3258575474,0.2951739708
SRX7656028,0.7287503765000001,0.036064021200000004
SRX7656029,-0.0694814811,-0.164360897
SRX7656030,-0.0090464375,-0.10761613660000001
SRX7656031,0.19250305210000002,-0.040245347300000005
SRX7656032,0.3352327021,0.13468835810000002
SRX7656033,-0.4435038905,0.0703767714
SRX7656034,-0.0386260355,-0.0046604893
SRX7656035,0.3953391063,-0.0315043977
SRX7656036,0.3198453437,0.0967853394
SRX7656037,0.4368702836,0.1542901462
SRX7656038,-0.4175776625,0.1114348242
SRX7656039,-1.1767606747000001,-0.0118585553
SRX7656040,0.2703728376,-0.0381710015
SRX7656041,0.9063878371,0.050029556700000005
SRX7656042,-0.25671423720000003,0.5834012378
SRX7656043,0.1635200275,0.6749397497
SRX7656044,-2.6526459319,0.5543420431
SRX7656045,-1.3907073134,0.7092854944
SRX7656046,-1.2885178118,0.6607901825
SRX7656047,-1.7418522141000001,0.6176407434
SRX7656048,-1.4711450552,0.6929577587
SRX7656049,-1.6800829766,0.48009653010000003
SRX7656050,0.1020188627,0.6546216633
SRX7656051,-2.7450299079000002,0.21449885840000002
SRX7656052,-1.7529556282,0.396511734
SRX7656053,0.3059754053,0.4036419101
SRX7656054,-0.8644752155000001,-0.3272222669
SRX7656055,0.0994022871,0.047171129000000006
SRX7656056,-0.521764346,0.1352565199
SRX7656057,-0.2888846704,-0.166781849
SRX7656058,-1.0717840747,0.0793522375
SRX7656059,-0.3742156549,-0.2002845717
SRX7656060,-0.5957987746,-0.09719569880000001
SRX7656061,-1.0577103128,-0.0632325265
SRX7656062,-0.5664015989,-0.47243313600000003
SRX7656063,-0.31611137500000003,-0.360529655
SRX7656064,0.1901646236,-0.42543305010000004
SRX7656065,-0.25256927500000004,-0.6824422859
SRX7656066,0.23030581,-0.42295953940000003
SRX7656067,-1.0127318599,-0.535425129
SRX7656068,-0.2732639593,-0.028822217600000002
SRX7656069,-0.2685175024,-0.2967971581
SRX7656070,0.3945204648,-0.16501719310000001
SRX7656071,1.4523356416,0.09698095770000001
SRX7656072,0.4802253166,-0.2455132864
SRX7656073,0.0431934205,-0.2514158661
SRX7656074,1.6382403813000002,-0.0491076445
SRX7656075,1.7588479061000002,-1.4689779369
SRX7656076,2.7106499071,-0.7521323244
SRX7656077,1.9800981312000001,-0.8892368948
SRX7656078,-3.1918815364,0.8197419275000001
SRX7656079,-3.3533148128,0.7823425575
SRX7656080,-0.7190927524,1.025519891
SRX7656081,-3.0995222597,0.7963464924
SRX7656082,0.0662040082,0.7685054207
SRX7656083,-2.0756834002,0.6652675492
SRX7656084,-1.8811759284,0.5829238911
SRX7656085,-1.8638621769000001,0.6937656671
SRX7656086,0.7507836357000001,0.9747237014000001
SRX7656087,-2.7597752009,0.10011835050000001
SRX7656088,-2.8059884374,0.0839986748
SRX7656089,-0.8201522815000001,-0.09289459
SRX7656090,0.7129179354,-0.057733377200000005
SRX7656091,-0.1713493637,-0.0169278269
SRX7656092,0.5608520726,-0.0702747273
SRX7656093,1.1948474867,-0.1214641172
SRX7656094,1.14128628,0.1470428303
SRX7656095,0.42063668060000003,-0.27531023460000004
SRX7656096,-1.3453430304,-0.0526829885
SRX7656097,-0.3263357932,-0.142152048
SRX7656098,-0.6531176985,0.029414550100000002
SRX7656099,-0.5671407254,-0.6945272126
SRX7656100,0.5132535999,-0.6987756656
SRX7656101,0.1359252817,-0.5137589832
SRX7656102,1.5128132710000002,0.1473747783
SRX7656103,0.0771902047,-0.1804612903
SRX7656104,1.0082223145,0.11448737910000001
SRX7656105,-0.1601946964,-0.4589271962
SRX7656106,-0.8662507967,-0.8884190369
SRX7656107,-0.7626468572,-1.0049456899
SRX7656108,0.9635969465,-0.1902311114
SRX7656109,0.205074577,0.0872786683
SRX7656110,-0.17344941460000002,0.013815979400000001
SRX7656111,-2.3995677356,-0.3433708179
SRX7656112,1.0128916477,0.10275069740000001
SRX7656113,-2.3482184421,0.011363039200000001
SRX7656114,1.0055747469,-0.020373037400000002
SRX7656115,-0.8861823961,0.057933224400000004
SRX7656116,1.4935258888,0.1502893649
SRX7656117,-0.5348176447,-1.3253281565
SRX7656118,0.9924081679000001,-1.2075092789
SRX7656119,-1.8422393227,-0.7477141221
SRX7656120,0.087853702,0.1301062161
SRX7656121,-0.822838717,0.0323403092
SRX7656122,1.517403102,-0.2071464534
SRX7656123,1.160489004,-0.0091410369
SRX7656124,-1.1597402486,0.0766602059
SRX7656125,2.2245553354,0.019533250800000002
SRX7656126,-1.0829548378,0.1747096945
SRX7656127,0.9967141936,0.011419622400000001
SRX7656128,0.12230482640000001,0.08683063810000001
SRX7656129,0.2838721219,-0.44672069740000003
SRX7656130,0.5347986964,-1.3284447331
SRX7656131,1.4470856984,-0.6184678175
SRX7656132,-0.16126868630000002,-0.6873705017
SRX7656133,1.2809260264,-0.7100892031
SRX7656134,0.5218197736,-0.8715059378000001
SRX7656135,1.9230616367,0.3316734765
SRX7656136,2.1623977072000002,0.2114203429
SRX7656137,1.5211998637000002,-0.059744977000000005
SRX7656138,0.1763025581,0.12518184470000002
SRX7656139,1.3352448723,0.0665155107
SRX7656140,0.7746942878,0.0591828801
SRX7656141,0.5666322556,-0.3328320938
SRX7656142,1.642303953,-0.1781839948
SRX7656143,1.1051676116,-0.1075954407
SRX7656144,0.6067882438000001,-0.8631744077
SRX7656145,0.1550048181,-0.415408957
SRX7656146,0.46466214310000004,-0.7499956348
SRX5388319,0.022564153700000002,-0.04911774
SRX5388320,-0.0284526306,-0.1418863851
SRX5388321,0.0058884768,0.19100412500000002
SRX5388322,0.7493512521,-0.066183552
SRX5388323,0.06363250250000001,-0.0698090302
SRX5388324,0.6513149556000001,0.2874926786
SRX5388325,0.7796092024,-0.1226933119
SRX5388326,1.0351037603,-0.10866814990000001
SRX5388327,1.0284320998,0.1903109209
SRX8708326,0.004071118800000001,-1.9905948957000001
SRX8708328,-0.40419890070000003,-1.9214288770999999
SRX8708335,0.2111615088,0.4895579095
SRX8708336,0.0212185179,0.675121461
SRX8708337,0.171818874,0.7567495066000001
SRX8708338,-0.057295870900000004,0.4429444395
SRX8708339,-0.0358002609,0.4567468837
SRX8708340,0.3018183125,0.5400490098
SRX8708365,3.7633057054,-1.1063992522
SRX8708366,3.6051130427,-1.0343076647
SRX8708368,3.5368100853,-1.0919107727
SRX8708369,0.2174566233,0.6392167094
SRX8708370,0.17693744890000002,0.6567038129
SRX8708371,0.0172496785,0.7314576471
SRX4166001,-2.2592207606,-0.048837543000000004
SRX4166002,-3.6500258668,-0.3105763781
SRX4166003,5.9092466274,0.359413921
SRX4166004,-2.5789567796,0.07161611450000001
SRX4166005,-2.5873402704,0.10330687320000001
SRX4166006,-2.1956486427,0.0804086926
SRX4166007,-2.4420896228,-0.2949206373
SRX4166008,-2.5566203511,-0.0350693494
SRX4166009,-1.8804672542,-0.16336628350000001
SRX4166010,-3.2688100329,-0.475215529
SRX4166011,1.921128159,-0.20280792290000002
SRX4166012,-2.7325507631,-0.4939039456
SRX5000481,-0.0344123779,0.0966943698
SRX5000482,-0.2743007623,0.0487845446
SRX5000483,-0.5680416492,0.40811121310000004
SRX5000484,-0.45449920330000004,0.3245640879
SRX5000485,-0.41693359820000003,0.2109739253
SRX5000486,-0.4275148489,0.39460693480000003
SRX5000487,0.0339255492,0.7769604827000001
SRX5000488,-0.3738542401,0.3137912538
SRX5000489,-1.5561534706,0.48758923340000004
SRX5000490,0.0949237088,0.4653152352
SRX5000491,-0.4410623831,0.5222072301
SRX5000492,-0.42479682230000004,0.8206630326000001
SRX5000493,0.0724064962,0.6294368988
SRX5000494,-0.3739275046,0.6257007677
SRX5000495,-0.9778438613,0.8925144439
SRX5000496,-0.38785522240000003,0.8105292807000001
SRX5000497,0.12603982160000002,-0.000394918
SRX5000498,0.0015024098,0.06728967100000001
SRX5000499,-0.9163743921,0.6627639715
SRX5000500,-0.1275422315,-0.0668947529
SRX5000501,-0.4936844476,0.3345200989
SRX5000502,0.5135997002,0.5049291651
SRX5000503,-0.43861021370000003,0.3468676651
SRX5000504,-0.5718612538,-0.0345674279
SRX5000505,0.45520078480000004,-0.2532572353
SRX5000506,0.045362858400000004,0.1179053498
SRX5000507,-0.2642546502,0.5908758088
SRX5000508,-0.1195585921,0.1669210485
SRX5000509,0.11128335630000001,0.040280646600000004
SRX5000510,-0.1270710235,-0.1406312845
SRX5000511,0.4858355325,-0.0442392406
SRX5000512,-0.3361463415,0.2480509365
SRX5000513,-0.0440778384,0.5434249605
SRX5000514,-0.4868618784,0.2635428805
SRX5000515,-0.4885676517,0.2844741125
SRX5000516,-0.3853160604,0.4898002716
SRX4124772,-0.2650307779,-0.4848502618
SRX4124773,-1.7928656866,-0.3086605609
SRX4124774,-0.022186246700000002,0.0185702661
SRX4124775,0.022186246700000002,-0.0185702661
SRX5323946,0.0483741473,-0.15800295890000002
SRX5323947,-0.0483741473,0.15800295890000002
SRX5323948,0.1317991697,-0.015239224400000001
SRX5323949,0.23665096430000002,0.3104285853
SRX5323950,0.3241761845,-0.240025503
SRX5323951,0.3134968044,0.0043351614
SRX5323952,-0.5937324307,-0.097338645
SRX5323953,-0.3021215102,0.0268130923
SRX5323954,0.2845663721,0.027829357500000002
SRX5323955,6.8187672425,0.4178384611
DRX093856,-1.2019470332,-0.22820904190000002
DRX093857,-1.062209587,-0.0336267993
DRX093858,-0.6860799352,0.1681731148
DRX093859,-1.143657288,-0.0310548328
DRX093860,-1.0543035594,0.2429974117
DRX093861,0.5761919501,0.028577745300000002
DRX093862,-0.3086388628,0.1017140446
DRX093863,-0.7678023681,-0.0449160718
DRX093864,-1.1898977307,-0.0061799755000000005
DRX093865,-0.5347732049,-0.2380401848
DRX093866,0.6257550831,0.19963129670000002
DRX093867,-1.2106802041,-0.0458952932
DRX093868,-0.7105385027000001,-0.1647020397
DRX093869,-1.3815097212,0.0155054632
DRX093870,-0.5187125064,-0.4016556973
SRX6366242,-1.1296737207,0.0220185969
SRX6366243,0.7707364640000001,-0.1613168236
SRX6366244,-0.4887487549,0.16350046640000002
SRX6366245,-0.075785846,0.0684444307
SRX6366246,-0.16442063680000002,-0.043939170400000005
SRX6366247,2.5935448328,0.41050501030000003
SRX6366248,1.4505753893,0.1136252548
SRX6366249,1.9403163288,-1.2419092569
SRX6366250,1.2746016456,-0.5268808401
SRX6366251,1.7141914736000001,0.12234342020000001
SRX6366252,-1.174155531,-0.1364076195
SRX6366253,1.174155531,0.1364076195
SRX254739,-0.9998852507,-0.5922831665
SRX254740,-0.9867332167,-0.8751508418
SRX254741,-1.4385255196,-0.8030626461
SRX254742,-1.159906039,-0.6342099199
SRX254743,-1.1993211366,-0.7524930428000001
SRX254744,-0.7914808581,-0.7543741109000001
SRX254745,-1.5315688338,-0.7775734916
SRX254746,-1.7240636575,-0.3761099725
SRX254747,-2.0538063108,-0.5639239178000001
SRX254748,-2.406006293,0.1523262417
SRX254749,-1.9158368183,-0.1922413715
