,A,PuuR,RpoS
SRX3648453,0.1104078906,-0.2896830617,-0.7109572334
SRX3648454,1.1614358386,-0.0594431688,-1.3587263126
SRX3648455,1.1766607958,-0.5050405271,-1.5023786238999999
SRX3648456,0.9897651291,-0.3930275271,-1.8185073468000001
SRX3648457,-1.6435880397,0.152208633,1.6406304361
SRX3648458,-0.7012798281,0.1129094142,1.4064873591
SRX3648459,-0.6976602489,0.2320413831,0.8833531094
SRX3648460,-1.4064341031,0.29792603170000004,-0.2932550022
SRX3648461,-1.0025743543,-0.1953970414,-0.8542505494
SRX3648462,-0.7389237333,-0.10068914100000001,-1.5023638337
SRX3648463,-0.37334257590000003,0.15023303970000002,0.40427102140000004
SRX3648464,-0.7930162127,0.0124788615,-0.2577374156
SRX3648465,0.15769214950000002,-0.1080306183,-0.9409997916
SRX3648466,-0.27488374600000004,0.2871332652,0.5837345436
SRX3648467,-0.12207695290000001,0.0489226511,0.0902869364
SRX3648468,-0.537077094,-0.2382949486,-0.7698091765
SRX3648469,-0.8277944669,0.3200416245,0.44197674950000004
SRX3648470,-1.1191605385,-0.0050577963,0.034000331200000004
SRX3648471,-0.8263965455000001,0.3139381312,-0.137000533
SRX3648472,-3.9488713486,-0.1019371091,0.1485850829
SRX3648473,-4.6255387681,0.17321149600000002,1.0582931561
SRX3648475,-1.305597989,-0.1402713058,-0.7087952087
SRX3648476,-1.3722703228,0.0172238623,-1.2029033298
SRX3648477,-0.8066555790000001,-0.3210012318,-1.9240518601
SRX3648478,-1.5994979111,0.7446522887,2.0690177556
SRX3648479,-1.0616119487,0.35057554690000003,1.6090559771000001
SRX3648480,-1.4068616832,0.43126719620000004,1.5775247982
SRX3648481,-0.34092349510000003,-0.0081194995,-0.6240161282000001
SRX3648482,-0.0031865605,-0.08869942800000001,-1.9402690559
SRX3648483,0.7196480660000001,-0.0996028754,-2.132153923
SRX1429221,-0.05277819,-0.0404041313,0.18580474060000002
SRX1429222,-0.1252522232,-0.2192723447,-0.245199834
SRX1429223,0.17803041320000002,0.259676476,0.0593950934
SRX1429224,-0.290511625,-0.2058673503,0.1284205203
SRX1429225,-0.5854225664,-0.5095395227,-0.1296258211
SRX1429226,-0.1201788629,-0.2661726855,-0.101794808
SRX1429227,-0.043547827500000004,0.8569276376,0.3329651382
SRX1429228,0.9343156733,0.3953675903,0.3481114645
SRX1429229,-0.5114622413000001,-0.0459800032,-0.08103505130000001
SRX1429230,0.200528702,0.046975908600000005,0.17400483800000002
SRX1429231,0.7113855709,0.0966834134,0.10058938390000001
SRX1429232,0.701539533,0.1124297442,0.29491788220000004
SRX1429233,0.5164886785,0.0677538551,0.52747549
SRX1429234,0.0263388583,0.0479662738,0.5450834841000001
SRX1429235,1.2934689342999999,0.2564698246,0.8761143504000001
SRX1429236,1.4555394168,0.5503856198,1.1550946162
SRX1429237,1.0960314866,0.065676701,0.8360120361000001
SRX1429238,0.6254739244,0.0782912108,0.8291963575
SRX1429239,0.5649469511,0.0635006184,1.1040100908000001
SRX1429240,0.4143755604,0.1277743941,0.8268015523000001
SRX1429241,0.644032068,-0.2139314782,1.0060448172
SRX1429242,0.37481912710000004,0.0601081742,0.8821868115
SRX1429243,0.4485069471,0.0204091669,1.2472319873
SRX1429244,0.6386281749,0.1736915191,1.4115921695
ERX2339161,0.9736853313,-0.21719106,-0.7252934599
ERX2339162,-0.9736853313,0.21719106,0.7252934599
ERX2339163,3.4590140719,-3.3672370594,-2.7033383756
ERX2339164,-1.2470912493,-2.1725587832,-2.2001975636
ERX2339165,3.9877630878,-0.9289369385,-2.1774189962
ERX2339166,-0.7793829962000001,-0.9438235758,-0.09927470740000001
ERX2339167,3.1550207753,-0.9228632670000001,-2.0561125053
ERX2339168,1.5157043884,0.2931711748,-0.0943064106
ERX2339169,-0.8110243276,0.14239235490000002,1.001260313
ERX2339170,3.6022305265,-3.4022235378,-2.9131443995
ERX2339171,-1.0676908246,-2.4964337278,-1.941806254
SRX7656012,1.375101838,0.6470499155,-0.030003674900000003
SRX7656013,0.0955482958,0.4179710686,0.0006828879000000001
SRX7656014,1.8432310266,0.8747477967,-0.2134378054
SRX7656015,1.6751393419,1.5593811331,0.5539209533
SRX7656016,1.1980214787,1.0712006029,-0.250321877
SRX7656017,0.1240173638,0.7663697889000001,-0.22530390360000002
SRX7656018,1.2876235792,0.6830854439,-0.2844248223
SRX7656019,1.7001682646,1.4053956653,0.48057923350000004
SRX7656020,0.0950864101,0.8885176802,-0.3789450861
SRX7656021,1.4511261276,0.6420902574,-0.1156065339
SRX7656022,1.5875419424000001,0.9397966593,0.059920629
SRX7656023,0.9926926838000001,0.7341441498,-0.4335421148
SRX7656024,1.437933427,2.1899897197,-0.1059411786
SRX7656025,1.3929132389,1.7371305413,-0.9716186473
SRX7656026,3.0780465832,1.9126336287,-0.410310624
SRX7656027,0.9125310159000001,0.6340920632,-0.0912760936
SRX7656028,1.3281017372,0.6922748545,0.0047456326
SRX7656029,1.4185340846,0.5607767874,0.1174309922
SRX7656030,1.6084094197,0.8310674665000001,0.13320861050000002
SRX7656031,2.0775877046,1.0546886388,0.09741494070000001
SRX7656032,1.6577567352,0.5006807255,0.0747847398
SRX7656033,1.689744683,0.22372506,0.025383005400000002
SRX7656034,1.3573859221,0.6463531468,-0.06562568070000001
SRX7656035,1.9642574331,1.0664072214,0.0434702763
SRX7656036,1.6479459601,0.81779786,-0.010301298
SRX7656037,0.7547910715,0.49899987440000004,0.0226823555
SRX7656038,1.8120373577,0.6486362923,0.197593493
SRX7656039,-2.4958208692,0.3338573074,0.0212876626
SRX7656040,1.5560831099999999,-0.0144976276,0.033199395900000005
SRX7656041,0.9397377593,-0.3193596798,-0.0544870586
SRX7656042,-0.2520882533,-0.11396277460000001,-0.2981164616
SRX7656043,1.4127478333,0.0436279973,-0.3365990741
SRX7656044,0.9636177899,0.1693069964,-0.058678455000000004
SRX7656045,1.1440298975,-0.0684007627,-0.4131554773
SRX7656046,-1.0617908262,0.1185307143,-0.2408321666
SRX7656047,0.11740219090000001,0.1307078949,-0.3010119106
SRX7656048,-1.7807962433000002,0.1712031183,-0.2739027744
SRX7656049,-0.39725416420000004,0.19646867580000002,-0.183949927
SRX7656050,-0.6125516747,0.3382457843,-0.093272011
SRX7656051,1.7299069524,-0.8138122765,-0.9638522317
SRX7656052,1.6758684268000001,-0.4305017873,-1.0805675496
SRX7656053,1.9069550796999999,-0.1320605584,-0.9470924321
SRX7656054,1.4879413893,1.1750565107,0.0077854127
SRX7656055,2.3543511358,1.2358162257,0.04012457
SRX7656056,2.153502815,1.2119975639,0.0688807132
SRX7656057,1.5998445637,1.3608829959,0.0447225962
SRX7656058,1.8558413969,0.9711010273,-0.0224064831
SRX7656059,1.0768222164,0.9311026083,0.0701036778
SRX7656060,1.7433800381,1.0994332133,0.052062795200000005
SRX7656061,1.3412781792000001,1.2476013705,-0.0410110852
SRX7656062,1.9354676666000001,1.0763475855,0.0852455602
SRX7656063,1.9687143559,2.0750224017,-1.0950920761
SRX7656064,0.3286516125,1.9874393294,-1.1591921735
SRX7656065,2.4967063081,2.2148080822,-1.0910792912
SRX7656066,2.450690638,0.9164095722000001,0.1417429504
SRX7656067,2.2276120734,1.0291674095,0.1309369812
SRX7656068,2.1758085445,0.7385367348,-0.0147825052
SRX7656069,1.8021665431,0.8282265447,0.1365142628
SRX7656070,1.429613457,0.9038262346,0.1204825179
SRX7656071,2.577634859,1.0512672244,-0.0291858048
SRX7656072,1.1016598789,0.5988871691000001,0.06750252080000001
SRX7656073,2.5652485469,0.8117837888,0.0248241179
SRX7656074,1.4232835956,1.1889586872,-0.0247290361
SRX7656075,0.5114254344,1.1513971649,-2.2781277604
SRX7656076,0.9595075959,1.2331929068,-2.1022615758
SRX7656077,0.7194793172,0.8401692387,-2.0089569257
SRX7656078,-1.5272961113,0.19282921390000002,0.029445596100000002
SRX7656079,1.7866209240000002,-0.0115209922,0.0568581467
SRX7656080,0.42674303080000003,-0.1607654779,0.049875633600000004
SRX7656081,-1.5086987484,0.1137432261,0.052415413
SRX7656082,-0.8492934006,0.6076515547,-0.0951217072
SRX7656083,-0.31709532220000003,0.46287888320000004,0.0187352258
SRX7656084,1.2627474343,-0.0939243756,0.00048654110000000004
SRX7656085,-2.083668123,0.24617391730000002,0.0592165054
SRX7656086,-0.2793073459,0.9150283962,-0.05925036
SRX7656087,0.6926751773000001,-0.11014579370000001,-0.9278027822
SRX7656088,0.7614015445000001,-0.1651540165,-0.9182682764000001
SRX7656089,1.3353077571,-0.2699396585,-0.9544779598
SRX7656090,1.11050284,0.3610783161,0.029409014100000002
SRX7656091,1.6138310794000001,0.48732265680000003,0.09104996600000001
SRX7656092,0.9748013717,0.0851849382,0.0239745599
SRX7656093,1.1352588745,0.1136361068,-0.058374450700000004
SRX7656094,1.6199844358000002,0.2121052944,0.014242171000000001
SRX7656095,1.490166657,0.1407374565,0.0280024769
SRX7656096,1.2121538123,0.4219844345,0.2226559314
SRX7656097,1.9635132139,0.6868794261000001,-0.0533962907
SRX7656098,1.127550963,0.5049720675,0.0601324015
SRX7656099,0.9320640091,1.7753422325,-1.0461988515
SRX7656100,0.6447309701,2.088376608,-1.2746334037
SRX7656101,0.8297073433000001,1.4284649275999999,-0.9578011568
SRX7656102,1.2738043179,0.8277110809,-0.186678224
SRX7656103,0.9852404804,0.4884188115,0.0030290471
SRX7656104,1.6526958873000002,0.6249088586,-0.10137925880000001
SRX7656105,1.0705481661,1.5798049037,-1.1506933224
SRX7656106,0.664910689,1.5203824082000001,-1.0510690873
SRX7656107,0.8736597389,1.4563164959,-1.273283582
SRX7656108,-2.5821633704,-0.33669053460000004,-0.39253960120000003
SRX7656109,2.6096396637,0.4901904613,-0.0934734489
SRX7656110,4.5327062316,0.29790765620000004,-0.36600400380000003
SRX7656111,2.6032718901000003,0.7793605318,0.019149974400000002
SRX7656112,4.2321998362,0.3719163603,-0.0190233565
SRX7656113,0.7942783881000001,0.3204535612,-0.254533984
SRX7656114,-0.4277418047,0.7176072,-0.5436081508
SRX7656115,1.1209859686,-0.2545288275,-0.259329066
SRX7656116,2.0752491227,0.2532526231,-0.8140519046
SRX7656117,-0.5382784811,0.9948740836000001,-1.3522464799
SRX7656118,2.2288199881,0.244966283,-1.5365368363
SRX7656119,0.0644375144,0.3240756933,-1.610786383
SRX7656120,2.0942107594,0.2332963506,0.1090293227
SRX7656121,0.6293461659,0.2467547991,0.0692554287
SRX7656122,0.7567081598000001,0.6531600149,0.08691342540000001
SRX7656123,-0.1269028817,0.3110459602,0.0789592211
SRX7656124,2.4219580836,0.461760178,0.038404718500000004
SRX7656125,1.2833396152,0.43781915390000004,0.1081129044
SRX7656126,4.0285997775,0.3123838957,0.0183279279
SRX7656127,2.329422222,0.6110165164,0.0148994259
SRX7656128,1.6635129345,0.4584128993,-0.0668753099
SRX7656129,1.378250086,1.7553165109000002,-1.4075502318
SRX7656130,1.1875874422,1.2430545621,-1.3550532097999999
SRX7656131,1.108482613,1.7434366358000002,-1.4304213190000001
SRX7656132,1.8578844412,1.9091778566,-1.4990902568
SRX7656133,1.8964727493,1.3450089449,-1.1472838336
SRX7656134,1.7133221452,1.6808092665,-1.3442921584
SRX7656135,-1.2463800153,0.4600416546,-0.6143551958
SRX7656136,-0.7394594963000001,0.1378755711,-0.196352034
SRX7656137,0.7303922074,0.050337575700000005,-0.35017034550000004
SRX7656138,-0.2137742124,0.7220411456,-0.2366393158
SRX7656139,0.6440664971,-0.5380741133,-0.3224244797
SRX7656140,0.8352962785,-0.3918758223,-0.29817600710000003
SRX7656141,1.026426112,-0.1132829214,-0.3105693989
SRX7656142,-1.5185783405,-0.36822062440000003,-0.41620189999999996
SRX7656143,0.5010015585,0.1959748636,-0.40181063980000004
SRX7656144,1.6006055983,1.7990275484,-1.4074102874
SRX7656145,1.1172405549,1.4028602650000002,-1.3763166301
SRX7656146,1.7425175102,1.3203448841,-1.3579390386
SRX5388319,-0.0457942181,0.066284244,-0.0617869512
SRX5388320,0.8379626241,-0.0839660098,-0.0404848348
SRX5388321,-0.792168406,0.0176817659,0.10227178590000001
SRX5388322,0.7952800341,0.043227607,-0.0386411651
SRX5388323,-0.5513639521,-0.0660714172,-0.0147072825
SRX5388324,-0.9497786578,0.0305694918,0.22056788130000002
SRX5388325,1.0643693948,-0.1096589127,-0.1020039368
SRX5388326,-0.6734051427000001,0.015794666000000002,-0.0464676976
SRX5388327,-1.1692422843,0.11577964930000001,0.1525079147
SRX8708326,1.9525428604,0.2889912005,1.1489238172
SRX8708328,3.0160142322,0.1554299646,-0.9535574264000001
SRX8708335,-0.5752230669,0.012747158000000001,0.3214886424
SRX8708336,-0.9523237265000001,-0.118896054,0.37595319400000005
SRX8708337,-1.4884674388999999,-0.0492810686,0.25611559
SRX8708338,-0.4084963285,0.1989851451,1.0791934899
SRX8708339,-0.6849015819000001,-0.0017221739000000001,1.0597051539
SRX8708340,-0.9913657591,0.0826845155,1.1381206653
SRX8708365,-0.5132982999,1.4994476454,1.622170755
SRX8708366,-0.6813249376,1.6475881754000001,1.630328173
SRX8708368,-0.7657742828,1.5371540610999999,1.6636496689
SRX8708369,-1.3885009809,0.1071545921,1.0504523488
SRX8708370,-1.2367326652,0.4137819337,1.6193279718
SRX8708371,-1.3712714086,-0.21208134350000002,0.9067179905
SRX4166001,0.1902817503,-0.055143172000000004,-0.0149436359
SRX4166002,-0.3074636958,0.0003571679,0.11154571810000001
SRX4166003,0.1171819456,0.0547860042,-0.09660208220000001
SRX4166004,-0.5726188163,0.2916581346,-0.3209949751
SRX4166005,-0.7242688124000001,0.4390325218,-0.02566001
SRX4166006,-0.5797749352,0.1548152498,0.1234103822
SRX4166007,0.6786798561,0.8401773041,0.0821916754
SRX4166008,0.0661260456,-0.0011292845,-0.2718369396
SRX4166009,0.3619838535,-0.0949877667,-0.465081438
SRX4166010,0.6998261157,0.29815790270000003,0.1704232693
SRX4166011,-1.2717801511,-0.1543165757,0.4081537698
SRX4166012,-0.6606051127,0.3565670362,0.6330009816000001
SRX5000481,-0.1342214636,-0.2331387437,-0.2433138481
SRX5000482,0.23445507610000002,-0.2665093799,-0.1459609459
SRX5000483,0.38134171450000004,-0.0671278161,0.5062158229
SRX5000484,0.3321694518,-0.1987523159,0.24062372440000002
SRX5000485,0.1432043177,-0.0740160369,0.5763279917
SRX5000486,-0.0079972271,0.111175911,0.4344159165
SRX5000487,0.0377147652,-0.21476568980000002,-0.0340645841
SRX5000488,-0.0474758707,-0.267957601,0.1373673007
SRX5000489,-0.4049105867,-0.2513380165,0.1618500966
SRX5000490,0.47026402970000003,-0.23663507450000001,0.23008524330000002
SRX5000491,0.30639208030000004,-0.4930360998,0.11888536670000001
SRX5000492,0.9322814256,1.4588575736,2.2058783281
SRX5000493,0.8266562984,1.1539807638,1.5463929589
SRX5000494,0.4840111387,1.073996387,1.5465523339
SRX5000495,0.1558179698,1.3366267365,2.1491733149
SRX5000496,0.4540021913,1.5191111661,2.1329357684
SRX5000497,0.3119700656,-0.26802753160000004,0.0210148894
SRX5000498,-0.1676275513,0.1259361203,-0.0068872937
SRX5000499,0.4163270345,1.2622950059,1.4982614116000001
SRX5000500,-0.1443425143,0.1420914113,-0.0141275957
SRX5000501,0.6783231816,-0.5480393195000001,-0.1514425049
SRX5000502,1.0388048008,-0.3343728442,-0.2520101652
SRX5000503,0.2398745425,-0.21761335440000001,-0.2119717838
SRX5000504,0.39946350070000003,0.1766181135,-0.2789532087
SRX5000505,-0.10754028090000001,0.0435608326,-0.3180199752
SRX5000506,0.3134206122,0.2304407052,-0.3447651923
SRX5000507,0.9395011686,-0.367327984,-0.1675624218
SRX5000508,-0.9198708557,-0.0001330905,-0.13752596250000002
SRX5000509,-0.067342504,-0.1387527463,-0.39964953610000004
SRX5000510,-0.1686350852,-0.10985631130000001,-0.33649330590000004
SRX5000511,-0.41687529640000004,-0.49712653560000003,-0.4368011885
SRX5000512,-0.11490527980000001,-0.1049810801,-0.00044558360000000003
SRX5000513,0.3744945841,-0.35220227260000003,-0.0794965262
SRX5000514,0.8712230723000001,-0.0163050962,-0.27334394170000004
SRX5000515,0.0370188765,-0.1541569479,-0.18113965310000002
SRX5000516,0.3337784169,-0.2644985885,-0.31204513370000003
SRX4124772,3.4305373141,-0.4526700923,-0.49517866
SRX4124773,2.903937988,-0.5896959489,-0.6850216894000001
SRX4124774,-0.0472691328,-0.09388116860000001,-0.0589104713
SRX4124775,0.0472691328,0.09388116860000001,0.0589104713
SRX5323946,0.23920071880000002,0.1468178981,-0.0021173035000000002
SRX5323947,-0.23920071880000002,-0.1468178981,0.0021173035000000002
SRX5323948,0.7990980842000001,0.9590686427,0.016984035
SRX5323949,0.8780016825,0.8135994444,0.35789443460000003
SRX5323950,0.3517419322,0.2932249641,-0.1741824068
SRX5323951,0.6933608151,0.48878966700000004,-0.0020415394
SRX5323952,0.3192092481,-0.06269670050000001,-0.15829524220000002
SRX5323953,0.3943491841,-0.039072026,0.1624624264
SRX5323954,0.6582583431,-0.2052226598,0.1004713727
SRX5323955,0.4021986936,-0.1917207488,0.16673926790000002
DRX093856,-0.2487091697,0.0641584586,0.4140839995
DRX093857,-0.20606175040000002,1.0096107639,2.399324073
DRX093858,0.46754801630000004,0.9577748602,2.2966458556
DRX093859,0.4390589641,0.22857153160000002,1.7371900122000001
DRX093860,0.7176916266000001,-0.5695867599000001,0.6600899788
DRX093861,0.6419441388,-0.013599756000000001,-0.1946585503
DRX093862,-0.1084651714,0.8364338767,2.4262228295
DRX093863,0.5266959880000001,1.0684657407,2.1541754593
DRX093864,-0.5050383374,0.5074756261,2.1176443595
DRX093865,0.1435890481,-0.45098565890000003,0.4308034315
DRX093866,-0.3932349691,-0.050558702500000004,-0.2194254492
DRX093867,0.28832930970000004,0.9403485515000001,2.3681153355
DRX093868,0.5953028253,0.8011559431,1.8514521350000002
DRX093869,0.8862021152,0.44772705230000004,1.821659723
DRX093870,1.0686826817,0.1142966744,0.5715693014000001
SRX6366242,0.7704862318,0.5504503574,-0.1459378677
SRX6366243,0.8533649341,0.0319897811,-0.13052813970000002
SRX6366244,-3.4042768773,-0.9586288534,-0.001747276
SRX6366245,-0.30201569030000003,0.8752596532,-0.0193306954
SRX6366246,-2.2855830226,0.1399400585,-0.2676889966
SRX6366247,1.270853604,-0.1351358481,-0.27012411740000003
SRX6366248,-0.0638351758,-0.2402219851,-0.0430051467
SRX6366249,1.94026695,0.21620670250000001,-0.3205679647
SRX6366250,1.1927657518,-0.2911214197,-0.2565512454
SRX6366251,1.392825245,0.3149499562,-0.3164682401
SRX6366252,-1.0735910721,0.3233579091,0.10509101900000001
SRX6366253,1.0735910721,-0.3233579091,-0.10509101900000001
SRX254739,0.7051826443,-1.5152441868,-2.373244374
SRX254740,1.100271558,-1.3062003005,-2.4959513933
SRX254741,0.9407890355,-1.441692152,-2.4748125282
SRX254742,0.3114187384,-1.6461412245,-2.4691800849
SRX254743,0.19603698760000002,-1.4941389219,-2.4427920557
SRX254744,0.6937661299,-1.3802543241,-2.4424174764
SRX254745,1.2690408539,-1.8593003794,-2.7333867357
SRX254746,0.1585348096,-1.9712395712,-2.569872578
SRX254747,1.8604227728,-1.812856353,-2.466104563
SRX254748,-0.802103655,-1.7499753898,-1.5646125638
SRX254749,0.3648579957,-1.6984062112,-1.1485833326
SRX254750,1.8330856251,-1.9530735405000001,-1.7206434247
SRX254751,-1.4916433088,-1.5688920236000001,-0.2783557541
SRX254752,-0.21071567200000002,-1.1979938633,-0.4467517999
SRX254753,0.9534210434,-1.3210740705,-0.19843931880000001
SRX254754,-0.2640831467,-0.8036670924,0.0860430848
SRX254755,0.043524494000000004,-1.0349434814,-1.0350482357
SRX254756,0.9145544715,-1.6520072898,-1.0095980318
SRX254757,0.8684454955,-1.8686709584,-0.9143233439
SRX254758,0.6846396605,-2.3410053595,-3.0304844096
SRX254759,0.17509364100000002,-1.7366980614,-2.3502445857
SRX254760,0.816665077,-1.5022530280000002,-0.8860022938000001
SRX254761,-0.2589655407,-1.4548589824,-1.1232635512
SRX254762,0.2569013752,-1.4002710902,-0.9246950864000001
SRX254763,0.3810296509,-0.9669436714,-0.36130519450000004
SRX254764,1.3697760593,-0.5194520254,-1.4953407894000001
SRX254765,-1.54477979,-0.5481465863,-1.5915028724
SRX254766,1.0208957862,-1.4544355711999999,-1.8000524281999999
SRX254767,0.9432895785000001,-1.2555558215,-2.666803664
SRX254768,0.852883028,-1.2958166343,-2.7083049772
SRX254772,-0.8842024740000001,1.0689964468,1.7195673503000002
SRX254773,1.5199386635,-0.2318566032,2.4021301992
SRX254774,0.013755174700000001,-0.32934943710000003,2.2073355249
SRX254775,-1.3752717167,0.3847628759,0.7896476372
SRX254776,-2.5782421048,0.28018428100000004,1.188102589
SRX254777,0.0360712601,0.3749564356,0.8891834466
SRX254778,-0.0329697685,-0.5339251635,1.621948329
SRX254779,0.4083106923,-0.6045311716,1.9996245905
SRX254780,0.0172433205,-0.2061508846,1.9175695834000002
SRX254781,-0.1352006522,0.6325701979,0.817009371
SRX254782,-0.2165601456,0.5014735949,1.1626846606
SRX254783,-0.1442832045,0.5908861398,0.6022353714
SRX254784,0.2028694623,0.6963408831,0.2890922358
SRX254785,0.8436767646000001,0.5438080270000001,0.9195535796000001
SRX254786,0.5498719442000001,0.0008255917,0.5176521782
SRX7136401,0.1551988357,0.8512032163000001,0.0174765734
SRX7136403,0.32107299510000004,-0.349568351,-0.009966389800000001
SRX7136405,1.7428485926000001,1.5846725837,1.0669382807
SRX7136407,5.6572641155,1.6990395587,0.9450229699
SRX7136409,3.0846083118,0.2759945115,0.9527041690000001
SRX7136411,-0.4762718308,-0.5016348653,-0.0075101835
SRX3754949,0.008682551,-0.011246861,0.0565770898
SRX3754950,-0.2180581221,-0.040400275,0.0280506574
SRX3754951,0.20937557110000002,0.051647136,-0.0846277472
SRX3754952,-0.308752114,-0.0320638506,0.0888582535
SRX3754953,-0.19385747,-0.047429286800000005,0.0564971266
SRX3754954,-0.037579467400000004,0.0621269106,-0.0300399885
SRX3754955,1.1793417159,-3.5762558172,-2.745274184
SRX3754956,1.2116448184,-3.4927918861,-2.7439041613
SRX3754957,1.1704323713,-3.3686139759,-2.7750574036
SRX3754966,-0.1994085783,-0.0918737766,-0.1260632258
SRX3754967,-0.33100896560000004,-0.0533852114,-0.09416479030000001
SRX3754969,-0.31218413230000003,-0.0734495396,-0.3154801144
SRX1424798,0.0799481757,-0.029660387200000003,0.0691230146
SRX1424799,-0.0799481757,0.029660387200000003,-0.0691230146
SRX1424800,0.2202527871,0.2711426369,0.1863535608
SRX1424801,-0.1166084317,-0.1327658532,-0.2782638174
SRX1424802,0.8642603,0.18741838400000002,0.5575771193
SRX1424803,0.6651491366000001,0.0866042462,0.3338455225
SRX1424804,0.9259039746000001,1.7767751598000001,1.4601972966
SRX1424805,1.5202099387999999,2.3417226208,1.6889628481
SRX1424806,0.2566745475,0.2072992843,-5.5813733639
SRX1424807,0.7122177859000001,-0.1798594197,-5.7257479064
SRX1424808,-0.2803579123,-0.1775782157,0.9577946779000001
SRX1424809,-0.5071692822,0.11340021300000001,1.036078499
SRX1424816,0.0288200168,-0.3100031365,-2.6363265456000002
SRX1424817,0.0502147295,0.8477024585,-3.4468190392
SRX1424818,-0.34562530140000003,0.33582538710000004,0.3304707254
SRX1424819,-0.26426202530000004,-0.2303358117,0.43215976640000003
SRX1424824,-0.1739611453,0.8485656906,1.9877141265
SRX1424825,0.25551455030000003,0.9531251772,2.06780527
SRX1424826,1.7873187610999999,0.7025012691,-5.6119542399
SRX1424827,1.6480869409,0.5649929868,-5.8423347759
SRX1424828,-0.6596754342000001,0.2702121739,0.5579692054000001
SRX1424829,-0.7753863587000001,0.1406211268,0.4616365456
SRX1424830,0.3648629734,0.1535939296,0.5051351337000001
SRX1424831,-0.8054363679000001,0.4565359579,0.5051997424
SRX1424834,-0.818264306,1.2608421913,1.5527850871000002
SRX1424835,-0.9039616402,1.4527826974,1.437596027
SRX1424840,-0.3435324899,1.2429233039,1.0307075964
SRX1424841,-1.1301772328,1.2266235642,0.693432622
SRX1424842,-1.1699391831,0.8353445017000001,0.802391139
SRX1424843,-1.0639436551,0.4354520539,0.3138153546
SRX1424844,0.4069116768,2.4386241336,2.8254353854
SRX1424845,-0.0392771938,2.7203693468,3.1626229327
SRX1424846,1.9308325338999999,1.932224217,-4.1650761082
SRX1424847,0.49977011790000003,2.1517588095,-3.0448556455
SRX5060277,0.6490768377,0.8522414851000001,0.6057656301000001
SRX5060279,-0.31703951410000003,0.2828027098,0.9964218241
SRX5060281,-0.6490768377,-0.8522414851000001,-0.6057656301000001
SRX5060283,-1.0447091837,0.0638826842,0.9005725640000001
SRX5936089,-0.2071354984,0.045064320500000005,-0.0494246002
SRX5936090,0.5060900273,-0.0783201499,0.3250839017
SRX5936091,0.014791308100000001,-0.2408983294,-0.044937484900000005
SRX5936092,-0.313745837,0.2741541588,-0.2307218167
SRX5936093,-2.8283482432,-1.9935287334,1.4132503523
SRX5936094,-2.9258890503,-2.2927479905,1.8310143856
SRX5936095,-2.7826032967,0.32331244400000003,1.9834829578000002
SRX5936096,-2.0787631224,0.4041329985,1.8564867267
SRX5936097,-2.6434880673,1.2316194887,1.5082118495999999
SRX5936098,-2.6130521853,1.2942243449,1.7303818525999999
SRX5936099,-2.5030349169,1.3478719491,1.0139271353
SRX5936100,-2.5282545916,1.3480343328,1.4665190075
SRX5936101,-2.9636116130000003,1.8063315868,1.1059995785
SRX5936102,-2.9835711613,1.9801487543,1.3754092768000001
SRX5936103,-2.8509145876,1.8434259362,0.8201197469
SRX5936104,-2.0997479375,1.6681666245,0.6407955769
SRX5936105,-2.2543707680000002,1.3141260627,0.1793634335
SRX5936106,-2.5546757272000002,1.4810994564,0.5665861573000001
SRX5936107,-2.8935811432,1.2090509814,0.26519346850000003
SRX5936108,-3.1658721179000002,1.3267204404,0.3958972737
SRX5936109,-2.7591885161,1.0341292756,0.5883044162000001
SRX5936110,-2.7121903828000002,1.0924743488,0.21102673260000002
SRX5936111,-3.4848898996,0.8812183387,-0.09207658610000001
SRX5936112,-3.4031219740000003,1.0280466136,0.24790343380000002
SRX5936113,-3.9358843411,0.7753318776,0.32098143830000003
SRX5936114,-3.6614423237000002,0.8323705839000001,0.40802398440000004
SRX5936115,-3.1963647493,0.35992044170000004,-0.4077978564
SRX5936116,-3.012686064,0.35529061100000003,0.0439626796
SRX5936118,-1.8214981001,0.4544546091,0.3715201365
SRX5936119,-2.6705603538,0.6503574095,0.8854455315
SRX5936121,-1.9492196544,0.2675266669,1.0418731134
SRX5936122,-1.1134313522000001,0.3934588298,0.9789681670000001
SRX5936123,-1.3895598465,0.5231906795,1.1670302936
SRX5936124,-1.1919165561,0.5958037239,1.4096692552
SRX5936125,-1.067892257,0.7222758071000001,1.1502919242
SRX5936126,-0.6398107471000001,0.4490225134,0.8564049618
SRX5936128,-0.6437339238,-1.6469210315,0.13144351340000002
SRX5936129,-1.2532884082,-1.7258420591,0.30361481970000004
SRX5936130,0.33541079100000004,-1.7644726975,0.2744457372
SRX5936131,0.6447684377,-1.8248451122,0.5152601946
SRX5936132,1.1646068735,-0.7870819073,1.448017448
SRX5936133,-0.13762960870000002,-0.8085789532000001,1.7789350446
SRX5936134,1.0645455942,-1.0870292487,0.752750196
SRX5936135,1.1046347858,-0.9682263050000001,0.8383092132000001
SRX5936137,0.8291887767,-0.6781550405,1.2310382207
SRX5936138,-0.2663068744,-0.7107259218,1.3411167455
SRX5936139,0.0958072888,-0.8395300933000001,0.9260980699
SRX5936140,-0.2005780747,-0.9787528221,1.2464128133
SRX5936141,0.23294402420000002,-1.1094669173,0.6961181696000001
