,A,RpoN,FhlA
abx_media__camhb_trisulf__2,1.5549784347,-0.5073662345000001,-1.4922162860000001
abx_media__m9_cef__1,4.9336757953,0.0852633545,0.164599257
abx_media__m9_cef__2,5.9037852646,0.1457137845,-0.016030903000000003
abx_media__rpmi_cef__1,2.0438724258,-0.2890664925,-1.682822676
abx_media__rpmi_cef__2,2.2102477289,-0.18241129250000002,-1.6889856760000002
abx_media__camhb_cef__1,1.3465450523,-0.5600824835,-1.44926524
abx_media__camhb_cef__2,1.2690463252,-0.6767745725000001,-1.590031954
abx_media__m9_cipro__1,1.8061045655,0.43428186150000003,0.33009509800000003
abx_media__m9_cipro__2,2.2370226962,0.4325959225,0.22228599400000001
abx_media__rpmi_cipro__1,1.9592593818,-0.5331122905,-1.42946815
abx_media__rpmi_cipro__2,1.4064728813,-0.6723085365,-1.917939282
abx_media__camhb_cipro__1,1.4338055024,-0.8066460445,-1.450181839
abx_media__camhb_cipro__2,1.437237683,-0.7385115715,-1.561173899
hot_tale__42c_ale3_30c__1,-0.5205013936,-0.4863226565,-1.704501371
hot_tale__42c_ale3_30c__2,-0.5738189334,-0.5547234925,-1.500921468
hot_tale__42c_ale3_37c__1,-0.5877608414000001,-0.4694425855,-1.404433412
hot_tale__42c_ale3_37c__2,-0.8445345298,-0.44796744450000003,-1.697526619
hot_tale__42c_ale3_44c__1,0.8795157730000001,-0.0295299795,-0.052324607
hot_tale__42c_ale3_44c__2,0.6467844443,0.0063114185,-0.04821636
hot_tale__hot_ale3_mid_30c__1,-0.7224193,-0.0866435655,-0.998990048
hot_tale__hot_ale3_mid_30c__2,-1.8267844015999999,-0.10088509450000001,-1.610210933
hot_tale__hot_ale3_mid_37c__1,-0.6462179743,-0.5291750435,-1.413258609
hot_tale__hot_ale3_mid_37c__2,-0.8233182032,-0.8200618455,-1.482081921
hot_tale__hot_ale3_mid_44c__1,-0.1060249655,-0.5761194285,-0.027454198000000003
hot_tale__hot_ale3_mid_44c__2,1.9715845719,-0.4985162905,-0.265357047
hot_tale__hot_ale3_30c__1,-0.4652582235,-0.3221970535,-1.5932346480000001
hot_tale__hot_ale3_30c__2,-0.5435355479,-0.2184577975,-1.89592954
hot_tale__hot_ale3_37c__1,-0.6262063058,-0.7110767065,-1.742682875
hot_tale__hot_ale3_37c__2,-0.3389621232,-0.6720003175,-1.538538747
hot_tale__hot_ale3_44c__1,2.0060855096,-0.6911875015000001,-0.37595211
hot_tale__hot_ale3_44c__2,2.0199191741,-0.5796304535,-0.72586645
hot_tale__hot_ale4_30c__1,-0.6423419723,-0.6668791315,-1.800225723
hot_tale__hot_ale4_30c__2,-0.6560972823,-0.5694105275,-1.6367595430000001
hot_tale__hot_ale4_37c__1,-0.1874604583,-0.7970919045,-1.674136452
hot_tale__hot_ale4_37c__2,-0.1918517137,-0.8461084205,-1.754605899
hot_tale__hot_ale4_44c__1,0.2514223492,-0.19908843750000002,-0.20019571400000002
hot_tale__hot_ale4_44c__2,0.5712623472,-0.4070465515,-0.53144536
hot_tale__hot_ale8_30c__1,0.2154874099,-0.5594960895000001,-1.337460128
hot_tale__hot_ale8_30c__2,0.1022216328,-0.5038592885000001,-1.499968874
hot_tale__hot_ale8_37c__1,-0.009999358,-0.6562123495000001,-1.1459217
hot_tale__hot_ale8_37c__2,0.6862117349,-0.6598558995,-1.119412306
hot_tale__hot_ale8_44c__1,1.836069346,-0.0738277085,0.21114522700000002
hot_tale__hot_ale8_44c__2,2.0268128143,-0.12185689350000001,0.169578808
hot_tale__hot_ale9_mid_30c__1,-0.7745162295,-0.4791588485,-1.687416667
hot_tale__hot_ale9_mid_30c__2,-0.6834383443000001,-0.4254981295,-1.53701861
hot_tale__hot_ale9_30c__1,-1.0640935902,-0.7666888895,-2.591066679
hot_tale__hot_ale9_30c__2,-1.1780245409,-0.7144685355,-2.151310979
hot_tale__hot_ale9_mid_37c__1,-0.7985371414,-0.8098953175,-1.866255081
hot_tale__hot_ale9_mid_37c__2,0.27145387,-0.7267048265,-1.7795535
hot_tale__hot_ale9_37c__1,-0.10697708140000001,-0.8316562655,-2.102917099
hot_tale__hot_ale9_37c__2,-0.11245703850000001,-0.7900438585,-1.751918404
hot_tale__hot_ale9_mid_44c__1,0.6375077488,-0.15745627850000002,-0.48764100400000004
hot_tale__hot_ale9_mid_44c__2,-0.5406365249,-0.1742302655,-0.6251432560000001
hot_tale__hot_ale9_44c__1,0.4642430729,-0.3817692005,-0.550042516
hot_tale__hot_ale9_44c__2,1.5605567477,-0.4245381205,-0.740559847
hot_tale__hot_ale10_30c__1,-0.9980634667,-0.40481923750000004,-1.974264479
hot_tale__hot_ale10_30c__2,-0.9966876943,-0.3913237745,-1.703316265
hot_tale__hot_ale10_37c__1,-0.6246950764,-0.8734479885,-1.737336049
hot_tale__hot_ale10_37c__2,-0.131258018,-0.8586481575,-2.099367902
hot_tale__hot_ale10_44c__1,3.3632166467999998,-0.5614283555,-0.49033372700000005
hot_tale__hot_ale10_44c__2,3.2423617026000002,-0.4530128035,-0.7886297160000001
hot_tale__hot_ale16_30c__1,-1.0257139849,-0.5154001985000001,-1.702668873
hot_tale__hot_ale16_30c__2,-0.6273782244,-0.4354985195,-1.7483544260000001
hot_tale__hot_ale16_37c__1,0.2285894448,-0.8158610125,-1.764142662
hot_tale__hot_ale16_37c__2,0.4582812513,-0.8157719835,-1.755605265
hot_tale__hot_ale16_44c__1,1.3381228229,-0.4651136655,-0.546061307
hot_tale__hot_ale16_44c__2,1.0373016759,-0.3570846035,-0.686655578
pdhr_ale__pdhR-13_51__1,-0.5334293714,-0.6523027445,-1.6559853599999999
pdhr_ale__pdhR-13_51__2,-0.5138285042,-0.6094151285,-1.802825176
pdhr_ale__pdhR-14_46__1,0.022024173,-0.42264461950000004,-0.008202212
pdhr_ale__pdhR-14_46__2,-0.0652535195,-0.4752205505,0.267842711
pdhr_ale__pdhR-15_51__1,0.5264002231,-0.6224597265,-0.557870912
pdhr_ale__pdhR-15_51__2,0.40384330560000004,-0.5870771115,-0.641016508
pdhr_ale__pdhR-16_49__1,0.4041862047,-0.5607076005,-0.034764345
pdhr_ale__pdhR-16_49__2,1.0857967877,-0.4169587135,-0.240930677
tcs__del_atoC_LiAcet__1,0.7786028815,-0.1813430455,0.327827223
tcs__del_atoC_LiAcet__2,0.9002937726,-0.0386154645,0.563463577
tcs__del_atoC_LiCl__1,0.6326465525,0.022399969500000002,0.6592421110000001
tcs__del_atoC_LiCl__2,0.5007341584,0.1127247755,0.691370722
tcs__del_atoC_m9__1,0.6787587557,-0.0561102235,0.5954378370000001
tcs__del_atoC_m9__2,0.6181843899,-0.0407660725,0.581533618
tcs__del_baeR_etoh__1,0.4175033172,-1.3070438615,-1.515562161
tcs__del_baeR_etoh__2,0.4904031133,-0.9103765525,-1.837209654
tcs__del_baeR_lb__1,2.586030493,-0.07423724050000001,0.5553937280000001
tcs__del_baeR_lb__2,1.4727122926,-0.1987189185,0.41816733100000003
tcs__del_btsR_01xlb__1,0.606987544,-0.4260438495,1.043040459
tcs__del_btsR_01xlb__2,0.25709167310000003,-0.4191549785,0.88287621
tcs__del_btsR_lb__1,2.7785943895000003,0.1901894335,1.192379677
tcs__del_btsR_lb__2,3.0044632507,0.1126508125,1.046526379
tcs__del_btsR_pyruvate__1,0.2754133097,-0.4017095755,0.95033435
tcs__del_btsR_pyruvate__2,0.2972131669,-0.4281497185,0.8777864120000001
tcs__del_cpxR_etoh__1,-0.0530362585,-1.3940491065,-1.7038737190000002
tcs__del_cpxR_etoh__2,0.6380617658000001,-1.3759399465,-1.425004858
tcs__del_cpxR_lb__1,3.4839876674,-0.1651914605,0.278824281
tcs__del_cpxR_lb__2,2.9737317669000003,-0.036922960500000004,0.270312282
tcs__del_cusR_CuSO4__1,0.0445244376,0.2530436345,-0.56503841
tcs__del_cusR_CuSO4__2,0.3376942754,0.2711247095,-0.375754134
tcs__del_cusR_lb__1,1.3371840002,0.0610994165,0.585005106
tcs__del_cusR_lb__2,1.2979344541,-0.028130071500000003,0.5239496810000001
tcs__del_kdpE_01-kcl__1,-0.6529801216000001,-0.0036972305000000003,0.664122188
tcs__del_kdpE_01-kcl__2,-0.8855432192,0.015772499500000002,0.588122068
tcs__del_kdpE_115-kcl__1,0.0028104892000000003,0.0158162155,-0.28527814500000004
tcs__del_kdpE_115-kcl__2,-0.1809622897,0.028188571500000002,-0.422572475
tcs__del_phoB_m9__1,-0.0838088418,-0.3004514575,-0.284293703
tcs__del_phoB_m9__2,-0.2137439662,-0.2269969835,-0.211299383
tcs__del_phoB_m9p__1,1.4809344799000002,-2.3662006385,-2.02387363
tcs__del_phoB_m9p__2,1.106262874,-2.3873792415,-2.043119277
tcs__del_rcsB_etoh__1,0.449969475,-1.1646445325,-1.73175674
tcs__del_rcsB_etoh__2,-0.3847541493,-1.0726627075,-1.306664084
tcs__del_rcsB_lb__1,8.2889984132,-0.16685125650000002,0.307475157
tcs__del_rcsB_lb__2,7.7235943276,-0.1528363975,0.427716922
tcs__del_zraR_lb__1,-1.9550675590000002,-0.2308365705,-1.372123201
tcs__del_zraR_lb__2,-1.0769800452,-0.2319223505,-1.637685104
tcs__del_zraR_zncl2__1,-0.6004194451,0.0125969325,-0.44880372900000004
tcs__del_zraR_zncl2__2,-0.8246788244000001,0.060915250500000004,-0.5173554140000001
tcs__wt_01-kcl__1,-0.318243086,0.1228450845,0.5844836280000001
tcs__wt_01-kcl__2,-0.0725082011,0.0687252155,0.64632151
tcs__wt_01xlb__1,0.5744095754,-0.3972351395,1.1254063730000001
tcs__wt_01xlb__2,0.22313843790000001,-0.4348531185,1.045900321
tcs__wt_115-kcl__1,0.022369902400000002,-1.14035e-05,-0.45248077800000003
tcs__wt_115-kcl__2,-0.23850067400000002,-0.0027724815,-0.39797861300000004
tcs__wt_CuSO4__1,-1.3918112735000001,-0.1843097545,-1.6927872860000002
tcs__wt_CuSO4__2,-1.3499020014,-0.12013272350000001,-1.211990112
tcs__wt_etoh__1,-0.48323603800000003,-0.8242077115,-1.5336570040000002
tcs__wt_etoh__2,-0.7327245790000001,-0.8636889035,-1.48869582
tcs__wt_lb__1,1.756484767,-0.2947850685,-0.11699901400000001
tcs__wt_lb__2,1.6376732761000001,-0.3596543125,-0.058885943
tcs__wt_LiAcet__1,0.3482224848,0.09347013950000001,0.168504165
tcs__wt_LiAcet__2,0.6504964248,-0.2085698125,-0.044034725000000004
tcs__wt_LiCl__1,0.6069099581,-0.1766728435,-0.08130285200000001
tcs__wt_LiCl__2,0.2317552463,-0.2238188015,-0.12392163900000001
tcs__wt_m9p__1,0.5674660491,-2.0496042975,-1.53361214
tcs__wt_m9p__2,0.4287906799,-2.0621163545,-1.727006555
tcs__wt_pyr__1,0.3829054437,-0.44156524350000004,0.952364489
tcs__wt_pyr__2,0.3413949462,-0.4725023485,1.032241618
tcs__wt_zncl2__1,-0.4771846404,-0.1539710705,-0.997017204
tcs__wt_zncl2__2,-0.2436102003,-0.0834836115,-1.188681891
ros_tale__1_112_0pq__1,-0.0268718049,-0.0394391575,-0.772464613
ros_tale__1_112_0pq__2,-0.0248322745,0.1377660055,-0.9434053990000001
ros_tale__1_112_250pq__1,1.2328146028,0.6510062555,0.09029152400000001
ros_tale__1_112_250pq__2,0.24762996510000002,0.3599432515,-0.47522195500000003
ros_tale__1_112_750pq__1,1.0347804547,0.4836252525,-0.21017933800000002
ros_tale__1_112_750pq__2,1.4339986479,0.3568816365,-0.41002171
ros_tale__1_112_750pq__3,0.877559662,0.5070291985000001,0.102474122
ros_tale__3_76_0pq__1,-0.801713105,-0.5664110875,-0.5033394
ros_tale__3_76_0pq__2,-0.4602138089,-0.5829658875,-0.31364163100000003
ros_tale__3_76_0pq__3,-0.25153785570000003,-0.4466793015,-0.505206829
ros_tale__3_76_0pq__4,-1.0098605966,-0.4972754545,-0.378124424
ros_tale__3_76_250pq__1,6.6880450387,0.1719268205,-0.403671614
ros_tale__3_76_250pq__2,4.7275442803,-0.2874407815,0.06978567000000001
ros_tale__3_76_750pq__1,1.3610387643,-0.1191375105,-0.744365276
ros_tale__3_76_750pq__2,0.7245494521,-0.6057514295,-0.6683342480000001
ros_tale__7_103_0pq__1,0.7351235135,-0.1675098355,-0.767464083
ros_tale__7_103_0pq__2,0.801253808,-0.1861682405,-1.032033764
ros_tale__7_103_0pq__3,0.9445397823,-0.1088473395,-0.880794587
ros_tale__7_103_0pq__4,0.8598241715,-0.1782246505,-0.9901685610000001
ros_tale__7_103_250pq__1,1.2837080319,0.2538954225,-0.586927932
ros_tale__7_103_250pq__2,1.7668702131,0.3837116365,-0.46933315000000003
ros_tale__7_103_750pq__1,1.8351560865,0.28437785050000003,-0.457376412
ros_tale__7_103_750pq__2,2.0262766755,0.3035489375,-0.33195555400000004
ros_tale__9_77_0pq__1,11.9314746079,0.16083152150000002,-0.649217158
ros_tale__9_77_0pq__2,11.0963163189,0.0763342045,-0.882436627
ros_tale__9_77_250pq__1,6.02799478,0.3966464375,-0.897095363
ros_tale__9_77_250pq__2,2.8855236323,0.5321519475,-0.382418093
ros_tale__9_77_750pq__1,9.115022957,0.4522509105,-0.72551784
ros_tale__9_77_750pq__2,8.8353854196,0.2981011925,-0.858633069
ros_tale__11_83_0pq__1,1.7521146891,0.2163305805,-0.541432597
ros_tale__11_83_0pq__2,2.0947583872,0.31488359650000003,-0.335076097
ros_tale__11_83_250pq__1,1.8063604058,0.3723993675,-0.306139518
ros_tale__11_83_250pq__2,2.3505088151,0.4228114235,-0.642312911
ros_tale__11_83_750pq__1,2.562270818,0.4767311185,-0.7370526860000001
ros_tale__11_83_750pq__2,1.9120548043,0.5364249265000001,-0.8193564430000001
ros_tale__13_87_0pq__1,2.0350434877,-0.0925105925,0.187725636
ros_tale__13_87_0pq__2,1.4021721203,-0.0768193545,0.07706971400000001
ros_tale__13_87_250pq__1,2.7568942737,0.5406316015,1.244023072
ros_tale__13_87_250pq__2,2.8947657265,0.6297644365,1.019958036
ros_tale__13_87_750pq__1,2.9713850869,0.7798303665,0.937976922
ros_tale__13_87_750pq__2,2.3447636678,0.7378888005,0.842611297
ros_tale__14_27_0pq__1,1.5884808153,0.0032901385,0.768951648
ros_tale__14_27_0pq__2,2.5841601192,0.0410366655,0.9279649480000001
ros_tale__14_27_250pq__1,3.5136233176,0.9526409745000001,2.20018238
ros_tale__14_27_250pq__2,2.443961996,1.0586750145,1.5369674830000002
ros_tale__14_27_750pq__1,2.4764765195000003,0.8617293015,0.68389263
ros_tale__14_27_750pq__2,3.0073947357,0.6138417665,0.132276475
ros_tale__16_28_250pq__1,-0.2764711106,-0.48960456150000004,-0.9756551470000001
ros_tale__16_28_250pq__2,-0.9501272572,-0.5285945645,-0.7863926750000001
ros_tale__16_32_0pq__1,1.5725607153999999,0.21990180750000002,-1.5516775200000001
ros_tale__16_32_0pq__2,1.4637799766000001,0.26753295450000003,-1.31711276
ros_tale__16_32_0pq__3,0.2838409603,-0.5482217625,-1.085554012
ros_tale__16_32_0pq__4,-0.8303663244,-0.49869631750000004,-1.200663181
ros_tale__16_32_250pq__1,0.2119931867,-0.22059296550000002,-0.667695456
ros_tale__16_32_250pq__2,0.3010103597,-0.2032018405,-0.8735894750000001
ros_tale__16_32_750pq__1,0.5484902964,0.2606441745,-1.00996806
ros_tale__16_32_750pq__2,0.7225655469000001,0.42552955950000004,-1.054956616
ros_tale__17_104_0pq__1,9.4092098087,-0.027075578500000003,-0.111302202
ros_tale__17_104_0pq__2,9.1659371414,0.06265064050000001,0.051495030000000004
ros_tale__17_104_250pq__1,7.4277797407,0.3335942695,0.48985923400000003
ros_tale__17_104_250pq__2,7.7127074502,0.6371319745,0.538535114
ros_tale__17_104_250pq__3,7.3189066506,0.6821483245000001,0.540681582
ros_tale__17_104_250pq__4,7.7175604907,0.9801124235,0.830422779
ros_tale__17_104_750pq__1,7.0174228346,0.4538583305,0.306594761
ros_tale__17_104_750pq__2,7.4359566598,0.35690732350000004,0.326079761
ros_tale__18_24_250pq__1,0.34239328500000005,-0.0891468405,0.12050041
ros_tale__18_24_250pq__2,-0.1719076273,-0.2798599835,-0.18145133100000002
ros_tale__18_36_0pq__1,0.10487826700000001,0.1578808705,-1.352003184
ros_tale__18_36_0pq__2,1.1900686444,0.10576513450000001,-1.42161446
ros_tale__18_36_0pq__3,-1.1374281122,-0.6761855845,-1.110050807
ros_tale__18_36_0pq__4,-0.9514759388,-0.4184855695,-0.98231268
ros_tale__18_36_250pq__1,0.2524208751,-0.0264383985,-0.308670009
ros_tale__18_36_250pq__2,-0.17258732540000002,-0.0546527225,-0.38083220700000003
ros_tale__18_36_750pq__1,2.8236358309,0.5829297555,0.533797316
ros_tale__18_36_750pq__2,2.242766095,0.5613484905,0.484803254
ros_tale__19_91_0pq__1,5.977371854,-0.14981532150000001,-0.48870529100000004
ros_tale__19_91_0pq__2,5.5931156751,-0.1837448455,-0.40908837400000003
ros_tale__19_91_250pq__1,4.8832490269,-0.0036341635000000003,-0.418526057
ros_tale__19_91_250pq__2,3.889698761,0.1658283905,-0.153193601
ros_tale__19_91_750pq__1,5.3116114103,0.0205433285,-0.6482827520000001
ros_tale__19_91_750pq__2,4.5789020386,0.21667420850000002,-0.23378078300000002
ros_tale__19_91_750pq__3,5.3039752662,0.0112280895,-0.45700467400000006
ros_tale__19_91_750pq__4,3.8866472815,-0.36405524850000004,-0.090481928
ros_tale__21_97_0pq__1,1.1000726503,0.3111515255,-0.7829138440000001
ros_tale__21_97_0pq__2,0.8798852603,-0.1095378275,1.173408832
ros_tale__21_97_250pq__1,0.5610724914,0.20060357350000002,0.6066258280000001
ros_tale__21_97_250pq__2,1.0174957053,0.2044626135,1.960034387
ros_tale__21_97_750pq__1,0.2556116336,0.7214413065,0.097948436
ros_tale__21_97_750pq__2,0.8454111072,0.47509002450000004,1.549148942
ros_tale__25_111_0pq__1,1.3426057189,-0.0012772825,-0.669358636
ros_tale__25_111_0pq__2,1.6579610752,0.5333985945,0.653302676
ros_tale__25_111_250pq__1,0.9704387102,0.43752258250000003,-0.134726421
ros_tale__25_111_250pq__2,1.4290168121,0.6292353135000001,0.507078416
ros_tale__25_111_750pq__1,1.55720864,0.6935646275,0.411568247
ros_tale__25_111_750pq__2,7.9800349138,0.7096221445,1.093497901
ros_tale__29_119_0pq__1,3.1543180539,0.5490633515000001,1.040937856
ros_tale__29_119_0pq__2,4.5466921581,0.38270378250000003,0.216431758
ros_tale__29_119_250pq__1,6.2117885414,0.5317026175,0.531698623
ros_tale__29_119_250pq__2,4.3763591388,0.32177281750000003,0.491739552
ros_tale__29_119_750pq__1,4.6630716429,1.0387586395,0.8599807060000001
ros_tale__29_119_750pq__2,4.7299432908,0.7807106995,0.32584145400000003
ros_tale__ALE4_0pq__1,-0.0471935079,-0.6619373595,-1.04397019
ros_tale__ALE4_0pq__2,0.0277198897,-0.6886624015,-1.070737612
ros_tale__ALE4_250pq__1,0.5038904909,0.3639911735,0.505948866
ros_tale__ALE4_250pq__2,0.3982177819,0.4181526745,0.382542889
pcoli__atASMT_325G__1,0.2465361915,-0.3027139525,-0.31042078500000003
pcoli__atASMT_325G__2,0.3056139412,-0.2294121175,-0.177430684
pcoli__bpTDC__1,-0.5368402079,-0.6752084325000001,-0.8936666520000001
pcoli__bpTDC__2,-0.2679516221,-0.7001562895,-1.055668664
pcoli__BRCA__1,0.20660686150000002,-0.6758072755,-0.44879116700000005
pcoli__BRCA__2,0.4674487269,-0.6667562165,-0.672899364
pcoli__BRCActrl__1,0.044203356900000004,-0.2244549285,-0.652434307
pcoli__BRCActrl__2,0.7702493727,-0.23038316350000002,-0.39482582
pcoli__BRCAswap__1,-0.2161254256,-0.4698841735,-0.34414518
pcoli__BRCAswap__2,0.181687383,-0.34259508050000004,-0.522592411
pcoli__btAANAT__1,-0.3945039369,-0.34609081950000004,-0.7087496940000001
pcoli__btAANAT__2,-0.24542142400000003,-0.29315443950000003,-0.6222225370000001
pcoli__btASMT__1,-0.3033693165,-0.4103532495,-0.530844862
pcoli__btASMT__2,-0.14416035700000002,-0.4097902645,-0.639110996
pcoli__CC1__1,0.16621487740000002,-0.010625480500000001,0.376068972
pcoli__CC1__2,-0.0654717081,0.1026944045,0.42689286400000004
pcoli__ccCOMT__1,0.8473645708,-0.3790837845,-0.18464878
pcoli__ccCOMT__2,0.36129859070000003,-0.3653819715,-0.26596088500000004
pcoli__ckDDC__1,0.155674381,-0.0390298085,0.368970312
pcoli__ckDDC__2,0.5090879970000001,-0.0708471245,0.374383622
pcoli__CNTF_belt__1,0.1372146666,-0.1678207175,-0.221730541
pcoli__CNTF_belt__2,-0.3257383721,-0.1215239885,-0.08797233700000001
pcoli__cobPNMT__1,0.5372363867000001,-0.2834546405,0.366296754
pcoli__cobPNMT__2,0.5207575996,-0.2936915055,0.28103236800000003
pcoli__cvPhhB__1,0.2353764454,-0.1554430345,-0.033155382000000004
pcoli__cvPhhB__2,0.4706241216,-0.1909206545,-0.15998800700000002
pcoli__ggAANAT__1,0.1713971957,-0.4381272775,-0.18316200300000002
pcoli__ggAANAT__2,-0.1702464252,-0.5072351155,-0.44098193900000004
pcoli__ggTPH__1,-0.2003073205,-0.3236103265,-0.5740320520000001
pcoli__ggTPH__2,0.3265180858,-0.3152281775,-0.518746473
pcoli__hsAANAT__1,-0.3802252486,0.3772275345,0.574738319
pcoli__hsAANAT__2,-0.0338464566,0.4713452045,0.8712569920000001
pcoli__hsASMT__1,-0.0041569549,-0.49914643150000004,-0.546326073
pcoli__hsASMT__2,0.0309425969,-0.5765470325000001,-0.915651218
pcoli__hsPNMT_mb__1,0.12376766780000001,-0.2218257805,0.00257514
pcoli__hsPNMT_mb__2,-0.1126873221,-0.26260565550000003,0.039510352000000006
pcoli__hsTPH__1,0.1848213799,-0.5524234145,-0.450322109
pcoli__hsTPH__2,0.0074250412,-0.6181498235,-0.5464271620000001
pcoli__hsTPH_E2K__1,-0.7118003377000001,-0.2863432065,-0.473423521
pcoli__hsTPH_E2K__2,-0.8239398328,-0.2234836775,-0.5823091890000001
pcoli__hsTPH_E2K_N91I_P99C__1,-0.1750214571,-0.5789815825,-0.53256926
pcoli__hsTPH_E2K_N91I_P99C__2,0.1837685597,-0.6365236015,-0.6158301820000001
pcoli__hsTPH_N158trunc__1,-1.0607866391,-0.3627711165,-1.077962639
pcoli__hsTPH_N158trunc__2,-0.8886101788,-0.3556979195,-1.034649081
pcoli__hsTPH_N174trunc__1,-0.6535825656,-0.3680545135,-0.7040152380000001
pcoli__hsTPH_N174trunc__2,-0.2917927804,-0.2477449405,-0.7754503460000001
pcoli__hsTPH_Ntermtrunc__1,-0.3019091189,0.1857449145,-0.09293812800000001
pcoli__hsTPH_Ntermtrunc__2,0.1020742272,-0.1397556565,-0.322596671
pcoli__hsTPH1__1,-0.3655453473,-0.2050005615,-0.283892719
pcoli__hsTPH1__2,-0.37454625,-0.2403741175,-0.22527204
pcoli__MBP__1,1.5125656603,-0.5625685945000001,-0.72238053
pcoli__MBP__2,0.7279235102,-0.20587615450000002,-0.6490624740000001
pcoli__msCOMT__1,-0.024862958,-0.6013450635,-0.7341396010000001
pcoli__msCOMT__2,0.1632268531,-0.5111193215000001,-0.634555765
pcoli__ocAANAT__1,-0.49728992450000004,-0.4546311475,-0.260501947
pcoli__ocAANAT__2,-0.0772168899,-0.47544337550000004,-0.15356202300000002
pcoli__osTDC_K374H__1,0.2781442485,0.0990366065,0.109396376
pcoli__osTDC_K374H__2,-0.0402036424,-0.0413608685,0.08613189
pcoli__osTDC_K374L__1,0.3279468458,-0.3635768115,-0.426298785
pcoli__osTDC_K374L__2,0.0664220262,-0.38040332450000003,-0.523876969
pcoli__osTDC_K374Q__1,-0.2663340815,-0.3731952155,-0.447505083
pcoli__osTDC_K374Q__2,-0.2035503274,-0.28678619050000004,-0.375372645
pcoli__osTDC_L360V__1,0.580399192,-0.5622381075,-0.48248532400000005
pcoli__osTDC_L360V__2,1.3081491558,-0.5448340115,-0.678931268
pcoli__pmTPH__1,0.3578211237,-0.5518908805,-0.57711533
pcoli__pmTPH__2,0.4536105583,-0.6164907045,-0.84884382
pcoli__RFC__1,0.9257979739000001,-0.4496087445,-0.7310462130000001
pcoli__RFC__2,0.6339248574,-0.49740478050000003,-0.886550527
pcoli__RFCctrl__1,0.4257882683,0.3518467965,1.028381306
pcoli__RFCctrl__2,-0.19311740530000002,0.4238499325,0.8038298180000001
pcoli__RFCnopause__1,0.16996561170000002,0.35059642350000003,0.7614497990000001
pcoli__RFCnopause__2,-0.4993571183,0.3138272545,0.43534335100000005
pcoli__RFCpluspause__1,-0.5327857673,0.3502177365,0.422943766
pcoli__RFCpluspause__2,0.1221910105,0.4558035455,0.346122582
pcoli__rnCOMT_sol__1,-0.243451996,0.3690663845,0.426737281
pcoli__rnCOMT_sol__2,-0.22604539980000002,0.3895514205,0.539133936
pcoli__rnPNMT__1,0.1371142348,-0.6220706795000001,-0.673474003
pcoli__rnPNMT__2,0.6183747169,-0.6767325695,-0.8655981110000001
pcoli__rnTDC__1,0.0389560807,-0.49460908750000004,-0.5036986560000001
pcoli__rnTDC__2,-0.2615322232,-0.4172348825,-0.521426401
pcoli__rnTDC_trunc__1,0.9759880630000001,-0.1512001095,-0.5745700140000001
pcoli__rnTDC_trunc__2,0.3543425434,-0.0181514145,-0.686429595
pcoli__saCOMT_T2A__1,0.2722370966,-0.2972588865,-0.245766319
pcoli__saCOMT_T2A__2,0.5015077171,-0.2248034465,-0.119353947
pcoli__sfCOMT__1,0.3478639112,-0.8157619265,-0.714788203
pcoli__sfCOMT__2,0.27945668020000003,-0.7753620785,-0.659687593
pcoli__sgAANAT_D63G__1,0.0418292345,-0.33266990550000003,-0.237312548
pcoli__sgAANAT_D63G__2,0.19472475,-0.32475625150000004,-0.14539220900000002
pcoli__ssDDC__1,-0.133115075,-0.45473696150000004,-0.37111308800000004
pcoli__ssDDC__2,-0.0705003102,-0.4467050085,-0.543374788
pcoli__TP53B__1,0.4900446833,-0.1882296565,-0.067104125
pcoli__TP53B__2,0.0972267712,-0.062310198500000004,0.010849992000000001
pcoli__WT__1,0.0083751026,0.2519647185,0.534084694
pcoli__WT__2,-0.2660547351,0.2920224275,0.5811144060000001
cck__glu_ale4__1,0.1733576278,-0.28184503850000003,-0.13473073
cck__glu_ale4__2,0.41044978390000003,-0.8375191875,-0.628157025
cck__cck_ale1__1,0.5849778016,-0.8755422445000001,-0.9876008660000001
cck__cck_ale1__2,0.7657250636,-0.8478276895,-0.751709087
cck__cck_ale2__1,-0.3289660813,-0.9475169255,-0.763941615
cck__cck_ale2__2,-0.045158001600000004,-0.8894887965,-0.938803526
cck_pgi__gmos_delpgi__1,0.9727526678,0.0065715535000000005,-0.266168677
cck_pgi__gmos_delpgi__2,1.2534461430000001,0.2952120125,-0.151590733
cck_pgi__pgi_ale1__1,1.9845350542,0.0335448455,-0.095097597
cck_pgi__pgi_ale1__2,0.33062645220000003,-0.3289632545,-0.709940262
cck_pgi__pgi_ale2__2,1.2266142921,-0.1639050735,-0.050675492
cck_pgi__pgi_ale3__1,0.2817396159,0.007994069500000001,-0.10585569
cck_pgi__pgi_ale3__2,0.7371899896,-0.40173492250000004,-0.37016368400000005
cck_pgi__pgi_ale4__1,0.6260153822,-0.3176374205,-0.152743811
cck_pgi__pgi_ale4__2,2.1806282447,-0.9078056795,-1.03998616
cck_pgi__pgi_ale4__3,1.2234103088000001,-0.8691407145000001,-0.637996401
cck_pgi__pgi_ale5__1,0.3834902169,-0.0448260425,-0.07856385
cck_pgi__pgi_ale5__2,1.1141025736,-0.5316725625000001,-0.530176536
cck_pgi__pgi_ale6__1,0.22018041940000002,-0.13411185050000002,-0.19517250800000002
