,A,RpoH,Lrp
opex__naocl_amp__2,0.4186917472,0.06323830400000001,0.1337838902
opex__naocl_amp__3,0.9083707629000001,0.0112609583,0.009774320100000001
opex__naocl_kan__1,4.0451960635,0.0920262996,-0.0539881787
opex__naocl_kan__2,3.406603782,0.0672161738,0.016842407
opex__naocl_kan__3,2.9695126177,0.1147454938,-0.0027397658
opex__naocl_nor__1,0.7447680954,0.0323367726,-0.1634664161
opex__naocl_nor__2,0.8053854343,0.1973627667,-0.1955722765
opex__naocl_nor__3,0.2846570915,0.1650821166,-0.0901081388
opex__naocl_rif__1,0.41331024580000003,-0.6875656397000001,-0.3566875437
opex__naocl_rif__2,-0.0433625479,-0.6493735078,-0.13625683660000001
opex__naocl_rif__3,0.1953363593,-0.4457181019,-0.1463608293
phage_lysogen__wt_ctrl__1,-0.2204060414,-0.010580749,-0.2162803667
phage_lysogen__wt_ctrl__2,-0.1288230018,-0.0922021242,-0.1457966537
phage_lysogen__wt_ctrl__3,0.3492290433,0.1027828732,0.3620770204
phage_lysogen__O104_H4__1,1.9953669534,-0.1908164363,-0.1132873288
phage_lysogen__O104_H4__2,0.9883833053000001,0.1616987456,0.08352329330000001
phage_lysogen__O104_H4__3,0.9713231752,0.2310569989,0.5486137112
phage_lysogen__O157_H7_PA8__1,1.3394000181,-0.3060840383,-0.0837945815
phage_lysogen__O157_H7_PA8__2,1.4535918529,0.0769938136,0.34161905330000003
phage_lysogen__O157_H7_PA8__3,0.9229149825,0.1795141257,0.6859732818000001
phage_resist__ygbE_oe__1,5.6545517178,1.8089059533,-0.0062171997
phage_resist__wt__1,1.4085825193,0.0055979688,-0.9337380818000001
phage_resist__wt__2,-0.5105125226,0.1465719198,0.2596345097
phage_resist__wt__3,-0.4836543324,-0.0491325151,0.34944736400000004
phage_resist__wt__4,-0.41441566430000004,-0.1030373735,0.3246562081
phage_resist__ygbE_oe__2,1.2747351363,-0.0940820588,0.4641211253
phage_resist__ygbE_oe__3,0.1257931227,-0.0010808054000000001,0.48715983360000004
phage_resist__ygbE_oe__4,0.0746710643,-0.2737425714,0.5925795928
phage_resist__yahA_oe__1,-0.21128168790000001,0.0277141058,0.2186856385
phage_resist__yahA_oe__2,-0.268524449,-0.0096374074,0.1178346433
phage_resist__yahA_oe__3,-0.3777532867,0.0023857389,0.142437738
phage_resist__yrfF_ko__1,-0.7055037389000001,0.2217805304,0.0512492733
phage_resist__yrfF_ko__2,-0.3772348528,0.4852427318,0.5549373775
phage_resist__yrfF_ko__3,-0.7277481623000001,-0.1238278834,-0.0524063481
pollution__wt_ctrl__1,-0.4247193943,-0.2271876945,0.0871727219
pollution__wt_ctrl__2,0.6254916456,0.237239424,-0.1257125641
pollution__wt_ctrl__3,-0.2007722513,-0.0100517295,0.0385398422
pollution__wt_urban__1,-1.1528182921,0.09388035780000001,0.0170087381
pollution__wt_urban__2,-0.5978445116000001,0.12016967120000001,0.0335088705
pollution__wt_urban__3,-0.0440231222,0.7892651325000001,-0.0744039583
pollution__wt_diesel__1,0.0899508421,0.4660749259,0.0640315412
pollution__wt_diesel__2,0.4133687381,0.5865822759,0.47442714100000005
pollution__wt_diesel__3,0.2462980622,0.3290399531,0.516957018
pollution__evo_diesel__1,1.2032051564,0.4371475247,-0.7241306012000001
pollution__evo_diesel__2,0.6865658689,0.15976489100000002,-0.7461422037000001
pollution__evo_diesel__3,0.8609212831,0.3171148433,-0.816640511
ppGpp__wt_relAtrunc_00m__1,-0.24197019490000002,0.0443464211,-0.4650170918
ppGpp__wt_relAtrunc_00m__2,0.8739950287,0.0979764448,-0.34479734900000003
ppGpp__mut_delrelA_10m__1,2.6835811296000003,0.12959993,-0.6313993248
ppGpp__mut_delrelA_05m__1,2.4229850021,-0.09381577490000001,-0.9163781618
ppGpp__mut_delrelA_10m__2,2.4315904769,-0.0974932532,-0.6583497656
ppGpp__mut_delrelA_10m__3,2.8125763479,0.18857284200000002,-0.6379152501
ppGpp__mut_delrelA_00m__1,2.6258657673,-0.0509914289,-1.0630706936
ppGpp__mut_delrelA_00m__2,2.1431539317,-0.0728893427,-1.2287369215
ppGpp__mut_delrelA_05m__2,2.3185767705,-0.0620180249,-1.0067075456
ppGpp__mut_delrelA_05m__3,2.8901294584,0.0597738972,-0.9316485147
ppGpp__mut_delrelA_00m__3,2.6620662356,-0.0682790085,-1.2240313197
ppGpp__wt_delrelA_10m__1,1.7854660688,1.2822703515,2.1863763591
ppGpp__wt_delrelA_05m__1,2.3820158632,0.9711487146000001,1.9236357447999999
ppGpp__wt_delrelA_05m__2,1.6407953021,0.9689090100000001,1.8943560422
ppGpp__wt_delrelA_10m__2,0.9572737,1.3417963703,2.1351805528
ppGpp__wt_delrelA_10m__3,1.4055428551,1.3092218495,2.1996466434
ppGpp__wt_delrelA_00m__1,-0.2425233353,0.09548716530000001,-0.0099429989
ppGpp__wt_delrelA_00m__2,0.2263019547,0.0238911589,0.0772490323
ppGpp__wt_delrelA_05m__3,1.5805848514,1.0362815251,1.8917099919
ppGpp__wt_delrelA_00m__3,0.0162213805,-0.1193783243,-0.0673060335
ppGpp__mut_relAtrunc_10m__1,3.6164987776,-0.3695489836,-1.0802750347
ppGpp__mut_relAtrunc_05m__1,3.4538396119,-0.3256115811,-0.925047186
ppGpp__mut_relAtrunc_05m__2,3.6930894114,-0.2638149741,-1.0281568676
ppGpp__wt_relAtrunc_10m__1,0.4995144872,-0.2129483667,-0.1270896112
ppGpp__wt_relAtrunc_10m__2,0.6557792028,-0.06552706200000001,-0.09576320840000001
ppGpp__wt_relAtrunc_10m__3,0.7574945232,-0.0930448151,-0.0514791192
ppGpp__mut_relAtrunc_00m__1,4.0601722777,0.0266892344,-1.1492825234
ppGpp__wt_relAtrunc_00m__3,-0.1199918059,0.033940898500000004,-0.0539672148
ppGpp__wt_relAtrunc_05m__1,1.9040403236,-0.1875883967,-0.3360690113
ppGpp__wt_relAtrunc_05m__2,2.8657115842,-0.2570522685,-0.3591382528
ppGpp__wt_relAtrunc_05m__3,2.4794781257,-0.19984106910000002,-0.23039244050000002
ppGpp__mut_relAtrunc_00m__2,1.9881739411,-0.28600358330000003,-1.5565715376
ppGpp__mut_relAtrunc_00m__3,2.6901235301,-0.2941118572,-1.3472401395
ppGpp__mut_relAtrunc_10m__2,3.6640116185,-0.5568225522,-1.1614732688
ppGpp__mut_relAtrunc_05m__3,3.8046402681,-0.15072095100000002,-1.1960530839
ppGpp__mut_relAtrunc_10m__3,3.4866377001,-0.23973336280000002,-1.1547836404
pressure__high_pressure__1,0.7933511953,-0.2755235823,-0.4991990525
pressure__high_pressure__2,1.2975433637,-0.2089296216,-0.442898917
pressure__low_pressure__1,0.8425817572000001,0.1157425901,-0.0098924062
pressure__low_pressure__2,-0.8425817572000001,-0.1157425901,0.0098924062
quantum_dots__ctrl__1,0.08721925600000001,0.1629661385,-0.145891016
quantum_dots__ctrl__2,-0.08721925600000001,-0.1629661385,0.145891016
quantum_dots__cdte_light__1,1.4245202166,0.6710521017000001,-0.0096629099
quantum_dots__cdte_light__2,1.8998929773,0.7842225068,0.4091311132
quantum_dots__cdte_dark__1,-0.6722537152,0.4133466363,0.2269452471
quantum_dots__cdte_dark__2,0.1978836603,0.3004106004,0.2487648547
quantum_dots__cdse_light__1,-0.5278088852,0.1377948882,-0.0187389058
quantum_dots__cdse_light__2,-1.1090973406,0.0678224292,0.2626192913
quantum_dots__cdse_dark__1,-1.3814393112,0.19380819030000002,0.6488076774
quantum_dots__cdse_dark__2,-1.1139482839000001,0.4169268437,0.6874737161000001
raman__wt__1,-0.163586278,-0.3288536744,-0.061485168400000005
raman__del_cyaA__1,0.07325528020000001,0.29131794920000004,0.7114775326
raman__del_cyaA_01mM__1,0.0744428287,0.49538219180000004,0.8600672109
raman__del_cyaA_05mM__1,-1.6076946961,0.1393605678,0.4070462634
raman__del_cyaA_1mM__1,-0.5014019177,-0.1118887679,-0.2118340766
raman__wt__2,0.12248838420000001,0.0461536924,-0.1495236795
raman__del_cyaA__2,0.032109987300000004,0.4115195694,0.6814934777
raman__del_cyaA_01mM__2,0.4893436105,0.5391943452,0.7414125037
raman__del_cyaA_05mM__2,-0.023723326700000002,0.3031594085,0.3947216577
raman__del_cyaA_1mM__2,-1.4851954128,-0.32403389850000003,-0.3229811729
raman__wt__3,0.0410978938,0.282699982,0.21100884800000003
raman__del_cyaA__3,0.5312263538,0.49822126400000005,0.6038699491
raman__del_cyaA_01mM__3,0.0625526599,0.7119180829,0.7870545284
raman__del_cyaA_05mM__3,-0.9648116655000001,-0.011708446400000001,0.250815504
raman__del_cyaA_1mM__3,-0.6943341058,-0.36900008830000003,-0.25305674300000003
rand_barrel__mut_nanE__1,-2.8334914337,-0.47735399510000004,-0.1142661083
rand_barrel__mut_nanE__2,-2.7681498365,-0.4320021074,-0.18387289210000002
rand_barrel__mut_nanE__3,-3.2998494174,-0.45447152630000004,-1.7696626579
rand_barrel__mut_pdxJ_1__1,-7.071622429,-0.7369845289,0.0595672831
rand_barrel__mut_pdxJ_1__2,-8.8204303585,-0.7196465371,-0.0943527899
rand_barrel__mut_pdxJ_1__3,-5.7502386526,-0.7710215991,-1.5527229283000001
rand_barrel__mut_pdxJ_2__1,-3.5446885687,-0.8664722022,-0.2743133162
rand_barrel__mut_pdxJ_2__2,-1.9673812222,-0.7410156058,-0.1824731146
rand_barrel__mut_pdxJ_3__1,-6.3351517335,-0.6570887735000001,-0.0527925588
rand_barrel__mut_pdxJ_3__2,-5.5932689732,-0.7972758658,-0.1111367598
rand_barrel__del_serB__1,0.0308997194,0.043245059,0.0976422895
rand_barrel__del_serB__2,-0.0308997194,-0.043245059,-0.0976422895
rockhopper__CV104_pHDB3__1,-1.1863001225,-0.245544485,-1.3280086315
rockhopper__CV104_pHDB3__2,-0.329501078,-0.5364975125,-1.2549976659
rockhopper__CV104_pHDB3__3,-0.0182931205,-0.7831022226000001,-1.5262674848
rockhopper__CV104_pLCV1__1,-0.2450458533,-0.4889587302,-1.2795174404
rockhopper__CV104_pLCV1__2,-0.6631084397,-0.5516030241000001,-1.3731510517
rockhopper__CV104_pLCV1__3,-0.32943844110000003,-0.8755945700000001,-1.3373490718
rockhopper__wt_lb__1,0.7112981664,-0.8204090941000001,-1.3728259332000001
rockhopper__wt_lb__2,0.0768793551,-0.7147443718000001,-1.2398064386
rockhopper__wt_lb__3,0.7121385090000001,-0.8371875914,-1.0662547752
rockhopper__wt_lb_aMG__1,-3.4941014966,-0.6080147060000001,-1.4952724953
rockhopper__wt_lb_aMG__2,-2.4874885602,-0.6841078123000001,-1.3976358772
rockhopper__wt_lb_aMG__3,-2.2828276802,-0.3011924384,-1.3906874613
rockhopper__del_sgrR_lb_aMG__1,-4.2431017165,-0.0355154847,-0.8236491265
rockhopper__del_sgrR_lb_aMG__2,-3.4798020503,0.6093652507,-1.2379253064
rockhopper__del_sgrR_lb_aMG__3,-2.968575265,0.4850079333,-1.1345188754
rockhopper__del_sgrS_glyc_aMG__1,-3.3611340273,0.4133576545,-0.5585810436
rockhopper__del_sgrS_glyc_aMG__2,-2.6624970405,0.1764896267,-0.862548846
rockhopper__del_sgrS_glyc_aMG__3,-3.7282401439,0.1822175682,-1.2945285391999999
rockhopper__del_sgrS_glyc__1,-1.8866090989000002,-1.1546104944,-1.6807699151
rockhopper__del_sgrS_glyc__2,-2.3867567838,-0.8410611285,-1.6877316355
rockhopper__del_sgrS_glyc__3,0.0021107225,-1.1364165482,-2.0410533937
rockhopper__wt_lb_aMG__4,-2.6615829627,-0.2948125179,-1.0571512253
rockhopper__wt_lb_aMG__5,-3.5390182928,0.2307165732,-1.3691852483
rockhopper__wt_lb_aMG__6,-3.6449463103,0.2361938986,-1.0286376263
rockhopper__wt_glyc_aMG__1,-2.8075247824,0.3923880946,-0.6750181829
rockhopper__wt_glyc_aMG__2,-5.3555769785,-0.20167926160000002,-0.8109577943
rockhopper__wt_glyc_aMG__3,-4.8694162547,-0.2192573143,-1.1125216051
rockhopper__wt_glyc__1,-1.0036670157,-1.072345255,-1.1867504545
rockhopper__wt_glyc__2,-0.6295962872,-0.9055652420000001,-1.6767903861
rockhopper__wt_glyc__3,-1.1682203929,-0.9446438549,-1.6534572454
rockhopper__CV108_glyc_aMG__1,-0.1200215417,0.11847285440000001,0.7179084734000001
rockhopper__CV108_glyc_aMG__2,-1.3065260479,1.0312060164,0.7362325598
rockhopper__CV108_glyc_aMG__3,-3.6590432329,0.7140038909,1.006572885
rockhopper__wt_glyc__4,0.0587988532,-0.5937658972000001,0.4495414401
rockhopper__wt_glyc__5,-2.4563794173,-0.6821771107,0.5933544645000001
rockhopper__wt_glyc__6,1.0793812688,0.42258906300000004,0.2814118607
rockhopper__wt_glyc_aMG__4,-0.8827601744,0.8793683569,0.9473328476
rockhopper__wt_glyc_aMG__5,-1.8811204245000002,0.8114324727000001,0.8766874484
rockhopper__wt_glyc_aMG__6,-3.1630293784,1.010188236,0.8894083801
rockhopper__wt_glyc__7,1.2869461758,1.0302041266,0.4436912194
rockhopper__wt_glyc__8,-0.46533453090000004,0.8549552688000001,0.7616024275000001
rockhopper__wt_glyc__9,1.5805368147,1.1883128208,0.2837178844
rockhopper__wt_glyc__10,1.5438654070000002,0.1753586402,0.2635142947
rockhopper__wt_glyc__11,0.1193342289,0.3163230791,0.6403438638
rockhopper__wt_glyc__12,0.0543348956,0.2107543614,0.799820631
rpoD__wt__1,-0.6544897187000001,0.062314271600000005,-0.1991334016
rpoD__wt__2,-0.1355159333,0.020981221300000002,0.0672594889
rpoD__rpoD_mut__1,1.3420310181000001,-0.7941854351000001,1.4342793876
rpoD__rpoD_mut__2,2.4160142913,-0.7187056202000001,1.6626326727
rpoD__rpoD_mut__3,0.8566577460000001,-0.894772043,1.4639957909
rpoD__wt__3,0.7900056520000001,-0.0832954929,0.1318739127
rpoN_peptide__ctrl__1,-0.08255201940000001,0.1296534271,0.053049822600000004
rpoN_peptide__ctrl__2,0.2221556936,0.1016918896,0.0480566879
rpoN_peptide__ctrl__3,-0.1396036742,-0.2313453167,-0.10110651050000001
rpoN_peptide__nminus__1,0.3944564062,0.34453441430000004,0.13706618980000002
rpoN_peptide__nminus__2,0.3089582122,0.2273199421,0.09511590780000001
rpoN_peptide__nminus__3,0.3235639683,0.054444612600000004,0.0064846481000000004
rpoN_peptide__nplus__1,-4.9359896081,-2.2441015544,0.6642812334
rpoN_peptide__nplus__2,-4.9546868094,-2.3365802763,0.6854906353
rpoN_peptide__nplus__3,-4.8137366702,-2.429021249,0.6443695607000001
rpoN_peptide__s54_wt__1,-0.8650358762,-0.43661990580000004,-0.1823675129
rpoN_peptide__s54_wt__2,-0.6596582374000001,-0.4051532854,-0.12227496
rpoN_peptide__s54_wt__3,-0.9921787401000001,-0.7658064099,-0.217228827
rsd__wt_ee__1,-0.21253826580000001,-0.055198456300000004,0.0275274774
rsd__wt_ee__2,0.21253826580000001,0.055198456300000004,-0.0275274774
rsd__del_rsd_ee__1,0.181152268,0.1471779976,0.2019213635
rsd__del_rsd_ee__2,0.5649856479,0.0439337017,-0.0390712753
rsd__del_ssrS_ee__1,-0.310135863,0.5158699917,1.3519903585
rsd__del_ssrS_ee__2,-0.19330964150000002,0.741879544,1.0236524388
rsd__del_rsd_ssrS_ee__1,3.6716328231,0.6905274977,0.8146877847
rsd__del_rsd_ssrS_ee__2,4.106626618,0.6763993718,0.8745277252
rsd__del_rpoS_ee__1,-0.16333994740000002,0.9998480156,1.426804669
rsd__del_rpoS_ee__2,-0.3570616132,0.7908001605,1.4651412048
rsd__wt_me__1,0.6835141613,-0.4481401286,0.7968716572000001
rsd__wt_me__2,0.4109045793,-0.2842104218,0.8013290864
rsd__del_rpoS_me__1,0.4170379862,-0.9565960059,0.6549149267000001
rsd__del_rpoS_me__2,0.11023482180000001,-0.8998513971000001,0.8205452233
rsd__wt_ts__1,3.2266482868,-0.2752785846,0.7593629519
rsd__wt_ts__2,3.1630613362,-0.0661714566,-0.0186941276
rsd__del_rsd_ssrS_ts__1,2.3429518361,0.44208139420000003,0.4015656368
rsd__del_rsd_ssrS_ts__2,2.3873126384,0.6772005433,0.3277287799
rsd__del_rpoS_ts__1,2.8870740701,0.307549616,1.2304271965
rsd__del_rpoS_ts__2,2.7689892157,0.4325420667,1.2509939058000001
rsd__wt_s__1,2.7851155475000002,0.7370001396,0.4992769731
rsd__wt_s__2,2.7538112766,0.7947228899000001,0.5286353795000001
rsd__del_rsd_s__1,2.584243952,0.6265366942,0.5017949779
rsd__del_rsd_s__2,3.0292684425,0.702873162,0.5469823272000001
rsd__del_rsd_ssrS_s__1,2.058770063,0.046817131000000005,0.5881313325
rsd__del_rsd_ssrS_s__2,2.4550239054,-0.0287863353,0.6162104347
rsd__del_rsd_ls__1,5.2303166864,2.8095916156,-0.013190871500000001
rsd__del_rsd_ls__2,5.3599951051,2.8907139946,-0.1453740265
rsd__del_ssrS_ls__1,5.0199716103,1.6214946988999999,0.6011742367
rsd__del_ssrS_ls__2,5.9228078254,1.7202439346,0.0366823544
rsd__del_rsd_ssrS_ls__1,2.7467235461,1.626145106,0.808629853
rsd__del_rsd_ssrS_ls__2,3.0646607588,1.8221866807,0.7634098061
rsd__del_rpoS_ls__1,0.5738156673,-0.4435729701,0.16125053520000002
rsd__del_rpoS_ls__2,1.0332545666,0.2499759392,0.26418367130000003
sdsR_ryeA__wt_3h__1,0.0019949285,0.0607390348,0.5058222793
sdsR_ryeA__wt_8h__1,2.008328016,0.9854161343000001,-0.9476908706
sdsR_ryeA__wt_3h__2,-0.0019949285,-0.0607390348,-0.5058222793
sdsR_ryeA__wt_8h__2,1.8611797903,1.3633191369,-0.9505162484
starve_series__t00_growth1__1,-0.11853503,-0.1162594332,0.013123618200000001
starve_series__t00_growth1__2,-0.0706124421,-0.21789707020000001,0.1266291786
starve_series__t00_growth1__3,0.26470693,-0.0390931031,0.08964925530000001
starve_series__t00_growth1__4,-0.0755594579,0.3732496066,-0.2294020521
starve_series__t01_starve__1,2.4438931909,0.3011212592,-0.057824759
starve_series__t01_starve__2,2.1944335524,0.2509823202,-0.0120776311
starve_series__t02_starve__1,2.9663022788,0.24599320770000002,-1.7201995894
starve_series__t02_starve__2,3.1813601357,0.2254897546,-1.7502459853999999
starve_series__t03_starve__1,2.7597711794,0.1865250189,-2.7442175413000003
starve_series__t03_starve__2,2.9947397428,0.29741150110000003,-2.6148813271
starve_series__t04_starve__1,2.3959093575,-0.2457640049,-2.6563782168
starve_series__t04_starve__2,2.0625748796,-0.0989359497,-2.809187398
starve_series__t05_starve__1,2.3318251355,-0.4059283878,-3.0126142138
starve_series__t05_starve__2,1.6169161428,-0.11365059999999999,-3.0632475102
starve_series__t06_starve__1,3.1400921765,-0.49839722210000004,-2.8216324472
starve_series__t06_starve__2,3.2638777495,-0.5266227984,-2.8115957376000003
starve_series__t07_starve__1,4.0528722374,-0.69519003,-3.1291572271
starve_series__t07_starve__2,4.1295015588,-0.4150254805,-3.1238630715
starve_series__t08_starve__1,4.7988678999,-0.6241237979,-3.6442053812
starve_series__t08_starve__2,4.6172674888,-0.49749302510000004,-3.1883107096
starve_series__t09_starve__1,5.5340901998,-0.4726173503,-3.4352714817
starve_series__t09_starve__2,5.2737561102,-0.542362471,-3.7413366778
starve_series__t10_starve__1,5.520880641,-0.7418272175,-3.3688295218
starve_series__t10_starve__2,5.5094298432,-0.4388138997,-3.7168604671
starve_series__t11_starve__1,5.9265526867,-0.3343891317,-3.6888775332
starve_series__t11_starve__2,6.2545726747,-0.2701549198,-3.7873311474999998
starve_series__t12_starve__1,7.5819136536,-0.66584782,-3.2805276086
starve_series__t12_starve__2,7.8381670468,-0.5471229379,-3.1975675247
starve_series__t14_starve__1,8.968455934,-0.22740535580000001,-2.9254399000999998
starve_series__t14_starve__2,8.2570737409,-0.1551790915,-3.3058402389
starve_series__t16_starve__1,9.1142908533,0.14571774610000002,-2.5426471013
starve_series__t16_starve__2,9.0041199709,0.1101397587,-2.8400523983
starve_series__t17_starve__1,9.1220536657,0.6568114131,-2.3616476175
starve_series__t17_starve__2,9.0268153037,0.8115826092,-2.4301535458
starve_series__t18_starve__1,8.3222766262,0.5685006140000001,-2.3393180076
starve_series__t18_starve__2,8.9614690135,0.4785683731,-2.3778706581
starve_series__t20_starve__1,3.0417123045,1.0321860142000001,0.0323471909
starve_series__t20_starve__2,2.5807020338999997,0.9437388086,-0.1173381604
starve_series__t21_growth2__1,1.3385930844,0.4986581854,0.3218490633
starve_series__t21_growth2__2,1.081490116,0.4477479539,0.3698439028
starve_series__t22_growth2__1,1.7336143661999999,0.8295603981,0.1528311731
starve_series__t22_growth2__2,1.8628199747,1.261232904,-0.371784641
starve_series__t23_growth2__1,1.0231370685,0.7837493729,0.3277035427
starve_series__t23_growth2__2,0.7677143959,0.6160811136000001,0.3349679095
starve_series__t25_growth2__1,1.2788006194000001,0.6021980247000001,0.6772013503000001
starve_series__t25_growth2__2,0.8518119643000001,0.7722232716,0.6074208993
starve_series__t26_growth2__1,1.6325507235,0.6764084260000001,0.099429391
starve_series__t26_growth2__2,1.9768053914000001,0.9449765717,-0.2652006642
starve_series__t27_growth2__1,1.9094410007,0.7159084549,-0.13971786790000001
starve_series__t27_growth2__2,2.1348871842,0.6993574985000001,-0.0848954303
starve_series__t28_growth2__1,1.6734612574,0.4379484811,0.33822443620000003
starve_series__t28_growth2__2,1.9514462425999999,0.5651448145,0.2502416403
time_course__lb_4hr__1,-0.14851607490000002,-0.0076870539,0.056289837100000004
time_course__lb_4hr__2,-0.0786269312,0.019266396800000002,-0.019213201200000002
time_course__lb_4hr__3,0.22714300610000002,-0.011579342900000001,-0.0370766359
time_course__lb_8hr__1,0.7538707914,1.1065224839,-0.0733523536
time_course__lb_8hr__2,1.0242621377,1.056783813,-0.0861972114
time_course__lb_8hr__3,0.065826808,0.9986946118000001,-0.0931866211
time_course__lb_24hr__1,7.0255122025,1.2636971589,-1.6010518025
time_course__lb_24hr__2,7.4210839308,1.4328349415,-1.5081640842000001
time_course__lb_24hr__3,6.9622648648,1.295927954,-1.4513147673
time_course__lb_72hr__1,6.6503483123,0.5414662695,-0.1669950143
time_course__lb_72hr__2,6.0961242554,0.6384693793,0.08167641590000001
time_course__lb_72hr__3,6.5091650943,0.7589361419,0.1447338988
time_course__lb_144hr__1,1.8835971908,0.17278491840000001,0.40672018460000003
time_course__lb_144hr__2,3.0192049204,0.3781327712,0.2449355721
time_course__lb_144hr__3,3.2948010603,0.2848707697,0.0163210913
time_course__lb_192hr__1,3.2841662874,0.24861659700000002,-0.0127724675
time_course__lb_192hr__2,3.1179874086,0.051139073800000004,0.07222906180000001
time_course__lb_192hr__3,2.4615855081,0.1743720176,-0.11092351810000001
triclosan__wt__1,0.21560242770000002,0.13268318540000001,-0.0096560084
triclosan__wt__2,0.0710435962,0.2961652385,0.0099178532
triclosan__wt__3,-0.2866460239,-0.4288484239,-0.0002618449
triclosan__evo_amx_tcs__1,-1.1497750274,-0.7214772348,0.5499247772
triclosan__evo_amx_tcs__2,-1.7426668438,-1.3486647687,-0.7342758703000001
triclosan__evo_amx_tcs__3,-0.5089753273000001,-0.0745372843,0.4179873342
triclosan__evo_chl_tcs__1,-0.8503155446,-0.5299242343,-0.1131029253
triclosan__evo_chl_tcs__2,-0.9734794762000001,-0.14015032600000002,-0.0943829982
triclosan__evo_chl_tcs__3,-0.5304041181,-0.0300867871,-0.2562094459
triclosan__evo_tet_tcs__1,-2.0347834155,0.967732927,-0.3112176485
triclosan__evo_tet_tcs__2,0.1477697121,-0.0166274828,0.295810035
truHMM__48C_15m__1,3.1451968221,-1.8822811306,0.1893327639
truHMM__48C_15m__2,3.8736949248,-1.8846259921000001,0.1678613604
truHMM__48C_15m__3,0.4731486955,-1.8774067623000001,-0.6845379939
truHMM__48C_30m__1,16.4124348442,-0.5493088544,-0.5567529896
truHMM__48C_30m__2,16.3144609653,-0.5256804377000001,-0.5837742612
truHMM__48C_60m__1,14.6773930352,0.0099885624,-0.9098664675
truHMM__48C_60m__2,14.6634234726,0.0040431848,-0.9153044857
truHMM__phos_0h__1,0.0962097187,-0.0052592584,-0.0107771099
truHMM__phos_0h__2,-0.0962097187,0.0052592584,0.0107771099
truHMM__phos_2h__1,10.4920474522,-0.7766976111,-0.34537290940000004
truHMM__phos_2h__2,10.5877310466,-0.7790612087000001,-0.3597820269
truHMM__phos_4h__1,4.5769747092,-0.9144983990000001,-1.6429406242
truHMM__phos_4h__2,4.6192470147,-0.9363037388000001,-1.6432130877
truHMM__phos_4h__3,1.7855293732000002,-0.8513533915,-2.4348343635000003
control__wt_glc__1,-0.0261108127,-0.0025814055,-0.01164171
control__wt_glc__2,0.0261108127,0.0025814055,0.01164171
fur__wt_dpd__1,0.2632987629,0.9163972805,-0.6940244830000001
fur__wt_dpd__2,0.1646014735,1.0405267245,-1.072648193
fur__wt_fe__1,0.3347079348,-0.5084434435,-0.29271737000000003
fur__wt_fe__2,0.3787122056,-0.49362730250000003,-0.3638154
fur__delfur_dpd__1,-0.12011704020000001,0.8341778645,-0.37554615
fur__delfur_dpd__2,-0.11141255330000001,0.8030110295,-0.42726524
fur__delfur_fe2__1,1.9921770268999999,0.035653884500000003,-0.40719294
fur__delfur_fe2__2,2.2093502405,0.09435808450000001,-0.38888722000000003
acid__wt_ph5__1,0.5915471623,0.0792176395,-0.09708397
acid__wt_ph5__2,0.6915342499,-0.0604358165,-0.09599975000000001
acid__delgadx_ph5__1,0.3784062445,-0.0097070575,-0.25259054000000003
acid__delgadw_ph5__1,1.2129613506,-0.061254354500000004,-0.20636768
acid__delgadw_ph5__2,1.4334972916,-0.026058295500000002,-0.13596409
acid__delgade_ph5__1,1.4786805266,-0.052038598500000005,-0.03282263
acid__delgade_ph5__2,1.0796723369,-0.0777910135,-0.08436744
oxidative__wt_pq__1,0.1393478675,1.3085100935,-0.31749068
oxidative__wt_pq__2,0.0538653796,1.4555448125,-0.26522032
oxidative__deloxyr_pq__1,-0.22300783970000002,1.1684874925,-0.09725503
oxidative__deloxyr_pq__2,-0.0264839135,1.2458497015,-0.14415623
oxidative__delsoxr_pq__1,-0.9596014857,1.0304058985,-0.480100356
oxidative__delsoxr_pq__2,-0.6690221994000001,0.9661748225000001,-0.43780535
oxidative__delsoxs_pq__1,0.5965264959000001,1.2611123714999999,-0.36656416
oxidative__delsoxs_pq__2,0.7901578212,1.3326696855,-0.27357684
nac_ntrc__wt_csn__1,1.2290903668,0.6784466145,0.2274396
nac_ntrc__wt_csn__2,0.5328702132,0.5890524185,0.30784091
nac_ntrc__wt_cytd__1,-0.2093620177,0.44245937150000003,0.12546447
nac_ntrc__wt_cytd__2,-0.15895855550000001,0.4587771765,0.1488817
nac_ntrc__wt_gln__1,0.4259771658,0.7322602265,0.06384899000000001
nac_ntrc__wt_gln__2,0.2721831685,0.8357734755,0.03403801
nac_ntrc__bw_delnac_csn__1,1.3523877740999999,1.0486154195,-0.26887009
nac_ntrc__bw_delnac_csn__2,0.8874447047,1.2529465325,-0.49716302100000004
nac_ntrc__bw_delnac_cytd__1,0.40134366260000004,0.7635658775,0.3625209
nac_ntrc__bw_delnac_cytd__2,0.3393415869,0.6051893165000001,0.31627001
nac_ntrc__bw_delnac_gln__1,-0.5750107892,0.7816900235,0.20808448000000002
nac_ntrc__bw_delnac_gln__2,-0.6690789385,0.8072109705,0.1513594
nac_ntrc__bw_delnac_nh4__1,1.5845030222,0.032679981500000004,0.23073662
nac_ntrc__bw_delnac_nh4__2,2.3311633882000002,0.1080009645,0.13001687
misc__wt_no_te__1,1.0026084351,0.3735531025,-0.30092759999999996
misc__wt_no_te__2,0.6007198921,0.2535045875,-0.19214711
