,A,RpoH,Lrp
biocide__gluald_12h__2,1.0160482464,0.12943198520000002,-0.0007034072
biocide__gluald_12h__3,1.5703305396,0.2588843196,0.0020996012
biocide__h2o2_12h__1,1.5890935294,0.025610968,-0.0155269367
biocide__h2o2_12h__2,1.3608316481,0.3143001478,0.1128622521
biocide__h2o2_12h__3,1.2475813833,0.31848092100000003,0.1665842813
biocide__2ppoh_12h__1,1.6543336416,0.6859942836,-0.2664017912
biocide__2ppoh_12h__2,1.6807729061,0.7911637169,-0.2109745208
biocide__2ppoh_12h__3,2.248410804,0.7315129037,-0.22460965230000002
biocide__paa_12h__1,-0.2037892439,-0.1470212235,-0.0771626901
biocide__paa_12h__2,0.4530379818,-0.0041120485,0.08632951650000001
biocide__paa_12h__3,0.386377371,-0.04419105,-0.126444298
biocide__phe_12h__1,0.4237864362,0.7580865457,-0.1158473165
biocide__phe_12h__2,0.3359699558,0.4596520839,0.0191352529
biocide__phe_12h__3,0.8206879130000001,0.6932126304,-0.0371432234
biocide__pvp-i_12h__1,0.4448677056,0.1822320778,0.054675759500000004
biocide__pvp-i_12h__2,1.0453420901,0.3375394969,0.21173583640000002
biocide__pvp-i_12h__3,0.4919773901,0.49097773170000003,0.1110058579
biocide__bleach_12h__1,0.5262954984,0.1533617931,0.3109585009
biocide__bleach_12h__2,0.9589627582,0.11932496490000001,0.2506234194
biocide__bleach_12h__3,0.7603887712,0.0744610463,0.25477341870000003
biocide__chx_12h__1,0.6208068159,0.6016307218,0.1531974452
biocide__chx_12h__2,0.8236222102,0.48769608900000005,0.0392158831
biocide__chx_12h__3,0.6883974006,0.2947684278,0.1005570553
biocide__bzcl_30m__1,2.0333581438,0.8700050094,0.0151164533
biocide__bzcl_30m__2,1.7773989444,0.6772816085000001,0.0040793871
biocide__bzcl_30m__3,2.0298334846,0.6180347361,0.0883225602
biocide__phe_30m__1,1.1446339609,0.4473399174,-0.1386931696
biocide__phe_30m__2,-0.8957095968000001,0.6456460122000001,0.0675524992
biocide__phe_30m__3,0.5431151109,0.6281532436,-0.0020459505
biocide__pvp-i_30m__1,6.1514122409,0.5456573020000001,0.063821397
biocide__pvp-i_30m__2,6.4521728182,0.31539185540000003,0.197685151
biocide__pvp-i_30m__3,6.5828589631,0.41181472620000004,0.1206699514
biocide__ctrl_12h__1,0.6896723226,-0.062377932600000005,-0.0333952922
biocide__ctrl_12h__2,1.1064099288,0.1416260903,-0.0209348601
biocide__ctrl_12h__3,0.542750572,0.0806878602,-0.0716951635
biocide__ctrl_30m__1,0.1229981299,0.0967965175,0.0422292131
biocide__ctrl_30m__2,-0.4282312881,-0.1540876304,-0.11725373060000001
biocide__ctrl_30m__3,0.3052331582,0.0572911129,0.0750245174
clpP__wt__1,0.1838853282,-0.0163248732,0.0122314794
clpP__wt_DPTA__1,3.9127280032,1.667964784,0.1736293333
clpP__wt__2,0.4917632362,-0.1032086076,-0.15116447330000002
clpP__wt_DPTA__2,3.1651374811,1.4169878226,-0.1504876271
clpP__wt__3,-0.6756485643,0.1195334807,0.1389329939
clpP__wt_DPTA__3,4.0597024036,1.6693374852,0.12728579710000001
clpP__delclpP__1,3.1131574695,-0.2306439072,-0.5887436472
clpP__delclpP_DPTA__1,7.2165744861,1.6377074568999999,-1.0477778826
clpP__delclpP__2,3.4479918406,-0.1562317102,-0.2980172455
clpP__delclpP_DPTA__2,4.8022944088,1.3870500061,-0.7177195671000001
clpP__delclpP__3,2.8040552395000002,-0.054638331000000005,-0.3662768038
clpP__delclpP_DPTA__3,5.9518004864,1.4084831464,-0.8770339465
colombos2__delydcR__1,0.40970027140000004,0.005863047000000001,0.2255761554
colombos2__delydcR__2,-0.1737775449,0.1236416557,0.042380336500000004
colombos2__delydcR__3,-0.7877624358,0.0177845568,0.1892495313
colombos2__delyjiR__1,0.9696576845,-0.0640100734,-0.1261050642
colombos2__delyjiR__2,1.2700049126000001,0.1447987677,0.3192092715
colombos2__delyjiR__3,0.4569040024,-0.0714594653,0.2518692652
colombos2__wt__1,1.5168589158999999,-0.042585508700000003,0.1797253976
colombos2__wt__2,-2.1600834576,-0.10478912800000001,-0.15986060600000002
colombos2__wt__3,0.6432245416,0.1473746367,-0.0198647915
crp_k100__ar1_ar2__1,-3.3835133738,-1.3777973332,-0.1935429712
crp_k100__ar1_ar2__2,-2.7983610273,-1.4773479154,-0.4326962656
crp_k100__ar1_ar2__3,-0.6255828942,-1.0376550699,-0.7887569105000001
crp_k100__wt__1,0.3959497006,0.0121889444,-0.1015623957
crp_k100__wt__2,-0.2275253615,0.024063688200000002,0.1474387901
crp_k100__wt__3,-0.16842433910000001,-0.0362526326,-0.0458763944
crp_k100__K100Q__1,-0.9601357332,-0.3227925902,0.0803713733
crp_k100__K100Q__2,-1.0317239307,0.2015648165,-0.5119062306000001
crp_k100__K100R__1,0.2637441906,0.19025391530000002,-0.27927356670000003
crp_k100__K100R__2,-1.5859401545,0.24093521310000002,0.5730225613000001
crp_k100__K100R__3,0.4874517882,-0.2079714896,-0.056026278500000005
csrA__wt_t00__1,-0.6300678048,-0.15401426170000002,-0.2905834849
csrA__wt_t02_30__1,-1.8658762869,-1.6770012759,-0.6611264554
csrA__wt_t05__1,-3.1781523026,-2.2802184489,-0.2095237177
csrA__wt_t10__1,1.2332479368,-2.022406194,0.0465741016
csrA__wt_t15__1,1.931351081,-1.4324881459,-0.7236823919
csrA__delcsrA_t00__1,2.2473502535,-0.1284417775,0.1719548514
csrA__delcsrA_t02_30__1,-0.3544925003,-2.3206443761,-0.23326898840000002
csrA__delcsrA_t05__1,-2.1400120577,-2.9133666436,0.10945514790000001
csrA__delcsrA_t10__1,1.2625501701,-2.2885731084,-0.285329066
csrA__delcsrA_t15__1,1.7251316204,-1.9825442354,-1.1495040079
csrA__wt_t00__2,0.6300678048,0.15401426170000002,0.2905834849
csrA__wt_t02_30__2,-3.2102975116,-1.56975766,-0.1688397944
csrA__wt_t05__2,-3.8276213749,-2.2896105654,0.32704139520000003
csrA__wt_t10__2,0.8923303002,-2.3039807889,0.6150573044000001
csrA__wt_t15__2,1.0787727346,-1.756327039,-0.1656765504
csrA__delcsrA_t00__2,2.2857934665,-0.0613870909,0.0341793597
csrA__delcsrA_t02_30__2,-0.8383718264000001,-2.4824356578,-0.6421622917
csrA__delcsrA_t05__2,-1.1667360273,-2.7915694681,-0.255628209
csrA__delcsrA_t10__2,0.7709877844,-2.4624678232,-0.2651201521
csrA__delcsrA_t15__2,1.3523185806,-1.8000880869,-0.8207078284
cstr_pfr__str_0005m__1,-0.0621052304,-0.058383942300000005,-0.3445434606
cstr_pfr__str_0010m__1,0.5372078202,-0.12871399,-0.7996104551000001
cstr_pfr__str_0025m__1,0.8354714374000001,-0.038215857,-0.3452099892
cstr_pfr__str_0045m__1,0.5434766078000001,-0.023647642400000002,-0.2855231078
cstr_pfr__str_0075m__1,-0.4057685427,-0.0526297764,-0.2563410183
cstr_pfr__str_0120m__1,0.037950079500000004,-0.0846694482,-0.1994761578
cstr_pfr__str_0210m__1,0.1291427935,-0.0713800941,-0.17609901020000002
cstr_pfr__str_0330m__1,0.1018012579,-0.0220097983,-0.21542465400000002
cstr_pfr__str_1500m__1,0.1129338814,0.057130405200000005,-0.22634776210000002
cstr_pfr__str_1560m__1,0.3380254198,0.1236441667,-0.2073601722
cstr_pfr__str_1680m__1,0.0402160396,0.0828659986,-0.2382485523
cstr_pfr__str_ref1__1,0.1333666801,-0.0197742825,0.0114144233
cstr_pfr__str_ref2__1,0.3590980668,0.0208300656,0.1187371428
cstr_pfr__str_ref3__1,-0.1590408671,-0.0221557,0.034663033100000004
cstr_pfr__pfr_P5_0005m__1,0.3975812298,0.5155296776,0.0548031132
cstr_pfr__pfr_P5_0010m__1,0.6967951402,0.31638013200000004,-0.5935767820000001
cstr_pfr__pfr_P5_0025m__1,1.1680395375,0.468378913,-0.1909418746
cstr_pfr__pfr_P3_0025m__1,0.5463866649,0.2301059982,-0.2649798333
cstr_pfr__pfr_P1_0025m__1,0.5666388168000001,-0.0053728029,-0.3598604976
cstr_pfr__pfr_P5_0045m__1,0.9612071469000001,0.49833966,-0.12564328630000002
cstr_pfr__pfr_P5_0120m__1,0.5410685971,0.4171799584,0.024837331400000003
cstr_pfr__pfr_P3_0120m__1,0.44196191970000004,0.0489384515,-0.1600792677
cstr_pfr__pfr_P1_0120m__1,0.3766249882,0.7006868963,-0.2443708622
cstr_pfr__pfr_P5_0210m__1,0.7496666456000001,0.41307770720000003,-0.0354330566
cstr_pfr__pfr_P5_1500m__1,1.0246305573,0.6177323955,-0.0257498282
cstr_pfr__pfr_P3_1680m__1,-0.2228178726,0.40736130610000004,0.0226273508
cstr_pfr__pfr_P5_1680m__1,0.9569211400000001,0.5924872773000001,-0.0055594918
cstr_pfr__pfr_P1_1680m__1,0.4562889351,0.1499828712,-0.1610405185
cstr_pfr__str_0005m__2,-0.2902416544,-0.2086451409,-0.5409571444
cstr_pfr__str_0010m__2,0.10549942300000001,-0.1402149489,-0.8863760958
cstr_pfr__str_0025m__2,0.1184549875,-0.1002038142,-0.5739675721
cstr_pfr__str_0045m__2,-0.1207235422,-0.0647891668,-0.35742637860000004
cstr_pfr__str_0075m__2,0.37186175380000003,-0.0508059277,-0.3441431397
cstr_pfr__str_0120m__2,-0.2915403427,-0.0897254511,-0.2065336064
cstr_pfr__str_0210m__2,-0.49685428810000004,-0.0643048866,-0.21575722020000002
cstr_pfr__str_0330m__2,0.09437740900000001,-0.0149035495,-0.26116448070000003
cstr_pfr__str_1500m__2,-0.9139600487,0.0584244804,-0.0574362878
cstr_pfr__str_1560m__2,-0.0977183397,0.034938328000000005,-0.1680130121
cstr_pfr__str_1680m__2,-0.39255603240000003,0.09221849330000001,-0.2236464386
cstr_pfr__str_ref1__2,-0.1333666801,0.0197742825,-0.0114144233
cstr_pfr__str_ref2__2,-0.1587669659,-0.059648176000000004,-0.0016717844
cstr_pfr__str_ref3__2,-0.1331041866,-0.19477361910000002,0.0220153869
cstr_pfr__pfr_P5_0005m__2,0.7249289782,0.4411982706,-0.26527329450000003
cstr_pfr__pfr_P5_0010m__2,0.37214291990000004,0.3132681761,-0.5191797847
cstr_pfr__pfr_P5_0025m__2,0.5835810045000001,0.3436478113,-0.2924074514
cstr_pfr__pfr_P3_0025m__2,0.8014195094000001,-0.0087828998,-0.4826835404
cstr_pfr__pfr_P1_0025m__2,0.5541825119,-0.1766708288,-0.5789143734000001
cstr_pfr__pfr_P5_0045m__2,1.3541455666,0.17924535090000002,-0.4056403093
cstr_pfr__pfr_P5_0120m__2,1.0196420974,0.39012519100000004,-0.0507749616
cstr_pfr__pfr_P3_0120m__2,0.3688663716,0.0454113904,-0.1264807345
cstr_pfr__pfr_P1_0120m__2,0.5288069438,-0.0046490247000000005,-0.26857900160000003
cstr_pfr__pfr_P5_0210m__2,-0.5304206561,0.7158102234,0.20145378560000002
cstr_pfr__pfr_P5_1500m__2,1.1327634592,0.6708412827,-0.0207410902
cstr_pfr__pfr_P3_1680m__2,0.9890690923000001,0.6742533642,-0.13657868
cstr_pfr__pfr_P5_1680m__2,0.5223873481,0.3716944468,-0.1272445382
cstr_pfr__pfr_P1_1680m__2,-0.0171988751,0.1211421691,-0.275260704
darobactin__daro_30m__1,-0.5763885518,1.1518671554,1.0529664688
darobactin__daro_30m__2,0.1859623303,1.0840219086,0.5934989137000001
darobactin__solv_1h__1,0.8220361860000001,0.8828671465,1.6911946732
darobactin__solv_1h__2,0.8626257149000001,0.6848148285,1.2926306545
darobactin__daro_1h__1,4.876019884,1.5249955168,1.7992458798
darobactin__solv_1h__3,0.8664874086000001,0.9735916133,1.6317869199000001
darobactin__daro_1h__2,4.6888220018,1.3330477617,1.9179679401
darobactin__daro_1h__3,4.4910286582,1.5470660205,1.9506005048000001
darobactin__daro_30m__3,0.2439900206,0.9525521489000001,1.0429010839
darobactin__solv_30m__1,0.6309299684,0.5485467023,0.20242967750000002
darobactin__solv_15m__1,1.0529220565,0.1792420171,-0.2145704015
darobactin__solv_15m__2,-0.3106106617,-0.1023482852,0.1365822075
darobactin__daro_15m__1,-0.5540063137,0.8710434434000001,0.5004617771000001
darobactin__solv_15m__3,-0.7423113948000001,-0.076893732,0.0779881941
darobactin__daro_15m__2,-0.0846448598,0.8713966586,0.2948986122
darobactin__daro_15m__3,-0.23356800260000002,1.1437447845,0.8446496959
darobactin__solv_30m__2,0.6237138005,0.1411326733,0.0426769097
darobactin__solv_30m__3,-0.6062798195,0.1471452053,-0.1246075155
ddp__pNT3_aroP__1,-1.3515662945,-0.6632676537000001,0.6757019487
ddp__pNT3_aroP__2,-1.4890147586,-0.7577552336000001,0.9323828138
ddp__pNT3_bamC__1,-4.933736648,-0.4956258995,2.3501929199
ddp__pNT3_bamC__2,-3.9904841342,-0.5690055027,2.100328289
ddp__pNT3_cusA__1,-0.07531270080000001,-0.3053419201,1.9308596665
ddp__pNT3_cusA__2,0.9797567928,-0.402027534,1.5144632754
ddp__pNT3_hemX__1,-4.1679458273,0.28668310880000003,1.4066131713
ddp__pNT3_hemX__2,-4.3828352891,0.1367043016,1.326672425
ddp__pNT3_empty__1,1.8136096859,0.0313551477,-0.0295048368
ddp__pNT3_empty__2,-1.8136096859,-0.0313551477,0.0295048368
ddp__pNT3_topA__1,-3.7651095502,0.07159606,1.8077817754
ddp__pNT3_topA__2,-4.9247564387,-0.020050373,1.8459966822
ddp__pNT3_yicR__1,-1.3313937099,0.3317104308,0.9331261512000001
ddp__pNT3_yicR__2,-1.8205593768,0.14989789650000002,0.8973512676000001
ddp__pNT3_yqjD__1,0.6546907583,-0.0033253308000000003,0.3802912829
ddp__pNT3_yqjD__2,-0.8607591307,-0.2070812121,0.6705792629
ecomics__del_gabT__1,-0.7292586923000001,0.021382250000000002,-0.2334562051
ecomics__del_gabT__2,0.7292586923000001,-0.021382250000000002,0.2334562051
ecomics__del_putP__1,1.0077609479,0.0621222528,0.1000086642
ecomics__del_putP__2,-1.3280613766,-0.111230806,0.2055265863
ecomics__del_entF__1,-2.6444619529,-0.4188601785,0.60750059
ecomics__del_entF__2,-5.8747326931,-0.006227551400000001,0.29557788560000003
ecomics__del_entF__3,-4.9309601963,-0.1307222496,0.33007335660000003
ecomics__del_cysA__1,-2.0051713981,-0.3507468936,0.5622904888
ecomics__del_cysA__2,-2.6725255627,-0.3084253768,0.5628398447
elyC__wt_21C__1,1.6454085941,-0.0919008297,0.6647280133
elyC__wt_21C__2,1.4281246144,-0.4926689447,0.712135256
elyC__wt_21C__3,1.4674207613,-0.2879982153,0.6685773982000001
elyC__wt_37C__1,0.1774627262,-0.2388547972,-0.11956988630000001
elyC__wt_37C__2,0.0489047389,0.043533416400000004,0.1826341877
elyC__wt_37C__3,-0.2263674651,0.1953213808,-0.06306430140000001
elyC__delelyC_21C__1,1.7157493863000002,-0.3276881031,0.8489266886
elyC__delelyC_21C__2,2.0804300115,-0.2557150595,1.0205093792
elyC__delelyC_21C__3,1.7027677896,-0.2953879963,0.8326768395
elyC__delelyC_37C__1,0.0165561259,-0.14631855800000002,0.0820648707
elyC__delelyC_37C__2,-0.2656891346,-0.0124592982,-0.0366604052
elyC__delelyC_37C__3,0.065650769,-0.25719798380000003,0.07738094720000001
evo_acid_w__F9_2__1,-3.1584487512,0.4641802105,0.98174364
evo_acid_w__F11_1__1,-0.9532292296,-0.3642585728,-0.0207328052
evo_acid_w__F11_1__2,-0.3747942141,-0.3265962872,0.0260785233
evo_acid_w__F11_1__3,0.0049143963,-0.3276631474,0.101717161
evo_acid_w__wt__1,-1.1680500035,-0.0972753558,0.2935515267
evo_acid_w__F11_2__1,-0.3267652743,0.1182961627,0.3025870001
evo_acid_w__B11_2__1,-2.2366838528,-0.1389461781,0.5249678536
evo_acid_w__F11_2__2,0.1410302906,0.4699478623,0.08087034130000001
evo_acid_w__wt__2,-0.7625768855,-0.291292799,-0.4273930607
evo_acid_w__B11_1__1,1.4728952701,0.614414429,0.3959760323
evo_acid_w__H9_1__1,-0.46912740220000004,0.6692749026,-0.7719558461
evo_acid_w__H9_2__1,0.2978234889,0.35234203750000004,0.4110651925
evo_acid_w__B11_2__2,-1.9065752895,-0.19911724390000002,0.4524613831
evo_acid_w__wt__3,-1.4073542237,-0.2068442721,-0.3402133586
evo_acid_w__H9_2__2,0.11315293700000001,0.24599051660000001,0.3635407714
evo_acid_w__B11_2__3,-1.9510197737000001,-0.1798013484,0.5364978286000001
evo_acid_w__F11_2__3,-0.1773913876,0.4482815169,0.06895210660000001
evo_acid_w__F9_2__2,-3.120251904,0.4619686014,0.7655117353
evo_acid_w__wt__4,0.19118310460000001,0.5552144439,0.7802801155
evo_acid_w__wt__5,0.0510958107,0.3133216947,0.9563882946000001
evo_acid_w__wt__6,0.8905369334000001,-0.47765543260000004,-0.7213502885
evo_acid_w__H9_1__2,-0.44009432260000003,0.4321833331,-0.9132371755
evo_acid_w__F9_1__1,-1.6481030277,-0.3593543958,0.6874173466
evo_acid_w__F9_1__2,-1.4753656117,-0.5214160296,0.43755669999999997
evo_acid_w__B11_1__2,1.3231315749,0.376674971,-0.1640173815
evo_acid_w__H9_2__3,-1.3016153872,0.013955432,0.4633929518
evo_acid_w__wt__7,-0.032069188900000004,0.46115499120000003,0.2677716827
evo_acid_w__F9_1__3,-1.692448525,-0.42321291600000005,0.418327859
evo_acid_w__F9_2__3,-3.2837874214,0.4082864485,1.0090743947
evo_acid_w__wt__8,1.7421565384000002,-0.2392540961,-0.4506276375
evo_acid_w__B11_1__3,1.5109933889,0.28278794290000003,0.08505589720000001
evo_acid_w__wt__9,0.4950779146,-0.0173691741,-0.3584072742
evo_bz__c3_1_bz__1,2.7028365459,1.2611712989,0.5133438553
evo_bz__c3_1_bz__2,2.1486345321,-0.2490217381,0.7046198992
evo_bz__c3_1_bz__3,1.9427074801000002,-0.270691505,0.5004833076
evo_bz__c3_1_bz__4,2.3430387744,-0.1548730206,0.35441214860000003
evo_bz__g5_1_bz__1,5.3262981667,0.6826904810000001,1.6410904541
evo_bz__g5_1_bz__2,4.9240599828,0.9554048464,0.47678163370000004
evo_bz__g5_1_bz__3,3.9504740178,0.5114734327,1.1553954099000001
evo_bz__g5_1_bz__4,2.8294621750999998,-0.1470693806,1.2420197492
evo_bz__g5_1_bz__5,3.3520228864,-0.2308147694,1.1230839757
evo_bz__g5_1_bz__6,3.3581846952,-0.10774559510000001,1.25345319
evo_bz__w3110d13__1,-0.7850763687000001,0.1274806176,-0.2813310122
evo_bz__w3110d13__2,0.0353712539,0.039649275000000005,0.22121202140000001
evo_bz__w3110d13__3,0.4655469157,-0.0749091452,0.1647737698
evo_bz__w3110d13__4,-0.6684364533,0.10618756480000001,-0.2282206069
evo_bz__w3110d13__5,0.48230240480000003,-0.0376140302,-0.1912132611
evo_bz__w3110d13__6,0.4702922476,-0.160794282,0.314779089
evo_bz__w3110d13_bz__1,2.7715489641,0.6785403064000001,0.47990500760000004
evo_bz__w3110d13_bz__2,2.7968683688000002,0.7958012459,0.4767462776
evo_bz__w3110d13_bz__3,1.4022044111,-0.43790073760000003,0.4950159114
evo_bz__w3110d13_bz__4,2.1084074631,0.3528294878,0.6584069299
evo_bz__c3_1_bz__5,2.3782920391,0.8683196039000001,0.3264376297
evo_bz__c3_1_bz__6,2.9893895049,1.4696870528,0.4841839974
evo_bz__g5_2_bz__1,1.8262668266,-0.9991436906000001,0.9759841434000001
evo_bz__g5_2_bz__2,2.0161328019,-1.093394255,0.6436066375
evo_bz__g5_2_bz__3,3.2393042024,-1.1084248528,0.0506435357
evo_bz__g5_2_bz__4,1.5190603688,0.4130313467,0.4709963548
evo_bz__g5_2_bz__5,1.4319799874,0.6103630724,0.5467788408
evo_bz__g5_2_bz__6,2.6634815053,0.8720918775000001,0.6440852474000001
evo_bz__w3110d13_bz__5,1.9609772084000001,-0.2100140732,0.20524776720000001
evo_bz__w3110d13_bz__6,1.6067220961,-0.1463287758,0.414003043
evo_bz__a1_1_bz__1,2.927258114,0.1749367521,1.0314138197
evo_bz__a1_1_bz__2,1.4073223073,-0.1348891132,0.9776055061000001
evo_bz__a1_1_bz__3,2.3285604646999998,-0.34652903900000004,0.42285493490000003
evo_bz__a1_1_bz__4,1.4478806577,0.0289578544,0.9258231409000001
evo_bz__a1_1_bz__5,2.7443488333,0.08519368940000001,0.39252543700000003
evo_bz__a1_1_bz__6,2.0699479891,-0.22449360710000002,0.3675955966
evo_metab__wt__1,-0.16784174030000001,-9.7061e-06,-0.6987594427
evo_metab__del_zwf__1,-0.3162873532,0.311275036,0.21893339
evo_metab__zwf_ale1__1,0.2903485838,0.3202284875,-0.32595251140000003
evo_metab__zwf_ale2__1,0.8170091358,0.6012262069000001,-0.4676213152
evo_metab__del_ppk__1,0.25503283930000004,0.0856510872,-0.6919078386
evo_metab__ppk_ale1__1,-0.0573695612,0.2034072072,0.07441603620000001
evo_metab__ppk_ale2__1,2.3346421464000002,-0.1260403042,-1.4814481066
evo_metab__ppk_ale3__1,2.4039966967,-0.012806414300000001,-0.4922183747
evo_metab__del_dapF__1,0.4818951664,-0.0800959943,-0.8995050710000001
evo_metab__dapF_ale1__1,0.0755304995,0.502175825,-0.0430858747
evo_metab__dapF_ale3__1,0.3827560358,0.0358405936,0.328357881
evo_metab__del_entC__1,-0.0631650148,0.0413255327,-0.0534080917
evo_metab__entC_ale1__1,-1.5707533487,-0.1846168094,0.3174450166
evo_metab__entC_ale2__1,0.34364276390000004,0.4989606366,-0.1036710025
evo_metab__del_dgk__1,0.6016778060000001,-0.1297151957,-0.3517465696
evo_metab__dgk_ale1__1,0.6400103686,0.5553304880000001,0.5192796098
evo_metab__dgk_ale2__1,0.3196875661,0.8030722081,0.1308822454
evo_metab__dgk_ale3__1,-1.1088177706,0.44502296080000003,-0.424197062
evo_metab__wt__2,-0.6761540727,-0.0435321107,0.4053826272
evo_metab__del_zwf__2,1.3474978117,0.3377066971,-0.4372174062
evo_metab__zwf_ale1__2,1.7436850057000002,0.9144739486000001,0.8743043845
evo_metab__zwf_ale2__2,0.9130507539,0.44552783970000004,0.6255071712
evo_metab__del_ppk__2,-0.2063956629,-0.2690015638,0.9035958732
evo_metab__ppk_ale1__2,0.8948281111,0.1910748498,0.5011373763
evo_metab__ppk_ale2__2,0.7008084386,-0.35705673860000003,0.2909867432
evo_metab__ppk_ale3__2,-0.2195739425,-0.1824377332,0.0166781812
evo_metab__del_dapF__2,1.8205720045,0.3402541941,-0.2262872166
evo_metab__dapF_ale1__2,4.4642663851,0.6509549377,0.0553749022
evo_metab__dapF_ale3__2,2.1654777364,0.4451460318,0.3705303764
evo_metab__del_entC__2,-0.0726489427,-0.43882689150000004,0.6758979615
evo_metab__entC_ale1__2,0.5137822512,-0.0894869039,0.0595006877
evo_metab__entC_ale2__2,2.7891077541,0.5415588733,0.6567124508000001
evo_metab__entC_ale3__1,1.9592689068,0.1654389883,0.37708467960000003
evo_metab__del_dgk__2,0.46650958210000004,-0.3133294393,0.2298474415
evo_metab__dgk_ale1__2,1.9415249508999999,0.29558915410000003,0.5212395903
evo_metab__dgk_ale2__2,1.9040981805000001,0.1858448019,0.32747520890000004
evo_metab__dgk_ale3__2,0.7591597192,-0.0370362912,0.1956860706
evo_metab__wt__3,0.843995813,0.0435418168,0.2933768154
evo_metab__del_zwf__3,-0.7740810665000001,-0.13932550600000002,0.3530191183
evo_metab__zwf_ale1__3,1.3221468475,0.7769459679,0.8308271177000001
evo_metab__zwf_ale2__3,0.1645375974,0.4901046746,0.3140367952
evo_metab__del_ppk__3,1.0340888453,-0.1661218739,0.4424675904
evo_metab__ppk_ale1__3,0.4646707396,-0.1374696266,0.2045211275
evo_metab__ppk_ale2__3,0.20838962330000002,-0.20764290130000002,0.570620766
evo_metab__ppk_ale3__3,0.3555110949,0.0588392918,0.1584720506
evo_metab__del_dapF__3,1.874529345,0.28213058350000003,-0.46978876070000003
evo_metab__dapF_ale1__3,3.8668905666,0.846498798,-0.5714079609
evo_metab__dapF_ale3__3,1.8309982071,0.36479146970000004,-0.2061103138
evo_metab__del_entC__3,-0.6188575607,-0.4386837142,0.28556949470000004
evo_metab__entC_ale1__3,1.6456881235,-0.379778117,-0.1080755974
evo_metab__entC_ale2__3,0.7817059726000001,-0.0152328284,-0.1668364591
evo_metab__entC_ale3__2,-0.0146430446,-0.049179486800000005,0.1830116386
evo_metab__del_dgk__3,0.1738413133,-0.59288416,0.3225783879
evo_metab__dgk_ale1__3,0.9953734419,-0.0719614911,0.3390267838
evo_metab__dgk_ale2__3,0.5379271822,0.5172972307,0.3525498406
evo_metab__dgk_ale3__3,0.1383755552,-0.02702464,0.056790971700000005
flag_reg__wt__1,-0.2867263917,-0.0789189353,-0.0900831628
flag_reg__del_fliA__1,0.49663956410000004,-0.049878357400000004,0.09938717050000001
flag_reg__del_flhC__1,-0.49913871200000004,-0.1125060682,0.0008525029000000001
flag_reg__del_flhD__1,-2.1392255308,-0.2072808398,0.0641294674
flag_reg__wt__2,0.2867263917,0.0789189353,0.0900831628
flag_reg__del_fliA__2,-1.0582812744,-0.2048932211,0.0428252215
flag_reg__del_flhC__2,2.2750707726,0.18334966260000002,-0.13102121560000002
flag_reg__del_flhD__2,-0.4778133913,-0.0875178061,-0.0087000389
flgM__27C__1,0.1504018679,-0.944373608,0.1026091301
flgM__27C__2,0.9599195157,-0.6516947863,0.283112284
flgM__27C__3,0.6150225707,-0.8160466114,0.27994633280000003
flgM__32C__1,0.7424065716,-0.7081113537,0.1902086395
flgM__32C__2,0.5189433933,-0.5190763594,0.11612324360000001
flgM__32C__3,0.38080395640000003,-0.6372723612,0.09240823790000001
flgM__37C__1,0.0688184932,-0.021637011600000002,0.0016942774
flgM__37C__2,0.3765021266,0.0270719203,0.021957981
flgM__37C__3,-0.44532061980000004,-0.0054349088,-0.0236522584
flgM__42C__1,-0.9541982541,-0.0439527262,-0.0084512318
flgM__42C__2,-0.7140975954000001,0.0356121396,-0.055699941600000004
flgM__42C__3,0.2902270509,-0.0636901746,-0.0976466485
histone__untreated__1,0.20360074820000001,-0.0305062655,-0.029498764700000003
histone__untreated__2,-0.5097214488,0.3542089997,0.0311821233
histone__untreated__3,0.3061207006,-0.3237027342,-0.0016833585
histone__10ug_H2A__1,0.1828336606,-0.29412991800000005,-0.11773795890000001
histone__10ug_H2A__2,-0.15713949230000002,0.0435517897,-0.11458857260000001
histone__10ug_H2A__3,0.46480048970000004,-0.4788007131,0.0217526694
histone__50ug_H2A__1,0.8531478351,-0.2066760949,0.0297424011
histone__50ug_H2A__2,1.0611013452,-0.2594328068,-0.07473409190000001
histone__50ug_H2A__3,1.2366863717,-0.12426031920000001,-0.1823935378
histone__100ug_H2A__1,1.1744723159000001,0.0759098864,0.0365516841
histone__100ug_H2A__2,1.2960487641,-0.0094063932,0.0361347527
histone__100ug_H2A__3,1.4892558193,0.0463317466,-0.0174878901
hns__del_hns_spike__1,1.1676860076,-0.482014247,0.15356988900000001
hns__del_hns_spike__2,-1.1147422989,0.3192071762,0.7517151929
hns__del_hns__1,1.2424835477,-0.49278217970000004,0.15442835500000002
hns__del_hns__2,-1.110452397,0.38703315050000003,0.3693152416
hns__wt_spike__1,-0.7761385356,-0.563053696,-0.2709244787
hns__wt_spike__2,2.0406751829,1.1155056368,0.23572307820000002
hns__wt__1,-0.5284523136,-0.7506201543000001,0.1473786562
hns__wt__2,0.5284523136,0.7506201543000001,-0.1473786562
hns_stpA__evo100G4_delhns_delstpA__1,0.6038575981000001,-0.4325522892,-0.6266583480000001
hns_stpA__evo100G4_delhns_delstpA__2,1.5234898642,-0.3852613388,-0.6146984647
hns_stpA__evo100G12_delhns_delstpA__1,0.7438950444,0.5213748129,-0.0193616986
