,A,Crp,CytR
SRX2391462,-0.1377652322,0.0613117897,0.0059430977
SRX2391463,-0.8681269468,0.0752505852,0.1144811039
SRX2391464,-1.0164458504,0.0646232551,0.07985779130000001
SRX2391465,-0.1002616642,0.0745769649,0.0308901952
SRX2391466,0.0975487532,0.0132959954,0.0444505408
SRX2391467,-0.0330241898,0.0309166155,0.0173435215
SRX2391468,-0.0308127492,0.050854043200000004,-0.0442960091
SRX2391469,0.0621045226,0.0781229599,0.047879455200000004
SRX2391470,0.488156154,0.269221989,-0.0570367226
SRX2391471,0.7879664984,0.0489485095,-0.1863482764
SRX2391472,0.20802381490000002,0.2725286431,-0.3298193373
SRX2391473,0.1590892593,0.079938994,-0.07889213070000001
SRX2391474,-0.1812534299,-0.0319597258,-0.1294717185
SRX2391475,0.051012541800000005,0.2169729199,-0.4157922109
SRX2391476,0.1428833252,0.3349589161,-0.30441905420000004
SRX2391477,0.3685655485,0.1103821889,-0.1435878259
SRX2391478,0.84900204,0.3563764866,-0.16369451570000002
SRX2391479,-0.580641897,0.3086663712,-0.1721270547
SRX2391480,0.4778131453,0.48358926430000004,-0.2246661801
SRX2391481,0.4727698778,0.3481544716,0.1148552629
SRX2391482,0.6964730254,0.48077671120000004,-0.0739268503
SRX2391483,0.39313838030000003,0.2107291755,0.12887640990000002
SRX2391484,0.7825451021000001,-0.0935369191,0.10199186340000001
SRX2391485,0.54275057,-0.24873146470000002,0.0481428907
SRX2391486,0.1587927493,-0.2016487162,-0.0489207557
SRX2391487,-0.27262438370000003,-0.14117476780000002,0.0308041145
SRX2391488,0.057193653500000004,-0.126103141,-0.0325733992
SRX2391489,-0.0613223169,-0.1334760396,-0.010312501600000001
SRX2391490,-0.3367948531,-0.0672349899,0.0836085406
SRX2391491,0.2730161723,0.0576004129,-0.0333414442
SRX2391492,-0.7165044936,0.2009926933,0.24840480580000002
SRX2391493,0.0968794828,0.1707298308,0.1883657923
SRX2391494,-0.0287444596,0.0692396961,0.0686488254
SRX2391495,0.0330241898,-0.0309166155,-0.0173435215
SRX2391496,-0.0480809093,-0.0359995768,0.0896442487
SRX2391497,0.0174675653,0.058544858000000005,0.11802310560000001
SRX2391498,0.15700889999999998,-0.048752147,-0.2509021402
SRX2391499,0.6359731702,0.0814724538,-0.4243790867
SRX2391500,0.5222120546,0.14086945920000002,-0.4028567449
SRX2391501,0.3543904734,-0.0582763844,-0.1206873224
SRX2391502,0.4194355153,-0.2331385879,-0.13116450840000002
SRX2391503,-0.1808754354,0.0354719414,-0.2882905139
SRX2391505,0.29206921080000003,0.305318221,-0.3470815164
SRX2391506,0.3009416652,0.0945138693,-0.1660273817
SRX2391507,0.626218488,-0.0124149267,-0.1221502752
SRX2391508,-0.8889973178,0.3356911857,-0.45986538460000004
SRX2391510,0.5067707167000001,0.41076687230000003,-0.2699705457
SRX2391512,0.7125212505,0.3983587121,-0.3686873637
SRX2391513,0.6158478465,0.2226821065,-0.0837881124
SRX2391514,0.1216196408,0.03072544,0.057478708600000004
SRX5632598,1.4814499676000001,0.9297661229,1.3053531791
SRX5632599,0.5352823547000001,0.5458194559,0.6877612404
SRX5632600,2.0982444629,0.8896791535,1.186391016
SRX5632601,1.1598477304,0.7544298497,1.2157715589
SRX5632602,2.2615375463,0.9083268103000001,0.8891687041
SRX5632603,1.5366079661,0.8378540299,1.4187529433
SRX5632604,1.9718259402,1.2087494064,1.3687765844
SRX5632605,3.0078083294,1.1494446188,1.3638435643
SRX5632606,-0.2021799718,0.7221774194,1.1637827974000001
SRX5632607,0.15798054690000002,0.3322589038,0.2792606393
SRX5632608,-0.5122840129,-0.0405799602,0.019943581300000002
SRX5632609,0.5566554375,0.0211711041,-0.0569933263
SRX5632610,-1.1871131942,0.32684287360000003,0.31073410090000003
SRX5632611,-0.0443714247,0.019408856000000002,0.037049745
SRX5632612,-1.2573192798,0.3689308805,0.4240564137
SRX5632613,-1.8873807155,0.221949515,0.9016053001000001
SRX5632614,0.3999095519,0.1618995187,0.1636359454
SRX5632615,0.8550466326,0.2420582473,0.21876274780000002
ERX2874132,-1.3993463059,0.4265026615,0.21677853430000002
ERX2874133,-2.644568963,0.7271404589,0.0009588569
ERX2874134,-3.6332358647,0.8519065269,-0.0686022693
ERX2874135,-1.9617624059,0.5921076495,0.24618499700000002
ERX2874136,-1.5958319833,1.0354136519,0.0359077375
ERX2874137,0.6496241671,0.7451035267,0.44316813250000003
ERX2874138,-0.9763401260000001,0.8182462086000001,0.5269643296000001
ERX2874139,-2.039559399,0.7045028161,0.17065986530000002
ERX2874140,0.0363802694,-0.139956359,0.0454557463
ERX2874141,-0.0363802694,0.139956359,-0.0454557463
ERX2874142,-2.6084684523,0.5908025523,-0.3339807205
ERX2874143,-3.4465241593,0.9994652368,-0.2764357071
ERX2874144,-0.5856148924,0.7827099169,0.6106754794
ERX2874145,-1.0985756535,0.7206732189,0.5137039956
ERX2874146,0.1618937378,0.5565290979,-0.0966080047
ERX2874147,-0.194520368,0.5652993358,-0.32066026950000004
SRX1300292,0.5922624713,-0.2183604482,-0.0155976528
SRX1300293,-0.5922624713,0.2183604482,0.0155976528
SRX1300299,0.3134148195,0.0496916416,0.3765692431
SRX1300300,-0.0066053824,0.2503393265,0.10568919880000001
SRX1300304,-2.1089661641,0.39555321730000004,1.1194863234
SRX1300305,0.1755889762,0.11605645020000001,0.23435253350000002
SRX1300306,-0.6850836359,0.2931170004,0.5845361116000001
SRX1300310,-2.2400792324,0.3087574011,0.7891324780000001
SRX1300311,-1.8617716215,0.0756466625,0.8512269798000001
SRX7291195,-0.0383391124,0.2997067975,0.09771400250000001
SRX7291196,-0.0842505471,0.2171652813,0.0185589998
SRX7291197,-0.515660731,0.20048826090000002,-0.0858606056
SRX7291198,0.43446384530000004,0.0055111309,0.0142515716
SRX7291199,-0.3900751633,0.0383910612,0.0332466694
SRX7291200,-0.044388682000000006,-0.0439021921,-0.047498241000000004
SRX7291201,-0.6464574344,0.2526018277,-0.031098805700000003
SRX7291202,-0.42872772340000004,0.270288277,0.23856322840000002
SRX7291203,-0.566439039,0.2825423364,0.13769780280000002
SRX7291204,0.3304670692,0.1877512114,0.1606391534
SRX7291205,0.38870479820000003,0.1650360705,0.0699885853
SRX7291206,0.5086883021,0.1449864971,0.12958083750000002
SRX2436955,-0.30734966550000004,0.45212262210000004,-0.0439934087
SRX2436956,-5.5210681107,0.0515482653,1.288261072
SRX2436957,-6.0201214293,0.1563578091,1.102102041
SRX2436958,-4.2827831691,0.2851965476,1.121491108
SRX2436959,-1.2719654311,0.1360930215,0.6895134786
SRX2436960,-0.7765503693,0.1526137479,1.3327839527
SRX2436961,-0.9605999739000001,0.7470542054,1.5943791646
SRX2436962,-0.3830765446,-0.0330759678,1.261412801
SRX2436963,-0.9841762924,0.0921125297,0.4436356578
SRX2436964,1.5298374545,0.0459686345,1.5086228828000001
SRX2436965,-19.1620201901,-1.7381250601,-0.1073813525
SRX2436966,-1.053149744,0.1060124781,0.5071779475
SRX2436967,-0.44025526530000003,0.7565786075,1.7831416935000002
SRX2436969,-1.6276290732,-0.0206086192,0.42969632680000003
SRX2436970,-1.3462690069,0.2191212157,0.278379488
SRX2436971,-0.0406462487,0.701250519,1.7783213663000002
SRX2437029,-0.6862960893000001,0.0061447768000000005,1.5225073249
SRX2437030,-0.3392782379,0.5616911087,-0.3063328581
SRX2437031,-2.25404643,0.2075206627,-0.2644763312
SRX2437032,-2.5200693052,0.07605606050000001,-0.1672985175
SRX2437033,3.3686526589,-0.0229880917,-0.2839668315
SRX2437034,-18.9200947846,-1.7211272316000001,-0.06974018750000001
SRX2437035,-3.95965269,0.33539129840000004,0.4601857354
SRX2437036,-3.9477648404,0.37333806010000004,0.304661895
SRX2437037,1.6391720765,0.1027974094,1.2612344852000001
SRX2437038,-0.8261148580000001,0.2542201101,0.5741814241000001
SRX2437039,-0.7017248155,0.1532453091,-0.19056156
SRX2437040,-3.7016363039,0.3624937381,0.5930802166
SRX2437041,-0.08055138390000001,0.5062765036,-0.10904478570000001
SRX2437042,3.1006510631,-0.3269025847,-0.3704233317
SRX2437043,2.3311999507,0.09219357800000001,1.364160858
SRX2437044,2.8903076255,-0.2945282879,-0.2861188913
SRX4705203,-0.0310853333,-0.385355987,0.6310945345
SRX4705204,-1.4964555336,-0.6930073795,-0.5704869564
SRX4705205,-0.8052690786000001,-0.7755713976,-0.6283044068
SRX4705206,-0.5171260962,-0.6576656106000001,-0.575643573
SRX4705207,0.3863374697,-0.1341736427,0.5754868238
SRX4705208,-1.4592723238,-0.5635110724,-0.5525563295
SRX4705209,0.748997527,-0.1045202598,0.36625981290000004
SRX4705210,-1.9190260179,-0.5514972085000001,-1.4113200902
SRX4705211,-1.0928715192,-0.5907591781,-1.2264905408
SRX4705212,-1.452722378,-0.5379723588,-1.2279194376
SRX4705213,0.7884762965000001,0.5884298837,0.6695263787
SRX4705214,0.7319416535000001,0.5233414408,0.7233764213
SRX4705215,-0.3869687672,-0.4463507494,-0.7132623646
SRX4705216,0.2499458599,0.4678437997,0.5786438261
SRX4705217,-0.3268595519,-0.7475887920000001,-0.6793427395
SRX4705218,-1.0565354908,-0.38567558290000004,-0.578941522
SRX4705219,1.1427783658,-0.31419254,0.5004853339
SRX4705220,0.2793570824,-0.1236678575,0.3564540746
SRX4705221,-0.2170429985,-0.7518707576,-0.6658507405
SRX4705222,1.5900054224,-0.10341932470000001,0.5440645883
SRX4705223,0.3726076668,-0.31786441590000003,0.3999935209
SRX4705224,-0.8823369971,-0.5855978821,0.6362381858
SRX4705225,-2.8131297263,-0.9927383484000001,-0.8986912397
SRX4705226,-2.4243013837,-1.0770436531,-1.1101339617
SRX4705227,-0.9559464966000001,-0.9319843065000001,-0.9397061630000001
SRX4705228,2.3316367506,-0.3099510565,0.6089441074
SRX4705229,2.016619715,-0.5033890871,0.6026254392
SRX4705230,0.0129635112,-0.43552663960000004,0.5442967926
SRX4705231,0.23955452700000002,-0.9039885132000001,-0.48473470420000003
SRX4705232,-0.85342434,-0.882397812,-0.7721348336
SRX4705233,1.1966287451,-0.1968594431,0.4396345696
SRX4705234,2.4211779874,-0.0757624216,0.2432579591
SRX4705235,-1.3974593257,-1.1352115054,-0.33822863540000003
SRX4705236,2.8157211136,-0.1630694594,0.5872916287000001
SRX4705237,-1.0537621808,-1.1430905682,0.0342511807
SRX4705238,-0.9577735608000001,-1.1479592129,-0.4105268969
SRX2038319,1.0159969749,0.0216952277,-1.2976470146999999
SRX2038320,1.3484323101,0.0089552738,-0.7662283875
SRX2038321,1.643056888,-0.029136735400000002,-0.8485083963000001
SRX2038322,0.19875774640000002,-0.22346250180000002,-0.4850498741
SRX2038323,-2.4475023736,-0.5950074874,0.303561805
SRX2038324,-3.2474684012,-0.2819178846,0.9398755731
SRX2038325,-0.18356922890000002,-0.2129587413,-1.0854078081
SRX2038326,-1.2229847947999999,-0.6664505470000001,-0.8269661898
SRX2038327,1.3442502049,-0.2899666271,-1.5830738081
SRX2038328,1.3491870542,-0.0956451908,-1.401398354
SRX2038329,0.5667713604,-0.534902734,-0.3072703265
SRX2038330,-1.1657329217,-0.09387450950000001,0.06285259210000001
SRX2038331,-0.7282499422000001,-0.4795015226,0.0844611361
SRX2038332,1.9754367362,0.3381492062,-1.1343116856
SRX2038334,-0.923861441,-0.2479411708,0.3465650825
SRX2038335,-0.1287120941,0.1803691418,0.22029780100000002
SRX2038336,-0.7263507469,0.5647813138000001,-0.9175199554000001
SRX2038337,-0.1810546469,-0.0535453575,-0.21984058480000002
SRX2038338,-1.1874093486,0.0598112988,0.69159974
SRX2038339,0.0315091148,0.1188856227,-0.6396783578
SRX2038340,-0.0838377961,0.34647646330000004,-0.0228066772
SRX2038341,0.1900237323,-0.08200134910000001,0.8757841626
SRX2038342,-1.6713348102999999,-0.1543697162,0.7501796224
SRX2038343,-0.1187824448,0.5010526678,0.6802084241
SRX2038344,-0.7049430786,0.033069829700000004,0.9278533296
SRX2038345,-1.5652248981999999,-0.1021128979,1.0676322661
SRX2038346,0.31743254120000003,-0.5275545316,-1.2290469687
SRX2038347,0.47514655580000004,-0.8740408744,-1.3706869349
SRX2038348,0.5997698086000001,-0.6052099843000001,-1.1668997235
SRX2038349,-1.9707148348999999,-0.520378201,0.6915178566
SRX2038350,0.2925029652,-0.1808186141,-0.015434141
SRX2038351,-0.6303048276000001,-0.2481074814,-0.1311434116
SRX2038352,0.765324646,-0.1007067708,0.5190400447
SRX2038353,0.2556574723,-0.2493838519,0.2781781487
SRX2038354,-0.0027812024,0.0934857714,0.1566287646
SRX2038355,-0.2604857964,0.0258529291,-0.134886047
SRX2038356,1.6018010201,-0.7092992376,0.2018225147
SRX2038357,0.1714123737,-0.08150652650000001,0.6060472747
SRX2038358,-1.7179680265,-0.38365261440000004,0.8169531289
SRX2038359,0.1496634454,0.30292598800000003,0.2926484198
SRX2038360,-0.1587838881,-0.5695966895,0.8885898133000001
SRX2038361,-0.0502903071,-0.5088220601,1.1682459857
SRX2038362,0.6778122647,-0.5568547845,1.2658371567
SRX2038363,-0.7415104756,-0.1075832786,0.9882434194
SRX2038364,0.19745164010000002,-0.2548516616,0.5163682227
SRX2038365,0.1467108208,-0.5224634022,-1.0915076312
SRX2038366,-0.4011368194,-0.6997337682,-1.4197359407
SRX2038367,-1.0413894145,-0.164303206,-0.8346098228000001
SRX2038368,-0.6341987502,-0.2838038458,0.814914652
SRX2038369,0.1691905812,-0.14120318680000002,0.037271201500000004
SRX2038370,1.046956565,-0.2275315786,0.8742295759
SRX2038371,-0.8844157119,-0.1971165942,0.9957916752
SRX2038372,1.2998560636,-0.7030767083,0.9054453034000001
SRX2038373,0.8164929322000001,-0.3391076354,0.8117440383000001
SRX2038374,0.8934328201,-0.8919006833,0.39791100160000004
SRX2038375,2.123850125,-0.8480468999,0.1237331938
ERX530520,-0.3829564253,-0.0552460372,-0.0977795004
ERX530521,0.4959347303,0.2379487723,0.09900656640000001
ERX530522,1.7373525287,0.1666261772,0.23733604360000002
ERX530523,2.6263117237999998,0.3038599931,0.46210495960000003
ERX530524,0.3829564253,0.0552460372,0.0977795004
ERX530525,1.5174346002,0.2803346536,0.3260897989
ERX530526,-1.1392763235,-0.038816530200000005,-0.1930536536
ERX530527,1.1808246552,0.21736006800000002,0.2060361342
ERX3212443,4.0224580409,0.02870798,-0.8802743273
ERX3212444,2.6993924574,0.0422419746,-0.7717816766000001
ERX3212445,3.2389804069,-0.0473495293,-0.6864299132
ERX3212446,1.8637021827,-0.1275263066,-0.1563866414
ERX3212447,1.5883070609,-0.1188682696,-0.2660650391
ERX3212448,2.2791168401,-0.0775782685,-0.24843618790000002
ERX3212449,-0.0474840983,-0.0172228206,-0.0053502482
ERX3212450,-0.0826229192,-0.0153227698,0.0436941906
ERX3212451,0.1301070176,0.032545590400000005,-0.038343942400000004
ERX3212452,-1.6414555701,0.1223491476,-0.1290192254
ERX3212453,-1.8732736763000002,0.1974911759,-0.0022755006
ERX3212454,-1.4480941433,0.2034264775,0.0331694422
SRX7478973,0.0420259601,-0.060392566700000004,-0.0076147809000000006
SRX7478974,0.10456607030000001,0.0044704471,0.4193102863
SRX7478975,-0.14659203040000002,0.0559221196,-0.4116955055
SRX7478976,-0.0154831362,-0.0294229657,-0.44102386530000004
SRX7478977,-0.47718748040000003,-0.10860318570000001,-0.101289523
SRX7478978,-0.0232301513,-0.1133642725,-0.5267879544
SRX7478979,-0.2581613707,0.029688543100000003,-0.6722819151
SRX7478980,-0.4616005821,0.0276315887,-0.6670404160000001
SRX7478981,-0.43170767390000003,-0.0099621376,-0.7159010271
SRX7478982,-0.33351035370000004,0.0895954796,-0.6732583010000001
SRX7478983,-0.5081003651,0.10367688060000001,-0.5374471491
SRX7478984,-0.5626903809,0.0034602426000000003,-0.5760714745000001
ERX1521038,-1.5679884767,0.2075117463,-0.2407740016
ERX1521039,-4.9234327258,0.009730694,-0.5447883114000001
ERX1521040,-1.3631165415,0.2850669433,-0.1798807406
ERX1521041,-3.0936154656,0.1631970502,-0.44256980830000003
ERX1521042,-0.7606005140000001,0.1392690724,-0.5921500013000001
ERX1521043,3.0642656966,0.5908241112,1.4950268582000001
ERX1521044,-0.5926628343,0.1104686965,-0.2862037099
ERX1521045,0.5926628343,-0.1104686965,0.2862037099
SRX621182,-0.6138601481,-1.5681109031,-1.0542301142
SRX621183,-0.7085085466000001,-1.7787209304,-1.1490673586
SRX621184,-2.1115374421,-2.3286332422,-0.8180346405000001
SRX621185,-0.7706298914,-2.0720734261000002,-0.8978720875
SRX621188,-1.6115580621999999,-2.2153905101,-1.5585148278
SRX621189,-3.0761014603,-2.5455493469,-0.5729177007
SRX621190,0.08954189400000001,0.0910120247,0.4607254497
SRX621191,-0.08954189400000001,-0.0910120247,-0.4607254497
SRX621192,0.31077709330000003,-2.4304813555,-1.3855802386
SRX621193,1.0983181968,-2.283345836,-0.8239204401
SRX6489436,0.8637041264,-2.5610024343999997,-0.4148083341
SRX6489437,1.9905769803000002,-1.7192127447,0.0388108786
SRX6489438,0.9653036664,-2.5656982779,-0.1724152173
SRX6489439,0.34528062460000003,0.2181867704,0.0149178451
SRX6489440,-4.3782806571,-0.051637196,-1.2181755795
SRX6489441,4.0330000324,-0.1665495744,1.2032577344
SRX6489442,2.3193261644,0.5013664708,1.3851982065000001
SRX6489443,-3.1969051701,-0.0310669673,0.0310836885
SRX6489444,5.310929065,-0.0959832862,1.1245109885
SRX6489445,-4.2957680861,0.1827632689,-1.0253921848
SRX6489446,-5.2782070864,-0.0362566025,-1.0450702162
SRX6489447,4.7315650778,-0.13451388420000002,0.9196950753
SRX6489448,2.9231727619,-0.3668404044,2.1264986748
SRX6489449,-1.8071418424,-0.0648374225,0.8398675967
SRX6489450,-0.186860733,0.0483373318,1.8629844334999999
SRX6489451,-1.1890255596000001,-0.0097311396,-0.23043309720000002
SRX6489452,-4.3804309405,-0.3293122911,-0.8805950699
SRX6489453,4.119643962,-0.3831059042,1.2084946807
SRX6489454,2.3078508403,-0.0190652403,0.41947965870000004
SRX6489455,-4.2509351384,0.10856884550000001,-0.9007124608
SRX6489456,4.7691521022,-0.250826488,1.20940974
SRX6489457,-0.9178075522,-0.8913190701,-1.2441937761
SRX6489458,-2.1375155584,-1.4459433789,-0.8054055329
SRX6489459,-1.0102697965,-1.4845663116,-0.48066281460000004
SRX6489460,-1.3393635916,-1.0651718251,-1.2607126659
SRX6489461,-0.3402254006,-0.7987644547,-0.8080612089
SRX6489462,-0.34936279800000003,-1.2519211603,-0.7378641835
SRX6489463,-2.2276202786,-1.3554675684,-0.5937738594
SRX6489464,-1.4844372652,-1.3336062681,-0.28929153300000005
SRX6489465,-0.1907188867,-0.8925679957,0.1537028517
SRX6489466,-1.0282527485,-1.1430168893000001,-1.2584627095
SRX6489467,0.0837880468,-1.4493752758,-0.0616515897
SRX6489468,-0.08987673800000001,-1.4050641086,0.0035532335
SRX6489469,-0.1076749025,-1.6123595908000001,-0.4389309498
SRX6489470,-1.1534906403,-1.226893919,-0.9852445299
SRX6489471,-0.36002702540000003,-1.5448590486,-0.47463708790000003
SRX6452027,-2.2793743837,-0.1459188516,-1.6567881108
SRX6452029,0.3638730914,-0.0579075359,-0.0394868205
SRX6452030,-2.3595927609,-0.10275380890000001,-1.8968980172
SRX6452031,-0.2601859425,-0.0890509939,-0.5804085313
SRX6452044,-0.543078126,-0.4156744168,-0.6149962853000001
SRX6452045,0.37419358,0.0988768356,-0.5302278008
SRX6452046,-0.0507707742,-0.2628324997,-0.6400484698000001
SRX6452047,-1.4793431365,-0.2208033278,-2.0282622023
SRX6452048,-0.3638730914,0.0579075359,0.0394868205
SRX6452059,-1.2155211893,-0.2805843959,-2.0816477349
SRX1828491,6.7832718594,1.0841805474,2.2444835619
SRX1828492,7.063040723,1.1446573046,2.3727376827
SRX1828493,4.2947639435,0.9603956705000001,1.2830023927
SRX1828494,7.2286408402,1.5682706127000001,1.6864930521
SRX1828495,-0.8312505634,-0.4755092777,0.16357935710000002
SRX1828496,-1.076335186,-0.1918949817,-0.22377916250000002
SRX1828497,1.3705432163,0.35721379940000003,1.1501973294
SRX1828498,2.3991135787,0.3103341766,1.1855584689
SRX1828499,0.7981316684,0.8959768911,0.7246274217
SRX1828500,2.1865058848,1.151414448,1.0823898716
SRX1828501,2.3638717493,0.5787595543,1.6218792981
SRX1828502,0.6613110391,0.170452503,1.1257231167
SRX1828503,-1.1825752979,0.2993918273,1.266712716
SRX1828504,-1.1505448974,0.3449252499,0.9521988103000001
SRX1828505,0.32961734460000003,0.2963526906,0.5864864924000001
SRX1828506,2.2082225664,0.8750640991,1.2485148743
SRX1828507,-0.7716056004,-0.326898736,-0.3225711417
SRX1828508,0.7716056004,0.326898736,0.3225711417
SRX3796953,0.027105200500000003,-0.07878716350000001,-0.1292372044
SRX3796954,-0.027105200500000003,0.07878716350000001,0.1292372044
SRX3796955,-0.5926720743,1.2078040582,-2.7683490911
SRX3796956,1.2407567182,1.3633198144,-1.5115930306
SRX3796957,5.9533434542,-2.4304975054,-2.112337487
SRX3796958,7.3857419073,-1.9638896553,-1.3142936851
SRX3796959,-0.9240807708000001,0.23973138100000002,0.240090076
SRX3796960,-0.7901459769,0.1717381616,0.0095092562
SRX3796961,2.630909758,0.08582733690000001,-0.4019997064
SRX3796962,2.1138763233,-0.0164337809,0.1386025563
SRX3796963,6.1505532811,-2.9541291327,-2.3435817971
SRX3796964,5.9175526454,-2.4056994769,-1.3464208388
SRX3796965,-1.0802153789,-0.18704894200000002,-0.0628984388
SRX3796966,-0.9862607063000001,-0.1143135745,-0.1110636255
SRX3796967,2.1487100388,0.1036684385,-0.9319006871000001
SRX3796968,2.5257033053,-0.5320317657,-1.3021774056
SRX3796969,0.6579447009,-0.33952435410000004,-0.1103205777
SRX3796970,1.1032566583,-0.5029284707,0.2578455695
SRX3796971,-1.4187643442,0.051597773300000004,0.0265756539
SRX3796972,-1.634942486,0.1695436772,0.12605607100000002
SRX3796973,1.5000297119,0.4016716534,-2.4497418289
SRX3796974,2.8946020554,0.0540830645,-1.3699430821
SRX3796975,6.2946893514,-2.4044391384,-1.0525174133
SRX3796976,5.808532363,-2.2572603749,-1.2046732534
SRX3796977,0.147122674,0.15715905260000002,0.2207836525
SRX3796978,0.8521952877000001,0.22238625250000002,-0.3012986367
SRX3796979,2.3648087666,0.029169605100000003,-0.1204391093
SRX3796980,2.843150302,0.3152681445,-0.2012281387
SRX3796981,6.1289056746,-2.3922730427,-1.9344491669
SRX3796982,6.6570910605,-2.1205585644,-1.4115623214
SRX3796983,-1.210134668,-0.14166017990000002,0.0013359226
SRX3796984,-0.1955292385,-0.1285585019,-0.0319237029
SRX3796985,2.4524232484,-0.41390028040000004,-1.4640810122
SRX3796986,2.3304342744,-0.5311079492,-0.7759150321
SRX3796987,0.1332102768,0.7351458547,-1.4109038737000001
SRX3796988,1.2177550332,1.4053881684,-1.4212155494
SRX2568270,-0.46310723070000004,-0.004570969,0.08622714620000001
SRX2568271,-1.2630536513,0.0653832305,-0.1490818543
SRX2568272,-2.501251233,0.3822852162,-0.040927487400000004
SRX2568273,-3.4960307412000002,0.21028994880000001,-0.7918529763000001
SRX2568274,-4.046300069,-0.0570535506,-1.1410540488
SRX2568275,0.46310723070000004,0.004570969,-0.08622714620000001
SRX2568276,-1.7553412274,0.051884897000000006,0.1160954425
SRX2568277,-2.7138709224,0.3721571684,0.09894186
SRX2568278,-3.4770746513,0.12152566340000001,-0.9511823092
SRX2568279,-3.8182549529000003,-0.0765298296,-1.4114244474
SRX3421856,-0.09874054950000001,0.020805030000000002,-0.0202865282
SRX3421857,0.09874054950000001,-0.020805030000000002,0.0202865282
SRX3421858,-0.8502503276000001,0.16600598560000002,-0.25033553000000003
SRX3421859,-1.101515514,0.1916775286,-0.3197491491
SRX3421860,0.5555700409000001,0.46786379100000003,0.2002803461
SRX3421861,1.8371510179000001,0.5122323806,-0.33090948610000004
SRX3421868,-4.8226557998,-0.6219598177,-1.17897554
SRX3421869,-4.0471383478,-0.6024762283,-1.5714294534
SRX2606337,0.5749995647,0.0292773526,-0.32585559740000003
SRX2606338,1.6096994247,0.3087663784,-0.3097552753
SRX2606339,1.6496996592,0.7006973645,-0.0329459961
SRX2606340,3.0088402983,0.8951937533000001,-0.020932534000000003
SRX2606341,0.1887913625,1.5099593280999999,-1.5085927584
SRX2606342,0.7277817699,1.6124665533,-0.3406817489
SRX2606343,0.7600582300000001,1.3859830142,-0.4245310539
SRX2606344,0.2754031328,0.8754740065000001,-0.8407383142
SRX2606345,0.1988035611,0.7672332111,-0.8953110968
SRX2606346,0.9161406674,0.2108640436,-0.3812487088
SRX2606347,-0.19801623740000002,0.0010693687,0.1854068214
SRX2606348,1.2124061716,0.25878484220000003,-0.13132807230000001
SRX2606349,2.4505244368,0.7206174857000001,0.1448500503
SRX2606350,3.1835919202,0.9635479732000001,0.4128145965
SRX2606351,0.0651905125,1.4192736061,-1.1494709788
SRX2606352,0.2683761327,1.4553969738,-0.009762783
SRX2606353,0.735399749,-0.0283162313,-0.4248865263
SRX2606354,0.4145259281,0.8151339384,-0.9053300932
SRX2606355,0.5693488513,0.8881257601,-0.8152408617
SRX2606356,2.1004144462,0.41748972510000004,0.8761191019000001
SRX2606357,-0.3769833273,-0.0303467213,0.140448776
SRX2606358,0.8905168893000001,0.12400269800000001,0.1406680261
SRX2606359,2.44721678,0.7564198440000001,0.1754303123
SRX2606360,2.5430758081000002,0.803622138,0.3744042387
SRX2606361,-0.2872802365,1.7832128196,-1.5937858828
SRX2606362,0.7743771316,1.5344472761999999,-0.5451807562000001
SRX2606363,0.08511509490000001,0.7437536825000001,-0.3470334244
SRX2606364,0.019679944300000002,1.0075067504,-1.2026108644
SRX2606365,0.0022798467,0.9965341975,-1.0036447596
SRX2606366,1.5048911853,0.6395112446,0.6309386883
SRX3648427,-0.1711204613,0.3949028114,0.5114070497000001
SRX3648428,-0.2909059047,0.0860060487,1.0091841081
SRX3648429,-3.1425636766,0.3337373743,0.6295526557000001
SRX3648430,0.510473527,0.5086181453,0.5577277596
SRX3648431,0.6883497263,0.4866754022,0.4764541484
SRX3648432,-1.0990562671,0.48643220260000003,0.0152747442
SRX3648433,0.6392443529,0.3779114022,0.4254734242
SRX3648434,0.0626425947,-0.0306841953,0.4489630544
SRX3648435,-1.2191345544,-0.2753034439,-0.37819945200000005
SRX3648436,-2.3477860497,-1.7807047438999999,-1.1833909575
SRX3648437,-1.1064621589,-1.6147351356000001,-0.9698869815000001
SRX3648438,-2.798940879,-1.7049606803000001,-1.6390348707
SRX3648439,0.5054392668000001,0.468238231,0.11355345210000001
SRX3648440,0.8860054110000001,0.26436147200000004,0.57191062
SRX3648441,-1.8217684213,-0.3907059673,-0.7389202896
SRX3648442,-4.8777238511,-2.0145250609,-1.4710423582
SRX3648443,-1.414000219,-1.8700479492,-0.9902055364000001
SRX3648444,-2.0738027965,-1.9839799046,-1.3691083527
SRX3648445,-0.7340823147000001,0.4841423467,0.5600853388
SRX3648446,-0.1447121844,0.1252630897,0.9958588874000001
SRX3648447,-1.7117772086,0.2504433165,0.7458600740000001
SRX3648448,1.0741600052,0.3181897135,0.3378520099
SRX3648449,0.7808013767,0.33640730560000004,0.3535182469
SRX3648450,-0.040348335400000004,0.1284474774,0.2596139288
SRX3648451,-0.2135979274,0.0423286529,0.2601079548
SRX3648452,-1.0891535637,-0.3692971329,-0.4516009998
SRX3648453,-0.5118615554,-0.4560760166,-0.7594911408
SRX3648454,-4.4711473059,-2.1031438757,-1.069595339
SRX3648455,-1.5662824767,-1.9587539556,-0.7500937582
SRX3648456,-3.5734895400999998,-2.0893289722,-1.4446118427
SRX3648457,-0.6571624423,0.40077032360000003,0.7699633640000001
