,A,Crp,PlaR,ihfB
efeU__menFentCubiC_ale38__1,0.9191956738,0.348438943,-0.29921711100000004,-0.32222528500000003
efeU__menFentCubiC_ale38__2,2.097501402,0.309908293,-0.57972871,-0.262492545
misc2__salc_glc__1,1.3580146741,-0.030941686000000003,0.046414468,-0.24330995500000002
misc2__salc_glc__2,0.4039062024,-0.041858422,-0.0014619930000000002,-0.073045625
misc2__dbcn_glc__1,0.9685506549,-0.41418928400000005,-0.24679558000000001,-1.271892759
misc2__dbcn_glc__2,1.6141831651,-0.322180379,-0.127716786,-0.634524159
misc2__tyr_glc__1,1.8890565341,0.482338413,0.5855869140000001,0.254435625
misc2__tyr_glc__2,2.7294579647,0.519726133,0.628099735,0.410888815
misc2__arg_cytd__1,1.4122599523,0.10509646700000001,-0.46428286300000005,-0.48980773
misc2__arg_cytd__2,0.8676572616,0.09710128400000001,-0.260520107,-0.5114058730000001
misc2__delyheO_pyr__1,1.4692857184,1.000412783,-0.5997491020000001,0.115925255
misc2__delyheO_pyr__2,1.7715195735,1.013481493,-0.691299589,0.059341995
nquinone__delubiC__1,0.46796963020000004,0.44647993300000005,-0.381998696,-0.316502855
nquinone__delubiC__2,0.305892055,0.618285233,-0.188305982,-0.027274305000000002
nquinone__ubiC_ale1__1,0.6815133931,0.46214110300000005,-0.278166917,0.21852216500000002
nquinone__ubiC_ale1__2,0.6539223571,0.518639853,-0.346961063,0.089544445
nquinone__ubiC_ale2__1,1.2690284112999999,0.47472340300000004,-0.467886246,0.25115724500000003
nquinone__ubiC_ale2__2,-0.2249587481,0.429799533,-0.5987557490000001,0.231592915
nquinone__ubiC_ale3__1,0.3981903158,0.026469302,-1.016076049,-0.39827128500000003
nquinone__ubiC_ale3__2,-0.0328194767,0.09906102300000001,-0.9175935940000001,-0.361897055
nquinone__ubiC_ale4__1,0.6141705323000001,0.49321258300000004,-0.46045772100000004,0.234477855
nquinone__ubiC_ale4__2,1.0674679073,0.508607923,-0.22823364000000002,0.152283425
nquinone__delpdhR__1,0.21176386830000002,0.38566819300000005,-0.5603325880000001,-0.068099535
nquinone__delpdhR__2,0.1483707015,0.362990173,-0.7765149330000001,-0.036035855000000006
quinone__glu_ale4__1,0.6851713172,0.36842613300000004,-0.855779445,-0.18176504500000001
quinone__glu_ale4__2,1.6165363745999999,0.736125773,-1.190406388,0.269205825
quinone__delmenF__1,-0.2856662804,0.553279673,-0.522606271,0.148042285
quinone__delmenF__2,0.7904212379000001,0.42430167300000005,-0.501246101,-0.250908275
quinone__menF_ale5__1,0.5115213207,0.904530523,-0.8819296600000001,0.48513176500000005
quinone__menF_ale5__2,0.40163506060000004,0.929254393,-1.289448051,0.266281765
quinone__menF_ale6__1,1.611360404,0.9289372330000001,-1.028042605,0.38202392500000004
quinone__menF_ale6__2,0.8500454911,0.9358953230000001,-0.92196738,0.421074335
quinone__menF_ale7__1,2.8057251578,0.8647486830000001,-0.89977377,0.636740065
quinone__menF_ale7__2,3.1701606075,0.829767083,-0.8275450360000001,0.691051775
quinone__menF_ale8__1,1.3211300683,1.000233243,-0.9308667880000001,0.695164695
quinone__menF_ale8__2,2.4741580261,0.9954071830000001,-0.980508067,0.971904815
quinone__delmenFubiC__1,-0.484087225,0.503242803,-0.168257599,0.045415855000000005
quinone__delmenFubiC__2,-0.5708047721,0.5733612730000001,-0.23614795300000002,0.152257115
quinone__menFubiC_ale1__1,1.8190076969,0.688985203,-1.077332179,0.5501011250000001
quinone__menFubiC_ale1__2,0.7331973701000001,0.689163233,-1.059868657,0.532344675
quinone__menFubiC_ale2__1,0.7219075823000001,0.566404903,-0.9064804860000001,0.626683035
quinone__menFubiC_ale2__2,0.5907228407,0.587592463,-0.8594501050000001,0.596736845
quinone__menFubiC_ale3__1,0.6684627524,0.10847917900000001,-0.557039185,-0.15358316500000002
quinone__menFubiC_ale3__2,0.7558117014,0.14360144,-0.504782827,-0.036589665
quinone__menFubiC_ale4__1,0.8170288598000001,1.042582673,-1.219006389,0.775029505
quinone__menFubiC_ale4__2,1.0112448963,1.027989663,-1.005204193,0.8413603550000001
oxyR__wt_glc__1,0.4933067547,0.09382866100000001,0.071777774,-0.48556983000000004
oxyR__wt_glc__2,0.6964192997,0.13043923,0.17765223600000002,-0.46299467600000005
oxyR__wt_h2o2__1,0.31194706,0.057576022000000004,-0.055394098,-0.5230424
oxyR__wt_h2o2__2,0.753153582,0.46187418300000005,-0.037989329,0.050135135000000004
oxyR__glu_ale4__1,-0.3937392176,0.7723290730000001,-0.372423055,0.5308955750000001
oxyR__glu_ale4__2,-0.26570264790000003,0.495795953,-0.5273876,0.239963105
oxyR__glu_ale4_h2o2__1,0.1987947195,0.621328373,-0.462742943,0.321393215
oxyR__glu_ale4_h2o2__2,-0.1692130861,0.486348433,-0.46949476500000004,0.175331545
oxyR__oxyR_ale17__1,0.0076527499,0.13801763,-0.606915936,-0.012998075000000001
oxyR__oxyR_ale17__2,0.0256344408,0.15520324300000002,-0.6786539960000001,-0.17918820500000002
oxyR__oxyR_ale17_h2o2__1,0.2298697797,0.211227453,-0.6412121040000001,0.11520936500000001
oxyR__oxyR_ale17_h2o2__2,-0.4001972934,0.156206473,-0.601593001,-0.10849309500000001
oxyR__oxyR_ale18__1,1.7636552312,-0.23326590800000002,0.11460382300000001,-0.712682895
oxyR__oxyR_ale18__2,1.3846914289,-0.08594182800000001,0.15708481800000001,-0.45515782
oxyR__oxyR_ale18_h2o2__1,1.7687707912000001,0.027939159,0.501211933,-0.19995716500000002
oxyR__oxyR_ale18_h2o2__2,1.8662750895,0.095125363,0.535932011,-0.057134725000000004
oxyR__oxyR_ale19__1,1.8424555262000002,-0.186683067,0.025772989000000003,-0.6934130190000001
oxyR__oxyR_ale19__2,1.6673785354000001,-0.08065952300000001,0.318220767,-0.61577951
oxyR__oxyR_ale19_h2o2__1,1.0758492446,-0.32169368600000003,0.074155698,-0.8395102720000001
oxyR__oxyR_ale19_h2o2__2,1.4430294796,-0.22926116100000002,0.097637261,-0.70593072
oxyR__oxyR_ale20__1,0.4939802185,-0.29073972200000003,-0.550572277,-0.6174351720000001
oxyR__oxyR_ale20__2,-0.16912777310000002,-0.328630297,-0.671016599,-0.7454431260000001
oxyR__oxyR_ale20_h2o2__1,0.021976058200000002,-0.103214605,-0.5474210270000001,-0.553778804
oxyR__oxyR_ale20_h2o2__2,0.4702913328,-0.05797147800000001,-0.457017214,-0.39342944500000004
svns_pgi__BmePgi24_15__1,0.34504697840000004,0.20789728300000002,-0.409457061,-0.242068375
svns_pgi__BmePgi24_15__2,0.21831310450000002,0.288214413,-0.46554913200000003,-0.145811075
svns_pgi__BmePgi24_26__1,-0.024668133000000002,0.16856253300000001,-0.6272605010000001,-0.22252184500000002
svns_pgi__BmePgi24_26__2,0.056812259000000004,0.144982372,-0.578713263,-0.290125915
svns_pgi__BmePgi24_41__1,-0.463297815,0.495849313,-0.240636379,0.818727175
svns_pgi__BmePgi24_41__2,0.0074314712,0.08223337900000001,-0.39817514600000004,-0.43698767
svns_pgi__BmePgi24_52__1,0.2849133249,0.260077643,-0.568027069,-0.23280757500000002
svns_pgi__BmePgi24_52__2,0.0658840502,0.110092349,-0.591331742,-0.44035611500000005
svns_pgi__PaePgi2_34__1,-0.5548593110000001,0.946417433,-0.6730755850000001,0.48633563500000004
svns_pgi__PaePgi2_34__2,0.0636650581,0.980365153,-0.65263517,0.469224085
svns_pgi__PaePgi2_63__1,-1.032399749,0.9986914830000001,-0.630134694,0.310422755
svns_pgi__PaePgi2_63__2,-0.7217795747,0.9749593430000001,-0.654054452,0.406436905
svns_pgi__PaePgi24_54__1,-0.2788089563,0.830338573,-0.478358178,0.107600365
svns_pgi__PaePgi24_54__2,0.0428669,0.926503413,-0.47111276700000004,0.14424013500000002
svns_pgi__PaePgi24_90__1,-0.36716801800000004,0.8096897230000001,-0.45033121600000003,0.21443858500000001
svns_pgi__PaePgi24_90__2,-0.6513340316,0.9991721830000001,-0.493018848,0.256181475
abx_media__m9_ctrl__1,-0.5297585004,-0.219087253,-1.776817337,-0.7748466310000001
abx_media__m9_ctrl__2,-0.5819336989,0.06872793,-1.552107772,-0.64266658
abx_media__rpmi_ctrl__1,1.1299943838,0.181883243,-2.640184295,-1.939577305
abx_media__rpmi_ctrl__2,1.5436434542000002,0.46045822300000006,-2.441581935,-2.241790295
abx_media__camhb_ctrl__1,1.5740459181,-1.466715649,-2.80515202,-1.209246395
abx_media__camhb_ctrl__2,1.3357224244,-1.564214307,-2.79159341,-1.408883126
abx_media__m9_mero__1,-0.158315397,0.10006032100000001,-2.083731087,-0.692410551
abx_media__m9_mero__2,0.058722649200000004,-0.24440689100000001,-1.990175567,-0.760633267
abx_media__rpmi_mero__1,1.1701008983,-0.15585906600000002,-2.897109476,-2.122024952
abx_media__rpmi_mero__2,0.5132965687000001,0.12222331400000001,-2.660140502,-1.985576121
abx_media__camhb_mero__1,1.570231667,-2.568928611,-3.081252792,-1.809309373
abx_media__camhb_mero__2,2.1024205597,-2.37205329,-2.8248329940000003,-1.769452582
abx_media__m9_trisulf__1,-0.8984571395000001,-0.13952741600000002,-2.301645829,-0.654139134
abx_media__m9_trisulf__2,0.027769938,-0.121563182,-2.037875957,-0.673502463
abx_media__rpmi_trisulf__1,0.5403823135,-1.138543574,-2.353455077,-1.495545031
abx_media__rpmi_trisulf__2,-0.0868565743,-1.125744815,-2.678158687,-1.3725593790000001
abx_media__camhb_trisulf__1,0.4584601327,-0.616348749,-2.161769562,-1.642703878
abx_media__camhb_trisulf__2,0.5812585255,-0.651084973,-2.323072744,-1.608883975
abx_media__m9_cef__1,-0.5616022355,-0.424559634,-1.992907892,-0.7174840370000001
abx_media__m9_cef__2,-0.1905161487,-0.35219075800000005,-1.88761321,-0.795013022
abx_media__rpmi_cef__1,1.0103259927,0.17718560300000002,-3.185058269,-2.385835026
abx_media__rpmi_cef__2,0.7279437938000001,0.253641923,-3.288646992,-2.377511802
abx_media__camhb_cef__1,1.0740962048,-0.8382274850000001,-2.612672814,-1.499025855
abx_media__camhb_cef__2,0.5926832605,-0.903455694,-2.609049206,-1.429627373
abx_media__m9_cipro__1,-0.7266672292,-0.296102011,-1.300470794,-0.797538743
abx_media__m9_cipro__2,-0.5998776472,-0.23094071100000002,-1.770330494,-0.715373115
abx_media__rpmi_cipro__1,0.9176470011000001,-0.708797459,-2.879167275,-1.969755932
abx_media__rpmi_cipro__2,0.7297904122000001,-0.968107711,-3.186402127,-1.89297845
abx_media__camhb_cipro__1,0.8755569655000001,-1.356589447,-2.30449533,-1.285918855
abx_media__camhb_cipro__2,0.6988477911000001,-1.123683673,-2.232459324,-1.320916752
hot_tale__42c_ale3_30c__1,-0.2007593781,0.062207968,-0.69332728,-0.311726125
hot_tale__42c_ale3_30c__2,0.5947256439,0.01735881,-0.575475668,-0.313698215
hot_tale__42c_ale3_37c__1,-0.6095543274,0.43556652300000004,-0.250577012,-0.356550505
hot_tale__42c_ale3_37c__2,0.4763297175,0.40063680300000004,-0.354926613,-0.286844505
hot_tale__42c_ale3_44c__1,1.6948227155,0.37188534300000003,0.5609052050000001,0.8838351350000001
hot_tale__42c_ale3_44c__2,2.0641560073,0.35534419300000003,0.693523238,0.915693485
hot_tale__hot_ale3_mid_30c__1,-0.6930446760000001,0.739618883,-0.37157227,0.005993265
hot_tale__hot_ale3_mid_30c__2,-0.8938597614,0.562500333,-0.39116416400000004,-0.007385775000000001
hot_tale__hot_ale3_mid_37c__1,-0.4559791976,0.5847484430000001,-0.367183541,-0.501685806
hot_tale__hot_ale3_mid_37c__2,-0.2223669871,0.18943374300000002,-0.5866387040000001,-0.528992617
hot_tale__hot_ale3_mid_44c__1,4.4007638751,-0.071245341,0.31581378200000004,0.11469567500000001
hot_tale__hot_ale3_mid_44c__2,1.3123596955,-0.002275453,0.234003757,0.23116971500000003
hot_tale__hot_ale3_30c__1,0.031719727100000004,0.515020333,-0.751574136,-0.45345180900000004
hot_tale__hot_ale3_30c__2,-0.5868563211,0.5286701730000001,-0.556272796,-0.329073775
hot_tale__hot_ale3_37c__1,1.3623358334,0.349377103,-0.8451927450000001,-0.40363830500000003
hot_tale__hot_ale3_37c__2,0.1878713787,0.396319383,-0.485496866,-0.277036345
hot_tale__hot_ale3_44c__1,2.4953008102,0.286434483,0.032225265,0.227503365
hot_tale__hot_ale3_44c__2,2.0015664321,0.302318703,-0.01032833,0.238396985
hot_tale__hot_ale4_30c__1,-0.5368721867,-0.059878781000000006,-0.84209269,-0.546493917
hot_tale__hot_ale4_30c__2,-0.42316906590000003,0.027680622000000002,-0.7068114360000001,-0.407269425
hot_tale__hot_ale4_37c__1,0.32913502780000004,-0.154360834,-0.751670536,-0.459973854
hot_tale__hot_ale4_37c__2,-0.1292292358,-0.04945323,-0.601892466,-0.44517688800000005
hot_tale__hot_ale4_44c__1,0.8238413591,0.164713793,0.343350474,0.082785365
hot_tale__hot_ale4_44c__2,1.0544207391,0.075804102,0.23290865800000002,0.259213805
hot_tale__hot_ale8_30c__1,-0.2715802523,-0.056768665,-0.823224375,-0.9095089900000001
hot_tale__hot_ale8_30c__2,-0.20171432420000002,-0.10699186200000001,-0.8972631520000001,-0.7777570690000001
hot_tale__hot_ale8_37c__1,0.6813836875,-0.007091699000000001,-0.538616717,-0.727489724
hot_tale__hot_ale8_37c__2,0.17336489870000002,-0.044047578000000004,-0.5030278490000001,-0.703668932
hot_tale__hot_ale8_44c__1,1.6655748115,0.07381628,0.337359161,0.012718265000000001
hot_tale__hot_ale8_44c__2,1.7909445017999999,0.140506256,0.255889486,-0.09703083500000001
hot_tale__hot_ale9_mid_30c__1,0.20320481110000002,0.119931675,-0.643888613,-0.049583385
hot_tale__hot_ale9_mid_30c__2,0.10118808110000001,0.10594186400000001,-0.6611654960000001,0.135071655
hot_tale__hot_ale9_30c__1,-0.3388435382,0.057352916000000004,-0.92544015,-0.592842238
hot_tale__hot_ale9_30c__2,-0.1030468876,0.174084083,-0.6709624820000001,-0.58999575
hot_tale__hot_ale9_mid_37c__1,0.6060586556,-0.07088768,-0.614695302,-0.367639655
hot_tale__hot_ale9_mid_37c__2,0.0636392059,0.028525377,-0.614641045,-0.29849762500000004
hot_tale__hot_ale9_37c__1,0.12445290240000001,0.032825572000000004,-0.556763345,-0.38001561500000003
hot_tale__hot_ale9_37c__2,-0.066623192,0.037217243000000004,-0.43468328,-0.376293755
hot_tale__hot_ale9_mid_44c__1,1.4450615506,0.286125693,0.417638612,0.19238305500000003
hot_tale__hot_ale9_mid_44c__2,2.3102507796,0.30561196300000004,0.576799409,0.510890925
hot_tale__hot_ale9_44c__1,1.0550297525,-0.027297961000000003,0.27537319800000004,0.24630422500000002
hot_tale__hot_ale9_44c__2,1.7454655247000002,-0.086313521,0.15202389300000002,0.38751159500000004
hot_tale__hot_ale10_30c__1,-0.47833354570000003,0.23749544300000003,-0.49538858,-0.45869837300000005
hot_tale__hot_ale10_30c__2,-0.4358066908,0.42203483300000005,-0.531069837,-0.355403095
hot_tale__hot_ale10_37c__1,0.37868774320000004,0.06875389400000001,-0.5559179980000001,-0.447231433
hot_tale__hot_ale10_37c__2,0.0526974241,0.12083432100000001,-0.41888952500000004,-0.371389305
hot_tale__hot_ale10_44c__1,3.4596672771,-0.035753444,0.08705948300000001,0.178874645
hot_tale__hot_ale10_44c__2,5.1117020017,0.110043497,0.282101745,0.311857795
hot_tale__hot_ale16_30c__1,0.3270046916,0.129309161,-0.8712106850000001,-0.467012603
hot_tale__hot_ale16_30c__2,-0.36259306,0.251086443,-0.62286661,-0.372629985
hot_tale__hot_ale16_37c__1,0.1326616497,-0.022647861000000002,-0.557604995,-0.431921053
hot_tale__hot_ale16_37c__2,0.6177357817,-0.007290675000000001,-0.49722426300000006,-0.424432715
hot_tale__hot_ale16_44c__1,1.8007408089,0.039920518,0.12206106,0.140553845
hot_tale__hot_ale16_44c__2,1.4047996973,0.206041613,0.245143819,0.24958026500000002
pdhr_ale__pdhR-13_51__1,0.6511608886,0.426042593,-0.8865180570000001,0.670059155
pdhr_ale__pdhR-13_51__2,0.5823810540000001,0.345369843,-0.6608574070000001,0.584683415
pdhr_ale__pdhR-14_46__1,1.0550117351,0.413744223,-0.795286781,1.127235165
pdhr_ale__pdhR-14_46__2,0.7199415239,0.374689043,-0.5272794630000001,1.086679905
pdhr_ale__pdhR-15_51__1,0.4609553408,0.208151253,-0.737749854,0.419866055
pdhr_ale__pdhR-15_51__2,1.0355760963,0.291227723,-0.725180053,0.633658665
pdhr_ale__pdhR-16_49__1,1.2045742747000001,0.35863981300000003,-0.644515935,0.992749325
pdhr_ale__pdhR-16_49__2,1.209618965,0.29102474300000003,-0.964909686,0.978565255
tcs__del_atoC_LiAcet__1,-0.4801191932,0.372321163,-1.379184244,0.07488206500000001
tcs__del_atoC_LiAcet__2,-0.5989051542,0.554500683,-1.2138952650000001,0.076697995
tcs__del_atoC_LiCl__1,-0.2977140004,0.729717593,-1.17938212,0.35601839500000004
tcs__del_atoC_LiCl__2,0.1078125099,0.8032040530000001,-1.245539201,-0.003665175
tcs__del_atoC_m9__1,-0.24644139610000002,0.699493633,-1.344464058,0.390416185
tcs__del_atoC_m9__2,-0.5939626086,0.8078232030000001,-1.160954115,0.45289707500000004
tcs__del_baeR_etoh__1,3.3855050904,0.7253874130000001,-2.295658439,-1.004696949
tcs__del_baeR_etoh__2,2.6057656712,0.8432000030000001,-1.919476036,-1.039493529
tcs__del_baeR_lb__1,1.7397797453,0.45295403300000003,-2.272800837,0.560565675
tcs__del_baeR_lb__2,2.5122824688,0.513648663,-1.8783722520000001,0.6126008350000001
tcs__del_btsR_01xlb__1,1.2680633658,-1.00432669,-2.456164363,0.9432713450000001
tcs__del_btsR_01xlb__2,1.4032660433,-1.132510871,-2.283278406,0.936693195
tcs__del_btsR_lb__1,1.2112936759,0.905930643,-1.759719435,-0.685354248
tcs__del_btsR_lb__2,0.967439542,0.882795573,-2.006705331,-0.7342108110000001
tcs__del_btsR_pyruvate__1,1.4972104313,-1.207481932,-2.3425830420000002,1.100573585
tcs__del_btsR_pyruvate__2,1.2172676484,-1.260247428,-2.221745151,1.042834665
tcs__del_cpxR_etoh__1,2.3171592319,1.209290043,-2.114664383,-1.245766886
tcs__del_cpxR_etoh__2,2.0560197918,1.196778413,-2.068026618,-1.365107315
tcs__del_cpxR_lb__1,3.1234441824,0.560846033,-2.008256414,0.496570985
tcs__del_cpxR_lb__2,2.9100386171,0.640789563,-1.952577733,0.521179295
tcs__del_cusR_CuSO4__1,1.9394835784,1.046254113,-1.376714907,0.18434866500000002
tcs__del_cusR_CuSO4__2,1.9147391469000001,1.048489943,-1.096977347,0.172252555
tcs__del_cusR_lb__1,2.024140628,0.995224693,-1.843244328,-1.04493152
tcs__del_cusR_lb__2,2.1537953334,1.040602243,-1.969301519,-0.94008373
tcs__del_kdpE_01-kcl__1,0.8985252307,0.088105161,-0.43512055,1.188748505
tcs__del_kdpE_01-kcl__2,0.1045751343,0.12273579200000001,-0.465708218,1.132852455
tcs__del_kdpE_115-kcl__1,-0.5591745798000001,0.04519701,-1.351133592,0.315758295
tcs__del_kdpE_115-kcl__2,-0.6478466489,-0.003365355,-1.527650154,0.327461795
tcs__del_phoB_m9__1,0.19774542420000002,0.731063943,-1.223442672,0.34490785500000004
tcs__del_phoB_m9__2,0.0893847396,0.757859213,-1.215121228,0.359382225
tcs__del_phoB_m9p__1,1.5955959509,-0.51730162,-1.8946707470000002,0.042946165
tcs__del_phoB_m9p__2,1.5737061867,-0.48681598000000004,-1.732600874,0.148344995
tcs__del_rcsB_etoh__1,1.9148756561,0.858421713,-1.336533234,-1.113655764
tcs__del_rcsB_etoh__2,1.8080474264,0.9214160130000001,-1.300062563,-1.286862524
tcs__del_rcsB_lb__1,3.164157627,0.6655188230000001,-1.881423974,-0.130483775
tcs__del_rcsB_lb__2,2.6115215914,0.700550933,-1.5101299570000002,-0.11948199500000001
tcs__del_zraR_lb__1,2.7979553943,0.536767573,-1.694724069,-1.008928745
tcs__del_zraR_lb__2,3.4258794119,0.5696375730000001,-1.829227145,-1.091690486
tcs__del_zraR_zncl2__1,1.7713192776,0.833890483,-1.463992478,-0.38165406500000004
tcs__del_zraR_zncl2__2,1.3967225978,0.8158754130000001,-1.392772866,-0.349034975
tcs__wt_01-kcl__1,0.7374628891,-0.04219238,-1.301488276,1.455038345
tcs__wt_01-kcl__2,0.2193743216,-0.041591509000000006,-1.07690628,1.366600795
tcs__wt_01xlb__1,2.72674675,-1.18682151,-2.536074282,1.232707105
tcs__wt_01xlb__2,1.8803453665,-1.187464975,-2.453981746,1.196058335
tcs__wt_115-kcl__1,-0.766367184,-0.09970663,-1.121441335,0.32144473500000004
tcs__wt_115-kcl__2,-1.1393413213999999,-0.12142913200000001,-1.08949667,0.254998695
tcs__wt_CuSO4__1,2.8124659179,0.733850203,-1.558307949,-0.34763808500000004
tcs__wt_CuSO4__2,3.2261300752,0.730520613,-2.042169051,-0.33729100500000003
tcs__wt_etoh__1,2.2450760871,0.575463063,-1.2357920070000001,-0.748208975
tcs__wt_etoh__2,2.1090239783,0.539484413,-1.260389779,-0.77338142
tcs__wt_lb__1,1.3713275365,0.9893765630000001,-1.581001675,0.7751741050000001
tcs__wt_lb__2,2.1520834817,1.092255943,-1.4765049860000001,0.778722075
tcs__wt_LiAcet__1,-0.2530337622,0.649175273,-1.361258452,0.017340905
tcs__wt_LiAcet__2,-0.210342001,0.406217943,-1.38730629,0.268100265
tcs__wt_LiCl__1,-0.0094170684,0.574315623,-1.32592926,0.29628289500000005
tcs__wt_LiCl__2,-0.22905433,0.6016396030000001,-1.429284003,0.39963469500000004
tcs__wt_m9p__1,0.7348794869,-0.395497808,-1.402612431,0.076579375
tcs__wt_m9p__2,0.9053034475,-0.420119436,-1.361472382,0.131004705
tcs__wt_pyr__1,2.3159514449,-1.287916309,-2.462526048,1.210572895
tcs__wt_pyr__2,2.3645997757,-1.163147485,-2.631893363,1.222105615
tcs__wt_zncl2__1,1.8892765118,0.665530193,-1.466227098,-0.7767742820000001
tcs__wt_zncl2__2,1.8603933987999999,0.6831118230000001,-1.48320105,-0.85283599
ros_tale__1_112_0pq__1,-0.8943847288000001,0.040594261,-1.6730833390000002,-0.8659966050000001
ros_tale__1_112_0pq__2,-0.68426732,0.219280403,-1.754029555,-0.9510845130000001
ros_tale__1_112_250pq__1,-0.6443539203,1.110700303,-1.6246540170000001,-0.892650067
ros_tale__1_112_250pq__2,-0.6071351434000001,0.843117993,-1.462167339,-0.650211917
ros_tale__1_112_750pq__1,-0.0699798759,0.9049245530000001,-1.529124064,-0.449078336
ros_tale__1_112_750pq__2,-0.1579818751,1.048487963,-1.6633802659999999,-0.756018851
ros_tale__1_112_750pq__3,0.0665300712,0.7018120830000001,-1.970635683,-0.9738206110000001
ros_tale__3_76_0pq__1,1.1348912127,0.40668794300000005,-0.585098788,0.609933425
ros_tale__3_76_0pq__2,1.0864946849,0.36532405300000004,-0.7529564040000001,0.5490627650000001
ros_tale__3_76_0pq__3,1.3582352485,0.389190503,-0.5720792840000001,0.20033556500000002
ros_tale__3_76_0pq__4,1.059813956,0.43728822300000003,-0.758365205,0.21333680500000002
ros_tale__3_76_250pq__1,-0.5451364457,-0.610562742,-1.85274341,-0.101637155
ros_tale__3_76_250pq__2,-0.2323051629,-0.773419076,-1.8361757330000001,-0.49744366
ros_tale__3_76_750pq__1,0.5163622113,0.051653856000000005,-2.130435159,-1.24988038
ros_tale__3_76_750pq__2,0.5411498454,-0.9425002680000001,-2.03126598,-1.09819233
ros_tale__7_103_0pq__1,-0.40565003590000004,0.7026568830000001,-1.600474321,-0.10574536500000001
ros_tale__7_103_0pq__2,0.47743270390000003,0.947477173,-1.72002562,-0.101382835
ros_tale__7_103_0pq__3,-0.2078695577,0.7939082030000001,-1.465591705,-0.140543905
ros_tale__7_103_0pq__4,0.4065477588,1.056964733,-1.6298285090000002,-0.151116715
ros_tale__7_103_250pq__1,-0.16399555130000001,-0.24247490100000002,-1.926043415,-0.28454211500000004
ros_tale__7_103_250pq__2,-0.742916828,-0.20438087800000002,-2.003419152,-0.218709975
ros_tale__7_103_750pq__1,0.07621561980000001,0.088597729,-2.061667691,0.059289785000000005
ros_tale__7_103_750pq__2,0.4058668346,0.14973729300000002,-2.03825315,0.08908384500000001
ros_tale__9_77_0pq__1,-0.6723284854,-0.7757600000000001,-1.801759055,-0.518450237
ros_tale__9_77_0pq__2,0.040914287300000005,-0.573824628,-2.019681667,-0.47543456700000003
ros_tale__9_77_250pq__1,-0.2201900161,-0.910153037,-2.019335032,-0.869744331
ros_tale__9_77_250pq__2,-0.5290639143,-0.9544832510000001,-2.020100426,-1.050985093
ros_tale__9_77_750pq__1,-0.2053042525,-0.588176502,-2.034178963,-0.72520451
ros_tale__9_77_750pq__2,0.18663408550000002,-0.8824148350000001,-1.891864699,-0.7641835720000001
ros_tale__11_83_0pq__1,0.7686060963,0.767703793,-2.005848099,-1.0700173099999999
ros_tale__11_83_0pq__2,-0.0835724501,0.727341753,-1.874178552,-1.103072573
ros_tale__11_83_250pq__1,0.5998174411,0.616797033,-2.023413661,-1.148855377
ros_tale__11_83_250pq__2,0.2303883512,0.8796841830000001,-2.028911329,-0.9061221570000001
ros_tale__11_83_750pq__1,0.8036295910000001,0.9722065830000001,-2.162539442,-0.9090295740000001
ros_tale__11_83_750pq__2,0.2566579204,1.096863553,-2.140434611,-0.6581965830000001
ros_tale__13_87_0pq__1,-0.0031908322000000003,0.40261139300000004,-1.955972644,-1.130481859
ros_tale__13_87_0pq__2,0.2130191843,0.201186783,-1.960973684,-1.097951499
ros_tale__13_87_250pq__1,0.1420482369,0.613315693,-1.9077956340000002,-0.7678107230000001
ros_tale__13_87_250pq__2,0.1265400558,0.806008833,-1.854429048,-0.501428296
ros_tale__13_87_750pq__1,0.0967461161,1.099164733,-2.005156393,-0.539670415
ros_tale__13_87_750pq__2,-0.3851720437,1.124829123,-1.9258504360000002,-0.418458545
ros_tale__14_27_0pq__1,-1.0006401168,-0.037079376000000004,-1.970259902,-0.859777644
ros_tale__14_27_0pq__2,-0.7761955675000001,-0.11367244900000001,-1.979258701,-0.8969574320000001
ros_tale__14_27_250pq__1,-1.1615471289000001,0.407816973,-1.9555055380000002,-0.7157152090000001
ros_tale__14_27_250pq__2,-0.8837052954,0.321498873,-1.831861476,-0.827818583
ros_tale__14_27_750pq__1,0.0817056189,0.963881143,-2.162484753,1.084884585
ros_tale__14_27_750pq__2,0.36424913880000004,1.226371643,-2.079447823,1.110534925
ros_tale__16_28_250pq__1,0.5773720878,0.654686623,-0.763335776,-0.322763075
ros_tale__16_28_250pq__2,0.4227994618,0.625724853,-0.689755302,-0.293092475
ros_tale__16_32_0pq__1,0.7908876406,1.494979073,-1.896763401,0.34716982500000004
ros_tale__16_32_0pq__2,0.7119635976,1.442336843,-1.781360067,0.33392048500000004
ros_tale__16_32_0pq__3,1.1412845321,0.607936503,-0.7457521210000001,-0.291864605
ros_tale__16_32_0pq__4,1.1376425039,0.622877623,-0.674449791,-0.29224345500000004
ros_tale__16_32_250pq__1,0.5833676668000001,0.496195963,-0.761851775,-0.465235485
ros_tale__16_32_250pq__2,0.9442437175,0.602191523,-0.732044369,-0.483834904
ros_tale__16_32_750pq__1,0.5483931489,0.625901413,-1.955117384,-0.230275895
ros_tale__16_32_750pq__2,1.1755972910999999,1.045357503,-1.497249445,0.08051488500000001
ros_tale__17_104_0pq__1,0.8675239266,1.6003325529999999,-2.252293233,0.414410155
ros_tale__17_104_0pq__2,1.0996057077,1.598090103,-2.428687782,0.420775255
ros_tale__17_104_250pq__1,-0.1169601095,0.982030343,-2.316710806,-0.091196495
