,A,RpoE
tcs__del_cpxR_etoh__2,0.9136550182000001,1.3577390425
tcs__del_cpxR_lb__1,1.2651224231,1.7266966025000001
tcs__del_cpxR_lb__2,1.8243834927,1.6458687775
tcs__del_cusR_CuSO4__1,2.5099416749,0.5767844415
tcs__del_cusR_CuSO4__2,2.6674838384,0.6614636565
tcs__del_cusR_lb__1,0.5299919705,0.3698256455
tcs__del_cusR_lb__2,0.2501906554,0.4427733625
tcs__del_kdpE_01-kcl__1,6.0676039426,2.2742852535
tcs__del_kdpE_01-kcl__2,6.590405088,2.3562605435
tcs__del_kdpE_115-kcl__1,-1.072773833,0.8894144005
tcs__del_kdpE_115-kcl__2,-0.9506688704,1.0456325615
tcs__del_phoB_m9__1,1.464428559,1.2890155385
tcs__del_phoB_m9__2,1.1007801406,1.2094726605
tcs__del_phoB_m9p__1,16.0066194332,2.3058214535
tcs__del_phoB_m9p__2,16.0956756915,2.3610454035
tcs__del_rcsB_etoh__1,-1.793040769,1.3671665465
tcs__del_rcsB_etoh__2,-1.5276452625,1.4260069825000001
tcs__del_rcsB_lb__1,5.6942904599,2.2785885335
tcs__del_rcsB_lb__2,5.3139145769,2.2963955035
tcs__del_zraR_lb__1,4.2908320033,0.5909169775
tcs__del_zraR_lb__2,4.8473085176,0.8422148655
tcs__del_zraR_zncl2__1,8.6675616412,2.3481113135
tcs__del_zraR_zncl2__2,8.4086266847,2.2692314735
tcs__wt_01-kcl__1,3.3677989905,2.1626685635
tcs__wt_01-kcl__2,3.4611841043,2.0696544975
tcs__wt_01xlb__1,2.217128974,2.1740979935
tcs__wt_01xlb__2,2.0494735122,2.1967345135
tcs__wt_115-kcl__1,-1.2152125132,1.0156497165
tcs__wt_115-kcl__2,-1.4064272266,1.0839075385
tcs__wt_CuSO4__1,1.7374709951,0.014398220500000001
tcs__wt_CuSO4__2,2.0117941616,0.0638276045
tcs__wt_etoh__1,0.9038303031,1.5579571615
tcs__wt_etoh__2,1.5841331704,1.6457592035
tcs__wt_lb__1,5.1442079624,2.1099988725
tcs__wt_lb__2,6.0475908683,2.0867648415
tcs__wt_LiAcet__1,1.3927723115,1.0225867515
tcs__wt_LiAcet__2,0.3313400439,0.8976177075
tcs__wt_LiCl__1,0.2763232888,0.9553373745
tcs__wt_LiCl__2,-0.1571759822,0.8763835435
tcs__wt_m9p__1,13.6143507458,2.3211723435
tcs__wt_m9p__2,13.4514350292,2.4673120835
tcs__wt_pyr__1,1.0168817247,2.0756030985
tcs__wt_pyr__2,1.3642665188,2.1154671465
tcs__wt_zncl2__1,8.8363059064,2.2489510835
tcs__wt_zncl2__2,8.759076952000001,2.2917913735
ros_tale__1_112_0pq__1,-2.0839127085999998,0.5544688205
ros_tale__1_112_0pq__2,-1.8533890104,0.4441527515
ros_tale__1_112_250pq__1,-2.5857098996,0.0556943115
ros_tale__1_112_250pq__2,-3.2004007671,0.3476850225
ros_tale__1_112_750pq__1,-2.9089694362,0.3765467145
ros_tale__1_112_750pq__2,-2.9241473485,0.6466180745
ros_tale__1_112_750pq__3,-2.6712593316,0.5658047935
ros_tale__3_76_0pq__1,1.1275524083,0.6531320265
ros_tale__3_76_0pq__2,0.8654065279,0.6954090075
ros_tale__3_76_0pq__3,0.6529396259,0.8037071495
ros_tale__3_76_0pq__4,0.6640510416000001,0.8952290345
ros_tale__3_76_250pq__1,5.1114493495,3.0258170735
ros_tale__3_76_250pq__2,3.6881067973,2.2710710335
ros_tale__3_76_750pq__1,-2.2348632097,0.4375880595
ros_tale__3_76_750pq__2,1.295573061,1.2703757555
ros_tale__7_103_0pq__1,-2.7756747041,0.44455469550000004
ros_tale__7_103_0pq__2,-3.4193573329999998,0.3382565865
ros_tale__7_103_0pq__3,-2.8310839735,0.45994752850000004
ros_tale__7_103_0pq__4,-3.2816645185,0.3939907335
ros_tale__7_103_250pq__1,-1.2935349961,0.7314190635000001
ros_tale__7_103_250pq__2,-0.9346664822,0.8531680405000001
ros_tale__7_103_750pq__1,-0.9767856733,0.9396756825
ros_tale__7_103_750pq__2,-1.1517719521,0.7222414835000001
ros_tale__9_77_0pq__1,-2.1369009517,0.7741435855000001
ros_tale__9_77_0pq__2,-2.6952174773,0.5938545075
ros_tale__9_77_250pq__1,-2.2932882953,0.9985470335000001
ros_tale__9_77_250pq__2,-2.8684601006,0.9173875445
ros_tale__9_77_750pq__1,-1.7833603494,1.4532943185
ros_tale__9_77_750pq__2,-1.5427768992000002,1.5103774135
ros_tale__11_83_0pq__1,-0.6383572988,0.6540830725
ros_tale__11_83_0pq__2,-0.8749180017,0.6977090865000001
ros_tale__11_83_250pq__1,-1.1897983885,0.4987140055
ros_tale__11_83_250pq__2,-1.638524461,0.3779141035
ros_tale__11_83_750pq__1,-2.3771208945,0.2812391255
ros_tale__11_83_750pq__2,-1.9438890502000001,0.3257971885
ros_tale__13_87_0pq__1,-0.9321541677,0.5845213535
ros_tale__13_87_0pq__2,-1.0282903105,0.6214821355
ros_tale__13_87_250pq__1,-1.4242860362,0.5188417505
ros_tale__13_87_250pq__2,-1.3918381333,0.3122497275
ros_tale__13_87_750pq__1,-1.4605247488,0.25401167550000003
ros_tale__13_87_750pq__2,-1.7586208681,0.2072994185
ros_tale__14_27_0pq__1,-1.8233259416,0.2355779395
ros_tale__14_27_0pq__2,-2.5586479925,0.0130580055
ros_tale__14_27_250pq__1,-1.588658578,-0.11450547850000001
ros_tale__14_27_250pq__2,-2.0078788902,-0.0948875285
ros_tale__14_27_750pq__1,-4.2705430612,0.7847165675000001
ros_tale__14_27_750pq__2,-5.7139450363,0.9678744755
ros_tale__16_28_250pq__1,-0.1964901179,0.7519436885
ros_tale__16_28_250pq__2,0.3121765871,0.6943757285000001
ros_tale__16_32_0pq__1,-1.3085073125,0.5716938835
ros_tale__16_32_0pq__2,-1.3226075212000001,0.6626785875
ros_tale__16_32_0pq__3,-1.2229074983000001,0.2234354175
ros_tale__16_32_0pq__4,-1.549461449,0.2732054275
ros_tale__16_32_250pq__1,-1.7221444606,0.09067734350000001
ros_tale__16_32_250pq__2,-1.2632955267,0.15055672750000001
ros_tale__16_32_750pq__1,-1.1372262451,0.3326567905
ros_tale__16_32_750pq__2,-2.3189299287000003,0.35219707450000004
ros_tale__17_104_0pq__1,-0.6622161802000001,0.8042032035000001
ros_tale__17_104_0pq__2,-0.5242218341,0.6538174965
ros_tale__17_104_250pq__1,-0.3793611846,0.6267132885000001
ros_tale__17_104_250pq__2,-0.33160709400000005,0.6411088285000001
ros_tale__17_104_250pq__3,-0.805129419,0.8494642855000001
ros_tale__17_104_250pq__4,-0.1581283615,0.6365831515
ros_tale__17_104_750pq__1,2.0870191932,1.5999910585000001
ros_tale__17_104_750pq__2,2.050908476,1.5178100675000001
ros_tale__18_24_250pq__1,-0.26028611760000003,0.8036897785
ros_tale__18_24_250pq__2,-0.5091190145,0.4817687245
ros_tale__18_36_0pq__1,-2.1384801546,0.6680532315000001
ros_tale__18_36_0pq__2,-2.0524537149,0.6441627775000001
ros_tale__18_36_0pq__3,-2.3960926027,0.0049654595
ros_tale__18_36_0pq__4,-3.1154386212,-0.1499243985
ros_tale__18_36_250pq__1,-2.8635180053,-0.1253313145
ros_tale__18_36_250pq__2,-2.6496927951,-0.0275753405
ros_tale__18_36_750pq__1,-3.062400137,0.6792540125000001
ros_tale__18_36_750pq__2,-4.0126617206,0.7803901585
ros_tale__19_91_0pq__1,-2.4433104137,0.4707032165
ros_tale__19_91_0pq__2,-2.0300443543,0.5093826655
ros_tale__19_91_250pq__1,-1.7356062751999999,0.6140786235
ros_tale__19_91_250pq__2,-0.5580032143,1.4205306405
ros_tale__19_91_750pq__1,0.1238507791,1.3989905335000001
ros_tale__19_91_750pq__2,-0.0674722175,1.3569770335
ros_tale__19_91_750pq__3,1.4460427587,2.2237805635
ros_tale__19_91_750pq__4,0.4612897999,2.6500101135
ros_tale__21_97_0pq__1,-0.8182495412,0.5796469665
ros_tale__21_97_0pq__2,-1.1186688932,0.21998944650000002
ros_tale__21_97_250pq__1,-1.7418596056,-0.0288617125
ros_tale__21_97_250pq__2,-2.2597596699,-0.1696517075
ros_tale__21_97_750pq__1,-1.419539114,0.0376814705
ros_tale__21_97_750pq__2,-2.3359421933,-0.11594749850000001
ros_tale__25_111_0pq__1,-2.0231695931,0.3166597105
ros_tale__25_111_0pq__2,-1.3109844816,0.5517626945
ros_tale__25_111_250pq__1,-3.218322357,-0.2413721695
ros_tale__25_111_250pq__2,-2.6725159309,0.0188405185
ros_tale__25_111_750pq__1,-2.724932453,0.07727692850000001
ros_tale__25_111_750pq__2,-2.3092058684,0.1870721915
ros_tale__29_119_0pq__1,-2.4289658296,0.5659599765000001
ros_tale__29_119_0pq__2,-2.0124021387,0.4840522155
ros_tale__29_119_250pq__1,-3.0988431033,0.1146071015
ros_tale__29_119_250pq__2,-4.0473309237,0.0162804775
ros_tale__29_119_750pq__1,-3.1646073846,0.1172305525
ros_tale__29_119_750pq__2,-3.2495576244,0.045926522500000004
ros_tale__ALE4_0pq__1,-2.5858415337,-0.0767258115
ros_tale__ALE4_0pq__2,-2.7753202859,-0.1003549605
ros_tale__ALE4_250pq__1,-2.1800903167,0.7796541715
ros_tale__ALE4_250pq__2,-2.0872167996,0.7583912325000001
pcoli__atASMT_325G__1,0.4951603336,0.8799562645000001
pcoli__atASMT_325G__2,0.3557974062,0.9129762685
pcoli__bpTDC__1,-2.141685169,0.2334860635
pcoli__bpTDC__2,-2.1704231652,0.1775614885
pcoli__BRCA__1,-2.5118316659,0.1719767885
pcoli__BRCA__2,-2.8785734071,0.1424890935
pcoli__BRCActrl__1,-2.8498703113,0.3067426285
pcoli__BRCActrl__2,-3.1471287529,0.3013412635
pcoli__BRCAswap__1,-0.9296333034,0.7653940325
pcoli__BRCAswap__2,-0.8281599325000001,0.8164796105000001
pcoli__btAANAT__1,0.17220671210000002,0.7860048915000001
pcoli__btAANAT__2,0.6655400453,1.0116900945
pcoli__btASMT__1,-0.1150715997,0.6268810515000001
pcoli__btASMT__2,-0.21802141960000002,0.6462990415000001
pcoli__CC1__1,2.0449538525,1.4464514885
pcoli__CC1__2,2.5431497488,1.6380814105
pcoli__ccCOMT__1,-0.5486141222,0.6434436925
pcoli__ccCOMT__2,-0.48204359950000003,0.5947059945000001
pcoli__ckDDC__1,1.6111760076000001,1.2375583105
pcoli__ckDDC__2,1.2413819157,1.1270151425
pcoli__CNTF_belt__1,-1.2969808796,0.5732352135000001
pcoli__CNTF_belt__2,-0.8351179338,0.6685182165
pcoli__cobPNMT__1,-0.42758375270000004,0.7754993465000001
pcoli__cobPNMT__2,-0.2420728739,0.7790516665
pcoli__cvPhhB__1,0.11602156370000001,0.7805718785
pcoli__cvPhhB__2,0.0324455669,0.8784239295
pcoli__ggAANAT__1,-1.6245019918999999,0.3152851115
pcoli__ggAANAT__2,-1.7667304696000001,0.2880762965
pcoli__ggTPH__1,0.8177299625000001,0.9609072775
pcoli__ggTPH__2,0.0669455983,0.8432343625000001
pcoli__hsAANAT__1,2.7214918483,2.1252955235
pcoli__hsAANAT__2,2.8067087824,2.1288363935
pcoli__hsASMT__1,-1.2656313882,0.6314482645
pcoli__hsASMT__2,-1.2468292665,0.5562731675
pcoli__hsPNMT_mb__1,-0.6107744188,0.6368259435
pcoli__hsPNMT_mb__2,-0.5468854312,0.6538329415
pcoli__hsTPH__1,-2.0245684788,0.25945842950000003
pcoli__hsTPH__2,-2.2363876481,0.34588152250000004
pcoli__hsTPH_E2K__1,0.7381773814,1.0806142255
pcoli__hsTPH_E2K__2,0.6665965756000001,1.0628281235
pcoli__hsTPH_E2K_N91I_P99C__1,-1.6134803575999999,0.4126518165
pcoli__hsTPH_E2K_N91I_P99C__2,-1.9660070739000002,0.2407421585
pcoli__hsTPH_N158trunc__1,-0.6913939449000001,0.8633539555
pcoli__hsTPH_N158trunc__2,-0.7433908554,0.8055798625
pcoli__hsTPH_N174trunc__1,0.1700809415,0.9181100905
pcoli__hsTPH_N174trunc__2,0.002681742,1.0178847695
pcoli__hsTPH_Ntermtrunc__1,-2.4575123121,0.7913212135000001
pcoli__hsTPH_Ntermtrunc__2,-1.7895065506,0.9083301085000001
pcoli__hsTPH1__1,1.1402575566,1.2326859255
pcoli__hsTPH1__2,1.2124820481,1.2423181495
pcoli__MBP__1,-3.051790781,-0.0181720325
pcoli__MBP__2,-1.7344230199,0.32402134450000003
pcoli__msCOMT__1,-3.3182611015,-0.0262529775
pcoli__msCOMT__2,-3.3835725605,0.0583434965
pcoli__ocAANAT__1,-1.1001672209,0.3800871355
pcoli__ocAANAT__2,-1.129472002,0.35724571250000003
pcoli__osTDC_K374H__1,-1.2538137216,0.8758332945
pcoli__osTDC_K374H__2,-1.4389358763,0.9691103125
pcoli__osTDC_K374L__1,-3.6753572426,0.0349177805
pcoli__osTDC_K374L__2,-3.4978585558,0.0429178725
pcoli__osTDC_K374Q__1,-0.1525724714,0.8577268945000001
pcoli__osTDC_K374Q__2,-0.0812753123,0.7914610525
pcoli__osTDC_L360V__1,-2.2238631282,0.4589699445
pcoli__osTDC_L360V__2,-2.4317282547,0.3619065775
pcoli__pmTPH__1,-2.7074563499,-0.1511541655
pcoli__pmTPH__2,-3.2068903777,-0.2716734005
pcoli__RFC__1,-1.442456498,0.4492570735
pcoli__RFC__2,-1.4809874664,0.3816597145
pcoli__RFCctrl__1,2.3376889286,1.9663275475000002
pcoli__RFCctrl__2,2.193785588,2.1568403435
pcoli__RFCnopause__1,2.7949034227,2.1576955435
pcoli__RFCnopause__2,2.2870961709,1.9780963775
pcoli__RFCpluspause__1,0.6331939499,1.5203561214999999
pcoli__RFCpluspause__2,0.377452236,1.5854017775
pcoli__rnCOMT_sol__1,2.2543486293,2.0070026545
pcoli__rnCOMT_sol__2,2.0641777474,1.8876692835000002
pcoli__rnPNMT__1,-3.3098113035,-0.0257046825
pcoli__rnPNMT__2,-3.8274973374,-0.1710856125
pcoli__rnTDC__1,-2.1010376969,0.2656134265
pcoli__rnTDC__2,-2.1299808727,0.2612667025
pcoli__rnTDC_trunc__1,-2.7868422584,0.40318919750000004
pcoli__rnTDC_trunc__2,-2.6919129966,0.2928075425
pcoli__saCOMT_T2A__1,-0.8152113141,0.5255081335
pcoli__saCOMT_T2A__2,-0.7812429969,0.4484695045
pcoli__sfCOMT__1,-1.9270845197000002,0.1585486465
pcoli__sfCOMT__2,-2.168728092,0.1282034495
pcoli__sgAANAT_D63G__1,-0.3881792719,0.7278241365
pcoli__sgAANAT_D63G__2,-0.085190471,0.7039546155
pcoli__ssDDC__1,-1.0535521628,0.5933067045
pcoli__ssDDC__2,-1.5130220797,0.5447491225000001
pcoli__TP53B__1,0.3775685187,1.0627321075
pcoli__TP53B__2,-0.0992380905,1.0404495045
pcoli__WT__1,-1.0589266876,1.1583613725
pcoli__WT__2,-0.8006981697000001,1.2256709964999999
cck__glu_ale4__1,-1.873300387,-0.1961163535
cck__glu_ale4__2,-1.3613114122,-0.2415481345
cck__cck_ale1__1,-0.4351500223,-0.1719242625
cck__cck_ale1__2,-0.6117559306,-0.20354279050000001
cck__cck_ale2__1,-0.5678777375,-0.21540248350000002
cck__cck_ale2__2,-0.24255819180000002,-0.2240433275
cck_pgi__gmos_delpgi__1,1.8702115009,1.3374477355
cck_pgi__gmos_delpgi__2,0.0363674331,1.0725555155
cck_pgi__pgi_ale1__1,-2.2824186075,-0.0417303345
cck_pgi__pgi_ale1__2,-0.9759887413,0.2254727655
cck_pgi__pgi_ale2__2,-0.2049817581,0.6012927525
cck_pgi__pgi_ale3__1,-2.2027132205,-0.0833735115
cck_pgi__pgi_ale3__2,-0.31088261970000003,0.1789902955
cck_pgi__pgi_ale4__1,-0.3225363701,0.3597390405
cck_pgi__pgi_ale4__2,1.1411975422,0.0960894055
cck_pgi__pgi_ale4__3,0.9051829431,0.1112536935
cck_pgi__pgi_ale5__1,-1.9251521535,-0.013232780500000001
cck_pgi__pgi_ale5__2,-1.4519179718,-0.2074892065
cck_pgi__pgi_ale6__1,-0.3269377323,0.31820756850000004
cck_pgi__pgi_ale6__2,-0.45379348750000004,-0.13840388950000002
cck_pgi__pgi_ale7__1,0.9922658345,0.6571709495
cck_pgi__pgi_ale7__2,2.2705325159,0.5011587285
cck_pgi__pgi_ale8__1,-2.4130507748,-0.5225670845
cck_pgi__pgi_ale8__2,-1.4628265269,-0.6813834205
cck_sdh__gmos_delsdhCB__1,1.486715892,1.3963445575
cck_sdh__gmos_delsdhCB__2,0.5560480375,1.1394749095
cck_sdh__sdh_ale1__1,0.6810094507000001,0.4645566205
cck_sdh__sdh_ale1__2,1.0139830885,0.35213875850000004
cck_sdh__sdh_ale2__1,0.1679850064,0.20935301150000002
cck_sdh__sdh_ale3__2,0.7644544654000001,0.3029778835
cck_sdh__sdh_ale3__1,0.2647032131,0.2550947215
cck_sdh__sdh_ale3__3,0.0160196471,0.29109062750000003
cck_pts__gmos_delptsHIcrr__2,-0.4835129466,0.5239569355
cck_pts__gmos_delptsHIcrr__1,-0.2656496386,0.3743072395
cck_pts__pts_ale1__2,-2.2425023725,-0.0292859125
cck_pts__pts_ale1__1,-2.4720185806,-0.1022123335
cck_pts__pts_ale2__2,1.023212884,-0.2461146375
cck_pts__pts_ale2__1,0.7189309753,-0.1525498015
cck_pts__pts_ale3__2,-1.3065967876,-1.5045065695000002
cck_pts__pts_ale3__1,-0.9403983643,-1.3116153025
cck_pts__pts_ale4__2,-0.1157913193,-0.4844950985
cck_pts__pts_ale4__1,-1.0812212542,-0.5199234795000001
cck_gnd__gmos_delgnd__1,1.0581384894,1.0481192505
cck_gnd__gmos_delgnd__2,2.0660736797,1.9519227895000002
cck_gnd__gnd_ale1__1,0.1250021738,-0.0497623175
cck_gnd__gnd_ale1__2,-0.0170475997,-0.2244499755
cck_gnd__gnd_ale2__1,-0.6099491687,-0.41529821250000004
cck_gnd__gnd_ale2__2,0.012480445500000001,-0.1370192255
cck_gnd__gnd_ale3__1,0.2584684976,-0.0486637165
cck_gnd__gnd_ale3__2,0.0752502277,-0.1587391585
cck_tpiA__gmos_deltpiA__1,-2.6122770803,0.026762914500000002
cck_tpiA__gmos_deltpiA__2,-3.0918954054,0.5626627155
cck_tpiA__tpiA_ale1__1,-0.8123708485000001,-0.14146474450000002
cck_tpiA__tpiA_ale1__2,-1.1027589318,-0.2035490895
cck_tpiA__tpiA_ale2__1,-1.0804051395,-0.0095514455
cck_tpiA__tpiA_ale2__2,-0.3221044682,-0.0321926205
cck_tpiA__tpiA_ale3__1,0.29463336360000003,0.5574256375000001
cck_tpiA__tpiA_ale3__2,-0.3633921338,0.5131667305000001
cck_tpiA__tpiA_ale4__1,-1.5821347137,-0.3853658535
cck_tpiA__tpiA_ale4__2,-1.3576070756,-0.5009535525000001
acid_tale__acid_ale1_pH7__1,-2.0638429518,-0.1948696135
acid_tale__acid_ale1_pH7__2,-2.0635602905,-0.2145452525
acid_tale__acid_ale1_pH5__1,-1.9213824667,0.9556843105
acid_tale__acid_ale1_pH5__2,-1.8146761929,1.0005398295
acid_tale__acid_ale2_pH7__1,-3.3783658513,-0.4453102425
acid_tale__acid_ale2_pH7__2,-3.2354456138,-0.4452538285
acid_tale__acid_ale2_pH5__1,-1.6959166545,0.0539730615
acid_tale__acid_ale2_pH5__2,-4.6269641288,0.0062910315000000005
acid_tale__low_Mg_ale_pH7__1,-2.0058167661,0.15119614250000002
acid_tale__low_Mg_ale_pH7__2,-2.2990465664,0.08917757750000001
acid_tale__low_Mg_ale_pH5__1,-2.0600109606,0.5117547005
acid_tale__low_Mg_ale_pH5__2,-2.1673327645000002,0.3474768385
acid_tale__MES_ale_pH7__1,-2.1310436664,-0.0923584895
acid_tale__MES_ale_pH7__2,-2.2365677475,-0.11870146250000001
acid_tale__MES_ale_pH5__1,-0.9251345452,0.5460369635
acid_tale__MES_ale_pH5__2,-0.1817518891,1.1965855825
acid_tale__gmos_pH7__1,-1.9470255710000002,-0.15661441850000002
acid_tale__gmos_pH7__2,-2.1795757753,-0.14706372950000002
acid_tale__gmos_pH5__1,-1.7616201087,0.48683057150000003
acid_tale__gmos_pH5__2,-1.2099003648,0.6157113105
adnB__wt_adn__1,2.703717425,1.9883293455
adnB__wt_adn__2,2.1283277268,1.5722607675
adnB__delydhB_adn__1,3.2255755732,1.9746975385
adnB__delydhB_adn__2,2.6677073791,1.8431908805
ytf2__wt_glc__1,0.9985286033,1.1209573945
ytf2__wt_glc__2,0.6732137763,1.0416570825
ytf2__ybcM_glc__1,1.0215801573,1.0843837145
ytf2__ybcM_glc__2,0.6654139273,1.1138498585
ytf2__ydhB_glc__1,1.0520954994,0.8971550445
ytf2__ydhB_glc__2,0.9860993708,0.9232225465
ytf2__yfeC_glc__1,1.4448988279,0.8688279565
ytf2__yfeC_glc__2,1.1588046424,0.9057806195
ytf2__yciT_glc__1,1.060499083,1.0955398135
ytf2__yciT_glc__2,0.8000657330000001,1.0575716625
ytf2__ydiZ_glc__1,0.695174501,0.7689234625
ytf2__ydiZ_glc__2,0.7809963691,0.8241208895000001
ytf2__ynfL_glc__1,1.2269764985,1.0429750175
ytf2__ynfL_glc__2,0.9042722245,1.0342751605
misc2__dellon_glc__1,-1.6066667896,1.6606548925
misc2__dellon_glc__2,-1.8572182293,2.3854274435000002
ytf3__wt_glc2__1,0.2884670123,0.6735942415
ytf3__wt_glc2__2,-0.1418236186,0.6661150775
ytf3__wt_pH7_lactate__1,0.1599835168,0.7993760045
ytf3__wt_pH7_lactate__2,0.5441861559,0.8343448425000001
ytf3__wt_pH55_lactate__1,0.5796137916,0.9038952745000001
ytf3__wt_pH55_lactate__2,0.43473693100000005,0.9160787615
ytf3__wt_pH55_HCl__1,1.8334657481,1.2839155635
ytf3__wt_pH55_HCl__2,1.9078033253000002,1.2889803715
ytf3__dyieP_pH7__1,0.1282708834,0.6910232765000001
ytf3__dyieP_pH7__2,0.0405162206,0.6881478125
ytf3__dyieP_pH55__1,0.37790781160000003,0.7658097165000001
ytf3__dyieP_pH55__2,1.1240297054,0.8159797855
