,A,BetI,ArcA,Cra
fur__wt_dpd__1,0.1541662399,0.506048802,1.058304126,-1.1877552405
fur__wt_dpd__2,0.5050047299,0.620516362,1.126720666,-1.1737682105
fur__wt_fe__1,0.5649081605,-0.31260470100000004,-0.05264584,-0.3327269625
fur__wt_fe__2,0.5860337715,-0.10999449400000001,-0.129847039,-0.2594009255
fur__delfur_dpd__1,0.6797700121,0.44468015,1.122678696,-1.0912162295
fur__delfur_dpd__2,0.6288341334,0.574225646,1.043829066,-1.0673563795
fur__delfur_fe2__1,0.3401115619,-0.027313524000000002,0.038872322,-0.5522316355
fur__delfur_fe2__2,0.0368550473,-0.045625499,0.005759822,-0.5848465775
acid__wt_ph5__1,0.14627141570000002,-0.11431189300000001,0.9077065660000001,-0.23737093050000002
acid__wt_ph5__2,0.0151692321,-0.10778483200000001,0.8854765760000001,-0.24076136350000002
acid__delgadx_ph5__1,-0.1083014627,0.22398679600000002,0.6386470710000001,-0.2069328745
acid__delgadw_ph5__1,-0.0267897835,-0.020705973000000003,0.774188486,-0.28221490650000003
acid__delgadw_ph5__2,0.1947807506,0.064048298,0.8036499260000001,-0.2312081875
acid__delgade_ph5__1,0.1028016585,0.075363752,0.499338233,-0.1426848045
acid__delgade_ph5__2,0.1627948381,0.000455782,0.48226117700000004,-0.2107098605
oxidative__wt_pq__1,-0.810807994,0.00339807,2.161495396,-0.9948958295
oxidative__wt_pq__2,-0.7665867361,-0.06453162700000001,2.173902676,-1.0895483045
oxidative__deloxyr_pq__1,-0.0416684707,0.343245817,2.132592106,-0.22714133450000001
oxidative__deloxyr_pq__2,-0.17996796580000002,0.49770897300000005,2.155119376,-0.1089024705
oxidative__delsoxr_pq__1,-0.1953522771,-0.135810423,2.114133386,-0.8179514835
oxidative__delsoxr_pq__2,-0.37529121800000004,-0.045994161000000006,2.045519786,-0.8006893435
oxidative__delsoxs_pq__1,-1.0056908484,0.27201109500000004,2.3445910960000003,-1.1173508365
oxidative__delsoxs_pq__2,-0.8012843581,0.28140719000000003,2.405278176,-0.9308994235
nac_ntrc__wt_csn__1,-1.7466353902,0.111428234,0.614107743,-0.2068408135
nac_ntrc__wt_csn__2,-1.6844883326,0.08915070300000001,0.560547789,-0.2683508555
nac_ntrc__wt_cytd__1,-0.3940830792,-0.279644345,0.279501977,-0.0824133625
nac_ntrc__wt_cytd__2,-0.6492419332,-0.22499085700000002,0.286099773,-0.1677115365
nac_ntrc__wt_gln__1,-1.3600375864,-0.19211307900000002,0.8913351260000001,0.0801267355
nac_ntrc__wt_gln__2,-1.5950406552,-0.371669888,0.8662795560000001,0.0043702345
nac_ntrc__bw_delnac_csn__1,-0.6924158176,0.452121188,0.9463078960000001,-0.3579043765
nac_ntrc__bw_delnac_csn__2,0.0171895753,0.61463035,1.058494226,-0.1233860915
nac_ntrc__bw_delnac_cytd__1,1.1670273664,0.51093687,0.9694913660000001,-0.18457792450000002
nac_ntrc__bw_delnac_cytd__2,1.3222708616,0.43155385900000004,0.9866688160000001,-0.21771202550000002
nac_ntrc__bw_delnac_gln__1,0.9295370987,0.6136578260000001,1.779034016,-0.058414558500000005
nac_ntrc__bw_delnac_gln__2,1.2251825518000001,0.440723921,1.7441336060000001,0.0276207205
nac_ntrc__bw_delnac_nh4__1,1.9470670523,0.7480925310000001,0.532564653,-0.1843641365
nac_ntrc__bw_delnac_nh4__2,2.3528044869,0.6979091420000001,0.613698527,-0.2454034005
misc__wt_no_te__1,0.6302123463,0.383234094,0.985523586,-0.46721748750000003
misc__wt_no_te__2,1.1910173962,0.33863819,0.614279137,-0.2667226935
misc__bw_delcbl__1,3.1665595205,1.045718466,0.12568636,-0.2915494965
misc__bw_delcbl__2,2.9554608614,1.029790775,0.035046911,-0.28677707750000003
misc__bw_delfabr__1,3.5184079729,0.866449891,-0.24226446100000001,-0.2201390145
misc__bw_delfabr__2,3.1905256021,0.964471053,-0.291546346,-0.3216772765
misc__bw_delfadr__1,1.7287763275999999,0.412538764,0.639510641,-0.2075440335
misc__bw_delfadr__2,1.7322812287,0.413928059,0.6575469140000001,-0.1982028295
misc__nitr_031__1,-0.0986500609,-0.010475048,1.407530216,-0.2527009105
omics__wt_glu__1,0.1871797657,-0.031176992,-0.273254272,0.2896546635
omics__wt_glu__2,0.7623766120000001,0.114908617,-0.267923509,0.1785036485
omics__wt_gly__1,-0.28431077790000003,-0.189945886,-0.30586483000000003,0.0584354255
omics__wt_gly__2,0.026912356800000002,-0.10080312,-0.24486246900000003,0.08485717250000001
omics__wt_thr__1,-1.4071571867000001,-1.334604817,-0.121007954,0.6122284505000001
omics__wt_thr__2,-1.8368782448,-1.163885935,-0.04399066,0.6146578485
omics__bw_ac__1,0.3807482733,1.036802326,-0.048029848,0.8817667035000001
omics__bw_ac__2,0.0703602816,1.149907711,-0.076148239,0.8924773015
omics__bw_fum__1,0.7169936605,0.6451031220000001,-0.046794311000000005,0.5877983865
omics__bw_fum__2,0.6755896342000001,0.712077111,-0.08552493700000001,0.5226877135
omics__bw_glc__1,2.4056211059,1.443035572,0.12043444,0.0273994885
omics__bw_glc__2,2.4475441984,1.31222327,0.131540097,0.0728779705
omics__bw_pyr__1,0.2769928116,0.327363854,-0.350962926,0.4805777875
omics__bw_pyr__2,0.1361764415,0.661609133,-0.34418755100000004,0.5675752305
ompr__wt_nacl__1,5.7375508715,2.36151826,1.828340046,-1.5929679745
ompr__wt_nacl__2,5.537605627,2.336791914,1.957742426,-1.7497737265
ompr__bw_delompr_nacl__1,7.4156948134,2.484266579,1.3682953260000001,-1.7213951165
ompr__bw_delompr_nacl__2,7.1517949111,2.417593884,1.419179516,-1.8707998295000001
minspan__wt_ade__1,-1.9692826980000002,-1.178941023,0.393576953,-0.4489845905
minspan__wt_glc__1,-1.9710460438,-0.7496076540000001,0.444636982,-0.2207924055
minspan__wt_glc__2,-2.3503974236,-0.994156612,0.371492769,-0.1532301705
minspan__wt_glc__3,-2.0406411623,-0.53085109,0.331090588,-0.1654427225
minspan__wt_glc_anaero__1,-7.5646955201,-3.929568624,0.7573820960000001,0.7999081985000001
minspan__wt_glc_anaero__2,-6.3518499762000005,-3.160526368,0.696397778,1.1722754415
minspan__wt_trp__1,-8.511944357099999,-3.545589747,0.37565932,0.4102215775
minspan__bw_delcra_glc__1,-3.7378159967,-1.679087557,0.476845821,-6.3602353955
minspan__bw_delcra_trp__1,-6.4182609219,-2.565775724,0.5289642950000001,-4.7930176055
minspan__bw_delmntr__1,-3.3668224339,-2.160092874,0.487748006,0.5425909545000001
minspan__bw_delnac_ade__1,-0.8184059644,-0.309751316,0.105543914,-0.7930149015
minspan__bw_delnac_glc__1,-0.2069027789,-0.09066777200000001,0.32585684400000003,-0.0986223765
cra_crp__wt_ac__1,-1.2524184373,-0.10577114400000001,0.075213946,0.9012172285000001
cra_crp__wt_ac__2,-1.1147721903,-0.24120738600000002,0.040042087000000004,1.1057735505
cra_crp__wt_fru__1,-0.3064961909,-0.12828840600000002,-0.27503787900000004,0.7123657575
cra_crp__wt_fru__2,-0.5318563772,0.020086202,-0.23072129300000002,0.47676490250000003
cra_crp__delcra_ac__1,0.5238405163000001,0.20519137,0.252433879,-7.2746930645
cra_crp__delcra_ac__2,0.6624725546,0.31816455400000004,0.273945205,-7.2746930645
cra_crp__delcra_fru__1,0.10095030960000001,0.010851635,0.519048295,-7.2746930645
cra_crp__delcra_fru__2,0.1019848699,-0.098838772,0.512524654,-7.2746930645
cra_crp__delcra_glc__1,0.5843021352000001,-0.072866336,0.126573136,-7.2746930645
cra_crp__delcra_glc__2,0.5120994360000001,-0.012187734,0.126137254,-7.2746930645
rpoB__wt_031__1,-1.4017398754000001,-0.21376820800000002,0.396646588,0.7803328845
rpoB__wt_044__1,-0.034904528000000004,0.165523588,0.45351927500000005,0.10390239150000001
rpoB__wt_lb__1,0.5045047776,0.644576565,1.5404025159999999,0.5522476165
rpoB__wt_lb__2,0.8461267965,0.44685960500000005,1.449866066,0.5466030005
rpoB__rpoBE546V_031__1,-1.6604787776,0.12111086900000001,0.685514203,0.5672867075
rpoB__rpoBE546V_044__1,-1.3436578049,0.210127173,0.539784889,0.5335004895000001
rpoB__rpoBE546V_lb__1,1.1294979707,0.5288767830000001,1.181176256,0.6674809845
rpoB__rpoBE546V_lb__2,1.0679606050000001,0.563799951,1.097910146,0.5745490675
rpoB__rpoBE546V_glc__1,0.1453117145,0.100930904,-0.042422106,0.1860434845
rpoB__rpoBE672K_glc__1,2.17105548,-0.308152984,-0.529459554,-0.0267189575
rpoB__rpoBE672K_glc__2,2.12608386,-0.13695025900000002,-0.47372824700000005,-0.0257166055
rpoB__rpoBE672K_lb__1,3.5083831173,0.141896306,0.035597011000000005,-0.6128218315
rpoB__rpoBE672K_lb__2,3.4259061745,0.20780167400000002,0.07509867,-0.5361180115
crp__wt_fru__1,-0.23350678600000002,-0.603848167,-0.19600093400000002,0.2989213585
crp__wt_glyc__1,-0.5466384402000001,-0.703541653,-0.08909652200000001,0.4175891165
crp__wt_glyc__2,-0.41184175700000003,-0.707720874,-0.190341532,0.48395879950000004
crp__delar1_glyc__1,-3.0709019958,-1.997494755,0.584096822,-0.47260369550000003
crp__delar1_glyc__2,-4.5731945162,-2.85324958,0.7408784060000001,-0.1598414535
crp__delar1ar2_glyc__1,0.45663737400000004,-0.054168174000000006,0.636325653,0.0721372145
crp__delar1ar2_glyc__2,0.42837480040000003,-0.17680007,0.7106710190000001,0.09626005650000001
crp__delar1ar2_glyc__3,0.0755086523,-0.18274514,0.7162020570000001,0.1420857595
crp__delar2_glyc__1,-6.2574328222,-3.8475744350000003,0.18458875400000002,1.5884455014999999
crp__delar2_glyc__2,-5.8220748118,-3.386604848,0.17830120100000002,1.5380338865
crp__delar2_glyc__3,-5.9559316468,-3.948650333,0.25819627,1.7052313895
crp__delcrp_fru__1,-0.5591813166,0.12042493800000001,1.391143806,-0.1714309155
crp__delcrp_fru__2,-0.4838168136,0.334915348,1.365476696,-0.1182234695
crp__delcrp_fru__3,-0.6105660372,0.053398886000000007,1.362720846,-0.0551217295
crp__delcrp_glc__1,-0.8799240418000001,0.041530547,1.358549616,0.07036556050000001
crp__delcrp_glc__2,-0.6676716309,-0.099995969,1.3477543060000001,-0.0425951975
crp__delcrp_glc__3,-1.2070039865,-0.060848176000000004,1.385312096,-0.042914679500000004
crp__delcrp_glyc__1,-0.5350136131000001,-0.30913864900000004,0.928719166,-0.3392304345
crp__delcrp_glyc__2,-0.876913732,-0.18510974800000002,1.041311906,-0.3827568625
crp__delcrp_glyc__3,-0.4324717759,-0.104941695,0.9504081660000001,-0.42265333850000003
glu__glu_ale3__1,-0.5892806601,-1.024597259,0.9075265760000001,-0.7402779055
glu__glu_ale4__1,3.3672195396,-0.187516711,-0.055828563000000005,-0.3293785065
glu__glu_ale5__1,2.1023944481,-0.43921339000000004,0.09422176900000001,0.0947587235
glu__glu_ale6__1,3.0766425071,-0.136064918,-0.407977407,-0.4482474515
glu__glu_ale8__1,-1.4352848552,-1.602208094,0.9552785760000001,-0.4052344865
glu__glu_ale9__1,0.9305531165,-0.8017987790000001,0.5717934290000001,-0.5522943725
glu__glu_ale10__1,-0.37358567140000004,-1.4804781120000001,0.614706375,-0.8425052495
42c__wt_42c__1,2.8005803534,0.614041275,0.328591383,-0.0454717345
42c__42c_ale1__1,-3.8462336104,-2.54596573,1.071597756,0.5311776705
42c__42c_ale2__1,2.8784338800000002,-0.372385307,0.330761637,-0.7342239275
42c__42c_ale3__1,2.3847338557,0.6515142060000001,-0.151671187,0.1280321895
42c__42c_ale4__1,1.5394906834,-0.446332787,0.032578979,-1.0645376205
42c__42c_ale5__1,3.0479102596,0.43567246,0.143125367,-0.5135051465
42c__42c_ale6__1,-3.5222595805,-4.05044085,1.327478846,0.21068480650000002
42c__42c_ale8__1,1.6399638731000001,-0.715592391,0.7806890660000001,-0.6217082495
42c__42c_ale9__1,5.0906344314,0.7105264870000001,-0.22797266500000002,-0.3956042765
42c__42c_ale10__1,-0.08621296540000001,-1.810502789,0.387994353,-0.6379388755000001
ssw__wt_ac__1,-2.9127959833,-0.296018881,1.138140236,-0.2413961185
ssw__wt_glc__1,-0.2986634521,-0.42111380800000003,0.199903728,0.1827105745
ssw__wt_glyc__1,-6.2981179179,-3.351034404,0.945881736,1.1715215855
ssw__wt_xyl__1,-5.5985441877,-2.63707185,-1.157955492,-0.3577239085
ssw__glc_ale1__1,-2.2365434249,-1.091066874,0.17438198900000002,0.2224382355
ssw__glc_ale2__1,-4.6789679259,-2.499034337,0.268899551,0.015246928500000001
ssw__glc_ale3__1,-5.268987814,-3.2489992070000002,0.24444047800000002,0.5553166585
ssw__glyc_ale1__1,-2.0033029157,-1.018164868,0.127729871,0.4629098115
ssw__glyc_ale2__1,-5.4867716959,-3.072875038,0.191632509,0.5725965515
ssw__xyl_ale1__1,-3.8961255739,-1.63323355,0.368078151,0.0756614555
ssw__xyl_ale2__1,-1.6759190269,-0.5789042600000001,0.430075117,-0.0253439305
ssw__xyl_ale3__1,-1.6310580278,-0.220822122,-0.032960972000000005,-0.3214053655
ssw__glc_ac_ac2__1,-6.9703719428,-4.281645871,0.8775486560000001,0.2500812255
ssw__glc_ac_glc1__1,-1.4341445099999999,-0.219635569,-0.474772383,-0.5140878895000001
ssw__glc_glyc_glc__1,-3.0063848582,-1.722027845,0.030757539,-0.7389535915000001
ssw__glc_glyc_glyc__1,-2.54427494,-1.227013878,-0.141775395,-0.3282083195
ssw__glc_xyl_glc__1,-3.9547946511000003,-2.505578153,0.5339402830000001,-0.48230233450000004
ssw__glc_xyl_xyl__1,-0.11161900320000001,-0.287591396,0.08377153,-0.3761572855
ica__wt_glc__1,-0.5964043478000001,-1.071569918,-0.061878408,-0.3288401735
ica__wt_glc__2,-0.7518377651,-1.159698149,-0.128401191,-0.2298459905
ica__wt_glc__3,-0.4603681163,-0.556025604,0.18162740200000002,-0.1335046945
ica__wt_glc__4,-1.0238499901,-0.616671929,0.248907122,-0.3478971115
ica__arg_sbt__1,-2.169377661,-1.621459817,0.202924761,-0.11815284250000001
ica__arg_sbt__2,-2.5532147372000003,-1.823332196,0.21404984100000002,-0.0305277525
ica__cytd_rib__1,-4.3172324221,-1.11437396,2.510750616,0.47457973550000004
ica__cytd_rib__2,-4.3872902469,-1.080417047,2.531055996,0.36735209150000003
ica__gth__1,-3.532971269,-0.8033813350000001,1.198519576,-0.8516950065000001
ica__gth__2,-3.0425446749,-0.5313949640000001,1.214784426,-0.7889611225000001
ica__leu_glcr__1,-1.8174443076,-1.191519961,0.261485721,-0.5439973285
ica__leu_glcr__2,-1.8273527959,-0.9653256610000001,0.251424062,-0.42771834150000004
ica__met_glc__1,-0.6707126632,-1.233106332,-0.199984399,-0.5987970785
ica__met_glc__2,-0.5091704626,-1.4066351830000001,-0.27336614800000003,-0.5193976305
ica__no3_anaero__1,-1.5694218778,-1.083502819,0.650216425,-0.3146283825
ica__no3_anaero__2,-2.608686278,-1.1993911480000001,0.44755403200000005,-0.3560574165
ica__phe_acgam__1,-0.8234143708,-0.90226845,0.169901367,-0.1434673985
ica__phe_acgam__2,-0.3398510568,-0.9410398820000001,0.144579343,-0.0791374365
ica__thm_gal__1,-2.6281825355,-0.804017736,0.895444466,0.22811886750000002
ica__thm_gal__2,-2.6772748981000003,-0.8970022990000001,0.9108855960000001,0.2597582215
ica__tyr_glcn__1,-1.1779618007,-1.159709956,-0.14113408800000002,-0.2977201755
ica__tyr_glcn__2,-1.0178121074,-1.140011235,-0.040525296,-0.2693074865
ica__ura_pyr__1,-1.9659161098000002,-1.008939608,0.08367163100000001,-0.25550746750000003
ica__ura_pyr__2,-2.410094397,-1.069245097,0.19317804700000002,0.1375782835
ica__wt_glc__5,-1.1760047055,-0.7375544350000001,0.13858604600000002,0.040130148500000004
ica__wt_glc__6,-0.6249120425,-0.6748329780000001,0.18780670700000002,0.0250361385
ica__bw_delpurR_cytd__1,0.461439847,-0.548454384,-0.051773211000000006,0.0205400925
ica__bw_delpurR_cytd__2,-0.7757071665,-0.719353609,0.400081995,-0.1574850455
ica__ade_glc__1,-0.8920581446,-0.793031349,0.385302005,-0.1759677155
ica__ade_glc__2,0.4648715713,-0.45725977100000004,-0.046425999999999995,-0.0996171145
ytf__wt_glc__1,-1.2443432316,-0.8922660060000001,0.45113119700000004,-0.6737077895
ytf__wt_glc__2,-1.6049464428,-1.040627095,0.5947166890000001,-0.6055927765
ytf__delyafC__1,-5.9009981582,-2.7381406960000003,1.316309596,0.13054956950000002
ytf__delyafC__2,-5.6339533534,-2.230342358,1.314921426,-0.0921015085
ytf__delyeiE__1,-2.385553812,-0.847783249,0.602912816,0.14207658950000002
ytf__delyeiE__2,-0.4102940129,-0.15433997700000002,0.47886219500000005,0.0901582025
ytf__delyiaJ__1,-5.6757908965,-2.209139359,1.010078936,-0.2099125755
ytf__delyiaJ__2,-5.0081508143,-2.008055792,0.581776277,-0.4627617465
ytf__delyieP__1,-4.9177612417,-2.088559646,0.584642129,0.15975073850000002
ytf__delyieP__2,-4.3575385547,-1.751853004,0.38959575100000005,0.0252895325
ytf__wt_ph5__1,-1.2066363398,-0.339210175,0.916791876,-0.2569162325
ytf__wt_ph5__2,-1.3512937749,-0.298398728,0.9727493060000001,-0.2472585465
ytf__wt_ph8__1,-0.1299283199,-0.049876779,0.40225860500000005,-0.46788135750000004
ytf__wt_ph8__2,-0.1370194416,0.059107748,0.37994620900000003,-0.3931881025
ytf__delybaO__1,-5.8533502544000005,-2.404663829,1.101564286,0.3487492755
ytf__delybaO__2,-5.8908065514,-2.366603971,0.9576076560000001,0.3502586885
ytf__delybaQ__1,-0.2535557839,-0.007655927000000001,0.509436807,-0.1179309295
ytf__delybaQ__2,-0.8198390604,-0.180650382,0.59530664,-0.15625389750000002
ytf__delybiH__1,-2.4439405495,-1.6960578430000002,0.31018813300000003,-1.0921259985
ytf__delybiH__2,-4.2395483388,-1.985111613,0.597812501,-0.7620028185000001
ytf__delydcI_ph5__1,-0.5224505449,-0.351427676,0.6471911260000001,-0.1672907085
ytf__delydcI_ph5__2,-0.9127072695,-0.49993075600000003,0.7488411960000001,-0.1853617155
ytf__delydcI_ph8__1,0.4489167451,0.055923037,0.46656071800000004,-0.4265538595
ytf__delydcI_ph8__2,0.4178166528,-0.027821428000000002,0.209286083,-0.4108135465
ytf__delyddM__1,0.2299707478,0.23041155200000002,1.057162046,0.1275209545
ytf__delyddM__2,0.2558129351,0.25883641,1.017154226,0.1606258955
ytf__delyheO__1,-6.0309246933,-2.310857112,1.222256766,0.2242853965
ytf__delyheO__2,-6.5404254495,-2.857260625,1.048374446,0.3255009585
fps__bw_glc__1,0.5094568743,0.234695075,0.012904309000000001,-0.24882681750000002
fps__bw_glc__2,0.6123860130000001,0.210083173,-0.003799583,-0.2915858915
fps__fps_thrA_ale1__1,1.4553243239,0.9134236910000001,0.941336296,-0.0612522275
fps__fps_thrA_ale1__2,1.5813661998000001,0.7531940450000001,0.8375840960000001,-0.1153842045
fps__fps_thrA_ale2__1,2.2738721562,1.262048104,0.5460123210000001,-0.1519660425
fps__fps_thrA_ale2__2,2.5185345956000003,1.44328874,0.593318514,-0.1983438985
fps__fps_serB_ale1__1,-0.0487562043,0.407139287,0.5135887640000001,0.0069847105000000005
fps__fps_serB_ale1__2,0.0290675975,0.37344052800000005,0.48645864400000005,0.0829141155
fps__fps_serB_ale4__1,-1.1938743448,0.46829678700000005,0.514392266,-0.3300999335
fps__fps_serB_ale4__2,-0.8545945611,0.56110616,0.5490338840000001,-0.2279361055
fps__fps_ptsI_ale1__1,-2.7026588914,-0.200178512,0.677961232,-0.029749650500000002
fps__fps_ptsI_ale1__2,-2.1068625739,-0.33587235600000004,0.664224993,0.1353121075
fps__fps_ptsI_ale3__1,-1.6452489223,-0.43360603600000003,0.12885385700000002,0.1697747235
fps__fps_ptsI_ale3__2,-1.6489923965000002,-0.379826213,0.213223601,0.1375632705
pal__lyx_ale2_f6__1,-4.0089132882,-0.714906252,0.9302748660000001,0.44014802150000004
pal__lyx_ale2__1,-2.3812539072,-0.346481282,0.895382886,0.4296669475
pal__lyx_ale2__2,-2.5996556454,-0.5613888140000001,0.8937969960000001,0.5236768855
pal__lyx_ale4__1,-1.2023321397,-0.874675909,0.044506959000000006,0.1788567995
pal__lyx_ale4__2,-1.4868579241,-0.9190154760000001,0.047894689000000004,0.2502945185
pal__5drib_ale10_f18__1,-5.0924315693,-1.268943102,0.151444345,0.8401702095
pal__5drib_ale10_f18__2,-4.6063535897,-1.116968924,0.191225513,0.9115120555
pal__5drib_ale10__1,-2.558509235,-0.7997775890000001,0.539559451,0.9093576335
pal__arab_ale14_f9__1,-2.560478968,-0.768357155,0.6120842820000001,-0.4265461505
pal__arab_ale14_f9__2,-2.9901587736,-0.647277428,0.6312031330000001,-0.35549306950000004
pal__arab_ale14__1,-1.4510040537,-0.7231706720000001,0.011886513000000001,-0.2417858225
pal__arab_ale14__2,-1.4592607772,-0.977957798,0.053548302000000006,-0.2578451895
pal__arab_ale16__1,-0.548834844,-0.33261664300000005,-0.012330541,0.1964395635
pal__arab_ale16__2,-1.4689416852,-0.20900501800000001,0.17832696,0.0568622445
pal__tartr_ale26_f10__1,-4.6352963345,-1.412678804,0.566358428,0.2225531285
pal__tartr_ale26_f10__2,-4.5432029074999996,-1.394510909,0.801237376,0.3151548185
pal__tartr_ale26__1,-3.2572108158,-1.409662434,0.446671258,0.2784140225
pal__tartr_ale26__2,-3.0612624567,-1.352178496,0.43309867500000004,0.3857143545
pal__tartr_ale28_f10__1,-5.1772186541,-0.864656796,1.432104296,-0.10273533850000001
pal__tartr_ale28_f10__2,-5.3602320089,-0.8291685590000001,1.232142026,-0.15649287150000002
pal__tartr_ale28__1,-3.1418337385,-0.894595918,0.438212184,-0.0567533215
pal__tartr_ale28__2,-2.7800030436,-0.382937723,0.50970426,0.1348526165
efeU__delmenFentC_citr__1,-1.1089642978,-0.95751565,0.564737193,-0.4299608375
efeU__delmenFentC_citr__2,-1.7194494115,-1.385500999,0.513067552,-0.4640288495
efeU__delmenFentC__1,-1.921452181,-0.418883369,0.991366136,-0.8467870275
efeU__delmenFentC__2,-1.8357385723,-0.462539448,1.000446686,-0.7631983415
efeU__menFentC_ale39__1,-4.6930950794,-3.217066597,0.7605526960000001,-0.2556837565
efeU__menFentC_ale39__2,-5.0918002999,-3.4464734200000002,0.883820566,-0.1915773315
efeU__menFentC_ale29__1,-2.9331442494,-1.938669085,0.759366626,-0.039705712500000004
