,A,CsgD,MlrA,ihfB,FliZ,CpxR,hns,MqsA,RstA,BtsR,OmpR,BasR,rcsB,Crp,RcdA,Cra
evo_acid_w__H9_2__3,0.6944217674000001,0.5183909023000001,-1.550104861,0.8741056694,-0.4627646667,0.059061844,-0.13269625570000002,-0.33688066250000004,0.9036236848,0.5289432423,0.5490163023,0.45627167430000004,0.0483039116,0.2542201101,0.2097277794,0.34977235560000003
evo_acid_w__wt__7,-0.8274176488,0.0726143986,-0.1979208988,0.7605394983,0.0650061706,0.1169916908,0.2522664448,0.1616476217,0.38255146760000003,0.0424333775,0.2713357726,-0.3527974069,0.1134712834,0.1532453091,0.220349645,-0.11484903540000001
evo_acid_w__F9_1__3,0.9454154455,0.5595844749000001,-0.9342555366,-0.0228632045,-0.1084536911,0.0844062733,-0.48692241550000004,0.2705303515,1.1101791958,-0.1645063594,0.4199897415,0.49685251890000004,0.4009859537,0.3624937381,0.0866515411,0.46375516120000004
evo_acid_w__F9_2__3,-0.973765434,0.0343764121,-0.7213908459,1.3315944608999999,-0.1497223667,0.18376677560000002,-0.4461017364,0.48712215130000003,0.0194326156,0.0774855223,0.3034903557,0.0870500755,0.3154492266,0.5062765036,0.4247240994,0.019701898500000002
evo_acid_w__wt__8,-0.2100293306,-0.78002339,-0.5256856449,-0.4763504617,-0.8315867184,-0.1237522085,0.2538424899,-0.8556547795,-1.2580719585,0.20647123620000002,-0.3178201453,-0.084556555,-0.5695089656,-0.3269025847,0.3178702162,0.28949748670000003
evo_acid_w__B11_1__3,0.6871972436,-0.19431120770000002,-1.0672983274,0.2004499127,-0.9936574976,0.1897072569,-0.0103089075,-1.1455994641,0.5297414147,0.7927119395000001,0.5267091533,0.9478517099,0.5455964357,0.09219357800000001,0.4155794279,1.2695602862
evo_acid_w__wt__9,0.060735754,-0.6910725416,-0.2763836103,0.0672969808,-0.5448399176000001,0.0382582411,0.2476559297,-0.29040684,-1.1580240856,-0.48831397860000003,-0.22217956560000002,0.0515973515,-0.3484062516,-0.2945282879,0.1471500765,0.0025150290000000002
evo_bz__c3_1_bz__1,4.5515105421,2.3449298702,0.5266074614,0.2288210901,-0.2153406649,-0.33151754910000003,-0.3995743255,3.2544686355,0.5386307535,1.2720560226,-0.0028504684000000002,-0.3077411762,-0.1780834128,-0.385355987,-0.11579905700000001,0.1410654555
evo_bz__c3_1_bz__2,-1.2868136331,-0.0525030276,0.3051998415,0.6101915694,-1.5032004312,-0.1332014449,-0.5051173318000001,0.0888776931,0.17763028520000002,0.6213099309,0.2338023273,-0.26946541500000004,-0.2401711201,-0.6930073795,0.2477141001,-0.3910279091
evo_bz__c3_1_bz__3,-1.2132215587,-0.3088152503,0.36535408610000003,0.576618225,-1.3267624117999999,-0.1381783195,-0.5683179356,0.31733202450000003,-0.4591461827,0.7265707385,0.125450476,-0.15801591850000002,-0.2617210841,-0.7755713976,0.2857070101,-0.44154555100000004
evo_bz__c3_1_bz__4,-1.0766007498,-0.0361644281,0.4422048143,0.6110947582,-0.9605861108,-0.0419448371,-0.6196273183000001,0.2860729158,-0.5772736380000001,0.7781371849000001,0.1273271152,-0.2002258654,-0.2403513861,-0.6576656106000001,0.1392096787,-0.5611262142
evo_bz__g5_1_bz__1,3.6284676829,2.2521260023,-0.5678532926000001,0.5652189377,-0.9027302304,-0.07253444170000001,0.8182663423000001,0.9869829098,0.5215562567,1.0900099975,0.4937833071,-0.1632837537,-0.172774429,-0.1341736427,-0.8320632045,-0.3524552037
evo_bz__g5_1_bz__2,2.1181345168,1.3016473366999999,-1.367601651,-0.2131127912,-1.3601892147,-0.4440657738,0.6574174028,1.0312021139,0.3383340395,0.2348122873,0.3447248129,-0.9060081229,-0.2142500132,-0.5635110724,-1.7211447801,-0.9056081209
evo_bz__g5_1_bz__3,3.3955148371,1.9200076546,-1.0304883488,0.46224616560000004,-1.6448931915,-0.1382794621,0.8539069389,0.9136349608000001,0.2613392212,0.967741873,0.49130684280000003,-0.40238086310000004,-0.2108122674,-0.1045202598,-1.2707689149,-0.42057476650000003
evo_bz__g5_1_bz__4,1.8109392206,1.0669724294,-0.6552609334,0.5648670378,-1.5874470718,-0.1702060812,0.4270401478,0.4777106934,-0.1361964005,0.30482159810000004,0.2281203201,-0.4836810697,-0.6764187777,-0.5514972085000001,-0.40801115860000003,-0.8672213773
evo_bz__g5_1_bz__5,1.4368217603,0.7755874348,-0.7276015407,0.2495908246,-1.4104344099000001,-0.2025075809,0.3057844903,0.45716402710000004,-0.47150113390000004,0.24245430110000002,0.0570260276,-0.3892993435,-0.629257092,-0.5907591781,-0.060516644800000005,-0.4427516114
evo_bz__g5_1_bz__6,1.5725181904,0.9181920651000001,-0.8061737538,0.25883636260000004,-1.4428590194,-0.1111644247,0.3815134859,0.6175405142,-0.3845970181,0.22118054820000002,0.1219852908,-0.5785552700000001,-0.6340701040000001,-0.5379723588,-0.3759415412,-0.7546014759
evo_bz__w3110d13__1,0.4326045643,0.1491117845,0.16503618790000002,-0.3371452922,0.34634068570000004,-0.0231601011,-0.0514692571,-0.16355203910000002,0.5022486535,0.1415935596,-0.1174601203,0.1076669594,0.1389641925,0.5884298837,-0.16751473,0.2453102094
evo_bz__w3110d13__2,0.2598728574,-0.1244087071,0.0564680658,-0.4144919876,-0.3097676878,0.3573503233,-0.08890384350000001,-0.23613509430000001,0.5856984316,-0.0691542638,0.0893062359,0.2551610858,0.2144918027,0.5233414408,-0.3080641427,0.2457475705
evo_bz__w3110d13__3,-0.5021359743,-0.12505066880000001,-0.0723270141,0.0859386959,-0.3486497792,-0.1784814844,0.0282034008,0.2450451632,-0.3080460519,-0.0203097356,0.108199401,-0.2438408199,-0.1517737079,-0.4463507494,0.2223534617,-0.1542627521
evo_bz__w3110d13__4,0.0916291822,-0.0992314413,0.1176154177,-0.5315682872,0.6240553447,0.11393533900000001,-0.20737839730000002,0.0892720421,0.4601780972,-0.1277638355,-0.1361861403,0.1694939866,0.0932629567,0.4678437997,-0.19254633540000002,0.0075343704000000004
evo_bz__w3110d13__5,-0.2159796823,0.0205141538,-0.14624779970000001,0.6184017657,-0.5561264704000001,-0.2216552118,0.2889934849,-0.1865586291,-0.5248391731000001,0.1297641331,0.0740113352,-0.1197195409,-0.2060055976,-0.7475887920000001,0.41013752940000003,0.0001936499
evo_bz__w3110d13__6,-0.0659909473,0.1790648789,-0.1205448575,0.5788651053,0.2441479071,-0.047988864900000004,0.0305546122,0.2519285572,-0.7152399573,-0.0541298578,-0.017870711600000002,-0.1687616711,-0.0889396464,-0.38567558290000004,0.035634217100000004,-0.3445230481
evo_bz__w3110d13_bz__1,-0.1366066929,-0.1910863867,1.4668329542,-0.5625498558,-0.09680426880000001,0.09095173570000001,-0.44535358700000005,0.4276959544,1.0982472621000001,0.8615200241000001,0.0969939076,0.18857931390000002,0.2058792633,-0.31419254,-0.9599305738,0.16050459590000002
evo_bz__w3110d13_bz__2,0.0853723058,0.26787436940000003,1.355540484,-0.31589760570000003,-0.5590898835,-0.024713051700000002,-0.306990557,0.7997099038000001,1.214905309,0.8550533625000001,0.1702286555,-0.1824407753,0.0001999157,-0.1236678575,-0.8486101716000001,-0.4633537807
evo_bz__w3110d13_bz__3,-0.8651308774,0.37946973970000003,0.7869261772,1.1900981018,-1.2730290603,0.1121055624,-0.7320052409000001,0.2073468646,-0.6333134464,0.2695481978,-0.0862490159,0.1378500875,-0.6319883931,-0.7518707576,0.14942460800000001,-0.6211628684
evo_bz__w3110d13_bz__4,-1.2657573029,0.3241583356,1.5130358318,-0.2427241886,-1.045640876,0.1862578631,-0.49582002880000003,0.0683650991,1.02827088,0.7284894214000001,0.0627109079,0.0611171947,0.029245168000000002,-0.10341932470000001,-0.7196937146,0.1250024662
evo_bz__c3_1_bz__5,4.5247640396,2.3689088451,0.6294503743000001,0.9276404627,-0.8861009359,-0.3290399509,-0.5767303165000001,2.8835315617,0.315232475,1.4933963927,-0.0654252065,0.0064821973,-0.1261437534,-0.31786441590000003,-0.1299665522,-0.2019906604
evo_bz__c3_1_bz__6,4.7156084706,2.6169330977,0.6921657516,0.0796417516,-0.1915548078,-0.48705604830000004,-0.1629885837,3.4789801084,0.6937182349000001,1.5311208987,0.0399553215,-0.6931920404,-0.1387497744,-0.5855978821,-0.2370811578,-0.17092258500000002
evo_bz__g5_2_bz__1,-0.9674858242000001,0.09274529100000001,-0.6073520132,0.2109846849,-1.9445984731000001,-0.1538052907,-0.48575719840000003,-0.3546531654,-0.4150654422,-0.3129958955,-0.2914212792,-0.8965089212,-0.8165412029,-0.9927383484000001,-0.5326640137,-0.9988764317000001
evo_bz__g5_2_bz__2,-0.5133265095,-0.1685189736,-0.5291369404,0.23533751830000002,-1.8853511427,-0.18493456090000002,-0.6388222610000001,-0.3638837159,-0.7369280507,-0.1204712133,-0.36996251820000003,-0.6323374471000001,-0.8919300147,-1.0770436531,-0.6409567837,-0.8214510339000001
evo_bz__g5_2_bz__3,-1.3154483938000001,-0.47177304550000004,-0.8313906884000001,0.21035469750000002,-1.9520287492000001,-0.18630295970000002,-0.838650267,-0.3822788587,-1.1515305669,0.3297565633,-0.3656086109,-0.6793285906000001,-1.0117907513,-0.9319843065000001,-0.3353303019,-0.7360847575
evo_bz__g5_2_bz__4,1.5317319877,1.117588721,1.0943230848,0.351986183,-1.6271429073,0.3670534203,-0.8016365618,0.5735655783,-0.0426272537,0.9510361456,0.0729594687,0.251094145,-0.5888862595000001,-0.3099510565,-0.6395966862,0.3966041554
evo_bz__g5_2_bz__5,1.2948068745999999,0.7966848367,1.1497055664,0.13782204180000002,-0.5371189956,0.3920862734,-0.6139088962,0.7101817431,0.2996374442,0.7980193067,0.0985415102,0.0342539878,-0.6135781170000001,-0.5033890871,-0.7896068525000001,0.3910926074
evo_bz__g5_2_bz__6,2.2884419826,1.2125309907,1.1307295123,0.2137416066,-0.3141703055,0.3835933978,-0.287425074,1.5243976658,0.755616414,0.7831095549,-0.0864115391,-0.1642334886,-0.4670240677,-0.43552663960000004,-0.9295146550000001,-0.035026353
evo_bz__w3110d13_bz__5,-0.5763394948,0.22052372110000001,0.7739497240000001,1.1509351128,-1.235924856,0.11542331600000001,-0.4489432823,0.0959250725,-0.6824693238,0.09191166390000001,0.0854927991,0.2590910953,-0.5793950068,-0.9039885132000001,0.0607132788,-0.2532313176
evo_bz__w3110d13_bz__6,-0.6812390381,0.3033542868,0.4590357453,1.210246552,-1.2297296564,0.0844924779,-0.5123378751000001,0.0922897743,-0.7156676857000001,-0.005533410900000001,-0.1385285336,-0.0567118779,-0.53537425,-0.882397812,-0.0132142671,-0.8358621076
evo_bz__a1_1_bz__1,-0.0630191469,0.4861175425,3.2581219789,0.9463787208000001,1.0580166145,1.0897858248,-0.2272886656,0.5726323973,-0.9876993001000001,-0.4358300377,0.8975989235,1.1215238623000001,-0.10696075370000001,-0.1968594431,-0.6731200777,0.1310562172
evo_bz__a1_1_bz__2,-0.053935294700000004,0.14738410600000001,0.7597521751,0.6894988855,-1.0698440502,1.2371729595,-0.9453875653,-0.4878600571,0.7156031691,1.2267198617,0.1910805334,0.0157935811,0.1912262642,-0.0757624216,-0.6414951759,0.5837345662
evo_bz__a1_1_bz__3,-1.2481389497,-0.2979948254,-1.2264330209,1.0535282181,-1.1081031,1.0646058979,-0.1865236397,-0.3824837292,-0.5060741475,1.0056007502,0.080955385,-0.5823590526,-0.2593008167,-1.1352115054,-0.3028087888,-0.7926743156
evo_bz__a1_1_bz__4,-0.4538838505,-0.143901581,1.2923575272,-0.1420939679,-1.180015321,1.0078764544,-0.8251469931000001,-0.2617199998,0.6424921044,1.5137580907000001,0.1377768893,0.2682410894,0.22215442840000002,-0.1630694594,-0.4561122039,1.3401219728
evo_bz__a1_1_bz__5,-1.0788078625,-0.2671370168,-1.1807830697,0.9057751446000001,-0.9157446361,0.9463870165,-0.16361876860000002,-0.3608094046,-0.47617479030000004,1.0640521095,0.23949619590000001,-0.7238716039,-0.1374907715,-1.1430905682,-0.46909314300000005,-0.5941587655
evo_bz__a1_1_bz__6,-1.0323092286,-0.0995703565,-1.3548335706999999,1.1254304514,-1.3785852999000001,1.0722413734,-0.1793039498,-0.3737548189,-0.7727143949,1.0829448862,0.047307092200000005,-0.426147708,-0.290537382,-1.1479592129,-0.2217582893,-0.7212959865
evo_metab__wt__1,0.4026305202,0.3522655595,1.1016260544,1.4426827544,0.2585307803,0.42934506310000004,0.8134453723,0.2551684245,-0.0346092233,-0.7054011765,0.6412588847,0.8053747975000001,-0.095579809,0.0216952277,-0.0066146262,-0.8537273313
evo_metab__del_zwf__1,0.4174949204,0.2548591095,0.7172689124,0.6087812218,0.4532447316,0.349692112,0.7646370964,-0.0349234561,0.5101476879,-0.7597324587000001,0.49030679450000003,0.5487620813,0.1158088012,0.0089552738,0.1652394922,-0.5581509644
evo_metab__zwf_ale1__1,-2.0839481745,-0.5996548339000001,-0.0685381412,1.453697321,0.6147218659,0.2498593021,1.0324515241,0.3753905141,0.7814739877,-0.2541101109,0.68091243,0.8448358376,-0.1409439774,-0.029136735400000002,0.16886301280000002,-0.4894097088
evo_metab__zwf_ale2__1,0.9661469170000001,0.223825884,0.25257565400000004,1.5126676941000001,0.6525531374,-0.28456256900000004,1.1282927925,0.1970505397,0.3114756799,-0.18132144520000001,-0.1784520008,0.4339730236,-0.5802999579,-0.22346250180000002,0.0278491885,0.0555135524
evo_metab__del_ppk__1,-0.7017437675,-0.8183804875,0.6025864738,1.1758653763,0.7829335568,-0.6794094024,0.1944001789,-1.7864415513,0.6219092499000001,0.5293785926,-0.44224241480000004,-0.44293963280000004,-0.4887012961,-0.5950074874,-0.0391010501,-0.0787142445
evo_metab__ppk_ale1__1,-5.0283111333,-2.5890920222,-0.6419798864,0.7068659902000001,-0.128032174,-0.9080935587000001,0.4488880236,-1.4067429321,1.1924484687,0.8657762566,-0.4764641961,-0.2171304108,-0.3073647109,-0.2819178846,0.0704068208,0.1591601426
evo_metab__ppk_ale2__1,-2.1134888152,-0.5225347776,0.24829517620000002,2.7404168595,0.6858575338,0.06443553,0.8192872041,-0.46851533110000004,0.6540095357,-0.0789231651,0.5329124751000001,0.8629596287,-0.5071154889,-0.2129587413,-0.8574532174,-0.6722701763000001
evo_metab__ppk_ale3__1,-1.8327327172999999,-0.2047031105,0.1361275869,1.4055007212000001,0.5512592059,-0.1007906664,1.2621479943,-0.09564095110000001,0.6133874883,-0.2037179388,0.9075329643000001,0.6296411588,-0.42245737920000004,-0.6664505470000001,-0.1924085547,-0.6569091517
evo_metab__del_dapF__1,-0.8345523846,-0.34076290400000003,0.7192422025,1.5731943474999999,0.1026297433,0.0972707941,1.2170803733,0.2246341974,-0.0124781096,-0.8547249488,0.6129146337,0.76934796,-0.37143908670000003,-0.2899666271,-0.2338453996,-0.6965257371
evo_metab__dapF_ale1__1,-1.6987273872,-0.5112846669000001,0.10407575520000001,1.3286870738,0.2043123697,0.2105139865,1.1546751501,0.2744733783,0.0006963965,-0.4882762248,0.8952812926,0.7746992405,-0.4124621047,-0.0956451908,-0.44931595090000004,-0.867810289
evo_metab__dapF_ale3__1,-3.3128571346,-1.5648540476,-0.0715607738,-0.5334557359000001,-0.25115736110000003,-0.0825145317,0.53156031,-0.12774292010000002,0.6023747758,-0.0008389503000000001,-0.2342598059,0.047528997600000004,-0.2787599546,-0.534902734,-0.0042495957,-0.2072308356
evo_metab__del_entC__1,1.1654927398,-0.0357442353,0.2632792851,1.0691534304,5.0878557943,-0.46108296270000004,0.4018958288,-0.9124820529000001,0.2456958935,-0.4276591585,-0.34026941320000004,-0.2464361051,-0.11105648330000001,-0.09387450950000001,-0.3251286675,-0.0366993311
evo_metab__entC_ale1__1,-0.4028091271,-0.3849478121,-0.2935722542,-0.2272644741,5.7822864125,-0.2255620557,0.4577782038,-0.6813783795,0.6371729435,-0.459995753,-0.2707075829,-0.40361551760000003,-0.4261730811,-0.4795015226,0.22161423970000002,0.012245357600000001
evo_metab__entC_ale2__1,-1.0293380141,-0.4204386551,0.2873792072,1.2407535673,3.9057156925000003,0.3351334701,0.9002764379,0.5704773753,0.2597523017,-0.6231745882,0.8622152044,0.8767956099,-0.1578851718,0.3381492062,0.0043171618,-0.41071263300000005
evo_metab__del_dgk__1,-2.7663035837,-1.6692151540000002,-1.4735697482,-0.2811494248,7.4908694885,-0.42369144810000003,-0.262260078,-0.8336625426000001,0.3552217096,0.8211630152,-0.6269707459,-0.6358979235000001,-0.23324906380000002,-0.2479411708,-0.0198350659,0.3169642319
evo_metab__dgk_ale1__1,-6.2372123955,-2.7095209331,-1.8435120742,0.3734034026,3.8938132606,-0.4865265509,0.3425222732,-0.6730364904,0.7386679809000001,0.3064186369,0.1735851839,-0.2105163018,0.0021939384,0.1803691418,0.4878490505,0.015997995100000002
evo_metab__dgk_ale2__1,-3.6512256767,-1.9385522543,-1.9729556601,1.0406558945,5.2636315987,-0.5945639628,0.7995975116,0.2315803422,0.0046999612,-0.0424735585,0.2177989082,-0.1203265862,0.23290711290000002,0.5647813138000001,-0.1927336184,0.0644254838
evo_metab__dgk_ale3__1,0.09331676850000001,-0.4479024878,-0.21352902,1.5872047917,4.1915628667,-0.10043155120000001,0.43580111590000004,-1.1563150309,0.6085726868,-0.7190566585,0.19680499580000002,0.0751850323,-0.30424109180000003,-0.0535453575,0.2183813983,-0.3527493064
evo_metab__wt__2,0.8476075434,0.2572034069,-0.3716446893,-0.5988409250000001,-0.13368290260000001,-0.267338644,-0.3017448487,-0.21607226300000001,0.1094515587,0.2548206786,-0.38426572200000003,-0.480407837,-0.0677270641,0.0598112988,0.1339436619,0.11344961220000001
evo_metab__del_zwf__2,-0.6558628385,0.3170495827,0.3497135799,1.4638075866,0.1297898918,-0.1698473996,0.2518614037,2.0851374918,0.2077658152,0.0313846704,-0.0433837129,-0.1173965725,0.1926284405,0.1188856227,0.0237580603,-0.0776861945
evo_metab__zwf_ale1__2,-3.278221451,-1.539924916,-2.5313521811,-0.065066414,-0.3065796938,-0.504854488,-0.222408293,0.1903591264,0.056424062500000004,0.06993386010000001,-0.24201353520000002,-0.4015887909,0.1709075962,0.34647646330000004,0.343228127,-0.3085645329
evo_metab__zwf_ale2__2,-0.42775143250000003,-0.2897290629,-1.3264048264000001,-0.3694768094,-0.4024346495,-0.3928416974,0.1879661558,0.5956776578,0.208670406,0.4717989708,-0.435184112,-0.4080962832,-0.37666929330000004,-0.08200134910000001,0.209554971,0.5362143779
evo_metab__del_ppk__2,-0.924465493,-0.3189492769,-0.630943349,-1.3381919271,0.3421402867,-0.3014839036,-0.4890843193,0.0414545039,-0.046907369000000004,0.6973895641,-0.5324551115,-0.6611842996,0.0846234302,-0.1543697162,0.4312889164,0.2827147237
evo_metab__ppk_ale1__2,-4.3969596884,-1.3871562499,-2.0466397263,-0.3357301543,0.11697437570000001,-0.5503437983,0.3142079397,0.7578052458000001,0.5360724422,0.5977428717000001,-0.2116317881,-0.1455499851,0.1067822801,0.5010526678,0.3529127903,0.1739749676
evo_metab__ppk_ale2__2,-3.6312285751999998,-1.2692905177,-1.4940562732,-0.4951080302,-0.30249706590000003,-0.9198102947000001,0.3077435991,0.6119426319,0.5668101022,1.1114440247,-0.64172567,-0.138108679,0.2849103712,0.033069829700000004,0.1152129414,0.5552778938
evo_metab__ppk_ale3__2,-1.6802564778,-0.42253184260000004,-0.9989720468000001,-0.4177804027,0.2477576068,-0.718766828,0.1788038197,-0.044646119000000005,0.7584600226,0.265241749,-0.7673222017,-0.5769154726,0.0443068277,-0.1021128979,0.24794455780000002,0.6973714623
evo_metab__del_dapF__2,-2.0284264212,0.2223562553,-0.4291110047,0.8912843678,0.14643304710000002,-0.5556702269,0.1157789693,2.4664348101,0.21671085210000002,-0.1232614414,-0.40092593200000004,-0.4969343505,0.5183600084000001,-0.5275545316,0.1112372628,-0.29816975030000004
evo_metab__dapF_ale1__2,-2.4680416553,0.1162855121,-1.286351016,0.7457290625,0.33710863690000004,-0.6087219654,0.5130444938000001,3.9617823837,0.1422707882,-0.2575671214,-0.22381282060000002,-0.4568751689,0.5084401982,-0.8740408744,0.0735655635,-0.16488263350000001
evo_metab__dapF_ale3__2,-2.7059575545,0.13695913740000001,-0.6434944549,0.4106332983,-0.009752463500000001,-0.368221721,0.1415777017,2.9969894186,0.2571055174,-0.3133734557,-0.29086451550000003,-0.3015765364,0.7440427784,-0.6052099843000001,0.4479988227,-0.1090022791
evo_metab__del_entC__2,-0.0013649367,0.0307170111,-1.2903348771,-1.5295929048999999,5.7368799051,-0.40167385310000003,-0.3207439709,0.1772435688,0.0834473686,0.0300194839,-0.8058252067,-0.9535696610000001,0.3157102643,-0.520378201,0.1697885733,0.3859898433
evo_metab__entC_ale1__2,-0.6871252025,-0.9626196214,-0.8743093611,-0.42164055240000003,5.3475927597,-0.3170440785,-0.2838773316,0.0557865457,0.079116081,-0.2704869957,-0.621361892,-0.6676966886,0.064717485,-0.1808186141,0.0081660213,-0.5205175573
evo_metab__entC_ale2__2,-1.7805628393,-1.1619433391,-1.9543912838000002,-1.8189793688,4.9286279379,-0.7864090192000001,-0.213800642,-0.1195943631,0.2593604641,0.4278345025,-0.5077788478,-0.7868597729,0.0057498188000000006,-0.2481074814,-0.2362512178,0.3174432465
