,A,CsgD,MlrA,ihfB,FliZ,CpxR,hns,MqsA,RstA,BtsR,OmpR,BasR,rcsB,Crp,RcdA,Cra
hot_tale__hot_ale3_30c__1,-2.7386421185,-1.7971951210000001,-2.179500968,-0.45345180900000004,5.8920684145,-1.345719839,0.56026191,-0.1593577145,0.6316823425,-0.5031024665,-0.2904281025,-1.0921011,0.068670278,0.515020333,-0.4355913475,0.0888244745
hot_tale__hot_ale3_30c__2,-2.7503681855,-1.855740167,-2.77541133,-0.329073775,5.8043861395,-1.138232019,0.63790006,-0.2665896115,0.5876423785,-0.1701810595,-0.27026297250000003,-1.114857899,0.07544809400000001,0.5286701730000001,-0.9128427495,0.14737257750000002
hot_tale__hot_ale3_37c__1,-5.1728149258,-3.000108965,-3.539506481,-0.40363830500000003,5.4195533385,-0.8373825720000001,-0.09473338,0.28047101950000003,0.0938458905,0.13517250150000001,-0.1579905365,-0.876083999,-0.31850500600000003,0.349377103,-0.26518849850000004,-0.0341578565
hot_tale__hot_ale3_37c__2,-4.9503647157,-2.601361191,-2.76701216,-0.277036345,5.3814243095,-0.79186124,-0.046697550000000004,0.1235794595,0.1883899765,0.1699008375,-0.0714049045,-0.97083549,-0.34936874700000004,0.396319383,-0.7825543695,0.1189017955
hot_tale__hot_ale3_44c__1,-1.0867815082,-0.35583283200000004,-2.49266685,0.227503365,3.1107724555,-0.27207026900000003,0.030417,2.0815107985,-0.1190632075,0.1485643765,0.1971098305,-0.7631790740000001,-0.24125028,0.286434483,0.8710100325000001,-0.12267522950000001
hot_tale__hot_ale3_44c__2,-1.2525111679,-0.221324083,-2.593671602,0.238396985,2.7740396895,-0.34833931100000004,-0.12571678,1.5413537885,-0.27680563550000004,0.0178796985,0.1123041265,-0.5459797230000001,-0.326894093,0.302318703,0.8224474975,-0.1418937485
hot_tale__hot_ale4_30c__1,-5.6560147302,-3.116512143,-3.639006732,-0.546493917,5.3019990235,-1.375984301,0.47458269000000003,-0.2939529675,-0.29172429850000003,0.0748855985,-0.30426957450000003,-1.238516674,-0.061413458000000004,-0.059878781000000006,-0.4306176805,-0.3591463355
hot_tale__hot_ale4_30c__2,-4.9031584181,-2.408007848,-2.799609383,-0.407269425,5.1959628735,-1.32591321,0.47728225,-0.2567415765,-0.3271134795,0.0898634735,-0.2918856005,-1.146254932,-0.051974795000000004,0.027680622000000002,-0.3282129935,-0.2995226505
hot_tale__hot_ale4_37c__1,-4.9998319883,-2.596716186,-2.949003702,-0.459973854,5.9219945345,-1.089855533,-0.03650874,0.2001711405,-0.3642390415,0.43698124250000003,-0.2622112455,-0.928914773,-0.308058098,-0.154360834,-0.7564581515000001,-0.4472478575
hot_tale__hot_ale4_37c__2,-5.198700294,-2.789842022,-3.076928097,-0.44517688800000005,5.8513224755,-0.769877982,0.0066776,-0.0179513405,-0.4399765075,0.5173525265,-0.0225130155,-1.340949874,-0.27906854600000003,-0.04945323,-1.0887276115,-0.21439937050000002
hot_tale__hot_ale4_44c__1,-1.5067068844,-0.30581234100000004,-2.212132152,0.082785365,2.9112701885,0.030007747,-0.23480724,0.6182521625,0.8254822845,0.2733334095,0.2811706715,-0.388179351,0.028960437000000002,0.164713793,1.5859829135,0.1914428035
hot_tale__hot_ale4_44c__2,-1.1718815088,-0.145224342,-2.071129892,0.259213805,4.0816889295,-0.07318856700000001,-0.02788202,1.1067402995,0.5294094405,0.4180263555,0.22917027850000002,-0.5203261,-0.023490576000000003,0.075804102,1.3053774735,0.1219007205
hot_tale__hot_ale8_30c__1,-6.1693321118,-3.4373017150000003,-2.371099035,-0.9095089900000001,6.0890877895,-1.357339927,0.50038513,-0.4100954775,-0.1200130925,0.1548799545,-0.1760560545,-1.341711984,0.05222404,-0.056768665,-0.5688559825,-0.058053794500000006
hot_tale__hot_ale8_30c__2,-6.9272588092,-3.295378581,-3.033843163,-0.7777570690000001,5.9660606455,-1.317130691,0.47754781,-0.31841554850000003,-0.3011010765,-0.1955967785,-0.3766593875,-1.219019721,0.025260289000000002,-0.10699186200000001,-0.4830227005,-0.1176217075
hot_tale__hot_ale8_37c__1,-5.1110448711,-2.750661758,-2.790543112,-0.727489724,6.1222215215,-0.953270845,0.04207809,0.18828574450000002,-0.1647326745,0.1652293165,-0.18466451150000002,-0.8558036170000001,-0.12458946700000001,-0.007091699000000001,-0.7501711375,-0.0756692025
hot_tale__hot_ale8_37c__2,-5.323232629,-2.5443003969999998,-2.545232069,-0.703668932,6.0042741455,-0.919327973,0.053441010000000004,0.24533202850000002,-0.2402278195,-0.0372336625,-0.1742686985,-1.034823067,-0.13757549500000002,-0.044047578000000004,-0.5482212605,-0.0424388235
hot_tale__hot_ale8_44c__1,-2.6852442932000002,-0.40299275100000004,-1.43672675,0.012718265000000001,3.5334206275,-0.062676724,0.04597573,1.2586959595,0.4456834455,0.2603518705,0.3339518435,-0.130678028,-0.21135415500000002,0.07381628,1.4052096915,0.3606678225
hot_tale__hot_ale8_44c__2,-3.0580484677,-0.440331254,-1.452863156,-0.09703083500000001,4.3903497015,-0.22350117300000003,0.01640223,1.0223459565,0.5370103965,0.3046675415,0.1935713165,-0.308601462,-0.257414138,0.140506256,1.0416905365,0.3881329455
hot_tale__hot_ale9_mid_30c__1,-1.1035706352,-0.479849878,-2.682996445,-0.049583385,5.2260664815,-1.101302446,0.7667340500000001,-0.0307794835,0.1975203375,-0.1359491715,0.0265780345,-0.433178591,0.044539064,0.119931675,-0.9751336195,-0.0171176545
hot_tale__hot_ale9_mid_30c__2,-1.6421265923,-0.924244909,-2.566807604,0.135071655,5.1028895855,-1.123741968,0.68958929,-0.0341786445,0.0508506065,0.0052238105,0.0142619085,-0.44469282,0.018605325000000002,0.10594186400000001,-0.5400648405,0.024780219500000002
hot_tale__hot_ale9_30c__1,-5.8495260387,-2.453356013,-2.810529925,-0.592842238,5.6305496975,-1.086531153,0.30609926,-0.4128080635,0.1295528265,0.2285216585,-0.3226813905,-1.149755002,-0.039262481,0.057352916000000004,-0.49045739650000003,-0.2434496105
hot_tale__hot_ale9_30c__2,-5.4301475814,-2.628800661,-3.481474238,-0.58999575,5.7080261635,-0.9449178650000001,0.39011684,-0.3899724485,0.0064288995,0.2877190435,-0.16040746250000001,-0.947447707,-0.042800009,0.174084083,-1.3650308405,-0.2171794655
hot_tale__hot_ale9_mid_37c__1,-2.5431747603,-1.313415149,-3.20317369,-0.367639655,5.6164642545,-1.175381983,0.16214705000000001,0.4954975245,0.0237501095,0.45188966350000004,-0.0352827175,-1.163623453,-0.137963354,-0.07088768,-0.7073023565000001,-0.2633924185
hot_tale__hot_ale9_mid_37c__2,-2.8276550313,-1.400716722,-3.09506475,-0.29849762500000004,5.6592278455,-1.158220909,0.30251183,0.3555166835,0.11191759550000001,0.43406722950000004,-0.0614744205,-1.001027809,-0.073970931,0.028525377,-0.5525580205,-0.1993657325
hot_tale__hot_ale9_37c__1,-4.1053563141,-2.07530632,-3.125110372,-0.38001561500000003,5.5504935735,-0.842462718,-0.01743154,0.3011420595,0.0940147035,0.4121021895,-0.1389136005,-0.8769400940000001,-0.16286522,0.032825572000000004,-0.4776175615,-0.2251863155
hot_tale__hot_ale9_37c__2,-4.004415705,-2.051472641,-2.744392781,-0.376293755,5.6156940495,-0.825832077,-0.03989757,0.2956902755,0.0200380395,0.2919180455,-0.12810150950000002,-1.115793628,-0.054050327,0.037217243000000004,-0.5137973025,-0.3138012415
hot_tale__hot_ale9_mid_44c__1,-0.9655223941000001,-0.000315427,-2.079880211,0.19238305500000003,0.08058006150000001,-0.460473094,-0.00652855,1.1841177935,1.2461384375,0.42670980750000004,0.6579702005,-0.523778319,0.045120014,0.286125693,0.8208878345,0.3286793945
hot_tale__hot_ale9_mid_44c__2,-1.482054401,-0.147398875,-2.06255604,0.510890925,0.20125396450000002,-0.25778105300000004,0.01805195,2.2119920655,0.6310008365,0.35947948150000003,0.8631847055,-0.216493806,0.020711175000000002,0.30561196300000004,1.2342362045,0.1371537125
hot_tale__hot_ale9_44c__1,-1.1275022631,0.057300618000000005,-2.07400081,0.24630422500000002,0.1768457745,-0.19707644,-0.01316454,1.1435840805,0.8888451655,0.46520870750000004,0.2102114925,-0.246806612,-0.271020961,-0.027297961000000003,1.2299045305,0.2043196165
hot_tale__hot_ale9_44c__2,-0.8795725780000001,-0.11726301700000001,-1.9606738890000002,0.38751159500000004,0.47467328750000004,-0.23699719400000002,0.05508608,1.5740200965,0.3285953625,0.5056558135,0.19831319050000001,-0.515793104,-0.181474503,-0.086313521,0.8468843565,0.0383055815
hot_tale__hot_ale10_30c__1,-3.6231222755,-2.090370999,-2.770141964,-0.45869837300000005,5.5582104144999995,-0.940721149,0.68202985,-0.1390443435,0.5308659815,0.00023751150000000002,-0.3495889585,-0.890362077,0.09049594100000001,0.23749544300000003,-0.4714920755,0.1742360945
hot_tale__hot_ale10_30c__2,-3.9719809398,-1.879077555,-2.8225926450000003,-0.355403095,5.4976350755,-0.8106305420000001,0.8294365300000001,-0.0670022295,0.3471398955,-0.2779493075,-0.21134193750000002,-1.325154628,0.11336935000000001,0.42203483300000005,-0.8551076745,0.2046892845
hot_tale__hot_ale10_37c__1,-4.8762381577,-2.837461842,-2.797709347,-0.447231433,5.8133705885,-0.917643721,0.16366318,0.1832851975,0.1937006845,0.3413278175,-0.3057344785,-1.203917763,-0.232987314,0.06875389400000001,-0.3407901725,-0.3254524895
hot_tale__hot_ale10_37c__2,-4.5841984235,-2.820078041,-2.996932136,-0.371389305,5.8665418925,-0.9719036560000001,0.21915571,0.27965709450000004,0.20840859350000002,0.3791060115,-0.20174322150000001,-1.064460219,-0.13240622400000002,0.12083432100000001,-0.6772501295000001,-0.20625851950000001
hot_tale__hot_ale10_44c__1,-1.7477694797,0.156917246,-1.365851124,0.178874645,3.0911386105,-0.38398000000000004,0.19720695,2.1781501395,0.1258700595,0.6975938525000001,0.14663080050000002,-0.33641127800000004,-0.20471693800000001,-0.035753444,1.1223228165,0.0072313685
hot_tale__hot_ale10_44c__2,-0.9338386392,0.739976362,-2.016521077,0.311857795,2.5035359165,-0.160284944,0.40407201,2.2022577005,0.2168044505,0.7854559535000001,0.0935961545,-0.48593334800000004,0.01443641,0.110043497,0.7847564395000001,0.0135728445
hot_tale__hot_ale16_30c__1,-4.5416251475,-2.3389624380000003,-2.501313582,-0.467012603,5.4220262045,-1.1563341710000001,0.38412738,-0.0651136665,0.24002365150000002,-0.1262933155,-0.38905060550000004,-1.225151799,-0.052219856,0.129309161,-0.8965681635,0.061462300500000004
hot_tale__hot_ale16_30c__2,-4.9529575097,-2.366206388,-2.635232482,-0.372629985,5.5458400445,-1.026663952,0.49640389999999995,-0.3480777745,0.3695904385,-0.22872934550000001,-0.1685530265,-1.286504902,0.117919276,0.251086443,-0.8156078655000001,0.0795101485
hot_tale__hot_ale16_37c__1,-3.768443788,-1.826437415,-2.663153001,-0.431921053,5.6205115225,-1.184474824,0.04751099,0.45137779250000004,0.0370561685,0.2063092785,-0.2439349225,-1.008285935,-0.195801843,-0.022647861000000002,-0.6378275655,-0.0533457045
hot_tale__hot_ale16_37c__2,-4.0608877127,-2.142620069,-2.814357865,-0.424432715,5.6263790625,-1.174284968,0.12086527,0.19218471550000002,0.06423010850000001,0.20059482050000002,-0.16663864050000002,-1.04692664,-0.213210479,-0.007290675000000001,-0.5522571545,-0.11059279550000001
hot_tale__hot_ale16_44c__1,-1.4295901255,0.051516179,-1.979944182,0.140553845,1.7481114325,-0.41894225500000004,0.0476462,1.5056306165,0.3956652755,0.7671466765,0.3124606395,-0.49602087300000003,0.074674655,0.039920518,1.0692444225,0.2498183645
hot_tale__hot_ale16_44c__2,-1.2682972578,0.108685029,-1.8805070700000002,0.24958026500000002,0.7332496345,-0.285658162,0.14272023,1.7284595784999999,0.7390018885,0.8877203305,0.4310809165,-0.51856561,0.055597213000000006,0.206041613,1.1840662955,0.4299435455
pdhr_ale__pdhR-13_51__1,2.3692008538,0.660771906,-0.662583012,0.670059155,4.5063532255,-0.11419232600000001,0.4327723,0.8649297425,-0.0054912905,0.0241339005,-0.0667614455,-0.176512536,0.08135254700000001,0.426042593,-0.6541010045,-0.1282312575
pdhr_ale__pdhR-13_51__2,2.2522666444,0.669177498,-1.04609859,0.584683415,4.0361872125,-0.090900136,0.37033955,0.8474029845000001,0.1028314535,0.1289636775,-0.3054398525,-0.39135541500000004,0.009339666,0.345369843,-0.7019955185,-0.0017489555000000001
pdhr_ale__pdhR-14_46__1,5.678891357,2.5147121119999998,0.781360778,1.127235165,0.2741637925,0.119747952,0.57773418,1.2585026845,-0.1785798365,-0.4060675105,0.1256636955,0.15888021100000002,0.116768175,0.413744223,-0.4298059185,-0.1284979795
pdhr_ale__pdhR-14_46__2,4.4958822118,1.9966246220000001,0.677459539,1.086679905,0.1507381435,0.12486786200000001,0.43049254000000003,0.8572544465,-0.1102386665,-0.1803602845,0.0579005695,0.161884478,0.08845326,0.374689043,-0.5810846125,-0.10850641250000001
pdhr_ale__pdhR-15_51__1,4.1457966627,1.413238884,-0.616295518,0.419866055,4.7550778555,-0.152956862,0.32687236000000003,1.0609468465,0.1441694965,-0.2478915905,-0.27105109250000003,-0.615889839,-0.048091642000000004,0.208151253,-0.5464197705,-0.1142150975
pdhr_ale__pdhR-15_51__2,4.2602471966,1.498191243,-0.6682945090000001,0.633658665,4.8521146265,-0.105647976,0.42016391000000003,0.9011851415000001,0.1442791115,-0.1109592335,-0.2927120375,-0.49749160700000006,0.010596309,0.291227723,-0.4527255295,-0.0220606105
pdhr_ale__pdhR-16_49__1,6.4191396648,2.801432444,0.6104581450000001,0.992749325,0.5156883985,0.17366736600000002,0.47867913,1.1120650195,0.0141726765,-0.2371050805,0.1616715305,-0.067966413,0.07511390300000001,0.35863981300000003,-0.2778552235,-0.0295689625
pdhr_ale__pdhR-16_49__2,6.0515705383,2.336376839,0.538775212,0.978565255,0.1016014415,-0.080146929,0.73401428,0.8647111425,-0.10879316850000001,-0.5585721255,0.1591104565,0.10412513400000001,0.02080721,0.29102474300000003,-0.7106073025,0.06996596050000001
tcs__del_atoC_LiAcet__1,-2.7497472339,-1.470864101,-1.339202599,0.07488206500000001,-1.3447920045,0.072932288,-0.31269492,-0.0871916485,-0.5034407965000001,0.8218092775,0.21496686350000002,-0.336693683,-0.288233287,0.372321163,-0.4158677555,0.11987262350000001
tcs__del_atoC_LiAcet__2,-3.4226987912,-1.671038108,-1.249587147,0.076697995,-0.9688211885,0.08558737,-0.20203355,-0.2883762285,-0.4799070695,0.9268594905,0.3644017875,-0.215687012,-0.201776686,0.554500683,-0.5330300165,0.31394053850000003
tcs__del_atoC_LiCl__1,-2.159055581,-0.739734356,-0.752233758,0.35601839500000004,-0.9696946255000001,0.08524625,0.01771645,0.0721561155,-0.4033725245,0.5819520805,0.3731706085,-0.08147957900000001,-0.039691428,0.729717593,-0.45684473750000004,0.1931644615
tcs__del_atoC_LiCl__2,-1.8403304004,-0.8932264660000001,-0.723976018,-0.003665175,-0.2797811555,0.018619616000000002,0.30654788,-0.0536428555,-0.4355133545,0.7669174665,0.6758574285000001,-0.004300972,0.020835152000000003,0.8032040530000001,-0.26005682550000003,0.2529109075
tcs__del_atoC_m9__1,-2.1052088506,-0.686856338,-0.45061158900000003,0.390416185,-0.4674688905,-0.045774718000000006,-0.01429938,0.1317115245,-0.0605437605,0.7420590795,0.36970756650000003,-0.14496938,-0.111642926,0.699493633,-0.5407107855000001,0.13470229150000002
tcs__del_atoC_m9__2,-1.9707879411,-0.890060132,-0.233089295,0.45289707500000004,-0.1380186095,-0.05118288,0.01077946,-0.0517657175,0.0221165205,0.6179421205,0.3427064385,0.015667819,-0.053574119,0.8078232030000001,-0.5674808705000001,0.2756682365
tcs__del_baeR_etoh__1,-6.9732613306,-5.653592756,-2.669716917,-1.004696949,-1.2039569135,-1.458132779,0.00355952,0.8658660265,-1.7761164875,0.6959836985000001,0.6490427185000001,0.618167541,0.634923648,0.7253874130000001,0.6606459645,1.8335522395
tcs__del_baeR_etoh__2,-7.8833844759,-6.009046678,-2.845564766,-1.039493529,-0.8133503935,-1.176393219,-0.11221258,0.2154342555,-1.5028492805,0.9212543965000001,0.8182473995,0.7076623590000001,0.624544451,0.8432000030000001,1.0868160215,2.0021776035
tcs__del_baeR_lb__1,-4.9609151692,-2.650672375,0.9379302030000001,0.560565675,2.3978380595,0.23402994400000002,0.64643297,0.6956337315000001,-0.8794514365,-0.3034723975,1.0452339865,0.7474483,-0.233124128,0.45295403300000003,-0.1655855315,0.5279175545
tcs__del_baeR_lb__2,-5.2930343231,-2.091680372,1.0958817220000001,0.6126008350000001,2.5885582355,0.244365344,0.63278163,0.7069310975,-0.9795954075000001,-0.45914196150000003,0.9494872065000001,0.6366818280000001,-0.236724287,0.513648663,-0.1220654055,0.5804894445000001
tcs__del_btsR_01xlb__1,7.1581706634,3.544520973,2.889269777,0.9432713450000001,0.3712025915,-0.44940255500000004,0.50218688,0.5597986075,0.2907435215,-4.1845354215,0.41331351850000003,-0.029229743000000002,-0.7566430160000001,-1.00432669,-0.9545606465,-1.5613833855
tcs__del_btsR_01xlb__2,7.2593152567,3.541847981,2.833824485,0.936693195,0.2310526815,-0.564984389,0.49923997000000003,0.6156025765,0.21418786450000002,-4.8343927655000005,0.3272461035,0.08890047200000001,-0.8023124020000001,-1.132510871,-1.5193986675,-1.3891346095000001
tcs__del_btsR_lb__1,-6.2200564796,-3.075018879,-1.7089327330000001,-0.685354248,1.2123751345,-0.069539983,0.21320014,-0.3910846785,-0.0390563585,-4.8343927655000005,0.7808666985,0.47073838,0.19596144000000001,0.905930643,0.8140855275000001,1.2765130405
tcs__del_btsR_lb__2,-5.9271474804,-3.283206831,-2.011619303,-0.7342108110000001,1.4708552145,0.0055883320000000005,0.1969339,-0.2136035225,0.0024507625,-4.8343927655000005,0.8318213515,0.312963041,0.11676546300000001,0.882795573,0.9174400565,1.2704550625
tcs__del_btsR_pyruvate__1,6.0409000131,3.09172148,2.8356896320000002,1.100573585,0.0723563575,-0.511601777,0.56855093,0.8697352985000001,0.0643151785,-4.8343927655000005,0.4886130025,0.37981879900000004,-0.638303709,-1.207481932,-1.0880519815,-1.7581450445
tcs__del_btsR_pyruvate__2,6.1659333399,3.118685481,2.896931835,1.042834665,0.25240600350000003,-0.520522367,0.45746274000000003,0.6843901725,0.0420472515,-4.8343927655000005,0.41015931450000004,0.283569506,-0.6714029650000001,-1.260247428,-1.0240233825,-1.7828460925
tcs__del_cpxR_etoh__1,-6.0710359518,-4.842123887,-2.888422495,-1.245766886,0.2812538005,-8.11516967,-0.28121229999999997,0.8527441365,-1.5156344835,0.9408029185000001,0.8641307395000001,0.47252267000000003,0.797270162,1.209290043,0.15373337650000002,1.7925485945
tcs__del_cpxR_etoh__2,-6.3540504838,-4.55099756,-2.618287444,-1.365107315,-0.3668905335,-8.11516967,-0.31035452,0.8368506195000001,-1.3688365645,0.9325634185,0.9925839495000001,0.38508326400000004,0.852643958,1.196778413,0.7686210185,1.8005069615
tcs__del_cpxR_lb__1,-5.7553888481,-2.438330135,1.2104944610000001,0.496570985,1.9770340845,-8.11516967,0.55578499,0.5682111775,-1.1126737665,-0.1611376235,0.9443054765000001,0.691572226,-0.035065169,0.560846033,0.28918349050000003,0.7477895285
tcs__del_cpxR_lb__2,-5.8374592535000005,-2.5394433149999998,1.198306592,0.521179295,2.0966635735,-8.11516967,0.62389534,0.5483971125,-1.0477534265,-0.2435538865,1.0906732255,0.83930235,-0.023487236,0.640789563,-0.1305836655,0.7776630565
tcs__del_cusR_CuSO4__1,-8.0823125502,-4.972910545,-0.8446359010000001,0.18434866500000002,1.0128888985,1.103145075,1.23181458,0.4153239025,1.1413167195,0.43929657450000004,1.7343793695,0.19773368100000002,0.538810533,1.046254113,-0.3193977945,0.0859257475
tcs__del_cusR_CuSO4__2,-7.5335205641,-4.619761443,-0.468072953,0.172252555,0.9432212725,1.091872449,1.01833016,0.2735152685,1.3997990825,0.45855816250000003,1.6302195725000002,0.264979809,0.5764528800000001,1.048489943,0.1429258765,0.14349823350000002
tcs__del_cusR_lb__1,-6.8768714525,-3.658054599,-2.362207664,-1.04493152,0.9022049445,-0.18894312900000002,0.16065807000000001,-0.6405234115,-0.5439245875000001,1.5803786215,0.9135198535,0.300504718,0.09108326700000001,0.995224693,0.7328508775,0.9697545555
tcs__del_cusR_lb__2,-6.7874984922,-3.132752269,-2.530952053,-0.94008373,0.8832668805,-0.304411663,0.28002335,-0.1589888095,-0.8609908605000001,1.4778051605,0.8014121065,0.207181408,0.048888058000000005,1.040602243,0.8498233225,0.8775237925
tcs__del_kdpE_01-kcl__1,4.0738795436,1.9859014080000001,2.173232856,1.188748505,0.8752565895000001,0.5676237390000001,0.20112823,0.8054218825,1.2949025645,-0.6175159115000001,0.22262428150000002,1.4278125799999999,0.061771917,0.088105161,-0.6595845535,-0.4134206025
tcs__del_kdpE_01-kcl__2,4.1900985221,2.050807034,2.084506188,1.132852455,0.8047028175000001,0.508117634,0.28447756,0.8048457605,1.2991667045,-0.5141697155,0.2695464335,1.603885691,0.13956121400000002,0.12273579200000001,-0.4076396035,-0.4331493275
tcs__del_kdpE_115-kcl__1,-1.6304696348,-0.06808477,1.234626711,0.315758295,0.0393393785,-0.128502266,-0.0973469,2.4383804025,1.4659342155,-0.4558707675,-0.2835274915,-0.375532413,-8.5253e-05,0.04519701,-0.18393349350000002,-0.6108375715000001
tcs__del_kdpE_115-kcl__2,-1.8120817342,-0.18037043600000002,1.089690318,0.327461795,-0.2814540835,-0.20955395400000001,-0.14090949,2.5093754645,1.5221404595,-0.8333060005,-0.1058225935,-0.28962292,0.027414196000000002,-0.003365355,0.07465319050000001,-0.6956772725
tcs__del_phoB_m9__1,0.30711992460000004,0.361050337,0.15028027300000002,0.34490785500000004,-0.1387120375,0.0004925880000000001,0.22264682,0.33327156750000003,-0.1651001355,0.1812276995,0.4373627175,-0.353591295,0.161873956,0.731063943,0.1126854115,-0.3885892615
tcs__del_phoB_m9__2,0.4014602601,0.472610827,0.10748218100000001,0.359382225,0.18773611950000002,0.058835446000000007,0.21059784,0.4395029965,-0.2052708115,0.2228554865,0.3098895005,-0.062816378,0.12010886500000001,0.757859213,-0.1277387545,-0.4216058885
tcs__del_phoB_m9p__1,-3.1087871513,-2.97416771,-1.50145098,0.042946165,-1.6679912835000001,-0.035153815000000005,1.70998187,1.7078942405,-1.6540922144999999,-1.1088185615,1.2716981505,-0.19098056800000002,0.02890506,-0.51730162,-1.2559700105,-1.5807294665
tcs__del_phoB_m9p__2,-3.1505215,-3.123346643,-1.5277704760000002,0.148344995,-1.5914595435,-0.007822717,1.69814819,1.7913563025,-1.6668744125,-1.0519624685,1.2879501515,-0.219948148,0.004365593,-0.48681598000000004,-1.0571752005,-1.5887457205
tcs__del_rcsB_etoh__1,-7.8106934338,-3.858757151,-2.307224607,-1.113655764,-0.6531415895,-0.7620316890000001,-0.02099361,1.6047354255,-2.3353026635,0.4018343935,1.2463854435,0.389446909,-8.931931499000001,0.858421713,1.0500784365,1.1254918015
tcs__del_rcsB_etoh__2,-8.0141987958,-4.127188509,-1.6978051870000002,-1.286862524,-0.9015589905,-0.673679388,0.051601640000000004,1.6427557225,-2.4383833405,0.5339227725,1.3007696795,0.312737182,-8.931931499000001,0.9214160130000001,1.0538509395,1.1849148595
tcs__del_rcsB_lb__1,-5.6231221049,-3.26545385,0.6297768300000001,-0.130483775,0.7284750065000001,0.09179587800000001,0.34237327,0.2687884645,-0.8324493465,0.8504383705,0.9851667795000001,0.271168191,-8.931931499000001,0.6655188230000001,0.31120883450000003,0.9924813635
tcs__del_rcsB_lb__2,-6.5348103216,-2.760370035,0.707330047,-0.11948199500000001,1.3114851185,0.15456856700000002,0.37001703,0.2005404995,-0.7405855985,0.8463805055,1.0537978405,0.448454709,-8.633433781,0.700550933,0.5188272075,1.0469467445
tcs__del_zraR_lb__1,-5.8238910555,-2.172382247,-2.15748867,-1.008928745,1.1707289055,-0.098349246,0.52794562,0.1217357755,0.1181807655,1.8081013344999999,0.8505845595,-0.11827577900000001,0.12803272100000002,0.536767573,0.3671250425,0.8747017505
tcs__del_zraR_lb__2,-5.1045297466,-1.791879716,-2.451951053,-1.091690486,1.3364399035,-0.111370168,0.51811106,0.2571047255,0.0522445325,1.8681857005,0.8396459505,-0.240078747,0.16423220500000002,0.5696375730000001,0.6550257615,0.8928557565
tcs__del_zraR_zncl2__1,-8.4674231121,-3.950222483,-0.311587902,-0.38165406500000004,-0.3045331545,0.539533901,0.6172066700000001,0.5563111775,0.6006847915,1.3652575355,1.4084771345,2.020341655,0.40354764800000004,0.833890483,0.5490977045000001,0.3764783115
tcs__del_zraR_zncl2__2,-8.7757011529,-3.832605414,-0.15210479999999998,-0.349034975,-0.4912190645,0.5818603840000001,0.6346432200000001,0.4465312085,0.5389860565,1.4297975085,1.4329714315,2.112470233,0.46797068700000005,0.8158754130000001,0.6589790555,0.3439924005
tcs__wt_01-kcl__1,-0.3105754726,0.8219461290000001,2.608841614,1.455038345,1.2314180035,0.255113911,0.48516773,1.9788640545,1.2712289485000001,-1.0841864905,0.4709874705,0.9513496250000001,0.07849613600000001,-0.04219238,-0.0695015915,-0.9376892865
tcs__wt_01-kcl__2,0.2001347474,0.9480362550000001,2.5608305170000003,1.366600795,0.9181468955000001,0.256362835,0.49623364000000003,1.9266715065,1.3044579354999999,-0.5982222815,0.5320828165,0.6013059620000001,-0.0037924060000000003,-0.041591509000000006,-0.4034775425,-0.7406080245000001
tcs__wt_01xlb__1,6.6896171357,3.411858096,2.825704391,1.232707105,1.3471814825,-0.609923591,0.47949135,0.8106354555,0.5892497935000001,-0.8308932695,0.5035477225,0.2725467,-0.722598586,-1.18682151,-1.2595766355,-1.3288956045
tcs__wt_01xlb__2,6.5842640703,3.287245401,2.7833040220000003,1.196058335,1.2048390995,-0.609566355,0.435488,0.8401648025,0.6552902615,-0.8956501005,0.46364937450000004,0.22382811,-0.64359844,-1.187464975,-0.6736891025,-1.3977506645
tcs__wt_115-kcl__1,-1.6038238408,-0.09528212900000001,1.334682761,0.32144473500000004,0.18919562750000002,-0.14207666200000002,-0.14088623,2.7638403775000002,1.5404742575,-0.9290519215,-0.1864242575,0.15183004,0.012610185000000001,-0.09970663,-0.0167637515,-0.5887920295
tcs__wt_115-kcl__2,-1.4004362259,-0.224016565,1.269173021,0.254998695,0.3304856885,-0.19695695700000002,-0.16340733000000002,2.7020205195,1.5434065145,-0.5404759295,-0.16031311550000002,0.160550462,0.026806490000000002,-0.12142913200000001,0.2167247615,-0.6511352485
tcs__wt_CuSO4__1,-8.1347315648,-4.30470573,-1.6155686880000002,-0.34763808500000004,3.8351030525,-0.34910445900000003,0.40600823,0.2782164945,0.2924506155,1.4659661465,1.2643474895,-0.047598481000000005,0.081837774,0.733850203,0.6955779435,0.4310718155
tcs__wt_CuSO4__2,-8.9058721795,-4.985356007,-1.263392638,-0.33729100500000003,4.0269583685,-0.298658627,0.46997409,0.2196321815,0.35722952350000003,1.5761790195,1.3263154475,0.27141084,0.17432487400000002,0.730520613,1.0237286435,0.4800872685
tcs__wt_etoh__1,-7.8088610343,-3.793036616,-1.645625351,-0.748208975,0.6497213665,-0.445978906,-0.58603246,1.2098398975,-1.2254500675,1.2835935395,1.1290305725,0.377116029,0.695437795,0.575463063,0.4830401295,1.0921585605
tcs__wt_etoh__2,-8.6324965266,-3.751875741,-1.3148006460000001,-0.77338142,0.24362612050000002,-0.35864126700000004,-0.70255185,1.2412579305,-1.1469515375000001,1.2958843795,1.0116622245,0.33675086800000004,0.629054686,0.539484413,0.6924758175,0.9909839125000001
