,A,RplD,ArcA,DksA,Fnr
hu__hupAE34K_hupB_lag_pH5__3,0.8607670067000001,0.1977366137,-1.0844773372,0.3364440817,1.0978565866
hu__hupAE34K_delhupB_lag_pH5__1,2.0278830825,0.20814569460000001,-1.2057146664,0.30989083900000003,0.9741019127
hu__hupAE34K_delhupB_lag_pH5__2,0.5680037483,0.5241970554000001,-1.1663520224,-1.0373620768,0.6802497518
hu__hupAE34K_delhupB_lag_pH5__3,1.0190781052,0.3542941429,-1.3199865412,0.2390791828,0.9403858490000001
hyperpersistence__low_GFP__1,0.6926729725,-0.8963835972,1.3487612159,-0.5841812732,-0.20978116330000002
hyperpersistence__wt__1,0.7568623527,0.3417779146,-0.1205748881,-0.1786517087,-0.0744435516
hyperpersistence__high_GFP__1,0.5924064708,-0.9578570472000001,1.3799665865000001,-0.6594080027,0.4468453882
hyperpersistence__pth_mut__1,-0.044245829800000004,0.183980095,0.3409236023,-0.1155159999,-0.1340233916
hyperpersistence__pth_mut__2,1.4501723640000002,0.7753678042000001,0.21495707700000002,-0.5268853962,-0.0619563058
hyperpersistence__metG_mut__1,-0.2906557113,0.25644929650000003,0.5988323535,-0.16629270540000002,0.0976427973
hyperpersistence__metG_mut__2,0.0688404823,0.0901432659,0.17335244460000002,0.29063504700000004,-0.21477502510000002
hyperpersistence__high_GFP__2,1.2540446809999999,-0.95160719,1.1378923818,-0.5214144718,0.3342765871
hyperpersistence__wt__2,-0.7568623527,-0.3417779146,0.1205748881,0.1786517087,0.0744435516
hyperpersistence__low_GFP__2,1.4106182036,-1.0415687155,1.0703387567,-0.6167597737,0.0047005741
kan_efg__cpxAF218Y__1,-0.2687207989,-0.3082138003,0.9847594599,0.1110920135,-0.7086893064
kan_efg__cpxAF218Y__2,0.1221767594,-0.3590730124,1.0641314952,0.0498633049,-0.6762833235
kan_efg__cyaAN600Y__1,0.3853331673,-0.1378096437,0.4470775843,-0.2714510757,-0.5961064718
kan_efg__cyaAN600Y__2,0.3185810112,-0.5470009246,0.9888960972,0.1179569339,-0.9389203311000001
kan_efg__fusAA608E__1,0.5364877231,-0.065292473,-0.3516493636,0.20633050690000002,0.3523185716
kan_efg__fusAA608E__2,0.827007122,0.1087486218,-0.0888831399,0.16896461100000001,0.2347033211
kan_efg__fusAA608E_cpxAF218Y__1,0.5626325407,0.031208538900000003,0.6470682595,-0.19513902060000002,-0.0167791524
kan_efg__fusAA608E_cpxAF218Y__2,0.4632747827,0.0663725258,0.5005750261,0.0827600864,0.1179135661
kan_efg__fusAA608E_cyaAN600Y__1,0.1021125997,-0.1926251782,0.44943581320000003,-0.2747088748,-0.13920940210000002
kan_efg__fusAA608E_cyaAN600Y__2,0.3104850227,-0.16070698700000002,0.6363389736,-0.2349414732,-0.3839734456
kan_efg__fusAA608E_rpoDL261Q__1,-0.18324694530000002,-0.0163034519,0.5226066503,-0.1466194891,-0.0986806617
kan_efg__fusAA608E_rpoDL261Q__2,-0.3741905175,-0.036022895,0.2223851306,-0.0532749834,0.1994489292
kan_efg__fusAA608E_topAS180L__1,1.7407155813,-0.4060159398,0.0892295235,-0.6209428823,-0.4435333853
kan_efg__fusAA608E_topAS180L__2,1.7460509084,-0.1931348928,0.2306965681,-0.43346970770000004,-0.4244188257
kan_efg__rpoDL261Q__1,-0.6078915227,-0.0104259131,0.2943102145,-0.4527488253,-0.1329093335
kan_efg__rpoDL261Q__2,-0.2839870038,-0.1006781809,0.5272311071,-0.4059949994,-0.4127689734
kan_efg__wt__1,-0.0745054844,-0.038730381,-0.11984394920000001,0.0656022316,0.0866657269
kan_efg__wt__2,0.0745054844,0.038730381,0.11984394920000001,-0.0656022316,-0.0866657269
lrp__wt_min_log__1,0.2907417168,0.1525533842,-0.0676967451,-0.0268025954,-0.011919778300000001
lrp__wt_min_log__2,-0.2907417168,-0.1525533842,0.0676967451,0.0268025954,0.011919778300000001
lrp__wt_min_trans__1,-6.6007772781,-4.9095961861,0.1233067759,0.08259417000000001,-0.20470735180000002
lrp__wt_min_trans__2,-7.0578867226,-5.0553981396,0.20364527300000002,0.0950613495,0.1806692184
lrp__wt_min_stat__1,-5.0269222214,-4.8094483966,1.6182345706999999,0.9495088774,0.1726251009
lrp__wt_min_stat__2,-4.2387643105,-3.7378375912,1.594982006,0.9955627720000001,0.0196643383
lrp__wt_liv_log__1,0.010186584700000001,-0.6645810358,0.0672035128,0.0191289911,0.2249489489
lrp__wt_liv_log__2,0.7292899616,-0.42526586460000004,-0.0222688136,-0.2106103278,0.1194383926
lrp__wt_liv_trans__1,-0.8047618218,-1.2319034502,0.0424268426,-0.29668370720000004,-0.6919210905000001
lrp__wt_liv_trans__2,1.06144707,-0.8632561916,-0.3133300406,-0.2514261246,-0.5639088368
lrp__wt_liv_stat__1,-6.9447269613,-7.1072219038,1.5958580575,0.7414834172,-0.0544059229
lrp__wt_liv_stat__2,-5.4553732647,-5.9441840544,1.7177042546,0.8100682606,-0.014093932000000002
lrp__wt_rich_log__1,1.6120361346,0.7442415050000001,-1.0287892827,0.1433613251,-0.4503003694
lrp__wt_rich_log__2,1.8490843057,0.8565885268000001,-1.0047560455,-0.18515552070000002,-0.4641175329
lrp__wt_rich_trans__1,-1.4618573915,-2.8384914965,0.3254800541,0.5641862997,-1.0025144526
lrp__wt_rich_trans__2,1.2684653392,-1.9554345465,0.1120321633,-0.2171257556,-1.1404914458
lrp__wt_rich_stat__1,-6.0045619882,-4.784306738,0.4894026192,-0.8921132734,-0.8909438317
lrp__wt_rich_stat__2,-7.2395194645,-5.3291178664,0.6397665666,-0.44584042500000004,-0.5318614534
lrp__dellrp_min_log__1,0.8288972687,-0.7765571417,-0.0407208341,0.0578697215,0.0033368332
lrp__dellrp_min_log__2,0.8945858626000001,-0.52349848,-0.014845037,0.0240714357,0.0118921209
lrp__dellrp_min_trans__1,-2.8708419542,-1.6198646688,0.5397192637,0.8964839072,-0.5675203342
lrp__dellrp_min_trans__2,-1.9208384805,-1.2918001453,0.48378118270000003,0.1064106446,-0.5965645774
lrp__dellrp_min_stat__1,-3.9718479425,-3.8130103214,1.3182395307,0.6637121296,-0.09172600310000001
lrp__dellrp_min_stat__2,-2.8126306195,-3.8291821045,1.3320724377,0.8217703412,-0.2604633833
lrp__dellrp_liv_log__1,0.9698785003,-0.8466001522000001,0.4198393247,-0.34245132040000004,0.0257724632
lrp__dellrp_liv_log__2,0.3842732985,-0.5131844272,0.5218605334,0.0269660029,-0.0743060465
lrp__dellrp_liv_trans__1,0.5128404698,-1.1934949464,-0.12638412400000001,-0.0410352942,-0.7908679979000001
lrp__dellrp_liv_trans__2,-0.5298564271,-0.8993706308,-0.1359480794,-0.0974975795,-0.5605540760000001
lrp__dellrp_liv_stat__1,-5.2050989092,-5.2986317617,1.2536283473,0.3277773833,0.1988388559
lrp__dellrp_liv_stat__2,-4.2702139141,-4.2345524795,1.4218786994000001,0.5023693823000001,0.2155505949
lrp__dellrp_rich_log__1,1.671768846,0.5928689552,-0.7977188794000001,0.1612183244,-0.4247212359
lrp__dellrp_rich_log__2,2.1317598512,0.7563582222,-0.7443303324,-0.0386578774,-0.4265440585
lrp__dellrp_rich_trans__1,-0.42793968400000004,-1.794080411,0.7261719226000001,0.38943956900000004,-0.8679103318
lrp__dellrp_rich_trans__2,-1.8665661660000001,-2.1446724434,0.8865826679000001,0.1304697907,-0.8983829466000001
lrp__dellrp_rich_stat__1,-8.0617534659,-3.9494908053,-0.9243434027,-0.4458577547,-0.3971189492
lrp__dellrp_rich_stat__2,-8.7125715196,-3.2627136572,-0.4780419603,-0.3284246349,-0.24081092610000002
mazF_circuit__t0__1,0.0920395529,-0.0953488318,-0.0418893319,-0.0742074398,0.08827390900000001
mazF_circuit__t2__1,-2.006567549,0.08040204840000001,0.3591658249,-0.1755129835,-0.23167562300000002
mazF_circuit__t4__1,1.2439885431,1.7530202995000002,-0.8304810236,-0.5007406089,0.2629024821
mazF_circuit__t6__1,-0.5205485016,1.6953966254,-0.9492480625,-1.1973610484,0.43528731260000003
mazF_circuit__t8__1,0.43298408660000004,1.4658723082,-0.7195329218000001,-1.3620510373,0.3820487614
mazF_circuit__t0__2,-0.0920395529,0.0953488318,0.0418893319,0.0742074398,-0.08827390900000001
mazF_circuit__t2__2,-0.045105036800000005,0.2627905182,0.36484522820000004,0.0776342017,-0.2043366113
mazF_circuit__t4__2,-1.2414928979,1.7548676616,-0.2926059744,-0.5578875325,-0.32261156550000003
mazF_circuit__t6__2,-0.4130523225,1.7989635143,-0.96780511,-1.4392177387,0.5355032213
mazF_circuit__t8__2,-0.5511055837000001,1.5903375374,-0.8880264464000001,-1.4079410474,0.39596403090000004
mazF_ribo__emptyvec_mrna_5m__1,0.0711922059,0.0575392785,-0.0702595117,-0.0699856143,-0.0188473862
mazF_ribo__emptyvec_mrna_5m__2,-0.0711922059,-0.0575392785,0.0702595117,0.0699856143,0.0188473862
mazF_ribo__mazF_mrna_5m__1,-1.4783898745,-0.2704491606,0.9398787361000001,0.1015273248,0.8768952831
mazF_ribo__mazF_mrna_5m__2,-1.2510286629,-0.2472452662,0.8303069123,0.2154992416,0.7943170451
mazF_ribo__emptyvec_total_5m__1,-2.2254601543,0.9546570862,0.946656288,-1.4227168609,0.0022417352
mazF_ribo__emptyvec_total_5m__2,-2.0785094097,0.9528935867,1.1842926666,-1.3408819515000001,-0.1816462398
mazF_ribo__mazF_total_60m__1,-4.6529203245,0.47207864400000005,2.0597493091,-1.1597846568,0.3641228837
mazF_ribo__mazF_total_60m__2,-4.8382999215,0.5681540215,1.9871094608000002,-1.3027741020999999,0.46529772480000003
mercury__ctrl_t00__1,-0.25042669500000003,0.1450602462,-0.0109633621,-0.0486645935,0.0143233844
mercury__ctrl_t10__1,-1.0304101881,0.27555820340000003,0.1915417136,-0.1826609055,-0.5673512663
mercury__ctrl_t30__1,-0.4348540837,-0.0482060141,0.4382787508,-0.14564287680000002,-0.9106348201000001
mercury__ctrl_t60__1,-2.3378724485999998,-0.6643239679,0.8004866388,-0.3214967917,-0.7654763169000001
mercury__hg_t10__1,-11.0717520894,-3.7960422854,1.9152520917,1.0275288213,0.10413819610000001
mercury__hg_t30__1,-8.2897161393,-2.5630401328,1.1996490032,1.9086307643,0.1963005887
mercury__hg_t60__1,-6.0051012852,-3.0908114612,1.8380215310999999,1.880687977,0.5268947778
mercury__pma_t10__1,-2.3634281996,-0.4385265063,2.6258083189,1.5041241933,-0.0169749804
mercury__pma_t30__1,-5.2787032615000005,-2.0284626004,3.0698813737,1.9985867245,0.1514677783
mercury__pma_t60__1,0.07056700070000001,0.0782456016,0.1445234506,-0.133925968,0.0907918983
mercury__ctrl_t00__2,0.2475655129,-0.0786180092,-0.054104921800000004,0.051541222000000005,-0.0046689013
mercury__ctrl_t10__2,-1.0062385467,0.08956476590000001,0.2699377164,-0.1692032534,-0.426649692
mercury__ctrl_t30__2,-1.2519875571,-0.3172118834,0.555827049,-0.3389365261,-1.0217004236
mercury__ctrl_t60__2,-2.9706176473,-0.9176606410000001,0.6926915157,-0.3166062492,-0.7745977194
mercury__hg_t10__2,-10.1624538161,-3.2339971449,1.4906963293,0.9479355297000001,0.1257959895
mercury__hg_t30__2,-6.735730486,-2.4182760913,1.3683929035,1.8297983074,0.1732554926
mercury__hg_t60__2,-0.8167933482,-0.032903423200000004,0.494319569,-0.1494338893,0.4697261488
mercury__pma_t10__2,-2.3134472309,-0.41953596870000004,2.6405668813,1.5929826335000001,-0.11645100400000001
mercury__pma_t30__2,-4.5356290573999996,-1.4131483279000001,3.0132033942,2.0889801962,0.1571979088
mercury__pma_t60__2,-0.6904466202,-0.273276885,0.6155141427,-0.0551676332,-0.6415963887
mercury__ctrl_t00__3,0.0028611821,-0.066442237,0.0650682839,-0.0028766285,-0.0096544831
mercury__ctrl_t10__3,-0.47755466090000004,0.0438506326,0.131948695,-0.21532003700000002,-0.3169365246
mercury__ctrl_t30__3,-1.2927090030000001,-0.5696312763,0.718830944,-0.2209854582,-0.748058828
mercury__ctrl_t60__3,-2.6345007528,-0.8127019001,0.5866470260000001,-0.49306437410000004,-0.642971501
mercury__hg_t10__3,-11.6756323753,-3.6315292138,2.694957389,1.1544339475,0.1558185043
mercury__hg_t30__3,-8.6218857708,-2.7067442649,0.9684479897,1.7838002134000002,0.1043121531
mercury__hg_t60__3,-2.6981411618,-1.0931678164,1.3434742516,0.7054778514000001,0.6420763381
mercury__pma_t10__3,-1.7220900973000002,-0.5724619227000001,2.7551351866,1.6304650456,-0.1316689648
mercury__pma_t30__3,-4.7107386097,-1.8234451015,3.1088214481,2.1751766926,0.09705247630000001
mercury__pma_t60__3,-0.4170786933,-0.3198833017,0.6884983213,-0.1596804214,-0.6977402275
ml_abx__az_lolcde__1,0.9761280404,-0.7220662056,-0.20198363290000002,0.48830455920000004,-0.7516619417
ml_abx__az_lolcde__2,-1.7746010342,-0.9098127641,-0.3189827836,0.14585818420000002,-1.1496425843
ml_abx__az_lolcde__3,-1.2204602657999999,-0.8304386778,-0.12733909570000002,0.9960923780000001,-0.9921913121
ml_abx__b01__1,-0.4825283275,-1.0928767579,-0.0382179776,0.1498634801,0.006689497000000001
ml_abx__b01__2,-0.3584302976,-1.2215783352,-0.0983834053,0.21706254600000002,0.078838191
ml_abx__b01__3,0.9846798052000001,0.2868740107,-0.5537662898,-0.054004005300000005,0.0518871206
ml_abx__cro__1,1.0899782443000001,-0.1987838445,0.3127793779,0.2646818966,-0.1923720784
ml_abx__cro__2,-1.8976926189,-0.5155399007,-0.1031121172,-0.11037055870000001,-0.0085819389
ml_abx__cro__3,-0.1693669675,0.6502682096,-0.2769198177,-0.1813249792,-0.0053562109
ml_abx__chl__1,0.0115636544,1.6262205206,-0.7942616282,-1.1722176896,-0.6587832035
ml_abx__chl__2,-0.6597342707,1.4760745050000001,-0.4111183861,-1.2701145969,-0.9242868331
ml_abx__chl__3,-0.3904238671,1.6955432834000002,-0.6512181101,-1.2669649214,-0.7405011435000001
ml_abx__cip__1,0.460500591,-0.4509442577,-0.2328406334,-0.0327333987,-0.1190072798
ml_abx__cip__2,-1.1117227073,-0.1478278029,-0.4891983387,-0.34968602190000003,-0.0044759721
ml_abx__cip__3,0.2864734548,0.9321935161,-0.9858200194000001,-0.98112637,-0.06839568160000001
ml_abx__clr__1,2.5495025424,1.438563754,-1.1611403616,-1.6012007255,-0.49915717730000003
ml_abx__clr__2,0.9695467111,1.3309284636,-0.4653461236,-1.2136746464,-0.9562176016
ml_abx__clr__3,1.2945465155,1.5517494222,-0.8506758078000001,-1.5563247291,-0.8397931040000001
ml_abx__cst__1,1.8203120678,-0.507742172,0.028131279000000002,0.4190333351,-0.6163406841
ml_abx__cst__2,-1.4421197139,-1.0275269364,-0.1056551542,0.2579162601,-0.6206016748000001
ml_abx__cst__3,0.7419408436,0.038124684900000004,-0.37157694010000003,0.325653615,-0.5586389879
ml_abx__ctrl__1,1.7602202413999999,0.1508988873,0.15086632020000001,0.201563868,-0.1166496013
ml_abx__ctrl__2,1.9162326913,0.1734996416,0.222737346,0.1993365318,-0.051026380600000004
ml_abx__ctrl__3,-1.2424530731,-0.7971823419,0.110231593,-0.09391944540000001,-0.1833504845
ml_abx__ctrl__4,-1.9017253429,-0.9144863714,0.1137296101,0.0633401472,0.0806954445
ml_abx__ctrl__5,-0.1489307556,0.6460937508,-0.2725888385,-0.1360379509,0.0191679243
ml_abx__ctrl__6,-0.3833437611,0.7411764336000001,-0.3249760309,-0.2342831508,0.2511630976
ml_abx__dox__1,1.880115846,1.3326902188,-1.0704172995,-0.8526955707,-0.7860369249
ml_abx__dox__2,0.4847531291,1.3760689325,-0.7081142331,-0.7068839503000001,-1.2163194972
ml_abx__dox__3,0.5158184322,1.4623087947,-0.6930128134,-0.7530062255000001,-0.8969322540000001
ml_abx__glob__1,-0.0016281580000000002,-0.7193539729,-0.0883783216,0.4065567044,-1.3651194326
ml_abx__glob__2,-1.3817953934,-0.9869017042,-0.099391956,0.2320070227,-1.2914137657
ml_abx__glob__3,0.46604906100000004,0.5635761949,-0.6044773846,-0.1185042416,-1.0983352413
ml_abx__lvx__1,0.9937498937,0.1262770741,0.1316656856,0.2333516914,-0.0289735559
ml_abx__lvx__2,-2.1490337785999998,-0.5862582673,-0.3193606792,-0.3640196751,0.18845651800000002
ml_abx__lvx__3,-0.0975372706,0.4742002045,-0.6585030624,-0.3700488817,0.053335694100000004
ml_abx__mec__1,0.4932335183,-0.1378214446,0.1392440415,0.0998633691,-0.2293278892
ml_abx__mec__2,-1.6955406046000001,-0.4365000906,-0.0994532634,-0.1871357603,-0.0863974743
ml_abx__mec__3,0.6123564769000001,0.7917743908,-0.480013075,-0.3610121563,-0.10364660020000001
ml_abx__mem__1,2.076162459,0.1948280366,0.1603490528,0.2165209582,-0.1980404688
ml_abx__mem__2,-1.8591447605,-0.8741390121,0.1481114442,-0.2689460635,0.19654594220000002
ml_abx__mem__3,0.1171910901,0.5069646095,-0.2173357595,-0.4331614247,0.39531110950000004
ml_abx__nit__1,2.7125386576,0.7439561619,-1.7811438781,-0.2959968709,1.1258775551
ml_abx__nit__2,0.8574346256,0.8052019047000001,-2.1307990097,-0.6210608005,1.354755592
ml_abx__nit__3,0.2869716422,0.6870438609,-2.1228927186,-0.8387198083,1.3452369068
ml_abx__ntx__1,1.9166193888,0.0431605586,-2.2152411398,-0.49165770470000003,-0.5519501863
ml_abx__ntx__2,-0.7223964711,-1.0628977289,-1.7852927123,-0.256884961,-0.7382328027
ml_abx__nor__1,-0.5628019408,-0.2633630305,0.0597515543,0.2439435656,0.3269633085
ml_abx__nor__2,-1.8083055677000002,-0.2977436862,-0.43789696110000004,-0.059528517100000004,0.189146892
ml_abx__nor__3,-0.6132648049,0.7415301146000001,-0.8230746571,-0.3163815622,0.257646025
ml_abx__pb__1,2.0200004722,-0.5467503175,-0.12524527800000002,1.058466966,-0.7179253264000001
ml_abx__pb__2,-0.011724830700000001,-1.2213308766,0.0012504047000000001,0.6072410276,-0.5924204416000001
ml_abx__pb__3,0.3689300687,-1.3465571402,-0.38562192500000003,0.8517887109000001,-0.8001687414
ml_abx__tmp__1,-0.4470280468,0.32722263760000003,-0.30334683100000004,-0.24391604090000002,-0.2532161449
ml_abx__tmp__2,-1.8595942602000002,0.6812429641000001,-0.3516716362,-0.9802669303,-0.6214561914
ml_abx__tmp__3,-1.5399297301,0.9559948556000001,-0.6353873038,-1.2671328943,-0.6251811719
mut_abx__del_mutS_000nor__1,-1.3693319371000001,0.29753632960000004,-0.0732650834,-0.00160873,0.0970123236
mut_abx__del_mutS_000nor__2,-0.1745567536,-0.511527171,0.1451301475,0.017170248200000002,-0.2186048391
mut_abx__del_mutS_000nor__3,1.5438886907,0.2139908415,-0.0718650641,-0.0155615182,0.1215925154
mut_abx__del_mutS_125nor__1,-0.97225913,0.069431007,0.1429632599,-0.1175427575,-0.0278850961
mut_abx__del_mutS_125nor__2,-1.332688619,-0.0671283015,-0.0811107971,-0.10282323110000001,0.0976449876
mut_abx__del_mutS_125nor__3,-1.9613354191,0.0196789269,-0.0296220658,-0.1921377267,0.24585199270000002
mut_abx__del_mutS_250nor__1,-1.4712563612,0.5028680809,0.0344344757,-0.1371937078,-0.012723672200000001
mut_abx__del_mutS_250nor__2,-0.2102424266,0.5576098887000001,0.11639725370000001,-0.173419982,-0.1427372924
mut_abx__del_mutS_250nor__3,-1.8720696411,-0.0516155665,-0.0099816008,0.1126014666,0.1642186103
mut_abx__del_mutS_375nor__1,-2.2009173454,0.47742004600000004,0.027381407000000003,0.1032943624,0.304930242
mut_abx__del_mutS_375nor__2,-0.6532452881,0.36203972360000003,-0.0021052977,-0.0786109846,0.47015486110000004
mut_abx__del_mutS_375nor__3,-1.8390718661,0.6654590843,0.007675045100000001,-0.1556603929,0.3298855515
mut_abx__del_mutS_500nor__1,-1.4467957412999999,1.1127053394,-0.0219615704,-0.220226902,0.3784304416
mut_abx__del_mutS_500nor__2,-1.4263322185,1.0354512883,-0.0384265959,-0.24385888600000002,0.4791398864
mut_abx__del_mutS_500nor__3,-1.0196820271,1.4664660196,0.0027122553,-0.3619031156,0.023032378500000002
mut_abx__del_mutS_625nor__1,0.7942600969,1.3528724708,0.0488622045,-0.6053958044000001,-0.6495468024000001
mut_abx__del_mutS_625nor__2,-1.4058581928,1.5880078468,-0.0521707852,-0.3515929949,0.1293026924
mut_abx__del_mutS_625nor__3,-1.9104357697,1.1346424953,0.0536458234,-0.2261197779,0.43389779580000004
mut_abx__del_mutS_750nor__1,-2.4048635169,1.1091293826,0.2102355732,-0.0689901465,0.4700040541
mut_abx__del_mutS_750nor__2,-2.0712638059,1.3679740169,0.0696474088,-0.0418361744,0.5893872825
mut_abx__del_mutS_750nor__3,-2.1863505344,0.8826769160000001,0.27220808020000004,-0.014491626700000001,0.3831052922
mut_abx__del_mutS_875nor__1,-1.7456169780000002,1.8451826119999999,-0.0391154083,-0.0471158703,0.3295755399
mut_abx__del_mutS_875nor__2,-2.4089217391,1.5112737395,0.1597704819,0.0381341856,0.6226805845
mut_abx__del_mutS_875nor__3,-1.6778556186,1.7854493188,0.0795000183,-0.29410583300000004,0.2557763552
nit_yeaG__wt_Nminus__1,2.8482326042,-0.7388940556,-0.1884936433,-0.3041894678,0.4613139096
nit_yeaG__wt_Nminus__2,-2.8482326042,0.7388940556,0.1884936433,0.3041894678,-0.4613139096
nit_yeaG__wt_Nplus__1,9.86205093,6.3365353417,-1.7190140109,-0.008649717500000001,-2.2304418322
nit_yeaG__wt_Nplus__2,4.9652602707,6.6763599854999995,-1.2072022831,0.22782986360000002,-1.6713529146
nit_yeaG__del_yeaG_Nminus_24h__1,1.6392942371,1.8562327144,-0.6177819627000001,-1.7078284903,-2.237945271
nit_yeaG__del_yeaG_Nminus_24h__2,-4.4160050849,2.5358904519000003,0.26971364000000003,-0.0362465484,-1.4605007973
nit_yeaG__del_yeaG_Nminus_24h__3,0.9577960688,1.8392890079000002,-0.22090745590000002,-0.7073060206,0.2189535879
nit_yeaG__del_yeaG_Nminus__1,0.5475149782000001,-0.6386973661,0.3425865314,0.1586592786,-0.0005819889000000001
nit_yeaG__del_yeaG_Nminus__2,-3.2846906643000002,0.445922747,0.5901344861,0.39331885,-0.5928889711
nit_yeaG__del_yeaG_Nplus__1,9.5284105265,6.4278230047000005,-1.6983132169,0.1270891271,-2.2505650014
nit_yeaG__del_yeaG_Nplus__2,4.854564964,7.0021827325,-1.3588102909,0.06538747510000001,-1.8635784236
opex__amp__1,1.469404846,-0.032613971400000004,0.23653916330000002,-0.14920972230000001,-0.1487251704
opex__amp__2,0.3278241952,0.09628215600000001,0.085487013,0.1684560679,-0.0909383045
opex__amp__3,1.0648056745,-0.0639502863,0.41686511940000004,-0.0138108577,-0.2760567605
opex__bak_amp__1,-0.4449801325,-0.2860540863,1.0194685422,0.0738655315,-0.1280048182
opex__bak_amp__2,0.9080057143,0.2534365306,0.4204358036,0.0587175632,-0.1696651311
opex__bak_amp__3,1.357526657,0.27610640200000003,0.4085579958,-0.0213809295,-0.0297308013
