,A,trcR,whiB4,Rv1776c
sutez:0_days_5.6:3,0.2433032846,-0.0886027244,0.051914067800000005,-0.25799151470000004
sutez:0_days_5.6:4,0.379925893,0.052735970300000004,-0.036800316300000004,0.213129854
sutez:0_days_control:1,0.13888246340000002,0.1316679486,0.09033109980000001,0.0108030975
sutez:0_days_control:2,0.1026632283,-0.0715636856,-0.1174246635,-0.0383694939
sutez:0_days_control:3,-0.23863580620000002,-0.1592753025,-0.0348898253,0.1078827054
sutez:0_days_control:4,-0.0029098855000000002,0.09917103940000001,0.06198338900000001,-0.080316309
sutez:1_days_5.6:1,5.292972205,0.34687673680000003,1.4798274218,-1.0524701748
sutez:1_days_5.6:2,5.8125249285,0.2721877084,1.5079558879000001,-1.1693338631
sutez:1_days_control:1,-2.5286493277,0.3270756704,0.0117661346,0.1255740351
sutez:1_days_control:2,-2.4425719936,0.13188983140000002,0.0100324,0.3574957756
sutez:1_days_control:3,-1.9189509046,0.5025375816000001,0.2781089827,0.1355967891
sutez:1_days_control:4,-2.2033806224,0.3594801527,0.12188872070000001,0.3689564581
thrB:0_days_starve:1,-0.0812579404,0.013264673900000001,0.1970351365,-0.35360094470000003
thrB:0_days_starve:2,0.0812579404,-0.013264673900000001,-0.1970351365,0.35360094470000003
tss:expression_library:1,1.1603657586,-0.2704409896,0.6145254771,-0.42275946470000003
tss:expression_library:2,0.4399661969,0.5066864547000001,0.5799540845,-0.8934110605000001
tss:mapping_triphosphate:1,-0.1257313896,0.7034142950000001,-0.1768416445,-0.7017076204
tss:mapping_triphosphate:2,-0.0750329881,1.1717161615,-0.30913879310000003,-0.8280236202
tss:mapping_wo_triphosphate:1,-1.9753951977000002,0.0792586504,-0.3538828885,-0.5515508955
tss:mapping_wo_triphosphate:2,-1.5298942234,-0.3986270871,-0.4887919578,-0.4954178662
tss:wt_experiment_2:1,0.19716998870000002,-0.1591232076,0.2177075202,0.2323115739
tss:wt_experiment_2:2,0.2147859584,0.1254258549,0.0366473183,0.1525217406
tss:wt_experiment_2:3,-0.4119559471,0.0336973526,-0.2543548384,-0.3848333145
vera:0_days_176:1,-0.1587158548,-0.1193071332,-0.6224023111,0.3134986332
vera:0_days_176:2,-1.0972437084,-0.17721395110000002,-0.30271159210000004,0.24168933680000002
vera:0_days_176:3,-0.8256846869000001,-0.3252320732,-0.1462522363,0.20698791160000002
vera:0_days_176:4,-1.2747159510000001,-0.2886906012,-0.3409810585,0.0761980227
vera:0_days_control:1,0.3902920909,0.1772021585,-0.06351164620000001,-0.1161597334
vera:0_days_control:2,0.2641476232,-0.0034768917,0.0378454016,-0.0402037793
vera:0_days_control:3,-0.3423065809,-0.020873310200000002,0.1336300806,0.0240520293
vera:0_days_control:4,-0.31213313330000003,-0.1528519566,-0.10796383600000001,0.1323114834
vera:1_days_176:1,2.9674906077000003,-1.211516728,-0.6520092816,-0.0850490014
vera:1_days_176:2,2.6440257228,-0.9962659307,-0.8816471920000001,-0.0608663206
vera:1_days_176:3,2.5298771165,-1.0277984444,-0.7736200705,-0.3005294632
vera:1_days_control:1,4.692678343,-0.6183081699,-0.4522671689,0.2494342789
vera:1_days_control:2,4.5978807914,-0.7488103606000001,-0.6057466331,0.28722259110000004
vera:1_days_control:3,5.4540312559,-1.004814459,-0.5856217624,0.31331373900000004
vera:1_days_control:4,5.5188015660000005,-0.5170369499,-0.6410687304,0.24195097770000001
